"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","FC","FS","PE","PP","RB","CA","FF","SG","DD","GS","FD","G","I","A","CV","FT","DP"
"284","José Paolo Guerrero Gonzales","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2017/04/24/9f5565190d6c37e9959d0747a4ef6ea0_FORMATO.png",75295,6,"FLA","ata","Nulo",0,11.86,0,3.7,3,6,7,3,NA,4,NA,6,NA,NA,NA,2,NA,3,NA,NA,NA,NA
"285","Yago Fernando da Silva","Yago","https://s.glbimg.com/es/sde/f/2017/05/02/30bd8e94c27dbf6a20661d6027251a81_FORMATO.png",77500,6,"PON","zag","Nulo",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Bruno Brígido de Oliveira","Bruno Brígido","https://s.glbimg.com/es/sde/f/2017/04/24/9375fdbbdc6ab66a27f8b4860036ebc1_FORMATO.png",77556,6,"COR","gol","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Jorge de Moura Xavier","Jorginho","https://s.glbimg.com/es/sde/f/2017/04/28/24064c0ab4f724a2a4252d37f02b7223_FORMATO.png",77544,6,"ATL","mei","Provável",-2,4.98,-1.45,1.87,6,11,12,24,NA,11,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA
"288","Leandro da Silva","Leandro Silva","https://s.glbimg.com/es/sde/f/2017/04/28/c86a46095a1f0ab0e29d11fbbb7e80a1_FORMATO.png",77529,6,"AVA","lat","Provável",4.7,7.37,0.66,1.84,5,7,4,27,NA,6,NA,3,1,NA,NA,2,NA,1,1,1,NA,NA
"289","Thomás Jaguaribe Bedinelli","Thomás","https://s.glbimg.com/es/sde/f/2017/06/13/bac4f7b0e6270fedb590658d950365b2_FORMATO.png",77551,6,"SPO","mei","Provável",-0.9,6.86,-1.58,3.77,3,5,7,2,NA,1,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA
"290","Eugenio Esteban Mena Reveco","Mena","https://s.glbimg.com/es/sde/f/2017/05/01/b7a4044c003473042da5143f01b9924e_FORMATO.png",77967,6,"SPO","lat","Nulo",0,2.88,0,-6.7,1,6,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"291","Jonathan Copete Valencia","Copete","https://s.glbimg.com/es/sde/f/2017/05/02/38284b2eba393aa675069aff35def330_FORMATO.png",77959,6,"SAN","ata","Dúvida",2.2,4.55,0.26,-0.75,4,4,1,12,NA,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"292","João Felipe Schimdt Urbano","João Schmidt ","https://s.glbimg.com/es/sde/f/2016/05/01/5214f931543621b3d23666a103f23d6e_FORMATO.png",77777,6,"SAO","mei","Contundido",0,4.13,0,1,3,2,2,7,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Gustavo Henrique Vernes","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2017/05/02/ebaacf4dc046774b9b9f3003c35ba254_FORMATO.png",78248,6,"SAN","zag","Contundido",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Ramiro Moschen Benetti","Ramiro","https://s.glbimg.com/es/sde/f/2017/04/23/01565939c1e8813f9c1cc7cf9faeb903_FORMATO.png",78715,6,"GRE","mei","Provável",-1.8,16.54,-2.09,5.68,5,9,8,21,NA,6,2,5,NA,NA,NA,NA,2,1,2,NA,NA,NA
"295","Everaldo Stum","Everaldo","https://s.glbimg.com/es/sde/f/2017/04/27/85ec84d7e2ba8d7f658cb59fefc7d400_FORMATO.png",78117,6,"ATL","ata","Provável",0.6,8.28,-2.51,4.7,6,7,8,12,NA,1,NA,3,NA,NA,NA,7,2,1,1,NA,NA,NA
"296","Douglas Ricardo Grolli","Douglas Grolli","https://s.glbimg.com/es/sde/f/2017/04/24/ef04c0af64af6a9173d17eb922ff55e4_FORMATO.png",78407,6,"CHA","zag","Provável",0,8.98,0,11.9,1,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"297","Renê Rodrigues Martins","Renê","https://s.glbimg.com/es/sde/f/2017/04/24/bff75e6319bfeb83e043d1949b127c6e_FORMATO.png",78445,6,"FLA","lat","Provável",-0.5,5.01,-0.73,2,4,6,4,12,NA,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","César Bernardo Dutra","César","https://s.glbimg.com/es/sde/f/2017/04/24/8a28cbc657b6535a81d1cbad583afa48_FORMATO.png",78086,6,"FLA","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Madson Ferreira dos Santos","Madson","https://s.glbimg.com/es/sde/f/2017/04/06/e6c07b2728a78e64ae8c1ed0d4ce9d6a_FORMATO.png",78077,6,"VAS","lat","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Willian Souza Arão da Silva","Willian Arão","https://s.glbimg.com/es/sde/f/2017/04/24/afcab1eabef219480495acfdf11be8c3_FORMATO.png",78478,6,"FLA","mei","Provável",1.6,8.64,0.04,2,6,7,7,23,NA,7,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA
"301","Jean Mota Oliveira de Sousa","Jean Mota","https://s.glbimg.com/es/sde/f/2017/05/02/6f250e3510eb4a5cf33223d20befd72c_FORMATO.png",78548,6,"SAN","mei","Provável",7.7,3.53,2.04,1.38,5,2,4,11,NA,4,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"302","Marcos de Paula Dutra","Marcos","https://s.glbimg.com/es/sde/f/2017/04/27/f3d654b20ab83c212a2a18dab411b2e0_FORMATO.png",78495,6,"ATL","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Douglas Alan Schuck Friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2017/04/25/f36c749de572dbbaf8a43b8b71309942_FORMATO.png",78584,6,"AVA","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Paulo Luiz Beraldo Santos","Paulinho","https://s.glbimg.com/es/sde/f/2017/04/24/c8f73d0634bf7a30846535c217610b26_FORMATO.png",78578,6,"VIT","ata","Suspenso",-3,3.51,-1.01,-0.12,6,6,2,22,NA,2,3,5,NA,NA,NA,4,NA,1,NA,NA,1,NA
"305","Gabriel Bordinhão Gasparotto","Gabriel Gasparotto","https://s.glbimg.com/es/sde/f/2016/06/28/e51699e690f5560939a50fdbb0077328_FORMATO.jpeg",78839,6,"SAN","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Ricardo César Dantas da Silva","Ricardo Silva","https://s.glbimg.com/es/sde/f/2017/04/27/e409f5c1c4551cf8457b204abc422a73_FORMATO.png",79334,6,"ATL","zag","Nulo",0,2.94,0,0.28,4,8,1,11,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Lucas Oliveira de França","Lucas França","https://s.glbimg.com/es/sde/f/2017/04/22/c63baf2496083057957e4f2bd2ac3847_FORMATO.png",93869,6,"CRU","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Arnaldo Manoel de Almeida","Arnaldo","https://s.glbimg.com/es/sde/f/2017/05/19/ff6d87578b92fff5c4d0ff68a60fc859_FORMATO.png",78497,6,"BOT","lat","Provável",5.8,8.54,1.13,5.82,5,10,8,11,NA,12,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Marinaldo dos Santos Oliveira","Naldo","https://s.glbimg.com/es/sde/f/2017/05/02/466546b7c0d2a31683ba60341c08ef34_FORMATO.png",78897,6,"PON","mei","Provável",6,7.44,0.63,5.2,3,5,1,10,NA,7,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"310","Pedro Henrique de Castro Silva","Pedro Castro","https://s.glbimg.com/es/sde/f/2017/06/09/95ff53b7b15a7d6719bae7807804fc39_FORMATO.png",78840,6,"AVA","mei","Dúvida",-3.6,0.76,-1.24,-3.6,1,2,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Marcos Antônio Almeida Silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2017/04/27/1fdbc57e3b15e752149d530d7425e5d3_FORMATO.png",78856,6,"ATL","mei","Suspenso",0,6.45,-0.62,2.68,6,10,4,15,NA,17,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Luiz Antonio de Souza Soares","Luiz Antonio ","https://s.glbimg.com/es/sde/f/2017/04/24/470fd6292588f4385e9c32a3aeef091c_FORMATO.png",74060,6,"CHA","mei","Provável",-2.2,9.27,-1.94,4.4,6,8,NA,13,NA,3,NA,1,NA,NA,NA,4,2,NA,1,NA,1,NA
"313","Leandro Marcos Pereira","Leandro Pereira","https://s.glbimg.com/es/sde/f/2017/02/22/377457c54b890731e2cfdb9013dc7397_FORMATO.png",78968,6,"SPO","ata","Nulo",2.2,5.91,-1.09,2.2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Reinaldo Manoel da Silva","Reinaldo","https://s.glbimg.com/es/sde/f/2017/04/25/e786acca731a4a88d0504f8b3802f4d8_FORMATO.png",78850,6,"CHA","lat","Suspenso",-4.2,11.92,-2.65,5.87,6,8,4,34,NA,10,1,2,3,NA,NA,NA,2,NA,NA,NA,NA,NA
"315","Thiago dos Santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2017/04/18/2d51cc56ccd1291d116060e00ca663b6_FORMATO.png",78855,6,"PAL","mei","Provável",1.8,4.25,0.49,0.85,4,13,4,12,NA,9,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"316","José Henrique da Silva Dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2017/04/24/2df720f6ce87010f359f6d0c3df824db_FORMATO.png",81905,6,"FLU","ata","Provável",6.6,25.14,-1.09,12.2,5,12,9,15,NA,2,1,3,NA,NA,NA,3,7,1,1,NA,NA,NA
"317","Eduardo Henrique da Silva","Eduardo Henrique","https://s.glbimg.com/es/sde/f/2017/05/10/45db49dd3d8dceb223dc6d2afdf72801_FORMATO.png",78994,6,"ATL","mei","Nulo",0,2.62,0,-0.3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Moisés Ribeiro Santos","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,6,"CHA","mei","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Antonio Thomaz Santos de Barros","Thomaz","https://s.glbimg.com/es/sde/f/2017/04/28/df8a959dc2f3885176d2c02e5d69a246_FORMATO.png",79041,6,"SAO","mei","Dúvida",-1,5.1,-2.27,3.47,6,4,6,3,NA,5,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA
"320","Luiz Felipe do Nascimento dos Santos","Luiz Felipe","https://s.glbimg.com/es/sde/f/2017/05/02/3b3fe001039a93d9ea75e58f817381cf_FORMATO.png",79035,6,"SAN","zag","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Alex Roberto Santana Rafael ","Alex Muralha","https://s.glbimg.com/es/sde/f/2017/04/24/3fb41a018fb2c9084cb4800fba9b6607_FORMATO.png",79066,6,"FLA","gol","Nulo",0,4.22,0,2.7,5,1,3,5,NA,NA,NA,NA,2,4,4,NA,NA,NA,NA,NA,NA,NA
"322","Jucimar Lima Pacheco","Abuda","https://s.glbimg.com/es/sde/f/2017/04/27/2e749e5bfdd8d0bbc67e5441e8c73ff6_FORMATO.png",79193,6,"ATL","mei","Nulo",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Tiago Pagnussat","Tiago ","https://s.glbimg.com/es/sde/f/2017/02/21/dd2cb4f245812fd67912e347aba3c101_FORMATO.png",79042,6,"BAH","zag","Provável",-1.2,9.38,-1.24,2.73,6,13,4,12,NA,5,1,NA,2,NA,NA,1,1,2,NA,NA,NA,NA
"324","Dorival Guidoni Júnior","Doriva","https://s.glbimg.com/es/sde/f/2017/06/09/2e158f892e8b9c3d0bb5b489e2cfbc67_FORMATO.png",79343,6,"ATL","tec","Provável",1,4.95,-0.93,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Miller Alejandro Bolaños Reasco","Miller Bolaños","https://s.glbimg.com/es/sde/f/2016/05/10/e06dcc7c5fd2af9342d95cf318b5f431_FORMATO.png",78371,6,"GRE","ata","Nulo",0,14,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Joeliton Lima Santos","Mansur","https://s.glbimg.com/es/sde/f/2016/07/05/885bc2c7afe242e7ce810bccdccd27cc_FORMATO.png",79553,6,"SPO","lat","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Antônio Carlos Cunha Capocasali Júnior","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",79702,6,"PAL","zag","Nulo",0,1.83,0,-2,2,2,1,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Luiz Ricardo Alves","Sassá","https://s.glbimg.com/es/sde/f/2017/06/13/065555e79713cf7ba32f3f9a228152e8_FORMATO.png",79578,6,"CRU","ata","Nulo",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Robert Gonçalves Santos","Robert ","https://s.glbimg.com/es/sde/f/2017/06/09/64450e07dea4504ab9914e254f7ba3f5_FORMATO.png",85121,6,"FLU","mei","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Roger Machado Marques","Roger Machado ","https://s.glbimg.com/es/sde/f/2017/04/28/4f5e786d736c65d7652d3dda5d40a131_FORMATO.png",79437,6,"ATL","tec","Provável",1.14,10.7,-0.78,3.34,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Lucas Silva Borges","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/06/f4598cc08e1804689d22d338ac6f7d9b_FORMATO.png",79701,6,"CRU","mei","Nulo",0,6.65,0,1.4,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Ronaldo Henrique Ferreira da Silva","Ronaldo","https://s.glbimg.com/es/sde/f/2016/05/01/2e217ce29ea48d7d573c191fa21e67d5_FORMATO.png",85149,6,"SPO","mei","Nulo",0,3.2,0,2.3,1,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Thalles Lima","Thalles","https://s.glbimg.com/es/sde/f/2017/04/24/3201728e4a68e69b6c3e6fc2f8f5b1e1_FORMATO.png",85211,6,"VAS","ata","Nulo",0,4.03,0,0.7,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Helton Brant Aleixo Leite","Helton Leite","https://s.glbimg.com/es/sde/f/2016/05/20/5fd57defcef29c5cd30495ee3eb4e67f_FORMATO.png",79973,6,"BOT","gol","Nulo",0,3.32,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"335","Matheus Mancini","Matheus Mancini","https://s.glbimg.com/es/sde/f/2017/05/19/5bca9708b9e4c88d08f62e3935fe8cb4_FORMATO.png",80124,6,"ATL","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Yerry Fernando Mina González","Yerry Mina","https://s.glbimg.com/es/sde/f/2017/04/18/5d127fbc9c3d26f69de26952da18b809_FORMATO.png",85241,6,"PAL","zag","Nulo",0,17.41,0,6.67,3,6,2,5,NA,8,1,2,2,NA,NA,1,NA,1,NA,NA,NA,NA
"337","Orlando Enrique Berrío Meléndez","Berrío ","https://s.glbimg.com/es/sde/f/2017/04/24/7b390ea7b4f8d9ae25e9e72d40cf4d97_FORMATO.png",85300,6,"FLA","ata","Nulo",0,4.95,0,0,1,NA,1,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Odair Souza ","Nenén","https://s.glbimg.com/es/sde/f/2017/04/25/cf7dd5cb7c3b2349fc0a5145f894f495_FORMATO.png",79892,6,"CHA","mei","Nulo",-0.3,1.52,-0.31,0.25,4,1,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Jadson Alves dos Santos","Jadson","https://s.glbimg.com/es/sde/f/2017/05/02/e17a729351ce9e086c7f6fdaf907c355_FORMATO.png",80129,6,"PON","mei","Nulo",1.7,4.53,-0.07,1.8,4,2,4,10,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Uilson Pedruzzi de Oliveira","Uilson","https://s.glbimg.com/es/sde/f/2017/04/03/f77329e6065eec16e496b8b12ad6384a_FORMATO.png",85418,6,"ATL","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Wanderson Ferreira de Oliveira","Valdívia","https://s.glbimg.com/es/sde/f/2017/05/31/6bc774b62632d57e756a9e0533fcfd85_FORMATO.png",85423,6,"ATL","mei","Provável",0.8,8,-0.6,2.17,3,5,6,6,NA,2,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"342","Marcos Junio Lima dos Santos","Marcos Junior","https://s.glbimg.com/es/sde/f/2016/04/29/05a4d91c1c469c1d8f7bc682c5eb8e11_FORMATO.png",80188,6,"FLU","ata","Nulo",2.2,3.02,0.26,-0.06,5,2,3,4,NA,1,1,1,NA,NA,NA,1,NA,2,NA,NA,NA,NA
"343","João Paulo Silva Martins","João Paulo","https://s.glbimg.com/es/sde/f/2017/05/02/f85d6ca954388c9c5635f0e28f95b5cf_FORMATO.png",85425,6,"SAN","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Nadson da Silva Almeida","Nadson","https://s.glbimg.com/es/sde/f/2017/04/25/9c0263cf980f89da4cca8b6bc120585f_FORMATO.png",80140,6,"CHA","mei","Contundido",0,0.76,0,-0.07,3,1,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Lucas Fonseca da Silva","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2017/02/21/c4e0a739ae5673d20c609ad14289c7e9_FORMATO.png",80189,6,"BAH","zag","Dúvida",1.6,4.26,-0.59,2.84,5,3,4,8,NA,3,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"346","Glaybson Yago Souza Lisboa","Yago Pikachu","https://s.glbimg.com/es/sde/f/2017/04/24/3021726139e41d1a3fe9ada22058c738_FORMATO.png",80196,6,"VAS","lat","Nulo",0,8.23,0,3.5,4,3,4,13,NA,2,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA
"347","Artur Sérgio Batista de Souza","Artur","https://s.glbimg.com/es/sde/f/2017/05/02/5c01ab099352ecad2baaa0a00f978720_FORMATO.png",85591,6,"PON","lat","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Cleberson Martins de Souza","Cleberson","https://s.glbimg.com/es/sde/f/2017/04/23/91e18bf15401259ce1466dbccb56d6ae_FORMATO.png",80281,6,"ATL","zag","Nulo",0,2.69,0,-1.2,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Jonas Gomes de Sousa","Jonas","https://s.glbimg.com/es/sde/f/2017/04/24/d4c75e365c9c04af042bf7ff378d60c7_FORMATO.png",85586,6,"COR","mei","Nulo",5.3,6.76,1.12,1.47,6,9,2,15,NA,11,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Leonardo Pinheiro da Conceição","Léo","https://s.glbimg.com/es/sde/f/2017/01/13/cc39276a755987fc3b57896f3b160fa6_FORMATO.png",85626,6,"FLU","lat","Provável",2.6,3.88,0.56,0.5,5,9,3,16,NA,4,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA
"351","Ezequiel Jacinto de Biasi","Ezequiel ","https://s.glbimg.com/es/sde/f/2017/04/23/059f269b9ef5b88550eb9899af203b7b_FORMATO.png",80318,6,"CRU","lat","Provável",9.3,6.6,2.28,4.2,2,4,3,3,NA,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","Matheus Caldeira Vidotto de Oliveira","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_FORMATO.png",80286,6,"COR","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Arthur Caíke do Nascimento Cruz","Arthur ","https://s.glbimg.com/es/sde/f/2017/04/24/56939ae4c18f332e1a3bb20305de4f33_FORMATO.png",80337,6,"CHA","ata","Provável",8.1,9.64,0.59,5.43,6,13,10,13,NA,6,1,4,NA,NA,NA,2,1,3,3,NA,1,NA
"354","Fabiano Leissmann","Fabiano","https://s.glbimg.com/es/sde/f/2017/04/18/ccce9b9aad578e5dc82e1d75b816fa25_FORMATO.png",79887,6,"PAL","lat","Dúvida",0.2,5.35,-0.87,1.9,3,3,NA,3,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","Daniel Correa Freitas","Daniel","https://s.glbimg.com/es/sde/f/2017/04/24/5b71e14cce546da5e531c172e54e0ce2_FORMATO.png",85629,6,"COR","mei","Contundido",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","Gilberto Moraes Júnior","Gilberto ","https://s.glbimg.com/es/sde/f/2017/02/18/0b1f3092508c1455fe24a4049fd3b32b_FORMATO.png",80313,6,"VAS","lat","Provável",9.4,10.89,1.86,4.22,6,6,6,24,NA,18,2,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA
"357","Edson Felipe da Cruz","Edson","https://s.glbimg.com/es/sde/f/2017/02/18/786ddd89646415ee6d7df1c5e319039b_FORMATO.png",80370,6,"BAH","mei","Dúvida",0,16.64,0,5.42,4,1,5,9,NA,4,NA,3,NA,NA,NA,1,1,1,1,NA,NA,NA
"358","Leonardo Fabiano da Silva e Silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2017/04/03/d52533a1acf6457724394d769b43771f_FORMATO.png",68925,6,"ATL","zag","Dúvida",0,13,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","Thiago Ribeiro Cardoso","Thiago Ribeiro","https://s.glbimg.com/es/sde/f/2017/02/19/4ec7b72d420d51f876c9ea73eab212cf_FORMATO.png",68929,6,"SAN","ata","Nulo",0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","Welker Marçal de Almeida","Kieza","https://s.glbimg.com/es/sde/f/2017/04/24/25d378570c1b3cbfb2f85427750a6b8c_FORMATO.png",68930,6,"VIT","ata","Provável",9.5,11.29,2.1,4.98,4,9,15,8,NA,2,NA,2,NA,NA,NA,NA,2,3,NA,NA,NA,NA
"361","Rafael Pires Monteiro","Rafael","https://s.glbimg.com/es/sde/f/2016/04/29/43e8562bfd0ac31a9d9fd5bd5f87aee8_FORMATO.png",68928,6,"CRU","gol","Nulo",0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","Michael Vinicius Silva de Morais","Michael","https://s.glbimg.com/es/sde/f/2017/05/04/c43b96f2a0e0c8a8006defaedc1db2ee_FORMATO.png",80537,6,"FLU","ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","Lucas Rafael Araujo Lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2017/05/02/acb1d4777b6e76d3ca67054da81d0c42_FORMATO.png",80583,6,"SAN","mei","Provável",0,3.64,0,-0.3,2,1,3,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"364","Luan Garcia Teixeira","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",80692,6,"PAL","zag","Nulo",0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","Renan Ribeiro","Renan Ribeiro","https://s.glbimg.com/es/sde/f/2016/05/01/443bbaa43b246a9ce7d8a4e682ed4af6_FORMATO.png",68932,6,"SAO","gol","Provável",0,8.95,-1.66,3.15,6,NA,NA,7,NA,NA,1,NA,3,6,5,NA,NA,NA,NA,NA,NA,NA
"366","Vitor Prada Macaneiro","Vitor Prada","https://s.glbimg.com/es/sde/f/2015/07/22/038dbc80052b6760a2b49d76733db416_FORMATO.jpeg",81094,6,"AVA","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","Pedro Tonon Geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2017/04/23/e509769d9e394ef42a8681bfdacc8283_FORMATO.png",80853,6,"GRE","zag","Provável",18.8,14.68,3.14,10.1,4,1,3,12,NA,9,NA,1,4,NA,NA,2,NA,NA,1,NA,NA,NA
"368","Johnath Marlone Azevedo da Silva","Marlone","https://s.glbimg.com/es/sde/f/2017/04/25/744a27f04385f2906d5982a7dad3445b_FORMATO.png",80944,6,"ATL","mei","Nulo",-1.4,6.22,-0.68,-0.6,2,1,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","Thallyson Augusto Tavares Dias","Thallyson","https://s.glbimg.com/es/sde/f/2017/06/07/cd71ce4201f13139db63ac6e182e85a7_FORMATO.png",81219,6,"VIT","lat","Provável",8.8,2.83,2.07,2.6,3,2,2,10,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
