"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","CV","FC","FD","FF","FS","FT","G","I","PE","RB","PP","SG","DD","GS","DP","GC"
"77","Felipe Augusto Santana","Felipe Santana","https://s.glbimg.com/es/sde/f/2017/02/19/6ca71225c6186e7ca8dfcf1ac0111b14_FORMATO.png",42140,23,"ATL","zag","Nulo",0,9.43,0,4.35,9,"Atlético-MG",1,NA,NA,9,NA,2,7,NA,1,1,14,12,NA,2,NA,NA,NA,NA
"78","Vagner Carmo Mancini","Vagner Mancini","https://s.glbimg.com/es/sde/f/2017/07/26/03f653f62309ac6ad508e084fbc4c7e5_FORMATO.png",39850,23,"VIT","tec","Provável",4.92,9.38,0.04,3.66,18,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","William José de Souza","Amaral","https://s.glbimg.com/es/sde/f/2017/05/08/d967be031145a156a67e168aaeecb1fa_FORMATO.png",42232,23,"CHA","mei","Contundido",0,5,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Alexi Stival","Cuca","https://s.glbimg.com/es/sde/f/2017/09/04/ddeb8b402f80cae51879bf3c023e7441_FORMATO.jpeg",42411,23,"PAL","tec","Provável",3.06,13.71,-0.47,3.86,23,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Guilherme Milhomem Gusmão","Guilherme","https://s.glbimg.com/es/sde/f/2017/04/28/0dde0e778cab6579a9bf8d745efc2bf0_FORMATO.png",50294,23,"ATL","mei","Suspenso",-0.7,9.1,0.02,4.11,10,"Atlético-PR",3,3,NA,18,3,7,11,NA,3,2,41,10,NA,NA,NA,NA,NA,NA
"82","Cássio Ramos","Cássio","https://s.glbimg.com/es/sde/f/2017/04/19/aaa96b0be41ff91da112273cc059467e_FORMATO.png",42234,23,"COR","gol","Provável",5,13.33,0.24,5.53,22,"Corinthians",NA,2,NA,NA,NA,NA,5,NA,NA,NA,7,NA,NA,13,24,13,2,NA
"83","Osvaldo Lourenço Filho","Osvaldo","https://s.glbimg.com/es/sde/f/2017/08/30/ca1ccec3b2b10a0ecede58b69bb07f1a_FORMATO.png",42222,23,"SPO","ata","Nulo",-0.3,4.62,-0.06,2.32,16,"Sport",1,2,NA,9,4,5,20,NA,3,2,45,8,NA,NA,NA,NA,NA,NA
"84","Fagner Conserva Lemos","Fagner","https://s.glbimg.com/es/sde/f/2017/04/19/e126b3b0182f6b12d3cc13d20f515810_FORMATO.png",42500,23,"COR","lat","Provável",1.4,12.6,-0.58,5.32,18,"Corinthians",2,5,NA,19,1,3,28,1,NA,2,85,33,NA,11,NA,NA,NA,NA
"85","Júlio César Jacobi","Júlio César","https://s.glbimg.com/es/sde/f/2017/07/25/ff1d090ecbc688a4eaf1cd1f5e07cb34_FORMATO.png",49673,23,"FLU","gol","Provável",-1.1,5.09,-0.92,2.17,18,"Fluminense",NA,NA,NA,NA,NA,NA,11,NA,NA,NA,12,NA,NA,2,25,24,NA,NA
"86","Bruno Vieira do Nascimento","Bruno","https://s.glbimg.com/es/sde/f/2016/05/01/d2edee13739b924fb1847c5369f28455_FORMATO.png",42499,23,"SAO","lat","Contundido",0,4.28,0,0.31,9,"São Paulo",NA,2,NA,16,NA,1,10,NA,NA,NA,37,6,NA,2,NA,NA,NA,NA
"87","Marcelo Oliveira Ferreira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2016/04/30/401897dab69a776fef1185ec3ba1b85f_FORMATO.png",50328,23,"GRE","lat","Contundido",0,9.02,0,2.71,7,"Grêmio",NA,1,NA,9,NA,NA,6,NA,NA,1,7,8,1,3,NA,NA,NA,NA
"88","Vanderlei Luxemburgo da Silva","Vanderlei Luxemburgo","https://s.glbimg.com/es/sde/f/2017/05/31/d059e86ab694b638ba5a43c3b0b0444f_FORMATO.png",41327,23,"SPO","tec","Provável",1.45,8.6,-0.04,4.63,19,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Everton Cardoso da Silva","Everton","https://s.glbimg.com/es/sde/f/2017/08/16/eea748e91cc2c7fcc14df5b06906b1e1_FORMATO.jpeg",50301,23,"FLA","mei","Contundido",0,13.23,-0.19,3.58,18,"Flamengo",2,6,NA,31,10,8,29,1,3,8,53,26,NA,NA,NA,NA,NA,NA
"90","Luiz Rhodolfo Dini Gaioto","Rhodolfo","https://s.glbimg.com/es/sde/f/2017/06/20/fa889cb0da25023565bc57fe3fa29fde_FORMATO.png",42501,23,"FLA","zag","Provável",-0.1,7.79,-0.83,3.92,9,"Flamengo",NA,1,NA,10,1,4,3,NA,NA,2,8,9,NA,5,NA,NA,NA,NA
"91","Levir Culpi","Levir Culpi","https://s.glbimg.com/es/sde/f/2017/06/14/136e0a7f3e7fc28586ac419c9c08efd2_FORMATO.png",40025,23,"SAN","tec","Provável",7.23,11.71,0.85,4.49,17,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Abel Carlos da Silva Braga","Abel Braga","https://s.glbimg.com/es/sde/f/2017/07/26/530dd6d653e00f41f2159828518f0bf3_FORMATO.png",40006,23,"FLU","tec","Provável",1.57,11.64,0.07,3.15,21,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","David Braz de Oliveira Filho","David Braz","https://s.glbimg.com/es/sde/f/2017/05/02/7e17e0feab3ee583c5049f63df2c2771_FORMATO.png",50317,23,"SAN","zag","Provável",0,10.53,0,4.12,18,"Santos",1,6,1,17,1,5,9,NA,2,2,44,17,NA,11,NA,NA,NA,NA
"94","Fabricio dos Santos Silva","Fabrício","https://s.glbimg.com/es/sde/f/2017/08/04/af2a8afc274774bf29c72ad4817f021e_FORMATO.png",49674,23,"ATL","lat","Provável",7.2,6.04,1.55,5.47,6,"Atlético-PR",NA,1,NA,9,1,1,6,NA,NA,1,18,15,NA,3,NA,NA,NA,NA
"95","Renato Portaluppi","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2016/10/20/11389b106c935a0e20c5b557a4161683_FORMATO.png",41929,23,"GRE","tec","Provável",2.44,15.3,-0.26,4.46,22,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Wilson Rodrigues de Moura Júnior","Wilson","https://s.glbimg.com/es/sde/f/2017/09/05/a1edec3abed61e3df5ec4b21d324e499_FORMATO.png",50284,23,"COR","gol","Provável",7,14.5,-0.38,5.15,23,"Coritiba",NA,2,NA,NA,NA,NA,5,NA,NA,NA,13,NA,NA,7,46,28,1,NA
"97","Dorival Silvestre Júnior","Dorival Júnior","https://s.glbimg.com/es/sde/f/2017/07/10/44451249912d8a454f2c40009fb27f1b_FORMATO.png",40990,23,"SAO","tec","Provável",4.13,9.68,0.17,2.81,15,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Hudson Rodrigues dos Santos","Hudson","https://s.glbimg.com/es/sde/f/2017/02/05/3d3e3081a494b80799d348813e420860_FORMATO.png",50324,23,"CRU","mei","Provável",0,7.57,0,4.01,11,"Cruzeiro",NA,1,NA,17,1,5,12,NA,1,NA,16,24,NA,NA,NA,NA,NA,NA
"99","Adilson Warken","Adilson","https://s.glbimg.com/es/sde/f/2017/04/03/8a5b4672974501d33850ca575e0f117c_FORMATO.png",50307,23,"ATL","mei","Provável",0.9,4.06,0,0.35,13,"Atlético-MG",NA,4,NA,25,NA,2,11,NA,NA,1,23,15,NA,NA,NA,NA,NA,NA
"100","Elicarlos Souza Santos","Elicarlos","https://s.glbimg.com/es/sde/f/2017/08/22/063a1b290155c595e5fe9adc77f4d423_FORMATO.png",50313,23,"CHA","mei","Contundido",0,6,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","João Paulo Purcino de Almeida","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/28/61a2cc88c95e6ada6bf3c127a23ec96f_FORMATO.png",62997,23,"AVA","lat","Nulo",3.2,3.9,-0.28,2.97,3,"Avaí",NA,1,NA,1,NA,1,1,NA,NA,NA,5,1,NA,2,NA,NA,NA,NA
"102","Kleber Giacomace de Souza Freitas","Kleber","https://s.glbimg.com/es/sde/f/2017/09/05/45c6f808fc644c74001e20c938a4112a_FORMATO.png",40179,23,"COR","ata","Dúvida",-0.6,10.74,-1.72,3.35,11,"Coritiba",1,2,1,30,10,7,31,NA,4,7,33,4,NA,NA,NA,NA,NA,NA
"103","Marco Antonio de Mattos Filho","Marquinho","https://s.glbimg.com/es/sde/f/2017/07/25/49f339ad5e5c362acf8628d9d617d724_FORMATO.png",50407,23,"FLU","mei","Contundido",0,2.98,0,-0.4,4,"Fluminense",NA,1,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"104","Lucas Rios Marques","Lucas","https://s.glbimg.com/es/sde/f/2017/07/25/ac2070c9ec995dd5cc0efc710891a97a_FORMATO.png",50362,23,"FLU","lat","Provável",-4.4,1.48,-0.17,0.52,18,"Fluminense",1,5,NA,37,1,4,14,NA,NA,5,59,22,NA,1,NA,NA,NA,NA
"105","Alessandro Beti Rosa","Magrão","https://s.glbimg.com/es/sde/f/2017/08/30/c7dca7402951841de5cd3c5a531e0cee_FORMATO.png",41218,23,"SPO","gol","Provável",-2.3,5.27,-0.29,3.3,19,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,7,26,25,NA,NA
"106","Paulo Henrique Carneiro Filho","Paulo Henrique","https://s.glbimg.com/es/sde/f/2017/02/14/f3e039a98588fd2760ea1b06034d2567_FORMATO.png",50398,23,"SPO","ata","Nulo",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Kayke Moreno de Andrade Rodrigues","Kayke","https://s.glbimg.com/es/sde/f/2017/05/02/175b6e25643dfdf97032cd564bc4e5c4_FORMATO.png",50402,23,"SAN","ata","Provável",0,4.41,0,1.56,19,"Santos",1,NA,NA,17,7,17,8,NA,3,8,44,4,1,NA,NA,NA,NA,NA
"108","Darío Leonardo Conca","Conca","https://s.glbimg.com/es/sde/f/2017/08/22/78ca498fcf5cadcc0cd8ae43c4e186b8_FORMATO.jpeg",50348,23,"FLA","mei","Nulo",0,8.35,0,-0.95,2,"Flamengo",NA,1,NA,1,1,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"109","Wesley Lopes Beltrame","Wesley","https://s.glbimg.com/es/sde/f/2017/08/30/be14f1dad39de4605e99b4889d96758f_FORMATO.png",50421,23,"SPO","mei","Provável",-0.8,3.32,-0.54,0.92,4,"Sport",NA,NA,NA,3,NA,NA,4,NA,NA,NA,12,4,NA,NA,NA,NA,NA,NA
"110","Carlos Eduardo Marques","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2017/08/30/1d0425c1f6b3c4bb5041fa1cb9ee960e_FORMATO.png",50369,23,"VIT","mei","Nulo",0,2.19,0,0.5,7,"Vitória",NA,1,NA,8,3,2,10,NA,NA,2,36,7,NA,NA,NA,NA,NA,NA
"111","Leonardo Renan Simões de Lacerda","Léo","https://s.glbimg.com/es/sde/f/2016/04/29/442f1e513bf554cc4cbcce5ae7ace03b_FORMATO.png",50459,23,"CRU","zag","Provável",1,8.92,-1.38,2.73,21,"Cruzeiro",1,5,NA,12,3,3,12,1,NA,NA,50,14,NA,9,NA,NA,NA,NA
"112","Vilson Xavier de Meneses Junior","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,23,"COR","zag","Nulo",0,4,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Breno Vinicius Rodrigues Borges","Breno","https://s.glbimg.com/es/sde/f/2017/07/11/e970a2c4345e6e515eef8ee166c54f05_FORMATO.png",50408,23,"VAS","zag","Provável",7.3,4.54,0.32,1.8,16,"Vasco",NA,4,NA,14,1,3,9,NA,NA,NA,30,9,NA,6,NA,NA,NA,NA
"114","Carlos Eduardo Santos Oliveira","Eduardo","https://s.glbimg.com/es/sde/f/2017/07/28/eaa5d401b5faf55be5cb064b19e97744_FORMATO.png",50645,23,"BAH","lat","Provável",1.7,6.39,0.26,2.73,22,"Bahia",1,5,NA,33,1,4,20,NA,NA,2,115,40,NA,7,NA,NA,NA,NA
"115","Emerson dos Santos Silva","Emerson Silva","https://s.glbimg.com/es/sde/f/2016/05/20/32eec64b3753a7d9b1192df90028abc9_FORMATO.png",51299,23,"BOT","zag","Provável",0,5.82,0,5.08,4,"Botafogo",NA,1,NA,2,NA,2,6,NA,NA,NA,10,7,NA,2,NA,NA,NA,NA
"116","Henrique Adriano Buss","Henrique","https://s.glbimg.com/es/sde/f/2017/07/25/3877f66bdd821cbbcd81de82eeebcb3c_FORMATO.png",50856,23,"FLU","zag","Contundido",5.1,9.14,0.17,2.28,20,"Fluminense",NA,3,NA,19,1,1,23,2,NA,NA,33,24,NA,2,NA,NA,NA,NA
"117","Keirrison de Souza Carneiro","Keirrison","https://s.glbimg.com/es/sde/f/2017/07/27/e66b2c78e9f0ae24320e10cc36d11f56_FORMATO.png",50880,23,"COR","ata","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Diego Renan de Lima Ferreira","Diego Renan","https://s.glbimg.com/es/sde/f/2017/04/24/6cdeb7e2779c671c69473bc599c9eab2_FORMATO.png",68725,23,"CHA","lat","Nulo",0,4.69,-0.13,1.7,7,"Chapecoense",1,1,NA,5,3,3,6,NA,NA,NA,17,2,NA,1,NA,NA,NA,NA
"119","Denis Cesar de Matos","Denis","https://s.glbimg.com/es/sde/f/2016/05/01/9e4d589b32947151072c21d1d5b71747_FORMATO.png",51175,23,"SAO","gol","Nulo",0,5,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Luiz Diallison de Souza Alves","Apodi","https://s.glbimg.com/es/sde/f/2017/04/24/287a66acd6363a7d660701c832982d75_FORMATO.png",51042,23,"CHA","lat","Provável",2.5,7.51,0.13,2.75,20,"Chapecoense",NA,6,NA,44,6,11,40,NA,NA,2,43,26,NA,5,NA,NA,NA,NA
"121","Renato Adriano Jacó de Morais","Renato Cajá","https://s.glbimg.com/es/sde/f/2017/05/02/c6dd544b90a2c4194626f51e05b53b4e_FORMATO.png",51319,23,"PON","mei","Provável",-0.1,6.73,-0.95,1.67,13,"Ponte Preta",2,1,1,15,1,8,12,NA,1,1,47,12,NA,NA,NA,NA,NA,NA
"122","Evanildo Borges Barbosa Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/08/30/7e1c1a89132e19ef0cd8c66c42c7aacb_FORMATO.png",63119,23,"VIT","lat","Contundido",1.1,8.16,-0.3,4.07,6,"Vitória",1,1,NA,4,NA,NA,3,NA,NA,1,15,7,NA,3,NA,NA,NA,NA
"123","Leandro Donizete Gonçalves da Silva","Leandro Donizete","https://s.glbimg.com/es/sde/f/2017/05/02/7c58801a7248a49556b48b3d0b29ca4d_FORMATO.png",51318,23,"SAN","mei","Provável",0,3.7,-0.24,-0.06,8,"Santos",NA,2,NA,9,NA,1,7,NA,NA,NA,10,4,NA,NA,NA,NA,NA,NA
"124","Marcos Luis Rocha Aquino","Marcos Rocha","https://s.glbimg.com/es/sde/f/2017/04/03/043d9369ddb104e41861bbe7b79afb5d_FORMATO.png",63013,23,"ATL","lat","Provável",0,10.41,0,4.82,10,"Atlético-MG",2,3,NA,23,1,4,15,NA,NA,1,48,29,NA,2,NA,NA,NA,NA
"125","Emiliano Gabriel Vecchio","Vecchio","https://s.glbimg.com/es/sde/f/2016/06/28/b28314056abc5bb43d464ba66e1d0552_FORMATO.jpeg",68745,23,"SAN","mei","Dúvida",0,1.51,0,0.6,5,"Santos",NA,2,NA,3,1,1,6,NA,1,1,18,1,NA,NA,NA,NA,NA,NA
"126","Márcio Passos de Albuquerque","Emerson Sheik","https://s.glbimg.com/es/sde/f/2017/07/28/153fc3c95a0dd7ad22df8e87436bdf36_FORMATO.png",68744,23,"PON","ata","Provável",1.8,5.68,0.59,2.65,15,"Ponte Preta",1,8,NA,20,6,8,43,NA,4,2,45,6,NA,NA,NA,NA,NA,NA
"127","Willian Roberto Farias","Willian Farias","https://s.glbimg.com/es/sde/f/2017/04/24/15cf98a07f1ca5efaa16bc8321c04658_FORMATO.png",63058,23,"VIT","mei","Contundido",0,9.33,0,3.11,10,"Vitória",NA,4,NA,16,NA,3,8,1,NA,NA,28,27,NA,NA,NA,NA,NA,NA
"128","Victor Ramos Ferreira","Victor Ramos","https://s.glbimg.com/es/sde/f/2017/04/25/b46cb463e6cdc67676c6fde0cbbdfdf9_FORMATO.png",63000,23,"CHA","zag","Nulo",0,7.19,0,2.26,12,"Chapecoense",NA,2,NA,19,2,4,2,NA,1,NA,23,11,NA,3,NA,NA,NA,NA
"129","Everton Heleno dos Santos","Everton Heleno","https://s.glbimg.com/es/sde/f/2017/07/05/70b5e143bc2cffe533cf069fe115e647_FORMATO.png",68749,23,"ATL","mei","Nulo",0,1.7,0,-0.03,3,"Atlético-GO",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"130","Alan Luciano Ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2017/04/24/5445b9aabe74f7acf2c52104cb6270ff_FORMATO.png",63110,23,"CHA","lat","Provável",0,3,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Douglas Silva Bacelar","Douglas","https://s.glbimg.com/es/sde/f/2017/09/06/6035aba70a37b419f328746b48c3bc46_FORMATO.png",63128,23,"CHA","zag","Nulo",0,3.28,0,0.9,1,"Chapecoense",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"132","Luiz Fernando Pereira da Silva","Fernandinho","https://s.glbimg.com/es/sde/f/2017/04/23/7bc968863bb32cf46c3aa7067b5514f8_FORMATO.png",68758,23,"GRE","ata","Provável",4.8,12.02,0.91,5.75,18,"Grêmio",1,1,NA,20,12,6,52,NA,6,1,33,18,NA,NA,NA,NA,NA,NA
"133","Guilherme de Aguiar Camacho","Camacho","https://s.glbimg.com/es/sde/f/2017/04/19/9bf8902250718281651dc2ae9999d574_FORMATO.png",68770,23,"COR","mei","Provável",1,3.66,0.52,0.37,15,"Corinthians",NA,1,NA,10,NA,2,7,NA,NA,NA,14,7,NA,NA,NA,NA,NA,NA
"134","Rafael Pires Monteiro","Rafael","https://s.glbimg.com/es/sde/f/2016/04/29/43e8562bfd0ac31a9d9fd5bd5f87aee8_FORMATO.png",68928,23,"CRU","gol","Nulo",0,7.19,0,-3.6,1,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,3,NA,NA
"135","Henrique Almeida Caixeta Nascentes","Henrique Almeida","https://s.glbimg.com/es/sde/f/2017/04/24/95e996eaef78ad7ac0e285e3d6d057e0_FORMATO.png",68773,23,"COR","ata","Nulo",0,13.79,0,3.91,19,"Coritiba",1,3,NA,23,11,15,34,1,5,14,46,17,1,NA,NA,NA,NA,NA
"136","Sérgio Dutra Júnior","Júnior Dutra","https://s.glbimg.com/es/sde/f/2017/04/25/448f2fd931dfdfe48b3cb84ea4f0665a_FORMATO.png",68784,23,"AVA","ata","Provável",8.1,9.56,0.45,5.39,17,"Avaí",1,2,NA,28,7,18,28,2,6,4,48,19,NA,NA,NA,NA,NA,NA
"137","Paulo Marcos de Jesus Ribeiro","Paulão","https://s.glbimg.com/es/sde/f/2017/07/11/97a55ad8b4015035dbde2063c6776c8a_FORMATO.png",63172,23,"VAS","zag","Nulo",0,4.38,0,1.07,14,"Vasco",1,4,NA,26,1,6,8,NA,NA,2,30,10,NA,3,NA,NA,NA,NA
"138","Rafael Galhardo de Souza","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2017/08/31/c9a63e2ac3d3f9ff545be82843a56f28_FORMATO.jpeg",68821,23,"CRU","lat","Nulo",0,3,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Severino do Ramo Clementino da Silva","Nino Paraíba","https://s.glbimg.com/es/sde/f/2017/05/02/d14ab91bfca642dc286aec9f19adea15_FORMATO.png",68808,23,"PON","lat","Provável",3.2,19.85,-1.25,5.45,19,"Ponte Preta",3,3,NA,19,7,5,36,NA,1,4,78,37,NA,6,NA,NA,NA,NA
"140","Moisés Lima Magalhães","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,23,"PAL","mei","Provável",1.4,7.98,0.38,1,4,"Palmeiras",NA,1,NA,4,4,NA,7,NA,NA,NA,21,4,NA,NA,NA,NA,NA,NA
"141","Sosthenes José Santos Salles","Neto Berola","https://s.glbimg.com/es/sde/f/2017/04/24/f3039b70ee89382f40b6b09074e46900_FORMATO.png",68807,23,"COR","ata","Nulo",0,8.29,0,2.14,13,"Coritiba",2,2,NA,9,2,8,13,NA,1,5,23,8,NA,NA,NA,NA,NA,NA
"142","Rafael de Carvalho Santos","Rafael Santos","https://s.glbimg.com/es/sde/f/2017/07/04/d4c3bb98996ada75c9612e2a44894691_FORMATO.png",68822,23,"BAH","gol","Nulo",0,3,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Luan Madson Gedeão De Paiva","Luan","https://s.glbimg.com/es/sde/f/2017/04/03/5472237b431bf42b1ce79273d48c8e2f_FORMATO.png",63219,23,"ATL","ata","Provável",3.1,6.29,0.15,1.66,10,"Atlético-MG",1,1,NA,13,3,5,11,1,NA,NA,13,5,NA,NA,NA,NA,NA,NA
"144","Jucilei da Silva","Jucilei","https://s.glbimg.com/es/sde/f/2017/04/25/a6c1399add6e3c7d17ad9a708974cd21_FORMATO.png",63422,23,"SAO","mei","Suspenso",-1.8,13.14,-1.26,3.94,23,"São Paulo",NA,NA,1,34,1,7,40,NA,1,1,59,57,NA,NA,NA,NA,NA,NA
"145","André Felipe Ribeiro de Souza","André","https://s.glbimg.com/es/sde/f/2017/08/30/ecec1e7939b57c4cb343e7c791ad4e13_FORMATO.png",68690,23,"SPO","ata","Provável",-1.2,9.96,-0.78,4.87,20,"Sport",1,4,NA,44,9,19,32,1,9,14,50,18,NA,NA,NA,NA,NA,NA
"146","Klever Rodrigo Gomes Rufino","Klever","https://s.glbimg.com/es/sde/f/2017/04/27/76d01b3a27b9f9546d7f9647da5829db_FORMATO.png",68884,23,"ATL","gol","Nulo",0,0.83,0,-3.1,3,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,9,NA,NA
"147","Renato de Araújo Chaves Júnior","Renato Chaves","https://s.glbimg.com/es/sde/f/2017/07/25/f6a981f0f20a4b82ddc029c4cb983564_FORMATO.png",68827,23,"FLU","zag","Contundido",-2.7,2.66,-1.07,2.16,7,"Fluminense",NA,2,NA,10,3,1,2,NA,1,1,11,6,NA,1,NA,NA,NA,NA
"148","Airton Ribeiro Santos","Airton","https://s.glbimg.com/es/sde/f/2016/05/19/53e1bd0759a8f98439752def04457e15_FORMATO.png",61985,23,"BOT","mei","Contundido",0,5.63,0,1.17,3,"Botafogo",NA,NA,NA,3,NA,NA,4,NA,NA,NA,7,3,NA,NA,NA,NA,NA,NA
"149","Francisco Rithely da Silva Sousa","Rithely","https://s.glbimg.com/es/sde/f/2017/08/30/59b84512a1f8464d9476589c93df7a53_FORMATO.png",68834,23,"SPO","mei","Provável",4.1,11.4,0.45,4.35,19,"Sport",2,4,NA,26,7,17,18,NA,1,1,61,45,NA,NA,NA,NA,NA,NA
"150","Paulo Victor Mileo Vidotti","Paulo Victor","https://s.glbimg.com/es/sde/f/2017/07/19/429e3fc1b0f671fe9b25019c5f735f67_FORMATO.png",68873,23,"GRE","gol","Nulo",0,8.38,0,10.03,3,"Grêmio",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,6,1,1,NA
"151","Roger de Carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2017/04/28/050f2523a89b53c80e67a8b25d407fea_FORMATO.png",51415,23,"ATL","zag","Contundido",0,7.51,0,2.63,19,"Atlético-GO",1,NA,NA,29,NA,10,31,1,NA,NA,41,24,NA,1,NA,NA,NA,NA
"152","Walter Leandro Capeloza Artune","Walter","https://s.glbimg.com/es/sde/f/2017/04/20/196790f232d428bcd861ad55c55dd8cc_FORMATO.png",51413,23,"COR","gol","Nulo",0,6,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Pablo Estifer Armero","Armero","https://s.glbimg.com/es/sde/f/2017/07/28/174c9c4ccac7c3d5f921b513c86a5351_FORMATO.png",68693,23,"BAH","lat","Contundido",0,1.86,0,-0.64,5,"Bahia",NA,1,1,11,2,1,2,NA,NA,2,23,5,NA,1,NA,NA,NA,NA
"154","Bruno César Pereira da Silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2016/05/20/473777983ee50165bf691b0f029cac11_FORMATO.png",68698,23,"BOT","mei","Dúvida",5.3,13.22,-0.53,5.29,19,"Botafogo",3,6,NA,39,3,12,33,NA,5,NA,69,41,NA,NA,NA,NA,NA,NA
"155","Maikon Fernando Souza Leite","Maikon Leite","https://s.glbimg.com/es/sde/f/2017/07/28/8007ddc987249203ffd2dc0d80f422f2_FORMATO.png",62069,23,"BAH","ata","Nulo",0,2.22,0,0.57,3,"Bahia",NA,NA,NA,2,NA,NA,3,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"156","Jean Raphael Vanderlei Moreira","Jean","https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png",62047,23,"PAL","lat","Provável",2.9,14.21,0.6,3.97,13,"Palmeiras",1,1,NA,9,3,14,12,NA,1,3,36,13,1,4,NA,NA,NA,NA
"157","Edimar Curitiba Fraga","Edimar","https://s.glbimg.com/es/sde/f/2017/04/25/0991c88dd099660fdb7cfc88a4bedab1_FORMATO.png",62024,23,"SAO","lat","Suspenso",0.6,4.56,0.22,2.23,9,"São Paulo",NA,3,NA,10,3,1,13,NA,NA,NA,32,15,NA,1,NA,NA,NA,NA
"158","Thiago Carleto Alves","Thiago Carleto","https://s.glbimg.com/es/sde/f/2017/05/15/e78cf3d6b6820ad71b0335abf0a64a0b_FORMATO.png",51700,23,"COR","lat","Provável",0,6.03,0,5.73,7,"Coritiba",1,NA,NA,6,7,3,6,NA,1,NA,24,6,NA,3,NA,NA,NA,NA
