atletas.atleta_id,atletas.rodada_id,atletas.posicao_id,atletas.clube.id.full.name,atletas.pontos_num,atletas.preco_num,atletas.variacao_num,atletas.media_num,atletas.jogos_num,home_score,away_score,goals_dif,casa,opponent,CA,CV,DD,DP,FC,GC,GS,RB,SG,A,FD,FF,FS,FT,G,I,PE,PP
37623,2,2,19,-1.2,2.12,-1.98,-1.2,2,2.0,1.0,1.0,1,5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
37851,2,4,18,1.7,6.25,-0.61,1.7,2,2.0,0.0,2.0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74061,2,1,6,11.0,19.92,3.65,11.0,2,2.0,0.0,2.0,1,15,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79334,2,2,1,0.8,3.58,-0.52,0.8,2,0.0,3.0,-3.0,1,11,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
85300,2,5,11,0.0,4.95,0.0,0.0,1,0.0,3.0,-3.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0
71479,3,4,3,-1.1,8.55,-3.45,-1.1,1,1.0,1.0,0.0,1,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
73446,3,5,3,2.1,3.71,-0.29,2.1,1,1.0,1.0,0.0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
78994,3,4,3,0.0,2.62,0.0,-0.3,1,1.0,1.0,0.0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80281,3,2,3,0.0,2.69,0.0,-1.2,1,1.0,1.0,0.0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86765,3,4,3,0.0,3.4,0.0,1.8,1,1.0,1.0,0.0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87267,3,2,3,0.0,4.39,0.0,3.2,1,1.0,1.0,0.0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91687,3,4,3,0.0,1.2,0.0,-0.3,1,1.0,1.0,0.0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91866,3,2,3,0.0,1.34,0.0,-1.1,1,1.0,1.0,0.0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38225,3,5,19,0.4,3.86,-1.14,0.4,1,3.0,2.0,1.0,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
38913,3,4,19,8.7,14.92,-1.14,4.2,2,3.0,2.0,1.0,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
60802,3,4,19,0.0,1.7,0.0,-0.6,1,3.0,2.0,1.0,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71704,3,5,19,12.2,6.47,3.47,12.2,1,3.0,2.0,1.0,1,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
73876,3,2,19,0.0,2.4,0.0,-1.6,1,3.0,2.0,1.0,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38246,3,5,2,11.4,17.4,-0.35,6.25,2,2.0,2.0,0.0,1,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0
61211,3,3,2,0.0,4.46,0.0,-0.7,1,2.0,2.0,0.0,1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96433,3,4,2,0.0,0.71,0.0,-2.0,1,2.0,2.0,0.0,1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61188,3,5,18,0.0,5.45,0.0,0.7,1,2.0,0.0,2.0,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70222,3,1,18,3.0,6.25,-0.75,3.0,1,2.0,0.0,2.0,1,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71227,3,2,18,4.1,9.45,-1.09,2.5,2,2.0,0.0,2.0,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
84554,3,2,18,8.0,5.01,2.01,8.0,1,2.0,0.0,2.0,1,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
99424,3,4,18,0.0,0.74,0.03,-0.05,2,2.0,0.0,2.0,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60788,3,5,17,10.0,7.2,2.2,10.0,1,4.0,3.0,1.0,1,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68690,3,5,17,26.3,11.5,8.03,12.6,2,4.0,3.0,1.0,1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0
68910,3,4,17,3.7,5.38,0.38,3.7,1,4.0,3.0,1.0,1,13,1.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0
77967,3,3,17,-6.7,2.88,-4.12,-6.7,1,4.0,3.0,1.0,1,13,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
86519,3,4,17,-0.3,4.22,-1.16,0.65,2,4.0,3.0,1.0,1,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0
86935,3,4,17,0.0,4.1,0.0,-0.2,1,4.0,3.0,1.0,1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88667,3,2,17,0.0,5.8,0.0,6.2,1,4.0,3.0,1.0,1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93746,3,5,17,0.7,2.81,-0.66,0.3,2,4.0,3.0,1.0,1,13,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
94144,3,4,17,-0.8,0.74,-0.26,-0.8,1,4.0,3.0,1.0,1,13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80140,3,4,7,0.0,0.85,0.0,-0.8,1,2.0,0.0,2.0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81798,3,5,7,2.7,8.7,0.2,2.7,3,2.0,0.0,2.0,1,4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,9.0,0.0
81898,3,5,7,0.0,2.7,0.0,-0.25,2,2.0,0.0,2.0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84703,3,5,7,-1.0,4.12,-1.88,-1.0,1,2.0,0.0,2.0,1,4,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
89273,3,3,7,0.0,5.87,0.0,2.3,1,2.0,0.0,2.0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86972,3,2,6,0.0,0.71,0.0,-5.6,1,1.0,0.0,1.0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95638,3,2,6,6.0,4.08,0.97,2.2,2,1.0,0.0,1.0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0
60969,3,3,20,0.0,8.63,0.0,3.2,1,0.0,1.0,-1.0,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68930,3,5,20,2.7,9.13,-1.87,2.7,1,0.0,1.0,-1.0,1,9,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,2.0,3.0,0.0
73978,3,2,20,0.0,1.41,0.0,1.0,1,0.0,1.0,-1.0,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97532,3,5,20,-0.1,2.38,-0.94,-0.2,2,0.0,1.0,-1.0,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
38908,3,4,16,2.6,7.15,-1.27,1.25,2,0.0,1.0,-1.0,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0
50402,3,5,16,-0.3,3.01,-1.38,-0.55,2,0.0,1.0,-1.0,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
70046,3,3,16,-4.0,7.38,-3.3,0.05,2,0.0,1.0,-1.0,1,10,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
78548,3,4,16,1.1,2.13,0.11,0.13,3,0.0,1.0,-1.0,1,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
80583,3,4,16,0.0,3.64,0.0,-0.3,2,0.0,1.0,-1.0,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87552,3,4,16,4.7,11.58,-1.22,3.4,2,0.0,1.0,-1.0,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0
90569,3,4,16,0.0,1.34,0.0,-1.1,1,0.0,1.0,-1.0,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68884,3,1,1,0.0,0.71,0.0,-8.3,1,0.0,1.0,-1.0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90715,3,4,1,0.8,2.51,-0.49,0.8,1,0.0,1.0,-1.0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0
36612,3,3,14,0.0,9.27,0.0,5.1,1,2.0,0.0,2.0,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37657,3,2,14,0.0,9.55,0.0,5.5,1,2.0,0.0,2.0,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38545,3,4,14,0.7,9.41,-2.05,1.95,2,2.0,0.0,2.0,0,18,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
62047,3,3,14,-2.4,16.51,-2.73,6.4,2,2.0,0.0,2.0,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0
68920,3,5,14,-1.4,19.48,-4.64,4.35,2,2.0,0.0,2.0,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0
74213,3,4,14,0.8,13.39,-1.53,5.45,2,2.0,0.0,2.0,0,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0
81150,3,3,14,0.5,5.39,-1.61,0.5,1,2.0,0.0,2.0,0,18,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
85241,3,2,14,2.9,15.27,-2.13,4.75,2,2.0,0.0,2.0,0,18,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
86120,3,5,14,0.4,20.24,-2.47,8.25,2,2.0,0.0,2.0,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
38400,3,4,4,0.0,3.89,0.0,0.5,1,2.0,0.0,2.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68784,3,5,4,0.5,5.6,-1.05,1.45,2,2.0,0.0,2.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0
82787,3,5,4,0.4,2.03,-0.59,0.05,2,2.0,0.0,2.0,0,7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0
38277,3,4,10,8.4,17.81,-2.19,8.4,1,0.0,1.0,-1.0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
73869,3,3,10,0.0,6.15,0.0,4.7,1,0.0,1.0,-1.0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79701,3,4,10,0.0,6.65,0.0,1.4,1,0.0,1.0,-1.0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87833,3,2,10,4.7,6.1,0.1,4.7,1,0.0,1.0,-1.0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38852,3,4,9,0.0,4.88,0.0,-0.1,1,0.0,1.0,-1.0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70058,3,4,9,2.2,5.23,-0.77,2.2,1,0.0,1.0,-1.0,0,20,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
70132,3,4,9,3.5,5.08,0.34,2.6,2,0.0,1.0,-1.0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
73635,3,5,9,9.0,7.59,1.59,9.0,1,0.0,1.0,-1.0,0,20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
73991,3,2,9,0.0,4.67,0.0,0.65,2,0.0,1.0,-1.0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37770,3,1,13,0.0,10.0,0.0,2.35,2,4.0,3.0,1.0,0,17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50328,3,3,13,0.0,9.97,0.0,5.1,1,4.0,3.0,1.0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51705,3,2,13,-0.3,5.11,-1.89,-0.3,1,4.0,3.0,1.0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
68758,3,5,13,21.1,11.8,5.8,21.1,1,4.0,3.0,1.0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,2.0,0.0
69160,3,4,13,0.0,5.8,0.0,0.2,1,4.0,3.0,1.0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72491,3,2,13,-1.4,2.49,-1.51,-1.4,1,4.0,3.0,1.0,0,17,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0
86757,3,5,13,7.8,7.18,1.18,7.8,1,4.0,3.0,1.0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0
87028,3,5,13,2.2,3.74,-0.26,2.2,1,4.0,3.0,1.0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
89341,3,5,13,-0.5,0.74,-0.26,-0.5,1,4.0,3.0,1.0,0,17,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
90290,3,4,13,6.4,4.96,1.86,2.13,3,4.0,3.0,1.0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
91201,3,5,13,0.5,0.97,-0.03,0.5,1,4.0,3.0,1.0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
92574,3,4,13,2.8,3.95,-0.05,2.8,1,4.0,3.0,1.0,0,17,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0
96089,3,4,13,9.7,4.11,3.11,9.7,1,4.0,3.0,1.0,0,17,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
99625,3,4,13,1.5,2.16,0.16,1.5,1,4.0,3.0,1.0,0,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0
72150,3,3,15,0.0,5.66,0.0,5.0,1,2.0,2.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78897,3,4,15,3.2,6.81,0.87,4.8,2,2.0,2.0,0.0,0,2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
82644,3,4,15,-1.2,1.82,-1.18,-1.2,1,2.0,2.0,0.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
92630,3,5,15,0.4,0.88,-0.12,0.4,1,2.0,2.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
69165,3,2,8,6.1,10.15,-0.39,3.5,2,0.0,1.0,-1.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
81770,3,5,8,-0.8,6.42,-2.58,-0.8,1,0.0,1.0,-1.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
83817,3,5,8,4.9,19.37,0.2,11.0,2,0.0,1.0,-1.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
91519,3,5,8,-0.5,2.62,-1.27,-0.5,2,0.0,1.0,-1.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92191,3,5,8,0.0,3.68,0.0,1.2,1,0.0,1.0,-1.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71066,3,4,11,9.3,8.44,1.44,9.3,1,1.0,1.0,0.0,0,3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0
71709,3,4,11,-0.5,3.55,-1.45,-0.5,1,1.0,1.0,0.0,0,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75295,3,5,11,2.4,9.81,-2.43,0.85,2,1.0,1.0,0.0,0,3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
78445,3,3,11,3.6,5.65,0.2,2.65,2,1.0,1.0,0.0,0,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0
85300,3,5,11,0.0,4.95,0.0,0.0,1,1.0,1.0,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94930,3,4,11,-0.8,1.96,-1.04,-0.8,1,1.0,1.0,0.0,0,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
50407,3,4,12,-2.5,3.6,-2.4,-2.5,1,3.0,2.0,1.0,0,19,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68827,3,2,12,0.0,3.32,0.0,-1.3,1,3.0,2.0,1.0,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68895,3,5,12,0.0,10.89,0.0,2.4,1,3.0,2.0,1.0,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73281,3,4,5,2.2,5.23,-0.77,2.2,1,1.0,0.0,1.0,0,6,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
80189,3,2,5,0.2,2.12,-0.85,-0.3,2,1.0,0.0,1.0,0,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
82647,3,4,5,0.5,18.33,-1.12,9.5,2,1.0,0.0,1.0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
87486,3,3,5,-1.9,2.28,-1.75,-1.1,2,1.0,0.0,1.0,0,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0
91972,3,5,5,0.9,2.55,-0.45,0.9,1,1.0,0.0,1.0,0,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0
36540,4,2,11,7.5,6.11,1.11,7.5,1,0.0,0.0,0.0,1,6,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
38311,4,4,11,2.8,8.24,0.39,2.52,4,0.0,0.0,0.0,1,6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
38909,4,4,11,1.2,19.46,-5.54,1.2,1,0.0,0.0,0.0,1,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
50301,4,4,11,2.8,15.11,-1.08,6.9,3,0.0,0.0,0.0,1,6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0
52253,4,2,11,5.5,9.92,0.9,3.38,4,0.0,0.0,0.0,1,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
62086,4,3,11,4.0,9.5,0.44,3.15,4,0.0,0.0,0.0,1,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0
