"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FS","I","PE","RB","A","FD","FF","FT","SG","G","CV","DD","GS","DP","PP","GC"
"23","José Roberto da Silva Júnior","Zé Roberto","https://s.glbimg.com/es/sde/f/2017/04/18/8397713ec780be3eaf28ae8d848c2736_FORMATO.png",36612,16,"PAL","lat","Nulo",4.5,7.54,0.36,1.78,9,"Palmeiras",1,15,4,NA,11,4,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"24","Agenor Detofol","Agenor","https://s.glbimg.com/es/sde/f/2016/07/12/b3b2f4d5febfcebd9c61128f21c52535_FORMATO.png",71724,16,"SPO","gol","Nulo",2,4.57,-1.06,6.05,4,"Sport",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2,NA,NA,8,4,NA,NA,NA
"25","Wellington do Nascimento Silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2017/02/18/3bbde337c0e14ff5863b2fb2a531bf69_FORMATO.png",71892,16,"BAH","lat","Contundido",0,7,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Fernando Galhardo Borges","Fernandinho","https://s.glbimg.com/es/sde/f/2017/05/15/0d7fcc5d70203442a40e54487804a4f8_FORMATO.png",72150,16,"PON","lat","Nulo",0,5.26,0,2.43,4,"Ponte Preta",1,3,NA,2,9,2,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA
"27","Bruno Cortês Barbosa","Bruno Cortez","https://s.glbimg.com/es/sde/f/2017/04/23/6917817dc16511add10913a87474f1f7_FORMATO.png",72079,16,"GRE","lat","Provável",0.9,10.06,0.29,3.77,14,"Grêmio",3,22,12,1,31,18,NA,NA,NA,NA,7,1,NA,NA,NA,NA,NA,NA
"28","Airton Tirabassi","Airton ","https://s.glbimg.com/es/sde/f/2017/05/25/444e9d8df7c89d942e244f428e32811c_FORMATO.png",72297,16,"AVA","zag","Nulo",0,2.11,0,3.4,2,"Avaí",NA,3,NA,NA,5,2,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"29","Jailson Marcelino dos Santos","Jailson","https://s.glbimg.com/es/sde/f/2017/04/18/63a42550ea5f70d0bbc92287dd6ac259_FORMATO.png",72290,16,"PAL","gol","Provável",3.2,7.31,-0.82,6.45,2,"Palmeiras",2,NA,1,NA,2,NA,NA,NA,NA,NA,1,NA,NA,3,2,1,NA,NA
"30","Frederico Burgel Xavier ","Fred","https://s.glbimg.com/es/sde/f/2017/02/18/25a86aa5d44e9bdbf64ffd3c0f0a0c25_FORMATO.png",72490,16,"VIT","zag","Nulo",0,3.95,0,1.85,11,"Vitória",3,11,2,NA,30,12,NA,3,5,NA,1,1,NA,NA,NA,NA,NA,NA
"31","João Paulo Mior","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/17/6b2d599609eccc7671f1c4a23739c2d7_FORMATO.png",72168,16,"BOT","mei","Provável",0,2.9,0,1.77,14,"Botafogo",4,30,21,1,55,16,3,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"32","Hernane Vidal Souza","Hernane","https://s.glbimg.com/es/sde/f/2017/02/21/ab314baef088bf498a196e5fd2e6176b_FORMATO.png",72386,16,"BAH","ata","Contundido",0,10,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Lázaro Luan Scapolan","Luan","https://s.glbimg.com/es/sde/f/2017/04/28/ec0b73e82977113f481334a7e16633d8_FORMATO.png",72565,16,"AVA","mei","Contundido",0,5.62,0,1.92,11,"Avaí",6,29,27,NA,17,22,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Rodrigo Oliveira Lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2017/04/18/57ab5f981f4355a82d3d2f15ed01eb8e_FORMATO.png",72362,16,"BOT","mei","Provável",0,10.31,0,4.52,12,"Botafogo",1,12,13,NA,35,27,NA,3,2,NA,NA,2,NA,NA,NA,NA,NA,NA
"35","Mauricio Kozlinski","Mauricio Kozlinski","https://s.glbimg.com/es/sde/f/2017/04/28/9ab574fbf640f6bd28542bd1d9305d6f_FORMATO.png",72595,16,"AVA","gol","Nulo",0,8.1,0,3.1,9,"Avaí",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,15,13,NA,NA,NA
"36","William Amorim Martins de Menezes","William Menezes","https://s.glbimg.com/es/sde/f/2017/04/24/edb424e5188bff2f84c0a261b041b848_FORMATO.png",72603,16,"COR","gol","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Renan de Oliveira Fonseca","Renan Fonseca","https://s.glbimg.com/es/sde/f/2016/05/20/8a933b2d225a7b56e6267a2148ab68d0_FORMATO.png",72037,16,"BOT","zag","Nulo",0,3,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Sherman Andrés Cárdenas Estupiñan","Cárdenas","https://s.glbimg.com/es/sde/f/2017/04/01/7b7ff2b832507542b6305c0425ffc2b7_FORMATO.png",72871,16,"VIT","mei","Nulo",0,6,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Matheus Simonete Bressanelli","Bressan","https://s.glbimg.com/es/sde/f/2017/04/23/06d46a41c53307f20ca424fbe4e9bf64_FORMATO.png",72491,16,"GRE","zag","Nulo",0,1.72,0,-1.6,2,"Grêmio",2,4,3,1,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Damián Ariel Escudero","Escudero","https://s.glbimg.com/es/sde/f/2017/04/17/1351c50b833e0374eb58e4fde52d7646_FORMATO.png",72745,16,"VAS","mei","Provável",4.9,4.55,1.09,1.3,4,"Vasco",1,4,1,NA,7,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Jorge Darío Mendoza Torres","Jorge Mendoza","https://s.glbimg.com/es/sde/f/2017/07/14/3819ceac34a816f02b87cc2e9a8c3a91_FORMATO.png",73144,16,"PON","mei","Nulo",0,3,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Eduardo Alves da Silva","Eduardo da Silva","https://s.glbimg.com/es/sde/f/2017/04/23/c47c6340a7d40ff5085ba517e5dc117d_FORMATO.png",72893,16,"ATL","ata","Nulo",0.5,5.87,-0.25,1.4,5,"Atlético-PR",NA,6,1,1,5,4,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Vladimir Javier Hernández Rivero","Vladimir Hernández","https://s.glbimg.com/es/sde/f/2017/02/19/f61c5d8d4580566cb1fa08020d2709ca_FORMATO.png",72879,16,"SAN","ata","Nulo",0,8.74,0,1.96,11,"Santos",1,5,17,2,10,5,NA,3,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"44","Rafael Martins Claro","Rafael Martins","https://s.glbimg.com/es/sde/f/2017/04/24/0e99993b292bb541251f236f7827aeec_FORMATO.png",73336,16,"COR","gol","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Getterson Alves dos Santos","Getterson","https://s.glbimg.com/es/sde/f/2017/05/12/c2b9040eda92184c6453ef41ede377fd_FORMATO.png",73340,16,"COR","ata","Nulo",0,0.78,0,-0.27,3,"Coritiba",1,4,2,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Samuel Xavier Brito","Samuel Xavier","https://s.glbimg.com/es/sde/f/2016/05/01/02f546c1013f3369de8475d0bf247287_FORMATO.png",73384,16,"SPO","lat","Provável",4.6,4.99,-0.69,3.95,14,"Sport",2,15,21,1,55,21,NA,2,1,NA,7,NA,NA,NA,NA,NA,NA,NA
"47","Renê dos Santos Júnior","Renê Júnior","https://s.glbimg.com/es/sde/f/2017/02/21/d2e83c4ccb4fc13a49eef483160b96a4_FORMATO.png",73281,16,"BAH","mei","Provável",1.8,10.88,-2.2,6.94,12,"Bahia",3,19,23,3,32,38,NA,5,14,NA,NA,3,1,NA,NA,NA,NA,NA
"48","Éderson Alves Ribeiro Silva","Éderson","https://s.glbimg.com/es/sde/f/2017/05/26/1055c168d6c49467f567c27a6e48707a_FORMATO.png",73446,16,"ATL","ata","Nulo",0,3.71,0,2.34,7,"Atlético-PR",NA,3,4,5,14,3,NA,6,5,NA,NA,1,NA,NA,NA,NA,NA,NA
"49","Francinilson Santos Meireles","Maranhão","https://s.glbimg.com/es/sde/f/2017/07/19/fb4c675b0b9d28e5e850cb627aeb9604_FORMATO.png",73513,16,"PON","ata","Nulo",-0.3,1.61,-0.08,-0.32,4,"Ponte Preta",NA,2,2,1,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Gabriel Santana Pinto","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/24/60215745abe8839e6e6df43fbe447e2c_FORMATO.png",73515,16,"FLA","ata","Nulo",0,3.51,0,-2,1,"Flamengo",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Wellington Silva Sanches Aguiar","Wellington Nem","https://s.glbimg.com/es/sde/f/2017/02/18/a23f9ff565dd24baa68eeca4461e1b86_FORMATO.png",73619,16,"SAO","ata","Contundido",0,7.9,0,1.7,9,"São Paulo",2,10,19,4,7,5,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"52","José Rogério de Oliveira","Rogério","https://s.glbimg.com/es/sde/f/2016/08/31/6340e77cb18143e838ae03747e59b459_FORMATO.png",73540,16,"SPO","ata","Provável",-0.9,6.21,-0.31,2.23,11,"Sport",NA,5,22,NA,31,3,1,5,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"53","Rafael Vaz dos Santos","Rafael Vaz","https://s.glbimg.com/es/sde/f/2017/04/24/8665d503716b53b97bdd0f56d8ef0f39_FORMATO.png",73421,16,"FLA","zag","Dúvida",5.4,8.14,0.5,3.56,10,"Flamengo",NA,4,4,NA,33,11,NA,4,4,NA,4,NA,NA,NA,NA,NA,NA,NA
"54","Douglas Moreira Pires","Douglas Pires","https://s.glbimg.com/es/sde/f/2017/02/21/9cdc2aa37a7bf02a1d821f703b2ca8dd_FORMATO.png",73517,16,"BAH","gol","Nulo",0,4,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Rildo de Andrade Felicissimo","Rildo","https://s.glbimg.com/es/sde/f/2017/04/24/e5f2da8b1a9007eed27b4e7ae55d64c2_FORMATO.png",73635,16,"COR","ata","Provável",-0.1,7.79,-0.17,3.69,14,"Coritiba",2,13,37,4,32,12,1,3,4,NA,NA,3,NA,NA,NA,NA,NA,NA
"56","Lucas David Pratto","Lucas Pratto","https://s.glbimg.com/es/sde/f/2017/02/18/2291ee0103b8af06799aee5ab657b149_FORMATO.png",73649,16,"SAO","ata","Provável",2.8,15.49,-0.67,4.28,16,"São Paulo",2,21,20,3,54,6,2,15,27,NA,NA,5,NA,NA,NA,NA,1,NA
"57","John Lennon Silva Santos","Lennon","https://s.glbimg.com/es/sde/f/2017/05/03/d072e8eaeab8333c007a7cfb0af5aef4_FORMATO.png",73869,16,"CRU","lat","Nulo",0,4.03,0,0.53,3,"Cruzeiro",1,4,1,NA,11,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"58","Marcos Vinícius de Jesus Araújo","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2017/07/14/dc2cc428ed447e7b65ffc2a9b54c02e8_FORMATO.png",73721,16,"BOT","mei","Dúvida",-0.7,4.68,-0.89,1.5,5,"Botafogo",NA,8,5,NA,11,3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"59","Rodrigo Caio Roquette Russo","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2016/05/01/76c4acf534a1a01c922cb927acebb6e7_FORMATO.png",73800,16,"SAO","zag","Provável",-0.3,8.94,-0.9,2.67,12,"São Paulo",5,11,8,1,25,21,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA
"60","Guilherme Augusto Vieira dos Santos","Guilherme","https://s.glbimg.com/es/sde/f/2017/04/17/9b919498890d4bf28c289ff60c4e590e_FORMATO.png",94207,16,"BOT","ata","Nulo",4.4,5.6,0.65,2.61,12,"Botafogo",NA,9,22,NA,22,4,1,4,6,1,NA,1,NA,NA,NA,NA,NA,NA
"61","Jomar Herculano Lourenço","Jomar","https://s.glbimg.com/es/sde/f/2017/04/24/75a0f0b187c040aec0d014550c2e765e_FORMATO.png",73876,16,"VAS","zag","Provável",1.6,1.7,0.3,-0.1,4,"Vasco",2,5,5,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Maycon de Andrade Barberan","Maycon","https://s.glbimg.com/es/sde/f/2017/04/28/66122f2239f4f742f47cf5008882313f_FORMATO.png",94154,16,"COR","mei","Provável",1.7,7.7,-0.02,2.96,16,"Corinthians",NA,10,6,NA,53,25,1,4,8,NA,NA,1,NA,NA,NA,NA,NA,NA
"63","Lucas Ferreira Amaral","Lucas Ferreira","https://s.glbimg.com/es/sde/f/2016/05/01/a38c7b2a46cf04e24085ad1f45ce78bc_FORMATO.png",94147,16,"SPO","gol","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Alison Lopes Ferreira","Alison","https://s.glbimg.com/es/sde/f/2016/05/01/5cbe20aa51d06aff64b21ed5d19bf070_FORMATO.png",73974,16,"SAN","mei","Nulo",2.2,3.77,0.16,1.43,7,"Santos",NA,5,6,NA,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Geuvânio Santos Silva","Geuvânio","https://s.glbimg.com/es/sde/f/2017/06/27/36ee7e4d8d65bb36e49c895ce0c5fe6c_FORMATO.png",73896,16,"FLA","ata","Nulo",3.8,9.97,0.41,2.08,4,"Flamengo",1,2,8,NA,5,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Leonardo Campos Duarte da Silva","Léo Duarte","https://s.glbimg.com/es/sde/f/2017/04/24/b7aa73dc8eb8be2ac3c08bcada8359a6_FORMATO.png",94214,16,"FLA","zag","Contundido",0,3.24,0,4.2,1,"Flamengo",NA,2,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"67","Pedro Henrique Perotti","Perotti","https://s.glbimg.com/es/sde/f/2017/04/25/9a67368382ccea91470efb3e85403f0b_FORMATO.png",94286,16,"CHA","ata","Nulo",0,1.8,0,0.9,2,"Chapecoense",NA,2,2,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","Guilherme Natan de Lima","Lima","https://s.glbimg.com/es/sde/f/2016/04/27/059a0e58f2adc09337048722ca4f5ae4_FORMATO.png",94288,16,"CHA","mei","Nulo",0,1,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","René Ferreira dos Santos","René","https://s.glbimg.com/es/sde/f/2017/02/20/7d48128069f52815dcd4acb921336cab_FORMATO.png",73978,16,"VIT","zag","Nulo",0,2.07,0,1.16,8,"Vitória",3,14,7,NA,16,7,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"70","Mateus Norton Gomes Chaves","Mateus Norton","https://s.glbimg.com/es/sde/f/2017/07/25/cb48a350eba3ed301233b7101cab6d8b_FORMATO.png",94336,16,"FLU","mei","Nulo",3.8,1.3,0.52,0.12,5,"Fluminense",3,3,2,NA,7,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Lourency do Nascimento Rodrigues","Lourency","https://s.glbimg.com/es/sde/f/2017/04/24/31a53361a6013019b911ee81b38648a9_FORMATO.png",94249,16,"CHA","ata","Nulo",6.4,3.75,1.37,1.99,7,"Chapecoense",2,7,4,NA,6,3,1,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"72","Jonatan David Gomez Ospina","Jonatan Gomez","https://s.glbimg.com/es/sde/f/2017/06/27/500860f593a723ac171bd25de5474397_FORMATO.png",94857,16,"SAO","mei","Dúvida",-1.6,3.64,0.19,-0.64,5,"São Paulo",1,11,10,1,20,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Raphael Cavalcante Veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2017/04/18/7f93c8857d2480594a996b33e07528f7_FORMATO.png",94509,16,"PAL","mei","Nulo",-1.3,3.6,-0.49,-0.12,7,"Palmeiras",2,4,6,NA,3,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","Pedro Guilherme Abreu dos Santos","Pedro","https://s.glbimg.com/es/sde/f/2017/07/25/eb7be7be185d6f7421dbf30f71453757_FORMATO.png",94583,16,"FLU","ata","Nulo",0,4.38,0,2.12,6,"Fluminense",1,7,8,1,6,3,NA,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"75","Leonardo Peixoto Principe","Léo Principe","https://s.glbimg.com/es/sde/f/2017/04/23/e35ffb8313b5c8808ee460300af5bb39_FORMATO.png",94765,16,"COR","lat","Nulo",0,3.72,0,6.5,1,"Corinthians",NA,4,2,NA,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"76","Lucas Emanoel Leite Romão","Lucão","https://s.glbimg.com/es/sde/f/2017/04/22/913ef9074a98f2725e2f2cd12d43f7db_FORMATO.png",94962,16,"CRU","gol","Nulo",0,1,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","Lucas Tolentino Coelho de Lima","Lucas Paquetá","https://s.glbimg.com/es/sde/f/2017/04/24/cacc5206bdff6d3f34559bc4e2781d51_FORMATO.png",94930,16,"FLA","mei","Nulo",2.2,2.05,0.09,0.7,2,"Flamengo",NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","César de São José Morais","César","https://s.glbimg.com/es/sde/f/2017/04/25/6da76c24ea8925abba30757a28a54aae_FORMATO.png",94854,16,"ATL","lat","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Leonardo Felipe Santos da Silva","Léo","https://s.glbimg.com/es/sde/f/2017/04/28/8edfb4213f777f54e9a9014c5969eb07_FORMATO.png",94885,16,"AVA","lat","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","João Victor da Vitória Fernandes","Capixaba","https://s.glbimg.com/es/sde/f/2016/07/07/6d9964a0f815acd56932767b61858c13_FORMATO.png",94894,16,"ATL","ata","Nulo",0,0.87,0,0.4,1,"Atlético-MG",NA,1,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Walisson Moreira Farias Maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2017/04/24/60830998fb2fc54f511a8d2b5c3a6f25_FORMATO.png",73991,16,"COR","zag","Contundido",0,4.1,0,0.83,6,"Coritiba",NA,2,1,NA,10,5,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
"82","Lucas Fernandes da Silva","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2016/05/01/0a47d84040286532fb5d90cc746b49b3_FORMATO.png",94931,16,"SAO","mei","Contundido",9.4,4.97,1.9,2.42,6,"São Paulo",1,3,4,NA,4,3,NA,2,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"83","Ricardo César Dantas da Silva","Ricardo Silva","https://s.glbimg.com/es/sde/f/2017/04/27/e409f5c1c4551cf8457b204abc422a73_FORMATO.png",79334,16,"ATL","zag","Nulo",0,2.94,0,0.28,4,"Atlético-GO",1,8,1,NA,11,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Luis Antônio da Rocha Júnior","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2017/02/21/5bb13f78434bf46ed1e78c01d8593512_FORMATO.png",94968,16,"BAH","lat","Nulo",0,2,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Deijair dos Santos Nunes","Deijair ","https://s.glbimg.com/es/sde/f/2017/02/21/78e66c5df2b907d4d815509e312cf19f_FORMATO.png",94966,16,"BAH","gol","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Kaynan Ribeiro Cruz","Kaynan","https://s.glbimg.com/es/sde/f/2017/02/21/13f8834fcead83b104fa6b9b86d35473_FORMATO.png",94978,16,"BAH","ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Edimar Ribeiro da Costa Júnior","Juninho","https://s.glbimg.com/es/sde/f/2016/05/01/3702c1c16aa8563dfc0d7e4f3399cadd_FORMATO.png",94445,16,"SPO","ata","Nulo",0,0.79,0,-0.54,5,"Sport",NA,3,2,1,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Luiz Antonio de Souza Soares","Luiz Antonio ","https://s.glbimg.com/es/sde/f/2017/04/24/470fd6292588f4385e9c32a3aeef091c_FORMATO.png",74060,16,"CHA","mei","Provável",2,8.51,0.44,2.1,15,"Chapecoense",2,15,6,1,30,6,1,10,2,2,NA,2,NA,NA,NA,NA,NA,NA
"89","Rodinei Marcelo de Almeida","Rodinei","https://s.glbimg.com/es/sde/f/2017/04/24/43537a69f2836d2da77aebc068eacd46_FORMATO.png",73992,16,"FLA","lat","Nulo",0,10.01,0,4.71,9,"Flamengo",2,15,8,1,21,9,2,2,2,NA,4,1,NA,NA,NA,NA,NA,NA
"90","Domilson Cordeiro dos Santos","Dodô","https://s.glbimg.com/es/sde/f/2017/04/24/65670cbd709a8dd38cea2f806b28576c_FORMATO.png",94985,16,"COR","lat","Nulo",0,9.34,0,3.33,11,"Coritiba",2,17,7,NA,47,18,NA,2,3,NA,5,NA,NA,NA,NA,NA,NA,NA
"91","Thalis Henrique Cantanhede","Thalis ","https://s.glbimg.com/es/sde/f/2017/04/03/a4b96c74f796865cee82e21548874cc4_FORMATO.png",95022,16,"ATL","mei","Nulo",0,0.81,0,0.2,1,"Atlético-MG",NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Marco Antônio Rosa Furtado Júnior","Marco Antônio","https://s.glbimg.com/es/sde/f/2017/02/21/a2be72d3733854b4e00000008373cbbd_FORMATO.png",94975,16,"BAH","mei","Nulo",0,3,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Luís Fernando Santos da Conceição","Luís Fernando","https://s.glbimg.com/es/sde/f/2017/02/21/f8d269154cfbc785e5f87f026e341b3a_FORMATO.png",94971,16,"BAH","mei","Nulo",0,3,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Luis Guilherme Castro de Melo","Luis Guilherme","https://s.glbimg.com/es/sde/f/2017/04/25/f29f6e2b42f604bc517f157512d669f6_FORMATO.png",95023,16,"ATL","ata","Nulo",0,2,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Waltenecir da Silva Ramos Júnior","Júnior Ramos","https://s.glbimg.com/es/sde/f/2017/02/21/f383d4a15e59c944585c2931a507d422_FORMATO.png",95054,16,"BAH","mei","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Onitlasi Júnior de Moraes Rodrigues","Moraes","https://s.glbimg.com/es/sde/f/2017/04/24/f4c96c6b48180d485af9f86fa6068922_FORMATO.png",95058,16,"FLA","lat","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Yago César da Silva","Yago","https://s.glbimg.com/es/sde/f/2017/04/23/4c090a0a625b4d824e5a755f4a428f46_FORMATO.png",95126,16,"ATL","ata","Nulo",0,1.44,0,-0.2,3,"Atlético-PR",NA,3,2,NA,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Nicolas Vichiatto da Silva","Nicolas","https://s.glbimg.com/es/sde/f/2017/04/23/056a95089efcf92df7bb3f732a875306_FORMATO.png",95127,16,"ATL","lat","Nulo",0,3.55,0,0.76,5,"Atlético-PR",1,5,NA,NA,17,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"99","Réver Humberto Alves Araújo","Réver","https://s.glbimg.com/es/sde/f/2017/04/24/854cf1c9afe220c9f2a2751a12f2e7dd_FORMATO.png",52253,16,"FLA","zag","Provável",0,10.21,0,3.9,13,"Flamengo",1,6,11,1,18,14,NA,3,2,NA,4,1,NA,NA,NA,NA,NA,NA
"100","Anderson Vieira Martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2017/07/24/b1c36aceb7c5d5fb95b9079cf23fe5fe_FORMATO.png",52618,16,"VAS","zag","Nulo",0,11,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Elias Mendes Trindade","Elias","https://s.glbimg.com/es/sde/f/2017/04/03/9fbc7e32d0d9db7b948212b98c23212a_FORMATO.png",54395,16,"ATL","mei","Provável",0,11.92,0,2.66,13,"Atlético-MG",1,18,11,2,43,19,NA,5,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"102","Gilson Gomes do Nascimento","Gilson","https://s.glbimg.com/es/sde/f/2017/04/17/41717887cc5c81bcd28ad1df6829c7e6_FORMATO.png",52674,16,"BOT","lat","Suspenso",3.6,9.12,-0.05,3.65,11,"Botafogo",3,7,19,1,19,10,1,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA
"103","Luis Ricardo Silva Umbelino","Luis Ricardo","https://s.glbimg.com/es/sde/f/2016/05/20/f1f631c4c995df1548717967d445801f_FORMATO.png",55348,16,"BOT","lat","Nulo",1.4,6.44,-0.05,1.1,2,"Botafogo",NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Lucas Henrique dos Santos","Luquinhas","https://s.glbimg.com/es/sde/f/2017/07/25/62b49e3ba4744a1658b2d570e24c046c_FORMATO.png",95263,16,"FLU","mei","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
