"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FF","FS","PE","RB","SG","I","A","FD","G","FT","PP","CV","DD","GS","DP","GC"
"428","Yerry Fernando Mina González","Yerry Mina","https://s.glbimg.com/es/sde/f/2017/04/18/5d127fbc9c3d26f69de26952da18b809_FORMATO.png",85241,15,"PAL","zag","Nulo",3.5,14.88,0.42,4.05,10,"Palmeiras",4,19,4,10,29,17,3,2,1,3,1,NA,NA,NA,NA,NA,NA,NA
"429","Moisés Wolschick","Moisés","https://s.glbimg.com/es/sde/f/2017/04/25/59ac946a38de5a26b19ffc56c68885dc_FORMATO.png",82567,15,"CHA","mei","Nulo",0,2.32,0,3.1,1,"Chapecoense",NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Pablo Nascimento Castro","Pablo","https://s.glbimg.com/es/sde/f/2017/04/20/c99a3be1e61944db1aad05f99ed5b954_FORMATO.png",69165,15,"COR","zag","Nulo",6.9,11.84,-0.25,4.65,13,"Corinthians",2,9,6,5,17,9,10,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"431","Uilson Pedruzzi de Oliveira","Uilson","https://s.glbimg.com/es/sde/f/2017/04/03/f77329e6065eec16e496b8b12ad6384a_FORMATO.png",85418,15,"ATL","gol","Nulo",0,4,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Leonardo Moreira Morais","Léo","https://s.glbimg.com/es/sde/f/2017/05/17/6b570687f8d47a6998a08f7f27fdd4ac_FORMATO.png",69177,15,"COR","lat","Nulo",0,4.55,0,0.33,3,"Coritiba",1,6,NA,2,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Wanderson Ferreira de Oliveira","Valdívia","https://s.glbimg.com/es/sde/f/2017/05/31/6bc774b62632d57e756a9e0533fcfd85_FORMATO.png",85423,15,"ATL","mei","Nulo",0.1,7.25,-0.6,2.2,7,"Atlético-MG",NA,6,3,13,16,3,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA
"434","Leonardo da Silva Vieira","Leo","https://s.glbimg.com/es/sde/f/2017/07/18/dd2adabdce6caff908a95423d97b791b_FORMATO.png",71043,15,"ATL","gol","Nulo",0,3,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","Lucas Ramón Barrios Arioli","Lucas Barrios","https://s.glbimg.com/es/sde/f/2017/04/23/cfc485340a51d2cf63f5fd033c85b2f1_FORMATO.png",69282,15,"GRE","ata","Suspenso",-3.6,9.41,-3.58,3.88,10,"Grêmio",3,15,2,13,16,6,NA,6,1,5,4,NA,NA,NA,NA,NA,NA,NA
"436","Maycon Vinícius Ferreira da Cruz","Nikão","https://s.glbimg.com/es/sde/f/2017/04/23/f0381b648963d11c0a911835d6b060da_FORMATO.png",69705,15,"ATL","mei","Provável",0.5,8.55,-0.1,3,13,"Atlético-PR",2,16,5,26,37,8,NA,1,2,11,1,1,NA,NA,NA,NA,NA,NA
"437","Matheus Galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2017/04/24/d7ff115c90d6778d22e113333700259c_FORMATO.png",82634,15,"COR","mei","Provável",0.8,7.54,-0.14,3.24,14,"Coritiba",4,30,7,27,57,25,NA,1,1,12,1,NA,NA,NA,NA,NA,NA,NA
"438","Orlando Enrique Berrío Meléndez","Berrío ","https://s.glbimg.com/es/sde/f/2017/04/24/7b390ea7b4f8d9ae25e9e72d40cf4d97_FORMATO.png",85300,15,"FLA","ata","Nulo",0,3.77,-0.05,0.92,7,"Flamengo",1,5,1,2,13,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"439","Romulo Borges Monteiro","Romulo","https://s.glbimg.com/es/sde/f/2017/04/24/b61c326027e887dd7e7893e82ca94121_FORMATO.png",70009,15,"FLA","mei","Nulo",0,5.77,0,-0.65,2,"Flamengo",1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","Rafael Thyere Albuquerque Marques","Rafael Thyere","https://s.glbimg.com/es/sde/f/2017/04/23/e94d073bb6cefa100cd1ed8d0f8a6291_FORMATO.png",83048,15,"GRE","zag","Nulo",2,5.79,0.58,2.6,9,"Grêmio",1,6,1,7,13,6,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1
"441","Leonardo Artur de Melo","Léo Artur","https://s.glbimg.com/es/sde/f/2017/06/22/815076c3546beb2abb2496060f51deeb_FORMATO.png",82644,15,"PON","mei","Provável",8.1,3.71,1.67,1.18,9,"Ponte Preta",NA,11,4,4,22,2,NA,3,1,3,1,NA,NA,NA,NA,NA,NA,NA
"442","Raphael Guimarães de Paula","Dodô","https://s.glbimg.com/es/sde/f/2017/04/24/d75b985086acd9eb03422fe01ce0693f_FORMATO.png",84927,15,"CHA","mei","Nulo",0,3.94,0,0,1,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Victor Ferraz Macedo","Victor Ferraz","https://s.glbimg.com/es/sde/f/2016/05/01/58576d141c8216fac9dedb1df391d5e8_FORMATO.png",70046,15,"SAN","lat","Contundido",0,9.76,0,3.88,9,"Santos",2,7,1,9,30,6,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"444","Federico Mancuello","Mancuello","https://s.glbimg.com/es/sde/f/2017/04/24/8f9b227031fc772ea2210db5d441a2e5_FORMATO.png",71066,15,"FLA","mei","Nulo",-2.5,6.11,-0.73,2.13,6,"Flamengo",2,4,2,3,7,5,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"445","Martín Andrés Silva","Martín Silva","https://s.glbimg.com/es/sde/f/2017/04/06/5380df54d3b16b7d46117c5173040d3d_FORMATO.png",69249,15,"VAS","gol","Provável",3.7,7.05,-0.18,1.23,15,"Vasco",2,NA,NA,2,12,NA,3,NA,NA,NA,NA,NA,NA,NA,20,25,NA,NA
"446","Tiago Real do Prado","Tiago Real","https://s.glbimg.com/es/sde/f/2017/04/24/80440f6618b79e66630f3d1bd8709562_FORMATO.png",70058,15,"COR","mei","Contundido",0,4.95,0,1.38,10,"Coritiba",2,13,2,5,26,6,NA,1,2,5,NA,1,NA,NA,NA,NA,NA,NA
"447","João Paulo Silva Martins","João Paulo","https://s.glbimg.com/es/sde/f/2017/05/02/f85d6ca954388c9c5635f0e28f95b5cf_FORMATO.png",85425,15,"SAN","gol","Nulo",0,2.97,0,10.7,1,"Santos",NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"448","Toshiya Tojo","Toshi","https://s.glbimg.com/es/sde/f/2017/04/28/5e3d92955c32b6c74898e471661e6390_FORMATO.png",82791,15,"AVA","ata","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","André Andrade de Castro","André Castro","https://s.glbimg.com/es/sde/f/2017/05/11/9b573723fd4d39c5179b8dfc70e31b3f_FORMATO.png",82754,15,"ATL","mei","Provável",1.9,1.71,0.22,0.63,12,"Atlético-GO",2,19,1,9,28,14,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"450","Alan Santos da Silva","Alan Santos","https://s.glbimg.com/es/sde/f/2017/04/24/fbeeb71f969362dfd7489a955a0a5b00_FORMATO.png",70132,15,"COR","mei","Provável",0,4.8,0,1.91,8,"Coritiba",1,9,1,2,23,15,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"451","Fellipe Ramos Ignez Bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2017/04/19/2333e7afbab5775fa04708f8532bdf88_FORMATO.png",70116,15,"COR","mei","Nulo",0,4.25,0,1.4,1,"Corinthians",NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"452","Tagueu Tadjo Diederrick Joel","Joel","https://s.glbimg.com/es/sde/f/2017/06/22/5c80b78fe327f41b3b8afc79d10defed_FORMATO.png",82787,15,"AVA","ata","Provável",5.8,4.16,0.67,2.88,9,"Avaí",NA,14,5,10,10,7,NA,2,NA,2,2,1,NA,1,NA,NA,NA,NA
"453","Régis Augusto Salmazzo","Régis","https://s.glbimg.com/es/sde/f/2017/02/21/9d27cbd1feb4ee89f8c73795d7d480ff_FORMATO.png",82647,15,"BAH","mei","Nulo",5.2,16.15,0.8,5.18,8,"Bahia",NA,2,2,5,17,6,NA,1,3,3,2,NA,NA,NA,NA,NA,NA,NA
"454","Jonas Gomes de Sousa","Jonas","https://s.glbimg.com/es/sde/f/2017/04/24/d4c75e365c9c04af042bf7ff378d60c7_FORMATO.png",85586,15,"COR","mei","Provável",5.7,7.69,0.7,2.58,13,"Coritiba",3,27,7,13,37,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Gilvan Souza Correa","Gilvan","https://s.glbimg.com/es/sde/f/2017/07/15/ebd13d8be899ba33a4d355f813dae956_FORMATO.png",82773,15,"ATL","zag","Provável",-1.8,0.78,-0.6,-1.27,3,"Atlético-GO",1,6,3,NA,7,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Roberto Heuchayer Santos de Araújo","Roberto","https://s.glbimg.com/es/sde/f/2017/02/07/bd63265bf249fbc736e2f3394d51c141_FORMATO.png",71116,15,"CHA","lat","Nulo",0,4,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Sidney Aparecido Ramos da Silva","Sidão","https://s.glbimg.com/es/sde/f/2017/04/25/6b33818b6514572559c1fef9b6ca9686_FORMATO.png",70222,15,"SAO","gol","Nulo",0,6.25,0,-2,0,"São Paulo",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Matheus Antunes Ribeiro","Matheus Ribeiro","https://s.glbimg.com/es/sde/f/2017/05/02/3592f0162c6d3041f5e47fca40d7d1a3_FORMATO.png",82943,15,"SAN","lat","Nulo",4.3,5.76,-0.06,5.2,4,"Santos",1,2,1,1,6,2,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"459","Tomas Almino Bastos Silva","Tomas Bastos","https://s.glbimg.com/es/sde/f/2017/05/12/49edceaecc771a87995470ae4d955ddc_FORMATO.png",82817,15,"COR","mei","Nulo",-1.5,11.54,-0.9,2.93,9,"Coritiba",1,10,6,6,25,8,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA
"460","Jorge Amorim de Oliveira Campos","Jorginho","https://s.glbimg.com/es/sde/f/2017/06/01/2d4e9fe5508ff0ceaf617a257b06885b_FORMATO.png",70323,15,"BAH","tec","Provável",6.66,12.32,0.63,4.19,12,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Luis Manuel Seijas Gunther","Seijas","https://s.glbimg.com/es/sde/f/2017/05/14/6f1a3086afde752f257e478b7ddadf03_FORMATO.png",70742,15,"CHA","mei","Provável",5.9,7.61,0.31,3.07,12,"Chapecoense",NA,18,8,15,32,14,NA,1,2,2,NA,2,NA,NA,NA,NA,NA,NA
"462","Artur Sérgio Batista de Souza","Artur","https://s.glbimg.com/es/sde/f/2017/05/02/5c01ab099352ecad2baaa0a00f978720_FORMATO.png",85591,15,"PON","lat","Nulo",0,4,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Daniel Correa Freitas","Daniel","https://s.glbimg.com/es/sde/f/2017/04/24/5b71e14cce546da5e531c172e54e0ce2_FORMATO.png",85629,15,"COR","mei","Contundido",0,6,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Leonardo Pinheiro da Conceição","Léo","https://s.glbimg.com/es/sde/f/2017/01/13/cc39276a755987fc3b57896f3b160fa6_FORMATO.png",85626,15,"FLU","lat","Provável",4.1,4.75,-1.17,1.99,12,"Fluminense",1,21,1,7,24,12,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA
"465","Fábio Luiz Carille de Araújo","Fábio Carille","https://s.glbimg.com/es/sde/f/2017/04/22/b5151c5cf6b267103af7605949496c18_FORMATO.png",70696,15,"COR","tec","Provável",4.62,11.59,-0.03,4.71,15,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Marllon Gonçalves Jerônimo Borges","Marllon","https://s.glbimg.com/es/sde/f/2017/05/02/40266a7126e1fd808b4350f90516f3f5_FORMATO.png",70666,15,"PON","zag","Provável",4.1,11.88,0.04,4.52,15,"Ponte Preta",2,6,3,17,26,22,6,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"467","Fillipe Soutto Mayor Nogueira Ferreira","Fillipe Soutto","https://s.glbimg.com/es/sde/f/2017/06/05/17f3216f11db1702707de11a5f0b6854_FORMATO.png",70581,15,"VIT","mei","Dúvida",0,4,0,3.1,1,"Vitória",NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Rómulo Otero Vásquez","Otero","https://s.glbimg.com/es/sde/f/2017/04/03/9fe40eece7847c6e2d8feca1248f43a9_FORMATO.png",83004,15,"ATL","mei","Nulo",0,6.65,0,1.59,8,"Atlético-MG",2,4,6,11,5,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"469","Yuri Lima Lara","Yuri","https://s.glbimg.com/es/sde/f/2017/02/21/fb41de8e36f93cc383e07d8120865724_FORMATO.png",83263,15,"BAH","mei","Nulo",0,2,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Diogo Barbosa Mendanha","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2017/04/22/9ee14b744ca9f1e250cc299b955bc6e9_FORMATO.png",70916,15,"CRU","lat","Provável",-1.5,11.84,-2.35,4.56,14,"Cruzeiro",2,13,2,17,54,24,5,1,2,2,NA,1,NA,NA,NA,NA,NA,NA
"471","Hyoran Kaue Dalmoro","Hyoran","https://s.glbimg.com/es/sde/f/2017/02/19/1ec83086a8ae2fe33a1e88113fff1ac1_FORMATO.png",85931,15,"PAL","mei","Dúvida",0,2.64,0,1.35,2,"Palmeiras",NA,2,NA,1,4,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"472","Miguel Angel Borja Hernandez","Borja","https://s.glbimg.com/es/sde/f/2017/04/23/4b0f5cd460ee874344bfbfd4e3eef9a6_FORMATO.png",86120,15,"PAL","ata","Suspenso",0.9,16.2,-0.54,3.22,9,"Palmeiras",3,11,8,11,13,4,NA,3,NA,4,3,NA,NA,NA,NA,NA,NA,NA
"473","Marcos Guilherme de Almeida Santos Matos","Marcos Guilherme ","https://s.glbimg.com/es/sde/f/2017/07/20/e08fe63a0c4c85cc5ee3c64605a1af94_FORMATO.png",83266,15,"SAO","mei","Nulo",0,8,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Wanderson Santos Pereira","Wanderson","https://s.glbimg.com/es/sde/f/2017/04/23/3914af8715466d38cf77d94b2c5c5685_FORMATO.png",86143,15,"ATL","zag","Nulo",0,5.41,0,4.22,8,"Atlético-PR",1,6,NA,2,14,5,3,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA
"475","Leonardo Cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2017/05/02/6694b4703f10f789b166d7ca4f6f764e_FORMATO.png",70986,15,"SAN","mei","Nulo",0,2.62,0,-0.25,2,"Santos",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","Breno Gonçalves Lopes","Breno Lopes","https://s.glbimg.com/es/sde/f/2017/05/19/68d8c5dda3ea6323520ddfd58086f176_FORMATO.png",86411,15,"ATL","lat","Nulo",2.5,3.86,0.34,2.12,9,"Atlético-GO",NA,13,4,7,27,12,1,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"477","Thiago Martins Bueno","Thiago Martins","https://s.glbimg.com/es/sde/f/2017/04/18/b86553b5909b0a40f413b27a550ececd_FORMATO.png",83615,15,"PAL","zag","Contundido",0,5,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Patrick Bezerra do Nascimento","Patrick","https://s.glbimg.com/es/sde/f/2017/06/07/0219a437ca7aaad582008a68c498172f_FORMATO.png",83433,15,"SPO","mei","Provável",11.2,11.11,0.58,5.64,11,"Sport",1,18,2,17,35,38,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"479","Fagner Ironi Daponte","Fagner Alemão","https://s.glbimg.com/es/sde/f/2017/04/28/d93e226df0beb6346213a1a809c8f7fc_FORMATO.png",83522,15,"AVA","lat","Provável",4.4,9.23,0.24,4.05,12,"Avaí",1,6,3,8,35,20,5,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"480","Ederson Honorato Campos","Ederson","https://s.glbimg.com/es/sde/f/2017/04/24/219907d77bba093529105f5b79abce53_FORMATO.png",70173,15,"FLA","mei","Nulo",0,4.25,0,0.94,5,"Flamengo",NA,5,1,9,8,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"481","Andrei Girotto","Andrei Girotto","https://s.glbimg.com/es/sde/f/2017/04/24/75c120b3c827f138e9e79637c43a710f_FORMATO.png",83683,15,"CHA","mei","Provável",0,4.85,0,2.5,13,"Chapecoense",6,35,10,13,23,20,NA,1,2,4,1,NA,NA,NA,NA,NA,NA,NA
"482","Marcos da Silva França","Keno","https://s.glbimg.com/es/sde/f/2017/04/18/ab0e22f1ff91a12ce2e88a367450bf03_FORMATO.png",86485,15,"PAL","ata","Provável",0,5.51,-0.21,1.8,13,"Palmeiras",1,11,5,8,32,8,NA,2,NA,1,2,1,NA,NA,NA,NA,NA,NA
"483","Victor Luis Chuab Zamblauskas","Victor Luis","https://s.glbimg.com/es/sde/f/2017/04/18/9a9a735957f9522e9ffcf1664bd29a44_FORMATO.png",86410,15,"BOT","lat","Provável",3.6,12.11,-0.25,4.82,12,"Botafogo",3,16,3,11,26,20,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"484","Neilton Meira Mestzk","Neilton","https://s.glbimg.com/es/sde/f/2017/06/22/68ef88732dd29a754b0a2fb92136a10c_FORMATO.png",83772,15,"VIT","ata","Nulo",0,6.07,0,1.97,10,"Vitória",1,14,4,11,18,4,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA
"485","Hueglo Neris dos Santos","Neris","https://s.glbimg.com/es/sde/f/2017/05/19/d5efc40b12f0c9d9a37828480a468f75_FORMATO.png",83786,15,"SPO","zag","Contundido",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Danilo Carvalho Barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2017/07/19/c05e99abc56e2871559e3ffa08fe457a_FORMATO.jpeg",84382,15,"PON","mei","Provável",0.4,4.66,-0.64,0.1,2,"Ponte Preta",NA,1,NA,1,5,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"487","Lucas Cavalcante Silva Afonso","Lucão","https://s.glbimg.com/es/sde/f/2016/05/01/48f192fdba1691586d6a2bfd42288481_FORMATO.png",84554,15,"SAO","zag","Nulo",0,5.25,0,3.38,6,"São Paulo",NA,6,2,5,17,5,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"488","Milton Mendes","Milton Mendes","https://s.glbimg.com/es/sde/f/2017/04/26/7b563b4abe14ffb25496b6fcd414bd88_FORMATO.png",86486,15,"VAS","tec","Provável",1.24,8.73,-0.65,3.39,15,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Clayson Henrique da Silva Vieira","Clayson","https://s.glbimg.com/es/sde/f/2017/05/18/5ec8e0ccfc4a2b49432bdbb44001e999_FORMATO.png",83817,15,"COR","ata","Nulo",0,15.25,0,3.17,10,"Corinthians",1,6,3,3,14,9,NA,2,1,2,2,NA,NA,NA,NA,NA,NA,NA
"490","Lucas Daniel Romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2017/04/22/b6fe7636fd7cb1575efdcbdfbd2dbd54_FORMATO.png",84558,15,"CRU","mei","Provável",0,7.5,-0.14,3.78,14,"Cruzeiro",2,16,5,16,35,27,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"491","Agustín Lionel Allione","Allione","https://s.glbimg.com/es/sde/f/2017/02/18/b7a330e0d5bd3f0a08e5a533efd8db02_FORMATO.png",84585,15,"BAH","mei","Nulo",0,10.9,0,2.95,11,"Bahia",3,7,NA,14,37,13,NA,3,4,2,NA,1,NA,NA,NA,NA,NA,NA
"492","Diego Barbosa Tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2017/05/17/c261da9d51b45bfbc208b291429eb1f8_FORMATO.png",83869,15,"AVA","lat","Nulo",0,7.58,0,3.33,9,"Avaí",NA,8,4,12,15,6,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Rodrigo Vasconcelos Oliveira","Rodrigo","https://s.glbimg.com/es/sde/f/2017/05/01/6d2201a3689f5a71696f8b8eacbd9646_FORMATO.png",86935,15,"SPO","mei","Nulo",5.3,4.29,0.75,1.98,5,"Sport",1,6,NA,4,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Leonardo Gomes da Conceição Silva","Léo Gomes","https://s.glbimg.com/es/sde/f/2017/04/23/0cd6a2a3718c7c36858e7d11ad867645_FORMATO.png",86973,15,"GRE","lat","Nulo",0,1.48,0,-0.4,1,"Grêmio",NA,3,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Cicero Clebson Alves Santana","Cícero","https://s.glbimg.com/es/sde/f/2017/05/04/4ce602dbb0545123e778ce27a88ca159_FORMATO.png",87158,15,"ATL","mei","Nulo",0,2,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Eduardo Gabriel dos Santos Bauermann","Eduardo Bauermann","https://s.glbimg.com/es/sde/f/2017/05/25/590ba3c156c116d43014e1e9b5d4e74f_FORMATO.png",86970,15,"ATL","zag","Nulo",0,3.19,0,1.85,7,"Atlético-GO",NA,4,1,5,4,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Antônio Filipe Gonzaga de Aquino","Feijão","https://s.glbimg.com/es/sde/f/2017/02/21/1838c850cdc3128d9f6db4d6c5738379_FORMATO.png",84313,15,"BAH","mei","Nulo",0,1.39,0,-0.97,4,"Bahia",2,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","Caio César da Silva Silveira","Caio César","https://s.glbimg.com/es/sde/f/2017/04/28/c9789925a7e321c7432e9e22a2b5a2c9_FORMATO.png",86974,15,"AVA","mei","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Emerson Raymundo Santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2016/05/20/7743ec4420461e770a65425100024972_FORMATO.png",86972,15,"BOT","zag","Suspenso",0.2,0.78,0.07,-2.7,2,"Botafogo",1,7,1,2,11,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"500","José Carlos Cracco Neto","Zeca","https://s.glbimg.com/es/sde/f/2016/05/01/b75497cbd7fdf4e7cc56e0a77979a9f7_FORMATO.png",87192,15,"SAN","lat","Contundido",0,11.45,0,2.45,2,"Santos",NA,2,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Leonardo Cesar Jardim","Léo","https://s.glbimg.com/es/sde/f/2017/04/23/56c2f46953852255c8d3c1a685ecd757_FORMATO.png",87008,15,"GRE","gol","Nulo",0,4.77,0,2.18,5,"Grêmio",NA,NA,NA,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,5,7,NA,NA
"502","Luiz Humberto da Silva Silva","Beto da Silva","https://s.glbimg.com/es/sde/f/2017/04/23/0cfa7b8af32ec84883ccf9a0d610b0d0_FORMATO.png",87028,15,"GRE","ata","Contundido",0,3.74,0,2.2,1,"Grêmio",NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Guilherme Ferreira Pinto","Negueba","https://s.glbimg.com/es/sde/f/2017/06/07/fe68884503980ded30df6a7cb9cdd77b_FORMATO.jpeg",70929,15,"PON","ata","Nulo",0,4.01,0,0.6,4,"Ponte Preta",1,4,NA,4,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Guilherme Antonio Arana Lopes","Guilherme Arana","https://s.glbimg.com/es/sde/f/2017/04/23/a4d7cefcde751da5dcf52b042baafbb5_FORMATO.png",87228,15,"COR","lat","Provável",8.1,10.61,-0.39,5.05,14,"Corinthians",3,10,1,19,44,7,11,4,2,2,1,NA,NA,NA,NA,NA,NA,NA
"505","Julio Buffarini","Buffarini","https://s.glbimg.com/es/sde/f/2016/08/18/4be0e28d27402ead434d4b7dae9ea797_FORMATO.png",87350,15,"SAO","lat","Nulo",0,7.05,0,2.43,3,"São Paulo",NA,5,1,4,10,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Walter Kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2017/04/23/42279ad5c60655b3336944e26189eda5_FORMATO.png",87342,15,"GRE","zag","Provável",-1.1,9.2,-1.36,3.05,11,"Grêmio",4,15,1,5,25,12,6,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"507","Lucas de Figueiredo Crispim","Lucas Crispim","https://s.glbimg.com/es/sde/f/2016/05/01/f060208d1a949d93507611b7e4fbd24b_FORMATO.png",88597,15,"SAN","mei","Nulo",0,3,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Gabriel Costa França","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/03/2f4037ee6c2ce20e96ff5cb1f6db210f_FORMATO.png",87393,15,"ATL","zag","Provável",6.7,9.73,0.97,4.12,9,"Atlético-MG",NA,8,3,6,17,13,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"509","Pedro Henrique Ribeiro Gonçalves","Pedro Henrique","https://s.glbimg.com/es/sde/f/2017/04/20/3b8a82a4adde6089a76eea746b858971_FORMATO.png",87225,15,"COR","zag","Provável",13.5,9.8,2.57,4.55,8,"Corinthians",NA,1,1,3,14,7,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
