"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FF","FS","PE","RB","SG","I","A","FD","G","FT","PP","CV","DD","GS","DP","GC"
"187","Samuel Xavier Brito","Samuel Xavier","https://s.glbimg.com/es/sde/f/2016/05/01/02f546c1013f3369de8475d0bf247287_FORMATO.png",73384,15,"SPO","lat","Provável",10.8,5.68,1.44,3.9,13,"Sport",2,13,1,16,54,19,7,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"188","Hudson Rodrigues dos Santos","Hudson","https://s.glbimg.com/es/sde/f/2017/02/05/3d3e3081a494b80799d348813e420860_FORMATO.png",50324,15,"CRU","mei","Contundido",0,7.51,0,3.31,8,"Cruzeiro",1,13,2,7,15,15,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"189","Everton Cardoso da Silva","Everton","https://s.glbimg.com/es/sde/f/2017/04/24/baf540d146fb96f0159339aad269538d_FORMATO.png",50301,15,"FLA","mei","Provável",4.5,14.81,-0.62,4.87,13,"Flamengo",4,19,7,24,42,20,NA,6,2,8,3,1,NA,NA,NA,NA,NA,NA
"190","Gabriel Santana Pinto","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/24/60215745abe8839e6e6df43fbe447e2c_FORMATO.png",73515,15,"FLA","ata","Nulo",0,3.51,0,-2,1,"Flamengo",1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Douglas Moreira Pires","Douglas Pires","https://s.glbimg.com/es/sde/f/2017/02/21/9cdc2aa37a7bf02a1d821f703b2ca8dd_FORMATO.png",73517,15,"BAH","gol","Nulo",0,4,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","André Felipe Ribeiro de Souza","André","https://s.glbimg.com/es/sde/f/2017/03/12/15292d87c87458b6575b789d1e0b3a77_FORMATO.png",68690,15,"SPO","ata","Provável",20.6,13.38,3.74,6.08,14,"Sport",2,30,11,26,34,13,NA,10,1,4,8,1,NA,NA,NA,NA,NA,NA
"193","Marcelo Oliveira Ferreira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2016/04/30/401897dab69a776fef1185ec3ba1b85f_FORMATO.png",50328,15,"GRE","lat","Nulo",-0.5,7.33,-0.27,0.83,4,"Grêmio",1,4,NA,4,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Pablo Estifer Armero","Armero","https://s.glbimg.com/es/sde/f/2017/02/21/db1cdca479125a2d236ee31275630a71_FORMATO.png",68693,15,"BAH","lat","Contundido",0,0.91,0,-1.6,4,"Bahia",1,11,1,NA,19,3,1,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA
"195","Darío Leonardo Conca","Conca","https://s.glbimg.com/es/sde/f/2017/04/24/f51b755cd38a02f41c96c2cc347998eb_FORMATO.png",50348,15,"FLA","mei","Nulo",0,8.35,0,-0.95,2,"Flamengo",1,1,NA,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"196","Adilson Warken","Adilson","https://s.glbimg.com/es/sde/f/2017/04/03/8a5b4672974501d33850ca575e0f117c_FORMATO.png",50307,15,"ATL","mei","Provável",-0.8,4.18,-0.73,0.74,7,"Atlético-MG",1,16,1,4,15,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Rafael Vaz dos Santos","Rafael Vaz","https://s.glbimg.com/es/sde/f/2017/04/24/8665d503716b53b97bdd0f56d8ef0f39_FORMATO.png",73421,15,"FLA","zag","Provável",3.7,7.64,0.65,3.35,9,"Flamengo",NA,4,4,3,29,8,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"198","Carlos Eduardo Marques","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2017/07/04/d229ec4b1feb142b05c30428863af3b1_FORMATO.png",50369,15,"VIT","mei","Provável",0.4,2.68,0.43,1.88,4,"Vitória",1,5,2,8,22,6,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"199","José Rogério de Oliveira","Rogério","https://s.glbimg.com/es/sde/f/2016/08/31/6340e77cb18143e838ae03747e59b459_FORMATO.png",73540,15,"SPO","ata","Provável",0.8,6.52,-1.39,2.54,10,"Sport",NA,3,3,20,28,3,NA,NA,1,5,1,NA,NA,NA,NA,NA,NA,NA
"200","Lucas Rios Marques","Lucas","https://s.glbimg.com/es/sde/f/2017/01/13/c82e7265df8e1826bec18601456898a5_FORMATO.png",50362,15,"FLU","lat","Provável",0.9,2.1,0.06,0.25,13,"Fluminense",2,31,4,8,38,17,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Kayke Moreno de Andrade Rodrigues","Kayke","https://s.glbimg.com/es/sde/f/2017/05/02/175b6e25643dfdf97032cd564bc4e5c4_FORMATO.png",50402,15,"SAN","ata","Provável",-1.9,4.06,-0.39,1.61,13,"Santos",NA,14,8,5,37,2,NA,8,1,6,3,NA,1,NA,NA,NA,NA,NA
"202","Rodrigo Caio Roquette Russo","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2016/05/01/76c4acf534a1a01c922cb927acebb6e7_FORMATO.png",73800,15,"SAO","zag","Provável",5.6,9.84,1.39,2.94,11,"São Paulo",4,10,1,7,25,20,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Marco Antonio de Mattos Filho","Marquinho","https://s.glbimg.com/es/sde/f/2016/07/30/7905e0520c53cd23701cb3eddd0d3d19_FORMATO.png",50407,15,"FLU","mei","Contundido",0,2.98,0,-0.4,4,"Fluminense",1,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Wellington Silva Sanches Aguiar","Wellington Nem","https://s.glbimg.com/es/sde/f/2017/02/18/a23f9ff565dd24baa68eeca4461e1b86_FORMATO.png",73619,15,"SAO","ata","Provável",3.9,7.9,0.86,1.7,9,"São Paulo",2,10,2,19,7,5,NA,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"205","Diego Renan de Lima Ferreira","Diego Renan","https://s.glbimg.com/es/sde/f/2017/04/24/6cdeb7e2779c671c69473bc599c9eab2_FORMATO.png",68725,15,"CHA","lat","Nulo",3.3,5.47,-1.15,2.4,5,"Chapecoense",1,4,3,5,11,1,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"206","Emiliano Gabriel Vecchio","Vecchio","https://s.glbimg.com/es/sde/f/2016/06/28/b28314056abc5bb43d464ba66e1d0552_FORMATO.jpeg",68745,15,"SAN","mei","Provável",5.3,2.33,1.05,0.8,4,"Santos",2,3,1,4,14,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"207","Rildo de Andrade Felicissimo","Rildo","https://s.glbimg.com/es/sde/f/2017/04/24/e5f2da8b1a9007eed27b4e7ae55d64c2_FORMATO.png",73635,15,"COR","ata","Provável",0.9,7.96,-1.17,3.98,13,"Coritiba",1,11,4,34,31,11,NA,4,1,3,3,NA,NA,NA,NA,NA,NA,NA
"208","Luiz Fernando Pereira da Silva","Fernandinho","https://s.glbimg.com/es/sde/f/2017/04/23/7bc968863bb32cf46c3aa7067b5514f8_FORMATO.png",68758,15,"GRE","ata","Provável",16.5,12.83,2.67,5.63,11,"Grêmio",1,11,4,30,20,8,NA,NA,1,7,4,NA,NA,NA,NA,NA,NA,NA
"209","Guilherme de Aguiar Camacho","Camacho","https://s.glbimg.com/es/sde/f/2017/04/19/9bf8902250718281651dc2ae9999d574_FORMATO.png",68770,15,"COR","mei","Nulo",0,3.87,0,0.6,9,"Corinthians",NA,2,1,2,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Marcos Vinícius de Jesus Araújo","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2017/07/14/dc2cc428ed447e7b65ffc2a9b54c02e8_FORMATO.png",73721,15,"BOT","mei","Nulo",0,5.57,0,2.05,4,"Botafogo",NA,3,1,5,8,2,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA
"211","Paulo Henrique Carneiro Filho","Paulo Henrique","https://s.glbimg.com/es/sde/f/2017/02/14/f3e039a98588fd2760ea1b06034d2567_FORMATO.png",50398,15,"SPO","ata","Nulo",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Márcio Passos de Albuquerque","Emerson Sheik","https://s.glbimg.com/es/sde/f/2017/06/01/da3106efc7379dcf3c942213ac978f0e_FORMATO.png",68744,15,"PON","ata","Suspenso",12.1,6.73,2.6,2.18,10,"Ponte Preta",6,17,5,33,28,4,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA
"213","Lucas David Pratto","Lucas Pratto","https://s.glbimg.com/es/sde/f/2017/02/18/2291ee0103b8af06799aee5ab657b149_FORMATO.png",73649,15,"SAO","ata","Provável",8.1,16.16,0.72,4.38,15,"São Paulo",2,20,26,19,52,5,NA,3,2,14,5,NA,1,NA,NA,NA,NA,NA
"214","Everton Heleno dos Santos","Everton Heleno","https://s.glbimg.com/es/sde/f/2017/07/05/70b5e143bc2cffe533cf069fe115e647_FORMATO.png",68749,15,"ATL","mei","Nulo",0.7,1.97,-0.17,0.1,2,"Atlético-GO",NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","John Lennon Silva Santos","Lennon","https://s.glbimg.com/es/sde/f/2017/05/03/d072e8eaeab8333c007a7cfb0af5aef4_FORMATO.png",73869,15,"CRU","lat","Nulo",0,4.03,0,0.53,3,"Cruzeiro",1,4,NA,1,11,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Ricardo Martins de Araújo","Kadu","https://s.glbimg.com/es/sde/f/2017/05/02/414d5dd199f668338406b95b0d982b31_FORMATO.png",50427,15,"PON","zag","Nulo",0,11.65,0,5.32,6,"Ponte Preta",1,10,1,7,6,15,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"217","Jomar Herculano Lourenço","Jomar","https://s.glbimg.com/es/sde/f/2017/04/24/75a0f0b187c040aec0d014550c2e765e_FORMATO.png",73876,15,"VAS","zag","Nulo",0,1.4,0,-0.67,3,"Vasco",1,4,NA,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Henrique Almeida Caixeta Nascentes","Henrique Almeida","https://s.glbimg.com/es/sde/f/2017/04/24/95e996eaef78ad7ac0e285e3d6d057e0_FORMATO.png",68773,15,"COR","ata","Provável",0.9,14.16,-0.27,4.09,15,"Coritiba",2,19,13,27,35,13,NA,13,1,10,4,1,1,NA,NA,NA,NA,NA
"219","Geuvânio Santos Silva","Geuvânio","https://s.glbimg.com/es/sde/f/2017/06/27/36ee7e4d8d65bb36e49c895ce0c5fe6c_FORMATO.png",73896,15,"FLA","ata","Nulo",2.2,9.56,0.44,1.5,3,"Flamengo",1,2,NA,6,3,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"220","Breno Vinicius Rodrigues Borges","Breno","https://s.glbimg.com/es/sde/f/2017/07/11/e970a2c4345e6e515eef8ee166c54f05_FORMATO.png",50408,15,"VAS","zag","Nulo",0,3.57,0,1.22,11,"Vasco",3,9,2,6,22,6,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"221","Wesley Lopes Beltrame","Wesley","https://s.glbimg.com/es/sde/f/2016/05/01/df95d867f8ae0ddd0e0485b9b344e610_FORMATO.png",50421,15,"SAO","mei","Nulo",0,3.86,0,1.5,3,"São Paulo",NA,2,NA,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","Vilson Xavier de Meneses Junior","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,15,"COR","zag","Nulo",0,4,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","Leonardo Renan Simões de Lacerda","Léo","https://s.glbimg.com/es/sde/f/2016/04/29/442f1e513bf554cc4cbcce5ae7ace03b_FORMATO.png",50459,15,"CRU","zag","Provável",-0.9,8.26,-0.65,2.37,14,"Cruzeiro",4,12,3,10,32,11,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"224","Henrique Adriano Buss","Henrique","https://s.glbimg.com/es/sde/f/2016/04/29/a9d9178f59821bfca73d485e636ad040_FORMATO.png",50856,15,"FLU","zag","Provável",-0.8,7.59,-0.72,1.08,13,"Fluminense",3,17,1,19,27,10,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"225","Carlos Eduardo Santos Oliveira","Eduardo","https://s.glbimg.com/es/sde/f/2017/02/21/1667c807177ee329a96aa2102be09777_FORMATO.png",50645,15,"BAH","lat","Provável",2.5,6.58,-0.14,3.23,15,"Bahia",2,24,3,11,86,28,6,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"226","Sosthenes José Santos Salles","Neto Berola","https://s.glbimg.com/es/sde/f/2017/04/24/f3039b70ee89382f40b6b09074e46900_FORMATO.png",68807,15,"COR","ata","Provável",2.5,9.83,-0.33,2.9,9,"Coritiba",1,7,4,9,17,7,NA,3,2,1,1,NA,NA,NA,NA,NA,NA,NA
"227","Keirrison de Souza Carneiro","Keirrison","https://s.glbimg.com/es/sde/f/2017/07/12/8382c536a2ca82792c51bfece8336e5d_FORMATO.jpeg",50880,15,"COR","ata","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","René Ferreira dos Santos","René","https://s.glbimg.com/es/sde/f/2017/02/20/7d48128069f52815dcd4acb921336cab_FORMATO.png",73978,15,"VIT","zag","Suspenso",0.7,2.07,-0.02,1.16,8,"Vitória",3,14,1,7,16,7,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"229","Walisson Moreira Farias Maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2017/04/24/60830998fb2fc54f511a8d2b5c3a6f25_FORMATO.png",73991,15,"COR","zag","Contundido",0,4.1,0,0.83,6,"Coritiba",NA,2,NA,1,10,5,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"230","Luiz Antonio de Souza Soares","Luiz Antonio ","https://s.glbimg.com/es/sde/f/2017/04/24/470fd6292588f4385e9c32a3aeef091c_FORMATO.png",74060,15,"CHA","mei","Provável",-0.4,8.07,-1,2.11,14,"Chapecoense",2,15,2,5,26,5,NA,1,1,9,2,2,NA,NA,NA,NA,NA,NA
"231","Rodinei Marcelo de Almeida","Rodinei","https://s.glbimg.com/es/sde/f/2017/04/24/43537a69f2836d2da77aebc068eacd46_FORMATO.png",73992,15,"FLA","lat","Nulo",0,10.01,0,4.71,9,"Flamengo",2,15,2,8,21,9,4,1,2,2,1,NA,NA,NA,NA,NA,NA,NA
"232","Antônio Carlos Cunha Capocasali Júnior","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",79702,15,"PAL","zag","Dúvida",0,2.66,0,-0.37,3,"Palmeiras",1,2,NA,4,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Luiz Diallison de Souza Alves","Apodi","https://s.glbimg.com/es/sde/f/2017/04/24/287a66acd6363a7d660701c832982d75_FORMATO.png",51042,15,"CHA","lat","Provável",8.9,8.23,0.61,2.56,14,"Chapecoense",4,29,7,29,31,16,4,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"234","Roberto Junior Fernández Torres","Gatito Fernández","https://s.glbimg.com/es/sde/f/2017/04/17/f87ed5808d28ef2d0446cae72617f143_FORMATO.png",74061,15,"BOT","gol","Nulo",0,23.03,0,6.51,10,"Botafogo",1,NA,NA,2,3,NA,4,NA,NA,NA,NA,NA,NA,NA,20,10,1,NA
"235","Denis Cesar de Matos","Denis","https://s.glbimg.com/es/sde/f/2016/05/01/9e4d589b32947151072c21d1d5b71747_FORMATO.png",51175,15,"SAO","gol","Contundido",0,5,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Severino do Ramo Clementino da Silva","Nino Paraíba","https://s.glbimg.com/es/sde/f/2017/05/02/d14ab91bfca642dc286aec9f19adea15_FORMATO.png",68808,15,"PON","lat","Nulo",10.5,20.92,0.8,5.25,13,"Ponte Preta",3,16,4,26,64,26,4,3,2,5,1,NA,NA,NA,NA,NA,NA,NA
"237","Guilherme Costa Machado Silveira","Guilherme Costa","https://s.glbimg.com/es/sde/f/2017/04/06/ea33443d8c666f61b78424b726238c89_FORMATO.png",74081,15,"VAS","mei","Provável",0,5.2,-0.31,3.47,4,"Vasco",NA,2,NA,5,2,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"238","Alejandro Abraham Guerra Morales","Alejandro Guerra","https://s.glbimg.com/es/sde/f/2017/02/19/fa873321a36da270244cf230ac534a50_FORMATO.png",74213,15,"PAL","mei","Nulo",0,14.33,0,4.96,10,"Palmeiras",3,20,6,17,42,10,NA,1,2,7,4,NA,NA,NA,NA,NA,NA,NA
"239","Emerson dos Santos Silva","Emerson Silva","https://s.glbimg.com/es/sde/f/2016/05/20/32eec64b3753a7d9b1192df90028abc9_FORMATO.png",51299,15,"BOT","zag","Provável",0,6.08,0,6.5,1,"Botafogo",NA,2,1,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Leandro Donizete Gonçalves da Silva","Leandro Donizete","https://s.glbimg.com/es/sde/f/2017/05/02/7c58801a7248a49556b48b3d0b29ca4d_FORMATO.png",51318,15,"SAN","mei","Nulo",0,3.75,0,-0.17,6,"Santos",2,9,1,6,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Edigar Junio Teixeira Lima ","Edigar Junio","https://s.glbimg.com/es/sde/f/2017/02/21/707d81e3f025580fbfbb9ef89e2a6c4c_FORMATO.png",74271,15,"BAH","ata","Contundido",0,9.52,0,2.75,10,"Bahia",NA,14,2,16,19,4,NA,1,NA,5,2,1,NA,NA,NA,NA,NA,NA
"242","José Paolo Guerrero Gonzales","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2017/04/24/9f5565190d6c37e9959d0747a4ef6ea0_FORMATO.png",75295,15,"FLA","ata","Provável",12.6,13.8,2.2,6.15,10,"Flamengo",3,37,8,30,22,10,NA,8,2,9,5,NA,NA,NA,NA,NA,NA,NA
"243","Renato Adriano Jacó de Morais","Renato Cajá","https://s.glbimg.com/es/sde/f/2017/05/02/c6dd544b90a2c4194626f51e05b53b4e_FORMATO.png",51319,15,"PON","mei","Provável",0,6.79,-0.18,1.57,9,"Ponte Preta",1,9,7,7,27,7,NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA
"244","Rafael de Carvalho Santos","Rafael Santos","https://s.glbimg.com/es/sde/f/2017/07/04/d4c3bb98996ada75c9612e2a44894691_FORMATO.png",68822,15,"BAH","gol","Nulo",0,3,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","José Élber Pimentel da Silva","Élber","https://s.glbimg.com/es/sde/f/2016/04/29/26c6c8beefa35a5684da137e0e90f6dc_FORMATO.png",74140,15,"CRU","mei","Provável",0.9,4.77,-0.13,3.04,8,"Cruzeiro",NA,NA,4,12,12,3,NA,1,NA,3,1,1,NA,NA,NA,NA,NA,NA
"246","Walter Leandro Capeloza Artune","Walter","https://s.glbimg.com/es/sde/f/2017/04/20/196790f232d428bcd861ad55c55dd8cc_FORMATO.png",51413,15,"COR","gol","Nulo",0,6,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Sérgio Dutra Júnior","Júnior Dutra","https://s.glbimg.com/es/sde/f/2017/04/25/448f2fd931dfdfe48b3cb84ea4f0665a_FORMATO.png",68784,15,"AVA","ata","Provável",5.9,7.92,-0.3,4.83,9,"Avaí",NA,9,11,15,24,5,NA,1,1,4,2,2,NA,NA,NA,NA,NA,NA
"248","Renato de Araújo Chaves Júnior","Renato Chaves","https://s.glbimg.com/es/sde/f/2016/04/29/1ea275be2b3908677e2dc5d61a3c2995_FORMATO.png",68827,15,"FLU","zag","Contundido",0,3.32,0,-1.3,1,"Fluminense",NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Paulo Victor Mileo Vidotti","Paulo Victor","https://s.glbimg.com/es/sde/f/2017/07/19/429e3fc1b0f671fe9b25019c5f735f67_FORMATO.png",68873,15,"GRE","gol","Nulo",0,5,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Alison Lopes Ferreira","Alison","https://s.glbimg.com/es/sde/f/2016/05/01/5cbe20aa51d06aff64b21ed5d19bf070_FORMATO.png",73974,15,"SAN","mei","Nulo",1.9,3.61,0.26,1.3,6,"Santos",NA,5,NA,5,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Jorge de Moura Xavier","Jorginho","https://s.glbimg.com/es/sde/f/2017/04/28/24064c0ab4f724a2a4252d37f02b7223_FORMATO.png",77544,15,"ATL","mei","Provável",1.6,5.21,0.29,1.35,13,"Atlético-GO",1,18,2,25,48,15,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,NA
"252","Thomás Jaguaribe Bedinelli","Thomás","https://s.glbimg.com/es/sde/f/2017/06/13/bac4f7b0e6270fedb590658d950365b2_FORMATO.png",77551,15,"SPO","mei","Nulo",0,7.18,0,3.08,5,"Sport",NA,6,1,9,7,4,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"253","Francisco Rithely da Silva Sousa","Rithely","https://s.glbimg.com/es/sde/f/2016/05/01/c410c14470ebc6e02ab963212b89a17a_FORMATO.png",68834,15,"SPO","mei","Provável",4.1,11.39,-1.24,4.88,13,"Sport",2,20,10,17,41,31,NA,1,2,4,1,NA,NA,NA,NA,NA,NA,NA
"254","Roger de Carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2017/04/28/050f2523a89b53c80e67a8b25d407fea_FORMATO.png",51415,15,"ATL","zag","Provável",5.8,8.37,0.66,3.06,15,"Atlético-GO",NA,23,8,30,36,20,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"255","Leandro da Silva","Leandro Silva","https://s.glbimg.com/es/sde/f/2017/04/28/c86a46095a1f0ab0e29d11fbbb7e80a1_FORMATO.png",77529,15,"AVA","lat","Provável",9.2,8.65,1.64,2.74,14,"Avaí",1,19,6,12,69,19,5,2,1,4,NA,NA,NA,1,NA,NA,NA,NA
"256","Thiago Carleto Alves","Thiago Carleto","https://s.glbimg.com/es/sde/f/2017/05/15/e78cf3d6b6820ad71b0335abf0a64a0b_FORMATO.png",51700,15,"COR","lat","Nulo",-0.4,3.93,-1.1,4.23,3,"Coritiba",NA,3,NA,4,12,4,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"257","Yago Fernando da Silva","Yago","https://s.glbimg.com/es/sde/f/2017/05/02/30bd8e94c27dbf6a20661d6027251a81_FORMATO.png",77500,15,"PON","zag","Contundido",0,6,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Bruno Brígido de Oliveira","Bruno Brígido","https://s.glbimg.com/es/sde/f/2017/04/24/9375fdbbdc6ab66a27f8b4860036ebc1_FORMATO.png",77556,15,"COR","gol","Nulo",0,3.48,0,-2,1,"Coritiba",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Bruno Rodrigo Fenelon Palomo","Bruno Rodrigo","https://s.glbimg.com/es/sde/f/2017/04/23/d52f6bea6aa2f1491f7bd22855a3e821_FORMATO.png",51705,15,"GRE","zag","Nulo",0,5.11,0,-0.3,1,"Grêmio",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Madson Ferreira dos Santos","Madson","https://s.glbimg.com/es/sde/f/2017/04/06/e6c07b2728a78e64ae8c1ed0d4ce9d6a_FORMATO.png",78077,15,"VAS","lat","Provável",0.9,3.34,-1.21,2.12,4,"Vasco",NA,1,1,7,12,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Klever Rodrigo Gomes Rufino","Klever","https://s.glbimg.com/es/sde/f/2017/04/27/76d01b3a27b9f9546d7f9647da5829db_FORMATO.png",68884,15,"ATL","gol","Provável",-5,0.78,0.07,-6.65,2,"Atlético-GO",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,NA,NA
"262","Rodrigo Júnior Paula Silva","Digão","https://s.glbimg.com/es/sde/f/2017/07/20/060a33a5eed30bf74ad45b854beccf5a_FORMATO.png",68886,15,"CRU","zag","Nulo",0,6,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Welington Pereira Rodrigues","Gum","https://s.glbimg.com/es/sde/f/2016/04/29/0e6b421a8c0214078fd1f5854cce3874_FORMATO.png",68887,15,"FLU","zag","Contundido",0,7,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Jonathan Copete Valencia","Copete","https://s.glbimg.com/es/sde/f/2017/05/02/38284b2eba393aa675069aff35def330_FORMATO.png",77959,15,"SAN","ata","Provável",1.1,6.19,-0.06,3.1,11,"Santos",3,17,7,12,39,5,NA,6,NA,4,5,NA,NA,NA,NA,NA,NA,NA
"265","César Bernardo Dutra","César","https://s.glbimg.com/es/sde/f/2017/04/24/8a28cbc657b6535a81d1cbad583afa48_FORMATO.png",78086,15,"FLA","gol","Nulo",0,3,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Gustavo Henrique Vernes","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2017/05/02/ebaacf4dc046774b9b9f3003c35ba254_FORMATO.png",78248,15,"SAN","zag","Contundido",0,6,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Wellington Alves da Silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2017/01/13/890838d7b4008a35572bcd44dfafc6e0_FORMATO.png",68895,15,"FLU","ata","Nulo",0,9.16,0,3.16,5,"Fluminense",NA,3,2,8,14,3,NA,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"268","Eugenio Esteban Mena Reveco","Mena","https://s.glbimg.com/es/sde/f/2017/05/01/b7a4044c003473042da5143f01b9924e_FORMATO.png",77967,15,"SPO","lat","Provável",21.2,8.21,4.15,8.68,5,"Sport",2,13,NA,4,12,10,3,1,4,1,1,NA,NA,1,NA,NA,NA,NA
