atletas.nome,atletas.atleta_id,atletas.apelido,atletas.foto,atletas.rodada_id,atletas.clube_id,atletas.posicao_id,atletas.clube.id.full.name,atletas.status_id,atletas.pontos_num,atletas.preco_num,atletas.variacao_num,atletas.media_num,atletas.jogos_num,athletes.atletas.scout,PE,SG,FC,FS,I,RB,FD,A,G,FF,DD,CA,GS,FT,CV,PP,DP,GC,home_score,away_score,goals_dif,casa,opponent
Rodrigo Pimpão Viana,68901,Rodrigo Pimpão,https://s.glbimg.com/es/sde/f/2017/04/18/054a14cdfbb6abbdb2c8a8a75f0a9ee1_FORMATO.png,10,BOT,ata,Botafogo,Provável,1.8,6.54,0.14,2.21,10,0.0,7.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Avaí
Fernando Camilo Farias,62009,Camilo,https://s.glbimg.com/es/sde/f/2016/06/28/8a03ee3ad9899f775f55818fc2c7e956_FORMATO.jpeg,10,BOT,mei,Botafogo,Dúvida,1.9,9.66,-1.41,1.58,4,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Avaí
João Paulo Mior,72168,João Paulo,https://s.glbimg.com/es/sde/f/2017/04/17/6b2d599609eccc7671f1c4a23739c2d7_FORMATO.png,10,BOT,mei,Botafogo,Provável,0.0,2.59,0.0,1.29,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Avaí
Rodrigo Oliveira Lindoso,72362,Rodrigo Lindoso,https://s.glbimg.com/es/sde/f/2017/04/18/57ab5f981f4355a82d3d2f15ed01eb8e_FORMATO.png,10,BOT,mei,Botafogo,Provável,4.8,10.26,1.02,3.82,8,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Avaí
Roberto Junior Fernández Torres,74061,Gatito Fernández,https://s.glbimg.com/es/sde/f/2017/04/17/f87ed5808d28ef2d0446cae72617f143_FORMATO.png,10,BOT,gol,Botafogo,Provável,-4.0,19.2,-0.96,5.34,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Avaí
Arnaldo Manoel de Almeida,78497,Arnaldo,https://s.glbimg.com/es/sde/f/2017/05/19/ff6d87578b92fff5c4d0ff68a60fc859_FORMATO.png,10,BOT,lat,Botafogo,Provável,2.3,8.8,0.15,4.94,9,0.0,7.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Avaí
Victor Luis Chuab Zamblauskas,86410,Victor Luis,https://s.glbimg.com/es/sde/f/2017/04/18/9a9a735957f9522e9ffcf1664bd29a44_FORMATO.png,10,BOT,lat,Botafogo,Provável,3.0,12.4,-0.72,5.93,8,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Avaí
Igor Rabello da Costa,89493,Igor Rabello,https://s.glbimg.com/es/sde/f/2016/05/20/45658f95ac34e82da4d58cf9c77f2587_FORMATO.png,10,BOT,zag,Botafogo,Provável,-2.5,10.66,-1.09,4.36,10,0.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Avaí
Leandro Alves de Carvalho,89885,Leandrinho,https://s.glbimg.com/es/sde/f/2016/05/20/5f4b91fa5fbbd56dc1f2fe3f094cbb22_FORMATO.png,10,BOT,mei,Botafogo,Nulo,1.9,2.75,-0.25,1.9,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Avaí
Marcelo da Conceição Benevenuto Malaquias,95638,Marcelo,https://s.glbimg.com/es/sde/f/2017/04/18/bcd7b8ce7931a3995c1ac8aaacd657b5_FORMATO.png,10,BOT,zag,Botafogo,Nulo,7.6,4.94,0.86,4.0,3,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Avaí
Mauro Joel Carli,93414,Joel Carli,https://s.glbimg.com/es/sde/f/2016/05/20/6a298f9b1dd5a88146f9f926e4b91a1b_FORMATO.png,10,BOT,zag,Botafogo,Provável,0.0,9.19,0.0,2.73,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Avaí
Guilherme Augusto Vieira dos Santos,94207,Guilherme,https://s.glbimg.com/es/sde/f/2017/04/17/9b919498890d4bf28c289ff60c4e590e_FORMATO.png,10,BOT,ata,Botafogo,Nulo,-0.1,4.09,0.0,1.48,6,0.0,6.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Avaí
Matheus Fernandes Siqueira,94067,Matheus Fernandes,https://s.glbimg.com/es/sde/f/2017/04/18/f7747c09eac1f0aee06f02c37fa257b6_FORMATO.png,10,BOT,mei,Botafogo,Dúvida,0.0,4.77,0.0,3.4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Casa,Avaí
Wellington Pereira do Nascimento,38279,Wellington Paulista,https://s.glbimg.com/es/sde/f/2017/04/25/063a393c23a936c42fa8d9c6ee455747_FORMATO.png,10,CHA,ata,Chapecoense,Provável,0.9,10.6,0.18,3.19,10,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Atlético-MG
Luiz Diallison de Souza Alves,51042,Apodi,https://s.glbimg.com/es/sde/f/2017/04/24/287a66acd6363a7d660701c832982d75_FORMATO.png,10,CHA,lat,Chapecoense,Suspenso,1.5,6.93,0.1,2.13,10,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Atlético-MG
Luis Manuel Seijas Gunther,70742,Seijas,https://s.glbimg.com/es/sde/f/2017/05/14/6f1a3086afde752f257e478b7ddadf03_FORMATO.png,10,CHA,mei,Chapecoense,Nulo,0.0,7.21,0.0,3.08,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Atlético-MG
Victor Ramos Ferreira,63000,Victor Ramos,https://s.glbimg.com/es/sde/f/2017/04/25/b46cb463e6cdc67676c6fde0cbbdfdf9_FORMATO.png,10,CHA,zag,Chapecoense,Nulo,0.0,8.98,0.0,3.09,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Atlético-MG
Luiz Antonio de Souza Soares,74060,Luiz Antonio ,https://s.glbimg.com/es/sde/f/2017/04/24/470fd6292588f4385e9c32a3aeef091c_FORMATO.png,10,CHA,mei,Chapecoense,Provável,-2.8,8.22,-0.77,2.49,10,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Atlético-MG
Odair Souza ,79892,Nenén,https://s.glbimg.com/es/sde/f/2017/04/25/cf7dd5cb7c3b2349fc0a5145f894f495_FORMATO.png,10,CHA,mei,Chapecoense,Nulo,1.5,2.45,-0.36,1.37,7,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Atlético-MG
Arthur Caíke do Nascimento Cruz,80337,Arthur ,https://s.glbimg.com/es/sde/f/2017/04/24/56939ae4c18f332e1a3bb20305de4f33_FORMATO.png,10,CHA,ata,Chapecoense,Provável,1.2,9.96,-0.71,5.35,10,0.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Atlético-MG
Reinaldo Manoel da Silva,78850,Reinaldo,https://s.glbimg.com/es/sde/f/2017/04/25/e786acca731a4a88d0504f8b3802f4d8_FORMATO.png,10,CHA,lat,Chapecoense,Provável,2.1,11.99,0.27,3.9,10,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Atlético-MG
Jandrei Chitolina Carniel,86508,Jandrei,https://s.glbimg.com/es/sde/f/2017/05/04/e34c217d3230604bddf15c133fde3fd2_FORMATO.png,10,CHA,gol,Chapecoense,Provável,-2.3,3.9,-0.5,0.36,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Atlético-MG
Luiz Otávio da Silva Santos,86863,Luiz Otávio ,https://s.glbimg.com/es/sde/f/2017/04/25/239f4dc20386b0bc2988aa004f7c02b7_FORMATO.png,10,CHA,zag,Chapecoense,Provável,0.9,5.89,-0.11,2.18,8,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Atlético-MG
Lucas da Silva Izidoro,90634,Lucas Mineiro,https://s.glbimg.com/es/sde/f/2017/04/24/a585ecd4b08d42c62414a32c9103edc3_FORMATO.png,10,CHA,mei,Chapecoense,Provável,-1.6,1.93,-0.39,-0.8,2,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Atlético-MG
Andrei Girotto,83683,Andrei Girotto,https://s.glbimg.com/es/sde/f/2017/04/24/75c120b3c827f138e9e79637c43a710f_FORMATO.png,10,CHA,mei,Chapecoense,Provável,2.5,4.83,-0.22,1.99,9,0.0,3.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Atlético-MG
Fabrício Bruno Soares de Faria,90768,Fabrício Bruno,https://s.glbimg.com/es/sde/f/2017/04/24/c4a8873e3ad989db3e40b7149ed51789_FORMATO.png,10,CHA,zag,Chapecoense,Provável,-0.6,2.98,-1.02,-0.6,1,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Atlético-MG
Rosicley Pereira da Silva,81798,Rossi,https://s.glbimg.com/es/sde/f/2017/04/25/7961da883e6911bba84810f448b878e6_FORMATO.png,10,CHA,ata,Chapecoense,Provável,-0.3,8.02,-0.25,2.14,9,0.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Atlético-MG
Pedro Henrique Perotti,94286,Perotti,https://s.glbimg.com/es/sde/f/2017/04/25/9a67368382ccea91470efb3e85403f0b_FORMATO.png,10,CHA,ata,Chapecoense,Nulo,0.0,1.57,0.0,0.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Atlético-MG
Lourency do Nascimento Rodrigues,94249,Lourency,https://s.glbimg.com/es/sde/f/2017/04/24/31a53361a6013019b911ee81b38648a9_FORMATO.png,10,CHA,ata,Chapecoense,Nulo,-2.8,1.73,-1.27,-2.8,1,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Atlético-MG
Renato Dirnei Florêncio,38908,Renato,https://s.glbimg.com/es/sde/f/2017/05/02/ce9c1e5d21a2efec50dbdc2870d5a8c9_FORMATO.png,10,SAN,mei,Santos,Provável,5.8,7.54,1.29,1.93,9,0.0,5.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Sport
David Braz de Oliveira Filho,50317,David Braz,https://s.glbimg.com/es/sde/f/2017/05/02/7e17e0feab3ee583c5049f63df2c2771_FORMATO.png,10,SAN,zag,Santos,Provável,0.0,11.83,0.0,4.84,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Sport
Kayke Moreno de Andrade Rodrigues,50402,Kayke,https://s.glbimg.com/es/sde/f/2017/05/02/175b6e25643dfdf97032cd564bc4e5c4_FORMATO.png,10,SAN,ata,Santos,Provável,0.0,4.65,0.19,2.53,8,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Sport
Victor Ferraz Macedo,70046,Victor Ferraz,https://s.glbimg.com/es/sde/f/2016/05/01/58576d141c8216fac9dedb1df391d5e8_FORMATO.png,10,SAN,lat,Santos,Provável,-1.5,9.6,-1.46,4.23,8,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Sport
Leonardo Cittadini,70986,Léo Cittadini,https://s.glbimg.com/es/sde/f/2017/05/02/6694b4703f10f789b166d7ca4f6f764e_FORMATO.png,10,SAN,mei,Santos,Nulo,0.0,2.62,0.0,-0.25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Sport
Vanderlei Farias da Silva,62121,Vanderlei,https://s.glbimg.com/es/sde/f/2016/05/01/82e0b04b2f7623a1d61ffaff2e36a59c_FORMATO.png,10,SAN,gol,Santos,Provável,1.0,19.06,-2.07,9.46,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Sport
Vladimir Javier Hernández Rivero,72879,Vladimir Hernández,https://s.glbimg.com/es/sde/f/2017/02/19/f61c5d8d4580566cb1fa08020d2709ca_FORMATO.png,10,SAN,ata,Santos,Nulo,0.7,8.75,-0.13,1.63,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Sport
Jonathan Copete Valencia,77959,Copete,https://s.glbimg.com/es/sde/f/2017/05/02/38284b2eba393aa675069aff35def330_FORMATO.png,10,SAN,ata,Santos,Provável,-1.1,4.61,-2.54,1.18,8,0.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Sport
Jean Mota Oliveira de Sousa,78548,Jean Mota,https://s.glbimg.com/es/sde/f/2017/05/02/6f250e3510eb4a5cf33223d20befd72c_FORMATO.png,10,SAN,mei,Santos,Provável,3.9,4.41,0.65,2.66,9,0.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Sport
Vitor Frezarin Bueno,87552,Vitor Bueno,https://s.glbimg.com/es/sde/f/2016/05/01/6a51ac71a5e8a928c9cf1b71c2db243b_FORMATO.png,10,SAN,mei,Santos,Nulo,0.5,9.43,0.08,1.66,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Sport
Thiago Maia Alencar,89637,Thiago Maia,https://s.glbimg.com/es/sde/f/2016/05/01/1b2976ce2cacc26f8141ace470b05928_FORMATO.png,10,SAN,mei,Santos,Nulo,3.0,7.99,-0.14,3.37,9,0.0,7.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Sport
Bruno Henrique Pinto,90285,Bruno Henrique,https://s.glbimg.com/es/sde/f/2017/02/19/6fc23a37c23198ad6b9da39da99ad82b_FORMATO.png,10,SAN,ata,Santos,Provável,1.4,12.33,-1.3,3.8,9,0.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Sport
Fabián Ariel Noguera,95837,Fabián Noguera,https://s.glbimg.com/es/sde/f/2017/05/02/90ea91f7ba7a3941f90047a0aca02c82_FORMATO.png,10,SAN,zag,Santos,Nulo,4.5,3.76,0.27,4.75,2,0.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Sport
Lucas Rafael Araujo Lima,80583,Lucas Lima,https://s.glbimg.com/es/sde/f/2017/05/02/acb1d4777b6e76d3ca67054da81d0c42_FORMATO.png,10,SAN,mei,Santos,Provável,-0.1,3.13,-0.6,0.68,5,0.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Sport
Lucas Veríssimo da Silva,93368,Lucas Veríssimo,https://s.glbimg.com/es/sde/f/2017/05/02/0198bbb1258bc8a618b6ef67781a60a6_FORMATO.png,10,SAN,zag,Santos,Provável,5.1,6.76,0.28,3.98,10,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Casa,Sport
Ebert Willian Amâncio,37646,Betão,https://s.glbimg.com/es/sde/f/2017/04/28/892740eaee3f590710c5572d2e84bbd1_FORMATO.png,10,AVA,zag,Avaí,Provável,5.0,6.69,0.92,2.06,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Fora,Botafogo
Juan Maldonado Jaimez Júnior,37705,Juan,https://s.glbimg.com/es/sde/f/2017/06/07/4171a633f759e859ac04b9293992adf3_FORMATO.png,10,AVA,mei,Avaí,Provável,1.7,4.95,0.14,1.96,7,0.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Fora,Botafogo
Gustavo Franchin Schiavolin,37840,Gustavo,https://s.glbimg.com/es/sde/f/2017/04/28/1a067ab1f5585036fbe91443094ed603_FORMATO.png,10,AVA,zag,Avaí,Nulo,0.0,4.14,0.0,-0.6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Fora,Botafogo
Maicon Douglas Sisenando,38748,Maicon,https://s.glbimg.com/es/sde/f/2017/05/31/ef02f85ca8a5590abd7f361e7b0dd858_FORMATO.png,10,AVA,lat,Avaí,Nulo,0.0,4.72,0.0,-6.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Fora,Botafogo
Sérgio Dutra Júnior,68784,Júnior Dutra,https://s.glbimg.com/es/sde/f/2017/04/25/448f2fd931dfdfe48b3cb84ea4f0665a_FORMATO.png,10,AVA,ata,Avaí,Nulo,3.5,6.15,-0.27,2.55,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Fora,Botafogo
Willians dos Santos Santana,60787,Willians,https://s.glbimg.com/es/sde/f/2017/06/07/e24d137ff5aa2e79299e85cf581744a1_FORMATO.png,10,AVA,ata,Avaí,Nulo,0.0,3.23,0.0,0.23,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Fora,Botafogo
Mauricio Kozlinski,72595,Mauricio Kozlinski,https://s.glbimg.com/es/sde/f/2017/04/28/9ab574fbf640f6bd28542bd1d9305d6f_FORMATO.png,10,AVA,gol,Avaí,Nulo,0.0,8.1,0.0,3.1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Fora,Botafogo
Airton Tirabassi,72297,Airton ,https://s.glbimg.com/es/sde/f/2017/05/25/444e9d8df7c89d942e244f428e32811c_FORMATO.png,10,AVA,zag,Avaí,Provável,5.8,2.11,1.11,3.4,2,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Fora,Botafogo
Lázaro Luan Scapolan,72565,Luan,https://s.glbimg.com/es/sde/f/2017/04/28/ec0b73e82977113f481334a7e16633d8_FORMATO.png,10,AVA,mei,Avaí,Provável,0.0,5.89,-0.31,2.2,9,0.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Fora,Botafogo
Leandro da Silva,77529,Leandro Silva,https://s.glbimg.com/es/sde/f/2017/04/28/c86a46095a1f0ab0e29d11fbbb7e80a1_FORMATO.png,10,AVA,lat,Avaí,Provável,5.5,7.4,1.24,1.81,9,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Fora,Botafogo
Diego Barbosa Tavares,83869,Diego Tavares,https://s.glbimg.com/es/sde/f/2017/05/17/c261da9d51b45bfbc208b291429eb1f8_FORMATO.png,10,AVA,lat,Avaí,Nulo,3.9,6.58,0.43,2.77,8,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Fora,Botafogo
Douglas Alan Schuck Friedrich,78584,Douglas Friedrich,https://s.glbimg.com/es/sde/f/2017/04/25/f36c749de572dbbaf8a43b8b71309942_FORMATO.png,10,AVA,gol,Avaí,Provável,18.5,7.15,3.15,18.5,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Fora,Botafogo
Judson Silva Tavares,84691,Judson,https://s.glbimg.com/es/sde/f/2017/04/28/5423c8443b5f4d0ce027e1d31b9aa3ff_FORMATO.png,10,AVA,mei,Avaí,Provável,0.5,4.2,0.38,1.34,9,0.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Fora,Botafogo
Edson Carlos Santos Lima Junior,86874,Capa,https://s.glbimg.com/es/sde/f/2017/04/28/4a0d17271060eaf419c78016735076ee_FORMATO.png,10,AVA,lat,Avaí,Provável,5.3,11.35,0.96,4.2,10,0.0,7.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Fora,Botafogo
Tagueu Tadjo Diederrick Joel,82787,Joel,https://s.glbimg.com/es/sde/f/2017/06/22/5c80b78fe327f41b3b8afc79d10defed_FORMATO.png,10,AVA,ata,Avaí,Provável,15.7,5.51,3.15,3.84,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Fora,Botafogo
Romulo dos Santos de Souza,89696,Romulo,https://s.glbimg.com/es/sde/f/2017/04/28/039439859f768160af8a4dc5be23db1b_FORMATO.png,10,AVA,ata,Avaí,Provável,3.7,10.71,0.21,3.75,10,0.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Fora,Botafogo
Pedro Henrique de Castro Silva,78840,Pedro Castro,https://s.glbimg.com/es/sde/f/2017/06/09/95ff53b7b15a7d6719bae7807804fc39_FORMATO.png,10,AVA,mei,Avaí,Provável,7.4,2.86,1.4,1.56,5,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,Fora,Botafogo
Márcio Rodrigues Araújo,38311,Márcio Araújo,https://s.glbimg.com/es/sde/f/2017/04/24/034006de65f23dc6ad944d4cbe1fd5d4_FORMATO.png,10,FLA,mei,Flamengo,Provável,4.0,8.08,0.2,2.25,10,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Bahia
Diego Ribas da Cunha,38909,Diego,https://s.glbimg.com/es/sde/f/2017/04/24/98708ecaf48555700b1ca390667c77fb_FORMATO.png,10,FLA,mei,Flamengo,Provável,-1.8,19.23,-3.6,6.2,7,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Bahia
