"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","FT","PE","RB","SG","I","CV","DD","GS","G","PP","DP","GC"
"731","Ygor Nogueira de Paula","Nogueira","https://s.glbimg.com/es/sde/f/2017/07/25/2a4e33bf350856d717b1e30a45f433b7_FORMATO.png",91815,27,"FLU","zag","Nulo",4.8,2.58,0.74,0.89,9,"Fluminense",NA,3,7,3,NA,7,1,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","Caíque França Godoy","Caíque França","https://s.glbimg.com/es/sde/f/2017/04/19/02fc5dc63c312d6868d30a24d373ba30_FORMATO.png",91808,27,"COR","gol","Nulo",0,2,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","Lucas Oliveira de França","Lucas França","https://s.glbimg.com/es/sde/f/2017/04/22/c63baf2496083057957e4f2bd2ac3847_FORMATO.png",93869,27,"CRU","gol","Nulo",0,3,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","Adryelson Shawann Lima Silva","Adryelson","https://s.glbimg.com/es/sde/f/2016/05/01/486323894355978b9458b0d2217d92bf_FORMATO.png",91664,27,"SPO","zag","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","Edson Fernandes Botelho Júnior","Edson Júnior","https://s.glbimg.com/es/sde/f/2017/08/22/d2a7cd8500c44b31e1efb2f520d40482_FORMATO.png",93956,27,"ATL","ata","Nulo",0,2,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","José Ivaldo Almeida Silva","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2017/04/23/fbf5dd33aaec3e3709c4449e36790a17_FORMATO.png",91866,27,"ATL","zag","Nulo",0,1.97,0,2.86,5,"Atlético-PR",NA,2,5,1,NA,NA,NA,7,7,2,NA,NA,NA,NA,NA,NA,NA,NA
"737","Luis Ángel Salazar Cuesta","Salazar","https://s.glbimg.com/es/sde/f/2017/04/28/54e5ebd574f6ef20650d90d7e32baf44_FORMATO.png",93986,27,"AVA","zag","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","Adniellyson da Silva Oliveira","Silva","https://s.glbimg.com/es/sde/f/2017/04/27/44c5ab48a8a0e8c7c33de52bdb5af46b_FORMATO.png",91917,27,"ATL","mei","Nulo",0,2.11,0,0.8,10,"Atlético-GO",NA,2,22,NA,1,8,NA,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","Matheus Fernandes Siqueira","Matheus Fernandes","https://s.glbimg.com/es/sde/f/2017/04/18/f7747c09eac1f0aee06f02c37fa257b6_FORMATO.png",94067,27,"BOT","mei","Suspenso",0.5,4.92,-0.78,3.8,17,"Botafogo",NA,3,21,1,7,17,NA,33,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","Lucas da Silva Rocha","Lucas Rocha","https://s.glbimg.com/es/sde/f/2017/07/11/de8c5e7398d3dece81fa05f35abe0764_FORMATO.png",94119,27,"VAS","zag","Nulo",0,2.99,0,3.95,2,"Vasco",NA,NA,1,NA,NA,3,NA,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"741","Lucas Ribamar Lopes dos Santos Bibiano","Ribamar","https://s.glbimg.com/es/sde/f/2017/07/20/6894ec593555b4c947a6ced0d1bf01c4_FORMATO.png",94068,27,"ATL","ata","Dúvida",2.9,6.72,0.71,3.28,10,"Atlético-PR",NA,1,11,6,8,19,1,8,3,NA,6,NA,NA,NA,2,NA,NA,NA
"742","Diego Gomes dos Santos","Diego Gomes","https://s.glbimg.com/es/sde/f/2017/05/02/c6169204fbfca94a9affdd9de721a72c_FORMATO.png",94045,27,"SAN","mei","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","Edimar Ribeiro da Costa Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/08/30/645c1110c278efad455b4d7220e4bdbc_FORMATO.png",94445,27,"SPO","ata","Dúvida",0,0.8,0.02,-0.5,10,"Sport",NA,1,10,1,3,4,NA,11,1,NA,3,NA,NA,NA,NA,NA,NA,NA
"744","Lucas Marques de Oliveira","Lucas Marques","https://s.glbimg.com/es/sde/f/2017/04/24/4c115f9e09a83e602fdd887b5915ae16_FORMATO.png",91973,27,"CHA","mei","Contundido",0,3.64,0,3.78,11,"Chapecoense",1,3,18,1,5,6,1,35,16,NA,NA,NA,NA,NA,3,NA,NA,NA
"745","Felipe dos Reis Pereira Vizeu do Carmo","Felipe Vizeu","https://s.glbimg.com/es/sde/f/2017/08/16/140c5ea3e34ec32fead4a646cbe63642_FORMATO.jpeg",94138,27,"FLA","ata","Nulo",0,3.5,0,2.11,10,"Flamengo",NA,NA,9,4,4,8,1,6,3,NA,NA,NA,NA,NA,1,NA,NA,NA
"746","João Paulo Queiroz Moraes","João Paulo","https://s.glbimg.com/es/sde/f/2017/07/28/baf6b3a2aba751886b94cf3505101d09_FORMATO.png",91972,27,"BAH","ata","Nulo",0,3.35,0,2.55,9,"Bahia",NA,1,4,3,5,12,NA,5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"747","Thallyson Gabriel Lobo Seabra","Thallyson","https://s.glbimg.com/es/sde/f/2017/02/14/3e158bd1bb119b3c60c1c2d557560d42_FORMATO.png",94144,27,"SPO","mei","Nulo",0,0.83,0,0.48,15,"Sport",NA,3,15,NA,1,8,NA,17,8,NA,1,NA,NA,NA,1,NA,NA,NA
"748","Gabriel Félix dos Santos","Gabriel Félix","https://s.glbimg.com/es/sde/f/2017/04/06/54685bfd304a178fd3107aaf6fb0db2f_FORMATO.png",92057,27,"VAS","gol","Nulo",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","Maycon de Andrade Barberan","Maycon","https://s.glbimg.com/es/sde/f/2017/04/28/66122f2239f4f742f47cf5008882313f_FORMATO.png",94154,27,"COR","mei","Provável",0.4,7.89,-0.35,2.87,26,"Corinthians",3,NA,15,6,15,12,NA,82,36,NA,NA,NA,NA,NA,1,NA,NA,NA
"750","Guilherme Augusto Vieira dos Santos","Guilherme","https://s.glbimg.com/es/sde/f/2017/04/17/9b919498890d4bf28c289ff60c4e590e_FORMATO.png",94207,27,"BOT","ata","Provável",5,7.02,-0.6,3.77,21,"Botafogo",1,1,16,8,11,34,1,49,18,NA,NA,NA,NA,NA,4,NA,NA,NA
"751","Leonardo Campos Duarte da Silva","Léo Duarte","https://s.glbimg.com/es/sde/f/2017/08/22/a3d5b1c1beaed6275d0c2a3e0b2748ed_FORMATO.jpeg",94214,27,"FLA","zag","Nulo",0,3.24,0,4.2,1,"Flamengo",NA,NA,2,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"752","Jair Ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2017/04/23/2fb7d8d8b307b409308c2dfefeace799_FORMATO.png",92180,27,"BOT","tec","Provável",3.85,12.3,0.14,4.34,27,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","José Carlos Ferreira Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/09/04/19704caddfab14aadf71ca75df321f57_FORMATO.jpeg",92182,27,"PAL","zag","Provável",-1.4,8.41,-0.87,2.87,16,"Palmeiras",2,4,20,3,2,8,NA,34,21,4,NA,NA,NA,NA,NA,NA,NA,NA
"754","Pedro Henrique Perotti","Perotti","https://s.glbimg.com/es/sde/f/2017/04/25/9a67368382ccea91470efb3e85403f0b_FORMATO.png",94286,27,"CHA","ata","Nulo",0,1.8,0,0.9,2,"Chapecoense",NA,NA,2,NA,1,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","Lucas Ferreira Amaral","Lucas Ferreira","https://s.glbimg.com/es/sde/f/2016/05/01/a38c7b2a46cf04e24085ad1f45ce78bc_FORMATO.png",94147,27,"SPO","gol","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","Mário Sérgio Pereira Junior","Mário","https://s.glbimg.com/es/sde/f/2017/02/21/1242841d640e4683a423b3f381264bd0_FORMATO.png",92084,27,"BAH","ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","Caíque Luiz Santos da Purificação","Caíque","https://s.glbimg.com/es/sde/f/2017/05/28/bd5b4ba3004a61c7aee152418fb5f62f_FORMATO.png",92207,27,"VIT","gol","Provável",2,4.45,1.36,2.18,5,"Vitória",1,2,2,NA,NA,1,NA,2,NA,NA,NA,NA,9,8,NA,NA,NA,NA
"758","Devid de Santana Silva","Devid","https://s.glbimg.com/es/sde/f/2017/04/28/7f5898b6f55d8d2c22bc2f9fd72c1067_FORMATO.png",94105,27,"AVA","ata","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","Wallace Lucas Aires da Silva","Wallace","https://s.glbimg.com/es/sde/f/2016/05/01/ed088654406f3682c5c4ea8dbaae2b52_FORMATO.png",92078,27,"SPO","ata","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","Mateus Norton Gomes Chaves","Mateus Norton","https://s.glbimg.com/es/sde/f/2017/07/25/cb48a350eba3ed301233b7101cab6d8b_FORMATO.png",94336,27,"FLU","mei","Nulo",0,0.79,0,0.12,8,"Fluminense",NA,3,5,NA,1,4,NA,17,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","Ravanelli Ferreira dos Santos","Ravanelli","https://s.glbimg.com/es/sde/f/2017/05/02/8f0af7ca793a5e7d64717b42fa7dc181_FORMATO.png",92193,27,"PON","mei","Nulo",0,8.16,0,2.37,3,"Ponte Preta",1,NA,1,NA,1,7,NA,15,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"762","Lucas Lovat","Lucas Lovat","https://s.glbimg.com/es/sde/f/2017/05/17/fc2567ecebd5db9e5f21e72ef3cbd9e5_FORMATO.png",92501,27,"AVA","lat","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","Pedro Guilherme Abreu dos Santos","Pedro","https://s.glbimg.com/es/sde/f/2017/07/25/eb7be7be185d6f7421dbf30f71453757_FORMATO.png",94583,27,"FLU","ata","Nulo",0,4.04,0,1.82,7,"Fluminense",NA,1,7,2,2,8,NA,6,3,NA,1,NA,NA,NA,1,NA,NA,NA
"764","Douglas Augusto Soares Gomes","Douglas","https://s.glbimg.com/es/sde/f/2017/07/25/5f38b5914e4d18ddac95fe844a6090fc_FORMATO.png",92497,27,"FLU","mei","Suspenso",2.3,3.67,0.55,1.3,6,"Fluminense",NA,3,12,1,1,4,NA,20,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","Raphael Cavalcante Veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2017/04/18/7f93c8857d2480594a996b33e07528f7_FORMATO.png",94509,27,"PAL","mei","Nulo",0,3.54,0,0.39,11,"Palmeiras",1,3,8,1,4,10,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","Rafaelson Bezerra Fernandes","Rafaelson","https://s.glbimg.com/es/sde/f/2017/08/30/61a6ee575777488ca45219d75596aab6_FORMATO.png",92614,27,"VIT","ata","Nulo",0,1.54,0,-0.43,4,"Vitória",NA,1,10,2,3,2,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","Matheus dos Santos Batista","Batista","https://s.glbimg.com/es/sde/f/2017/08/15/76bdfe4e053884bad9ca5860489d4d69_FORMATO.png",92504,27,"GRE","ata","Nulo",0,2.24,0,1.4,1,"Grêmio",NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","Kaio Silva Mendes","Kaio","https://s.glbimg.com/es/sde/f/2016/04/30/a83b6e7bb6661dbbb2b8c85d3afc4b48_FORMATO.png",92574,27,"GRE","mei","Nulo",0,4.29,0,2.98,4,"Grêmio",NA,1,7,2,1,15,NA,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","Claudio Luiz Rodrigues Parise Leonel","Claudinho","https://s.glbimg.com/es/sde/f/2017/06/01/7214c13dbff3a0e34d7a62814d535aa2_FORMATO.png",92630,27,"PON","ata","Nulo",0,0.79,0,-0.13,11,"Ponte Preta",NA,1,12,2,6,6,NA,17,2,NA,2,NA,NA,NA,NA,NA,NA,NA
"770","Matheus Phillipe Coutinho Gomes","Matheus Phillipe","https://s.glbimg.com/es/sde/f/2017/07/25/77a976e134e8bdb2f89d8c6960e4a2e6_FORMATO.png",92438,27,"FLU","gol","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","Jonatan David Gomez Ospina","Jonatan Gomez","https://s.glbimg.com/es/sde/f/2017/06/27/500860f593a723ac171bd25de5474397_FORMATO.png",94857,27,"SAO","mei","Nulo",3.9,4.22,0.65,0.28,10,"São Paulo",NA,2,21,2,5,15,NA,29,8,NA,1,NA,NA,NA,NA,NA,NA,NA
"772","Denilson dos Santos de Souza","Denilson","https://s.glbimg.com/es/sde/f/2017/06/07/a960f52cf5f9b283c91b4ed4eb49d4e6_FORMATO.jpeg",92662,27,"GRE","zag","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","Ronaldo da Silva Souza","Ronaldo","https://s.glbimg.com/es/sde/f/2017/09/07/4f170a7b0fd01d4280fd63a544dde01f_FORMATO.png",92981,27,"ATL","mei","Provável",0.3,3.29,-0.4,5.96,5,"Atlético-GO",NA,1,8,NA,1,4,NA,7,16,NA,NA,NA,NA,NA,1,NA,NA,NA
"774","Deyverson Brum Silva Acosta","Deyverson","https://s.glbimg.com/es/sde/f/2017/09/04/03b2e1a6f53171bc2a6aea4cea393821_FORMATO.jpeg",92708,27,"PAL","ata","Provável",-1.2,7.7,-0.41,3.83,12,"Palmeiras",2,1,31,6,5,40,NA,36,9,NA,2,NA,NA,NA,3,1,NA,NA
"775","João Victor da Vitória Fernandes","Capixaba","https://s.glbimg.com/es/sde/f/2016/07/07/6d9964a0f815acd56932767b61858c13_FORMATO.png",94894,27,"ATL","ata","Nulo",0,0.87,0,0.4,1,"Atlético-MG",NA,NA,1,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","Lucas Fernandes da Silva","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2016/05/01/0a47d84040286532fb5d90cc746b49b3_FORMATO.png",94931,27,"SAO","mei","Provável",2.1,4.27,-0.42,2.29,13,"São Paulo",NA,2,8,5,7,11,NA,14,11,NA,NA,NA,NA,NA,1,NA,NA,NA
"777","César de São José Morais","César","https://s.glbimg.com/es/sde/f/2017/04/25/6da76c24ea8925abba30757a28a54aae_FORMATO.png",94854,27,"ATL","lat","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","Mateus da Silva Vital Assumpção","Mateus Vital","https://s.glbimg.com/es/sde/f/2017/04/24/fde017fc32efb6582710007242bff4d4_FORMATO.png",93108,27,"VAS","mei","Provável",0.6,8.84,-0.13,3.34,23,"Vasco",2,1,16,12,7,46,NA,43,25,NA,2,NA,NA,NA,1,NA,NA,NA
"779","Luis Antônio da Rocha Júnior","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2017/07/28/3c67fd5bc97b298b018e4be018b27485_FORMATO.png",94968,27,"BAH","lat","Provável",0.2,2.26,-0.02,2.9,8,"Bahia",NA,2,12,NA,1,10,NA,21,14,2,NA,NA,NA,NA,NA,NA,NA,NA
"780","Deijair dos Santos Nunes","Deijair ","https://s.glbimg.com/es/sde/f/2017/02/21/78e66c5df2b907d4d815509e312cf19f_FORMATO.png",94966,27,"BAH","gol","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","Vinicius José Paixão de Oliveira Junior","Vinicius Junior","https://s.glbimg.com/es/sde/f/2017/08/22/0d561ddc8dda735fc3ab96a8866e90d0_FORMATO.jpeg",99535,27,"FLA","ata","Contundido",0,2.87,0,1.56,18,"Flamengo",1,2,12,7,7,16,1,28,3,NA,6,NA,NA,NA,2,NA,NA,NA
"782","Lucas Veríssimo da Silva","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2017/05/02/0198bbb1258bc8a618b6ef67781a60a6_FORMATO.png",93368,27,"SAN","zag","Provável",4.6,8.31,0.16,4.29,24,"Santos",NA,6,18,6,5,14,NA,38,26,15,1,NA,NA,NA,NA,NA,NA,NA
"783","Lucas Emanoel Leite Romão","Lucão","https://s.glbimg.com/es/sde/f/2017/04/22/913ef9074a98f2725e2f2cd12d43f7db_FORMATO.png",94962,27,"CRU","gol","Nulo",0,1,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","Everson Bispo Pereira","Everson","https://s.glbimg.com/es/sde/f/2017/07/04/87c22a7d1e8a2451375d85c6c9d68df9_FORMATO.png",91929,27,"BAH","zag","Nulo",0,1.76,0,0.8,1,"Bahia",NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","Aderllan Leandro de Jesus Santos","Aderllan Santos","https://s.glbimg.com/es/sde/f/2017/07/20/7efccafc0e0c165bd5e9036a50890fbc_FORMATO.png",93296,27,"SAO","zag","Nulo",0,6,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","Lucas Henrique dos Santos","Luquinhas","https://s.glbimg.com/es/sde/f/2017/07/25/62b49e3ba4744a1658b2d570e24c046c_FORMATO.png",95263,27,"FLU","mei","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","Bruno Cesar Xavier Sislo","Bruno Xavier","https://s.glbimg.com/es/sde/f/2017/09/12/af20dea8b6143f0705dd30ad937ed4c1_FORMATO.png",95288,27,"SPO","mei","Nulo",0,0.79,0,-1.1,1,"Sport",NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","Augusto de Souza Silva","Augusto","https://s.glbimg.com/es/sde/f/2017/04/18/4e94d8b6d0b298c84f952ecfac2c11eb_FORMATO.png",93378,27,"PAL","zag","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","Leonardo Peixoto Principe","Léo Principe","https://s.glbimg.com/es/sde/f/2017/04/23/e35ffb8313b5c8808ee460300af5bb39_FORMATO.png",94765,27,"COR","lat","Nulo",-1.2,2.55,-0.55,2.33,3,"Corinthians",NA,NA,5,NA,NA,3,NA,7,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"790","Mauro Joel Carli","Joel Carli","https://s.glbimg.com/es/sde/f/2016/05/20/6a298f9b1dd5a88146f9f926e4b91a1b_FORMATO.png",93414,27,"BOT","zag","Provável",6.2,9.55,1.09,2.14,18,"Botafogo",2,8,26,1,4,11,NA,44,17,5,1,NA,NA,NA,1,NA,NA,NA
"791","Luís Fernando Santos da Conceição","Luís Fernando","https://s.glbimg.com/es/sde/f/2017/02/21/f8d269154cfbc785e5f87f026e341b3a_FORMATO.png",94971,27,"BAH","mei","Nulo",0,3,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","Yan Matheus Santos Souza","Yan","https://s.glbimg.com/es/sde/f/2017/05/11/eb94eeb460306451c24553f35509e933_FORMATO.png",93146,27,"PAL","mei","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","Thalis Henrique Cantanhede","Thalis ","https://s.glbimg.com/es/sde/f/2017/04/03/a4b96c74f796865cee82e21548874cc4_FORMATO.png",95022,27,"ATL","mei","Nulo",0,0.81,0,0.2,1,"Atlético-MG",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","Guilherme Henrique Silva Nogueira","Guilherme",NA,93490,27,"PON","gol","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","Rodrigo Nascimento França ","Rodrigo Becão","https://s.glbimg.com/es/sde/f/2017/07/28/c0a3691e5410ad12c87b07891777aba3_FORMATO.png",93369,27,"BAH","zag","Nulo",1.4,3.41,-0.84,2.46,8,"Bahia",NA,1,6,1,2,6,NA,9,10,1,NA,NA,NA,NA,NA,NA,NA,NA
"796","Igor Henrique Martins Machado","Igor","https://s.glbimg.com/es/sde/f/2017/04/27/1869f3cf1e00c12ad0d7b7f267efd47e_FORMATO.png",93551,27,"ATL","mei","Contundido",0,4.11,0,2.07,19,"Atlético-GO",1,8,59,8,10,29,NA,46,34,NA,3,NA,NA,NA,1,NA,NA,NA
"797","Peterson Silvino da Cruz","Peu","https://s.glbimg.com/es/sde/f/2017/07/25/a5c72908fbb4a7ab1dd71e0511ddb5ee_FORMATO.png",93739,27,"FLU","ata","Nulo",0.5,1.16,0.08,0.94,8,"Fluminense",NA,NA,3,2,1,3,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","Domilson Cordeiro dos Santos","Dodô","https://s.glbimg.com/es/sde/f/2017/04/24/65670cbd709a8dd38cea2f806b28576c_FORMATO.png",94985,27,"COR","lat","Provável",0,8.07,0,2.75,13,"Coritiba",NA,3,20,2,3,8,NA,51,20,5,NA,NA,NA,NA,NA,NA,NA,NA
"799","Reinaldo Lenis Montes","Lenis","https://s.glbimg.com/es/sde/f/2017/08/30/7adc9adf83ac7be0281deb37aa202be1_FORMATO.png",93746,27,"SPO","ata","Nulo",8.7,5.14,0.97,3.13,14,"Sport",3,3,12,3,5,19,NA,26,10,NA,1,NA,NA,NA,2,NA,NA,NA
"800","Wildson Silva de Melo","Índio","https://s.glbimg.com/es/sde/f/2017/05/11/4fd214518b14eb3d936a1bb566f6945f_FORMATO.png",95180,27,"SPO","ata","Nulo",0,2.26,0,3.7,1,"Sport",NA,NA,NA,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","Alan Cardoso de Andrade","Alan Cardoso","https://s.glbimg.com/es/sde/f/2017/05/24/7fd89a2cf130263868b36903498c1059_FORMATO.png",93785,27,"VAS","lat","Nulo",0,1.21,0,-1.3,1,"Vasco",NA,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","Nicolas Vichiatto da Silva","Nicolas","https://s.glbimg.com/es/sde/f/2017/04/23/056a95089efcf92df7bb3f732a875306_FORMATO.png",95127,27,"ATL","lat","Nulo",0,3.55,0,0.76,5,"Atlético-PR",NA,1,5,NA,NA,NA,NA,17,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"803","Andrey Ramos do Nascimento","Andrey","https://s.glbimg.com/es/sde/f/2017/04/06/f30ccd95961eb8e4131995d63a8fcc34_FORMATO.png",93787,27,"VAS","mei","Nulo",0,1.43,0,2.38,4,"Vasco",NA,1,1,NA,6,5,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","Evander da Silva Ferreira","Evander","https://s.glbimg.com/es/sde/f/2017/04/06/2df6998f5d8a75cf5337b55ad525fd7d_FORMATO.png",93788,27,"VAS","mei","Nulo",0,1.26,0,0.07,4,"Vasco",NA,1,3,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","Caio Monteiro Costa","Caio Monteiro","https://s.glbimg.com/es/sde/f/2017/04/06/1be1912d42afdf3054cbab8eb7709907_FORMATO.png",93789,27,"VAS","ata","Nulo",0,2.53,0,4.1,2,"Vasco",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"806","Waltenecir da Silva Ramos Júnior","Júnior Ramos","https://s.glbimg.com/es/sde/f/2017/02/21/f383d4a15e59c944585c2931a507d422_FORMATO.png",95054,27,"BAH","mei","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807","Onitlasi Júnior de Moraes Rodrigues","Moraes","https://s.glbimg.com/es/sde/f/2017/04/24/f4c96c6b48180d485af9f86fa6068922_FORMATO.png",95058,27,"FLA","lat","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","Luis Guilherme Castro de Melo","Luis Guilherme","https://s.glbimg.com/es/sde/f/2017/04/25/f29f6e2b42f604bc517f157512d669f6_FORMATO.png",95023,27,"ATL","ata","Nulo",0,2,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","Marcio Antonio de Sousa Júnior","Marcinho","https://s.glbimg.com/es/sde/f/2017/05/25/27b1b870560cc8ddfeb933e48b232bb5_FORMATO.png",95332,27,"SAO","ata","Nulo",0,4.17,0,1.29,22,"São Paulo",2,3,27,7,11,23,NA,75,11,NA,1,NA,NA,NA,2,NA,NA,NA
"810","Alison Henrique Mira","Alison","https://s.glbimg.com/es/sde/f/2017/09/07/33d26342eeaa5a54210dda2ffe6ccb05_FORMATO.png",93806,27,"ATL","ata","Nulo",0,1.87,0,0.9,2,"Atlético-GO",NA,NA,2,1,1,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","Gustavo Marcelo Cardoso Soares","Índio","https://s.glbimg.com/es/sde/f/2017/04/24/f40e8a88ce85dc28ee0a123c0052d946_FORMATO.png",95315,27,"COR","ata","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","Matheus Sousa de Jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2017/07/24/650f2b1055213cf87ff282bf2f4a271b_FORMATO.png",95335,27,"SAN","mei","Provável",7.6,4.55,1.34,2.6,3,"Santos",NA,1,1,1,NA,3,NA,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
