"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","FT","G","PE","RB","I","SG","CV","DD","GS","PP","DP","GC"
"503","Leonardo Natel Vieira","Léo Natel","https://s.glbimg.com/es/sde/f/2017/05/24/2a8d67ff31bfc2ad352d55926c1b6556_FORMATO.png",98952,29,"SAO","ata","Nulo",0,0.92,0,0.5,1,"São Paulo",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Fernando Galhardo Borges","Fernandinho","https://s.glbimg.com/es/sde/f/2017/05/15/0d7fcc5d70203442a40e54487804a4f8_FORMATO.png",72150,29,"PON","lat","Nulo",0,5.26,0,2.43,4,"Ponte Preta",NA,1,3,NA,NA,NA,1,NA,9,2,2,2,NA,NA,NA,NA,NA,NA
"505","Uillian Correia Granemann","Uillian Correia","https://s.glbimg.com/es/sde/f/2017/04/01/f5509c6e7e2831171a293b2e8b83e1bc_FORMATO.png",72007,29,"VIT","mei","Provável",6.3,6.23,0.08,3.06,26,"Vitória",NA,5,45,3,12,13,1,3,48,48,1,NA,NA,NA,NA,NA,NA,NA
"506","Rodrigo Oliveira Lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2017/04/18/57ab5f981f4355a82d3d2f15ed01eb8e_FORMATO.png",72362,29,"BOT","mei","Provável",2.5,10.26,0.27,3.79,22,"Botafogo",1,2,28,3,6,21,1,3,74,43,NA,NA,NA,NA,NA,NA,NA,NA
"507","Renan de Oliveira Fonseca","Renan Fonseca","https://s.glbimg.com/es/sde/f/2016/05/20/8a933b2d225a7b56e6267a2148ab68d0_FORMATO.png",72037,29,"BOT","zag","Nulo",0,3.3,0,5,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"508","Cléber Janderson Pereira Reis","Cléber Reis","https://s.glbimg.com/es/sde/f/2017/08/22/c38b2f1c3e2258a438ef5b0dfc958e01_FORMATO.png",72376,29,"COR","zag","Provável",7.5,6.61,0.98,2.63,7,"Coritiba",NA,1,2,1,1,1,NA,NA,13,8,1,2,NA,NA,NA,NA,NA,NA
"509","Hernane Vidal Souza","Hernane","https://s.glbimg.com/es/sde/f/2017/07/28/10783cbce0071ae8567021c6e9290249_FORMATO.png",72386,29,"BAH","ata","Nulo",0.5,7.71,-0.28,0.5,2,"Bahia",NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","William Amorim Martins de Menezes","William Menezes","https://s.glbimg.com/es/sde/f/2017/04/24/edb424e5188bff2f84c0a261b041b848_FORMATO.png",72603,29,"COR","gol","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","Frederico Burgel Xavier ","Fred","https://s.glbimg.com/es/sde/f/2017/02/18/25a86aa5d44e9bdbf64ffd3c0f0a0c25_FORMATO.png",72490,29,"VIT","zag","Nulo",0,3.95,0,1.85,11,"Vitória",NA,3,11,3,5,2,NA,1,30,12,NA,1,NA,NA,NA,NA,NA,NA
"512","Damián Ariel Escudero","Escudero","https://s.glbimg.com/es/sde/f/2017/04/17/1351c50b833e0374eb58e4fde52d7646_FORMATO.png",72745,29,"VAS","mei","Contundido",0,3.5,0,0.39,7,"Vasco",1,2,6,NA,1,4,NA,NA,16,4,NA,NA,NA,NA,NA,NA,NA,NA
"513","Mauricio Kozlinski","Mauricio Kozlinski","https://s.glbimg.com/es/sde/f/2017/04/28/9ab574fbf640f6bd28542bd1d9305d6f_FORMATO.png",72595,29,"AVA","gol","Nulo",0,7.87,0,3.09,10,"Avaí",NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,2,NA,15,13,NA,NA,NA
"514","Rafael Martins Claro","Rafael Martins","https://s.glbimg.com/es/sde/f/2017/04/24/0e99993b292bb541251f236f7827aeec_FORMATO.png",73336,29,"COR","gol","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Airton Tirabassi","Airton ","https://s.glbimg.com/es/sde/f/2017/05/25/444e9d8df7c89d942e244f428e32811c_FORMATO.png",72297,29,"AVA","zag","Nulo",0,1.6,0,2.74,5,"Avaí",NA,NA,5,1,2,1,NA,NA,6,3,NA,2,NA,NA,NA,NA,NA,NA
"516","Matheus Simonete Bressanelli","Bressan","https://s.glbimg.com/es/sde/f/2017/04/23/06d46a41c53307f20ca424fbe4e9bf64_FORMATO.png",72491,29,"GRE","zag","Nulo",0,1.87,0,1.52,9,"Grêmio",NA,3,10,NA,1,6,NA,NA,22,8,2,3,NA,NA,NA,NA,NA,NA
"517","Lázaro Luan Scapolan","Luan","https://s.glbimg.com/es/sde/f/2017/04/28/ec0b73e82977113f481334a7e16633d8_FORMATO.png",72565,29,"AVA","mei","Contundido",0,5.16,0,1.66,13,"Avaí",NA,6,32,2,1,29,NA,NA,17,22,NA,NA,NA,NA,NA,NA,NA,NA
"518","Jorge Darío Mendoza Torres","Jorge Mendoza","https://s.glbimg.com/es/sde/f/2017/08/30/0eea5fbc530ed19bf79af8d5ae46c723_FORMATO.png",73144,29,"PON","mei","Nulo",0,2.69,0,1.4,1,"Ponte Preta",NA,1,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"519","Vladimir Javier Hernández Rivero","Vladimir Hernández","https://s.glbimg.com/es/sde/f/2017/02/19/f61c5d8d4580566cb1fa08020d2709ca_FORMATO.png",72879,29,"SAN","ata","Nulo",0,7.65,0,1.46,13,"Santos",NA,1,7,3,4,18,NA,1,25,6,2,NA,NA,NA,NA,NA,NA,NA
"520","Gabriel Santana Pinto","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/24/60215745abe8839e6e6df43fbe447e2c_FORMATO.png",73515,29,"FLA","ata","Nulo",0,2.8,0,-0.44,5,"Flamengo",NA,2,4,NA,2,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Eduardo Alves da Silva","Eduardo da Silva","https://s.glbimg.com/es/sde/f/2017/04/23/c47c6340a7d40ff5085ba517e5dc117d_FORMATO.png",72893,29,"ATL","ata","Nulo",0,5.87,0,1.4,5,"Atlético-PR",NA,NA,6,4,1,1,NA,NA,5,4,1,NA,NA,NA,NA,NA,NA,NA
"522","Samuel Xavier Brito","Samuel Xavier","https://s.glbimg.com/es/sde/f/2017/08/30/12b3e91f20258ba99fe8f4ed727b0460_FORMATO.png",73384,29,"SPO","lat","Provável",0.6,4.08,-0.06,3.08,19,"Sport",NA,3,18,4,2,28,NA,NA,70,24,1,7,NA,NA,NA,NA,NA,NA
"523","Rafael Vaz dos Santos","Rafael Vaz","https://s.glbimg.com/es/sde/f/2017/08/22/3523b9a002ea6c053d1937f2066c6f33_FORMATO.jpeg",73421,29,"FLA","zag","Nulo",0,8.72,0,3.93,14,"Flamengo",NA,NA,8,6,4,6,NA,NA,39,17,NA,6,NA,NA,NA,NA,NA,NA
"524","Antônio Carlos Cunha Capocasali Júnior","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",79702,29,"PAL","zag","Nulo",0,3.05,0,0.92,4,"Palmeiras",NA,1,2,1,1,4,NA,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA
"525","Getterson Alves dos Santos","Getterson","https://s.glbimg.com/es/sde/f/2017/05/12/c2b9040eda92184c6453ef41ede377fd_FORMATO.png",73340,29,"COR","ata","Contundido",0,0.79,0,0.52,5,"Coritiba",NA,1,6,NA,NA,4,NA,NA,8,5,1,NA,NA,NA,NA,NA,NA,NA
"526","Maílson Tenório dos Santos","Maílson","https://s.glbimg.com/es/sde/f/2017/02/14/9e10795b558271c6baddcda617d65c21_FORMATO.png",98034,29,"SPO","gol","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","César de São José Morais","César","https://s.glbimg.com/es/sde/f/2017/04/25/6da76c24ea8925abba30757a28a54aae_FORMATO.png",94854,29,"ATL","lat","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Éderson Alves Ribeiro Silva","Éderson","https://s.glbimg.com/es/sde/f/2017/05/26/1055c168d6c49467f567c27a6e48707a_FORMATO.png",73446,29,"ATL","ata","Nulo",0,4.07,0,2.3,13,"Atlético-PR",1,NA,6,8,11,7,NA,1,20,6,7,NA,NA,NA,NA,NA,NA,NA
"529","Francinilson Santos Meireles","Maranhão","https://s.glbimg.com/es/sde/f/2017/07/27/674c08b12227dcc659885899cb5ee647_FORMATO.png",73513,29,"PON","ata","Nulo",0,1.74,0,0.34,10,"Ponte Preta",NA,NA,4,1,4,7,NA,NA,16,2,1,NA,NA,NA,NA,NA,NA,NA
"530","Pedro Guilherme Abreu dos Santos","Pedro","https://s.glbimg.com/es/sde/f/2017/07/25/eb7be7be185d6f7421dbf30f71453757_FORMATO.png",94583,29,"FLU","ata","Nulo",0.9,3.94,-0.1,1.7,8,"Fluminense",NA,1,8,2,2,8,NA,1,7,4,1,NA,NA,NA,NA,NA,NA,NA
"531","Lucas Emanoel Leite Romão","Lucão","https://s.glbimg.com/es/sde/f/2017/04/22/913ef9074a98f2725e2f2cd12d43f7db_FORMATO.png",94962,29,"CRU","gol","Nulo",0,1,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","Lucas Tolentino Coelho de Lima","Lucas Paquetá","https://s.glbimg.com/es/sde/f/2017/08/22/b377d3036c1d03d40bafc65a9773ddc4_FORMATO.jpeg",94930,29,"FLA","mei","Dúvida",2.4,2.7,0.93,2.54,9,"Flamengo",1,1,11,2,13,13,1,NA,11,5,2,NA,NA,NA,NA,NA,NA,NA
"533","Lucas Fernandes da Silva","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2016/05/01/0a47d84040286532fb5d90cc746b49b3_FORMATO.png",94931,29,"SAO","mei","Provável",-0.7,3.7,-0.11,1.91,15,"São Paulo",NA,2,8,5,7,13,NA,1,21,11,NA,NA,NA,NA,NA,NA,NA,NA
"534","Deijair dos Santos Nunes","Deijair ","https://s.glbimg.com/es/sde/f/2017/02/21/78e66c5df2b907d4d815509e312cf19f_FORMATO.png",94966,29,"BAH","gol","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","João Victor da Vitória Fernandes","Capixaba","https://s.glbimg.com/es/sde/f/2016/07/07/6d9964a0f815acd56932767b61858c13_FORMATO.png",94894,29,"ATL","ata","Nulo",0,0.87,0,0.4,1,"Atlético-MG",NA,NA,1,1,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Luis Antônio da Rocha Júnior","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2017/07/28/3c67fd5bc97b298b018e4be018b27485_FORMATO.png",94968,29,"BAH","lat","Suspenso",1.2,2.6,-1.06,3.25,10,"Bahia",NA,3,14,NA,2,12,NA,NA,25,18,NA,3,NA,NA,NA,NA,NA,NA
"537","Luís Fernando Santos da Conceição","Luís Fernando","https://s.glbimg.com/es/sde/f/2017/02/21/f8d269154cfbc785e5f87f026e341b3a_FORMATO.png",94971,29,"BAH","mei","Nulo",0,3,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","Leonardo Peixoto Principe","Léo Principe","https://s.glbimg.com/es/sde/f/2017/04/23/e35ffb8313b5c8808ee460300af5bb39_FORMATO.png",94765,29,"COR","lat","Nulo",0,2.55,0,2.33,3,"Corinthians",NA,NA,5,NA,NA,3,NA,NA,7,3,NA,1,NA,NA,NA,NA,NA,NA
"539","Jonatan David Gomez Ospina","Jonatan Gomez","https://s.glbimg.com/es/sde/f/2017/06/27/500860f593a723ac171bd25de5474397_FORMATO.png",94857,29,"SAO","mei","Nulo",0,4.22,0,0.28,10,"São Paulo",NA,2,21,2,5,15,NA,NA,29,8,1,NA,NA,NA,NA,NA,NA,NA
"540","Marco Antônio Rosa Furtado Júnior","Marco Antônio","https://s.glbimg.com/es/sde/f/2017/02/21/a2be72d3733854b4e00000008373cbbd_FORMATO.png",94975,29,"BAH","mei","Nulo",0,3,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","Thalis Henrique Cantanhede","Thalis ","https://s.glbimg.com/es/sde/f/2017/04/03/a4b96c74f796865cee82e21548874cc4_FORMATO.png",95022,29,"ATL","mei","Nulo",0,0.81,0,0.2,1,"Atlético-MG",NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","Domilson Cordeiro dos Santos","Dodô","https://s.glbimg.com/es/sde/f/2017/04/24/65670cbd709a8dd38cea2f806b28576c_FORMATO.png",94985,29,"COR","lat","Nulo",0,7.65,0,2.4,14,"Coritiba",NA,4,22,2,3,10,NA,NA,57,21,NA,5,NA,NA,NA,NA,NA,NA
"543","Waltenecir da Silva Ramos Júnior","Júnior Ramos","https://s.glbimg.com/es/sde/f/2017/02/21/f383d4a15e59c944585c2931a507d422_FORMATO.png",95054,29,"BAH","mei","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Kaynan Ribeiro Cruz","Kaynan","https://s.glbimg.com/es/sde/f/2017/02/21/13f8834fcead83b104fa6b9b86d35473_FORMATO.png",94978,29,"BAH","ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Onitlasi Júnior de Moraes Rodrigues","Moraes","https://s.glbimg.com/es/sde/f/2017/04/24/f4c96c6b48180d485af9f86fa6068922_FORMATO.png",95058,29,"FLA","lat","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","Nicolas Vichiatto da Silva","Nicolas","https://s.glbimg.com/es/sde/f/2017/04/23/056a95089efcf92df7bb3f732a875306_FORMATO.png",95127,29,"ATL","lat","Nulo",0,3.27,0,0.58,6,"Atlético-PR",NA,1,5,NA,NA,NA,NA,NA,18,2,NA,2,NA,NA,NA,NA,NA,NA
"547","Guillermo León Celis Montiel","Celis",NA,95071,29,"VIT","mei","Nulo",0,2,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Gustavo Marcelo Cardoso Soares","Índio","https://s.glbimg.com/es/sde/f/2017/04/24/f40e8a88ce85dc28ee0a123c0052d946_FORMATO.png",95315,29,"COR","ata","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","Victor Luiz Prestes Filho","Vitinho","https://s.glbimg.com/es/sde/f/2016/07/13/fec7b396e3ea32757d4728bef42864b5_FORMATO.png",95260,29,"CRU","lat","Nulo",0,1,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","Wildson Silva de Melo","Índio","https://s.glbimg.com/es/sde/f/2017/05/11/4fd214518b14eb3d936a1bb566f6945f_FORMATO.png",95180,29,"SPO","ata","Nulo",0,2.26,0,3.7,1,"Sport",NA,NA,NA,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"551","Rafael Santos de Sousa","Rafael","https://s.glbimg.com/es/sde/f/2017/04/24/db3ab616836bf6fcfa76a2dd7846986b_FORMATO.png",97902,29,"FLA","zag","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Luis Guilherme Castro de Melo","Luis Guilherme","https://s.glbimg.com/es/sde/f/2017/04/25/f29f6e2b42f604bc517f157512d669f6_FORMATO.png",95023,29,"ATL","ata","Nulo",0,2,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Lucas Henrique dos Santos","Luquinhas","https://s.glbimg.com/es/sde/f/2017/07/25/62b49e3ba4744a1658b2d570e24c046c_FORMATO.png",95263,29,"FLU","mei","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Diney Silva Da Costa","Dedé",NA,95438,29,"ATL","zag","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Marcio Antonio de Sousa Júnior","Marcinho","https://s.glbimg.com/es/sde/f/2017/05/25/27b1b870560cc8ddfeb933e48b232bb5_FORMATO.png",95332,29,"SAO","ata","Nulo",0,4.17,0,1.29,22,"São Paulo",2,3,27,7,11,23,NA,2,75,11,1,NA,NA,NA,NA,NA,NA,NA
"556","Pedro Henrique Alves de Almeida","Pedro","https://s.glbimg.com/es/sde/f/2017/08/22/62e2c2d281705d4a088eef5df2d3143d_FORMATO.png",95550,29,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","Renan Gorne Silva","Renan Gorne","https://s.glbimg.com/es/sde/f/2017/04/18/93446ecc92fba9fefb3b8e5fd410ff12_FORMATO.png",95543,29,"BOT","ata","Nulo",0,0.76,0,-3.5,1,"Botafogo",NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Matheus Sousa de Jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2017/07/24/650f2b1055213cf87ff282bf2f4a271b_FORMATO.png",95335,29,"SAN","mei","Provável",-1.9,3.02,-0.88,1.82,5,"Santos",NA,2,5,2,3,6,NA,NA,17,8,NA,NA,NA,NA,NA,NA,NA,NA
"559","Bruno Cesar Xavier Sislo","Bruno Xavier","https://s.glbimg.com/es/sde/f/2017/09/12/af20dea8b6143f0705dd30ad937ed4c1_FORMATO.png",95288,29,"SPO","mei","Nulo",0,0.79,0,-1.1,1,"Sport",NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","Edilson Borba de Aquino","Orinho","https://s.glbimg.com/es/sde/f/2017/08/22/ed31aa68443f0c457c2a938720aa909d_FORMATO.png",95542,29,"SAN","lat","Nulo",0,2.35,0,3.8,1,"Santos",NA,NA,1,NA,1,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"561","Fabrício Silva Costa","Fabrício","https://s.glbimg.com/es/sde/f/2017/02/14/d7be73cf3ee15933e6b1c7812db4ab8c_FORMATO.png",95539,29,"SPO","mei","Nulo",0,1.37,0,0.39,7,"Sport",1,1,2,2,2,3,NA,NA,18,1,1,NA,NA,NA,NA,NA,NA,NA
"562","Luiz Felipe Schwartz Dal Piva ","Luiz Felipe","https://s.glbimg.com/es/sde/f/2017/04/24/7363784a4f9cfb861280071ced864b12_FORMATO.png",95483,29,"CHA","gol","Nulo",0,2,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","Marcelo da Conceição Benevenuto Malaquias","Marcelo","https://s.glbimg.com/es/sde/f/2017/04/18/bcd7b8ce7931a3995c1ac8aaacd657b5_FORMATO.png",95638,29,"BOT","zag","Nulo",5.3,5.25,0.93,3.68,13,"Botafogo",NA,1,9,1,3,4,NA,NA,21,15,NA,6,NA,NA,NA,NA,NA,NA
"564","Alexis Nahuel Messidoro","Messidoro","https://s.glbimg.com/es/sde/f/2017/09/12/326864703d9b3350751776de5d7e2428_FORMATO.png",95562,29,"CRU","mei","Nulo",0,2.53,-0.67,0,1,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","Miguel Ángel Trauco Saavedra","Trauco","https://s.glbimg.com/es/sde/f/2017/08/22/c4c0a5b479bb7a6641f7182c7000df82_FORMATO.jpeg",95738,29,"FLA","lat","Provável",3.7,6.52,-0.18,2.6,19,"Flamengo",NA,3,31,3,7,8,1,1,72,23,NA,7,1,NA,NA,NA,NA,NA
"566","Felipe Araruna Hoffman","Araruna","https://s.glbimg.com/es/sde/f/2017/02/09/565624d090495af948a09ef2a6efa7c7_FORMATO.png",95660,29,"SAO","mei","Nulo",0,1.89,0,1.3,4,"São Paulo",NA,NA,3,NA,NA,3,NA,NA,11,5,NA,NA,NA,NA,NA,NA,NA,NA
"567","José Ricardo Mannarino","Zé Ricardo","https://s.glbimg.com/es/sde/f/2017/08/29/290e1b5521ef67d15a9877e4e2544c0c_FORMATO.png",95780,29,"VAS","tec","Provável",6.07,12.32,0.28,4.06,26,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","Filipe Rodrigues de Souza Santos","Filipinho","https://s.glbimg.com/es/sde/f/2017/04/03/0632627beb34d4add345d985b197b8d6_FORMATO.png",95651,29,"ATL","ata","Nulo",0,2,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","Lucas Kal Schenfeld Progioli","Lucas Kal","https://s.glbimg.com/es/sde/f/2016/06/28/729e1834df2c58e399827dd968c022a1_FORMATO.jpeg",95662,29,"SAO","zag","Nulo",0,2,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","Caique da Silva Maria","Caíque","https://s.glbimg.com/es/sde/f/2017/06/16/4d8ec695b7a6792f35e8eb992f9c59ad_FORMATO.png",95831,29,"SAO","lat","Nulo",0,1,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","Sander Henrique Bortolotto","Sander","https://s.glbimg.com/es/sde/f/2017/08/30/201f5b3a9c114f0f04655f7ebab2b54e_FORMATO.png",95843,29,"SPO","lat","Nulo",5.1,7.83,0.93,5.15,15,"Sport",1,2,33,1,1,16,NA,NA,50,40,NA,6,NA,NA,NA,NA,NA,NA
"572","Nathanael Ananias da Silva","Nathan","https://s.glbimg.com/es/sde/f/2017/05/04/b74ef267184f334baa67220e0d8d5a01_FORMATO.png",95794,29,"ATL","zag","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","Gustavo Costa da Silva Machado","Gustavo Bochecha","https://s.glbimg.com/es/sde/f/2017/05/11/fc43f1baa7f4e4d8e73b07ba4f24137e_FORMATO.png",95798,29,"BOT","mei","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","Leonardo Rodrigues dos Santos","Léo Santos","https://s.glbimg.com/es/sde/f/2017/04/23/1d114129100c1552c9d2fac173daf8ea_FORMATO.jpeg",95820,29,"COR","zag","Nulo",0,4.38,0,5,1,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"575","Fabián Ariel Noguera","Fabián Noguera","https://s.glbimg.com/es/sde/f/2017/05/02/90ea91f7ba7a3941f90047a0aca02c82_FORMATO.png",95837,29,"SAN","zag","Nulo",0,4.08,0,4.87,6,"Santos",1,NA,4,NA,3,2,NA,NA,7,6,NA,3,NA,NA,NA,NA,NA,NA
"576","Yan Medeiros Sasse","Yan","https://s.glbimg.com/es/sde/f/2017/04/24/2f02afc14f51ead3d8362b52708edf53_FORMATO.png",96055,29,"COR","mei","Dúvida",0,0.94,0,-0.08,4,"Coritiba",NA,1,1,NA,1,2,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"577","Daniel Cerântula Fuzato","Daniel Fuzato","https://s.glbimg.com/es/sde/f/2017/04/18/0521fd45c49f6fb1491a64df501d2e8d_FORMATO.png",95936,29,"PAL","gol","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","Felipe Gustavo Domingos","Felipe","https://s.glbimg.com/es/sde/f/2017/02/21/e708f975f303fd9301b35bbd18a258b2_FORMATO.png",95849,29,"BAH","gol","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","Luiz Filipe da Rosa Machado","Machado","https://s.glbimg.com/es/sde/f/2017/04/23/067af9a9fbef9be7febed7aa5e13f102_FORMATO.png",96089,29,"GRE","mei","Nulo",0,2.04,0,1.95,2,"Grêmio",NA,NA,2,NA,NA,1,NA,NA,5,7,NA,NA,NA,NA,NA,NA,NA,1
"580","Ralph Machado Dias","Ralph","https://s.glbimg.com/es/sde/f/2017/04/03/31d573bf9a9cb39a1ab39967572631bf_FORMATO.png",96433,29,"ATL","mei","Nulo",0,1.04,0,0.45,4,"Atlético-MG",NA,3,3,NA,NA,4,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA
"581","Victor Lindenberg Vieira","Victor Lindenberg","https://s.glbimg.com/es/sde/f/2017/07/15/66e600863d0ea2f49a7e1022ebde68c8_FORMATO.png",96524,29,"BOT","lat","Nulo",0,0.78,0,0,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","Guilherme Mantuan","Mantuan","https://s.glbimg.com/es/sde/f/2017/04/23/afd8c7419f77473d128737eb2622b796_FORMATO.png",97315,29,"COR","mei","Nulo",0,1,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","Matheus Oliveira Santos","Matheus Oliveira","https://s.glbimg.com/es/sde/f/2017/05/02/07446f453b7f268fbac590fadba6a201_FORMATO.png",96328,29,"SAN","mei","Nulo",0,1.43,0,-0.8,1,"Santos",NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","Cassiano Silva dos Santos","Cassiano","https://s.glbimg.com/es/sde/f/2017/07/28/e3229c224dd3b65a77ccabf9badb7ee9_FORMATO.png",96411,29,"BAH","gol","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
