"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","PE","RB","SG","I","G","CV","PP","DD","GS","FT","DP"
"281","Vinícius Goes Barbosa de Souza","Vinícius","https://s.glbimg.com/es/sde/f/2017/06/01/a4f3ac6a4a79eebb1b9a2ec9388773ad_FORMATO.png",71162,8,"BAH","mei","Dúvida",7.1,8.54,1.57,3.7,5,"Bahia",NA,1,4,1,2,3,14,4,NA,NA,2,NA,NA,NA,NA,NA,NA
"282","Luis Oscar González","Lucho González","https://s.glbimg.com/es/sde/f/2017/04/23/3b471798626f6a04ef3427efb99d1c23_FORMATO.png",71479,8,"ATL","mei","Dúvida",0,5.23,0,-2.15,4,"Atlético-PR",NA,NA,8,NA,3,2,17,2,NA,2,NA,1,NA,NA,NA,NA,NA
"283","Gustavo Henrique Vernes","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2017/05/02/ebaacf4dc046774b9b9f3003c35ba254_FORMATO.png",78248,8,"SAN","zag","Contundido",0,6,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Luiz Rhodolfo Dini Gaioto","Rhodolfo","https://s.glbimg.com/es/sde/f/2017/06/20/fa889cb0da25023565bc57fe3fa29fde_FORMATO.png",42501,8,"FLA","zag","Dúvida",0,8,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Robson de Souza","Robinho","https://s.glbimg.com/es/sde/f/2017/04/03/d0fe78529c78b3decfed9ab7ea31e79b_FORMATO.png",38246,8,"ATL","ata","Provável",3.9,14.7,0.31,3.26,7,"Atlético-MG",1,1,5,1,3,10,26,10,NA,6,1,NA,NA,NA,NA,NA,NA
"286","Miller Alejandro Bolaños Reasco","Miller Bolaños","https://s.glbimg.com/es/sde/f/2016/05/10/e06dcc7c5fd2af9342d95cf318b5f431_FORMATO.png",78371,8,"GRE","ata","Nulo",0,14,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Wilson Rodrigues de Moura Júnior","Wilson","https://s.glbimg.com/es/sde/f/2017/04/24/5b2f43325fb756c251e30f1bd567af5b_FORMATO.png",50284,8,"COR","gol","Provável",5.2,12.92,-0.16,5.84,8,"Coritiba",NA,NA,NA,NA,NA,3,6,NA,5,NA,NA,NA,NA,10,4,NA,NA
"288","Sander Henrique Bortolotto","Sander","https://s.glbimg.com/es/sde/f/2017/06/13/c768f4f096a03a7a8d7642fe55c4ddb2_FORMATO.png",95843,8,"SPO","lat","Provável",6.7,4.13,1.14,3.97,3,"Sport",NA,NA,11,NA,NA,2,13,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"289","Fabricio dos Santos Silva","Fabrício","https://s.glbimg.com/es/sde/f/2017/02/19/24191456ff9447eb594b23afd68b389a_FORMATO.png",49674,8,"CRU","lat","Nulo",0,5,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Júlio César Jacobi","Júlio César","https://s.glbimg.com/es/sde/f/2016/04/29/88d18a6c7e76b53f49c068867e67a91b_FORMATO.png",49673,8,"FLU","gol","Provável",-2.5,3.32,-0.52,-1.62,4,"Fluminense",NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,3,8,NA,NA
"291","Wellington Pereira do Nascimento","Wellington Paulista","https://s.glbimg.com/es/sde/f/2017/04/25/063a393c23a936c42fa8d9c6ee455747_FORMATO.png",38279,8,"CHA","ata","Provável",1.4,11.06,-0.32,4,8,"Chapecoense",NA,2,9,6,4,12,14,2,NA,2,3,NA,NA,NA,NA,1,NA
"292","Renê Rodrigues Martins","Renê","https://s.glbimg.com/es/sde/f/2017/04/24/bff75e6319bfeb83e043d1949b127c6e_FORMATO.png",78445,8,"FLA","lat","Nulo",0,6.79,0,3.18,5,"Flamengo",NA,NA,7,NA,1,7,17,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"293","Thiago Neves Augusto","Thiago Neves","https://s.glbimg.com/es/sde/f/2017/02/19/6bb6e70216d205ad23e44268eba27692_FORMATO.png",38277,8,"CRU","mei","Provável",18.2,18.28,3.83,5.32,6,"Cruzeiro",1,1,4,9,6,8,27,4,NA,2,2,NA,NA,NA,NA,NA,NA
"294","Douglas Ricardo Grolli","Douglas Grolli","https://s.glbimg.com/es/sde/f/2017/04/24/ef04c0af64af6a9173d17eb922ff55e4_FORMATO.png",78407,8,"CHA","zag","Nulo",0,8.98,0,11.9,1,"Chapecoense",NA,NA,1,NA,NA,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"295","Marcos de Paula Dutra","Marcos","https://s.glbimg.com/es/sde/f/2017/04/27/f3d654b20ab83c212a2a18dab411b2e0_FORMATO.png",78495,8,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Fábio Farroco Braga","Fábio Braga","https://s.glbimg.com/es/sde/f/2017/05/02/1b7b5c48a104e1244f38059d6b4e63a3_FORMATO.png",78464,8,"PON","mei","Nulo",0,1.74,0,-0.45,2,"Ponte Preta",NA,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Willian Souza Arão da Silva","Willian Arão","https://s.glbimg.com/es/sde/f/2017/04/24/afcab1eabef219480495acfdf11be8c3_FORMATO.png",78478,8,"FLA","mei","Dúvida",0.6,8.1,-0.54,1.8,7,"Flamengo",1,NA,8,2,NA,7,25,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Jean Mota Oliveira de Sousa","Jean Mota","https://s.glbimg.com/es/sde/f/2017/05/02/6f250e3510eb4a5cf33223d20befd72c_FORMATO.png",78548,8,"SAN","mei","Provável",3.1,4.01,-0.58,2.71,7,"Santos",1,NA,3,3,3,6,15,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Márcio Rodrigues Araújo","Márcio Araújo","https://s.glbimg.com/es/sde/f/2017/04/24/034006de65f23dc6ad944d4cbe1fd5d4_FORMATO.png",38311,8,"FLA","mei","Dúvida",2.3,7.46,-0.09,1.81,8,"Flamengo",NA,1,11,NA,2,14,17,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Arnaldo Manoel de Almeida","Arnaldo","https://s.glbimg.com/es/sde/f/2017/05/19/ff6d87578b92fff5c4d0ff68a60fc859_FORMATO.png",78497,8,"BOT","lat","Provável",10.6,9.89,2.17,5.78,7,"Botafogo",1,1,12,NA,NA,9,16,14,4,NA,NA,NA,NA,NA,NA,NA,NA
"301","Felipe Gustavo Domingos","Felipe","https://s.glbimg.com/es/sde/f/2017/02/21/e708f975f303fd9301b35bbd18a258b2_FORMATO.png",95849,8,"BAH","gol","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Roger Rodrigues da Silva","Roger","https://s.glbimg.com/es/sde/f/2017/04/18/6814b99b2a5d61f8e272030ee2784ca0_FORMATO.png",38287,8,"BOT","ata","Provável",5.9,8.39,0.85,4,7,"Botafogo",1,NA,7,4,6,9,23,6,NA,11,2,NA,NA,NA,NA,NA,NA
"303","Jadson Rodrigues da Silva","Jadson","https://s.glbimg.com/es/sde/f/2017/04/23/74a0bb24699753dd991412e8c67a1623_FORMATO.png",38315,8,"COR","mei","Provável",0,10.48,0,1.61,7,"Corinthians",1,NA,7,3,6,2,35,3,NA,2,1,NA,NA,NA,NA,NA,NA
"304","Thiago Heleno Henrique Ferreira","Thiago Heleno","https://s.glbimg.com/es/sde/f/2017/04/23/1f11c20ef0f3dc5415e347a5080e0877_FORMATO.png",38394,8,"ATL","zag","Provável",0.8,8.28,-1.11,3.58,6,"Atlético-PR",NA,2,8,NA,1,5,12,7,2,NA,1,NA,NA,NA,NA,NA,NA
"305","Paulo Luiz Beraldo Santos","Paulinho","https://s.glbimg.com/es/sde/f/2017/04/24/c8f73d0634bf7a30846535c217610b26_FORMATO.png",78578,8,"VIT","ata","Nulo",0,3.51,0,-0.12,6,"Vitória",NA,3,6,4,5,2,22,2,NA,1,NA,NA,NA,NA,NA,1,NA
"306","Daniel Cerântula Fuzato","Daniel Fuzato","https://s.glbimg.com/es/sde/f/2017/04/18/0521fd45c49f6fb1491a64df501d2e8d_FORMATO.png",95936,8,"PAL","gol","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Gabriel Girotto Franco","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/19/a258f3bd57275dfde4062d53fea35126_FORMATO.png",78605,8,"COR","mei","Provável",-3.8,7.28,-2.15,3.1,8,"Corinthians",NA,2,11,1,NA,8,14,15,NA,NA,1,NA,NA,NA,NA,NA,NA
"308","Douglas Luiz Soares de Paulo","Douglas","https://s.glbimg.com/es/sde/f/2017/04/24/67512c15f89f110e916471e8be3df32e_FORMATO.png",95876,8,"VAS","mei","Provável",4.3,16.71,0.35,5.73,8,"Vasco",NA,1,12,7,10,18,36,18,NA,1,1,NA,NA,NA,NA,1,NA
"309","Vinícius Pacheco dos Santos","Vinícius Pacheco","https://s.glbimg.com/es/sde/f/2017/04/28/c75c0312049c7182d2608025b1772f10_FORMATO.png",38400,8,"AVA","mei","Nulo",0,2.8,0,-0.15,2,"Avaí",NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Tyroane Joe Sandows","Ty Sandows","https://s.glbimg.com/es/sde/f/2017/04/23/bff6a206f9b5cf27f1d2b5dc668c5f76_FORMATO.png",95978,8,"GRE","ata","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Rafael da Silva Francisco","Rafinha","https://s.glbimg.com/es/sde/f/2017/04/22/b38b67b4598e604b5f9219b7e65d47d7_FORMATO.png",38421,8,"CRU","mei","Nulo",0,6.72,0,1.53,6,"Cruzeiro",NA,NA,8,NA,1,13,14,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Douglas Alan Schuck Friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2017/04/25/f36c749de572dbbaf8a43b8b71309942_FORMATO.png",78584,8,"AVA","gol","Nulo",0,4,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Bryan Silva Garcia","Bryan","https://s.glbimg.com/es/sde/f/2016/05/25/5b9b24c19e03fc40d70c6a4523ef44ae_FORMATO.png",78632,8,"CRU","lat","Nulo",0,5,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Yan Medeiros Sasse","Yan","https://s.glbimg.com/es/sde/f/2017/04/24/2f02afc14f51ead3d8362b52708edf53_FORMATO.png",96055,8,"COR","mei","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Marcos Gabriel do Nascimento","Marquinhos Gabriel","https://s.glbimg.com/es/sde/f/2017/04/23/9326bc84d0f7eff7d097d6e60ee392c0_FORMATO.png",68954,8,"COR","mei","Nulo",0.4,9.24,-0.2,5.06,5,"Corinthians",3,1,3,1,1,11,16,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"316","Gustavo dos Santos","Gustavo Santos","https://s.glbimg.com/es/sde/f/2017/04/28/66d8349d86cb0a157df269d3cbb425b6_FORMATO.png",68986,8,"AVA","lat","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Ramiro Moschen Benetti","Ramiro","https://s.glbimg.com/es/sde/f/2017/04/23/01565939c1e8813f9c1cc7cf9faeb903_FORMATO.png",78715,8,"GRE","mei","Suspenso",10.8,18.45,1.8,5.89,7,"Grêmio",2,3,13,1,7,12,29,10,NA,1,3,NA,NA,NA,NA,NA,NA
"318","João Vitor Lima Gomes","João Vitor","https://s.glbimg.com/es/sde/f/2017/05/02/4b0d7dac70db84093f533231220f3287_FORMATO.png",68987,8,"PON","mei","Nulo",0,5,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Giovanni Aparecido Adriano dos Santos","Giovanni","https://s.glbimg.com/es/sde/f/2017/04/03/54ca82f676684e32e2092814be84c655_FORMATO.png",68979,8,"ATL","gol","Nulo",0,6,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Matheus Oliveira Santos","Matheus Oliveira","https://s.glbimg.com/es/sde/f/2017/05/02/07446f453b7f268fbac590fadba6a201_FORMATO.png",96328,8,"SAN","mei","Nulo",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Luiz Antonio de Souza Soares","Luiz Antonio ","https://s.glbimg.com/es/sde/f/2017/04/24/470fd6292588f4385e9c32a3aeef091c_FORMATO.png",74060,8,"CHA","mei","Provável",1,9.26,-0.01,3.44,8,"Chapecoense",1,1,11,6,2,1,18,5,NA,1,2,NA,NA,NA,NA,1,NA
"322","Luiz Filipe da Rosa Machado","Machado","https://s.glbimg.com/es/sde/f/2017/04/23/067af9a9fbef9be7febed7aa5e13f102_FORMATO.png",96089,8,"GRE","mei","Nulo",0,4.11,0,9.7,1,"Grêmio",NA,NA,2,NA,NA,NA,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Régis Ribeiro de Souza","Régis Souza","https://s.glbimg.com/es/sde/f/2015/01/30/f27875f42446f21153419a4e931da1c2_FORMATO.bmp",68995,8,"BAH","lat","Nulo",-2,2.15,-1.85,-2,1,"Bahia",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Vinicius Moreira de Lima","Lima","https://s.glbimg.com/es/sde/f/2017/06/07/41b9200af95015f1907da9e66954b08a_FORMATO.jpeg",96340,8,"GRE","mei","Nulo",0,2,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Hélio Hermito Zampier Neto","Neto","https://s.glbimg.com/es/sde/f/2016/04/27/f217614f7ad8e77684e58501d147fa3a_FORMATO.png",69008,8,"CHA","zag","Contundido",0,5,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Fábio Ferreira da Silva","Fábio Ferreira","https://s.glbimg.com/es/sde/f/2017/05/02/dfab84ee22e942e61a82ff8910b56353_FORMATO.png",38425,8,"PON","zag","Nulo",0,5,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","João Carlos Heidemann","João Carlos","https://s.glbimg.com/es/sde/f/2017/05/02/d7292ead1ddbe03d301309fe8a47b770_FORMATO.png",69010,8,"PON","gol","Nulo",0,5,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Christian Alberto Cueva Bravo","Cueva","https://s.glbimg.com/es/sde/f/2016/06/28/a68882f174b592bf4e78dbc9818a4465_FORMATO.jpeg",82411,8,"SAO","mei","Provável",2.3,9.51,-1.06,1.57,4,"São Paulo",NA,1,4,2,2,8,17,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"329","Aderbar Melo dos Santos Neto","Santos","https://s.glbimg.com/es/sde/f/2017/04/23/27e1cdc40e6cfe45b59a89f20a9a2b4f_FORMATO.png",69012,8,"ATL","gol","Nulo",0,5.43,0,3.35,2,"Atlético-PR",NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,2,2,NA,NA
"330","Gabriel Bordinhão Gasparotto","Gabriel Gasparotto","https://s.glbimg.com/es/sde/f/2016/06/28/e51699e690f5560939a50fdbb0077328_FORMATO.jpeg",78839,8,"SAN","gol","Nulo",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Manoel Messias Silva Carvalho","Manoel","https://s.glbimg.com/es/sde/f/2016/04/29/34d00289aba9d71e705b5b7a470861b8_FORMATO.png",69014,8,"CRU","zag","Nulo",0,10,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Pedro Henrique de Castro Silva","Pedro Castro","https://s.glbimg.com/es/sde/f/2017/06/09/95ff53b7b15a7d6719bae7807804fc39_FORMATO.png",78840,8,"AVA","mei","Nulo",0.5,0.77,0.01,-1.13,3,"Avaí",NA,1,5,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Reinaldo Manoel da Silva","Reinaldo","https://s.glbimg.com/es/sde/f/2017/04/25/e786acca731a4a88d0504f8b3802f4d8_FORMATO.png",78850,8,"CHA","lat","Provável",0.7,12.02,-0.23,4.59,8,"Chapecoense",NA,1,9,NA,2,6,42,12,3,NA,2,NA,NA,NA,NA,NA,NA
"334","Deivid Willian da Silva","Deivid","https://s.glbimg.com/es/sde/f/2017/04/23/7fa8d8853f5f9b5502dcde923aababee_FORMATO.png",69018,8,"ATL","mei","Provável",0.4,5.36,-0.15,0.55,2,"Atlético-PR",NA,2,2,NA,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA
"335","Geovane Henrique Pereira de Souza","Geovane","https://s.glbimg.com/es/sde/f/2017/04/24/4e836a43a284121c7d2754809098d92c_FORMATO.png",96349,8,"COR","zag","Contundido",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Antonio Thomaz Santos de Barros","Thomaz","https://s.glbimg.com/es/sde/f/2017/04/28/df8a959dc2f3885176d2c02e5d69a246_FORMATO.png",79041,8,"SAO","mei","Nulo",0,5.72,0,3.36,7,"São Paulo",1,1,9,1,2,7,5,8,NA,2,1,NA,NA,NA,NA,NA,NA
"337"," Eduardo José Diniz Costa","Eduardo","https://s.glbimg.com/es/sde/f/2017/04/27/2d3afcc034a28fc71b3d6ce56582b860_FORMATO.png",69036,8,"ATL","lat","Nulo",0,0.76,0,-0.93,4,"Atlético-GO",NA,1,6,NA,NA,3,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Ralph Machado Dias","Ralph","https://s.glbimg.com/es/sde/f/2017/04/03/31d573bf9a9cb39a1ab39967572631bf_FORMATO.png",96433,8,"ATL","mei","Provável",-0.8,0.77,-0.23,-0.07,3,"Atlético-MG",NA,2,1,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Paulo Roberto da Silva","Paulo Roberto","https://s.glbimg.com/es/sde/f/2017/04/20/ab90dca3a15edcb4ef4af21626e0d3a9_FORMATO.png",69047,8,"COR","mei","Nulo",0,2.52,0,1.6,4,"Corinthians",1,NA,NA,NA,NA,2,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Cassiano Silva dos Santos","Cassiano","https://s.glbimg.com/es/sde/f/2017/05/03/35ddf4fb01f32b6888c09948821bda1d_FORMATO.png",96411,8,"BAH","gol","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Mauricio Tomazi Pinheiro","Mauricio","https://s.glbimg.com/es/sde/f/2017/05/11/8f1984fabe5775e0c6485d0c7e2cdd00_FORMATO.png",96464,8,"AVA","zag","Nulo",0,2,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","Victor Lindenberg Vieira","Victor Lindenberg","https://s.glbimg.com/es/sde/f/2017/04/18/9ffe76af0e271c08c358033976247c8a_FORMATO.png",96524,8,"BOT","lat","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","Jean Paul Jesús Pineda Cortés","Jean Pineda","https://s.glbimg.com/es/sde/f/2017/04/01/c2cf595a92569119a049ee25c8310ba1_FORMATO.png",97532,8,"VIT","ata","Nulo",0,2.38,0,-0.2,2,"Vitória",NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Walter Damián Montillo","Montillo","https://s.glbimg.com/es/sde/f/2017/04/18/3f5931a2a9cf694075d8551df0852b31_FORMATO.png",69095,8,"BOT","mei","Nulo",0.4,4.95,-0.04,0.35,4,"Botafogo",NA,NA,NA,2,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Pablo Felipe Teixeira","Pablo","https://s.glbimg.com/es/sde/f/2017/04/23/3edce5d707460f97a267436370d60be7_FORMATO.png",69138,8,"ATL","ata","Dúvida",-0.1,3.6,-0.32,-1.32,5,"Atlético-PR",NA,2,5,NA,3,8,18,1,NA,5,NA,NA,NA,NA,NA,NA,NA
"346","Leonardo Thomas Lopes","Léo Lopes","https://s.glbimg.com/es/sde/f/2017/05/02/d9e1a4dd290f2c2c5f9e7014577f5c7c_FORMATO.png",96965,8,"AVA","gol","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Carlos Moisés de Lima","Carlinhos","https://s.glbimg.com/es/sde/f/2017/05/03/ff14836ef129f0c93960c6c4c985b87d_FORMATO.png",96831,8,"COR","ata","Nulo",0,2,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Rodrigo Figueiredo de Carvalho","Rodrigo Figueiredo","https://s.glbimg.com/es/sde/f/2017/04/20/bef317b8404e13356cc3277dae40f4c9_FORMATO.png",96832,8,"COR","mei","Nulo",0,1,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Renan Augusto Lodi dos Santos","Renan Lodi","https://s.glbimg.com/es/sde/f/2017/04/23/cfd0bead775744f8d276b9988eeee824_FORMATO.png",96591,8,"ATL","lat","Nulo",0,4,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Vitor da Silva Vieira","Vitor","https://s.glbimg.com/es/sde/f/2017/05/02/55f029a24ac57ff25bbf6a3568dca322_FORMATO.png",96804,8,"AVA","ata","Nulo",0,2,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Gastón Nicolás Fernández","Gastón Fernández","https://s.glbimg.com/es/sde/f/2017/04/23/a007d48b7e937967df107f0fd412e09a_FORMATO.png",69160,8,"GRE","mei","Nulo",0,4.95,0,1.73,3,"Grêmio",1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","Arthur Gomes Lourenço","Arthur Gomes","https://s.glbimg.com/es/sde/f/2017/05/02/0dce55b5ca74aab8f37b77c936bdc107_FORMATO.png",96966,8,"SAN","ata","Nulo",0,2.32,0,2.9,1,"Santos",NA,NA,1,1,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Vladimir Orlando Cardoso de Araújo Filho","Vladimir","https://s.glbimg.com/es/sde/f/2016/05/01/961c8216a0f294aa3cfbee03eaa996db_FORMATO.png",69040,8,"SAN","gol","Nulo",0,4,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","Pablo Nascimento Castro","Pablo","https://s.glbimg.com/es/sde/f/2017/04/20/c99a3be1e61944db1aad05f99ed5b954_FORMATO.png",69165,8,"COR","zag","Provável",4.3,10.13,-0.28,3.25,7,"Corinthians",NA,1,6,2,5,1,11,3,4,NA,NA,NA,NA,NA,NA,NA,NA
"355","Emerson Aparecido Leite de Souza Junior","Emerson","https://s.glbimg.com/es/sde/f/2017/05/02/9ee22fc39f2ebcb3732b978222f0f862_FORMATO.png",96870,8,"PON","lat","Nulo",0,1,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","Martín Andrés Silva","Martín Silva","https://s.glbimg.com/es/sde/f/2017/04/06/5380df54d3b16b7d46117c5173040d3d_FORMATO.png",69249,8,"VAS","gol","Provável",10.7,8.47,0.79,1.19,8,"Vasco",NA,1,NA,NA,NA,NA,5,NA,1,NA,NA,NA,NA,14,17,NA,NA
"357","Guilherme Mantuan","Mantuan","https://s.glbimg.com/es/sde/f/2017/04/23/afd8c7419f77473d128737eb2622b796_FORMATO.png",97315,8,"COR","mei","Contundido",0,1,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","Fabrício Silva Costa","Fabrício","https://s.glbimg.com/es/sde/f/2017/02/14/d7be73cf3ee15933e6b1c7812db4ab8c_FORMATO.png",95539,8,"SPO","mei","Provável",-0.6,1.39,-0.28,0.37,6,"Sport",1,1,2,2,2,2,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"359","Leonardo Moreira Morais","Léo","https://s.glbimg.com/es/sde/f/2017/05/17/6b570687f8d47a6998a08f7f27fdd4ac_FORMATO.png",69177,8,"COR","lat","Nulo",0,6,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","Daniel dos Santos Penha","Daniel","https://s.glbimg.com/es/sde/f/2017/05/04/6d566daae907e707a8bfbd7975033f26_FORMATO.png",97349,8,"ATL","mei","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","Luiz Felipe Schwartz Dal Piva ","Luiz Felipe","https://s.glbimg.com/es/sde/f/2017/04/24/7363784a4f9cfb861280071ced864b12_FORMATO.png",95483,8,"CHA","gol","Nulo",0,2,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","Renan Gorne Silva","Renan Gorne","https://s.glbimg.com/es/sde/f/2017/04/18/93446ecc92fba9fefb3b8e5fd410ff12_FORMATO.png",95543,8,"BOT","ata","Nulo",0,0.76,0,-3.5,1,"Botafogo",NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","Rogério Ceni","Rogério Ceni","https://s.glbimg.com/es/sde/f/2017/05/17/e94ae4319c9445845003491a2bb73f6b_FORMATO.png",97341,8,"SAO","tec","Provável",2.12,9.66,-0.34,3.87,8,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
