"X","atletas.atleta_id","atletas.nome","atletas.apelido","atletas.foto","atletas.rodada_id","atletas.clube_id","atletas.clube.id.full.name","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","athletes.atletas.scout","PE","SG","FC","FS","I","RB","FD","A","G","FF","DD","CA","GS","FT","CV","PP","DP"
403,82787,"Tagueu Tadjo Diederrick Joel","Joel","https://s.glbimg.com/es/sde/f/2017/04/17/e9a3cbbad82993967304791ab74bdd91_FORMATO.png",3,"BOT","Avaí","ata","Nulo",0.4,2.03,-0.59,0.05,2,NA,2,NA,2,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
419,82791,"Toshiya Tojo","Toshi","https://s.glbimg.com/es/sde/f/2017/04/28/5e3d92955c32b6c74898e471661e6390_FORMATO.png",3,"AVA","Avaí","ata","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,82817,"Tomas Almino Bastos Silva","Tomas Bastos","https://s.glbimg.com/es/sde/f/2017/05/12/49edceaecc771a87995470ae4d955ddc_FORMATO.png",3,"COR","Coritiba","mei","Provável",-3,14.43,-2.18,5.8,3,NA,12,NA,7,2,NA,3,3,NA,2,2,NA,1,NA,NA,NA,NA,NA
415,82876,"Roberto Pimenta Vinagre Filho","Betinho","https://s.glbimg.com/es/sde/f/2017/04/27/ed7b8fafe7c56dd269732da2f5d45529_FORMATO.png",3,"ATL",NA,"mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,82943,"Matheus Antunes Ribeiro","Matheus Ribeiro","https://s.glbimg.com/es/sde/f/2017/05/02/3592f0162c6d3041f5e47fca40d7d1a3_FORMATO.png",3,"SAN","Santos","lat","Nulo",0,5.39,0,7.3,1,NA,2,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
412,83004,"Rómulo Otero Vásquez","Otero","https://s.glbimg.com/es/sde/f/2017/04/03/9fe40eece7847c6e2d8feca1248f43a9_FORMATO.png",3,"ATL","Atlético-MG","mei","Provável",-2.5,6.74,-1.94,0.77,3,NA,1,NA,1,2,NA,1,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA
416,83048,"Rafael Thyere Albuquerque Marques","Rafael Thyere","https://s.glbimg.com/es/sde/f/2017/04/23/e94d073bb6cefa100cd1ed8d0f8a6291_FORMATO.png",3,"GRE","Grêmio","zag","Nulo",7.3,6.81,1.83,6,2,NA,5,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
413,83263,"Yuri Lima Lara","Yuri","https://s.glbimg.com/es/sde/f/2017/02/21/fb41de8e36f93cc383e07d8120865724_FORMATO.png",3,"BAH","Bahia","mei","Contundido",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,83522,"Fagner Ironi Daponte","Fagner Alemão","https://s.glbimg.com/es/sde/f/2017/04/28/d93e226df0beb6346213a1a809c8f7fc_FORMATO.png",3,"AVA","Avaí","lat","Provável",2.4,7.65,0.09,3.93,3,NA,8,1,2,2,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,83615,"Thiago Martins Bueno","Thiago Martins","https://s.glbimg.com/es/sde/f/2017/04/18/b86553b5909b0a40f413b27a550ececd_FORMATO.png",3,"PAL","Palmeiras","zag","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,83683,"Andrei Girotto","Andrei Girotto","https://s.glbimg.com/es/sde/f/2017/04/24/75c120b3c827f138e9e79637c43a710f_FORMATO.png",3,"CHA","Chapecoense","mei","Provável",5.6,4.57,1.82,1.07,3,NA,11,NA,8,3,NA,6,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA
421,83772,"Neilton Meira Mestzk","Neilton","https://s.glbimg.com/es/sde/f/2017/05/25/4281410809093be2dc5dfc6a0ca79c15_FORMATO.png",3,"VIT","Vitória","ata","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,83786,"Hueglo Neris dos Santos","Neris","https://s.glbimg.com/es/sde/f/2017/05/19/d5efc40b12f0c9d9a37828480a468f75_FORMATO.png",3,"SPO","Sport","zag","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,83791,"Diego Jardel Koester","Diego Jardel","https://s.glbimg.com/es/sde/f/2017/04/28/d5cd9e4a035c83ce6cb88f1d72c5e77a_FORMATO.png",3,"AVA","Avaí","mei","Nulo",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,83817,"Clayson Henrique da Silva Vieira","Clayson","https://s.glbimg.com/es/sde/f/2017/05/18/5ec8e0ccfc4a2b49432bdbb44001e999_FORMATO.png",3,"COR","Corinthians","ata","Nulo",4.9,19.37,0.2,11,2,NA,2,NA,1,1,1,3,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
376,83869,"Diego Barbosa Tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2017/05/17/c261da9d51b45bfbc208b291429eb1f8_FORMATO.png",3,"AVA","Avaí","lat","Provável",0.5,5.35,-0.41,3,3,NA,6,1,NA,5,1,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
366,84313,"Antônio Filipe Gonzaga de Aquino","Feijão","https://s.glbimg.com/es/sde/f/2017/02/21/1838c850cdc3128d9f6db4d6c5738379_FORMATO.png",3,"BAH","Bahia","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,84382,"Danilo Carvalho Barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2017/04/03/2a2a95819ab1b1761209cd81f0eae360_FORMATO.png",3,"ATL","Atlético-MG","mei","Nulo",0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,84530,"Maximiliano Rodríguez Maeso","Maxi Rodríguez","https://s.glbimg.com/es/sde/f/2017/04/23/d7025b3e29cac01ee4e1cc1bf4b3efcb_FORMATO.png",3,"GRE","Grêmio","mei","Nulo",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,84554,"Lucas Cavalcante Silva Afonso","Lucão","https://s.glbimg.com/es/sde/f/2016/05/01/48f192fdba1691586d6a2bfd42288481_FORMATO.png",3,"SAO","São Paulo","zag","Provável",8,5.01,2.01,8,1,NA,3,1,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,84558,"Lucas Daniel Romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2017/04/22/b6fe7636fd7cb1575efdcbdfbd2dbd54_FORMATO.png",3,"CRU","Cruzeiro","mei","Provável",1,5.32,-0.4,2.1,3,NA,6,NA,3,1,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
383,84585,"Agustín Lionel Allione","Allione","https://s.glbimg.com/es/sde/f/2017/02/18/b7a330e0d5bd3f0a08e5a533efd8db02_FORMATO.png",3,"BAH","Bahia","mei","Provável",1.6,10.92,-0.44,5.03,3,NA,4,NA,1,2,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,84691,"Judson Silva Tavares","Judson","https://s.glbimg.com/es/sde/f/2017/04/28/5423c8443b5f4d0ce027e1d31b9aa3ff_FORMATO.png",3,"AVA","Avaí","mei","Provável",0.2,4.26,-0.39,1.63,3,NA,10,NA,5,1,NA,4,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
439,84703,"Nilton Soares Rodrigues","Niltinho","https://s.glbimg.com/es/sde/f/2017/04/25/78ea8726a38adf1146e402c087a71039_FORMATO.png",3,"CHA","Chapecoense","ata","Nulo",-1,4.12,-1.88,-1,1,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,84718,"Denilson Pereira Junior","Denilson","https://s.glbimg.com/es/sde/f/2017/04/28/503185a468c132f8bfdb9510af8f0126_FORMATO.png",3,"AVA","São Paulo","ata","Provável",1,2.35,0.12,-0.3,3,NA,11,NA,2,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
446,84761,"Claudinei dos Santos Oliveira","Claudinei Oliveira","https://s.glbimg.com/es/sde/f/2017/04/28/1e4e67f7f6051b298a7679a0b9d1d0c8_FORMATO.png",3,"AVA","Avaí","tec","Provável",0.9,4.98,-0.11,2.19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,84847,"Luan Peres Petroni","Luan Peres ","https://s.glbimg.com/es/sde/f/2017/05/17/e84d4763ec064efa6f8ead749cd26b7f_FORMATO.png",3,"PON","Ponte Preta","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,84848,"Erik Nascimento Lima","Erik","https://s.glbimg.com/es/sde/f/2017/04/18/88bed79a8233a59ca86c67f41db42e85_FORMATO.png",3,"PAL","Palmeiras","ata","Nulo",0,4.79,0,2.6,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
473,84851,"Lucas Cândido Silva","Lucas Cândido","https://s.glbimg.com/es/sde/f/2017/04/03/3ce5d2322ae49cd21e272911d9992c4a_FORMATO.png",3,"ATL","Atlético-MG","mei","Contundido",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,84855,"Raul Prata","Raul Prata","https://s.glbimg.com/es/sde/f/2017/05/01/bc801f0b347f5e9b99972901cf4ecefd_FORMATO.png",3,"SPO","Sport","lat","Contundido",0,2.97,0,0.1,1,NA,5,NA,2,1,NA,2,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
420,84861,"Alex da Silva","Alex Silva","https://s.glbimg.com/es/sde/f/2017/05/19/2b09d527bb18b6dca83703fbbe498920_FORMATO.png",3,"ATL","Atlético-MG","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,84890,"Elosman Euller Silva Cavalcanti","Euller ","https://s.glbimg.com/es/sde/f/2017/02/20/45d2685cedfee93ebf07f010f670c2ef_FORMATO.png",3,"VIT","Vitória","lat","Nulo",0,6.31,0,2.35,2,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,84893,"Henrique Silva Milagres","Henrique","https://s.glbimg.com/es/sde/f/2017/04/24/98783f94705be5ed728032062068f73c_FORMATO.png",3,"VAS","Vasco","lat","Provável",-0.2,5.82,-0.97,2.4,3,NA,11,NA,5,7,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,84896,"Lucas Otávio Veiga Lopes","Lucas Otávio ","https://s.glbimg.com/es/sde/f/2017/04/28/c9abc289eaace4a40039be6a64b6711d_FORMATO.png",3,"AVA","Avaí","mei","Nulo",0,3.72,-1.28,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,84917,"Jeferson de Araújo de Carvalho","Jeferson","https://s.glbimg.com/es/sde/f/2017/05/02/771b51917a7ef2187ffea3d1e0fc9277_FORMATO.png",3,"PON","Ponte Preta","lat","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,84926,"Yago Henrique Severino dos Santos","Yago","https://s.glbimg.com/es/sde/f/2017/04/03/bd1a20fcc43bf36e13dd321aa526e278_FORMATO.png",3,"ATL","Atlético-MG","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,84927,"Raphael Guimarães de Paula","Dodô","https://s.glbimg.com/es/sde/f/2017/04/24/d75b985086acd9eb03422fe01ce0693f_FORMATO.png",3,"CHA","Chapecoense","mei","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,84993,"Fabrício Santos de Jesus","Fabrício Baiano","https://s.glbimg.com/es/sde/f/2017/04/24/ef2f4ee2eae252d21c41b30f81cec2a8_FORMATO.png",3,"COR","Coritiba","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,85004,"Marcos Felipe de Freitas Monteiro","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2016/04/29/62d23ea7816659aafaf60c6e6027764f_FORMATO.png",3,"FLU","Fluminense","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,85040,"Gabriel Augusto Xavier","Gabriel Xavier","https://s.glbimg.com/es/sde/f/2017/02/18/da7a7c4d50031991e49615ff009cd118_FORMATO.png",3,"VIT","Vitória","mei","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,85069,"Renan Paulino de Souza","Renan Paulino","https://s.glbimg.com/es/sde/f/2017/04/23/1d847bd6aef764916639b44594c72584_FORMATO.png",3,"ATL",NA,"mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,85083,"Vinicius Silvestre da Costa","Vinicius Silvestre","https://s.glbimg.com/es/sde/f/2016/05/01/31d846d7d2c8a7f4d827850b61996f45_FORMATO.png",3,"PAL","Palmeiras","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,85149,"Ronaldo Henrique Ferreira da Silva","Ronaldo","https://s.glbimg.com/es/sde/f/2016/05/01/2e217ce29ea48d7d573c191fa21e67d5_FORMATO.png",3,"SPO","Sport","mei","Nulo",0,3.2,0,2.3,1,NA,2,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,85211,"Thalles Lima","Thalles","https://s.glbimg.com/es/sde/f/2017/04/24/3201728e4a68e69b6c3e6fc2f8f5b1e1_FORMATO.png",3,"VAS","Vasco","ata","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,85241,"Yerry Fernando Mina González","Yerry Mina","https://s.glbimg.com/es/sde/f/2017/04/18/5d127fbc9c3d26f69de26952da18b809_FORMATO.png",3,"PAL","Palmeiras","zag","Provável",2.9,15.27,-2.13,4.75,2,NA,5,1,2,NA,1,5,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
509,85300,"Orlando Enrique Berrío Meléndez","Berrío ","https://s.glbimg.com/es/sde/f/2017/04/24/7b390ea7b4f8d9ae25e9e72d40cf4d97_FORMATO.png",3,"FLA","Flamengo","ata","Nulo",0,4.95,0,0,1,NA,4,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
496,85418,"Uilson Pedruzzi de Oliveira","Uilson","https://s.glbimg.com/es/sde/f/2017/04/03/f77329e6065eec16e496b8b12ad6384a_FORMATO.png",3,"ATL","Atlético-MG","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,85423,"Wanderson Ferreira de Oliveira","Valdívia","https://s.glbimg.com/es/sde/f/2017/05/25/fb5890ae83fce300658a33d811efda67_FORMATO.png",3,"ATL","Atlético-MG","mei","Nulo",0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,85425,"João Paulo Silva Martins","João Paulo","https://s.glbimg.com/es/sde/f/2017/05/02/f85d6ca954388c9c5635f0e28f95b5cf_FORMATO.png",3,"SAN","Santos","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,85586,"Jonas Gomes de Sousa","Jonas","https://s.glbimg.com/es/sde/f/2017/04/24/d4c75e365c9c04af042bf7ff378d60c7_FORMATO.png",3,"COR","Coritiba","mei","Nulo",-2.4,6.06,-1.4,1.17,3,NA,7,NA,6,2,NA,6,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA
504,85591,"Artur Sérgio Batista de Souza","Artur","https://s.glbimg.com/es/sde/f/2017/05/02/5c01ab099352ecad2baaa0a00f978720_FORMATO.png",3,"PON","Ponte Preta","lat","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,85626,"Leonardo Pinheiro da Conceição","Léo","https://s.glbimg.com/es/sde/f/2017/01/13/cc39276a755987fc3b57896f3b160fa6_FORMATO.png",3,"FLU","Fluminense","lat","Provável",1.4,4.39,0.12,0.73,3,NA,9,NA,6,1,NA,2,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA
507,85629,"Daniel Correa Freitas","Daniel","https://s.glbimg.com/es/sde/f/2017/04/24/5b71e14cce546da5e531c172e54e0ce2_FORMATO.png",3,"COR","Coritiba","mei","Nulo",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,85931,"Hyoran Kaue Dalmoro","Hyoran","https://s.glbimg.com/es/sde/f/2017/02/19/1ec83086a8ae2fe33a1e88113fff1ac1_FORMATO.png",3,"PAL","Palmeiras","mei","Nulo",0,2.54,0,0.8,1,NA,3,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,86120,"Miguel Angel Borja Hernandez","Borja","https://s.glbimg.com/es/sde/f/2017/04/23/4b0f5cd460ee874344bfbfd4e3eef9a6_FORMATO.png",3,"PAL","Palmeiras","ata","Nulo",0.4,20.24,-2.47,8.25,2,NA,2,NA,2,2,2,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA
505,86143,"Wanderson Santos Pereira","Wanderson","https://s.glbimg.com/es/sde/f/2017/04/23/3914af8715466d38cf77d94b2c5c5685_FORMATO.png",3,"ATL","Atlético-PR","zag","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,86227,"Andrew Erik Feitosa","Morato","https://s.glbimg.com/es/sde/f/2017/04/28/773338b7d4efec23c8bd970486c9ff68_FORMATO.png",3,"SAO","São Paulo","ata","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,86323,"Walterson Silva","Walterson","https://s.glbimg.com/es/sde/f/2017/04/27/97d6aedd55de114d9c932ce2e9901989_FORMATO.png",3,"ATL","Atlético-GO","ata","Nulo",0,2.82,0,0.9,2,NA,3,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,86410,"Victor Luis Chuab Zamblauskas","Victor Luis","https://s.glbimg.com/es/sde/f/2017/04/18/9a9a735957f9522e9ffcf1664bd29a44_FORMATO.png",3,"BOT","Botafogo","lat","Provável",5.4,11.16,0.63,5.9,3,NA,5,2,5,5,NA,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
544,86411,"Breno Gonçalves Lopes","Breno Lopes","https://s.glbimg.com/es/sde/f/2017/05/19/68d8c5dda3ea6323520ddfd58086f176_FORMATO.png",3,"ATL","Atlético-GO","lat","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545,86485,"Marcos da Silva França","Keno","https://s.glbimg.com/es/sde/f/2017/04/18/ab0e22f1ff91a12ce2e88a367450bf03_FORMATO.png",3,"PAL","Palmeiras","ata","Nulo",-0.9,4.75,-1.03,0.17,3,NA,4,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,86486,"Milton Mendes","Milton Mendes","https://s.glbimg.com/es/sde/f/2017/04/26/7b563b4abe14ffb25496b6fcd414bd88_FORMATO.png",3,"VAS","Vasco","tec","Provável",4.92,8.03,0.83,4.17,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,86508,"Jandrei Chitolina Carniel","Jandrei","https://s.glbimg.com/es/sde/f/2017/05/04/e34c217d3230604bddf15c133fde3fd2_FORMATO.png",3,"CHA","Chapecoense","gol","Provável",5,6.89,0.97,5.07,3,NA,1,2,NA,3,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA
561,86519,"Everton Felipe de Oliveira Silva","Everton Felipe","https://s.glbimg.com/es/sde/f/2016/05/01/7c68f11162db883d1bca790a596547c2_FORMATO.png",3,"SPO","Sport","mei","Provável",-0.3,4.22,-1.16,0.65,2,NA,17,NA,1,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,86686,"Danilo das Neves Pinheiro","Tchê Tchê","https://s.glbimg.com/es/sde/f/2016/05/20/2b96e76d6b1e3f8fc29f37d9dfe90206_FORMATO.jpeg",3,"PAL","Palmeiras","mei","Provável",5.6,9.13,1.15,3.1,3,NA,5,NA,6,2,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,86713,"Jonathan Francisco Lemos","Jonathan","https://s.glbimg.com/es/sde/f/2017/04/27/f0005dbb8cf4d46b99cf08acf8949256_FORMATO.png",3,"ATL","Atlético-GO","lat","Contundido",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,86740,"João Lucas Cardoso","João Lucas","https://s.glbimg.com/es/sde/f/2017/05/15/fa1caa8ea5726060cd391422d3fb93fc_FORMATO.png",3,"PON","Ponte Preta","lat","Provável",1.2,9.96,-0.14,3.3,3,NA,15,1,1,1,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,86757,"Everton Sousa Soares","Everton","https://s.glbimg.com/es/sde/f/2017/04/23/f8b4218756c0dc59793c36159228a00f_FORMATO.png",3,"GRE","Grêmio","ata","Nulo",7.8,7.18,1.18,7.8,1,NA,2,NA,NA,1,NA,1,2,NA,NA,1,NA,NA,NA,1,NA,NA,NA
576,86759,"Luan Guilherme de Jesus Vieira","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/458569d2d0c260a004befc5988da9350_FORMATO.png",3,"GRE","Grêmio","ata","Provável",0,19.24,0,7.75,2,NA,9,NA,2,4,NA,3,2,NA,1,3,NA,NA,NA,NA,NA,NA,NA
585,86760,"Lucas Macanhan Ferreira","Lucas Macanhan","https://s.glbimg.com/es/sde/f/2016/05/13/222c790995cc7292f07b0dc4db7cc5f4_FORMATO.png",3,"ATL","Atlético-PR","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,86764,"Sidcley Ferreira Pereira","Sidcley","https://s.glbimg.com/es/sde/f/2017/04/23/eff5699ee67d7b1a4f3c4cf923789370_FORMATO.png",3,"ATL","Atlético-PR","lat","Provável",0,9.57,-0.69,2.4,3,NA,8,NA,4,4,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,86765,"Bruno da Mota Miranda","Bruno Mota","https://s.glbimg.com/es/sde/f/2015/10/26/aa67c9f3b49a92291155fe8fce73e5a6_FORMATO.png",3,"ATL","Atlético-PR","mei","Nulo",0,3.4,0,1.8,1,NA,2,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
578,86766,"Matheus Rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2017/04/23/c091af2e156b654e15abd7e687d0aeb2_FORMATO.png",3,"ATL","Atlético-PR","mei","Provável",6.7,5.56,1.76,3.3,3,NA,4,NA,2,4,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,86775,"Dejan Petkovic","Petkovic","https://s.glbimg.com/es/sde/f/2017/05/11/52499e2d171627c1f347270b9b0321af_FORMATO.png",3,"VIT",NA,"tec","Provável",1.94,6.38,0.04,2.55,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608,86776,"Jordi Almeida","Jordi","https://s.glbimg.com/es/sde/f/2017/04/17/8a166ba697085a60b3f3b7d74a9c6114_FORMATO.png",3,"VAS","Vasco","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,86783,"Henrique Gelain Custódio","Henrique Gelain","https://s.glbimg.com/es/sde/f/2017/04/24/048b1eb6ff970a66fa5eb5087290c03b_FORMATO.png",3,"COR","Coritiba","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
596,86797,"Raniel Santana de Vasconcelos","Raniel","https://s.glbimg.com/es/sde/f/2017/04/06/b362899a01b537ee09468f95d34f40f7_FORMATO.png",3,"CRU","Cruzeiro","ata","Nulo",0,0.73,0,-0.75,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
594,86859,"José Welison da Silva","José Welison","https://s.glbimg.com/es/sde/f/2017/04/24/842ad25f4c670bababfa051fb5fb8ca6_FORMATO.png",3,"VIT","Vitória","mei","Contundido",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,86861,"Luís Vinícius da Silva Matos","Vinicius","https://s.glbimg.com/es/sde/f/2017/02/20/d2acf5df4ac30ffcbc7bd264583d6467_FORMATO.png",3,"VIT","Vitória","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,86863,"Luiz Otávio da Silva Santos","Luiz Otávio ","https://s.glbimg.com/es/sde/f/2017/04/25/239f4dc20386b0bc2988aa004f7c02b7_FORMATO.png",3,"CHA","Chapecoense","zag","Suspenso",2.8,6.49,0.03,3.47,3,NA,7,2,2,NA,NA,4,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA
581,86874,"Edson Carlos Santos Lima Junior","Capa","https://s.glbimg.com/es/sde/f/2017/04/28/4a0d17271060eaf419c78016735076ee_FORMATO.png",3,"AVA","Avaí","lat","Provável",0.9,8.42,-0.45,3.5,3,NA,23,1,2,8,1,4,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
589,86932,"Gustavo Henrique da Silva Sousa","Gustavo","https://s.glbimg.com/es/sde/f/2017/02/21/e7a9a7d9b378f749dc3094f28a2465bc_FORMATO.png",3,"BAH","Bahia","ata","Nulo",0,7.41,-1.22,3.87,3,NA,2,NA,2,3,1,2,NA,NA,1,4,NA,1,NA,NA,NA,NA,NA
