"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FD","FF","FS","G","PE","RB","SG","DD","DP","GS","A","FT","I","CV","PP","GC"
"83","Marcos Gabriel do Nascimento","Marquinhos Gabriel","https://s.glbimg.com/es/sde/f/2017/04/23/9326bc84d0f7eff7d097d6e60ee392c0_FORMATO.png",68954,34,"COR","mei","Nulo",-0.3,8.15,-0.87,2.52,22,"Corinthians",4,13,6,5,26,2,41,10,NA,NA,NA,NA,4,2,1,NA,NA,NA
"84","Wallace Reis da Silva","Wallace Reis ","https://s.glbimg.com/es/sde/f/2017/07/13/cfd4ab0585b820c82ceaede6f0779b5a_FORMATO.png",68958,34,"VIT","zag","Provável",0,11.23,0,4.9,18,"Vitória",4,23,6,2,26,2,33,31,4,NA,NA,NA,1,1,NA,NA,NA,NA
"85","Aderbar Melo dos Santos Neto","Santos","https://s.glbimg.com/es/sde/f/2017/04/23/27e1cdc40e6cfe45b59a89f20a9a2b4f_FORMATO.png",69012,34,"ATL","gol","Nulo",0,5.43,0,3.35,2,"Atlético-PR",NA,NA,NA,NA,NA,NA,1,NA,1,2,NA,2,NA,NA,NA,NA,NA,NA
"86","Gustavo dos Santos","Gustavo Santos","https://s.glbimg.com/es/sde/f/2017/04/28/66d8349d86cb0a157df269d3cbb425b6_FORMATO.png",68986,34,"AVA","lat","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Eduardo Pereira Rodrigues","Dudu","https://s.glbimg.com/es/sde/f/2017/04/18/5268d6ef98c67a25b1dabf90d489a37f_FORMATO.png",68920,34,"PAL","ata","Provável",1.3,16.25,-1.5,5.22,22,"Palmeiras",5,20,11,8,88,7,85,19,NA,NA,NA,NA,3,NA,7,NA,NA,NA
"88","João Vitor Lima Gomes","João Vitor","https://s.glbimg.com/es/sde/f/2017/05/02/4b0d7dac70db84093f533231220f3287_FORMATO.png",68987,34,"PON","mei","Contundido",0,5,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","João Carlos Heidemann","João Carlos","https://s.glbimg.com/es/sde/f/2017/05/02/d7292ead1ddbe03d301309fe8a47b770_FORMATO.png",69010,34,"PON","gol","Nulo",-2,3.75,-1.47,2.5,2,"Ponte Preta",1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA
"90","Giovanni Aparecido Adriano dos Santos","Giovanni","https://s.glbimg.com/es/sde/f/2017/04/03/54ca82f676684e32e2092814be84c655_FORMATO.png",68979,34,"ATL","gol","Contundido",0,4.47,0,-1.3,1,"Atlético-MG",NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA
"91","Vladimir Orlando Cardoso de Araújo Filho","Vladimir","https://s.glbimg.com/es/sde/f/2016/05/01/961c8216a0f294aa3cfbee03eaa996db_FORMATO.png",69040,34,"SAN","gol","Nulo",0,4,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Deivid Willian da Silva","Deivid","https://s.glbimg.com/es/sde/f/2017/04/23/7fa8d8853f5f9b5502dcde923aababee_FORMATO.png",69018,34,"ATL","mei","Contundido",0,5.04,0,0.48,5,"Atlético-PR",2,3,NA,NA,5,NA,5,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"93","José Roberto da Silva Júnior","Zé Roberto","https://s.glbimg.com/es/sde/f/2017/04/18/8397713ec780be3eaf28ae8d848c2736_FORMATO.png",36612,34,"PAL","lat","Nulo",4.5,6.99,0.37,1.98,14,"Palmeiras",1,16,NA,NA,7,NA,14,5,4,NA,NA,NA,2,NA,NA,NA,NA,NA
"94","Paulo Sérgio de Oliveira","Paulinho","https://s.glbimg.com/es/sde/f/2017/07/07/b665d8639383dbe3e6bc9401b9dadddb_FORMATO.png",69016,34,"ATL","mei","Nulo",0,6.58,0,4.09,20,"Atlético-GO",5,41,4,14,40,2,63,39,NA,NA,NA,NA,1,3,1,NA,NA,NA
"95","Hélio Hermito Zampier Neto","Neto","https://s.glbimg.com/es/sde/f/2016/04/27/f217614f7ad8e77684e58501d147fa3a_FORMATO.png",69008,34,"CHA","zag","Contundido",0,5,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Manoel Messias Silva Carvalho","Manoel","https://s.glbimg.com/es/sde/f/2016/04/29/34d00289aba9d71e705b5b7a470861b8_FORMATO.png",69014,34,"CRU","zag","Dúvida",2.8,8.16,0.63,3.05,8,"Cruzeiro",1,3,1,1,8,NA,14,7,3,NA,NA,NA,NA,NA,1,NA,NA,NA
"97","Gilson Kleina","Gilson Kleina","https://s.glbimg.com/es/sde/f/2017/10/20/694aae00a3286c835cf98e36d3851bc3_FORMATO.png",37306,34,"CHA","tec","Provável",7.63,12.67,0.7,3.84,28,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Luis Antônio Venker de Menezes","Mano Menezes","https://s.glbimg.com/es/sde/f/2016/08/09/246730e80d7ef5af15c8b59b8491c289_FORMATO.png",37281,34,"CRU","tec","Provável",5.56,13.03,0.53,3.8,33,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Paulo André Cren Benini","Paulo André","https://s.glbimg.com/es/sde/f/2017/04/23/755b6b8cfd82322b66a137677617403d_FORMATO.png",37604,34,"ATL","zag","Provável",4.4,4.8,0.23,2.09,18,"Atlético-PR",4,14,2,NA,12,NA,37,16,5,NA,NA,NA,NA,1,NA,NA,NA,NA
"100","Oswaldo de Oliveira","Oswaldo de Oliveira","https://s.glbimg.com/es/sde/f/2017/09/26/43d72dfbd2cff9b2ca73b83cd28119e5_FORMATO.png",36940,34,"ATL","tec","Provável",4.92,11.19,0.31,4.22,9,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Michel Fernandes Bastos","Michel Bastos","https://s.glbimg.com/es/sde/f/2017/04/18/fa3a79559d24615c5cf4229992d82324_FORMATO.png",37607,34,"PAL","mei","Provável",1.1,5.34,-1.26,2.19,14,"Palmeiras",4,10,3,11,12,NA,41,18,NA,NA,NA,NA,2,NA,3,NA,NA,NA
"102","Rafael Marques Pinto","Rafael Marques","https://s.glbimg.com/es/sde/f/2017/04/24/b057662177ede29cb7aec5d2426bea3b_FORMATO.png",37623,34,"VAS","zag","Nulo",3.1,2.5,0.42,1.15,14,"Vasco",3,12,1,1,6,NA,32,15,1,NA,NA,NA,NA,1,2,NA,NA,NA
"103","Cristian Mark Junio Nascimento Oliveira Baroni","Cristian","https://s.glbimg.com/es/sde/f/2017/09/29/4202df5f7ffbef81d1801418eed48bc2_FORMATO.png",37608,34,"GRE","mei","Nulo",0,3.12,0,1.7,3,"Grêmio",NA,2,1,NA,2,NA,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Rodrigo Baldasso da Costa","Rodrigo","https://s.glbimg.com/es/sde/f/2017/06/13/a5cb57a41ef2b2308c98b76ba24b430a_FORMATO.png",37644,34,"PON","zag","Provável",1.4,8.91,-0.31,3.88,20,"Ponte Preta",5,13,9,12,34,NA,45,23,8,NA,NA,NA,NA,NA,2,1,NA,NA
"105","Rafael Martiniano de Miranda Moura","Rafael Moura","https://s.glbimg.com/es/sde/f/2017/04/03/0262cdf9cadf70eee005c277def421cb_FORMATO.png",37655,34,"ATL","ata","Nulo",4.5,5.3,0.71,1.43,24,"Atlético-MG",1,42,10,10,26,4,32,6,NA,NA,NA,NA,NA,2,17,NA,1,NA
"106","Marcelo Mendonça de Mattos Terra","Marcelo Mattos","https://s.glbimg.com/es/sde/f/2017/04/24/9a29fddd4a0809d8eddbb3392169730b_FORMATO.png",37645,34,"VAS","mei","Contundido",0,4,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Ebert Willian Amâncio","Betão","https://s.glbimg.com/es/sde/f/2017/04/28/892740eaee3f590710c5572d2e84bbd1_FORMATO.png",37646,34,"AVA","zag","Provável",1.2,6.91,-0.28,2.35,32,"Avaí",7,23,1,2,24,1,61,22,11,NA,NA,NA,1,NA,1,NA,NA,NA
"108","Nilmar Honorato da Silva","Nilmar","https://s.glbimg.com/es/sde/f/2017/07/28/a4a818526c2d0d556772bdd6a7049ca4_FORMATO.png",37653,34,"SAN","ata","Contundido",0,6.08,0,-0.55,2,"Santos",NA,2,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Fábio Deivson Lopes Maciel","Fábio","https://s.glbimg.com/es/sde/f/2017/04/05/8723e1fa0950cb91f4b5c39409f23d85_FORMATO.png",37656,34,"CRU","gol","Provável",1,12.41,-0.26,3.95,30,"Cruzeiro",NA,1,NA,NA,2,NA,14,NA,11,41,NA,28,NA,NA,NA,NA,NA,NA
"110","Alecsandro Barbosa Felisbino","Alecsandro","https://s.glbimg.com/es/sde/f/2017/05/25/b470b28b3b68d95eff43163148c236f8_FORMATO.png",37673,34,"COR","ata","Contundido",0,1.79,0,-0.19,15,"Coritiba",6,24,3,2,19,1,24,7,NA,NA,NA,NA,NA,NA,4,NA,1,NA
"111","Wagner Ferreira dos Santos","Wagner","https://s.glbimg.com/es/sde/f/2017/04/06/359066aa5d28530d44010771094091ab_FORMATO.png",37674,34,"VAS","mei","Nulo",0.7,4.76,-0.16,1.93,16,"Vasco",2,17,1,2,17,2,36,15,NA,NA,NA,NA,NA,1,3,NA,NA,NA
"112","Eduardo Luís Abonizio de Souza","Edu Dracena","https://s.glbimg.com/es/sde/f/2017/04/18/68cf33625460a96d2a432f93ecc21db5_FORMATO.png",37657,34,"PAL","zag","Provável",7.2,9.74,1.15,3.2,23,"Palmeiras",5,25,3,10,29,NA,11,21,8,NA,NA,NA,NA,NA,2,NA,NA,NA
"113","João Erick Marques da Silva","João Erick",NA,99257,34,"SPO","mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Jonathan Cícero Moreira","Jonathan","https://s.glbimg.com/es/sde/f/2017/04/23/2e9071da78a7b84be87644f435c375ea_FORMATO.png",37662,34,"ATL","lat","Provável",9.7,9.46,1.41,3.64,25,"Atlético-PR",3,17,2,2,21,2,71,31,7,NA,NA,NA,2,NA,1,NA,NA,NA
"115","Matheus Bezerra Santos","Matheus Bezerra",NA,99258,34,"SPO","mei","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Cícero Santos","Cícero","https://s.glbimg.com/es/sde/f/2017/09/29/4651e65d3130540afa2b4cb4c1cb5ef4_FORMATO.png",37688,34,"GRE","mei","Nulo",0,4.28,0,-0.81,10,"Grêmio",2,18,NA,3,7,NA,16,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"117","Henrique Pacheco de Lima","Henrique","https://s.glbimg.com/es/sde/f/2016/04/29/3ee91a269e77c0defb08f1fee38c0aff_FORMATO.png",37694,34,"CRU","mei","Provável",0,4.91,0,1.73,23,"Cruzeiro",6,25,3,5,30,NA,50,37,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"118","Marcos Arouca da Silva","Arouca","https://s.glbimg.com/es/sde/f/2017/04/18/a79e46999e573a44398324ab951f4c7a_FORMATO.png",37718,34,"PAL","mei","Nulo",0,4.95,0,1.2,1,"Palmeiras",NA,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","José Vinícius Almeida Soares","Vinícius",NA,99356,34,"SPO","mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Marcelo Grohe","Marcelo Grohe","https://s.glbimg.com/es/sde/f/2017/04/23/33e584cd67faa2ac529fcd131c75ed09_FORMATO.png",37770,34,"GRE","gol","Provável",0,11.74,0,3.3,21,"Grêmio",1,NA,NA,NA,NA,NA,6,NA,11,17,NA,14,NA,NA,NA,1,NA,NA
"121","Éder Gabriel Militão","Éder Militão","https://s.glbimg.com/es/sde/f/2017/05/04/a8a8f4eb8075ba4ad4fde3d5d0d6f996_FORMATO.png",99424,34,"SAO","mei","Nulo",2.2,3.11,-1.2,2.64,19,"São Paulo",1,22,2,5,24,1,50,34,NA,NA,NA,NA,NA,NA,1,1,NA,NA
"122","Leonardo da Silva Moura","Léo Moura","https://s.glbimg.com/es/sde/f/2017/04/23/7277c35fed3ff5f997fbf230b96586e4_FORMATO.png",37701,34,"GRE","lat","Nulo",1,9.67,-1.69,3.51,15,"Grêmio",NA,7,1,4,18,NA,58,11,8,NA,NA,NA,1,NA,6,NA,NA,NA
"123","Moisés Wolschick","Moisés","https://s.glbimg.com/es/sde/f/2017/04/25/59ac946a38de5a26b19ffc56c68885dc_FORMATO.png",82567,34,"CHA","mei","Nulo",0,1.8,0,1.4,2,"Chapecoense",NA,1,NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Lucas Vinícius Santos Bernardino","Lucas Vinícius","https://s.glbimg.com/es/sde/f/2017/04/28/2c4070d9c0adf40eb3afffcdd20d640e_FORMATO.png",99388,34,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Alexsander Jhonatta de Oliveira Andrade","Alexsander","https://s.glbimg.com/es/sde/f/2017/04/16/574d33cbfe0200e34a998815c6b4ee99_FORMATO.png",99411,34,"ATL","mei","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Diego Terra Loureiro","Diego","https://s.glbimg.com/es/sde/f/2017/04/23/78aa93572e5a8b0ddac649e2e57ce456_FORMATO.png",99430,34,"BOT","gol","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Felipe Souza Moreno Sampaio","Felipe","https://s.glbimg.com/es/sde/f/2017/07/25/3f49904e0abb1cdf2c877cbe1c085db1_FORMATO.png",99425,34,"FLU","ata","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Bruno Cortês Barbosa","Bruno Cortez","https://s.glbimg.com/es/sde/f/2017/04/23/6917817dc16511add10913a87474f1f7_FORMATO.png",72079,34,"GRE","lat","Provável",0,10.96,0,3.84,22,"Grêmio",3,29,NA,NA,21,1,43,27,11,NA,NA,NA,NA,NA,3,NA,NA,NA
"129","Reginaldo Manoel da Silva Júnior","Reginaldo","https://s.glbimg.com/es/sde/f/2017/07/25/4caba62b4f978cd6db2e589843899fbd_FORMATO.png",82515,34,"FLU","zag","Provável",0,4.23,0,3.55,17,"Fluminense",4,24,NA,3,13,NA,49,45,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Fernando Galhardo Borges","Fernandinho","https://s.glbimg.com/es/sde/f/2017/05/15/0d7fcc5d70203442a40e54487804a4f8_FORMATO.png",72150,34,"PON","lat","Nulo",0,5.26,0,2.43,4,"Ponte Preta",1,3,NA,NA,NA,NA,9,2,2,NA,NA,NA,NA,1,2,NA,NA,NA
"131","Caio Alan Tem Catem Gonçalves","Caio","https://s.glbimg.com/es/sde/f/2017/04/23/49dd974b3c6794d393b7475413060b63_FORMATO.png",99460,34,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Jailson Marcelino dos Santos","Jailson","https://s.glbimg.com/es/sde/f/2017/04/18/63a42550ea5f70d0bbc92287dd6ac259_FORMATO.png",72290,34,"PAL","gol","Nulo",0,7.45,0,5.73,4,"Palmeiras",3,NA,NA,NA,1,NA,2,NA,2,6,1,3,NA,NA,NA,NA,NA,NA
"133","João Paulo Mior","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/17/6b2d599609eccc7671f1c4a23739c2d7_FORMATO.png",72168,34,"BOT","mei","Provável",-0.8,3.24,-0.14,2.52,27,"Botafogo",7,51,8,11,55,1,104,38,NA,NA,NA,NA,4,1,1,NA,NA,NA
"134","Airton Tirabassi","Airton ","https://s.glbimg.com/es/sde/f/2017/05/25/444e9d8df7c89d942e244f428e32811c_FORMATO.png",72297,34,"AVA","zag","Nulo",0,1.6,0,2.74,5,"Avaí",NA,5,1,2,1,NA,6,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Vinicius José Paixão de Oliveira Junior","Vinicius Junior","https://s.glbimg.com/es/sde/f/2017/08/22/0d561ddc8dda735fc3ab96a8866e90d0_FORMATO.jpeg",99535,34,"FLA","ata","Nulo",-0.5,2.75,-1.36,1.72,22,"Flamengo",2,12,7,8,20,3,29,3,NA,NA,NA,NA,1,1,7,NA,NA,NA
"136","Wenderson Da Silva Costa Ferreira","Wenderson","https://s.glbimg.com/es/sde/f/2017/05/16/153f0473b0a7b9d9e2bef29d8aceb3ad_FORMATO.png",99474,34,"BOT","mei","Nulo",0,0.78,0,-1.05,2,"Botafogo",1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Daniel dos Santos Oliveira","Daniel","https://s.glbimg.com/es/sde/f/2017/04/23/fa258606c3c0cb8010a0e233ab7e3837_FORMATO.png",99461,34,"ATL","zag","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Juan Maldonado Jaimez Júnior","Juan","https://s.glbimg.com/es/sde/f/2017/06/07/4171a633f759e859ac04b9293992adf3_FORMATO.png",37705,34,"AVA","mei","Nulo",0,4.63,0,1.54,21,"Avaí",5,28,4,9,29,1,64,21,NA,NA,NA,NA,2,1,3,1,NA,NA
"139","Robson Azevedo da Silva","Robinho","https://s.glbimg.com/es/sde/f/2017/08/19/7f63b88129afd972ded68803058d40bb_FORMATO.png",99574,34,"FLU","ata","Contundido",0,2.43,0,1.14,5,"Fluminense",NA,3,NA,NA,3,1,8,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"140","Fernando Peixoto Costanza","Fernando","https://s.glbimg.com/es/sde/f/2017/05/16/0243a49a67c8ced003f53d80efea1bb0_FORMATO.png",99550,34,"BOT","lat","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Rodrigo Oliveira Lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2017/04/18/57ab5f981f4355a82d3d2f15ed01eb8e_FORMATO.png",72362,34,"BOT","mei","Provável",3.1,10.1,0.22,3.4,26,"Botafogo",3,32,3,8,26,3,85,48,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"142","Cléber Janderson Pereira Reis","Cléber Reis","https://s.glbimg.com/es/sde/f/2017/08/22/c38b2f1c3e2258a438ef5b0dfc958e01_FORMATO.png",72376,34,"COR","zag","Provável",3.9,6.33,0.2,3.29,12,"Coritiba",2,11,2,1,4,1,21,20,3,NA,NA,NA,NA,NA,1,NA,NA,1
"143","Paulo Vitor Fernandes Pereira","Paulo Vitor","https://s.glbimg.com/es/sde/f/2017/07/11/e81eab0834b731a19ad2d9eb76551b1e_FORMATO.png",99588,34,"VAS","ata","Nulo",0,1.86,0,1.25,13,"Vasco",2,12,3,4,12,1,17,5,NA,NA,NA,NA,NA,1,1,NA,NA,NA
"144","Bruno Cosendey Lobo Pinto","Bruno Cosendey","https://s.glbimg.com/es/sde/f/2017/07/11/f9e52eaee9fb26079589543635af6cff_FORMATO.png",99615,34,"VAS","mei","Nulo",0,2.21,0,1.7,1,"Vasco",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Lucas de Oliveira Antunes","Lucas Índio","https://s.glbimg.com/es/sde/f/2017/05/04/075e8103fcbe7ba581efc1402208e108_FORMATO.png",99353,34,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Ezequiel Gonzalo Esperon","Esperon","https://s.glbimg.com/es/sde/f/2017/06/07/dfce0445c3144c43e2d3f33bb0dd4131_FORMATO.jpeg",99628,34,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Felipe Saraiva","Felipe Saraiva","https://s.glbimg.com/es/sde/f/2017/08/30/7afe41117d03c4c04cbea893549c5cb7_FORMATO.png",99616,34,"PON","mei","Nulo",1.2,1.7,0.19,1.44,18,"Ponte Preta",NA,11,9,3,22,NA,13,8,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"148","Matheus Simonete Bressanelli","Bressan","https://s.glbimg.com/es/sde/f/2017/04/23/06d46a41c53307f20ca424fbe4e9bf64_FORMATO.png",72491,34,"GRE","zag","Nulo",0,2.5,0,1.24,11,"Grêmio",5,11,NA,1,6,NA,28,9,4,NA,NA,NA,NA,NA,3,NA,NA,NA
"149","Conrado Buchanelli Holz","Conrado","https://s.glbimg.com/es/sde/f/2017/06/07/0367b264f2aa4d386381dc6d9594c5a2_FORMATO.jpeg",99625,34,"GRE","mei","Nulo",0,1.87,0,1.15,2,"Grêmio",NA,2,NA,1,3,NA,6,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"150","Frederico Burgel Xavier ","Fred","https://s.glbimg.com/es/sde/f/2017/02/18/25a86aa5d44e9bdbf64ffd3c0f0a0c25_FORMATO.png",72490,34,"VIT","zag","Provável",0,4.26,0,1.93,13,"Vitória",4,12,4,7,2,1,31,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Lázaro Luan Scapolan","Luan","https://s.glbimg.com/es/sde/f/2017/04/28/ec0b73e82977113f481334a7e16633d8_FORMATO.png",72565,34,"AVA","mei","Contundido",0,5.16,0,1.66,13,"Avaí",6,32,2,1,29,NA,17,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Mauricio Kozlinski","Mauricio Kozlinski","https://s.glbimg.com/es/sde/f/2017/04/28/9ab574fbf640f6bd28542bd1d9305d6f_FORMATO.png",72595,34,"AVA","gol","Nulo",0,7.87,0,3.09,10,"Avaí",1,NA,NA,NA,NA,NA,4,NA,2,15,NA,13,NA,NA,NA,NA,NA,NA
"153","Dionathã da Silva","Dionathã","https://s.glbimg.com/es/sde/f/2017/07/01/c210b01a98672583bcff7b2c3a4ca8f9_FORMATO.jpeg",99834,34,"GRE","ata","Nulo",0,0.78,0,0.7,3,"Grêmio",NA,2,2,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Khevin Rodrigo Fraga","Khevin",NA,99921,34,"CHA","mei","Nulo",0,1,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Edimo Ferreira Campos","Edinho","https://s.glbimg.com/es/sde/f/2017/04/24/134bd2592921a7ea460e78f357f4d99a_FORMATO.png",37792,34,"COR","mei","Nulo",0,3.31,0,-0.19,7,"Coritiba",1,6,NA,NA,3,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Rafael Augusto Sobis do Nascimento","Rafael Sobis","https://s.glbimg.com/es/sde/f/2016/07/06/9f448978203e98dc8d4f57f547ed8a44_FORMATO.png",37798,34,"CRU","ata","Dúvida",0.7,9.27,0.16,1.79,22,"Cruzeiro",5,22,10,15,17,4,41,7,NA,NA,NA,NA,1,NA,1,1,NA,NA
"157","Luiz Antonio de Souza Soares","Luiz Antonio ","https://s.glbimg.com/es/sde/f/2017/04/24/470fd6292588f4385e9c32a3aeef091c_FORMATO.png",74060,34,"CHA","mei","Provável",0.6,7.72,0.24,2.13,26,"Chapecoense",4,25,14,7,12,3,47,15,NA,NA,NA,NA,2,2,2,NA,NA,NA
"158","Roberto Junior Fernández Torres","Gatito Fernández","https://s.glbimg.com/es/sde/f/2017/04/17/f87ed5808d28ef2d0446cae72617f143_FORMATO.png",74061,34,"BOT","gol","Provável",2.7,19.27,-0.4,4.57,27,"Botafogo",2,NA,NA,NA,4,NA,23,1,9,39,4,30,NA,NA,NA,NA,NA,NA
"159","Guilherme Costa Machado Silveira","Guilherme Costa","https://s.glbimg.com/es/sde/f/2017/04/06/ea33443d8c666f61b78424b726238c89_FORMATO.png",74081,34,"VAS","mei","Nulo",0,4.59,0,1.9,9,"Vasco",1,6,1,1,8,1,11,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"160","Edigar Junio Teixeira Lima ","Edigar Junio","https://s.glbimg.com/es/sde/f/2017/07/28/8fb3bca6fb3b7df0b863748403f1b763_FORMATO.png",74271,34,"BAH","ata","Provável",18.3,12.74,0.43,5.46,22,"Bahia",2,33,13,7,36,11,51,14,NA,NA,NA,NA,1,1,1,NA,NA,NA
"161","Rodinei Marcelo de Almeida","Rodinei","https://s.glbimg.com/es/sde/f/2017/08/22/3d68a6ab1db666a905e96248e4bcd4d9_FORMATO.jpeg",73992,34,"FLA","lat","Nulo",-0.8,8.66,-1.04,4.03,17,"Flamengo",2,23,3,3,11,2,31,13,7,NA,NA,NA,3,NA,1,1,NA,NA
"162","José Élber Pimentel da Silva","Élber","https://s.glbimg.com/es/sde/f/2016/04/29/26c6c8beefa35a5684da137e0e90f6dc_FORMATO.png",74140,34,"CRU","mei","Nulo",0,4.69,0,2.18,18,"Cruzeiro",NA,4,6,9,25,1,24,8,NA,NA,NA,NA,NA,1,3,NA,NA,NA
"163","Hernane Vidal Souza","Hernane","https://s.glbimg.com/es/sde/f/2017/07/28/10783cbce0071ae8567021c6e9290249_FORMATO.png",72386,34,"BAH","ata","Nulo",0,7.83,0,1,3,"Bahia",NA,3,NA,1,6,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","Michael Antonio Arroyo Mina","Arroyo","https://s.glbimg.com/es/sde/f/2017/07/24/c4c6af5bdd03f02c1d29ada3f5d33e39_FORMATO.png",74134,34,"GRE","ata","Nulo",0,3.42,0,0.69,7,"Grêmio",1,5,4,1,2,NA,4,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"165","Antonio Thomaz Santos de Barros","Thomaz","https://s.glbimg.com/es/sde/f/2017/04/28/df8a959dc2f3885176d2c02e5d69a246_FORMATO.png",79041,34,"SAO","mei","Nulo",0,4.32,0,2.41,10,"São Paulo",1,12,1,3,8,1,6,9,NA,NA,NA,NA,1,NA,3,NA,NA,NA
