"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","FC","FS","PE","RB","CA","FD","FF","I","CV","SG","FT","G","PP","A","DD","GS","DP","GC"
"491","Breno Gonçalves Lopes","Breno Lopes","https://s.glbimg.com/es/sde/f/2017/05/19/68d8c5dda3ea6323520ddfd58086f176_FORMATO.png",86411,12,"ATL","lat","Provável",-0.3,3.52,-0.25,2.07,8,"Atlético-GO",11,5,24,10,NA,5,4,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"492","Jonathan Francisco Lemos","Jonathan","https://s.glbimg.com/es/sde/f/2017/04/27/f0005dbb8cf4d46b99cf08acf8949256_FORMATO.png",86713,12,"ATL","lat","Nulo",2,1.94,0.44,0.85,2,"Atlético-GO",NA,1,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Walter Luiz Silva de Araujo","Luizão","https://s.glbimg.com/es/sde/f/2017/06/22/5b6da4a5651cbd0822f33cea7f49be63_FORMATO.png",86724,12,"COR","zag","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Danilo das Neves Pinheiro","Tchê Tchê","https://s.glbimg.com/es/sde/f/2016/05/20/2b96e76d6b1e3f8fc29f37d9dfe90206_FORMATO.jpeg",86686,12,"PAL","mei","Provável",-2.9,6.49,-0.36,0.96,11,"Palmeiras",21,11,29,11,2,3,3,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA
"495","Everton Felipe de Oliveira Silva","Everton Felipe","https://s.glbimg.com/es/sde/f/2016/05/01/7c68f11162db883d1bca790a596547c2_FORMATO.png",86519,12,"SPO","mei","Provável",-0.7,3.5,-0.63,0.78,8,"Sport",11,7,40,7,1,8,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Everton Sousa Soares","Everton","https://s.glbimg.com/es/sde/f/2017/04/23/f8b4218756c0dc59793c36159228a00f_FORMATO.png",86757,12,"GRE","ata","Nulo",2.4,9.98,0.18,5.41,9,"Grêmio",5,5,8,5,1,7,3,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA
"497","Nicolas Morês da Cruz","Nicolas Careca","https://s.glbimg.com/es/sde/f/2017/05/25/78e3fa64e4bf629019d9d07d738f97a2_FORMATO.png",89341,12,"GRE","ata","Nulo",0,0.78,0,-1.05,2,"Grêmio",4,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","João Lucas Cardoso","João Lucas","https://s.glbimg.com/es/sde/f/2017/05/15/fa1caa8ea5726060cd391422d3fb93fc_FORMATO.png",86740,12,"PON","lat","Nulo",0,11.26,0,3.39,10,"Ponte Preta",7,6,43,14,1,1,NA,1,NA,4,NA,NA,NA,1,NA,NA,NA,NA
"499","Sidcley Ferreira Pereira","Sidcley","https://s.glbimg.com/es/sde/f/2017/04/23/eff5699ee67d7b1a4f3c4cf923789370_FORMATO.png",86764,12,"ATL","lat","Provável",8.4,13.62,0.89,6.41,10,"Atlético-PR",11,19,41,15,1,1,2,5,NA,3,NA,3,NA,2,NA,NA,NA,NA
"500","Luan Guilherme de Jesus Vieira","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/458569d2d0c260a004befc5988da9350_FORMATO.png",86759,12,"GRE","ata","Provável",2.6,22.61,-0.51,9.39,10,"Grêmio",16,22,52,17,1,13,13,2,NA,NA,NA,4,1,6,NA,NA,NA,NA
"501","Matheus Rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2017/04/23/c091af2e156b654e15abd7e687d0aeb2_FORMATO.png",86766,12,"ATL","mei","Provável",-0.5,4.61,0.17,1.7,11,"Atlético-PR",9,9,19,7,1,2,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA
"502","Lucas Macanhan Ferreira","Lucas Macanhan","https://s.glbimg.com/es/sde/f/2016/05/13/222c790995cc7292f07b0dc4db7cc5f4_FORMATO.png",86760,12,"ATL","gol","Nulo",0,2,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Luiz Otávio da Silva Santos","Luiz Otávio ","https://s.glbimg.com/es/sde/f/2017/04/25/239f4dc20386b0bc2988aa004f7c02b7_FORMATO.png",86863,12,"CHA","zag","Nulo",0,5.66,0,1.94,9,"Chapecoense",10,NA,19,10,2,3,3,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA
"504","Jordi Almeida","Jordi","https://s.glbimg.com/es/sde/f/2017/04/17/8a166ba697085a60b3f3b7d74a9c6114_FORMATO.png",86776,12,"VAS","gol","Nulo",0,4,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","Henrique Gelain Custódio","Henrique Gelain","https://s.glbimg.com/es/sde/f/2017/04/24/048b1eb6ff970a66fa5eb5087290c03b_FORMATO.png",86783,12,"COR","lat","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Raniel Santana de Vasconcelos","Raniel","https://s.glbimg.com/es/sde/f/2017/04/06/b362899a01b537ee09468f95d34f40f7_FORMATO.png",86797,12,"CRU","ata","Contundido",0,0.73,0,-0.75,2,"Cruzeiro",NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","Edson Carlos Santos Lima Junior","Capa","https://s.glbimg.com/es/sde/f/2017/04/28/4a0d17271060eaf419c78016735076ee_FORMATO.png",86874,12,"AVA","lat","Provável",6.3,11.97,0.4,4.49,12,"Avaí",13,30,72,23,2,1,4,4,NA,5,NA,NA,NA,1,NA,NA,NA,NA
"508","Luís Vinícius da Silva Matos","Vinicius","https://s.glbimg.com/es/sde/f/2017/02/20/d2acf5df4ac30ffcbc7bd264583d6467_FORMATO.png",86861,12,"VIT","zag","Nulo",0,2,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Eduardo Gabriel dos Santos Bauermann","Eduardo Gabriel","https://s.glbimg.com/es/sde/f/2017/05/25/590ba3c156c116d43014e1e9b5d4e74f_FORMATO.png",86970,12,"ATL","zag","Nulo",4.4,3.19,0.82,1.85,7,"Atlético-GO",4,5,4,5,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"510","Jandrei Chitolina Carniel","Jandrei","https://s.glbimg.com/es/sde/f/2017/05/04/e34c217d3230604bddf15c133fde3fd2_FORMATO.png",86508,12,"CHA","gol","Provável",0.4,4.04,0.32,0.17,12,"Chapecoense",NA,5,12,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,12,23,NA,NA
"511","José Welison da Silva","José Welison","https://s.glbimg.com/es/sde/f/2017/04/24/842ad25f4c670bababfa051fb5fb8ca6_FORMATO.png",86859,12,"VIT","mei","Contundido",0,4,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Leonardo Gomes da Conceição Silva","Léo Gomes","https://s.glbimg.com/es/sde/f/2017/04/23/0cd6a2a3718c7c36858e7d11ad867645_FORMATO.png",86973,12,"GRE","lat","Nulo",0,1.48,0,-0.4,1,"Grêmio",3,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","Caio César da Silva Silveira","Caio César","https://s.glbimg.com/es/sde/f/2017/04/28/c9789925a7e321c7432e9e22a2b5a2c9_FORMATO.png",86974,12,"AVA","mei","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Matheus Vieira Campos Peixoto","Matheus Peixoto","https://s.glbimg.com/es/sde/f/2017/02/21/9a6be83af417e88aab380c4245ab7655_FORMATO.png",87098,12,"BAH","ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Emerson Raymundo Santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2016/05/20/7743ec4420461e770a65425100024972_FORMATO.png",86972,12,"BOT","zag","Nulo",0,0.71,0,-5.6,1,"Botafogo",4,1,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Leonardo Cesar Jardim","Léo","https://s.glbimg.com/es/sde/f/2017/04/23/56c2f46953852255c8d3c1a685ecd757_FORMATO.png",87008,12,"GRE","gol","Nulo",-4,1.95,-0.55,-0.02,4,"Grêmio",NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,7,NA,NA
"517","José Carlos Cracco Neto","Zeca","https://s.glbimg.com/es/sde/f/2016/05/01/b75497cbd7fdf4e7cc56e0a77979a9f7_FORMATO.png",87192,12,"SAN","lat","Contundido",0,11.45,0,2.45,2,"Santos",2,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"518","Rodrigo Vasconcelos Oliveira","Rodrigo","https://s.glbimg.com/es/sde/f/2017/05/01/6d2201a3689f5a71696f8b8eacbd9646_FORMATO.png",86935,12,"SPO","mei","Dúvida",0.8,3.54,0.2,1.15,4,"Sport",6,3,7,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Walter Kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2017/04/23/42279ad5c60655b3336944e26189eda5_FORMATO.png",87342,12,"GRE","zag","Provável",2.6,9.99,0.54,3.27,9,"Grêmio",13,5,22,9,2,NA,1,1,NA,5,1,NA,NA,NA,NA,NA,NA,NA
"520","Marcos do Nascimento Teixeira","Marcão","https://s.glbimg.com/es/sde/f/2017/07/04/de782f60780409453da7a7974d238917_FORMATO.png",87267,12,"ATL","zag","Nulo",0,3.97,0,2.45,2,"Atlético-PR",3,NA,1,1,NA,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"521","Luiz Humberto da Silva Silva","Beto da Silva","https://s.glbimg.com/es/sde/f/2017/04/23/0cfa7b8af32ec84883ccf9a0d610b0d0_FORMATO.png",87028,12,"GRE","ata","Nulo",0,3.74,0,2.2,1,"Grêmio",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Pedro Henrique Ribeiro Gonçalves","Pedro Henrique","https://s.glbimg.com/es/sde/f/2017/04/20/3b8a82a4adde6089a76eea746b858971_FORMATO.png",87225,12,"COR","zag","Nulo",0,8.16,0,3.76,5,"Corinthians",1,1,10,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"523","Cicero Clebson Alves Santana","Cícero","https://s.glbimg.com/es/sde/f/2017/05/04/4ce602dbb0545123e778ce27a88ca159_FORMATO.png",87158,12,"ATL","mei","Nulo",0,2,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","Matheus Reis de Lima","Matheus Reis","https://s.glbimg.com/es/sde/f/2017/02/21/1ec4894c6713d50f53837e0e84429f88_FORMATO.png",87486,12,"BAH","lat","Dúvida",0,4.49,0,2.02,9,"Bahia",12,14,28,7,1,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"525","Gabriel Costa França","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/03/2f4037ee6c2ce20e96ff5cb1f6db210f_FORMATO.png",87393,12,"ATL","zag","Provável",0,9.08,0,4.5,6,"Atlético-MG",5,3,12,8,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA
"526","Rodrigo de Souza Prado","Rodrigão","https://s.glbimg.com/es/sde/f/2017/04/25/3901e3335987512552a1dcdc23413368_FORMATO.png",87398,12,"ATL","zag","Contundido",0,2.97,0,2.8,3,"Atlético-MG",2,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"527","Vitor Frezarin Bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2016/05/01/6a51ac71a5e8a928c9cf1b71c2db243b_FORMATO.png",87552,12,"SAN","mei","Contundido",0,9.29,0,1.51,8,"Santos",6,12,20,9,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Guilherme Antonio Arana Lopes","Guilherme Arana","https://s.glbimg.com/es/sde/f/2017/04/23/a4d7cefcde751da5dcf52b042baafbb5_FORMATO.png",87228,12,"COR","lat","Provável",1.9,9.01,-0.22,4.26,12,"Corinthians",9,14,40,6,2,1,NA,3,NA,9,NA,NA,NA,2,NA,NA,NA,NA
"529","Emilio Enrique Zeballos Gutiérrez","Zeballos","https://s.glbimg.com/es/sde/f/2017/04/25/002d92dbfd9e5915f565d1ba437c95d5_FORMATO.png",87859,12,"CHA","lat","Nulo",0,3,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Leonardo Araújo dos Santos","Léo Santos","https://s.glbimg.com/es/sde/f/2017/04/24/6b4eee4e3d34200c6f23e434a79f4af3_FORMATO.png",87743,12,"COR","ata","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","Yago Felipe da Costa Rocha","Yago","https://s.glbimg.com/es/sde/f/2017/06/22/23cefb71d6b2d4a53d900e9e4e2abfee_FORMATO.png",87747,12,"VIT","mei","Provável",-0.3,0.79,-0.13,-0.4,5,"Vitória",10,8,12,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","Luis Alberto Caicedo Medina","Luis Caicedo","https://s.glbimg.com/es/sde/f/2017/02/19/0fe56c228b48f83796fc15772646cd33_FORMATO.png",87833,12,"CRU","zag","Nulo",0,4.75,0,1.65,6,"Cruzeiro",10,4,11,5,2,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"533","Giorgian Daniel de Arrascaeta Benedetti","Arrascaeta","https://s.glbimg.com/es/sde/f/2017/04/05/c7a931941057f3ba5a13209ed19a41f1_FORMATO.png",87863,12,"CRU","mei","Nulo",0,9.34,0,3.9,3,"Cruzeiro",4,8,13,5,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Felipe Gedoz da Conceição","Felipe Gedoz ","https://s.glbimg.com/es/sde/f/2017/04/23/b22d35fda6b1ebe5b12170bfaf1dced7_FORMATO.png",87864,12,"ATL","mei","Nulo",0,8.33,0,-1.45,2,"Atlético-PR",4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Júnior Nazareno Sornoza Moreira","Sornoza","https://s.glbimg.com/es/sde/f/2017/01/13/81e2c355bf1a4fff96dbce63945a25c2_FORMATO.png",87877,12,"FLU","mei","Contundido",0,15.81,0,5.05,2,"Fluminense",1,2,5,2,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"536","Jefferson Gabriel Orejuela Izquierdo","Orejuela","https://s.glbimg.com/es/sde/f/2017/01/13/f990ae4feff11a2f7f5bb847c2e3cdb5_FORMATO.png",87874,12,"FLU","mei","Dúvida",2.8,10.27,0.93,2.75,9,"Fluminense",8,19,20,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","Julio Buffarini","Buffarini","https://s.glbimg.com/es/sde/f/2016/08/18/4be0e28d27402ead434d4b7dae9ea797_FORMATO.png",87350,12,"SAO","lat","Provável",1.3,7.54,-1.33,4.1,2,"São Paulo",NA,2,4,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"538","Geremias Ribeiro Júnior","Júnior","https://s.glbimg.com/es/sde/f/2017/06/09/2e36d120085f3fb7908f2921ee4c592e_FORMATO.png",87946,12,"VIT","ata","Nulo",0,1.17,0,1.35,2,"Vitória",1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Fabián Cornelio Balbuena González","Balbuena","https://s.glbimg.com/es/sde/f/2017/04/19/104f0248fd96daefe11d16e064dd8ce9_FORMATO.png",87887,12,"COR","zag","Provável",7.4,10.42,-0.14,6.71,9,"Corinthians",3,7,21,8,1,1,3,2,NA,7,NA,2,NA,NA,NA,NA,NA,NA
"540","Sergio Antonio Soler de Oliveira Junior","Serginho","https://s.glbimg.com/es/sde/f/2017/02/19/6aca0b072c6eeca65b6dc51c30de4a50_FORMATO.png",88002,12,"SAN","mei","Nulo",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","Gustavo Henrique Furtado Scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2016/04/29/6e433eb3cd2ccb3fe639c110479ebf7c_FORMATO.png",87999,12,"FLU","mei","Dúvida",3.6,11.93,-0.15,3.46,11,"Fluminense",10,19,63,13,NA,7,7,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA
"542","Leonan José Valandro Gomes","Leonan","https://s.glbimg.com/es/sde/f/2017/04/03/f7ef2c1763cfea19e19b624be9bd9f68_FORMATO.png",89693,12,"ATL","lat","Nulo",0,2.04,0,2.2,1,"Atlético-MG",2,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"543","Yuri Antonio Costa da Silva","Yuri","https://s.glbimg.com/es/sde/f/2017/04/18/8bac23f3df250a620bd6c580564b33ee_FORMATO.png",88125,12,"BOT","mei","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Warian dos Santos Souza","Warian Santos ","https://s.glbimg.com/es/sde/f/2017/04/20/1a20f671d81a1495fe94257a7faedb29_FORMATO.png",88030,12,"COR","mei","Nulo",0,1,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Ivan Quaresma da Silva","Ivan","https://s.glbimg.com/es/sde/f/2017/05/02/8546a4c5536f1d3e6ebc74e89daef4c3_FORMATO.png",88136,12,"PON","gol","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","Ramon Menezes Roma","Ramon","https://s.glbimg.com/es/sde/f/2016/05/01/bf444d7eaf1a2853f33faef276c4a9a0_FORMATO.png",88087,12,"VIT","zag","Provável",-3.2,3.34,-1.89,1.17,3,"Vitória",2,2,4,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"547","João Vitor Pereira de Alcantara","João Vitor ","https://s.glbimg.com/es/sde/f/2017/04/27/5e240c8d3c51257cd78fe820f6453aa5_FORMATO.png",88539,12,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Ángel Rodrigo Romero Villamayor","Ángel Romero","https://s.glbimg.com/es/sde/f/2017/04/19/bb57c60e890655dd351f891eb27fdb2c_FORMATO.png",88323,12,"COR","ata","Provável",2.3,12.48,-0.31,5.07,10,"Corinthians",14,34,33,19,3,6,2,8,NA,NA,NA,2,NA,1,NA,NA,NA,NA
"549","Daniel Guedes da Silva","Daniel Guedes ","https://s.glbimg.com/es/sde/f/2017/05/02/700b428f14849c2f8f5eb9286d7adf03_FORMATO.png",88225,12,"SAN","lat","Provável",0,3.25,0,3.15,2,"Santos",6,2,4,5,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"550","Jean Patrick Reis","Jean Patrick","https://s.glbimg.com/es/sde/f/2017/07/04/96daa554c0f24c012a1cb27045d67975_FORMATO.png",88379,12,"PON","lat","Nulo",0,3,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","Vinicius Rodolfo de Souza Oliveira","Vinícius Tanque","https://s.glbimg.com/es/sde/f/2017/04/18/d77f484c8720a893fbf5031c19fd6349_FORMATO.png",88651,12,"BOT","ata","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Lucas de Figueiredo Crispim","Lucas Crispim","https://s.glbimg.com/es/sde/f/2016/05/01/f060208d1a949d93507611b7e4fbd24b_FORMATO.png",88597,12,"SAN","mei","Nulo",0,3,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Iago Ângelo Dias","Iago","https://s.glbimg.com/es/sde/f/2017/04/24/6d1258d426eef6b245dc52182b65814b_FORMATO.png",88417,12,"COR","ata","Nulo",0,4.47,0,-0.18,6,"Coritiba",2,3,6,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Nathan Pelae Cardoso","Nathan","https://s.glbimg.com/es/sde/f/2017/04/25/03222dc5157f830bbf5201fe8e0c0593_FORMATO.png",89156,12,"CHA","zag","Nulo",0,3.06,0,-0.3,1,"Chapecoense",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Judivan Flor da Silva","Judivan ","https://s.glbimg.com/es/sde/f/2017/04/23/f49ad5df5316c41a536cbc083724ee17_FORMATO.png",89190,12,"CRU","ata","Nulo",0,4,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","Bruno Jacinto da Silva","Bruno Paulista","https://s.glbimg.com/es/sde/f/2017/07/08/baeb57a463f93f78065135fdc122eded_FORMATO.png",88933,12,"VAS","mei","Contundido",1.4,6.02,-0.98,1.4,1,"Vasco",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","Igor Ribeiro de Jesus","Igor","https://s.glbimg.com/es/sde/f/2017/05/06/7db6dc50d732262fa33892d6c0f437b5_FORMATO.png",88667,12,"SPO","zag","Nulo",0,5.8,0,6.2,1,"Sport",2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Jean Carlos de Souza Irmer","Jean","https://s.glbimg.com/es/sde/f/2017/04/06/d3926623525ad9fc2a3896099f523066_FORMATO.png",89150,12,"VAS","mei","Provável",0,9.48,0,4.5,11,"Vasco",19,17,22,28,3,4,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"559","João Pedro Maturano dos Santos","João Pedro ","https://s.glbimg.com/es/sde/f/2017/04/24/c6945a1446c818fed3c475afef47a6a8_FORMATO.png",89273,12,"CHA","lat","Contundido",0,5.87,0,2.3,1,"Chapecoense",NA,1,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","Lucas Ferreira Amaral","Lucas Ferreira","https://s.glbimg.com/es/sde/f/2016/05/01/a38c7b2a46cf04e24085ad1f45ce78bc_FORMATO.png",94147,12,"SPO","gol","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Matheus de Sales Cabral","Matheus Sales","https://s.glbimg.com/es/sde/f/2017/02/18/4a3b454309558fda386d1ffadf494547_FORMATO.png",89285,12,"BAH","mei","Provável",-2.3,2.18,-1.19,0.57,4,"Bahia",7,6,8,5,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","Saulo Ferreira Silva Nascimento","Saulo","https://s.glbimg.com/es/sde/f/2017/04/18/8fb7b68bea9068528d9381cfe5c0b32a_FORMATO.png",89492,12,"BOT","gol","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","Wanderson de Jesus Martins","Caju","https://s.glbimg.com/es/sde/f/2016/05/01/54af0c3c3d1522543c64c18ca5a50a22_FORMATO.png",89342,12,"SAN","lat","Contundido",0,3.83,0,3.3,1,"Santos",1,1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","James Dean Araújo de Lima","James Dean","https://s.glbimg.com/es/sde/f/2017/05/01/c92d594519fdaaff86e13dce57f1b587_FORMATO.png",89694,12,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","Igor Rabello da Costa","Igor Rabello","https://s.glbimg.com/es/sde/f/2016/05/20/45658f95ac34e82da4d58cf9c77f2587_FORMATO.png",89493,12,"BOT","zag","Nulo",0,11.65,0,4.32,11,"Botafogo",11,6,17,20,2,3,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"566","Maurício Andreazzi Pereira","Andreazzi","https://s.glbimg.com/es/sde/f/2017/04/24/2e3edae4ff2b6836e1ea7f55380193fa_FORMATO.png",89253,12,"BOT","mei","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","Nickson Gabriel Reis Silva","Nickson","https://s.glbimg.com/es/sde/f/2017/04/22/fe8ee314651bfce7367d25049b99720f_FORMATO.png",89676,12,"CRU","ata","Nulo",0,3,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","Carlos Eugenio Júnior Tavares dos Santos","Júnior Tavares","https://s.glbimg.com/es/sde/f/2017/02/09/25d0a51f886e8f5b2db83e4bea6a4e20_FORMATO.png",89343,12,"SAO","lat","Provável",-1.7,11.8,-1.38,4.28,12,"São Paulo",14,25,45,14,2,1,5,NA,NA,4,NA,NA,NA,3,NA,NA,NA,NA
"569","Thiago Maia Alencar","Thiago Maia","https://s.glbimg.com/es/sde/f/2016/05/01/1b2976ce2cacc26f8141ace470b05928_FORMATO.png",89637,12,"SAN","mei","Provável",-1.1,7.65,-1.46,3.37,11,"Santos",21,10,40,26,4,2,5,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
"570","Romulo dos Santos de Souza","Romulo","https://s.glbimg.com/es/sde/f/2017/04/28/039439859f768160af8a4dc5be23db1b_FORMATO.png",89696,12,"AVA","ata","Provável",2.9,10.36,0.78,3.2,12,"Avaí",16,24,37,12,1,7,8,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"571","Iury Lirio Freitas de Castilho","Iury","https://s.glbimg.com/es/sde/f/2017/04/28/0bdfd4fa134d2a07bf26cd328dcd9cf7_FORMATO.png",89695,12,"AVA","ata","Nulo",0,1.68,0,0.5,1,"Avaí",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
