"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","FS","PE","CA","FC","FD","FF","G","I","RB","A","FT","SG","DD","DP","GS","PP","CV","GC"
"706","Thiago Rodrigues da Silva","Thiago","https://s.glbimg.com/es/sde/f/2017/04/24/cbff6dc155e200c1acd0f26dfbad6fae_FORMATO.png",91194,19,"FLA","gol","Nulo",0,4.24,0,3.59,11,"Flamengo",1,3,NA,NA,NA,NA,NA,NA,NA,1,NA,4,11,NA,9,NA,NA,NA
"707","Eduardo Gabriel Aquino Cossa","Pepê","https://s.glbimg.com/es/sde/f/2017/06/07/bd6f96fc4d6fbe29bd108c344db1e415_FORMATO.jpeg",91201,19,"GRE","ata","Dúvida",0,0.97,0,0.5,1,"Grêmio",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","Luis Ángel Salazar Cuesta","Salazar","https://s.glbimg.com/es/sde/f/2017/04/28/54e5ebd574f6ef20650d90d7e32baf44_FORMATO.png",93986,19,"AVA","zag","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Éder Ferreira Graminho","Éder ","https://s.glbimg.com/es/sde/f/2017/07/28/ce25d0402feb8a3d6bf8b0c89a10060d_FORMATO.png",91203,19,"BAH","zag","Provável",0,2.28,0,1.38,6,"Bahia",3,4,2,8,1,3,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA
"710","Ricardo Queiroz de Alencastro Graça","Ricardo","https://s.glbimg.com/es/sde/f/2017/07/11/52b16e0a2e7ed758d06b0320871fa505_FORMATO.png",99881,19,"VAS","zag","Nulo",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","Fábio Deivson Lopes Maciel","Fábio","https://s.glbimg.com/es/sde/f/2017/04/05/8723e1fa0950cb91f4b5c39409f23d85_FORMATO.png",37656,19,"CRU","gol","Dúvida",4.4,13.04,-0.67,3.95,19,"Cruzeiro",2,9,NA,1,NA,NA,NA,NA,NA,NA,NA,8,23,NA,16,NA,NA,NA
"712","Eduardo Luís Abonizio de Souza","Edu Dracena","https://s.glbimg.com/es/sde/f/2017/04/18/68cf33625460a96d2a432f93ecc21db5_FORMATO.png",37657,19,"PAL","zag","Provável",1.7,8.65,-0.63,3.39,9,"Palmeiras",12,5,1,10,1,4,NA,2,6,NA,NA,4,NA,NA,NA,NA,NA,NA
"713","Luis Alberto Ali Veja","Luis Ali","https://s.glbimg.com/es/sde/f/2017/07/27/2e9f3e01e7eb251a758ae22a40172f3d_FORMATO.png",99892,19,"PON","ata","Nulo",0,1,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Jonathan Cícero Moreira","Jonathan","https://s.glbimg.com/es/sde/f/2017/04/23/2e9071da78a7b84be87644f435c375ea_FORMATO.png",37662,19,"ATL","lat","Provável",8.6,9.12,0.38,4.02,13,"Atlético-PR",14,36,3,9,NA,2,1,NA,16,1,NA,5,NA,NA,NA,NA,NA,NA
"715","Gustavo Blanco Petersen Macedo","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2017/07/04/bdab16330aca79897bf4fa25fd8d7eaf_FORMATO.jpeg",91191,19,"ATL","mei","Contundido",0,2.37,0,2.17,3,"Atlético-MG",1,4,NA,4,NA,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","Evandro Lima de Oliveira Filho","Evandro","https://s.glbimg.com/es/sde/f/2017/05/01/44325047a16fc8c2d5d2dbee3907eb6a_FORMATO.png",91001,19,"SPO","lat","Nulo",0,0.76,0,-0.33,3,"Sport",2,12,NA,9,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","John Victor Maciel Furtado","John Victor","https://s.glbimg.com/es/sde/f/2017/05/02/0eab88c901790607c556e504aa31b200_FORMATO.png",94044,19,"SAN","gol","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","Lucas Oliveira de França","Lucas França","https://s.glbimg.com/es/sde/f/2017/04/22/c63baf2496083057957e4f2bd2ac3847_FORMATO.png",93869,19,"CRU","gol","Nulo",0,3,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","Ronaldo de Oliveira Strada","Ronaldo","https://s.glbimg.com/es/sde/f/2017/02/20/e49415180708c87913cabd48be5dd49f_FORMATO.png",91101,19,"VIT","gol","Nulo",0,1,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","Cristian Anderson Penilla Caicedo","Penilla","https://s.glbimg.com/es/sde/f/2017/07/29/8d73a52e9f9367189a7ef15d73f7d153_FORMATO.png",99883,19,"CHA","ata","Nulo",-0.1,3.79,-0.67,1.4,2,"Chapecoense",1,3,NA,2,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"721","Fabiano Soares Pessoa","Fabiano Soares","https://s.glbimg.com/es/sde/f/2017/07/11/617482e891f67f6434c70aa4d11a3ee9_FORMATO.png",99882,19,"ATL","tec","Provável",5.44,10.11,-0.39,4.83,5,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","Lucas Ribamar Lopes dos Santos Bibiano","Ribamar","https://s.glbimg.com/es/sde/f/2017/07/20/6894ec593555b4c947a6ced0d1bf01c4_FORMATO.png",94068,19,"ATL","ata","Provável",0,6.17,0,4.5,3,"Atlético-PR",7,4,NA,4,NA,4,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","Diego Gomes dos Santos","Diego Gomes","https://s.glbimg.com/es/sde/f/2017/05/02/c6169204fbfca94a9affdd9de721a72c_FORMATO.png",94045,19,"SAN","mei","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","Matheus Fernandes Siqueira","Matheus Fernandes","https://s.glbimg.com/es/sde/f/2017/04/18/f7747c09eac1f0aee06f02c37fa257b6_FORMATO.png",94067,19,"BOT","mei","Provável",0,4.35,0,3.45,13,"Botafogo",9,23,1,19,NA,6,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","Rafael Augusto Sobis do Nascimento","Rafael Sobis","https://s.glbimg.com/es/sde/f/2016/07/06/9f448978203e98dc8d4f57f547ed8a44_FORMATO.png",37798,19,"CRU","ata","Provável",-1.4,9.69,-0.51,2.08,12,"Cruzeiro",11,27,3,16,8,9,2,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"726","Wagner Ferreira dos Santos","Wagner","https://s.glbimg.com/es/sde/f/2017/04/06/359066aa5d28530d44010771094091ab_FORMATO.png",37674,19,"VAS","mei","Dúvida",0,4.62,0,1.06,8,"Vasco",8,16,NA,10,1,NA,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","José Francisco dos Santos Júnior","Júnior Brumado","https://s.glbimg.com/es/sde/f/2017/08/10/265c697061818acfca0985d570ff03cb_FORMATO.png",99894,19,"BAH","ata","Nulo",0,1.25,0,0.05,2,"Bahia",NA,1,NA,3,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","Alecsandro Barbosa Felisbino","Alecsandro","https://s.glbimg.com/es/sde/f/2017/05/25/b470b28b3b68d95eff43163148c236f8_FORMATO.png",37673,19,"COR","ata","Provável",12.6,4.63,2.1,0.12,12,"Coritiba",15,18,4,18,3,1,1,4,6,NA,NA,NA,NA,NA,NA,1,NA,NA
"729","Diego Ribas da Cunha","Diego","https://s.glbimg.com/es/sde/f/2017/04/24/98708ecaf48555700b1ca390667c77fb_FORMATO.png",38909,19,"FLA","mei","Suspenso",4.8,19.85,0.02,5.42,15,"Flamengo",54,63,3,18,7,12,4,6,22,2,NA,NA,NA,NA,NA,1,NA,NA
"730","Cícero Santos","Cícero","https://s.glbimg.com/es/sde/f/2017/02/18/6e1bc225f8c1e82f9bea52b09540dd3a_FORMATO.png",37688,19,"SAO","mei","Nulo",0,4.28,0,-0.81,10,"São Paulo",7,16,2,18,NA,3,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","Jean Pyerre Casagrande Silveira Correa","Jean Pyerre","https://s.glbimg.com/es/sde/f/2017/05/04/80cc9cc69c9d3444383c8a203334be97_FORMATO.jpeg",98832,19,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","Luan Martins Pereira","Luan Pereira","https://s.glbimg.com/es/sde/f/2017/07/22/005428b78c5678e9e1a43a2813030638_FORMATO.png",99900,19,"AVA","mei","Nulo",-0.3,1.07,-0.18,-0.05,2,"Avaí",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","Henrique Pacheco de Lima","Henrique","https://s.glbimg.com/es/sde/f/2016/04/29/3ee91a269e77c0defb08f1fee38c0aff_FORMATO.png",37694,19,"CRU","mei","Nulo",0,5.68,0,2.09,12,"Cruzeiro",17,29,3,11,3,2,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,1,NA
"734","Lucas Luiz Scalon","Scalon","https://s.glbimg.com/es/sde/f/2017/04/25/1c61a24805cfe9ae71c648216cd5b9cd_FORMATO.png",94003,19,"CHA","zag","Nulo",0,2,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","Gilson Kleina","Gilson Kleina","https://s.glbimg.com/es/sde/f/2017/04/25/170c293b8b336044ef9d06f703796fcc_FORMATO.png",37306,19,"PON","tec","Provável",4.35,12.42,0.23,3.93,18,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","Jadson Rodrigues da Silva","Jadson","https://s.glbimg.com/es/sde/f/2017/04/23/74a0bb24699753dd991412e8c67a1623_FORMATO.png",38315,19,"COR","mei","Contundido",0,9.2,0,1.97,14,"Corinthians",5,68,2,13,3,8,4,3,7,1,NA,NA,NA,NA,NA,NA,NA,NA
"737","Leonardo da Silva Moura","Léo Moura","https://s.glbimg.com/es/sde/f/2017/04/23/7277c35fed3ff5f997fbf230b96586e4_FORMATO.png",37701,19,"GRE","lat","Nulo",1.7,10.28,-0.74,5.2,6,"Grêmio",7,18,NA,4,1,3,NA,3,5,NA,NA,5,NA,NA,NA,NA,NA,NA
"738","Ezequiel Santos da Silva","Ezequiel","https://s.glbimg.com/es/sde/f/2017/07/27/f13594ddafc08a318b0eb550350de0b4_FORMATO.png",99915,19,"BOT","mei","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","Juan Maldonado Jaimez Júnior","Juan","https://s.glbimg.com/es/sde/f/2017/06/07/4171a633f759e859ac04b9293992adf3_FORMATO.png",37705,19,"AVA","mei","Suspenso",4.7,4.99,1.47,1.25,14,"Avaí",21,42,4,23,3,9,1,1,14,NA,1,NA,NA,NA,NA,NA,1,NA
"740","Michel Fernandes Bastos","Michel Bastos","https://s.glbimg.com/es/sde/f/2017/04/18/fa3a79559d24615c5cf4229992d82324_FORMATO.png",37607,19,"PAL","mei","Nulo",1.2,4.87,0.09,1.22,10,"Palmeiras",6,33,4,7,2,9,NA,3,11,1,NA,NA,NA,NA,NA,NA,NA,NA
"741","Lucas da Silva Ribeiro Campos","Lucas Campos","https://s.glbimg.com/es/sde/f/2017/07/25/61d573020cc6247a735d3d6501bb2e75_FORMATO.png",99903,19,"BOT","ata","Nulo",0,0.79,0,-0.3,1,"Botafogo",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","Luis Antônio Venker de Menezes","Mano Menezes","https://s.glbimg.com/es/sde/f/2016/08/09/246730e80d7ef5af15c8b59b8491c289_FORMATO.png",37281,19,"CRU","tec","Provável",3.15,12.49,-0.69,3.79,19,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","Paulo André Cren Benini","Paulo André","https://s.glbimg.com/es/sde/f/2017/04/23/755b6b8cfd82322b66a137677617403d_FORMATO.png",37604,19,"ATL","zag","Suspenso",2.2,4.25,-0.35,1.49,11,"Atlético-PR",8,24,3,8,1,NA,NA,NA,8,NA,NA,3,NA,NA,NA,NA,NA,NA
"744","Marcos Arouca da Silva","Arouca","https://s.glbimg.com/es/sde/f/2017/04/18/a79e46999e573a44398324ab951f4c7a_FORMATO.png",37718,19,"PAL","mei","Contundido",0,6,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","Patrick Machado Ferreira ","Patrick",NA,99918,19,"GRE","mei","Dúvida",-0.8,1.27,-0.73,-0.8,1,"Grêmio",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","Rafael Marques Pinto","Rafael Marques","https://s.glbimg.com/es/sde/f/2017/04/24/b057662177ede29cb7aec5d2426bea3b_FORMATO.png",37623,19,"VAS","zag","Provável",0,1.87,0,0.57,10,"Vasco",5,27,3,11,1,1,NA,2,8,NA,1,1,NA,NA,NA,NA,NA,NA
"747","Cristian Mark Junio Nascimento Oliveira Baroni","Cristian","https://s.glbimg.com/es/sde/f/2017/04/19/9884b370f7327ae579c283e865aabf79_FORMATO.png",37608,19,"COR","mei","Nulo",0,4,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","Edimo Ferreira Campos","Edinho","https://s.glbimg.com/es/sde/f/2017/04/24/134bd2592921a7ea460e78f357f4d99a_FORMATO.png",37792,19,"COR","mei","Nulo",0,3.6,0,-0.68,4,"Coritiba",3,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","Khevin Rodrigo Fraga","Khevin",NA,99921,19,"CHA","mei","Nulo",0,1,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","Gustavo Franchin Schiavolin","Gustavo","https://s.glbimg.com/es/sde/f/2017/04/28/1a067ab1f5585036fbe91443094ed603_FORMATO.png",37840,19,"AVA","zag","Nulo",0,4.14,0,-0.6,3,"Avaí",2,4,1,2,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","Maicosuel Reginaldo de Matos","Maicosuel","https://s.glbimg.com/es/sde/f/2017/06/07/709c0e1e568158958ad56b554eba55d3_FORMATO.png",37851,19,"SAO","mei","Nulo",0,6.88,0,2.3,5,"São Paulo",7,1,NA,1,3,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","Marcelo Grohe","Marcelo Grohe","https://s.glbimg.com/es/sde/f/2017/04/23/33e584cd67faa2ac529fcd131c75ed09_FORMATO.png",37770,19,"GRE","gol","Nulo",0,8.74,0,1.4,14,"Grêmio",NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,7,5,NA,11,NA,1,NA
"753","Nilmar Honorato da Silva","Nilmar","https://s.glbimg.com/es/sde/f/2017/07/28/a4a818526c2d0d556772bdd6a7049ca4_FORMATO.png",37653,19,"SAN","ata","Nulo",0,8,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Luis Fabiano Clemente","Luis Fabiano","https://s.glbimg.com/es/sde/f/2017/04/17/37ff07beed4a39ead1876fadd586d068_FORMATO.png",37919,19,"VAS","ata","Provável",0,14.04,0,6.56,9,"Vasco",19,10,4,15,5,15,5,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"755","Rodrigo Baldasso da Costa","Rodrigo","https://s.glbimg.com/es/sde/f/2017/06/13/a5cb57a41ef2b2308c98b76ba24b430a_FORMATO.png",37644,19,"PON","zag","Provável",6.8,9.65,0.04,3.86,13,"Ponte Preta",21,26,3,7,6,7,NA,2,13,NA,NA,6,NA,NA,NA,NA,1,NA
"756","Ebert Willian Amâncio","Betão","https://s.glbimg.com/es/sde/f/2017/04/28/892740eaee3f590710c5572d2e84bbd1_FORMATO.png",37646,19,"AVA","zag","Provável",7.2,7.62,1.73,2.41,18,"Avaí",16,39,5,13,1,1,NA,NA,13,NA,NA,8,NA,NA,NA,NA,NA,NA
"757","Lucas Felipe Galdino","Lucas Formiga",NA,99959,19,"PON","ata","Nulo",0,1,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","Anderson Pedro Nunes da Silva Campos","Anderson","https://s.glbimg.com/es/sde/f/2017/07/28/d35983b3ffefac867b94f43910498177_FORMATO.png",38001,19,"BAH","gol","Nulo",0,0.79,0,-2,2,"Bahia",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","Wendel Geraldo Maurício e Silva","Wendel","https://s.glbimg.com/es/sde/f/2017/05/02/4a4ad263fb8caeebedbea1c1bab7d397_FORMATO.png",38021,19,"PON","mei","Nulo",0,4.78,0,1.13,10,"Ponte Preta",9,5,2,7,NA,4,NA,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"760","Rafael Martiniano de Miranda Moura","Rafael Moura","https://s.glbimg.com/es/sde/f/2017/04/03/0262cdf9cadf70eee005c277def421cb_FORMATO.png",37655,19,"ATL","ata","Nulo",0,4.65,0,1.34,15,"Atlético-MG",18,20,1,28,6,9,3,13,2,NA,1,NA,NA,NA,NA,1,NA,NA
"761","Roger de Oliveira Bernardo","Roger Bernardo","https://s.glbimg.com/es/sde/f/2017/06/22/c2345aa6df43625e0d6ec0ff375de539_FORMATO.png",37934,19,"ATL","mei","Nulo",0.4,5.15,-0.84,1.15,4,"Atlético-MG",8,15,1,12,NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","Marcelo Mendonça de Mattos Terra","Marcelo Mattos","https://s.glbimg.com/es/sde/f/2017/04/24/9a29fddd4a0809d8eddbb3392169730b_FORMATO.png",37645,19,"VAS","mei","Contundido",0,4,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","Danilo Gabriel de Andrade","Danilo","https://s.glbimg.com/es/sde/f/2017/04/19/b627c9025ae6426b1e4397a1e4806a3e_FORMATO.png",38067,19,"COR","mei","Nulo",0,5,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","João Alves de Assis Silva","Jô","https://s.glbimg.com/es/sde/f/2017/04/23/013b2879d66c81bb0e92137fdfe045a8_FORMATO.png",38138,19,"COR","ata","Nulo",2,12.75,-0.98,4.63,19,"Corinthians",23,45,2,36,11,10,11,21,6,2,NA,NA,NA,NA,NA,1,NA,NA
"765","Jefferson de Oliveira Galvão","Jefferson","https://s.glbimg.com/es/sde/f/2016/05/20/27326ea71a4a3d4cde252b5498024a60_FORMATO.png",38109,19,"BOT","gol","Dúvida",0,9.33,0,8.04,5,"Botafogo",NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,2,11,1,3,NA,NA,NA
"766","Mário Lúcio Duarte Costa","Aranha","https://s.glbimg.com/es/sde/f/2017/05/02/803e0f7a5e12a827547f82d97fb403f0_FORMATO.png",37984,19,"PON","gol","Provável",5,12.47,1.13,4.6,18,"Ponte Preta",3,6,1,NA,NA,NA,NA,NA,NA,NA,NA,8,31,NA,24,NA,NA,NA
"767","Diego Alfredo Lugano Moreno","Lugano","https://s.glbimg.com/es/sde/f/2016/05/01/08944541062646b222c15154448a4d88_FORMATO.png",38062,19,"SAO","zag","Nulo",0,3.24,0,0.63,6,"São Paulo",2,12,4,11,1,3,NA,NA,4,NA,NA,2,NA,NA,NA,NA,NA,NA
"768","Fernando Buttenbender Prass","Fernando Prass","https://s.glbimg.com/es/sde/f/2016/05/01/493488441bb751ad5dbdb042a318599f_FORMATO.png",38140,19,"PAL","gol","Provável",4,14.66,0.22,4.06,15,"Palmeiras",2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,25,NA,17,NA,NA,NA
"769","Fábio Santos Romeu","Fábio Santos","https://s.glbimg.com/es/sde/f/2017/04/03/513ae4d7abe5f2024ee9a5cfa9c87bd4_FORMATO.png",38229,19,"ATL","lat","Provável",0,3.85,0,2.56,15,"Atlético-MG",34,58,6,23,1,5,1,2,21,NA,NA,3,NA,NA,NA,NA,NA,NA
"770","Marcos Vicente dos Santos","Marquinhos","https://s.glbimg.com/es/sde/f/2017/04/28/16b2b3c31dc9b2e904ab87a434b26f8b_FORMATO.png",38150,19,"AVA","mei","Contundido",0,2.72,0,0.61,10,"Avaí",10,37,NA,4,4,3,1,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA
"771","Severino dos Ramos Durval da Silva","Durval","https://s.glbimg.com/es/sde/f/2017/05/01/510c7156c6f1b989be6cdcdfb393eb82_FORMATO.png",38100,19,"SPO","zag","Dúvida",4.9,6.81,0.94,2.97,14,"Sport",9,20,1,11,4,NA,NA,1,13,1,NA,4,NA,NA,NA,NA,NA,NA
"772","Robson de Souza","Robinho","https://s.glbimg.com/es/sde/f/2017/04/03/d0fe78529c78b3decfed9ab7ea31e79b_FORMATO.png",38246,19,"ATL","ata","Nulo",-2.3,11.9,-0.75,1.77,15,"Atlético-MG",14,39,3,13,3,7,1,12,16,2,NA,NA,NA,NA,NA,1,NA,NA
"773","Fábio Ferreira da Silva","Fábio Ferreira","https://s.glbimg.com/es/sde/f/2017/05/02/dfab84ee22e942e61a82ff8910b56353_FORMATO.png",38425,19,"PON","zag","Nulo",0,5,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","Maicon Thiago Pereira de Souza","Maicon","https://s.glbimg.com/es/sde/f/2017/04/23/2d7990dd22103819070a18092e4a35b7_FORMATO.png",38196,19,"GRE","mei","Suspenso",0.1,7.26,-0.16,1,11,"Grêmio",10,20,3,11,1,3,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","Wellington Pereira do Nascimento","Wellington Paulista","https://s.glbimg.com/es/sde/f/2017/04/25/063a393c23a936c42fa8d9c6ee455747_FORMATO.png",38279,19,"CHA","ata","Nulo",0,9.54,0,2.17,15,"Chapecoense",15,28,3,18,10,11,3,4,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"776","Frederico Chaves Guedes","Fred","https://s.glbimg.com/es/sde/f/2017/04/03/3c0b9d4407aa9d0eadfb90461cc048e1_FORMATO.png",38162,19,"ATL","ata","Provável",0,14.99,0,3.49,13,"Atlético-MG",27,26,2,22,4,7,5,9,3,1,1,NA,NA,NA,NA,1,NA,NA
"777","Eder Luis de Oliveira","Eder Luis","https://s.glbimg.com/es/sde/f/2017/04/27/a624683a1be2238af9bf43179557bd20_FORMATO.png",38508,19,"VAS","ata","Nulo",0,2.34,0,0,1,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","Diego Cavalieri","Diego Cavalieri","https://s.glbimg.com/es/sde/f/2017/07/25/e9e063853438a8237b3f988c83e35607_FORMATO.png",38431,19,"FLU","gol","Nulo",0,3.91,0,-1,3,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,NA,NA
"779","Thiago Neves Augusto","Thiago Neves","https://s.glbimg.com/es/sde/f/2017/02/19/6bb6e70216d205ad23e44268eba27692_FORMATO.png",38277,19,"CRU","mei","Nulo",1.2,17.21,-1.02,6.06,16,"Cruzeiro",31,67,2,18,25,9,6,4,14,2,1,NA,NA,NA,NA,NA,NA,NA
"780","Rafael da Silva Francisco","Rafinha","https://s.glbimg.com/es/sde/f/2017/04/22/b38b67b4598e604b5f9219b7e65d47d7_FORMATO.png",38421,19,"CRU","mei","Nulo",2.7,5.89,0.38,1.68,10,"Cruzeiro",21,35,NA,11,2,3,NA,1,9,NA,1,NA,NA,NA,NA,NA,NA,NA
"781","Roger Rodrigues da Silva","Roger","https://s.glbimg.com/es/sde/f/2017/04/18/6814b99b2a5d61f8e272030ee2784ca0_FORMATO.png",38287,19,"BOT","ata","Nulo",0,8.98,0,4.06,16,"Botafogo",20,34,2,19,9,13,6,15,8,2,NA,NA,NA,NA,NA,1,NA,NA
"782","Thiago Heleno Henrique Ferreira","Thiago Heleno","https://s.glbimg.com/es/sde/f/2017/04/23/1f11c20ef0f3dc5415e347a5080e0877_FORMATO.png",38394,19,"ATL","zag","Provável",13.7,10.43,1.1,4.04,13,"Atlético-PR",9,27,4,15,NA,5,2,NA,13,NA,NA,6,NA,NA,NA,NA,NA,NA
"783","Lucas Pierre Santos Oliveira","Pierre","https://s.glbimg.com/es/sde/f/2017/07/25/2b0656054e6766c7389fc96b6a00cbde_FORMATO.png",38440,19,"FLU","mei","Contundido",0,3.54,0,0,1,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","Edílson Mendes Guimarães","Edílson","https://s.glbimg.com/es/sde/f/2017/04/23/01562d5599dfea4ea49171288751df8a_FORMATO.png",38523,19,"GRE","lat","Nulo",0,9.32,0,2.7,13,"Grêmio",10,35,4,23,3,6,1,1,17,NA,NA,5,NA,NA,NA,1,1,NA
"785","Douglas dos Santos","Douglas","https://s.glbimg.com/es/sde/f/2017/04/23/fa6eb12f4d4fee6467bb3bb75ccc55ce_FORMATO.png",38738,19,"GRE","mei","Contundido",0,14,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","Felipe Melo de Carvalho","Felipe Melo","https://s.glbimg.com/es/sde/f/2017/04/18/d1031b5a0a0783e2fc55c0668ef4d8de_FORMATO.png",38545,19,"PAL","mei","Nulo",0,8.27,0,2.04,5,"Palmeiras",9,10,2,10,1,2,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","Diego Alves Carreira","Diego Alves","https://s.glbimg.com/es/sde/f/2017/07/27/01f4269046199527133f29de2df7001b_FORMATO.png",38509,19,"FLA","gol","Provável",-4,6.66,-0.63,-3.2,3,"Flamengo",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6,NA,NA,NA
"788","Anderson Hernanes de Carvalho Andrade Lima","Hernanes","https://s.glbimg.com/es/sde/f/2017/07/25/c8d6e4905b3131ebe8cdc8c1c8b432fd_FORMATO.png",38648,19,"SAO","mei","Provável",8.9,15.08,1.09,8.33,3,"São Paulo",6,9,NA,3,2,2,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
