"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","FC","FD","FF","FS","G","I","PE","PP","RB","CA","SG","DD","GS","FT","CV","DP","GC"
"22","Rodrigo Baldasso da Costa","Rodrigo","https://s.glbimg.com/es/sde/f/2017/06/13/a5cb57a41ef2b2308c98b76ba24b430a_FORMATO.png",37644,13,"PON","zag","Provável",0,9.04,0,3.17,8,"Ponte Preta",NA,5,2,5,15,NA,1,14,NA,8,2,3,NA,NA,NA,1,NA,NA
"23","Leonardo da Silva Moura","Léo Moura","https://s.glbimg.com/es/sde/f/2017/04/23/7277c35fed3ff5f997fbf230b96586e4_FORMATO.png",37701,13,"GRE","lat","Contundido",0,11.81,0,6.02,4,"Grêmio",NA,2,1,2,6,NA,1,11,NA,5,NA,3,NA,NA,NA,NA,NA,NA
"24","Henrique Pacheco de Lima","Henrique","https://s.glbimg.com/es/sde/f/2016/04/29/3ee91a269e77c0defb08f1fee38c0aff_FORMATO.png",37694,13,"CRU","mei","Suspenso",3.4,4.64,-0.24,0.8,8,"Cruzeiro",NA,8,1,2,8,NA,NA,18,NA,12,3,NA,NA,NA,NA,1,NA,NA
"25","Maicosuel Reginaldo de Matos","Maicosuel","https://s.glbimg.com/es/sde/f/2017/06/07/709c0e1e568158958ad56b554eba55d3_FORMATO.png",37851,13,"SAO","mei","Contundido",0,6.88,0,2.3,5,"São Paulo",NA,1,3,1,7,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"26","Marcelo Grohe","Marcelo Grohe","https://s.glbimg.com/es/sde/f/2017/04/23/33e584cd67faa2ac529fcd131c75ed09_FORMATO.png",37770,13,"GRE","gol","Nulo",0,8.26,0,1.6,9,"Grêmio",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,6,2,7,NA,1,NA,NA
"27","Luis Fabiano Clemente","Luis Fabiano","https://s.glbimg.com/es/sde/f/2017/04/17/37ff07beed4a39ead1876fadd586d068_FORMATO.png",37919,13,"VAS","ata","Contundido",0,14.04,0,6.56,9,"Vasco",2,15,5,15,19,5,5,10,NA,3,4,NA,NA,NA,NA,NA,NA,NA
"28","Cícero Santos","Cícero","https://s.glbimg.com/es/sde/f/2017/02/18/6e1bc225f8c1e82f9bea52b09540dd3a_FORMATO.png",37688,13,"SAO","mei","Nulo",0,4.87,0,-0.85,8,"São Paulo",NA,11,NA,3,7,NA,2,12,NA,1,2,NA,NA,NA,NA,NA,NA,NA
"29","Marcos Arouca da Silva","Arouca","https://s.glbimg.com/es/sde/f/2017/04/18/a79e46999e573a44398324ab951f4c7a_FORMATO.png",37718,13,"PAL","mei","Contundido",0,6,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Diego Alfredo Lugano Moreno","Lugano","https://s.glbimg.com/es/sde/f/2016/05/01/08944541062646b222c15154448a4d88_FORMATO.png",38062,13,"SAO","zag","Nulo",0,4.17,0,0.7,4,"São Paulo",NA,11,1,3,2,NA,NA,12,NA,4,2,1,NA,NA,NA,NA,NA,NA
"31","Wendel Geraldo Maurício e Silva","Wendel","https://s.glbimg.com/es/sde/f/2017/05/02/4a4ad263fb8caeebedbea1c1bab7d397_FORMATO.png",38021,13,"PON","mei","Provável",4.5,4.78,0.73,1.13,10,"Ponte Preta",1,7,NA,4,9,NA,1,5,NA,5,2,NA,NA,NA,NA,NA,NA,NA
"32","Roger de Oliveira Bernardo","Roger Bernardo","https://s.glbimg.com/es/sde/f/2017/06/22/c2345aa6df43625e0d6ec0ff375de539_FORMATO.png",37934,13,"ATL","mei","Nulo",0,5.99,0,1.4,3,"Atlético-MG",NA,9,NA,NA,7,NA,1,14,NA,7,1,NA,NA,NA,NA,NA,NA,NA
"33","Gustavo Franchin Schiavolin","Gustavo","https://s.glbimg.com/es/sde/f/2017/04/28/1a067ab1f5585036fbe91443094ed603_FORMATO.png",37840,13,"AVA","zag","Nulo",0,4.14,0,-0.6,3,"Avaí",NA,2,NA,1,2,NA,2,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"34","Edimo Ferreira Campos","Edinho","https://s.glbimg.com/es/sde/f/2017/04/24/134bd2592921a7ea460e78f357f4d99a_FORMATO.png",37792,13,"COR","mei","Provável",-0.3,3.84,0.09,-0.7,3,"Coritiba",NA,NA,NA,NA,1,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"35","Juan Maldonado Jaimez Júnior","Juan","https://s.glbimg.com/es/sde/f/2017/06/07/4171a633f759e859ac04b9293992adf3_FORMATO.png",37705,13,"AVA","mei","Suspenso",-3.2,4.42,-1.12,1.88,10,"Avaí",NA,15,2,6,20,1,1,34,NA,11,3,NA,NA,NA,NA,NA,NA,NA
"36","Danilo Gabriel de Andrade","Danilo","https://s.glbimg.com/es/sde/f/2017/04/19/b627c9025ae6426b1e4397a1e4806a3e_FORMATO.png",38067,13,"COR","mei","Nulo",0,5,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Severino dos Ramos Durval da Silva","Durval","https://s.glbimg.com/es/sde/f/2017/05/01/510c7156c6f1b989be6cdcdfb393eb82_FORMATO.png",38100,13,"SPO","zag","Provável",6.1,7.26,0.65,3.65,10,"Sport",1,8,NA,NA,6,NA,1,13,NA,10,NA,4,NA,NA,NA,NA,NA,NA
"38","Anderson Pedro Nunes da Silva Campos","Anderson","https://s.glbimg.com/es/sde/f/2017/02/21/25b8eacc6ff420ba06c12861299fc24b_FORMATO.png",38001,13,"BAH","gol","Nulo",0,0.79,0,-2,2,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"39","Rafael Augusto Sobis do Nascimento","Rafael Sobis","https://s.glbimg.com/es/sde/f/2016/07/06/9f448978203e98dc8d4f57f547ed8a44_FORMATO.png",37798,13,"CRU","ata","Provável",-0.7,10.62,-0.2,3.26,7,"Cruzeiro",1,9,6,6,9,2,1,13,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"40","Jefferson de Oliveira Galvão","Jefferson","https://s.glbimg.com/es/sde/f/2016/05/20/27326ea71a4a3d4cde252b5498024a60_FORMATO.png",38109,13,"BOT","gol","Provável",8,9.67,-0.97,12.5,2,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,NA,NA,1,NA
"41","João Alves de Assis Silva","Jô","https://s.glbimg.com/es/sde/f/2017/04/23/013b2879d66c81bb0e92137fdfe045a8_FORMATO.png",38138,13,"COR","ata","Provável",-2.7,11.29,-2.03,3.94,13,"Corinthians",2,24,7,4,16,7,15,30,1,2,2,NA,NA,NA,NA,NA,NA,NA
"42","Mário Lúcio Duarte Costa","Aranha","https://s.glbimg.com/es/sde/f/2017/05/02/803e0f7a5e12a827547f82d97fb403f0_FORMATO.png",37984,13,"PON","gol","Provável",-6.3,9.79,-1.7,3.48,13,"Ponte Preta",NA,NA,NA,NA,2,NA,NA,6,NA,NA,NA,5,19,18,NA,NA,NA,NA
"43","Luiz Guilherme da Conceição Silva","Muriqui","https://s.glbimg.com/es/sde/f/2017/04/06/321312e4d04c0676ddf6e5e30503e413_FORMATO.png",38225,13,"VAS","ata","Nulo",0,3.56,0,0.45,2,"Vasco",NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Frederico Chaves Guedes","Fred","https://s.glbimg.com/es/sde/f/2017/04/03/3c0b9d4407aa9d0eadfb90461cc048e1_FORMATO.png",38162,13,"ATL","ata","Provável",-3.9,14.75,-0.85,3.88,10,"Atlético-MG",1,18,2,7,23,4,5,22,1,2,1,NA,NA,NA,1,NA,NA,NA
"45","Fernando Buttenbender Prass","Fernando Prass","https://s.glbimg.com/es/sde/f/2016/05/01/493488441bb751ad5dbdb042a318599f_FORMATO.png",38140,13,"PAL","gol","Provável",-4,14.74,-1.05,4.64,13,"Palmeiras",NA,NA,NA,NA,1,NA,NA,4,NA,NA,NA,4,23,14,NA,NA,NA,NA
"46","Robson de Souza","Robinho","https://s.glbimg.com/es/sde/f/2017/04/03/d0fe78529c78b3decfed9ab7ea31e79b_FORMATO.png",38246,13,"ATL","ata","Nulo",0,13.65,-1.38,2.94,11,"Atlético-MG",2,8,2,4,12,1,7,35,NA,15,2,NA,NA,NA,NA,NA,NA,NA
"47","Maicon Thiago Pereira de Souza","Maicon","https://s.glbimg.com/es/sde/f/2017/04/23/2d7990dd22103819070a18092e4a35b7_FORMATO.png",38196,13,"GRE","mei","Contundido",0,7.99,0,0.8,6,"Grêmio",NA,3,NA,NA,5,NA,NA,10,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"48","Vinícius Soares Eutropio","Vinícius Eutrópio","https://s.glbimg.com/es/sde/f/2017/07/06/3996acd85ff4513f367921f36749d2af_FORMATO.png",60780,13,"CHA","tec","Provável",-0.14,6.95,-0.93,0.93,2,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Artur Guilherme Moraes Gusmão","Artur Moraes","https://s.glbimg.com/es/sde/f/2017/04/24/5e85a2f95507d900cd0da5a482163c0d_FORMATO.png",38156,13,"CHA","gol","Nulo",0,6,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Wellington Pereira do Nascimento","Wellington Paulista","https://s.glbimg.com/es/sde/f/2017/04/25/063a393c23a936c42fa8d9c6ee455747_FORMATO.png",38279,13,"CHA","ata","Suspenso",-1.6,9.85,-0.69,2.54,13,"Chapecoense",NA,18,10,11,15,3,3,28,NA,3,3,NA,NA,NA,1,NA,NA,NA
"51","Roger Rodrigues da Silva","Roger","https://s.glbimg.com/es/sde/f/2017/04/18/6814b99b2a5d61f8e272030ee2784ca0_FORMATO.png",38287,13,"BOT","ata","Provável",9.9,10.56,0.78,4.89,12,"Botafogo",1,12,6,11,14,6,14,28,1,7,1,NA,NA,NA,NA,NA,NA,NA
"52","Jadson Rodrigues da Silva","Jadson","https://s.glbimg.com/es/sde/f/2017/04/23/74a0bb24699753dd991412e8c67a1623_FORMATO.png",38315,13,"COR","mei","Provável",7,10.65,0.44,2.24,12,"Corinthians",1,13,3,6,4,4,3,64,NA,7,2,NA,NA,NA,NA,NA,NA,NA
"53","Márcio Rodrigues Araújo","Márcio Araújo","https://s.glbimg.com/es/sde/f/2017/04/24/034006de65f23dc6ad944d4cbe1fd5d4_FORMATO.png",38311,13,"FLA","mei","Provável",3.1,8.92,-0.58,3.28,13,"Flamengo",NA,15,NA,4,20,NA,NA,22,NA,27,1,NA,NA,NA,NA,NA,NA,NA
"54","Marcos Vicente dos Santos","Marquinhos","https://s.glbimg.com/es/sde/f/2017/04/28/16b2b3c31dc9b2e904ab87a434b26f8b_FORMATO.png",38150,13,"AVA","mei","Provável",6.8,3.78,0.97,0.68,9,"Avaí",NA,4,4,3,10,1,NA,37,NA,3,NA,NA,NA,NA,NA,1,NA,NA
"55","Rafael da Silva Francisco","Rafinha","https://s.glbimg.com/es/sde/f/2017/04/22/b38b67b4598e604b5f9219b7e65d47d7_FORMATO.png",38421,13,"CRU","mei","Contundido",0,5.96,0,1.41,7,"Cruzeiro",NA,8,NA,1,14,NA,NA,19,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"56","Fábio Santos Romeu","Fábio Santos","https://s.glbimg.com/es/sde/f/2017/04/03/513ae4d7abe5f2024ee9a5cfa9c87bd4_FORMATO.png",38229,13,"ATL","lat","Suspenso",-2.7,1.35,-1.15,0.78,11,"Atlético-MG",NA,15,NA,4,22,NA,2,39,NA,10,6,2,NA,NA,NA,NA,NA,NA
"57","Rafael de Souza Pereira","Rafael Carioca","https://s.glbimg.com/es/sde/f/2017/04/03/902e1c13569f1c4cc9f929691cc6d625_FORMATO.png",60784,13,"ATL","mei","Provável",2.7,6.31,-0.06,1.52,12,"Atlético-MG",NA,12,NA,2,17,NA,NA,22,NA,17,4,NA,NA,NA,NA,NA,NA,NA
"58","Thiago Neves Augusto","Thiago Neves","https://s.glbimg.com/es/sde/f/2017/02/19/6bb6e70216d205ad23e44268eba27692_FORMATO.png",38277,13,"CRU","mei","Provável",4.5,17.77,-0.77,6.76,10,"Cruzeiro",1,13,13,8,22,5,3,41,NA,9,1,NA,NA,NA,NA,NA,NA,NA
"59","Willians dos Santos Santana","Willians","https://s.glbimg.com/es/sde/f/2017/06/07/e24d137ff5aa2e79299e85cf581744a1_FORMATO.png",60787,13,"AVA","ata","Nulo",0.9,3.73,-1.06,1.29,8,"Avaí",1,15,1,NA,6,NA,NA,10,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"60","Anderson Vital da Silva","Dedé","https://s.glbimg.com/es/sde/f/2017/04/05/526dd85f05139f739aca91b753b00ec9_FORMATO.png",60819,13,"CRU","zag","Contundido",0,8.86,0,3.43,3,"Cruzeiro",NA,1,NA,NA,2,NA,NA,12,NA,2,NA,2,NA,NA,NA,NA,NA,NA
"61","Bruno Vieira Gallo","Bruno Gallo","https://s.glbimg.com/es/sde/f/2017/04/06/68766fe1a4a33ee25c95b972979bf44c_FORMATO.png",60802,13,"VAS","mei","Nulo",0,1.7,0,-0.6,1,"Vasco",NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Gilberto Oliveira Souza Júnior","Gilberto","https://s.glbimg.com/es/sde/f/2016/08/18/6af48de27fa231f0a84e3301c9451cb9_FORMATO.png",61188,13,"SAO","ata","Nulo",0,3.96,-0.24,1.32,6,"São Paulo",NA,4,2,3,1,1,3,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"63","Lucca Borges Brito","Lucca","https://s.glbimg.com/es/sde/f/2017/05/02/bd59d7bbf1fff0ce2e2dd4b489c5c99a_FORMATO.png",61149,13,"PON","ata","Provável",5.7,21.37,0.96,7.71,13,"Ponte Preta",1,14,13,12,42,7,4,36,1,13,1,NA,NA,NA,NA,NA,NA,NA
"64","Thiago Heleno Henrique Ferreira","Thiago Heleno","https://s.glbimg.com/es/sde/f/2017/04/23/1f11c20ef0f3dc5415e347a5080e0877_FORMATO.png",38394,13,"ATL","zag","Suspenso",-3.2,7.39,-1.26,2.68,9,"Atlético-PR",NA,10,NA,3,5,1,NA,20,NA,8,3,3,NA,NA,NA,NA,NA,NA
"65","Patric Cabral Lalau","Patric","https://s.glbimg.com/es/sde/f/2017/04/24/89077bf2beda96cfae171fad51c21cd1_FORMATO.png",60969,13,"VIT","lat","Provável",4.2,7.19,0.93,1.93,10,"Vitória",1,18,3,7,8,NA,3,56,NA,14,2,2,NA,NA,NA,NA,NA,NA
"66","Airton Ribeiro Santos","Airton","https://s.glbimg.com/es/sde/f/2016/05/19/53e1bd0759a8f98439752def04457e15_FORMATO.png",61985,13,"BOT","mei","Contundido",0,5.63,0,1.17,3,"Botafogo",NA,3,NA,NA,4,NA,NA,7,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"67","Fernando Camilo Farias","Camilo","https://s.glbimg.com/es/sde/f/2016/06/28/8a03ee3ad9899f775f55818fc2c7e956_FORMATO.jpeg",62009,13,"BOT","mei","Nulo",-0.8,8.72,-0.39,0.66,7,"Botafogo",NA,4,2,5,6,NA,NA,12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"68","Edimar Curitiba Fraga","Edimar","https://s.glbimg.com/es/sde/f/2017/04/25/0991c88dd099660fdb7cfc88a4bedab1_FORMATO.png",62024,13,"SAO","lat","Nulo",0,5,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","Carlos Cesar Neves","Carlos Cesar","https://s.glbimg.com/es/sde/f/2017/04/03/ed8cd5220fe7c5ba0069143fad70f518_FORMATO.png",61211,13,"ATL","lat","Contundido",0,4.46,0,-0.7,1,"Atlético-MG",NA,NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","Jael Ferreira Vieira","Jael","https://s.glbimg.com/es/sde/f/2017/04/23/585f69babcaf14c7eaf22537e3c5338c_FORMATO.png",60859,13,"GRE","ata","Contundido",0,5,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Jean Raphael Vanderlei Moreira","Jean","https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png",62047,13,"PAL","lat","Contundido",0,15.59,0,3.97,6,"Palmeiras",NA,3,2,5,6,1,1,19,1,5,NA,2,NA,NA,NA,NA,NA,NA
"72","Rodrigo Eduardo Costa Marinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2017/04/20/ff3f0ec8867916a05745cdee54815442_FORMATO.png",61033,13,"COR","mei","Suspenso",-0.8,13.84,-1.23,3.6,10,"Corinthians",3,18,6,5,20,1,1,32,NA,11,3,NA,NA,NA,NA,NA,NA,NA
"73","Marcos Antônio da Silva Gonçalves","Marquinhos","https://s.glbimg.com/es/sde/f/2017/05/03/cc800ad5ce3aeb287358e50e4352911b_FORMATO.png",60788,13,"SPO","ata","Nulo",0,5.05,0,3.03,3,"Sport",2,2,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","Julio Daniel dos Santos Rodríguez","Julio dos Santos","https://s.glbimg.com/es/sde/f/2017/04/17/649e4e7bd437c7088ca460c013ae1718_FORMATO.png",60853,13,"VAS","mei","Nulo",0,5,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Marcos Rogério Ricci Lopes","Pará","https://s.glbimg.com/es/sde/f/2017/04/24/44fa9261c93718d8ee74e043fad7adbb_FORMATO.png",62086,13,"FLA","lat","Nulo",0,8.93,0,2.67,8,"Flamengo",1,12,NA,1,5,NA,1,18,NA,3,NA,4,NA,NA,NA,NA,NA,NA
"76","Maikon Fernando Souza Leite","Maikon Leite","https://s.glbimg.com/es/sde/f/2017/02/18/d1beebf2d6769d1d954a6d387ae17218_FORMATO.png",62069,13,"BAH","ata","Contundido",0,2.15,0,-0.5,2,"Bahia",NA,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","Walter Henrique da Silva","Walter","https://s.glbimg.com/es/sde/f/2017/06/01/bba975f9c1f34505f37eedc4d7693aad_FORMATO.png",62128,13,"ATL","ata","Provável",-0.9,7.02,-0.21,0.64,8,"Atlético-GO",NA,11,4,5,16,1,2,32,NA,1,2,NA,NA,NA,NA,NA,NA,NA
"78","Vanderlei Farias da Silva","Vanderlei","https://s.glbimg.com/es/sde/f/2016/05/01/82e0b04b2f7623a1d61ffaff2e36a59c_FORMATO.png",62121,13,"SAN","gol","Dúvida",24,23.89,4.43,10.06,13,"Santos",NA,1,NA,NA,1,NA,NA,4,NA,NA,NA,7,32,10,NA,NA,3,NA
"79","Wellington Aparecido Martins","Wellington","https://s.glbimg.com/es/sde/f/2017/07/11/e1a0c5a0088a63c81bf1521f61600a77_FORMATO.png",62129,13,"VAS","mei","Provável",-0.5,0.79,0,-1.95,6,"Vasco",NA,19,NA,NA,4,NA,1,16,NA,3,2,NA,NA,NA,NA,NA,NA,NA
"80","William Matheus da Silva","William Matheus","https://s.glbimg.com/es/sde/f/2017/04/24/dc3d5fdf33d1716e51abe9c2aad2d182_FORMATO.png",62130,13,"COR","lat","Provável",0,6.11,0,2.02,11,"Coritiba",NA,16,4,1,23,NA,1,38,NA,10,3,4,NA,NA,NA,1,NA,NA
"81","Werley Ananias da Silva","Werley","https://s.glbimg.com/es/sde/f/2017/04/24/5d30208b79a04fd4710a6c79831dae42_FORMATO.png",62974,13,"COR","zag","Nulo",0,8.58,0,3.48,11,"Coritiba",NA,7,1,5,4,NA,NA,28,NA,11,NA,5,NA,NA,NA,NA,NA,NA
"82","Victor Ramos Ferreira","Victor Ramos","https://s.glbimg.com/es/sde/f/2017/04/25/b46cb463e6cdc67676c6fde0cbbdfdf9_FORMATO.png",63000,13,"CHA","zag","Provável",0.8,7.81,0.11,2.56,11,"Chapecoense",NA,17,2,4,2,1,NA,23,NA,11,2,3,NA,NA,NA,NA,NA,NA
"83","João Paulo Purcino de Almeida","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/28/61a2cc88c95e6ada6bf3c127a23ec96f_FORMATO.png",62997,13,"AVA","lat","Nulo",0,4,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Luiz Severo Júnior","Júnior Viçosa","https://s.glbimg.com/es/sde/f/2017/04/28/d1909a944130931c13b961fd7bf4ce3a_FORMATO.png",63177,13,"ATL","ata","Nulo",0,3.85,0,0.53,7,"Atlético-GO",NA,2,4,4,4,NA,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Douglas Silva Bacelar","Douglas","https://s.glbimg.com/es/sde/f/2016/10/24/daecab9e41dda92b025a194ccf942d0e_FORMATO.png",63128,13,"SAO","zag","Nulo",0,3.28,0,0.9,1,"São Paulo",NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"86","Marcos Luis Rocha Aquino","Marcos Rocha","https://s.glbimg.com/es/sde/f/2017/04/03/043d9369ddb104e41861bbe7b79afb5d_FORMATO.png",63013,13,"ATL","lat","Provável",-0.2,9.35,-0.64,2.4,4,"Atlético-MG",1,11,NA,3,5,NA,NA,27,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
"87","Róbson Michael Signorini","Robinho","https://s.glbimg.com/es/sde/f/2016/05/12/bca701933eaad8640785a2a634d5edf4_FORMATO.png",62104,13,"CRU","mei","Nulo",0,8.73,0,2.13,6,"Cruzeiro",NA,5,3,7,4,1,1,39,NA,8,2,NA,NA,NA,NA,NA,NA,NA
"88","Luan Madson Gedeão De Paiva","Luan","https://s.glbimg.com/es/sde/f/2017/04/03/5472237b431bf42b1ce79273d48c8e2f_FORMATO.png",63219,13,"ATL","ata","Contundido",0,6.32,0,1.27,3,"Atlético-MG",NA,2,1,NA,2,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"89","Jucilei da Silva","Jucilei","https://s.glbimg.com/es/sde/f/2017/04/25/a6c1399add6e3c7d17ad9a708974cd21_FORMATO.png",63422,13,"SAO","mei","Provável",9.1,15.93,0.27,6.11,13,"São Paulo",NA,21,1,5,32,1,NA,39,NA,43,NA,NA,NA,NA,NA,NA,NA,NA
"90","Moisés Lima Magalhães","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,13,"PAL","mei","Contundido",0,10,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Bruno César Pereira da Silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2016/05/20/473777983ee50165bf691b0f029cac11_FORMATO.png",68698,13,"BOT","mei","Nulo",0,13.04,0,5.83,11,"Botafogo",2,18,3,7,19,4,NA,40,NA,21,5,NA,NA,NA,NA,NA,NA,NA
"92","Guilherme de Aguiar Camacho","Camacho","https://s.glbimg.com/es/sde/f/2017/04/19/9bf8902250718281651dc2ae9999d574_FORMATO.png",68770,13,"COR","mei","Nulo",-0.3,3.87,-0.38,0.6,9,"Corinthians",NA,2,NA,1,2,NA,NA,7,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"93","Willian Roberto Farias","Willian Farias","https://s.glbimg.com/es/sde/f/2017/04/24/15cf98a07f1ca5efaa16bc8321c04658_FORMATO.png",63058,13,"VIT","mei","Contundido",0,9.33,0,3.11,10,"Vitória",NA,16,NA,3,8,NA,NA,28,NA,27,4,NA,NA,NA,1,NA,NA,NA
"94","Emiliano Gabriel Vecchio","Vecchio","https://s.glbimg.com/es/sde/f/2016/06/28/b28314056abc5bb43d464ba66e1d0552_FORMATO.jpeg",68745,13,"SAN","mei","Nulo",-0.8,1.19,-0.5,-1.05,2,"Santos",NA,1,1,1,1,NA,1,10,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"95","Márcio Passos de Albuquerque","Emerson Sheik","https://s.glbimg.com/es/sde/f/2017/06/01/da3106efc7379dcf3c942213ac978f0e_FORMATO.png",68744,13,"PON","ata","Provável",1,4.82,-0.04,1.52,8,"Ponte Preta",1,11,3,5,28,NA,NA,22,NA,4,4,NA,NA,NA,NA,NA,NA,NA
"96","André Felipe Ribeiro de Souza","André","https://s.glbimg.com/es/sde/f/2017/03/12/15292d87c87458b6575b789d1e0b3a77_FORMATO.png",68690,13,"SPO","ata","Provável",18.3,12.41,3.15,5.36,12,"Sport",1,24,4,9,19,6,7,26,NA,9,2,NA,NA,NA,1,NA,NA,NA
"97","Diego Renan de Lima Ferreira","Diego Renan","https://s.glbimg.com/es/sde/f/2017/04/24/6cdeb7e2779c671c69473bc599c9eab2_FORMATO.png",68725,13,"CHA","lat","Nulo",0,4.21,0,-0.77,3,"Chapecoense",NA,2,1,NA,3,NA,NA,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"98","Alan Luciano Ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2017/04/24/5445b9aabe74f7acf2c52104cb6270ff_FORMATO.png",63110,13,"CHA","lat","Nulo",0,3,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Henrique Almeida Caixeta Nascentes","Henrique Almeida","https://s.glbimg.com/es/sde/f/2017/04/24/95e996eaef78ad7ac0e285e3d6d057e0_FORMATO.png",68773,13,"COR","ata","Provável",8.2,15.81,1.44,4.65,13,"Coritiba",1,13,9,12,24,3,10,34,NA,13,1,NA,NA,NA,1,NA,NA,NA
"100","Paulo Marcos de Jesus Ribeiro","Paulão","https://s.glbimg.com/es/sde/f/2017/07/11/97a55ad8b4015035dbde2063c6776c8a_FORMATO.png",63172,13,"VAS","zag","Provável",0,4.39,0,1.35,11,"Vasco",1,21,1,6,7,NA,NA,25,NA,9,3,2,NA,NA,NA,NA,NA,NA
"101","Luiz Fernando Pereira da Silva","Fernandinho","https://s.glbimg.com/es/sde/f/2017/04/23/7bc968863bb32cf46c3aa7067b5514f8_FORMATO.png",68758,13,"GRE","ata","Provável",1.1,10.05,-0.44,4.83,9,"Grêmio",NA,9,5,3,23,3,NA,15,NA,7,1,NA,NA,NA,NA,NA,NA,NA
"102","Severino do Ramo Clementino da Silva","Nino Paraíba","https://s.glbimg.com/es/sde/f/2017/05/02/d14ab91bfca642dc286aec9f19adea15_FORMATO.png",68808,13,"PON","lat","Provável",1.4,19.65,-0.12,4.85,11,"Ponte Preta",1,16,5,4,23,1,2,60,NA,23,3,3,NA,NA,NA,NA,NA,NA
"103","Sosthenes José Santos Salles","Neto Berola","https://s.glbimg.com/es/sde/f/2017/04/24/f3039b70ee89382f40b6b09074e46900_FORMATO.png",68807,13,"COR","ata","Nulo",7.1,10.61,0.99,2.87,7,"Coritiba",2,6,NA,2,7,1,2,12,NA,4,1,NA,NA,NA,NA,NA,NA,NA
