"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FF","FS","FT","I","PE","RB","SG","FD","DD","DP","G","GS","GC","CV","PP"
"511","Derlan de Oliveira Bento","Derlan","https://s.glbimg.com/es/sde/f/2017/04/20/a61babc61e943eed73835c0eb0233767_FORMATO.png",98945,33,"FLU","zag","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Leonardo Natel Vieira","Léo Natel","https://s.glbimg.com/es/sde/f/2017/05/24/2a8d67ff31bfc2ad352d55926c1b6556_FORMATO.png",98952,33,"SAO","ata","Nulo",0,0.92,0,0.5,1,"São Paulo",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","Everton Felipe de Oliveira Silva","Everton Felipe","https://s.glbimg.com/es/sde/f/2017/08/30/61e2143d4bf6e2d3ed0ce11f995be203_FORMATO.png",86519,33,"SPO","mei","Contundido",0,4.41,0,1.63,18,"Sport",2,2,27,7,24,NA,2,102,18,NA,13,NA,NA,1,NA,NA,NA,NA
"514","Pedro Vitor Ferreira Da Silva ","Pedro Vitor","https://s.glbimg.com/es/sde/f/2017/05/01/3b883aa630ed340edfef1e032cfb61b2_FORMATO.png",99035,33,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Elias Lira Nogueira Junior ","Elias","https://s.glbimg.com/es/sde/f/2017/05/01/3d6d8284db8a576d760fba42eb79eac4_FORMATO.png",99034,33,"SPO","lat","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Pedro Gomes Bortoluzo","Pedro Bortoluzo",NA,99041,33,"SAO","ata","Nulo",0,3,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","João Paulo Ferreira Lourenço","Lourenço","https://s.glbimg.com/es/sde/f/2017/06/18/cf178cdbd6bb2ee507ce289881e464b7_FORMATO.png",99032,33,"AVA","ata","Nulo",0,0.8,0,-0.5,7,"Avaí",NA,3,5,3,6,NA,1,11,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"518","Joao Victor Inacio Araujo","João Victor","https://s.glbimg.com/es/sde/f/2017/05/01/b47bd0865c30b6854b673c7e94778083_FORMATO.png",99033,33,"SPO","mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Danilo das Neves Pinheiro","Tchê Tchê","https://s.glbimg.com/es/sde/f/2016/05/20/2b96e76d6b1e3f8fc29f37d9dfe90206_FORMATO.jpeg",86686,33,"PAL","mei","Provável",2.4,6.84,0.49,1.42,29,"Palmeiras",2,5,47,6,29,NA,1,69,38,NA,8,NA,NA,NA,NA,NA,1,NA
"520","Dayvid Alexsander da Silva","Dayvid",NA,99254,33,"SPO","lat","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Richard Cândido Coelho","Richard","https://s.glbimg.com/es/sde/f/2017/08/19/525a2fd7bb807a508e3f99a5d1285034_FORMATO.png",86711,33,"FLU","mei","Contundido",0,5.49,0,5.55,8,"Fluminense",NA,NA,12,3,8,NA,NA,11,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Walter Luiz Silva de Araujo","Luizão","https://s.glbimg.com/es/sde/f/2017/06/22/5b6da4a5651cbd0822f33cea7f49be63_FORMATO.png",86724,33,"COR","zag","Nulo",0,0.79,0,-0.52,7,"Coritiba",NA,5,9,1,4,NA,1,8,3,1,1,NA,NA,NA,NA,NA,NA,NA
"523","Lucas de Oliveira Antunes","Lucas Índio","https://s.glbimg.com/es/sde/f/2017/05/04/075e8103fcbe7ba581efc1402208e108_FORMATO.png",99353,33,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","Jonathan Francisco Lemos","Jonathan","https://s.glbimg.com/es/sde/f/2017/04/27/f0005dbb8cf4d46b99cf08acf8949256_FORMATO.png",86713,33,"ATL","lat","Suspenso",-0.5,2.43,-0.62,2.16,19,"Atlético-GO",NA,3,15,6,8,NA,1,48,29,3,3,NA,NA,NA,NA,1,NA,NA
"525","Alesandro dos Santos Pereira","Alesandro",NA,99256,33,"SPO","zag","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","Matheus Bezerra Santos","Matheus Bezerra",NA,99258,33,"SPO","mei","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Lucas Gonçalves Reis Santos","Lucas Rex","https://s.glbimg.com/es/sde/f/2017/08/18/9e40a3e5256626c0192b3adef4243677_FORMATO.jpeg",86745,33,"GRE","zag","Nulo",0,2,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","João Erick Marques da Silva","João Erick",NA,99257,33,"SPO","mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","José Vinícius Almeida Soares","Vinícius",NA,99356,33,"SPO","mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Alexsander Jhonatta de Oliveira Andrade","Alexsander","https://s.glbimg.com/es/sde/f/2017/04/16/574d33cbfe0200e34a998815c6b4ee99_FORMATO.png",99411,33,"ATL","mei","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","Lucas Vinícius Santos Bernardino","Lucas Vinícius","https://s.glbimg.com/es/sde/f/2017/04/28/2c4070d9c0adf40eb3afffcdd20d640e_FORMATO.png",99388,33,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","Éder Gabriel Militão","Éder Militão","https://s.glbimg.com/es/sde/f/2017/05/04/a8a8f4eb8075ba4ad4fde3d5d0d6f996_FORMATO.png",99424,33,"SAO","mei","Contundido",0,4.31,0,2.66,18,"São Paulo",NA,1,18,5,22,NA,1,49,29,NA,2,NA,NA,1,NA,NA,NA,NA
"533","Everton Sousa Soares","Everton","https://s.glbimg.com/es/sde/f/2017/04/23/f8b4218756c0dc59793c36159228a00f_FORMATO.png",86757,33,"GRE","ata","Provável",3.6,11.22,-2.07,4.9,29,"Grêmio",4,1,17,18,25,1,1,32,23,NA,19,NA,NA,7,NA,NA,NA,NA
"534","Felipe Souza Moreno Sampaio","Felipe","https://s.glbimg.com/es/sde/f/2017/07/25/3f49904e0abb1cdf2c877cbe1c085db1_FORMATO.png",99425,33,"FLU","ata","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Daniel dos Santos Oliveira","Daniel","https://s.glbimg.com/es/sde/f/2017/04/23/fa258606c3c0cb8010a0e233ab7e3837_FORMATO.png",99461,33,"ATL","zag","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Caio Alan Tem Catem Gonçalves","Caio","https://s.glbimg.com/es/sde/f/2017/04/23/49dd974b3c6794d393b7475413060b63_FORMATO.png",99460,33,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","Wenderson Da Silva Costa Ferreira","Wenderson","https://s.glbimg.com/es/sde/f/2017/05/16/153f0473b0a7b9d9e2bef29d8aceb3ad_FORMATO.png",99474,33,"BOT","mei","Nulo",0,0.78,0,-1.05,2,"Botafogo",NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","Fernando Alexander Guerrero Vásquez","Fernando Guerrero","https://s.glbimg.com/es/sde/f/2017/08/17/e1574093b8b1ab5f5337d0aefef4d120_FORMATO.png",87872,33,"CHA","mei","Nulo",0,2.89,0,-1.5,2,"Chapecoense",NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Fernando Peixoto Costanza","Fernando","https://s.glbimg.com/es/sde/f/2017/05/16/0243a49a67c8ced003f53d80efea1bb0_FORMATO.png",99550,33,"BOT","lat","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","Diego Terra Loureiro","Diego","https://s.glbimg.com/es/sde/f/2017/04/23/78aa93572e5a8b0ddac649e2e57ce456_FORMATO.png",99430,33,"BOT","gol","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","Vinicius José Paixão de Oliveira Junior","Vinicius Junior","https://s.glbimg.com/es/sde/f/2017/08/22/0d561ddc8dda735fc3ab96a8866e90d0_FORMATO.jpeg",99535,33,"FLA","ata","Nulo",8,4.11,1.26,1.83,21,"Flamengo",1,2,12,8,20,1,6,29,3,NA,7,NA,NA,3,NA,NA,NA,NA
"542","Robson Azevedo da Silva","Robinho","https://s.glbimg.com/es/sde/f/2017/08/19/7f63b88129afd972ded68803058d40bb_FORMATO.png",99574,33,"FLU","ata","Contundido",0,2.43,0,1.14,5,"Fluminense",NA,NA,3,NA,3,NA,NA,8,3,NA,NA,NA,NA,1,NA,NA,1,NA
"543","Luan Guilherme de Jesus Vieira","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/458569d2d0c260a004befc5988da9350_FORMATO.png",86759,33,"GRE","ata","Nulo",0,21.13,0,6.77,18,"Grêmio",6,2,20,16,41,NA,4,93,25,NA,17,NA,NA,6,NA,NA,NA,1
"544","Jadson Ailton Oliveira Da Silva Vale","Jadson","https://s.glbimg.com/es/sde/f/2017/06/07/2e7afba6e715b27222707a3f207ad556_FORMATO.jpeg",99629,33,"GRE","ata","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Paulo Vitor Fernandes Pereira","Paulo Vitor","https://s.glbimg.com/es/sde/f/2017/07/11/e81eab0834b731a19ad2d9eb76551b1e_FORMATO.png",99588,33,"VAS","ata","Nulo",0,1.86,0,1.25,13,"Vasco",NA,2,12,4,12,1,1,17,5,NA,3,NA,NA,1,NA,NA,NA,NA
"546","Bruno Cosendey Lobo Pinto","Bruno Cosendey","https://s.glbimg.com/es/sde/f/2017/07/11/f9e52eaee9fb26079589543635af6cff_FORMATO.png",99615,33,"VAS","mei","Nulo",0,2.21,0,1.7,1,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","Felipe Saraiva","Felipe Saraiva","https://s.glbimg.com/es/sde/f/2017/08/30/7afe41117d03c4c04cbea893549c5cb7_FORMATO.png",99616,33,"PON","mei","Nulo",0,1.51,-0.11,1.45,17,"Ponte Preta",NA,NA,10,3,22,NA,1,13,7,NA,9,NA,NA,NA,NA,NA,NA,NA
"548","Conrado Buchanelli Holz","Conrado","https://s.glbimg.com/es/sde/f/2017/06/07/0367b264f2aa4d386381dc6d9594c5a2_FORMATO.jpeg",99625,33,"GRE","mei","Nulo",0,1.87,0,1.15,2,"Grêmio",NA,NA,2,1,3,NA,1,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","Igor Cássio Vieira dos Santos","Igor Cássio",NA,99661,33,"BOT","ata","Contundido",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","Ezequiel Gonzalo Esperon","Esperon","https://s.glbimg.com/es/sde/f/2017/06/07/dfce0445c3144c43e2d3f33bb0dd4131_FORMATO.jpeg",99628,33,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","Matheus Mascarenhas dos Santos Raimundo","Mascarenhas","https://s.glbimg.com/es/sde/f/2017/07/25/440c5676c1d5aade1bd6ddf33598e814_FORMATO.png",99721,33,"FLU","lat","Nulo",0,4.43,0,4.1,4,"Fluminense",NA,1,5,2,6,NA,NA,11,4,1,NA,NA,NA,1,NA,NA,NA,NA
"552","Brenner Souza da Silva","Brenner","https://s.glbimg.com/es/sde/f/2017/08/24/28c4460fcf89a3a9e009784bcdd44b5e_FORMATO.png",99789,33,"SAO","ata","Nulo",0,0.88,0,0.55,2,"São Paulo",NA,NA,1,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Arthur Henrique Vieira Araujo","Arthur","https://s.glbimg.com/es/sde/f/2017/06/07/41375a4dab9feeadba77a4537ccb2623_FORMATO.png",99670,33,"CRU","zag","Nulo",0,1.39,0,3.2,1,"Cruzeiro",NA,NA,1,1,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Elano Blumer","Elano","https://s.glbimg.com/es/sde/f/2017/06/06/ba8d77c52b311fb7f02d09cbf0a70839_FORMATO.png",99669,33,"SAN","tec","Provável",3,9,-0.5,4.82,4,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Leonardo da Silva Simas","Leonardo Simas","https://s.glbimg.com/es/sde/f/2017/06/30/b6c202e020667876c945bb6f672961bb_FORMATO.png",99832,33,"ATL","lat","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","Gleison Bremer Silva Nascimento","Bremer","https://s.glbimg.com/es/sde/f/2017/07/05/3cdbb709a4c4b26a7debd8d34ab4d855_FORMATO.png",99817,33,"ATL","zag","Nulo",0,1.2,0,-0.06,9,"Atlético-MG",NA,4,25,NA,6,NA,NA,12,8,1,2,NA,NA,NA,NA,NA,NA,NA
"557","Dionathã da Silva","Dionathã","https://s.glbimg.com/es/sde/f/2017/07/01/c210b01a98672583bcff7b2c3a4ca8f9_FORMATO.jpeg",99834,33,"GRE","ata","Nulo",0,0.78,0,0.7,3,"Grêmio",NA,NA,2,NA,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"558","Douglas Santos da Silva","Douglas","https://s.glbimg.com/es/sde/f/2017/07/04/cdfd325a357ba83ec3a5e51650333b87_FORMATO.png",99824,33,"BAH","ata","Nulo",0,1.11,0,0.7,1,"Bahia",NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Riuler de Oliveira Faustino","Riuler","https://s.glbimg.com/es/sde/f/2017/04/23/f9a0f4d378841844615990bf95a39da9_FORMATO.png",99021,33,"ATL","lat","Nulo",0,2,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","Paulo Henrique Sampaio Filho ","Paulinho","https://s.glbimg.com/es/sde/f/2017/07/27/dd0593566091037ca5dcf0baa4680071_FORMATO.png",99818,33,"VAS","ata","Provável",6.1,5.03,0.63,3.78,13,"Vasco",1,1,4,4,9,NA,NA,35,19,NA,3,NA,NA,2,NA,NA,NA,NA
"561","Nilton Soares Rodrigues","Niltinho","https://s.glbimg.com/es/sde/f/2017/07/05/f10b19ee0f7e394c770fa6f2348452e4_FORMATO.png",84703,33,"ATL","ata","Nulo",-0.8,3.69,-0.32,1.4,21,"Atlético-GO",1,1,21,8,38,NA,3,31,10,NA,3,NA,NA,1,NA,NA,1,NA
"562","Leonardo Da Silva Passos","Léo Passos","https://s.glbimg.com/es/sde/f/2017/07/11/fbe688c63b6551ed75ef01b265cfa917_FORMATO.png",99878,33,"PAL","ata","Nulo",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","Judson Silva Tavares","Judson","https://s.glbimg.com/es/sde/f/2017/04/28/5423c8443b5f4d0ce027e1d31b9aa3ff_FORMATO.png",84691,33,"AVA","mei","Provável",5.8,5.37,-0.24,1.93,29,"Avaí",1,9,59,10,21,NA,NA,59,56,NA,3,NA,NA,NA,NA,NA,NA,NA
"564","Ricardo Queiroz de Alencastro Graça","Ricardo","https://s.glbimg.com/es/sde/f/2017/07/11/52b16e0a2e7ed758d06b0320871fa505_FORMATO.png",99881,33,"VAS","zag","Nulo",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","Lucas Cândido Silva","Lucas Cândido","https://s.glbimg.com/es/sde/f/2017/04/03/3ce5d2322ae49cd21e272911d9992c4a_FORMATO.png",84851,33,"ATL","mei","Contundido",0,4,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","Alex da Silva","Alex Silva","https://s.glbimg.com/es/sde/f/2017/05/19/2b09d527bb18b6dca83703fbbe498920_FORMATO.png",84861,33,"ATL","lat","Contundido",0,5.29,0,3.27,12,"Atlético-MG",3,5,24,2,19,NA,1,36,18,3,1,NA,NA,NA,NA,NA,NA,NA
"567","Alberto Valentim do Carmo Neto","Alberto Valentim","https://s.glbimg.com/es/sde/f/2017/10/13/eb83ab3bc8ab396e846e058adad3f4f4_FORMATO.png",84863,33,"PAL","tec","Provável",2.86,14.59,-0.14,4.55,6,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","Denilson Pereira Junior","Denilson","https://s.glbimg.com/es/sde/f/2017/06/09/1733878d67ca979f4e3dabc8e12db8a0_FORMATO.png",84718,33,"SAO","ata","Nulo",0,2.86,0,1.58,15,"São Paulo",1,NA,6,6,10,NA,1,25,5,NA,4,NA,NA,1,NA,NA,NA,NA
"569","Claudinei dos Santos Oliveira","Claudinei Oliveira","https://s.glbimg.com/es/sde/f/2017/04/28/1e4e67f7f6051b298a7679a0b9d1d0c8_FORMATO.png",84761,33,"AVA","tec","Provável",4.55,8.35,0.29,3.23,33,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","Raul Prata","Raul Prata","https://s.glbimg.com/es/sde/f/2017/05/01/bc801f0b347f5e9b99972901cf4ecefd_FORMATO.png",84855,33,"SPO","lat","Nulo",0,5.18,0,4.94,11,"Sport",1,1,11,5,8,NA,NA,42,27,3,1,NA,NA,NA,NA,NA,NA,NA
"571","Erik Nascimento Lima","Erik","https://s.glbimg.com/es/sde/f/2017/04/18/88bed79a8233a59ca86c67f41db42e85_FORMATO.png",84848,33,"PAL","ata","Nulo",-0.6,3.53,-0.19,1.72,9,"Palmeiras",1,NA,10,2,8,NA,1,11,7,NA,2,NA,NA,NA,NA,NA,NA,NA
"572","Luan Peres Petroni","Luan Peres ","https://s.glbimg.com/es/sde/f/2017/06/01/3543e150d67d69e4fd1bd3112e7533b6_FORMATO.png",84847,33,"PON","zag","Nulo",0,3.13,0,2.72,11,"Ponte Preta",NA,3,4,NA,6,NA,NA,16,11,4,1,NA,NA,NA,NA,NA,NA,NA
"573","Lucas Macanhan Ferreira","Lucas Macanhan","https://s.glbimg.com/es/sde/f/2016/05/13/222c790995cc7292f07b0dc4db7cc5f4_FORMATO.png",86760,33,"ATL","gol","Nulo",0,2,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","Elosman Euller Silva Cavalcanti","Euller ","https://s.glbimg.com/es/sde/f/2017/02/20/45d2685cedfee93ebf07f010f670c2ef_FORMATO.png",84890,33,"VIT","lat","Nulo",0,6.31,0,2.35,2,"Vitória",NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"575","Lucas Otávio Veiga Lopes","Lucas Otávio ","https://s.glbimg.com/es/sde/f/2017/04/28/c9abc289eaace4a40039be6a64b6711d_FORMATO.png",84896,33,"AVA","mei","Nulo",0,2.96,0,0.85,9,"Avaí",NA,NA,2,NA,1,NA,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","Elder Santana Conceição","Elder Santana","https://s.glbimg.com/es/sde/f/2017/06/15/1dcf005eb752d162ab97dbe8abe498a8_FORMATO.png",84925,33,"ATL","ata","Nulo",0,1.4,0,1.95,2,"Atlético-MG",NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","Sidcley Ferreira Pereira","Sidcley","https://s.glbimg.com/es/sde/f/2017/04/23/eff5699ee67d7b1a4f3c4cf923789370_FORMATO.png",86764,33,"ATL","lat","Provável",0,12.69,0,4.62,29,"Atlético-PR",4,3,30,6,51,NA,13,84,31,9,7,NA,NA,4,NA,NA,NA,NA
"578","Alisson Raimundo de Sousa ","Alisson",NA,100337,33,"AVA","ata","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","Jeferson de Araújo de Carvalho","Jeferson","https://s.glbimg.com/es/sde/f/2017/05/02/771b51917a7ef2187ffea3d1e0fc9277_FORMATO.png",84917,33,"PON","lat","Provável",0.8,5.58,0.39,3.08,18,"Ponte Preta",2,4,21,3,9,NA,NA,72,20,9,NA,NA,NA,NA,NA,NA,NA,NA
"580","Raphael Guimarães de Paula","Dodô","https://s.glbimg.com/es/sde/f/2017/04/24/d75b985086acd9eb03422fe01ce0693f_FORMATO.png",84927,33,"CHA","mei","Nulo",0,4.26,0,1.9,2,"Chapecoense",1,NA,2,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","Matheus Rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2017/04/23/c091af2e156b654e15abd7e687d0aeb2_FORMATO.png",86766,33,"ATL","mei","Nulo",0,3.93,0,0.85,26,"Atlético-PR",1,5,29,2,14,NA,1,46,21,NA,4,NA,NA,1,NA,NA,NA,NA
"582","Cristian Anderson Penilla Caicedo","Penilla","https://s.glbimg.com/es/sde/f/2017/07/29/8d73a52e9f9367189a7ef15d73f7d153_FORMATO.png",99883,33,"CHA","ata","Nulo",0,3.87,0,1.29,10,"Chapecoense",NA,NA,8,2,5,1,NA,11,4,NA,6,NA,NA,NA,NA,NA,NA,NA
"583","Marcos Felipe de Freitas Monteiro","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2017/07/25/71f2d737b67ea5f20138c4871f667000_FORMATO.png",85004,33,"FLU","gol","Nulo",0,3,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","Henrique Silva Milagres","Henrique","https://s.glbimg.com/es/sde/f/2017/04/24/98783f94705be5ed728032062068f73c_FORMATO.png",84893,33,"VAS","lat","Provável",3.3,7.79,0.59,3.14,17,"Vasco",2,1,24,1,27,NA,2,43,23,3,3,NA,NA,NA,NA,NA,NA,NA
"585","Fabiano Soares Pessoa","Fabiano Soares","https://s.glbimg.com/es/sde/f/2017/07/11/617482e891f67f6434c70aa4d11a3ee9_FORMATO.png",99882,33,"ATL","tec","Provável",2.09,9.88,0.12,3.26,19,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","Luis Alberto Ali Veja","Luis Ali","https://s.glbimg.com/es/sde/f/2017/07/27/2e9f3e01e7eb251a758ae22a40172f3d_FORMATO.png",99892,33,"PON","ata","Contundido",0,1.16,0,1.7,1,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","Vinicius Silvestre da Costa","Vinicius Silvestre","https://s.glbimg.com/es/sde/f/2016/05/01/31d846d7d2c8a7f4d827850b61996f45_FORMATO.png",85083,33,"PAL","gol","Nulo",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","José Francisco dos Santos Júnior","Júnior Brumado","https://s.glbimg.com/es/sde/f/2017/08/10/265c697061818acfca0985d570ff03cb_FORMATO.png",99894,33,"BAH","ata","Nulo",0,1.25,0,0.05,2,"Bahia",NA,NA,3,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","Jordi Almeida","Jordi","https://s.glbimg.com/es/sde/f/2017/04/17/8a166ba697085a60b3f3b7d74a9c6114_FORMATO.png",86776,33,"VAS","gol","Provável",-2,2.81,-1.19,-2,1,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"590","Ezequiel Santos da Silva","Ezequiel","https://s.glbimg.com/es/sde/f/2017/07/27/f13594ddafc08a318b0eb550350de0b4_FORMATO.png",99915,33,"BOT","mei","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","Lucas da Silva Ribeiro Campos","Lucas Campos","https://s.glbimg.com/es/sde/f/2017/07/25/61d573020cc6247a735d3d6501bb2e75_FORMATO.png",99903,33,"BOT","ata","Nulo",0,0.79,0,-0.3,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","Khevin Rodrigo Fraga","Khevin",NA,99921,33,"CHA","mei","Nulo",0,1,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","Lucas Henrique Frigeri","Lucas Frigeri","https://s.glbimg.com/es/sde/f/2017/08/31/69342a674d05e1477ff2f22b57ea61ac_FORMATO.png",84854,33,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","Patrick Machado Ferreira ","Patrick","https://s.glbimg.com/es/sde/f/2017/08/16/34305aca84639e95caaf29addb016bab_FORMATO.png",99918,33,"GRE","mei","Nulo",0,2.28,0,1.47,9,"Grêmio",NA,NA,4,2,8,1,NA,6,3,NA,3,NA,NA,NA,NA,NA,NA,NA
