"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FF","FS","G","I","PE","RB","FD","A","FT","SG","CV","PP","DD","GS","GC","DP"
"734","Lucas Luiz Scalon","Scalon","https://s.glbimg.com/es/sde/f/2017/04/25/1c61a24805cfe9ae71c648216cd5b9cd_FORMATO.png",94003,28,"CHA","zag","Nulo",0,2,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","John Victor Maciel Furtado","John Victor","https://s.glbimg.com/es/sde/f/2017/05/02/0eab88c901790607c556e504aa31b200_FORMATO.png",94044,28,"SAN","gol","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","Devid de Santana Silva","Devid","https://s.glbimg.com/es/sde/f/2017/04/28/7f5898b6f55d8d2c22bc2f9fd72c1067_FORMATO.png",94105,28,"AVA","ata","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","Lucas da Silva Rocha","Lucas Rocha","https://s.glbimg.com/es/sde/f/2017/07/11/de8c5e7398d3dece81fa05f35abe0764_FORMATO.png",94119,28,"VAS","zag","Nulo",0,2.99,0,3.95,2,"Vasco",NA,1,NA,3,NA,NA,5,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"738","Marcos Vicente dos Santos","Marquinhos","https://s.glbimg.com/es/sde/f/2017/04/28/16b2b3c31dc9b2e904ab87a434b26f8b_FORMATO.png",38150,28,"AVA","mei","Nulo",-0.1,2.36,-0.01,0.23,13,"Avaí",1,5,3,12,1,NA,49,3,6,NA,NA,NA,1,NA,NA,NA,NA,NA
"739","Edson Fernandes Botelho Júnior","Edson Júnior","https://s.glbimg.com/es/sde/f/2017/08/22/d2a7cd8500c44b31e1efb2f520d40482_FORMATO.png",93956,28,"ATL","ata","Nulo",0,2,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","Frederico Chaves Guedes","Fred","https://s.glbimg.com/es/sde/f/2017/04/03/3c0b9d4407aa9d0eadfb90461cc048e1_FORMATO.png",38162,28,"ATL","ata","Provável",3.8,14.25,0.38,2.62,20,"Atlético-MG",5,36,11,41,6,10,43,5,7,2,1,NA,NA,2,NA,NA,NA,NA
"741","Luis Ángel Salazar Cuesta","Salazar","https://s.glbimg.com/es/sde/f/2017/04/28/54e5ebd574f6ef20650d90d7e32baf44_FORMATO.png",93986,28,"AVA","zag","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","Artur Guilherme Moraes Gusmão","Artur Moraes","https://s.glbimg.com/es/sde/f/2017/04/24/5e85a2f95507d900cd0da5a482163c0d_FORMATO.png",38156,28,"CHA","gol","Nulo",0,6,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","Lucas Ribamar Lopes dos Santos Bibiano","Ribamar","https://s.glbimg.com/es/sde/f/2017/07/20/6894ec593555b4c947a6ced0d1bf01c4_FORMATO.png",94068,28,"ATL","ata","Provável",0,6.15,-0.57,2.98,11,"Atlético-PR",1,11,8,19,2,6,8,3,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"744","Danilo Gabriel de Andrade","Danilo","https://s.glbimg.com/es/sde/f/2017/04/19/b627c9025ae6426b1e4397a1e4806a3e_FORMATO.png",38067,28,"COR","mei","Nulo",0,5,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","Maicon Thiago Pereira de Souza","Maicon","https://s.glbimg.com/es/sde/f/2017/04/23/2d7990dd22103819070a18092e4a35b7_FORMATO.png",38196,28,"GRE","mei","Contundido",0,7.26,0,1,11,"Grêmio",3,11,3,10,NA,NA,20,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","Leonardo Natel Vieira","Léo Natel","https://s.glbimg.com/es/sde/f/2017/05/24/2a8d67ff31bfc2ad352d55926c1b6556_FORMATO.png",98952,28,"SAO","ata","Nulo",0,0.92,0,0.5,1,"São Paulo",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","José Renato da Silva Júnior","Renato","https://s.glbimg.com/es/sde/f/2017/07/25/51728a46f746d0ab5fe9985a3f913559_FORMATO.png",39572,28,"FLU","lat","Nulo",7.7,4.32,1.43,1.58,9,"Fluminense",2,12,9,7,NA,NA,17,5,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"748","Fábio Santos Romeu","Fábio Santos","https://s.glbimg.com/es/sde/f/2017/04/03/513ae4d7abe5f2024ee9a5cfa9c87bd4_FORMATO.png",38229,28,"ATL","lat","Provável",5,4.77,-1.01,3.27,24,"Atlético-MG",7,33,5,43,4,2,89,28,2,NA,NA,6,NA,NA,NA,NA,NA,NA
"749","Wellington Pereira do Nascimento","Wellington Paulista","https://s.glbimg.com/es/sde/f/2017/04/25/063a393c23a936c42fa8d9c6ee455747_FORMATO.png",38279,28,"CHA","ata","Provável",2.5,9.45,0.16,1.99,23,"Chapecoense",5,30,19,27,3,8,50,6,17,1,2,NA,NA,NA,NA,NA,NA,NA
"750","Robson de Souza","Robinho","https://s.glbimg.com/es/sde/f/2017/04/03/d0fe78529c78b3decfed9ab7ea31e79b_FORMATO.png",38246,28,"ATL","ata","Provável",0,11.94,0,1.86,21,"Atlético-MG",6,16,8,19,3,15,49,18,5,2,NA,NA,NA,1,NA,NA,NA,NA
"751","Jefferson de Oliveira Galvão","Jefferson","https://s.glbimg.com/es/sde/f/2016/05/20/27326ea71a4a3d4cde252b5498024a60_FORMATO.png",38109,28,"BOT","gol","Nulo",0,9.57,0,7.78,6,"Botafogo",2,NA,NA,1,NA,NA,6,NA,NA,NA,NA,2,NA,NA,15,5,NA,1
"752","Thiago Neves Augusto","Thiago Neves","https://s.glbimg.com/es/sde/f/2017/02/19/6bb6e70216d205ad23e44268eba27692_FORMATO.png",38277,28,"CRU","mei","Provável",0,17.37,0,5.03,23,"Cruzeiro",3,28,12,39,6,5,90,21,30,4,2,NA,NA,1,NA,NA,NA,NA
"753","João Alves de Assis Silva","Jô","https://s.glbimg.com/es/sde/f/2017/04/23/013b2879d66c81bb0e92137fdfe045a8_FORMATO.png",38138,28,"COR","ata","Provável",-1.1,12.02,-2.12,4.25,25,"Corinthians",3,45,16,27,13,29,55,8,17,2,NA,NA,NA,1,NA,NA,NA,NA
"754","Fernando Buttenbender Prass","Fernando Prass","https://s.glbimg.com/es/sde/f/2016/05/01/493488441bb751ad5dbdb042a318599f_FORMATO.png",38140,28,"PAL","gol","Provável",7,15.67,-0.1,4.57,24,"Palmeiras",2,NA,NA,5,NA,NA,9,1,NA,NA,NA,6,NA,NA,43,27,NA,1
"755","Roger Rodrigues da Silva","Roger","https://s.glbimg.com/es/sde/f/2017/04/18/6814b99b2a5d61f8e272030ee2784ca0_FORMATO.png",38287,28,"BOT","ata","Contundido",0,10.31,0,5.06,20,"Botafogo",3,21,19,22,10,19,44,11,11,2,NA,NA,NA,1,NA,NA,NA,NA
"756","Thiago Heleno Henrique Ferreira","Thiago Heleno","https://s.glbimg.com/es/sde/f/2017/04/23/1f11c20ef0f3dc5415e347a5080e0877_FORMATO.png",38394,28,"ATL","zag","Provável",-0.8,7.98,-0.4,3.09,19,"Atlético-PR",6,21,6,10,3,1,36,16,2,NA,NA,6,NA,NA,NA,NA,NA,NA
"757","Severino dos Ramos Durval da Silva","Durval","https://s.glbimg.com/es/sde/f/2017/08/30/f01a7a8db062d1a1317322f7ca87a782_FORMATO.png",38100,28,"SPO","zag","Nulo",0,7.37,0,3.29,15,"Sport",1,13,NA,10,NA,1,21,18,4,1,NA,4,NA,NA,NA,NA,NA,NA
"758","Jadson Rodrigues da Silva","Jadson","https://s.glbimg.com/es/sde/f/2017/04/23/74a0bb24699753dd991412e8c67a1623_FORMATO.png",38315,28,"COR","mei","Provável",0.7,8.48,-0.69,1.4,22,"Corinthians",2,15,13,14,4,3,112,9,4,2,NA,NA,NA,NA,NA,NA,NA,NA
"759","Diego Cavalieri","Diego Cavalieri","https://s.glbimg.com/es/sde/f/2017/07/25/e9e063853438a8237b3f988c83e35607_FORMATO.png",38431,28,"FLU","gol","Provável",5,4.56,0.32,3.02,6,"Fluminense",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,10,8,NA,NA
"760","Edílson Mendes Guimarães","Edílson","https://s.glbimg.com/es/sde/f/2017/04/23/01562d5599dfea4ea49171288751df8a_FORMATO.png",38523,28,"GRE","lat","Provável",6.2,10.05,1.01,2.49,17,"Grêmio",4,27,10,13,1,1,50,19,4,NA,NA,6,1,1,NA,NA,NA,NA
"761","Eder Luis de Oliveira","Eder Luis","https://s.glbimg.com/es/sde/f/2017/04/27/a624683a1be2238af9bf43179557bd20_FORMATO.png",38508,28,"VAS","ata","Nulo",0,2.02,0,-0.15,2,"Vasco",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","Lucas Pierre Santos Oliveira","Pierre","https://s.glbimg.com/es/sde/f/2017/07/25/2b0656054e6766c7389fc96b6a00cbde_FORMATO.png",38440,28,"FLU","mei","Contundido",0,3.54,0,0,1,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","Rafael da Silva Francisco","Rafinha","https://s.glbimg.com/es/sde/f/2017/04/22/b38b67b4598e604b5f9219b7e65d47d7_FORMATO.png",38421,28,"CRU","mei","Provável",0,6.92,0,3.21,18,"Cruzeiro",1,25,4,42,3,1,52,19,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"764","Márcio Rodrigues Araújo","Márcio Araújo","https://s.glbimg.com/es/sde/f/2017/08/16/497b309e783e3279452314847976a12a_FORMATO.jpeg",38311,28,"FLA","mei","Nulo",-2,8.06,-0.62,2.9,24,"Flamengo",5,31,6,33,NA,NA,45,48,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"765","Diego Alves Carreira","Diego Alves","https://s.glbimg.com/es/sde/f/2017/07/27/01f4269046199527133f29de2df7001b_FORMATO.png",38509,28,"FLA","gol","Provável",10.7,10.57,0.92,3.36,11,"Flamengo",NA,NA,NA,3,NA,NA,8,NA,NA,NA,NA,3,NA,NA,14,13,NA,1
"766","Fábio Ferreira da Silva","Fábio Ferreira","https://s.glbimg.com/es/sde/f/2017/05/02/dfab84ee22e942e61a82ff8910b56353_FORMATO.png",38425,28,"PON","zag","Nulo",0,5,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","Felipe Melo de Carvalho","Felipe Melo","https://s.glbimg.com/es/sde/f/2017/04/18/d1031b5a0a0783e2fc55c0668ef4d8de_FORMATO.png",38545,28,"PAL","mei","Nulo",0,7.86,0,2.27,6,"Palmeiras",2,11,2,10,NA,NA,10,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","Douglas dos Santos","Douglas","https://s.glbimg.com/es/sde/f/2017/04/23/fa6eb12f4d4fee6467bb3bb75ccc55ce_FORMATO.png",38738,28,"GRE","mei","Contundido",0,14,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","Danilo Verón Bairros","Danilinho","https://s.glbimg.com/es/sde/f/2017/07/18/67111050a2c2d4213b8625c1326c1fe3_FORMATO.png",38617,28,"VIT","ata","Nulo",-0.5,3.48,-0.14,1.17,6,"Vitória",NA,3,NA,NA,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","Cleiton Ribeiro Xavier","Cleiton Xavier","https://s.glbimg.com/es/sde/f/2017/02/18/12b5f4babe911d2c08e5e106d926ef3d_FORMATO.png",38530,28,"VIT","mei","Nulo",0,4.98,0,1.63,16,"Vitória",4,20,10,8,NA,1,49,14,6,3,1,NA,NA,NA,NA,NA,NA,NA
"771","Ricardo de Oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2016/05/01/04f2207e667b88e15a5ccdc893894a1f_FORMATO.png",38910,28,"SAN","ata","Provável",5,10.72,-0.36,3.21,14,"Santos",1,19,13,13,4,8,19,3,10,NA,1,NA,NA,NA,NA,NA,NA,NA
"772","Diego Ribas da Cunha","Diego","https://s.glbimg.com/es/sde/f/2017/08/16/3ba372d90926f839c71eb2bf7160fc95_FORMATO.jpeg",38909,28,"FLA","mei","Provável",11.4,20.25,1.72,5.01,20,"Flamengo",3,27,12,69,6,8,82,24,10,2,NA,NA,NA,1,NA,NA,NA,NA
"773","Maicon Douglas Sisenando","Maicon","https://s.glbimg.com/es/sde/f/2017/05/31/ef02f85ca8a5590abd7f361e7b0dd858_FORMATO.png",38748,28,"AVA","lat","Nulo",0,5.29,0,-0.5,2,"Avaí",NA,1,1,2,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA
"774","Anderson Hernanes de Carvalho Andrade Lima","Hernanes","https://s.glbimg.com/es/sde/f/2017/08/24/906d163cca64b5b702fc394e60588644_FORMATO.png",38648,28,"SAO","mei","Provável",5.2,18.31,0.69,8.02,12,"São Paulo",2,10,9,31,7,1,51,16,11,1,NA,NA,NA,NA,NA,NA,NA,NA
"775","Gustavo Leonardo Cuellar Gallego","Cuéllar","https://s.glbimg.com/es/sde/f/2017/08/16/47b4cc4af08862b4cf6685d475edd618_FORMATO.jpeg",71709,28,"FLA","mei","Provável",12.2,6.57,2.14,3.51,16,"Flamengo",2,13,NA,11,NA,NA,24,39,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","Bruno Medeiros Grassi","Bruno Grassi","https://s.glbimg.com/es/sde/f/2017/04/23/d503f996169e9aafe30487a9921bed97_FORMATO.png",71818,28,"GRE","gol","Nulo",0,4,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","Agenor Detofol","Agenor","https://s.glbimg.com/es/sde/f/2017/08/30/4df3a999db97ae40b152429edc607db4_FORMATO.png",71724,28,"SPO","gol","Nulo",0,4.57,0,6.05,4,"Sport",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,2,NA,NA,8,4,NA,NA
"778","Anderson Luís de Abreu Oliveira","Anderson","https://s.glbimg.com/es/sde/f/2017/04/24/0dc186897635dc55867be6cf89a3666a_FORMATO.png",38852,28,"COR","mei","Nulo",-0.6,3.25,-0.1,0.06,11,"Coritiba",2,10,1,12,NA,1,27,8,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"779","Michel Ferreira dos Santos","Michel ","https://s.glbimg.com/es/sde/f/2017/04/23/555af733f4228e215781ed3d2cd99c56_FORMATO.png",71920,28,"GRE","mei","Nulo",0,9.74,0,5.16,17,"Grêmio",6,40,10,18,4,2,46,49,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","Diego da Silva Rosa","Diego Rosa","https://s.glbimg.com/es/sde/f/2017/06/21/113421cfc95b13d42d7a61ddfd0b906c_FORMATO.png",71927,28,"ATL","mei","Nulo",0,7.28,0,2.48,14,"Atlético-GO",1,10,3,10,1,3,11,9,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"781","Wellington do Nascimento Silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2017/07/28/82f8d8d7313084b0b7cfc91245954a24_FORMATO.png",71892,28,"BAH","lat","Nulo",0,7,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","Renato Dirnei Florêncio","Renato","https://s.glbimg.com/es/sde/f/2017/05/02/ce9c1e5d21a2efec50dbdc2870d5a8c9_FORMATO.png",38908,28,"SAN","mei","Nulo",0,6.27,0,1.62,14,"Santos",NA,10,1,15,NA,NA,29,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","Paulo Roberto Valoura Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/07/28/46e83a5bd2ed557124edf9a1e69b6d0c_FORMATO.png",71937,28,"BAH","mei","Nulo",0,10.41,0,2.83,22,"Bahia",2,40,17,14,2,NA,80,29,13,2,1,NA,NA,NA,NA,NA,NA,NA
"784","Renan de Oliveira Fonseca","Renan Fonseca","https://s.glbimg.com/es/sde/f/2016/05/20/8a933b2d225a7b56e6267a2148ab68d0_FORMATO.png",72037,28,"BOT","zag","Nulo",0,3.3,0,5,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"785","Bruno Cortês Barbosa","Bruno Cortez","https://s.glbimg.com/es/sde/f/2017/04/23/6917817dc16511add10913a87474f1f7_FORMATO.png",72079,28,"GRE","lat","Provável",5.8,10.79,0.13,3.71,21,"Grêmio",3,29,NA,19,1,2,41,26,NA,NA,NA,10,NA,NA,NA,NA,NA,NA
"786","Jailson Marcelino dos Santos","Jailson","https://s.glbimg.com/es/sde/f/2017/04/18/63a42550ea5f70d0bbc92287dd6ac259_FORMATO.png",72290,28,"PAL","gol","Nulo",0,7.45,0,5.73,4,"Palmeiras",3,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,6,3,NA,1
"787","Airton Tirabassi","Airton ","https://s.glbimg.com/es/sde/f/2017/05/25/444e9d8df7c89d942e244f428e32811c_FORMATO.png",72297,28,"AVA","zag","Nulo",0,1.6,0,2.74,5,"Avaí",NA,5,2,1,NA,NA,6,3,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"788","Cléber Janderson Pereira Reis","Cléber Reis","https://s.glbimg.com/es/sde/f/2017/08/22/c38b2f1c3e2258a438ef5b0dfc958e01_FORMATO.png",72376,28,"COR","zag","Provável",2,5.63,0.05,1.82,6,"Coritiba",1,2,1,1,NA,1,10,6,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"789","Matheus Simonete Bressanelli","Bressan","https://s.glbimg.com/es/sde/f/2017/04/23/06d46a41c53307f20ca424fbe4e9bf64_FORMATO.png",72491,28,"GRE","zag","Nulo",0,1.87,0,1.52,9,"Grêmio",3,10,1,6,NA,2,22,8,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"790","Frederico Burgel Xavier ","Fred","https://s.glbimg.com/es/sde/f/2017/02/18/25a86aa5d44e9bdbf64ffd3c0f0a0c25_FORMATO.png",72490,28,"VIT","zag","Nulo",0,3.95,0,1.85,11,"Vitória",3,11,5,2,1,NA,30,12,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"791","Lázaro Luan Scapolan","Luan","https://s.glbimg.com/es/sde/f/2017/04/28/ec0b73e82977113f481334a7e16633d8_FORMATO.png",72565,28,"AVA","mei","Contundido",0,5.16,0,1.66,13,"Avaí",6,32,1,29,NA,NA,17,22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","João Paulo Mior","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/17/6b2d599609eccc7671f1c4a23739c2d7_FORMATO.png",72168,28,"BOT","mei","Provável",3.1,3.87,-0.31,2.87,22,"Botafogo",5,39,8,42,1,1,86,31,8,4,1,NA,NA,NA,NA,NA,NA,NA
"793","Rodrigo Oliveira Lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2017/04/18/57ab5f981f4355a82d3d2f15ed01eb8e_FORMATO.png",72362,28,"BOT","mei","Provável",0.4,9.99,-0.33,3.85,21,"Botafogo",2,24,5,18,3,NA,70,43,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"794","Vladimir Javier Hernández Rivero","Vladimir Hernández","https://s.glbimg.com/es/sde/f/2017/02/19/f61c5d8d4580566cb1fa08020d2709ca_FORMATO.png",72879,28,"SAN","ata","Nulo",0,7.65,0,1.46,13,"Santos",1,7,4,18,1,2,25,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","Eduardo Alves da Silva","Eduardo da Silva","https://s.glbimg.com/es/sde/f/2017/04/23/c47c6340a7d40ff5085ba517e5dc117d_FORMATO.png",72893,28,"ATL","ata","Nulo",0,5.87,0,1.4,5,"Atlético-PR",NA,6,1,1,NA,1,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","Renê dos Santos Júnior","Renê Júnior","https://s.glbimg.com/es/sde/f/2017/07/28/d023203cea9f86b7e0c359ac86f97d9e_FORMATO.png",73281,28,"BAH","mei","Provável",5.8,12,1.25,6.01,21,"Bahia",4,40,21,42,4,3,51,59,8,NA,NA,NA,1,NA,NA,NA,NA,NA
"797","Hernane Vidal Souza","Hernane","https://s.glbimg.com/es/sde/f/2017/07/28/10783cbce0071ae8567021c6e9290249_FORMATO.png",72386,28,"BAH","ata","Nulo",0,7.99,0,0.5,1,"Bahia",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","Mauricio Kozlinski","Mauricio Kozlinski","https://s.glbimg.com/es/sde/f/2017/04/28/9ab574fbf640f6bd28542bd1d9305d6f_FORMATO.png",72595,28,"AVA","gol","Nulo",0,7.87,0,3.09,10,"Avaí",1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,15,13,NA,NA
"799","Jorge Darío Mendoza Torres","Jorge Mendoza","https://s.glbimg.com/es/sde/f/2017/08/30/0eea5fbc530ed19bf79af8d5ae46c723_FORMATO.png",73144,28,"PON","mei","Nulo",0,2.69,0,1.4,1,"Ponte Preta",1,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","William Amorim Martins de Menezes","William Menezes","https://s.glbimg.com/es/sde/f/2017/04/24/edb424e5188bff2f84c0a261b041b848_FORMATO.png",72603,28,"COR","gol","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","Elias Mendes Trindade","Elias","https://s.glbimg.com/es/sde/f/2017/04/03/9fbc7e32d0d9db7b948212b98c23212a_FORMATO.png",54395,28,"ATL","mei","Provável",2,11.78,0.13,2.67,22,"Atlético-MG",3,27,7,18,3,2,73,36,7,NA,NA,NA,1,NA,NA,NA,NA,NA
"802","Getterson Alves dos Santos","Getterson","https://s.glbimg.com/es/sde/f/2017/05/12/c2b9040eda92184c6453ef41ede377fd_FORMATO.png",73340,28,"COR","ata","Contundido",0,0.79,0,0.52,5,"Coritiba",1,6,NA,4,NA,1,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","Gabriel Santana Pinto","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/24/60215745abe8839e6e6df43fbe447e2c_FORMATO.png",73515,28,"FLA","ata","Nulo",0.5,2.8,-0.05,-0.44,5,"Flamengo",2,4,2,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","Damián Ariel Escudero","Escudero","https://s.glbimg.com/es/sde/f/2017/04/17/1351c50b833e0374eb58e4fde52d7646_FORMATO.png",72745,28,"VAS","mei","Contundido",0,3.5,0,0.39,7,"Vasco",2,6,1,4,NA,NA,16,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"805","Douglas Coutinho Gomes de Souza","Douglas Coutinho ","https://s.glbimg.com/es/sde/f/2017/04/23/21b6dbe5807688ac8d5a82327a8cc1a4_FORMATO.png",82469,28,"ATL","ata","Nulo",8.6,3.81,1.35,1.48,17,"Atlético-PR",NA,10,6,12,1,3,30,6,7,1,NA,NA,NA,NA,NA,NA,NA,NA
"806","Douglas Moreira Pires","Douglas Pires","https://s.glbimg.com/es/sde/f/2017/02/21/9cdc2aa37a7bf02a1d821f703b2ca8dd_FORMATO.png",73517,28,"BAH","gol","Nulo",0,4,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807","Rafael Martins Claro","Rafael Martins","https://s.glbimg.com/es/sde/f/2017/04/24/0e99993b292bb541251f236f7827aeec_FORMATO.png",73336,28,"COR","gol","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","Samuel Xavier Brito","Samuel Xavier","https://s.glbimg.com/es/sde/f/2017/08/30/12b3e91f20258ba99fe8f4ed727b0460_FORMATO.png",73384,28,"SPO","lat","Nulo",0,4.14,0,3.22,18,"Sport",3,17,1,26,NA,1,68,24,4,NA,NA,7,NA,NA,NA,NA,NA,NA
"809","Fernando Galhardo Borges","Fernandinho","https://s.glbimg.com/es/sde/f/2017/05/15/0d7fcc5d70203442a40e54487804a4f8_FORMATO.png",72150,28,"PON","lat","Nulo",0,5.26,0,2.43,4,"Ponte Preta",1,3,NA,NA,NA,2,9,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA
"810","Wellington Silva Sanches Aguiar","Wellington Nem","https://s.glbimg.com/es/sde/f/2017/02/18/a23f9ff565dd24baa68eeca4461e1b86_FORMATO.png",73619,28,"SAO","ata","Contundido",0,7.13,0,1.52,10,"São Paulo",2,10,2,20,1,4,9,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","José Rogério de Oliveira","Rogério","https://s.glbimg.com/es/sde/f/2016/08/31/6340e77cb18143e838ae03747e59b459_FORMATO.png",73540,28,"SPO","ata","Nulo",0.9,6.14,-0.29,1.99,17,"Sport",NA,6,6,28,1,NA,41,7,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"812","Geuvânio Santos Silva","Geuvânio","https://s.glbimg.com/es/sde/f/2017/08/19/6ed768c25192e0409297a3bc10cc1eca_FORMATO.png",73896,28,"FLA","ata","Nulo",0,10.63,0,2.66,10,"Flamengo",1,7,1,22,NA,3,14,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","Rildo de Andrade Felicissimo","Rildo","https://s.glbimg.com/es/sde/f/2017/09/05/414cc739934721ba0e4da731953eaed8_FORMATO.png",73635,28,"COR","ata","Provável",5.4,9.61,0.71,4.13,25,"Coritiba",3,28,6,92,5,8,71,25,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"814","Rodrigo Caio Roquette Russo","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2016/05/01/76c4acf534a1a01c922cb927acebb6e7_FORMATO.png",73800,28,"SAO","zag","Provável",2.8,9.33,-0.29,2.49,23,"São Paulo",8,15,8,14,NA,1,43,33,2,NA,1,4,NA,NA,NA,NA,NA,NA
"815","Francinilson Santos Meireles","Maranhão","https://s.glbimg.com/es/sde/f/2017/07/27/674c08b12227dcc659885899cb5ee647_FORMATO.png",73513,28,"PON","ata","Nulo",0,1.74,0,0.34,10,"Ponte Preta",NA,4,4,7,NA,1,16,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816","Bruno Fabiano Alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2017/08/23/21ca677e7d6a57d1dfb2b66e74d782f4_FORMATO.png",73620,28,"SAO","zag","Nulo",0,4.22,0,2.17,3,"São Paulo",1,5,NA,1,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
