"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","G","PE","RB","SG","FT","I","PP","DD","GS","CV","DP","GC"
"748","Rafael Galhardo de Souza","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2017/11/19/39c75290690ab970ad0c10fba1e45ada_FORMATO.png",68821,37,"CRU","lat","Nulo",0,2.5,0,0.5,2,"Cruzeiro",NA,NA,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","Renato de Araújo Chaves Júnior","Renato Chaves","https://s.glbimg.com/es/sde/f/2017/07/25/f6a981f0f20a4b82ddc029c4cb983564_FORMATO.png",68827,37,"FLU","zag","Provável",0.1,3,-0.92,2.3,12,"Fluminense",NA,4,18,3,3,6,1,20,15,2,NA,2,NA,NA,NA,NA,NA,NA
"750","Rafael de Carvalho Santos","Rafael Santos","https://s.glbimg.com/es/sde/f/2017/07/04/d4c3bb98996ada75c9612e2a44894691_FORMATO.png",68822,37,"BAH","gol","Nulo",0,3,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","Francisco Rithely da Silva Sousa","Rithely","https://s.glbimg.com/es/sde/f/2017/08/30/59b84512a1f8464d9476589c93df7a53_FORMATO.png",68834,37,"SPO","mei","Nulo",0.7,10.61,-0.22,3.72,30,"Sport",2,6,53,12,26,32,1,98,68,NA,NA,1,NA,NA,NA,NA,NA,NA
"752","Paulo Victor Mileo Vidotti","Paulo Victor","https://s.glbimg.com/es/sde/f/2017/07/19/429e3fc1b0f671fe9b25019c5f735f67_FORMATO.png",68873,37,"GRE","gol","Nulo",-2,5.96,-1.51,4.09,10,"Grêmio",NA,1,NA,NA,NA,3,NA,5,NA,2,NA,NA,NA,16,11,NA,1,NA
"753","Klever Rodrigo Gomes Rufino","Klever","https://s.glbimg.com/es/sde/f/2017/04/27/76d01b3a27b9f9546d7f9647da5829db_FORMATO.png",68884,37,"ATL","gol","Provável",1,0.95,-0.91,0.92,8,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,11,15,NA,NA,NA
"754","Welington Pereira Rodrigues","Gum","https://s.glbimg.com/es/sde/f/2017/07/25/4407e04c0f422d9c7c06af9bc6c97fff_FORMATO.png",68887,37,"FLU","zag","Nulo",0,5.56,0,1,5,"Fluminense",NA,1,4,NA,1,4,NA,11,3,1,NA,1,NA,NA,NA,NA,NA,NA
"755","Wellington Alves da Silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2017/01/13/890838d7b4008a35572bcd44dfafc6e0_FORMATO.png",68895,37,"FLU","ata","Nulo",0,8.29,0,1.91,17,"Fluminense",1,NA,8,1,4,24,2,48,10,NA,NA,6,NA,NA,NA,NA,NA,NA
"756","Rodrigo Pimpão Viana","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2017/04/18/054a14cdfbb6abbdb2c8a8a75f0a9ee1_FORMATO.png",68901,37,"BOT","ata","Suspenso",-0.9,7.31,-1.11,3.18,32,"Botafogo",9,6,49,17,19,35,2,117,40,NA,NA,7,NA,NA,NA,NA,NA,NA
"757","Ramon de Morais Motta ","Ramon","https://s.glbimg.com/es/sde/f/2017/07/27/0d5457a07c57dd1908db4421fa48b276_FORMATO.png",68896,37,"VAS","lat","Contundido",0,11.58,0,6.38,17,"Vasco",2,1,19,3,6,47,1,61,35,6,NA,NA,NA,NA,NA,NA,NA,NA
"758","André Luiz Barretto Silva Lima","André Lima","https://s.glbimg.com/es/sde/f/2017/05/28/8c9906d1639eafeb5779494c61890457_FORMATO.png",68893,37,"VIT","ata","Provável",9.2,8.3,1.63,3.01,19,"Vitória",3,1,22,5,9,12,5,22,5,NA,1,5,NA,NA,NA,1,NA,NA
"759","Emiliano Gabriel Vecchio","Vecchio","https://s.glbimg.com/es/sde/f/2016/06/28/b28314056abc5bb43d464ba66e1d0552_FORMATO.jpeg",68745,37,"SAN","mei","Provável",2,1.78,-0.49,1.12,11,"Santos",1,3,7,1,2,9,1,37,8,NA,NA,1,NA,NA,NA,NA,NA,NA
"760","Eduardo Pereira Rodrigues","Dudu","https://s.glbimg.com/es/sde/f/2017/04/18/5268d6ef98c67a25b1dabf90d489a37f_FORMATO.png",68920,37,"PAL","ata","Provável",9.3,18.01,1.07,5.91,25,"Palmeiras",5,5,22,15,9,94,9,99,22,NA,NA,8,NA,NA,NA,NA,NA,NA
"761","Anselmo de Moraes","Anselmo","https://s.glbimg.com/es/sde/f/2017/06/06/b2cdf84621178662c029bae611378399_FORMATO.png",68910,37,"SPO","mei","Provável",6.4,7.1,0.41,3.36,19,"Sport",1,5,36,1,8,9,NA,42,55,NA,NA,NA,NA,NA,NA,1,NA,NA
"762","Gilson Gomes do Nascimento","Gilson","https://s.glbimg.com/es/sde/f/2017/04/17/41717887cc5c81bcd28ad1df6829c7e6_FORMATO.png",52674,37,"BOT","lat","Suspenso",-4.1,7.63,-1.78,2.77,27,"Botafogo",1,6,25,NA,3,29,NA,39,22,9,2,1,NA,NA,NA,NA,NA,NA
"763","Luiz Rhodolfo Dini Gaioto","Rhodolfo","https://s.glbimg.com/es/sde/f/2017/06/20/fa889cb0da25023565bc57fe3fa29fde_FORMATO.png",42501,37,"FLA","zag","Suspenso",0,8.31,0,3.65,19,"Flamengo",NA,3,21,3,6,8,NA,22,22,9,NA,3,NA,NA,NA,NA,NA,NA
"764","Artur Guilherme Moraes Gusmão","Artur Moraes","https://s.glbimg.com/es/sde/f/2017/04/24/5e85a2f95507d900cd0da5a482163c0d_FORMATO.png",38156,37,"CHA","gol","Nulo",0,6,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","Frederico Chaves Guedes","Fred","https://s.glbimg.com/es/sde/f/2017/04/03/3c0b9d4407aa9d0eadfb90461cc048e1_FORMATO.png",38162,37,"ATL","ata","Provável",9.6,15.34,1.45,3.45,28,"Atlético-MG",4,7,53,10,15,58,11,61,7,NA,1,21,2,NA,NA,NA,NA,NA
"766","Wilson Rodrigues de Moura Júnior","Wilson","https://s.glbimg.com/es/sde/f/2017/09/05/a1edec3abed61e3df5ec4b21d324e499_FORMATO.png",50284,37,"COR","gol","Provável",6.1,14.86,1.02,5.2,37,"Coritiba",NA,2,NA,NA,NA,7,2,22,NA,10,NA,NA,NA,70,49,NA,3,NA
"767","Maicon Thiago Pereira de Souza","Maicon","https://s.glbimg.com/es/sde/f/2017/04/23/2d7990dd22103819070a18092e4a35b7_FORMATO.png",38196,37,"GRE","mei","Contundido",0,7.26,0,1,11,"Grêmio",NA,3,11,1,3,10,NA,20,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","Elicarlos Souza Santos","Elicarlos","https://s.glbimg.com/es/sde/f/2017/09/26/84f2413b25e7d3769e7678f63ccdc322_FORMATO.png",50313,37,"CHA","mei","Provável",2.4,4.22,0.3,0.48,10,"Chapecoense",NA,1,5,NA,NA,4,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","Fabricio dos Santos Silva","Fabrício","https://s.glbimg.com/es/sde/f/2017/08/04/af2a8afc274774bf29c72ad4817f021e_FORMATO.png",49674,37,"ATL","lat","Provável",-2.5,4.63,-2.73,3.11,19,"Atlético-PR",1,5,25,4,7,12,1,77,31,5,1,2,1,NA,NA,NA,NA,NA
"770","Júlio César Jacobi","Júlio César","https://s.glbimg.com/es/sde/f/2017/07/25/ff1d090ecbc688a4eaf1cd1f5e07cb34_FORMATO.png",49673,37,"FLU","gol","Nulo",0,5.15,0,1.7,20,"Fluminense",NA,NA,NA,NA,NA,11,NA,12,NA,2,NA,NA,NA,26,28,NA,NA,NA
"771","Everton Cardoso da Silva","Everton","https://s.glbimg.com/es/sde/f/2017/08/16/eea748e91cc2c7fcc14df5b06906b1e1_FORMATO.jpeg",50301,37,"FLA","mei","Nulo",0,13.37,0,4.18,27,"Flamengo",7,6,41,14,10,43,4,78,37,NA,1,15,NA,NA,NA,NA,NA,NA
"772","Hudson Rodrigues dos Santos","Hudson","https://s.glbimg.com/es/sde/f/2017/02/05/3d3e3081a494b80799d348813e420860_FORMATO.png",50324,37,"CRU","mei","Contundido",0,6.9,0,3.51,16,"Cruzeiro",NA,1,25,1,10,17,1,26,32,NA,NA,1,NA,NA,NA,NA,NA,NA
"773","Guilherme Milhomem Gusmão","Guilherme","https://s.glbimg.com/es/sde/f/2017/04/28/0dde0e778cab6579a9bf8d745efc2bf0_FORMATO.png",50294,37,"ATL","mei","Contundido",0,9,0,4.01,21,"Atlético-PR",5,5,34,9,9,30,5,88,24,NA,1,4,NA,NA,NA,NA,NA,NA
"774","Adilson Warken","Adilson","https://s.glbimg.com/es/sde/f/2017/04/03/8a5b4672974501d33850ca575e0f117c_FORMATO.png",50307,37,"ATL","mei","Provável",0,4.77,0,1.3,24,"Atlético-MG",NA,6,54,NA,5,22,NA,40,40,NA,NA,1,NA,NA,NA,NA,NA,NA
"775","David Braz de Oliveira Filho","David Braz","https://s.glbimg.com/es/sde/f/2017/05/02/7e17e0feab3ee583c5049f63df2c2771_FORMATO.png",50317,37,"SAN","zag","Contundido",0,12.45,0,4.39,28,"Santos",2,8,25,3,6,16,3,61,33,14,NA,2,NA,NA,NA,1,NA,NA
"776","Darío Leonardo Conca","Conca","https://s.glbimg.com/es/sde/f/2017/08/22/78ca498fcf5cadcc0cd8ae43c4e186b8_FORMATO.jpeg",50348,37,"FLA","mei","Nulo",0,8.35,0,-0.95,2,"Flamengo",NA,1,1,1,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","Paulo Henrique Carneiro Filho","Paulo Henrique","https://s.glbimg.com/es/sde/f/2017/02/14/f3e039a98588fd2760ea1b06034d2567_FORMATO.png",50398,37,"SPO","ata","Nulo",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","Carlos Eduardo Marques","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2017/08/30/1d0425c1f6b3c4bb5041fa1cb9ee960e_FORMATO.png",50369,37,"VIT","mei","Nulo",2.4,2.35,0.41,0.29,12,"Vitória",NA,2,8,4,2,13,NA,40,8,NA,NA,4,NA,NA,NA,NA,NA,NA
"779","Marcelo Oliveira Ferreira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2016/04/30/401897dab69a776fef1185ec3ba1b85f_FORMATO.png",50328,37,"GRE","lat","Contundido",0,7.36,0,1.86,12,"Grêmio",NA,2,16,NA,NA,8,NA,20,12,4,NA,1,1,NA,NA,NA,NA,NA
"780","Lucas Rios Marques","Lucas","https://s.glbimg.com/es/sde/f/2017/07/25/ac2070c9ec995dd5cc0efc710891a97a_FORMATO.png",50362,37,"FLU","lat","Provável",1.6,2.72,-0.28,1.11,29,"Fluminense",2,9,48,5,6,26,NA,87,37,2,NA,9,NA,NA,NA,NA,NA,NA
"781","Kayke Moreno de Andrade Rodrigues","Kayke","https://s.glbimg.com/es/sde/f/2017/05/02/175b6e25643dfdf97032cd564bc4e5c4_FORMATO.png",50402,37,"SAN","ata","Provável",0,4.05,-0.1,1.27,25,"Santos",1,NA,20,8,19,9,3,50,6,NA,NA,10,1,NA,NA,NA,NA,NA
"782","Wesley Lopes Beltrame","Wesley","https://s.glbimg.com/es/sde/f/2017/08/30/be14f1dad39de4605e99b4889d96758f_FORMATO.png",50421,37,"SPO","mei","Contundido",0,3.03,0,0.05,11,"Sport",NA,2,11,1,3,15,NA,36,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","Breno Vinicius Rodrigues Borges","Breno","https://s.glbimg.com/es/sde/f/2017/07/11/e970a2c4345e6e515eef8ee166c54f05_FORMATO.png",50408,37,"VAS","zag","Contundido",0,3.67,0,2.06,26,"Vasco",NA,7,22,2,5,19,1,51,21,8,NA,NA,NA,NA,NA,1,NA,NA
"784","Leonardo Renan Simões de Lacerda","Léo","https://s.glbimg.com/es/sde/f/2016/04/29/442f1e513bf554cc4cbcce5ae7ace03b_FORMATO.png",50459,37,"CRU","zag","Suspenso",-1,8.35,-0.69,2.86,26,"Cruzeiro",1,9,17,8,3,12,1,53,20,10,1,NA,NA,NA,NA,NA,NA,NA
"785","Marco Antonio de Mattos Filho","Marquinho","https://s.glbimg.com/es/sde/f/2017/07/25/49f339ad5e5c362acf8628d9d617d724_FORMATO.png",50407,37,"FLU","mei","Contundido",0,2.98,0,-0.4,4,"Fluminense",NA,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","Vilson Xavier de Meneses Junior","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,37,"COR","zag","Contundido",0,4,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","Carlos Eduardo Santos Oliveira","Eduardo","https://s.glbimg.com/es/sde/f/2017/07/28/eaa5d401b5faf55be5cb064b19e97744_FORMATO.png",50645,37,"BAH","lat","Suspenso",1.9,7.05,-0.26,3.12,35,"Bahia",1,9,48,2,8,43,NA,159,68,10,NA,2,NA,NA,NA,NA,NA,NA
"788","Renato Adriano Jacó de Morais","Renato Cajá","https://s.glbimg.com/es/sde/f/2017/05/02/c6dd544b90a2c4194626f51e05b53b4e_FORMATO.png",51319,37,"PON","mei","Nulo",-0.3,6.29,-0.03,1.51,18,"Ponte Preta",2,1,16,2,10,14,1,55,15,NA,NA,1,NA,NA,NA,1,NA,NA
"789","Rodrigo Júnior Paula Silva","Digão","https://s.glbimg.com/es/sde/f/2017/08/10/45b089a35e467b5f5cc0a9d46a380b7a_FORMATO.png",68886,37,"CRU","zag","Provável",1.8,4.99,0.22,1.96,9,"Cruzeiro",1,1,6,2,3,4,NA,7,8,1,NA,NA,NA,NA,NA,1,NA,NA
"790","Keirrison de Souza Carneiro","Keirrison","https://s.glbimg.com/es/sde/f/2017/07/27/e66b2c78e9f0ae24320e10cc36d11f56_FORMATO.png",50880,37,"COR","ata","Nulo",0,2.47,0,1.45,4,"Coritiba",1,NA,3,1,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","Henrique Adriano Buss","Henrique","https://s.glbimg.com/es/sde/f/2017/07/25/3877f66bdd821cbbcd81de82eeebcb3c_FORMATO.png",50856,37,"FLU","zag","Provável",2,8.65,-1.03,2.76,26,"Fluminense",NA,4,21,2,1,25,1,41,34,3,2,1,NA,NA,NA,NA,NA,NA
"792","Emerson dos Santos Silva","Emerson Silva","https://s.glbimg.com/es/sde/f/2016/05/20/32eec64b3753a7d9b1192df90028abc9_FORMATO.png",51299,37,"BOT","zag","Nulo",0,5.9,0,4.73,6,"Botafogo",NA,1,4,NA,2,7,NA,15,10,3,NA,NA,NA,NA,NA,NA,NA,NA
"793","Denis Cesar de Matos","Denis","https://s.glbimg.com/es/sde/f/2016/05/01/9e4d589b32947151072c21d1d5b71747_FORMATO.png",51175,37,"SAO","gol","Nulo",0,5,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","Leandro Donizete Gonçalves da Silva","Leandro Donizete","https://s.glbimg.com/es/sde/f/2017/05/02/7c58801a7248a49556b48b3d0b29ca4d_FORMATO.png",51318,37,"SAN","mei","Nulo",0,3.32,0,-0.26,9,"Santos",NA,3,10,NA,2,8,NA,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","Luiz Diallison de Souza Alves","Apodi","https://s.glbimg.com/es/sde/f/2017/04/24/287a66acd6363a7d660701c832982d75_FORMATO.png",51042,37,"CHA","lat","Provável",8.6,9.19,1.62,3.38,33,"Chapecoense",NA,10,60,10,16,66,1,75,40,11,NA,2,NA,NA,NA,NA,NA,NA
"796","Roger de Carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2017/04/28/050f2523a89b53c80e67a8b25d407fea_FORMATO.png",51415,37,"ATL","zag","Contundido",0,7.51,0,2.63,19,"Atlético-GO",1,NA,29,NA,10,31,NA,41,24,1,1,NA,NA,NA,NA,NA,NA,NA
"797","Thiago Carleto Alves","Thiago Carleto","https://s.glbimg.com/es/sde/f/2017/05/15/e78cf3d6b6820ad71b0335abf0a64a0b_FORMATO.png",51700,37,"COR","lat","Provável",3.1,6.84,-0.64,6.05,20,"Coritiba",8,3,16,15,5,14,2,83,31,6,NA,1,1,NA,NA,NA,NA,NA
"798","Walter Leandro Capeloza Artune","Walter","https://s.glbimg.com/es/sde/f/2017/04/20/196790f232d428bcd861ad55c55dd8cc_FORMATO.png",51413,37,"COR","gol","Contundido",0,6.88,0,12,1,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"799","Bruno Rodrigo Fenelon Palomo","Bruno Rodrigo","https://s.glbimg.com/es/sde/f/2017/04/23/d52f6bea6aa2f1491f7bd22855a3e821_FORMATO.png",51705,37,"GRE","zag","Nulo",3.9,5.21,0.49,3.57,7,"Grêmio",NA,1,5,1,1,2,NA,6,8,3,NA,NA,NA,NA,NA,NA,NA,NA
"800","Leandro Salino do Carmo","Leandro Salino","https://s.glbimg.com/es/sde/f/2017/02/20/88732a4309dfb2ee375054e5e944d3cf_FORMATO.png",51905,37,"VIT","lat","Nulo",0,5.87,0,3.4,7,"Vitória",NA,1,15,NA,2,16,NA,22,15,1,NA,NA,NA,NA,NA,NA,NA,NA
"801","Antonio Eduardo Pereira dos Santos","Kanu","https://s.glbimg.com/es/sde/f/2017/02/20/2a67dc4c7c97236fb27abf4dbe5a39fc_FORMATO.png",51792,37,"VIT","zag","Provável",-3.2,7.59,-0.27,3.34,24,"Vitória",1,8,21,5,10,12,4,52,25,6,1,6,NA,NA,NA,NA,NA,1
"802","Éverton Augusto de Barros Ribeiro","Éverton Ribeiro","https://s.glbimg.com/es/sde/f/2017/06/24/7deee286983361a4845652b6c39be834_FORMATO.png",51772,37,"FLA","mei","Provável",4,12.67,0.44,3.1,28,"Flamengo",4,2,36,9,18,58,4,142,31,NA,NA,1,1,NA,NA,NA,NA,NA
"803","Fernando Paixão da Silva","Fernando Bob","https://s.glbimg.com/es/sde/f/2017/05/02/c182483a84aebf5ed52ddb9d82da6407_FORMATO.png",42213,37,"PON","mei","Nulo",0,7.49,0,1.21,18,"Ponte Preta",NA,4,46,NA,1,20,NA,45,39,NA,NA,1,NA,NA,NA,2,NA,NA
"804","Anderson Vieira Martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2017/07/24/b1c36aceb7c5d5fb95b9079cf23fe5fe_FORMATO.png",52618,37,"VAS","zag","Provável",6.1,10.38,0.53,3.98,13,"Vasco",NA,1,14,NA,6,3,NA,30,20,6,NA,NA,NA,NA,NA,NA,NA,NA
"805","Fellipe Ramos Ignez Bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2017/04/19/2333e7afbab5775fa04708f8532bdf88_FORMATO.png",70116,37,"COR","mei","Provável",0,3.14,0,0.23,6,"Corinthians",NA,NA,3,1,1,1,NA,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","Leonardo Fabiano da Silva e Silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2017/04/03/d52533a1acf6457724394d769b43771f_FORMATO.png",68925,37,"ATL","zag","Provável",5.8,9.56,-1.05,3,20,"Atlético-MG",1,6,27,3,5,27,1,32,18,5,2,1,NA,NA,NA,NA,NA,NA
"807","Rafael Pires Monteiro","Rafael","https://s.glbimg.com/es/sde/f/2016/04/29/43e8562bfd0ac31a9d9fd5bd5f87aee8_FORMATO.png",68928,37,"CRU","gol","Provável",0.7,7.6,-1.72,2.25,4,"Cruzeiro",NA,NA,NA,NA,NA,1,NA,5,NA,1,NA,NA,NA,5,5,NA,NA,NA
"808","Uillian Correia Granemann","Uillian Correia","https://s.glbimg.com/es/sde/f/2017/04/01/f5509c6e7e2831171a293b2e8b83e1bc_FORMATO.png",72007,37,"VIT","mei","Provável",7.2,6.48,0.88,2.96,32,"Vitória",1,8,64,4,15,19,3,57,64,NA,1,1,NA,NA,NA,1,NA,NA
"809","Réver Humberto Alves Araújo","Réver","https://s.glbimg.com/es/sde/f/2017/08/16/85d20e5a1ac2e527a5eca70e709f7b10_FORMATO.jpeg",52253,37,"FLA","zag","Suspenso",-1.1,10.69,-0.71,5.02,25,"Flamengo",NA,3,17,5,6,22,5,29,32,7,NA,2,NA,NA,NA,NA,NA,NA
"810","Paulo Sérgio de Oliveira","Paulinho","https://s.glbimg.com/es/sde/f/2017/07/07/b665d8639383dbe3e6bc9401b9dadddb_FORMATO.png",69016,37,"ATL","mei","Nulo",0,6.58,0,4.09,20,"Atlético-GO",1,5,41,4,14,40,2,63,39,NA,3,1,NA,NA,NA,NA,NA,NA
"811","Deivid Willian da Silva","Deivid","https://s.glbimg.com/es/sde/f/2017/04/23/7fa8d8853f5f9b5502dcde923aababee_FORMATO.png",69018,37,"ATL","mei","Contundido",0,5.04,0,0.48,5,"Atlético-PR",NA,2,3,NA,NA,5,NA,5,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"812","Vladimir Orlando Cardoso de Araújo Filho","Vladimir","https://s.glbimg.com/es/sde/f/2016/05/01/961c8216a0f294aa3cfbee03eaa996db_FORMATO.png",69040,37,"SAN","gol","Nulo",0,4,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","Welker Marçal de Almeida","Kieza","https://s.glbimg.com/es/sde/f/2017/04/24/25d378570c1b3cbfb2f85427750a6b8c_FORMATO.png",68930,37,"VIT","ata","Nulo",0,8.04,0,2.01,12,"Vitória",NA,1,17,4,5,21,3,20,3,NA,NA,6,1,NA,NA,NA,NA,NA
"814","Paulo Roberto da Silva","Paulo Roberto","https://s.glbimg.com/es/sde/f/2017/04/20/ab90dca3a15edcb4ef4af21626e0d3a9_FORMATO.png",69047,37,"COR","mei","Nulo",0,2.8,0,1.93,6,"Corinthians",2,NA,3,1,NA,3,NA,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815","Renan Ribeiro","Renan Ribeiro","https://s.glbimg.com/es/sde/f/2016/05/01/443bbaa43b246a9ce7d8a4e682ed4af6_FORMATO.png",68932,37,"SAO","gol","Nulo",0,8.9,0,2.06,20,"São Paulo",NA,2,1,NA,NA,1,NA,15,NA,5,NA,NA,NA,27,28,NA,NA,NA
"816","Diogo Barbosa Mendanha","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2017/04/22/9ee14b744ca9f1e250cc299b955bc6e9_FORMATO.png",70916,37,"CRU","lat","Nulo",0,13.84,0,4.59,30,"Cruzeiro",4,4,30,4,4,34,1,105,53,11,1,3,NA,NA,NA,NA,NA,1
"817","Ederson Honorato Campos","Ederson","https://s.glbimg.com/es/sde/f/2017/04/24/219907d77bba093529105f5b79abce53_FORMATO.png",70173,37,"FLA","mei","Contundido",0,4.25,0,0.94,5,"Flamengo",NA,NA,5,1,1,9,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","Alexander Baumjohann","Baumjohann","https://s.glbimg.com/es/sde/f/2017/07/05/edd3698b18e3e992ba2ea5c7f544ff56_FORMATO.png",71389,37,"COR","mei","Nulo",0,4.71,0,2.1,2,"Coritiba",1,NA,3,NA,NA,2,NA,5,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"819","Kelvin Mateus de Oliveira","Kelvin","https://s.glbimg.com/es/sde/f/2017/04/24/6c15e084bbf28f0ec13f00762f49aa9d_FORMATO.png",71549,37,"VAS","ata","Contundido",0,5.03,0,1.72,5,"Vasco",NA,NA,3,3,NA,8,NA,9,4,NA,NA,2,NA,NA,NA,NA,NA,NA
"820","Elton Junior Melo Ataíde","Elton","https://s.glbimg.com/es/sde/f/2017/05/02/be1eeef6004ddca4490debdfc7a8f6ef_FORMATO.png",71719,37,"PON","mei","Provável",5.2,5.74,0.95,1.24,26,"Ponte Preta",1,6,52,3,6,20,1,65,39,NA,NA,3,NA,NA,NA,1,NA,NA
"821","Luis Oscar González","Lucho González","https://s.glbimg.com/es/sde/f/2017/04/23/3b471798626f6a04ef3427efb99d1c23_FORMATO.png",71479,37,"ATL","mei","Contundido",-0.6,5.45,-0.5,1.33,25,"Atlético-PR",1,7,34,6,12,14,2,75,30,NA,NA,3,NA,NA,NA,1,NA,NA
"822","Fernando Miguel Kaufmann","Fernando Miguel","https://s.glbimg.com/es/sde/f/2017/02/20/5af7107ad71c63b6f670fd21749fc679_FORMATO.png",71571,37,"VIT","gol","Provável",5.5,10.9,1.28,3.39,28,"Vitória",NA,2,NA,NA,NA,5,NA,22,NA,7,NA,NA,NA,47,40,NA,1,NA
"823","Thiago Ribeiro Cardoso","Thiago Ribeiro","https://s.glbimg.com/es/sde/f/2017/02/19/4ec7b72d420d51f876c9ea73eab212cf_FORMATO.png",68929,37,"SAN","ata","Nulo",0,4.7,0,0.16,10,"Santos",NA,1,11,3,4,6,NA,26,6,NA,NA,4,NA,NA,NA,NA,NA,NA
"824","Gabriel Rybar Blos","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/23/f2550afa5db7011619ab01d7d1032823_FORMATO.png",71572,37,"GRE","zag","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","Alan Santos da Silva","Alan Santos","https://s.glbimg.com/es/sde/f/2017/04/24/fbeeb71f969362dfd7489a955a0a5b00_FORMATO.png",70132,37,"COR","mei","Nulo",2.2,5.69,-0.57,2.73,28,"Coritiba",2,4,49,5,13,12,1,62,51,NA,1,2,NA,NA,NA,NA,NA,NA
"826","Fillipe Soutto Mayor Nogueira Ferreira","Fillipe Soutto","https://s.glbimg.com/es/sde/f/2017/06/05/17f3216f11db1702707de11a5f0b6854_FORMATO.png",70581,37,"VIT","mei","Nulo",0,3.43,0,1.84,16,"Vitória",2,1,18,2,3,6,NA,30,22,NA,NA,NA,NA,NA,NA,1,NA,NA
"827","Marllon Gonçalves Jerônimo Borges","Marllon","https://s.glbimg.com/es/sde/f/2017/05/02/40266a7126e1fd808b4350f90516f3f5_FORMATO.png",70666,37,"PON","zag","Provável",2.2,11.21,0.11,3.85,28,"Ponte Preta",NA,4,17,2,3,31,NA,44,41,9,1,1,NA,NA,NA,NA,NA,NA
"828","Fábio Luiz Carille de Araújo","Fábio Carille","https://s.glbimg.com/es/sde/f/2017/04/22/b5151c5cf6b267103af7605949496c18_FORMATO.png",70696,37,"COR","tec","Provável",5.42,12.26,0.87,4.12,36,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","Weverton Pereira da Silva","Weverton","https://s.glbimg.com/es/sde/f/2017/04/23/2773ed93eeec40a1be23186dae64fad2_FORMATO.png",71631,37,"ATL","gol","Provável",3.1,5.16,-0.09,2.85,34,"Atlético-PR",NA,1,NA,NA,NA,5,NA,29,1,9,NA,NA,NA,46,40,NA,NA,NA
