"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","FT","PE","RB","SG","DD","GS","I","G","PP","CV","GC","DP"
"436","João Paulo Purcino de Almeida","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/28/61a2cc88c95e6ada6bf3c127a23ec96f_FORMATO.png",62997,35,"AVA","lat","Provável",-1,3.06,-0.24,1.02,10,"Avaí",NA,3,9,1,2,9,1,22,4,2,NA,NA,NA,NA,NA,NA,NA,NA
"437","Wellington Aparecido Martins","Wellington","https://s.glbimg.com/es/sde/f/2017/07/27/3f91d9b6357f754bb2a32e60e5876ea6_FORMATO.png",62129,35,"VAS","mei","Provável",1.2,1.16,0.37,0.22,23,"Vasco",1,9,48,3,7,15,1,57,24,NA,NA,NA,1,NA,NA,NA,NA,NA
"438","Pedro Henrique Alves de Almeida","Pedro","https://s.glbimg.com/es/sde/f/2017/08/22/62e2c2d281705d4a088eef5df2d3143d_FORMATO.png",95550,35,"ATL","ata","Nulo",0,0.79,0,0,1,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","William Matheus da Silva","William Matheus","https://s.glbimg.com/es/sde/f/2017/04/24/dc3d5fdf33d1716e51abe9c2aad2d182_FORMATO.png",62130,35,"COR","lat","Provável",0,6.45,0,2.13,21,"Coritiba",NA,7,32,5,2,43,NA,70,26,6,NA,NA,2,NA,NA,1,NA,NA
"440","Moisés Ribeiro Santos","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,35,"CHA","mei","Provável",2.3,3.71,-1.06,1.49,20,"Chapecoense",NA,7,50,NA,3,34,NA,44,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Marcos Luis Rocha Aquino","Marcos Rocha","https://s.glbimg.com/es/sde/f/2017/04/03/043d9369ddb104e41861bbe7b79afb5d_FORMATO.png",63013,35,"ATL","lat","Provável",2.7,11.16,-0.95,5.84,19,"Atlético-MG",4,5,35,2,5,30,NA,85,61,4,NA,NA,1,NA,NA,NA,NA,NA
"442","Renan Gorne Silva","Renan Gorne","https://s.glbimg.com/es/sde/f/2017/04/18/93446ecc92fba9fefb3b8e5fd410ff12_FORMATO.png",95543,35,"BOT","ata","Nulo",0,0.76,0,-3.5,1,"Botafogo",NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Willian Roberto Farias","Willian Farias","https://s.glbimg.com/es/sde/f/2017/04/24/15cf98a07f1ca5efaa16bc8321c04658_FORMATO.png",63058,35,"VIT","mei","Contundido",0,9.33,0,3.11,10,"Vitória",NA,4,16,NA,3,8,1,28,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","Rodrigo Caio Roquette Russo","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2016/05/01/76c4acf534a1a01c922cb927acebb6e7_FORMATO.png",73800,35,"SAO","zag","Provável",0.9,9.23,0.05,2.8,30,"São Paulo",NA,8,22,2,10,18,1,48,44,6,NA,NA,2,NA,NA,NA,NA,NA
"445","Evanildo Borges Barbosa Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/08/30/7e1c1a89132e19ef0cd8c66c42c7aacb_FORMATO.png",63119,35,"VIT","lat","Contundido",0,6.69,0,2.38,12,"Vitória",1,2,10,2,NA,10,NA,37,13,3,NA,NA,1,NA,NA,NA,NA,NA
"446","Alan Luciano Ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2017/04/24/5445b9aabe74f7acf2c52104cb6270ff_FORMATO.png",63110,35,"CHA","lat","Nulo",0,2.3,0,2.04,5,"Chapecoense",NA,2,4,NA,1,12,NA,13,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"447","Leonardo de Andrade Silva","Léo Andrade",NA,100342,35,"COR","lat","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Edilson Borba de Aquino","Orinho","https://s.glbimg.com/es/sde/f/2017/08/22/ed31aa68443f0c457c2a938720aa909d_FORMATO.png",95542,35,"SAN","lat","Nulo",0,2.35,0,3.8,1,"Santos",NA,NA,1,NA,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Amilcar Rosa Neto","Amilcar",NA,100458,35,"BOT","ata","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Weverton Almeida Silva","Weverton Almeida",NA,100459,35,"ATL","zag","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","Arthur Caíke do Nascimento Cruz","Arthur ","https://s.glbimg.com/es/sde/f/2017/04/24/56939ae4c18f332e1a3bb20305de4f33_FORMATO.png",80337,35,"CHA","ata","Provável",13.6,13.58,0.07,5.22,32,"Chapecoense",6,5,53,17,27,66,2,71,36,NA,NA,NA,12,8,NA,NA,NA,NA
"452","Gilberto Moraes Júnior","Gilberto ","https://s.glbimg.com/es/sde/f/2017/07/11/6b5408cf6a95787a4a68b548a6d31752_FORMATO.png",80313,35,"VAS","lat","Nulo",0.2,10.54,-0.64,4.18,24,"Vasco",1,6,30,2,10,32,1,101,59,5,NA,NA,2,NA,NA,NA,NA,NA
"453","Ezequiel Jacinto de Biasi","Ezequiel ","https://s.glbimg.com/es/sde/f/2017/04/23/059f269b9ef5b88550eb9899af203b7b_FORMATO.png",80318,35,"CRU","lat","Contundido",0,6.27,0,2.76,21,"Cruzeiro",1,5,32,2,3,19,NA,46,29,6,NA,NA,NA,NA,NA,NA,NA,NA
"454","Alejandro Ariel Cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2017/04/22/6b0dea43cdbaa38c369c09b3e7b75700_FORMATO.png",80363,35,"CRU","mei","Nulo",0,5.29,0,1.69,13,"Cruzeiro",NA,4,16,NA,8,23,NA,55,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Edson Felipe da Cruz","Edson","https://s.glbimg.com/es/sde/f/2017/07/28/848d6125a9c369432280eafad030d57a_FORMATO.png",80370,35,"BAH","mei","Provável",3.6,13.86,-1.21,5.28,18,"Bahia",2,3,29,3,12,23,NA,30,53,NA,NA,NA,3,1,NA,1,NA,NA
"456","Alisson Raimundo de Sousa ","Alisson",NA,100337,35,"AVA","ata","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Rodrygo Silva de Goes","Rodrygo","https://s.glbimg.com/es/sde/f/2017/11/01/b8128d3d5db5325dc238cadc67c28342_FORMATO.png",100651,35,"SAN","ata","Nulo",0,0.79,0,0,1,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","John Kleber Oliveira da Silva","John Kleber","https://s.glbimg.com/es/sde/f/2017/10/31/d736585db88bc3fec568f886b6bfae32_FORMATO.png",100648,35,"PON","ata","Contundido",0,0.79,0,0,1,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Paulo Henrique Pereira da Silva","Paulo Bóia","https://s.glbimg.com/es/sde/f/2017/09/16/ed8ef66b36eaa70be2d7ff9b56149fdf_FORMATO.png",100333,35,"SAO","ata","Nulo",0,1,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Michael Vinicius Silva de Morais","Michael","https://s.glbimg.com/es/sde/f/2017/05/04/c43b96f2a0e0c8a8006defaedc1db2ee_FORMATO.png",80537,35,"FLU","ata","Nulo",0,2,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Matheus Caldeira Vidotto de Oliveira","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_FORMATO.png",80286,35,"COR","gol","Nulo",0,3,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Cleberson Martins de Souza","Cleberson","https://s.glbimg.com/es/sde/f/2017/04/23/91e18bf15401259ce1466dbccb56d6ae_FORMATO.png",80281,35,"ATL","zag","Nulo",0,2.69,0,-1.2,1,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Filipe Gonçalves dos Santos","Filipe","https://s.glbimg.com/es/sde/f/2017/11/12/18427ebf35c1f1c339160981cd41bcb9_FORMATO.png",100712,35,"COR","gol","Nulo",0,1,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Diogo Augusto Pereira Neto","Diogo","https://s.glbimg.com/es/sde/f/2017/11/06/1d89d400b7e976284cfd6dbcae84c68e_FORMATO.png",100683,35,"FLU","lat","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Lucas Rafael Araujo Lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2017/05/02/acb1d4777b6e76d3ca67054da81d0c42_FORMATO.png",80583,35,"SAN","mei","Suspenso",-0.8,4,0.12,2.12,25,"Santos",6,12,45,9,10,72,NA,126,28,NA,NA,NA,1,1,NA,NA,NA,NA
"466","Fernando dos Santos Pedro","Fernando","https://s.glbimg.com/es/sde/f/2017/11/07/d081ce975ed7d292f4afc59f1469d857_FORMATO.png",100695,35,"PAL","ata","Nulo",0,0.79,0,-0.8,1,"Palmeiras",NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Wanderson Carvalho de Oliveira","Wanderson","https://s.glbimg.com/es/sde/f/2017/04/27/a7b0a15537c943f557f8fb73d8a9171b_FORMATO.png",80373,35,"ATL","lat","Nulo",0,4,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Yuri Alberto Monteiro da Silva","Yuri Alberto","https://s.glbimg.com/es/sde/f/2017/11/01/608ab50db3905056d250d24179175192_FORMATO.png",100652,35,"SAN","ata","Nulo",0,0.79,-0.21,0,1,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Antônio Filipe Gonzaga de Aquino","Feijão","https://s.glbimg.com/es/sde/f/2017/07/28/42cedaedc830335fd6d9306c19f33aa5_FORMATO.png",84313,35,"BAH","mei","Nulo",0,1.34,0,-0.65,6,"Bahia",NA,2,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Clayson Henrique da Silva Vieira","Clayson","https://s.glbimg.com/es/sde/f/2017/05/18/5ec8e0ccfc4a2b49432bdbb44001e999_FORMATO.png",83817,35,"COR","ata","Suspenso",8.3,15.51,1.72,3.25,28,"Corinthians",5,4,24,5,8,26,1,70,20,NA,NA,NA,4,6,NA,NA,NA,NA
"471","José Romário Silva de Souza","Romarinho","https://s.glbimg.com/es/sde/f/2017/08/26/fb26a91beb9aabe50f87d6ada73eff58_FORMATO.png",84523,35,"FLU","ata","Nulo",0,1.58,0,1.53,3,"Fluminense",NA,NA,NA,2,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Diego Barbosa Tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2017/05/17/c261da9d51b45bfbc208b291429eb1f8_FORMATO.png",83869,35,"AVA","lat","Nulo",0,5.83,0,2.63,13,"Avaí",NA,1,10,NA,4,13,NA,15,7,5,NA,NA,1,NA,NA,NA,NA,NA
"473","Vitor Prada Macaneiro","Vitor Prada","https://s.glbimg.com/es/sde/f/2015/07/22/038dbc80052b6760a2b49d76733db416_FORMATO.jpeg",81094,35,"AVA","gol","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Lucas Daniel Romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2017/04/22/b6fe7636fd7cb1575efdcbdfbd2dbd54_FORMATO.png",84558,35,"CRU","mei","Provável",6.5,8.61,-0.13,3.66,25,"Cruzeiro",2,4,32,1,5,26,NA,66,54,NA,NA,NA,NA,2,NA,NA,NA,NA
"475","Pedro Tonon Geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2017/04/23/e509769d9e394ef42a8681bfdacc8283_FORMATO.png",80853,35,"GRE","zag","Nulo",7.3,13.91,0.48,6.52,20,"Grêmio",2,4,15,3,6,12,NA,47,48,11,NA,NA,NA,NA,NA,NA,NA,NA
"476","Thallyson Augusto Tavares Dias","Thallyson","https://s.glbimg.com/es/sde/f/2017/06/07/cd71ce4201f13139db63ac6e182e85a7_FORMATO.png",81219,35,"VIT","lat","Contundido",0,0.96,0,0.87,6,"Vitória",NA,1,5,NA,1,3,NA,20,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"477","Mayke Rocha de Oliveira","Mayke","https://s.glbimg.com/es/sde/f/2017/05/19/0c4040195eb2210f37198e62876f4dc1_FORMATO.png",81150,35,"PAL","lat","Nulo",0,8.83,0,3.54,25,"Palmeiras",1,4,38,NA,2,17,NA,58,39,9,NA,NA,3,1,NA,NA,NA,NA
"478","Johnath Marlone Azevedo da Silva","Marlone","https://s.glbimg.com/es/sde/f/2017/04/25/744a27f04385f2906d5982a7dad3445b_FORMATO.png",80944,35,"ATL","mei","Nulo",0,5.13,0,0.83,13,"Atlético-MG",NA,2,9,3,4,8,NA,38,4,NA,NA,NA,4,2,NA,NA,NA,NA
"479","Oswaldo José Henríquez Bocanegra","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2016/05/01/49c33afe8104b8c052fd2c593fca02e5_FORMATO.png",81241,35,"SPO","zag","Dúvida",1.4,5.12,0.39,2.98,19,"Sport",NA,6,24,3,5,9,NA,27,34,4,NA,NA,NA,NA,NA,NA,NA,NA
"480","Frickson Rafael  Erazo Vivero","Erazo","https://s.glbimg.com/es/sde/f/2017/04/03/a0b75e2777a8e1b1844e5f2ff9caa182_FORMATO.png",81223,35,"ATL","zag","Nulo",0,3.98,0,0.15,2,"Atlético-MG",NA,1,3,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"481","Nilton Soares Rodrigues","Niltinho","https://s.glbimg.com/es/sde/f/2017/07/05/f10b19ee0f7e394c770fa6f2348452e4_FORMATO.png",84703,35,"ATL","ata","Nulo",0,3.69,0,1.4,21,"Atlético-GO",1,1,21,3,8,38,NA,31,10,NA,NA,NA,3,1,NA,1,NA,NA
"482","Denilson Pereira Junior","Denilson","https://s.glbimg.com/es/sde/f/2017/06/09/1733878d67ca979f4e3dabc8e12db8a0_FORMATO.png",84718,35,"SAO","ata","Nulo",0,2.86,0,1.58,15,"São Paulo",1,NA,6,4,6,10,NA,25,5,NA,NA,NA,1,1,NA,NA,NA,NA
"483","Luan Garcia Teixeira","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",80692,35,"PAL","zag","Dúvida",7,7.12,0.63,2.72,17,"Palmeiras",NA,3,23,1,5,13,NA,20,18,5,NA,NA,NA,1,NA,1,NA,NA
"484","Danilo Carvalho Barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2017/07/27/d723ec6d814e9da06bc634113e22711d_FORMATO.png",84382,35,"PON","mei","Provável",16.1,7.79,2.62,2.82,18,"Ponte Preta",2,4,32,9,8,19,2,70,14,NA,NA,NA,2,4,NA,NA,NA,NA
"485","Agustín Lionel Allione","Allione","https://s.glbimg.com/es/sde/f/2017/07/28/6812735b40cc133a5014b3d5b57d96c0_FORMATO.png",84585,35,"BAH","mei","Provável",-1,9.09,-1,2.4,23,"Bahia",7,5,22,4,2,31,1,73,24,NA,NA,NA,4,NA,NA,NA,NA,NA
"486","Judson Silva Tavares","Judson","https://s.glbimg.com/es/sde/f/2017/04/28/5423c8443b5f4d0ce027e1d31b9aa3ff_FORMATO.png",84691,35,"AVA","mei","Provável",9.1,6.01,1.58,2.1,31,"Avaí",1,11,63,3,12,22,NA,60,64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Clayton Silveira da Silva","Clayton","https://s.glbimg.com/es/sde/f/2017/08/25/b1bd13510c1d64d8d7f7058a48c1acdb_FORMATO.png",81770,35,"ATL","ata","Contundido",0,5.89,0,1.47,10,"Atlético-MG",NA,NA,8,NA,1,2,NA,12,3,NA,NA,NA,1,2,NA,NA,NA,NA
"488","Jefferson Vasconcelos Braz da Silva ","Jefferson Nem","https://s.glbimg.com/es/sde/f/2017/07/05/e19ea6817dece25a3dba36acabd4ea9f_FORMATO.png",90455,35,"ATL","ata","Nulo",0,0.79,0,-0.3,1,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Erik Nascimento Lima","Erik","https://s.glbimg.com/es/sde/f/2017/04/18/88bed79a8233a59ca86c67f41db42e85_FORMATO.png",84848,35,"PAL","ata","Nulo",0,3.53,0,1.72,9,"Palmeiras",1,NA,10,2,2,8,NA,11,7,NA,NA,NA,1,NA,NA,NA,NA,NA
"490","Lucas Cândido Silva","Lucas Cândido","https://s.glbimg.com/es/sde/f/2017/04/03/3ce5d2322ae49cd21e272911d9992c4a_FORMATO.png",84851,35,"ATL","mei","Contundido",0,4,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Andrés Lorenzo Ríos","Andrés Ríos","https://s.glbimg.com/es/sde/f/2017/07/11/a3b10554f6896bd025dfd3eaf5f9ce80_FORMATO.png",81684,35,"VAS","ata","Provável",8.1,5.44,0.97,3.18,14,"Vasco",1,2,32,6,8,20,1,27,15,NA,NA,NA,4,3,NA,1,NA,NA
"492","Christian Alberto Cueva Bravo","Cueva","https://s.glbimg.com/es/sde/f/2017/08/24/9ea34016bae7f001bbb849c8d907c1f4_FORMATO.png",82411,35,"SAO","mei","Provável",0,11.08,0,4.51,25,"São Paulo",7,3,19,8,12,43,1,104,38,NA,NA,NA,5,3,1,NA,NA,NA
"493","Vinicius Silvestre da Costa","Vinicius Silvestre","https://s.glbimg.com/es/sde/f/2016/05/01/31d846d7d2c8a7f4d827850b61996f45_FORMATO.png",85083,35,"PAL","gol","Nulo",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Lucas Otávio Veiga Lopes","Lucas Otávio ","https://s.glbimg.com/es/sde/f/2017/04/28/c9abc289eaace4a40039be6a64b6711d_FORMATO.png",84896,35,"AVA","mei","Nulo",0,2.96,0,0.85,9,"Avaí",NA,NA,2,NA,NA,1,NA,5,6,NA,NA,NA,1,NA,NA,NA,NA,NA
"495","José Rafael Vivian","Zé Rafael ","https://s.glbimg.com/es/sde/f/2017/07/28/ec8b41ce26f473fab0f1e1de432cc88f_FORMATO.png",82455,35,"BAH","mei","Provável",1.3,19.85,-0.25,6.32,34,"Bahia",5,5,68,25,16,112,NA,76,86,NA,NA,NA,11,3,NA,NA,NA,NA
"496","Neilton Meira Mestzk","Neilton","https://s.glbimg.com/es/sde/f/2017/06/22/68ef88732dd29a754b0a2fb92136a10c_FORMATO.png",83772,35,"VIT","ata","Dúvida",0,7.61,0,4.38,27,"Vitória",6,3,35,11,13,43,1,72,22,NA,NA,NA,3,7,1,NA,NA,NA
"497","Jeferson de Araújo de Carvalho","Jeferson","https://s.glbimg.com/es/sde/f/2017/05/02/771b51917a7ef2187ffea3d1e0fc9277_FORMATO.png",84917,35,"PON","lat","Provável",-1.2,5.16,-0.18,2.7,20,"Ponte Preta",2,4,23,NA,4,11,NA,79,20,9,NA,NA,NA,NA,NA,NA,NA,NA
"498","Lucas Henrique Frigeri","Lucas Frigeri","https://s.glbimg.com/es/sde/f/2017/08/31/69342a674d05e1477ff2f22b57ea61ac_FORMATO.png",84854,35,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Alisson Euler de Freitas Castro","Alisson","https://s.glbimg.com/es/sde/f/2017/04/22/b5d1b28ec393ae2be2fba2b5dffe9ce9_FORMATO.png",81845,35,"CRU","mei","Provável",0,12.73,0,4.17,23,"Cruzeiro",5,1,26,11,12,43,3,58,27,NA,NA,NA,4,1,NA,NA,NA,NA
"500","Douglas Coutinho Gomes de Souza","Douglas Coutinho ","https://s.glbimg.com/es/sde/f/2017/04/23/21b6dbe5807688ac8d5a82327a8cc1a4_FORMATO.png",82469,35,"ATL","ata","Nulo",4.5,3.46,0.59,1.9,22,"Atlético-PR",2,NA,16,10,9,14,NA,34,7,NA,NA,NA,3,2,NA,NA,NA,NA
"501","Alex da Silva","Alex Silva","https://s.glbimg.com/es/sde/f/2017/05/19/2b09d527bb18b6dca83703fbbe498920_FORMATO.png",84861,35,"ATL","lat","Contundido",0,5.29,0,3.27,12,"Atlético-MG",3,5,24,1,2,19,NA,36,18,3,NA,NA,1,NA,NA,NA,NA,NA
"502","Elder Santana Conceição","Elder Santana","https://s.glbimg.com/es/sde/f/2017/06/15/1dcf005eb752d162ab97dbe8abe498a8_FORMATO.png",84925,35,"ATL","ata","Nulo",0,1.4,0,1.95,2,"Atlético-MG",NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Claudinei dos Santos Oliveira","Claudinei Oliveira","https://s.glbimg.com/es/sde/f/2017/04/28/1e4e67f7f6051b298a7679a0b9d1d0c8_FORMATO.png",84761,35,"AVA","tec","Provável",4.69,8.4,0.6,3.22,35,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Moisés Wolschick","Moisés","https://s.glbimg.com/es/sde/f/2017/04/25/59ac946a38de5a26b19ffc56c68885dc_FORMATO.png",82567,35,"CHA","mei","Nulo",0,1.8,0,1.4,2,"Chapecoense",NA,NA,1,NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","Raul Prata","Raul Prata","https://s.glbimg.com/es/sde/f/2017/05/01/bc801f0b347f5e9b99972901cf4ecefd_FORMATO.png",84855,35,"SPO","lat","Provável",1.6,4.85,-0.33,4.66,12,"Sport",1,1,13,2,5,8,NA,48,29,3,NA,NA,NA,NA,NA,NA,NA,NA
"506","Yago Henrique Severino dos Santos","Yago","https://s.glbimg.com/es/sde/f/2017/04/03/bd1a20fcc43bf36e13dd321aa526e278_FORMATO.png",84926,35,"ATL","mei","Dúvida",2.7,2.22,0.21,1.04,22,"Atlético-MG",NA,4,20,5,4,10,NA,46,20,NA,NA,NA,NA,1,NA,NA,NA,NA
"507","Raphael Guimarães de Paula","Dodô","https://s.glbimg.com/es/sde/f/2017/04/24/d75b985086acd9eb03422fe01ce0693f_FORMATO.png",84927,35,"CHA","mei","Nulo",0,4.26,0,1.9,2,"Chapecoense",1,NA,2,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Osman de Menezes Venâncio Junior","Osman","https://s.glbimg.com/es/sde/f/2017/04/25/f608122b61891f2ab13ba0015367cfb5_FORMATO.png",81898,35,"CHA","ata","Nulo",0,2.99,0,1.23,7,"Chapecoense",1,2,5,NA,4,1,NA,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"509","Elosman Euller Silva Cavalcanti","Euller ","https://s.glbimg.com/es/sde/f/2017/02/20/45d2685cedfee93ebf07f010f670c2ef_FORMATO.png",84890,35,"VIT","lat","Nulo",0,6.31,0,2.35,2,"Vitória",NA,NA,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"510","Mauro Job Pontes Junior","Maurinho","https://s.glbimg.com/es/sde/f/2017/07/18/2663f3e84140665568c8164f03afc235_FORMATO.png",82625,35,"AVA","ata","Nulo",7.1,3.43,1.78,1.51,9,"Avaí",NA,1,5,NA,NA,8,1,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","José Henrique da Silva Dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2017/07/25/74fe5365c7b46c57003665b15a0d770a_FORMATO.png",81905,35,"FLU","ata","Provável",-5.5,19.68,-2.33,5.26,27,"Fluminense",3,7,78,14,14,58,NA,66,9,NA,NA,NA,9,17,NA,NA,NA,NA
"512","Ronaldo Henrique Ferreira da Silva","Ronaldo","https://s.glbimg.com/es/sde/f/2016/05/01/2e217ce29ea48d7d573c191fa21e67d5_FORMATO.png",85149,35,"SPO","mei","Nulo",0,3.2,0,2.3,1,"Sport",NA,NA,2,NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","Robert Gonçalves Santos","Robert ","https://s.glbimg.com/es/sde/f/2017/07/25/226d7cc723b857ba53068c1a96fe941d_FORMATO.png",85121,35,"FLU","mei","Nulo",0,3.15,0,0.95,2,"Fluminense",NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Reginaldo Manoel da Silva Júnior","Reginaldo","https://s.glbimg.com/es/sde/f/2017/07/25/4caba62b4f978cd6db2e589843899fbd_FORMATO.png",82515,35,"FLU","zag","Dúvida",1.5,4.73,0.5,3.44,18,"Fluminense",NA,5,28,1,3,13,NA,51,48,2,NA,NA,NA,NA,NA,NA,NA,NA
"515","Caio César da Silva Silveira","Caio César","https://s.glbimg.com/es/sde/f/2017/04/28/c9789925a7e321c7432e9e22a2b5a2c9_FORMATO.png",86974,35,"AVA","mei","Nulo",4.9,3.23,0.79,2.7,2,"Avaí",1,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Marcos Felipe de Freitas Monteiro","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2017/07/25/71f2d737b67ea5f20138c4871f667000_FORMATO.png",85004,35,"FLU","gol","Nulo",0,3,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","Uilson Pedruzzi de Oliveira","Uilson","https://s.glbimg.com/es/sde/f/2017/04/03/f77329e6065eec16e496b8b12ad6384a_FORMATO.png",85418,35,"ATL","gol","Contundido",0,4,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","Gilvan Souza Correa","Gilvan","https://s.glbimg.com/es/sde/f/2017/07/15/ebd13d8be899ba33a4d355f813dae956_FORMATO.png",82773,35,"ATL","zag","Provável",0.7,4.13,-1.14,2.32,22,"Atlético-GO",NA,5,26,2,6,11,1,36,23,3,NA,NA,1,2,NA,NA,NA,NA
