"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FS","G","I","PE","RB","A","FD","FF","FT","SG","DD","GS","CV","PP","DP","GC"
"496","Vinícius Goes Barbosa de Souza","Vinícius","https://s.glbimg.com/es/sde/f/2017/06/01/a4f3ac6a4a79eebb1b9a2ec9388773ad_FORMATO.png",71162,22,"BAH","mei","Nulo",-0.3,6.39,-0.24,1.57,16,"Bahia",3,11,8,2,NA,30,7,1,3,8,NA,NA,NA,NA,NA,NA,NA,NA
"497","Federico Mancuello","Mancuello","https://s.glbimg.com/es/sde/f/2017/08/16/d34af685ab224e16398ce841287757c3_FORMATO.jpeg",71066,22,"FLA","mei","Nulo",0,6.11,0,2.13,6,"Flamengo",2,4,3,1,1,7,5,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"498","Roberto Heuchayer Santos de Araújo","Roberto","https://s.glbimg.com/es/sde/f/2017/08/17/2b6d0dac55444a427650e123ca955344_FORMATO.png",71116,22,"CHA","lat","Provável",0,4.34,0,4.35,2,"Chapecoense",1,3,2,NA,NA,2,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"499","Luiz Fernando Moraes dos Santos","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2017/04/27/50e52c4a6961abbf9a5a1232332cdfd3_FORMATO.png",90715,22,"ATL","mei","Provável",1.8,2.8,0.35,0.86,18,"Atlético-GO",3,15,16,1,6,26,5,1,4,4,1,NA,NA,NA,NA,NA,NA,NA
"500","Alexander Baumjohann","Baumjohann","https://s.glbimg.com/es/sde/f/2017/07/05/edd3698b18e3e992ba2ea5c7f544ff56_FORMATO.png",71389,22,"COR","mei","Contundido",0,5,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Luis Manuel Seijas Gunther","Seijas","https://s.glbimg.com/es/sde/f/2017/08/18/0b1e935b70a3d6471d8aa121da9f7140_FORMATO.png",70742,22,"CHA","mei","Provável",-0.5,6.21,-0.42,2.11,17,"Chapecoense",NA,26,23,NA,1,42,14,2,2,11,2,NA,NA,NA,NA,NA,NA,NA
"502","Kelvin Mateus de Oliveira","Kelvin","https://s.glbimg.com/es/sde/f/2017/04/24/6c15e084bbf28f0ec13f00762f49aa9d_FORMATO.png",71549,22,"VAS","ata","Contundido",0,5.03,0,1.72,5,"Vasco",NA,3,8,NA,2,9,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Luis Oscar González","Lucho González","https://s.glbimg.com/es/sde/f/2017/04/23/3b471798626f6a04ef3427efb99d1c23_FORMATO.png",71479,22,"ATL","mei","Dúvida",0,5.64,0,-0.11,12,"Atlético-PR",2,17,10,NA,2,42,12,NA,1,5,NA,NA,NA,NA,1,NA,NA,NA
"504","Fabrício Bruno Soares de Faria","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2017/04/24/c4a8873e3ad989db3e40b7149ed51789_FORMATO.png",90768,22,"CHA","zag","Provável",-3.3,2.61,-2.74,1.57,9,"Chapecoense",5,16,7,1,NA,13,8,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"505","Lucas Fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2017/07/26/1701b04d674659c12ac0715a0b58adbd_FORMATO.png",90899,22,"ATL","ata","Nulo",0,3.94,0,1.64,8,"Atlético-PR",NA,5,10,NA,2,9,7,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"506","Fernando Miguel Kaufmann","Fernando Miguel","https://s.glbimg.com/es/sde/f/2017/02/20/5af7107ad71c63b6f670fd21749fc679_FORMATO.png",71571,22,"VIT","gol","Provável",14.7,12.87,1.18,3.89,20,"Vitória",2,NA,3,NA,NA,16,NA,NA,NA,NA,NA,7,33,28,NA,NA,1,NA
"507","Elias Martello Curzel","Elias","https://s.glbimg.com/es/sde/f/2017/04/24/d39a7668ae872daf6e04f923e0d16a54_FORMATO.png",90843,22,"CHA","gol","Nulo",0,4,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Gabriel Rybar Blos","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/23/f2550afa5db7011619ab01d7d1032823_FORMATO.png",71572,22,"GRE","zag","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Weverton Pereira da Silva","Weverton","https://s.glbimg.com/es/sde/f/2017/04/23/2773ed93eeec40a1be23186dae64fad2_FORMATO.png",71631,22,"ATL","gol","Provável",7.1,5.6,0.15,3.78,19,"Atlético-PR",1,NA,5,NA,NA,18,1,NA,NA,NA,NA,7,28,22,NA,NA,NA,NA
"510","Everson Bispo Pereira","Everson","https://s.glbimg.com/es/sde/f/2017/07/04/87c22a7d1e8a2451375d85c6c9d68df9_FORMATO.png",91929,22,"BAH","zag","Nulo",0,2,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","Wallace Ribeiro Barato","Wallace","https://s.glbimg.com/es/sde/f/2017/02/20/aa36264462b556b6c72220d5db2ba3f1_FORMATO.png",90892,22,"VIT","gol","Nulo",0,1,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","José Ivaldo Almeida Silva","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2017/04/23/fbf5dd33aaec3e3709c4449e36790a17_FORMATO.png",91866,22,"ATL","zag","Nulo",1.8,1.97,-1.24,2.86,5,"Atlético-PR",2,5,NA,NA,NA,7,7,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"513","Ronaldo de Oliveira Strada","Ronaldo","https://s.glbimg.com/es/sde/f/2017/02/20/e49415180708c87913cabd48be5dd49f_FORMATO.png",91101,22,"VIT","gol","Nulo",0,1,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Alison Vicente da Silva","Alison","https://s.glbimg.com/es/sde/f/2017/02/14/cd74f75d4225633af1942d07603f11cf_FORMATO.png",91003,22,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Esteban Andrés Pavez Suazo","Pavez","https://s.glbimg.com/es/sde/f/2017/07/25/36e2606ea7c16d592e3d39df8f817fae_FORMATO.png",90959,22,"ATL","mei","Provável",-2.4,3.98,-1.39,2.78,6,"Atlético-PR",1,10,1,NA,NA,19,15,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"516","Andrés Ramiro Escobar Díaz","Manga Escobar","https://s.glbimg.com/es/sde/f/2017/04/24/1ce4d6d602b56cabd2d5b1522af42b71_FORMATO.png",71704,22,"VAS","ata","Nulo",0,4.45,0,2.11,12,"Vasco",NA,6,8,2,2,11,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA
"517","Adniellyson da Silva Oliveira","Silva","https://s.glbimg.com/es/sde/f/2017/04/27/44c5ab48a8a0e8c7c33de52bdb5af46b_FORMATO.png",91917,22,"ATL","mei","Nulo",0,3.18,0,1.26,9,"Atlético-GO",1,19,7,NA,NA,6,12,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"518","Evandro Lima de Oliveira Filho","Evandro","https://s.glbimg.com/es/sde/f/2017/05/01/44325047a16fc8c2d5d2dbee3907eb6a_FORMATO.png",91001,22,"SPO","lat","Nulo",0,0.76,0,-0.33,3,"Sport",NA,9,2,NA,NA,12,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Gustavo Blanco Petersen Macedo","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2017/07/04/bdab16330aca79897bf4fa25fd8d7eaf_FORMATO.jpeg",91191,22,"ATL","mei","Contundido",0,2.37,0,2.17,3,"Atlético-MG",NA,4,1,NA,2,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","Flávio Medeiros da Silva","Flávio","https://s.glbimg.com/es/sde/f/2017/06/22/45969ac005e05819eea2e0fdcb62de43_FORMATO.png",91102,22,"VIT","mei","Nulo",0,2.12,0,0,1,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Jesiel Cardoso Miranda","Jesiel","https://s.glbimg.com/es/sde/f/2017/04/03/b00e4e82879a8aa6d2193c3ed0abd49b_FORMATO.png",91156,22,"ATL","zag","Nulo",0,3.21,0,4.3,1,"Atlético-MG",NA,NA,1,NA,NA,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"522","João Paulo Queiroz Moraes","João Paulo","https://s.glbimg.com/es/sde/f/2017/07/28/baf6b3a2aba751886b94cf3505101d09_FORMATO.png",91972,22,"BAH","ata","Nulo",0,3.35,0,2.55,9,"Bahia",1,4,12,2,NA,5,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA
"523","Gabriel Félix dos Santos","Gabriel Félix","https://s.glbimg.com/es/sde/f/2017/04/06/54685bfd304a178fd3107aaf6fb0db2f_FORMATO.png",92057,22,"VAS","gol","Nulo",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","Thiago Rodrigues da Silva","Thiago","https://s.glbimg.com/es/sde/f/2017/04/24/cbff6dc155e200c1acd0f26dfbad6fae_FORMATO.png",91194,22,"FLA","gol","Nulo",0,4.24,0,3.59,11,"Flamengo",NA,NA,1,NA,NA,3,NA,1,NA,NA,NA,4,11,9,NA,NA,NA,NA
"525","Mário Sérgio Pereira Junior","Mário","https://s.glbimg.com/es/sde/f/2017/02/21/1242841d640e4683a423b3f381264bd0_FORMATO.png",92084,22,"BAH","ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","Lucas Marques de Oliveira","Lucas Marques","https://s.glbimg.com/es/sde/f/2017/04/24/4c115f9e09a83e602fdd887b5915ae16_FORMATO.png",91973,22,"CHA","mei","Nulo",0,3.8,0,3.76,9,"Chapecoense",2,17,6,2,NA,29,14,1,1,4,1,NA,NA,NA,NA,NA,NA,NA
"527","Wallace Lucas Aires da Silva","Wallace","https://s.glbimg.com/es/sde/f/2016/05/01/ed088654406f3682c5c4ea8dbaae2b52_FORMATO.png",92078,22,"SPO","ata","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Éder Ferreira Graminho","Éder ","https://s.glbimg.com/es/sde/f/2017/07/28/ce25d0402feb8a3d6bf8b0c89a10060d_FORMATO.png",91203,22,"BAH","zag","Nulo",0,0.81,0,-0.15,7,"Bahia",3,10,3,NA,1,5,2,NA,1,3,NA,2,NA,NA,NA,NA,NA,1
"529","Lucas Estella Perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2016/05/01/33edb005bdd244f616d094e71ba6c3a8_FORMATO.png",91260,22,"SAO","gol","Nulo",0,2,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","José Carlos Ferreira Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/09/04/19704caddfab14aadf71ca75df321f57_FORMATO.jpeg",92182,22,"PAL","zag","Contundido",0,8.49,0,2.71,11,"Palmeiras",4,16,6,NA,NA,28,17,2,1,2,NA,2,NA,NA,NA,NA,NA,NA
"531","Jair Ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2017/04/23/2fb7d8d8b307b409308c2dfefeace799_FORMATO.png",92180,22,"BOT","tec","Provável",4.03,11.78,0.28,4.1,22,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","Matheus Gonçalves Savio","Matheus Savio","https://s.glbimg.com/es/sde/f/2017/08/22/7da12c5b73385d17f5dae83cb6a45e75_FORMATO.jpeg",91264,22,"FLA","mei","Nulo",0,10.99,0,4.1,5,"Flamengo",NA,1,NA,1,1,6,8,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"533","Warleson Stellion Lisboa Oliveira","Warleson","https://s.glbimg.com/es/sde/f/2017/04/23/d3b26dce5bc760f7a52d0556eb36b781_FORMATO.png",91204,22,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Giovanny Bariani Marques","Giovanny ","https://s.glbimg.com/es/sde/f/2017/04/23/953f5c26291d830bd5f2074bac7a9ab0_FORMATO.png",92085,22,"ATL","ata","Nulo",0,4,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Eduardo Gabriel Aquino Cossa","Pepê","https://s.glbimg.com/es/sde/f/2017/06/07/bd6f96fc4d6fbe29bd108c344db1e415_FORMATO.jpeg",91201,22,"GRE","ata","Nulo",0,0.97,0,0.5,1,"Grêmio",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","João Paulo Sanches","João Paulo Sanches","https://s.glbimg.com/es/sde/f/2017/06/07/c28815f50806965fcba9772e65d9695e_FORMATO.png",91318,22,"ATL","tec","Provável",4.95,6.34,0.66,3.92,8,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","Ravanelli Ferreira dos Santos","Ravanelli","https://s.glbimg.com/es/sde/f/2017/05/02/8f0af7ca793a5e7d64717b42fa7dc181_FORMATO.png",92193,22,"PON","mei","Nulo",0,8.16,0,2.37,3,"Ponte Preta",NA,1,7,NA,1,15,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"538","Rodrigo de Oliveira Ramos","Rodrigo Ramos","https://s.glbimg.com/es/sde/f/2015/10/30/790da0b7e69393ed9c4a542a2536232c_FORMATO.png",91388,22,"COR","lat","Nulo",0,2.89,0,-0.63,3,"Coritiba",NA,6,1,NA,NA,7,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Bruno Bispo dos Anjos","Bruno Bispo","https://s.glbimg.com/es/sde/f/2017/05/28/af8ee442a870d4c045d8eebdb02ccf1a_FORMATO.png",91359,22,"VIT","zag","Nulo",0,1.99,0,2.2,1,"Vitória",NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","Douglas Augusto Soares Gomes","Douglas","https://s.glbimg.com/es/sde/f/2017/07/25/5f38b5914e4d18ddac95fe844a6090fc_FORMATO.png",92497,22,"FLU","mei","Dúvida",0,3.78,0,-1,2,"Fluminense",2,3,1,NA,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","Matheus Phillipe Coutinho Gomes","Matheus Phillipe","https://s.glbimg.com/es/sde/f/2017/07/25/77a976e134e8bdb2f89d8c6960e4a2e6_FORMATO.png",92438,22,"FLU","gol","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","Caíque Luiz Santos da Purificação","Caíque","https://s.glbimg.com/es/sde/f/2017/05/28/bd5b4ba3004a61c7aee152418fb5f62f_FORMATO.png",92207,22,"VIT","gol","Nulo",0,5.04,0,1.75,2,"Vitória",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA
"543","Matheus dos Santos Batista","Batista","https://s.glbimg.com/es/sde/f/2017/08/15/76bdfe4e053884bad9ca5860489d4d69_FORMATO.png",92504,22,"GRE","ata","Nulo",0,2.24,0,1.4,1,"Grêmio",NA,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"544","Yan Matheus Santos Souza","Yan","https://s.glbimg.com/es/sde/f/2017/05/11/eb94eeb460306451c24553f35509e933_FORMATO.png",93146,22,"PAL","mei","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Rafaelson Bezerra Fernandes","Rafaelson","https://s.glbimg.com/es/sde/f/2017/08/30/61a6ee575777488ca45219d75596aab6_FORMATO.png",92614,22,"VIT","ata","Nulo",0,1.54,0,-0.43,4,"Vitória",1,10,2,NA,NA,5,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA
"546","Colin Kazim-Richards","Kazim","https://s.glbimg.com/es/sde/f/2017/04/23/ad1f8add949fbe2020567092e6cb1ac9_FORMATO.png",91519,22,"COR","ata","Nulo",3.8,2.46,0.75,0.16,7,"Corinthians",NA,9,3,NA,1,4,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA
"547","Leonardo Felipe Valencia Rossel","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2017/08/07/5da8e09b912f3d4e02c70571d9de8988_FORMATO.png",91508,22,"BOT","mei","Provável",0,4.37,0,-0.8,4,"Botafogo",3,7,8,NA,NA,14,1,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA
"548","Claudio Luiz Rodrigues Parise Leonel","Claudinho","https://s.glbimg.com/es/sde/f/2017/06/01/7214c13dbff3a0e34d7a62814d535aa2_FORMATO.png",92630,22,"PON","ata","Nulo",-3.1,0.79,0,-0.18,10,"Ponte Preta",1,11,6,NA,2,12,1,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA
"549","Raianderson da Costa Morais","Careca","https://s.glbimg.com/es/sde/f/2017/08/31/2e4b69da4eddc15bda1f67645090e038_FORMATO.jpeg",91634,22,"CRU","mei","Nulo",0,2,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","Denilson dos Santos de Souza","Denilson","https://s.glbimg.com/es/sde/f/2017/06/07/a960f52cf5f9b283c91b4ed4eb49d4e6_FORMATO.jpeg",92662,22,"GRE","zag","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","Robert Abel Arboleda Escobar","Arboleda","https://s.glbimg.com/es/sde/f/2017/06/27/feb4b502524252fc410bb11eeffc69b7_FORMATO.png",91573,22,"SAO","zag","Suspenso",-1.4,7.81,-0.5,2.85,11,"São Paulo",3,15,9,2,NA,26,10,1,1,6,NA,1,NA,NA,NA,NA,NA,NA
"552","Lucas Lovat","Lucas Lovat","https://s.glbimg.com/es/sde/f/2017/05/17/fc2567ecebd5db9e5f21e72ef3cbd9e5_FORMATO.png",92501,22,"AVA","lat","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Deyverson Brum Silva Acosta","Deyverson","https://s.glbimg.com/es/sde/f/2017/09/04/03b2e1a6f53171bc2a6aea4cea393821_FORMATO.jpeg",92708,22,"PAL","ata","Provável",13.4,9.48,2.28,4.72,7,"Palmeiras",1,19,22,2,1,22,5,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA
"554","Adryelson Shawann Lima Silva","Adryelson","https://s.glbimg.com/es/sde/f/2016/05/01/486323894355978b9458b0d2217d92bf_FORMATO.png",91664,22,"SPO","zag","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Ronaldo da Silva Souza","Ronaldo","https://s.glbimg.com/es/sde/f/2017/09/07/4f170a7b0fd01d4280fd63a544dde01f_FORMATO.png",92981,22,"ATL","mei","Nulo",0,3,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","Augusto de Souza Silva","Augusto","https://s.glbimg.com/es/sde/f/2017/04/18/4e94d8b6d0b298c84f952ecfac2c11eb_FORMATO.png",93378,22,"PAL","zag","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","Lucas Veríssimo da Silva","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2017/05/02/0198bbb1258bc8a618b6ef67781a60a6_FORMATO.png",93368,22,"SAN","zag","Provável",-1.1,6.96,-1.35,4.1,20,"Santos",5,13,11,NA,1,34,22,NA,4,3,NA,12,NA,NA,NA,NA,NA,NA
"558","Marlon Rodrigues Xavier","Marlon","https://s.glbimg.com/es/sde/f/2017/07/25/ee065470bf0b5a13c2bd5b1ee638967a_FORMATO.png",91706,22,"FLU","lat","Provável",0,4.93,0,2,2,"Fluminense",NA,4,NA,NA,NA,8,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"559","Caíque França Godoy","Caíque França","https://s.glbimg.com/es/sde/f/2017/04/19/02fc5dc63c312d6868d30a24d373ba30_FORMATO.png",91808,22,"COR","gol","Contundido",0,2,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","Ygor Nogueira de Paula","Nogueira","https://s.glbimg.com/es/sde/f/2017/07/25/2a4e33bf350856d717b1e30a45f433b7_FORMATO.png",91815,22,"FLU","zag","Nulo",0,1.92,0,0.48,5,"Fluminense",2,2,4,NA,NA,6,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"561","Matheus Henrique Cassini de Paula","Matheus Cassini","https://s.glbimg.com/es/sde/f/2017/05/02/49a8092ff1d3ff3eb1402aa7333a8a1a_FORMATO.png",91715,22,"PON","mei","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","Rodrigo Nascimento França ","Rodrigo Becão","https://s.glbimg.com/es/sde/f/2017/07/28/c0a3691e5410ad12c87b07891777aba3_FORMATO.png",93369,22,"BAH","zag","Provável",0,2.88,-0.54,1.8,6,"Bahia",1,4,4,NA,NA,8,5,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA
"563","Marciel Silva da Silva","Marciel","https://s.glbimg.com/es/sde/f/2017/04/23/cf2fd75fe95a351dd06a29fbc12519b7_FORMATO.png",91714,22,"COR","mei","Dúvida",0,3,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","Guilherme Henrique Silva Nogueira","Guilherme",NA,93490,22,"PON","gol","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","Breno Evangelista Cantão de Oliveira","Breno","https://s.glbimg.com/es/sde/f/2017/04/23/eddc26f069abf5b4dd09b9c3888d5cba_FORMATO.png",91842,22,"ATL","lat","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","Aderllan Leandro de Jesus Santos","Aderllan Santos","https://s.glbimg.com/es/sde/f/2017/07/20/7efccafc0e0c165bd5e9036a50890fbc_FORMATO.png",93296,22,"SAO","zag","Nulo",0,6,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","Reinaldo Lenis Montes","Lenis","https://s.glbimg.com/es/sde/f/2017/08/30/7adc9adf83ac7be0281deb37aa202be1_FORMATO.png",93746,22,"SPO","ata","Nulo",0,3.76,0,2.89,11,"Sport",3,11,12,1,NA,25,9,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA
"568","Igor Henrique Martins Machado","Igor","https://s.glbimg.com/es/sde/f/2017/04/27/1869f3cf1e00c12ad0d7b7f267efd47e_FORMATO.png",93551,22,"ATL","mei","Provável",-2.7,3.25,-1.17,1.75,16,"Atlético-GO",8,53,27,1,3,40,29,NA,7,9,NA,NA,NA,NA,NA,NA,NA,NA
"569","Peterson Silvino da Cruz","Peu","https://s.glbimg.com/es/sde/f/2017/07/25/a5c72908fbb4a7ab1dd71e0511ddb5ee_FORMATO.png",93739,22,"FLU","ata","Nulo",2.2,1.37,0.25,1.16,5,"Fluminense",NA,2,2,NA,NA,1,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"570","Eduardo Jacinto de Biasi","Eduardo","https://s.glbimg.com/es/sde/f/2015/04/08/2ebaa66ec9d9d1de9a011dac27436a6d_FORMATO.jpeg",91688,22,"CRU","mei","Nulo",0,1,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","Edson Fernandes Botelho Júnior","Edson Júnior","https://s.glbimg.com/es/sde/f/2017/08/22/d2a7cd8500c44b31e1efb2f520d40482_FORMATO.png",93956,22,"ATL","ata","Nulo",0,2,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","Alan Cardoso de Andrade","Alan Cardoso","https://s.glbimg.com/es/sde/f/2017/05/24/7fd89a2cf130263868b36903498c1059_FORMATO.png",93785,22,"VAS","lat","Nulo",0,1.21,0,-1.3,1,"Vasco",1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","Luis Ángel Salazar Cuesta","Salazar","https://s.glbimg.com/es/sde/f/2017/04/28/54e5ebd574f6ef20650d90d7e32baf44_FORMATO.png",93986,22,"AVA","zag","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","Mauro Joel Carli","Joel Carli","https://s.glbimg.com/es/sde/f/2016/05/20/6a298f9b1dd5a88146f9f926e4b91a1b_FORMATO.png",93414,22,"BOT","zag","Contundido",1.4,8.79,0.21,2.03,15,"Botafogo",7,26,7,1,1,37,15,1,NA,3,NA,5,NA,NA,NA,NA,NA,NA
"575","Gilson Gomes do Nascimento","Gilson","https://s.glbimg.com/es/sde/f/2017/04/17/41717887cc5c81bcd28ad1df6829c7e6_FORMATO.png",52674,22,"BOT","lat","Nulo",-0.5,8.43,-0.19,3.42,15,"Botafogo",4,16,21,NA,1,20,12,1,NA,1,2,6,NA,NA,NA,NA,NA,NA
"576","Cleiton Schwengber","Cleiton","https://s.glbimg.com/es/sde/f/2017/04/03/ef54b93128f4d412c55c7cd27c83323b_FORMATO.png",93882,22,"ATL","gol","Nulo",0,1.85,0,4.9,1,"Atlético-MG",NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"577","Lucas Luiz Scalon","Scalon","https://s.glbimg.com/es/sde/f/2017/04/25/1c61a24805cfe9ae71c648216cd5b9cd_FORMATO.png",94003,22,"CHA","zag","Nulo",0,2,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
