"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","FC","FD","FF","FS","G","I","PE","RB","CA","SG","FT","DD","GS","DP","PP","CV","GC"
"496","Felipe Melo de Carvalho","Felipe Melo","https://s.glbimg.com/es/sde/f/2017/04/18/d1031b5a0a0783e2fc55c0668ef4d8de_FORMATO.png",38545,17,"PAL","mei","Nulo",0,8.27,0,2.04,5,"Palmeiras",NA,10,1,2,9,NA,NA,10,9,2,NA,NA,NA,NA,NA,NA,NA,NA
"497","Luiz Fernando Moraes dos Santos","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2017/04/27/50e52c4a6961abbf9a5a1232332cdfd3_FORMATO.png",90715,17,"ATL","mei","Nulo",9.2,4.15,1.7,1.34,14,"Atlético-GO",1,14,4,3,15,1,5,22,4,1,NA,1,NA,NA,NA,NA,NA,NA
"498","Douglas dos Santos","Douglas","https://s.glbimg.com/es/sde/f/2017/04/23/fa6eb12f4d4fee6467bb3bb75ccc55ce_FORMATO.png",38738,17,"GRE","mei","Contundido",0,14,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Anderson Hernanes de Carvalho Andrade Lima","Hernanes","https://s.glbimg.com/es/sde/f/2017/07/25/c8d6e4905b3131ebe8cdc8c1c8b432fd_FORMATO.png",38648,17,"SAO","mei","Provável",10.6,13.95,0.95,10.6,1,"São Paulo",NA,1,1,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Danilo Verón Bairros","Danilinho","https://s.glbimg.com/es/sde/f/2017/07/18/67111050a2c2d4213b8625c1326c1fe3_FORMATO.png",38617,17,"VIT","ata","Nulo",0,5,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Jefferson Vasconcelos Braz da Silva ","Jefferson Nem","https://s.glbimg.com/es/sde/f/2017/07/05/e19ea6817dece25a3dba36acabd4ea9f_FORMATO.png",90455,17,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Jonathan da Silveira Fernandes Reis","Fernandes","https://s.glbimg.com/es/sde/f/2016/05/20/02861c5449623b3038673b374f31d53e_FORMATO.png",90399,17,"BOT","mei","Nulo",0,3.09,0,-0.13,3,"Botafogo",NA,NA,NA,1,2,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Maicon Douglas Sisenando","Maicon","https://s.glbimg.com/es/sde/f/2017/05/31/ef02f85ca8a5590abd7f361e7b0dd858_FORMATO.png",38748,17,"AVA","lat","Nulo",0,4.72,0,-6,1,"Avaí",NA,1,NA,1,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"504","Alex Sandro dos Santos Apolinario","Alex","https://s.glbimg.com/es/sde/f/2017/04/05/144a762b27b789eee8fd1c1a682c0512_FORMATO.png",90535,17,"CRU","mei","Nulo",0,3.3,0,4.2,1,"Cruzeiro",NA,NA,NA,1,2,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","Anderson Luís de Abreu Oliveira","Anderson","https://s.glbimg.com/es/sde/f/2017/04/24/0dc186897635dc55867be6cf89a3666a_FORMATO.png",38852,17,"COR","mei","Contundido",0,4.21,0,0.82,5,"Coritiba",NA,7,3,NA,7,NA,NA,17,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"506","Arthur Henrique Ramos de Oliveira Melo","Arthur","https://s.glbimg.com/es/sde/f/2017/04/23/ad145ff7dd594174acc3863cb2569b83_FORMATO.png",90532,17,"GRE","mei","Provável",0,10.1,0,4.64,14,"Grêmio",NA,9,1,NA,28,1,NA,30,35,2,NA,NA,NA,NA,NA,NA,NA,NA
"507","Yuri Oliveira Lima","Yuri","https://s.glbimg.com/es/sde/f/2016/07/05/6918c687f15258af809e99a14e04318e_FORMATO.png",90569,17,"SAN","mei","Provável",1.9,0.84,0.05,-0.47,8,"Santos",NA,12,NA,NA,4,NA,NA,20,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"508","Renato Dirnei Florêncio","Renato","https://s.glbimg.com/es/sde/f/2017/05/02/ce9c1e5d21a2efec50dbdc2870d5a8c9_FORMATO.png",38908,17,"SAN","mei","Contundido",0,6.39,0,1.65,10,"Santos",NA,6,NA,1,14,NA,NA,23,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Rafael Vinicius Carvalho Longuine","Rafael Longuine","https://s.glbimg.com/es/sde/f/2017/05/02/8d0a8a9e9b42efa6f8fc7ee4afc1618c_FORMATO.png",90566,17,"SAN","mei","Nulo",0,1.39,0,-0.45,4,"Santos",NA,4,1,NA,3,NA,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"510","Diego Ribas da Cunha","Diego","https://s.glbimg.com/es/sde/f/2017/04/24/98708ecaf48555700b1ca390667c77fb_FORMATO.png",38909,17,"FLA","mei","Provável",-2.2,18.81,-1.27,5.67,13,"Flamengo",2,16,5,11,46,4,5,56,17,1,NA,NA,NA,NA,NA,1,NA,NA
"511","Lucas da Silva Izidoro","Lucas Mineiro","https://s.glbimg.com/es/sde/f/2017/04/24/a585ecd4b08d42c62414a32c9103edc3_FORMATO.png",90634,17,"CHA","mei","Nulo",0,2.41,0,0.01,7,"Chapecoense",NA,15,1,2,4,NA,NA,9,7,3,NA,NA,NA,NA,NA,NA,NA,NA
"512","Gustavo Cascardo de Assis","Cascardo","https://s.glbimg.com/es/sde/f/2017/04/23/772a99574fe81da3c28fa586c83c7c91_FORMATO.png",90587,17,"ATL","lat","Provável",6.1,3.92,0.92,2.7,7,"Atlético-PR",NA,6,NA,NA,9,NA,NA,15,7,NA,2,NA,NA,NA,NA,NA,NA,NA
"513","Ricardo de Oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2016/05/01/04f2207e667b88e15a5ccdc893894a1f_FORMATO.png",38910,17,"SAN","ata","Provável",-1.9,9.07,-2.33,0.62,5,"Santos",NA,9,2,6,5,NA,1,7,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"514","Egídio de Araújo Pereira Júnior","Egídio","https://s.glbimg.com/es/sde/f/2017/04/18/594aacef190963b0476d2c76f4f48f57_FORMATO.png",42145,17,"PAL","lat","Provável",11.4,9.12,0.6,5.8,10,"Palmeiras",1,7,3,NA,13,NA,2,48,22,NA,5,NA,NA,NA,NA,NA,NA,NA
"515","Anderson Luiz de Carvalho","Nenê","https://s.glbimg.com/es/sde/f/2017/04/24/45951f5edf6777703717a335e5bffc58_FORMATO.png",38913,17,"VAS","mei","Nulo",0,13.63,0,3.53,12,"Vasco",3,13,5,7,31,2,2,53,9,3,NA,NA,NA,NA,NA,NA,NA,NA
"516","Alexandro Silva de Souza","Dudu Cearense","https://s.glbimg.com/es/sde/f/2016/06/28/2b7b2415b00931bc7ebe03b683cd03be_FORMATO.jpeg",38928,17,"BOT","mei","Nulo",0,3.88,0,0.21,7,"Botafogo",NA,8,1,NA,2,NA,NA,9,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"517","Rodrigo Gomes dos Santos","Rodrigão","https://s.glbimg.com/es/sde/f/2017/07/07/cb596c22b44400d38cf56cab0476618c_FORMATO.png",90651,17,"BAH","ata","Provável",7,5.73,-0.91,4.2,5,"Bahia",NA,5,1,4,1,3,3,10,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"518","Jonas Jessué da Silva Júnior","Jonas","https://s.glbimg.com/es/sde/f/2017/04/17/da28ba844b13dd322862abfcda7e77b7_FORMATO.png",39152,17,"BOT","lat","Contundido",0,6,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Fabrício Bruno Soares de Faria","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2017/04/24/c4a8873e3ad989db3e40b7149ed51789_FORMATO.png",90768,17,"CHA","zag","Provável",4.9,3.69,1.01,1.26,5,"Chapecoense",NA,10,1,NA,4,NA,NA,3,6,3,1,NA,NA,NA,NA,NA,NA,NA
"520","Vagner Carmo Mancini","Vagner Mancini","https://s.glbimg.com/es/sde/f/2017/07/26/03f653f62309ac6ad508e084fbc4c7e5_FORMATO.png",39850,17,"VIT","tec","Provável",5.25,8.74,-0.08,3.09,12,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Rafael Marques Mariano","Rafael Marques","https://s.glbimg.com/es/sde/f/2017/05/16/3246550328efb6a72fe4e85ea0bbff11_FORMATO.png",38957,17,"CRU","ata","Nulo",0,4.14,0,1.46,11,"Cruzeiro",NA,3,2,5,9,1,1,22,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","José Renato da Silva Júnior","Renato","https://s.glbimg.com/es/sde/f/2017/07/25/51728a46f746d0ab5fe9985a3f913559_FORMATO.png",39572,17,"FLU","lat","Nulo",0,3.07,0,1.05,7,"Fluminense",NA,10,1,6,7,NA,NA,14,4,2,1,NA,NA,NA,NA,NA,NA,NA
"523","Dorival Silvestre Júnior","Dorival Júnior","https://s.glbimg.com/es/sde/f/2017/07/10/44451249912d8a454f2c40009fb27f1b_FORMATO.png",40990,17,"SAO","tec","Provável",4.25,9.45,0.2,2.66,9,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","Abel Carlos da Silva Braga","Abel Braga","https://s.glbimg.com/es/sde/f/2017/07/26/530dd6d653e00f41f2159828518f0bf3_FORMATO.png",40006,17,"FLU","tec","Provável",0,11.87,0,3.3,15,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Kleber Giacomace de Souza Freitas","Kleber","https://s.glbimg.com/es/sde/f/2017/04/24/c96c8c2ada9b85eb506293c4caec64db_FORMATO.png",40179,17,"COR","ata","Suspenso",0,12.46,0,3.74,10,"Coritiba",1,28,10,6,26,4,6,32,4,1,NA,NA,NA,NA,NA,NA,1,NA
"526","Wallace Ribeiro Barato","Wallace","https://s.glbimg.com/es/sde/f/2017/02/20/aa36264462b556b6c72220d5db2ba3f1_FORMATO.png",90892,17,"VIT","gol","Nulo",0,1,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Elias Martello Curzel","Elias","https://s.glbimg.com/es/sde/f/2017/04/24/d39a7668ae872daf6e04f923e0d16a54_FORMATO.png",90843,17,"CHA","gol","Nulo",0,4,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Levir Culpi","Levir Culpi","https://s.glbimg.com/es/sde/f/2017/06/14/136e0a7f3e7fc28586ac419c9c08efd2_FORMATO.png",40025,17,"SAN","tec","Provável",3.27,10.51,-0.88,4.48,11,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Vanderlei Luxemburgo da Silva","Vanderlei Luxemburgo","https://s.glbimg.com/es/sde/f/2017/05/31/d059e86ab694b638ba5a43c3b0b0444f_FORMATO.png",41327,17,"SPO","tec","Provável",6.4,9.11,0.65,5.23,14,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Jean Paulo Fernandes Filho","Jean","https://s.glbimg.com/es/sde/f/2017/07/28/d36fdad47b0813c57a2b46c71ec4af32_FORMATO.png",90933,17,"BAH","gol","Provável",5.7,12.48,0.8,5.02,17,"Bahia",NA,NA,NA,NA,1,NA,NA,14,NA,1,6,NA,35,22,NA,NA,NA,NA
"531","Lucas Fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2017/07/26/1701b04d674659c12ac0715a0b58adbd_FORMATO.png",90899,17,"ATL","ata","Nulo",3.1,4.09,0.28,1.24,5,"Atlético-PR",NA,2,NA,1,3,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","Renato Portaluppi","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2016/10/20/11389b106c935a0e20c5b557a4161683_FORMATO.png",41929,17,"GRE","tec","Provável",2.44,15.22,-0.44,4.61,17,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Alessandro Beti Rosa","Magrão","https://s.glbimg.com/es/sde/f/2016/05/01/92fb599635a635bc3681d6d69f04489c_FORMATO.png",41218,17,"SPO","gol","Provável",4,6.46,-0.22,4.44,14,"Sport",NA,NA,NA,NA,NA,NA,NA,5,1,NA,6,NA,22,17,NA,NA,NA,NA
"534","Willian Gomes de Siqueira","Willian","https://s.glbimg.com/es/sde/f/2017/04/18/8ce197bf5176cc970a5782466268bd80_FORMATO.png",42116,17,"PAL","ata","Contundido",0,7.65,0,2.76,14,"Palmeiras",1,23,6,6,21,3,5,26,11,4,NA,1,NA,NA,NA,1,NA,NA
"535","Alison Vicente da Silva","Alison","https://s.glbimg.com/es/sde/f/2017/02/14/cd74f75d4225633af1942d07603f11cf_FORMATO.png",91003,17,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Fernando Paixão da Silva","Fernando Bob","https://s.glbimg.com/es/sde/f/2017/05/02/c182483a84aebf5ed52ddb9d82da6407_FORMATO.png",42213,17,"PON","mei","Contundido",0,8.36,0,2.6,9,"Ponte Preta",NA,20,NA,1,12,NA,1,32,24,2,NA,NA,NA,NA,NA,NA,NA,NA
"537","Evandro Lima de Oliveira Filho","Evandro","https://s.glbimg.com/es/sde/f/2017/05/01/44325047a16fc8c2d5d2dbee3907eb6a_FORMATO.png",91001,17,"SPO","lat","Nulo",0,0.76,0,-0.33,3,"Sport",NA,9,1,NA,2,NA,NA,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","Esteban Andrés Pavez Suazo","Esteban Pavez","https://s.glbimg.com/es/sde/f/2017/07/25/36e2606ea7c16d592e3d39df8f817fae_FORMATO.png",90959,17,"ATL","mei","Provável",2.5,2.93,0.33,2.5,1,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Osvaldo Lourenço Filho","Osvaldo","https://s.glbimg.com/es/sde/f/2017/05/06/c9fe7a8f540f56c7325c5e78f3097d32_FORMATO.png",42222,17,"SPO","ata","Nulo",0,5.22,0,2.96,13,"Sport",1,8,4,4,18,3,1,38,8,2,NA,NA,NA,NA,NA,NA,NA,NA
"540","Flávio Medeiros da Silva","Flávio","https://s.glbimg.com/es/sde/f/2017/06/22/45969ac005e05819eea2e0fdcb62de43_FORMATO.png",91102,17,"VIT","mei","Nulo",0,2.12,0,0,1,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","William José de Souza","Amaral","https://s.glbimg.com/es/sde/f/2017/05/08/d967be031145a156a67e168aaeecb1fa_FORMATO.png",42232,17,"CHA","mei","Contundido",0,5,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","Cássio Ramos","Cássio","https://s.glbimg.com/es/sde/f/2017/04/19/aaa96b0be41ff91da112273cc059467e_FORMATO.png",42234,17,"COR","gol","Provável",1.5,12.39,-1.22,5.69,17,"Corinthians",NA,NA,NA,NA,5,NA,NA,6,NA,2,12,NA,14,8,2,NA,NA,NA
"543","Alexi Stival","Cuca","https://s.glbimg.com/es/sde/f/2016/05/01/ffe92c9e05e8100cdb59ce176a5352f5_FORMATO.png",42411,17,"PAL","tec","Provável",8.49,14.35,0.45,3.96,17,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Gustavo Blanco Petersen Macedo","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2017/07/04/bdab16330aca79897bf4fa25fd8d7eaf_FORMATO.jpeg",91191,17,"ATL","mei","Provável",9.7,4.25,2.19,4.35,2,"Atlético-MG",NA,2,NA,NA,1,NA,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Eduardo Gabriel Aquino Cossa","Pepê","https://s.glbimg.com/es/sde/f/2017/06/07/bd6f96fc4d6fbe29bd108c344db1e415_FORMATO.jpeg",91201,17,"GRE","ata","Nulo",0,0.97,0,0.5,1,"Grêmio",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","Éder Ferreira Graminho","Éder ","https://s.glbimg.com/es/sde/f/2017/07/28/ce25d0402feb8a3d6bf8b0c89a10060d_FORMATO.png",91203,17,"BAH","zag","Nulo",0,2.8,0,2.16,5,"Bahia",NA,7,1,3,2,NA,NA,4,2,1,2,NA,NA,NA,NA,NA,NA,NA
"547","Luiz Rhodolfo Dini Gaioto","Rhodolfo","https://s.glbimg.com/es/sde/f/2017/06/20/fa889cb0da25023565bc57fe3fa29fde_FORMATO.png",42501,17,"FLA","zag","Contundido",0,8.7,0,4.88,4,"Flamengo",NA,4,NA,2,NA,NA,1,4,4,NA,3,NA,NA,NA,NA,NA,NA,NA
"548","Thiago Rodrigues da Silva","Thiago","https://s.glbimg.com/es/sde/f/2017/04/24/cbff6dc155e200c1acd0f26dfbad6fae_FORMATO.png",91194,17,"FLA","gol","Nulo",0,4.24,0,3.59,11,"Flamengo",1,NA,NA,NA,1,NA,NA,3,NA,NA,4,NA,11,9,NA,NA,NA,NA
"549","Felipe Garcia dos Prazeres","Felipe Garcia","https://s.glbimg.com/es/sde/f/2017/04/27/986affeeae68d3af059f6c98de882ddb_FORMATO.png",42330,17,"ATL","gol","Provável",1,6.9,0.38,2.19,14,"Atlético-GO",NA,NA,NA,NA,1,NA,NA,10,NA,1,1,NA,24,21,NA,NA,NA,NA
"550","Jesiel Cardoso Miranda","Jesiel","https://s.glbimg.com/es/sde/f/2017/04/03/b00e4e82879a8aa6d2193c3ed0abd49b_FORMATO.png",91156,17,"ATL","zag","Nulo",0,3.21,0,4.3,1,"Atlético-MG",NA,NA,1,2,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","Fagner Conserva Lemos","Fagner","https://s.glbimg.com/es/sde/f/2017/04/19/e126b3b0182f6b12d3cc13d20f515810_FORMATO.png",42500,17,"COR","lat","Provável",4,12.3,-0.44,4.97,13,"Corinthians",1,15,1,1,22,NA,2,57,18,4,10,NA,NA,NA,NA,NA,NA,NA
"552","Caíque França Godoy","Caíque França","https://s.glbimg.com/es/sde/f/2017/04/19/02fc5dc63c312d6868d30a24d373ba30_FORMATO.png",91808,17,"COR","gol","Nulo",0,2,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Ronaldo de Oliveira Strada","Ronaldo","https://s.glbimg.com/es/sde/f/2017/02/20/e49415180708c87913cabd48be5dd49f_FORMATO.png",91101,17,"VIT","gol","Nulo",0,1,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Lucas Lovat","Lucas Lovat","https://s.glbimg.com/es/sde/f/2017/05/17/fc2567ecebd5db9e5f21e72ef3cbd9e5_FORMATO.png",92501,17,"AVA","lat","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Warleson Stellion Lisboa Oliveira","Warleson","https://s.glbimg.com/es/sde/f/2017/04/23/d3b26dce5bc760f7a52d0556eb36b781_FORMATO.png",91204,17,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","Júlio César Jacobi","Júlio César","https://s.glbimg.com/es/sde/f/2017/07/25/ff1d090ecbc688a4eaf1cd1f5e07cb34_FORMATO.png",49673,17,"FLU","gol","Provável",0,4.59,0,1.69,12,"Fluminense",NA,NA,NA,NA,7,NA,NA,8,NA,NA,1,NA,16,17,NA,NA,NA,NA
"557","Bruno Vieira do Nascimento","Bruno","https://s.glbimg.com/es/sde/f/2016/05/01/d2edee13739b924fb1847c5369f28455_FORMATO.png",42499,17,"SAO","lat","Provável",-0.1,5.08,0,0.9,8,"São Paulo",NA,12,NA,1,9,NA,NA,34,6,1,2,NA,NA,NA,NA,NA,NA,NA
"558","Lucas Estella Perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2016/05/01/33edb005bdd244f616d094e71ba6c3a8_FORMATO.png",91260,17,"SAO","gol","Nulo",0,2,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Matheus Gonçalves Savio","Matheus Savio","https://s.glbimg.com/es/sde/f/2017/04/24/60ce53a00324836c87cea5fb79984381_FORMATO.png",91264,17,"FLA","mei","Nulo",0,10.99,0,4.1,5,"Flamengo",NA,1,1,1,NA,1,1,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","Fabricio dos Santos Silva","Fabrício","https://s.glbimg.com/es/sde/f/2017/02/19/24191456ff9447eb594b23afd68b389a_FORMATO.png",49674,17,"CRU","lat","Nulo",0,5,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Wilson Rodrigues de Moura Júnior","Wilson","https://s.glbimg.com/es/sde/f/2017/04/24/5b2f43325fb756c251e30f1bd567af5b_FORMATO.png",50284,17,"COR","gol","Provável",6,13.37,0.44,4.5,17,"Coritiba",NA,NA,NA,NA,3,NA,NA,10,NA,1,5,NA,32,24,1,NA,NA,NA
"562","Guilherme Milhomem Gusmão","Guilherme","https://s.glbimg.com/es/sde/f/2017/04/28/0dde0e778cab6579a9bf8d745efc2bf0_FORMATO.png",50294,17,"ATL","mei","Nulo",0,8.39,0,1.63,4,"Atlético-PR",NA,2,NA,1,4,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","Adilson Warken","Adilson","https://s.glbimg.com/es/sde/f/2017/04/03/8a5b4672974501d33850ca575e0f117c_FORMATO.png",50307,17,"ATL","mei","Provável",-2.9,3.62,-0.56,0.28,8,"Atlético-MG",NA,19,NA,1,4,NA,1,17,11,2,NA,NA,NA,NA,NA,NA,NA,NA
"564","João Paulo Sanches","João Paulo Sanches","https://s.glbimg.com/es/sde/f/2017/06/07/c28815f50806965fcba9772e65d9695e_FORMATO.png",91318,17,"ATL","tec","Provável",3.88,5.68,0,4.73,3,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","Everton Cardoso da Silva","Everton","https://s.glbimg.com/es/sde/f/2017/04/24/baf540d146fb96f0159339aad269538d_FORMATO.png",50301,17,"FLA","mei","Provável",0.3,13.86,-0.95,4.54,14,"Flamengo",2,22,8,7,26,3,6,45,21,4,NA,1,NA,NA,NA,NA,NA,NA
"566","David Braz de Oliveira Filho","David Braz","https://s.glbimg.com/es/sde/f/2017/05/02/7e17e0feab3ee583c5049f63df2c2771_FORMATO.png",50317,17,"SAN","zag","Provável",4.9,11.74,-0.73,4.35,15,"Santos",NA,12,1,3,8,2,1,39,12,5,10,NA,NA,NA,NA,NA,NA,NA
"567","Rodrigo de Oliveira Ramos","Rodrigo Ramos","https://s.glbimg.com/es/sde/f/2015/10/30/790da0b7e69393ed9c4a542a2536232c_FORMATO.png",91388,17,"COR","lat","Nulo",0,2.89,0,-0.63,3,"Coritiba",NA,6,1,NA,1,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","Bruno Bispo dos Anjos","Bruno Bispo","https://s.glbimg.com/es/sde/f/2017/05/28/af8ee442a870d4c045d8eebdb02ccf1a_FORMATO.png",91359,17,"VIT","zag","Nulo",0,2,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","Hudson Rodrigues dos Santos","Hudson","https://s.glbimg.com/es/sde/f/2017/02/05/3d3e3081a494b80799d348813e420860_FORMATO.png",50324,17,"CRU","mei","Contundido",0,7.51,0,3.31,8,"Cruzeiro",NA,13,1,2,7,1,NA,15,15,1,NA,NA,NA,NA,NA,NA,NA,NA
"570","Lucas Rios Marques","Lucas","https://s.glbimg.com/es/sde/f/2017/07/25/ac2070c9ec995dd5cc0efc710891a97a_FORMATO.png",50362,17,"FLU","lat","Nulo",0,2.1,0,0.25,13,"Fluminense",NA,31,NA,4,8,NA,3,38,17,2,NA,NA,NA,NA,NA,NA,NA,NA
"571","Colin Kazim-Richards","Kazim","https://s.glbimg.com/es/sde/f/2017/04/23/ad1f8add949fbe2020567092e6cb1ac9_FORMATO.png",91519,17,"COR","ata","Nulo",0,1.94,0,-0.34,5,"Corinthians",NA,7,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","Leonardo Felipe Valencia Rossel","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2017/07/13/5d377d38c4a361837bc8e672c25b20db_FORMATO.png",91508,17,"BOT","mei","Nulo",0,7,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","Paulo Henrique Carneiro Filho","Paulo Henrique","https://s.glbimg.com/es/sde/f/2017/02/14/f3e039a98588fd2760ea1b06034d2567_FORMATO.png",50398,17,"SPO","ata","Nulo",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","Darío Leonardo Conca","Conca","https://s.glbimg.com/es/sde/f/2017/04/24/f51b755cd38a02f41c96c2cc347998eb_FORMATO.png",50348,17,"FLA","mei","Nulo",0,8.35,0,-0.95,2,"Flamengo",NA,1,1,NA,1,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"575","Marcelo Oliveira Ferreira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2016/04/30/401897dab69a776fef1185ec3ba1b85f_FORMATO.png",50328,17,"GRE","lat","Nulo",0,7.33,0,0.83,4,"Grêmio",NA,4,NA,NA,4,NA,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA
"576","Robert Abel Arboleda Escobar","Arboleda","https://s.glbimg.com/es/sde/f/2017/06/27/feb4b502524252fc410bb11eeffc69b7_FORMATO.png",91573,17,"SAO","zag","Provável",4.2,8.63,0.66,3.6,6,"São Paulo",1,5,1,5,6,1,NA,16,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"577","Kayke Moreno de Andrade Rodrigues","Kayke","https://s.glbimg.com/es/sde/f/2017/05/02/175b6e25643dfdf97032cd564bc4e5c4_FORMATO.png",50402,17,"SAN","ata","Contundido",0,5,0,1.74,14,"Santos",1,15,7,9,6,3,8,37,3,NA,NA,NA,NA,NA,NA,1,NA,NA
