"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FD","FS","FT","PE","RB","SG","DD","GS","A","FF","I","G","PP","GC","CV","DP"
"645","Lucas Fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2017/07/26/1701b04d674659c12ac0715a0b58adbd_FORMATO.png",90899,32,"ATL","ata","Dúvida",-0.3,3.61,-0.38,1.35,13,"Atlético-PR",NA,12,3,19,NA,28,10,NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA
"646","Leonan José Valandro Gomes","Leonan","https://s.glbimg.com/es/sde/f/2017/04/03/f7ef2c1763cfea19e19b624be9bd9f68_FORMATO.png",89693,32,"ATL","lat","Nulo",0,2.69,0,3.17,3,"Atlético-MG",1,4,NA,7,NA,6,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","Gustavo Henrique Ferrareis","Gustavo Ferrareis","https://s.glbimg.com/es/sde/f/2017/07/28/f9a5ac323f358bb4e2d5bbc354956624_FORMATO.png",89815,32,"BAH","mei","Nulo",0,5.11,0,1.05,11,"Bahia",1,8,2,6,1,15,2,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA
"648","Esteban Andrés Pavez Suazo","Pavez","https://s.glbimg.com/es/sde/f/2017/07/25/36e2606ea7c16d592e3d39df8f817fae_FORMATO.png",90959,32,"ATL","mei","Provável",1.5,5.18,0,2.44,16,"Atlético-PR",2,18,3,3,NA,40,33,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
"649","Romulo dos Santos de Souza","Romulo","https://s.glbimg.com/es/sde/f/2017/04/28/039439859f768160af8a4dc5be23db1b_FORMATO.png",89696,32,"AVA","ata","Provável",1,8.36,0.34,1.63,28,"Avaí",4,35,10,36,NA,58,18,NA,NA,NA,NA,13,7,3,NA,NA,NA,NA
"650","James Dean Araújo de Lima","James Dean","https://s.glbimg.com/es/sde/f/2017/05/01/c92d594519fdaaff86e13dce57f1b587_FORMATO.png",89694,32,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Flávio Medeiros da Silva","Flávio","https://s.glbimg.com/es/sde/f/2017/06/22/45969ac005e05819eea2e0fdcb62de43_FORMATO.png",91102,32,"VIT","mei","Nulo",0,2.12,0,0,1,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","Gustavo Costa da Silva Machado","Gustavo Bochecha","https://s.glbimg.com/es/sde/f/2017/05/11/fc43f1baa7f4e4d8e73b07ba4f24137e_FORMATO.png",95798,32,"BOT","mei","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Leandro Alves de Carvalho","Leandrinho","https://s.glbimg.com/es/sde/f/2016/05/20/5f4b91fa5fbbd56dc1f2fe3f094cbb22_FORMATO.png",89885,32,"BOT","mei","Contundido",0,3.07,0,3.02,6,"Botafogo",1,5,1,6,NA,10,8,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"654","Leonardo Pisculichi","Pisculichi","https://s.glbimg.com/es/sde/f/2017/02/18/c8a64d1e825d4a06c352c94d5499c77d_FORMATO.png",89871,32,"VIT","mei","Nulo",0,4.13,0,-0.55,2,"Vitória",NA,1,NA,1,NA,6,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"655","Evandro Lima de Oliveira Filho","Evandro","https://s.glbimg.com/es/sde/f/2017/05/01/44325047a16fc8c2d5d2dbee3907eb6a_FORMATO.png",91001,32,"SPO","lat","Nulo",0,0.76,0,-0.33,3,"Sport",NA,9,1,2,NA,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Ronaldo de Oliveira Strada","Ronaldo","https://s.glbimg.com/es/sde/f/2017/02/20/e49415180708c87913cabd48be5dd49f_FORMATO.png",91101,32,"VIT","gol","Nulo",0,1,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Jesiel Cardoso Miranda","Jesiel","https://s.glbimg.com/es/sde/f/2017/04/03/b00e4e82879a8aa6d2193c3ed0abd49b_FORMATO.png",91156,32,"ATL","zag","Nulo",0,3.21,0,4.3,1,"Atlético-MG",NA,NA,1,1,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"658","Gustavo Blanco Petersen Macedo","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2017/07/04/bdab16330aca79897bf4fa25fd8d7eaf_FORMATO.jpeg",91191,32,"ATL","mei","Nulo",0,2.37,0,2.17,3,"Atlético-MG",NA,4,NA,1,NA,4,6,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"659","Luiz Eduardo Fleuri Pacheco","Dudu",NA,89919,32,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Róger Krug Guedes","Róger Guedes","https://s.glbimg.com/es/sde/f/2017/04/18/8320b12c035d14425a7a1685c28eea51_FORMATO.png",89898,32,"PAL","ata","Nulo",-0.3,6.04,-0.18,1.84,25,"Palmeiras",2,34,7,27,1,64,7,NA,NA,NA,3,9,6,4,NA,NA,NA,NA
"661","Andrigo Oliveira de Araujo","Andrigo","https://s.glbimg.com/es/sde/f/2017/05/19/78c75bce6fe9af97abe3a17761c64821_FORMATO.png",89930,32,"ATL","mei","Provável",-2.3,5.3,-0.3,2.51,30,"Atlético-GO",7,29,13,21,3,111,36,NA,NA,NA,3,17,2,2,NA,NA,NA,NA
"662","Bruno Henrique Pinto","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/02/19/6fc23a37c23198ad6b9da39da99ad82b_FORMATO.png",90285,32,"SAN","ata","Provável",12.9,15.16,2.48,5.85,23,"Santos",5,56,15,67,1,74,23,NA,NA,NA,11,14,8,6,NA,NA,1,NA
"663","Éder Ferreira Graminho","Éder ","https://s.glbimg.com/es/sde/f/2017/07/28/ce25d0402feb8a3d6bf8b0c89a10060d_FORMATO.png",91203,32,"BAH","zag","Nulo",0,0.81,0,-0.15,7,"Bahia",3,10,1,3,NA,5,2,2,NA,NA,NA,3,1,NA,NA,1,NA,NA
"664","John Stiven Mendoza Valencia","Mendoza","https://s.glbimg.com/es/sde/f/2017/07/28/3526a1e303bf419c36b347c3684a027f_FORMATO.png",90031,32,"BAH","ata","Provável",13.3,7.86,0.7,5.41,25,"Bahia",3,26,12,32,1,64,33,NA,NA,NA,3,22,1,7,NA,NA,NA,NA
"665","Eduardo Gabriel Aquino Cossa","Pepê","https://s.glbimg.com/es/sde/f/2017/06/07/bd6f96fc4d6fbe29bd108c344db1e415_FORMATO.jpeg",91201,32,"GRE","ata","Nulo",0,0.97,0,0.5,1,"Grêmio",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Thiago Rodrigues da Silva","Thiago","https://s.glbimg.com/es/sde/f/2017/04/24/cbff6dc155e200c1acd0f26dfbad6fae_FORMATO.png",91194,32,"FLA","gol","Contundido",0,4.24,0,3.59,11,"Flamengo",NA,NA,NA,1,NA,3,NA,4,11,9,1,NA,NA,NA,NA,NA,NA,NA
"667","João Paulo Sanches","João Paulo Sanches","https://s.glbimg.com/es/sde/f/2017/06/07/c28815f50806965fcba9772e65d9695e_FORMATO.png",91318,32,"ATL","tec","Provável",0.23,6.17,-0.67,3.53,18,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","Matheus Gonçalves Savio","Matheus Savio","https://s.glbimg.com/es/sde/f/2017/08/22/7da12c5b73385d17f5dae83cb6a45e75_FORMATO.jpeg",91264,32,"FLA","mei","Nulo",0,10.1,0,3.6,7,"Flamengo",NA,1,3,NA,NA,12,9,NA,NA,NA,NA,5,1,1,NA,NA,NA,NA
"669","Gerferson Cerqueira Teles","Geferson","https://s.glbimg.com/es/sde/f/2017/02/18/1797455db8d122f09c954f551c9c8350_FORMATO.png",89976,32,"VIT","lat","Dúvida",0,10.22,0,2.88,14,"Vitória",5,21,1,10,NA,31,29,3,NA,NA,NA,1,2,NA,NA,NA,NA,NA
"670","Bruno de Jesus Pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2017/04/27/fcbcf7704c49830f8c99c33ecbadb435_FORMATO.png",90061,32,"ATL","lat","Contundido",0,8.22,0,3.19,29,"Atlético-GO",5,35,2,60,NA,67,36,4,NA,NA,5,3,NA,NA,NA,NA,NA,NA
"671","Bruno Bispo dos Anjos","Bruno Bispo","https://s.glbimg.com/es/sde/f/2017/05/28/af8ee442a870d4c045d8eebdb02ccf1a_FORMATO.png",91359,32,"VIT","zag","Nulo",0,1.99,0,2.2,1,"Vitória",NA,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Jaílson Marques Siqueira","Jailson","https://s.glbimg.com/es/sde/f/2017/04/23/bbc1e20f5a841fe3d2fc8cbf1553e368_FORMATO.png",90290,32,"GRE","mei","Provável",0,3.75,0,1.17,15,"Grêmio",1,14,NA,8,NA,18,13,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA
"673","Leonardo Felipe Valencia Rossel","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2017/08/07/5da8e09b912f3d4e02c70571d9de8988_FORMATO.png",91508,32,"BOT","mei","Nulo",0,4.48,0,-0.91,8,"Botafogo",4,7,4,10,NA,31,1,NA,NA,NA,1,4,NA,NA,NA,NA,1,NA
"674","David Correa da Fonseca","David","https://s.glbimg.com/es/sde/f/2017/04/24/9a0112f0276ff9f2806956277d2eb848_FORMATO.png",90309,32,"VIT","ata","Provável",4.2,5.79,0.86,2.75,30,"Vitória",5,38,10,17,3,76,24,NA,NA,NA,5,21,15,4,NA,NA,NA,NA
"675","Rodrigo de Oliveira Ramos","Rodrigo Ramos","https://s.glbimg.com/es/sde/f/2015/10/30/790da0b7e69393ed9c4a542a2536232c_FORMATO.png",91388,32,"COR","lat","Contundido",0,2.89,0,-0.63,3,"Coritiba",NA,6,1,1,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","Lucas Estella Perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2016/05/01/33edb005bdd244f616d094e71ba6c3a8_FORMATO.png",91260,32,"SAO","gol","Nulo",0,2,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","Jonathan da Silveira Fernandes Reis","Fernandes","https://s.glbimg.com/es/sde/f/2016/05/20/02861c5449623b3038673b374f31d53e_FORMATO.png",90399,32,"BOT","mei","Nulo",0,2.8,0,-0.4,6,"Botafogo",1,1,NA,3,NA,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"678","Raianderson da Costa Morais","Careca","https://s.glbimg.com/es/sde/f/2017/08/31/2e4b69da4eddc15bda1f67645090e038_FORMATO.jpeg",91634,32,"CRU","mei","Nulo",0,2,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","Robert Abel Arboleda Escobar","Arboleda","https://s.glbimg.com/es/sde/f/2017/06/27/feb4b502524252fc410bb11eeffc69b7_FORMATO.png",91573,32,"SAO","zag","Provável",6.3,9.14,0.85,3.09,19,"São Paulo",4,21,1,17,NA,48,21,4,NA,NA,1,10,3,2,NA,NA,NA,NA
"680","Teodoro Junio Barbosa de Araújo","Araújo","https://s.glbimg.com/es/sde/f/2016/04/30/8da3cdd181e04b0c114f91c721ad89b1_FORMATO.png",90334,32,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Colin Kazim-Richards","Kazim","https://s.glbimg.com/es/sde/f/2017/04/23/ad1f8add949fbe2020567092e6cb1ac9_FORMATO.png",91519,32,"COR","ata","Nulo",0,1.74,0,0.03,12,"Corinthians",NA,10,3,4,NA,5,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA
"682","Luiz Fernando Ferreira Maximiliano","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2017/07/25/b1dafe35e50cc680c9452d9dafbc9522_FORMATO.png",90366,32,"FLU","mei","Contundido",0,1.94,0,1.1,2,"Fluminense",NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Moisés Roberto Barbosa","Moisés","https://s.glbimg.com/es/sde/f/2017/04/20/341682456801d7e2449a82062f6ef9be_FORMATO.png",90444,32,"COR","lat","Nulo",0,3.02,0,3.57,3,"Corinthians",NA,4,NA,NA,NA,5,5,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"684","Arthur Henrique Ramos de Oliveira Melo","Arthur","https://s.glbimg.com/es/sde/f/2017/04/23/ad145ff7dd594174acc3863cb2569b83_FORMATO.png",90532,32,"GRE","mei","Nulo",0.3,8.91,-1.63,3.98,24,"Grêmio",3,20,2,53,NA,66,55,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA
"685","Raul José Cardoso","Raul","https://s.glbimg.com/es/sde/f/2016/04/30/20baeb0768cee2ef5e7e760abad4ddfa_FORMATO.png",90531,32,"GRE","lat","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Adryelson Shawann Lima Silva","Adryelson","https://s.glbimg.com/es/sde/f/2016/05/01/486323894355978b9458b0d2217d92bf_FORMATO.png",91664,32,"SPO","zag","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Eduardo Jacinto de Biasi","Eduardo","https://s.glbimg.com/es/sde/f/2015/04/08/2ebaa66ec9d9d1de9a011dac27436a6d_FORMATO.jpeg",91688,32,"CRU","mei","Nulo",0,1,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","Jair Ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2017/04/23/2fb7d8d8b307b409308c2dfefeace799_FORMATO.png",92180,32,"BOT","tec","Provável",2.22,11.9,-0.39,4.17,32,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Jefferson Vasconcelos Braz da Silva ","Jefferson Nem","https://s.glbimg.com/es/sde/f/2017/07/05/e19ea6817dece25a3dba36acabd4ea9f_FORMATO.png",90455,32,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Caíque França Godoy","Caíque França","https://s.glbimg.com/es/sde/f/2017/04/19/02fc5dc63c312d6868d30a24d373ba30_FORMATO.png",91808,32,"COR","gol","Nulo",0,2,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Marlon Rodrigues Xavier","Marlon","https://s.glbimg.com/es/sde/f/2017/07/25/ee065470bf0b5a13c2bd5b1ee638967a_FORMATO.png",91706,32,"FLU","lat","Provável",1.5,4.87,-0.64,3.03,10,"Fluminense",2,12,2,5,NA,34,17,1,NA,NA,2,3,NA,NA,NA,NA,NA,NA
"692","Mário Sérgio Pereira Junior","Mário","https://s.glbimg.com/es/sde/f/2017/02/21/1242841d640e4683a423b3f381264bd0_FORMATO.png",92084,32,"BAH","ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Marciel Silva da Silva","Marciel","https://s.glbimg.com/es/sde/f/2017/04/23/cf2fd75fe95a351dd06a29fbc12519b7_FORMATO.png",91714,32,"COR","mei","Nulo",0,2.72,0,1.9,1,"Corinthians",1,1,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","José Carlos Ferreira Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/09/04/19704caddfab14aadf71ca75df321f57_FORMATO.jpeg",92182,32,"PAL","zag","Provável",0,8.57,0,2.8,20,"Palmeiras",4,22,5,9,NA,46,28,5,NA,NA,2,4,NA,NA,NA,1,NA,NA
"695","Ygor Nogueira de Paula","Nogueira","https://s.glbimg.com/es/sde/f/2017/07/25/2a4e33bf350856d717b1e30a45f433b7_FORMATO.png",91815,32,"FLU","zag","Nulo",0,2.72,0,1.3,10,"Fluminense",3,7,3,7,1,9,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","Guilherme Augusto Vieira dos Santos","Guilherme","https://s.glbimg.com/es/sde/f/2017/04/17/9b919498890d4bf28c289ff60c4e590e_FORMATO.png",94207,32,"BOT","ata","Nulo",-0.5,6.02,-0.4,3.27,26,"Botafogo",1,18,10,42,1,52,19,NA,NA,NA,1,11,NA,4,NA,NA,NA,NA
"697","Breno Evangelista Cantão de Oliveira","Breno","https://s.glbimg.com/es/sde/f/2017/04/23/eddc26f069abf5b4dd09b9c3888d5cba_FORMATO.png",91842,32,"ATL","lat","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","Fabián Cornelio Balbuena González","Balbuena","https://s.glbimg.com/es/sde/f/2017/04/19/104f0248fd96daefe11d16e064dd8ce9_FORMATO.png",87887,32,"COR","zag","Provável",11.5,12.46,1.71,5.4,27,"Corinthians",5,15,2,20,NA,63,39,13,NA,NA,1,6,5,4,NA,NA,NA,NA
"699","Douglas Augusto Soares Gomes","Douglas","https://s.glbimg.com/es/sde/f/2017/07/25/5f38b5914e4d18ddac95fe844a6090fc_FORMATO.png",92497,32,"FLU","mei","Provável",6.7,4.5,0.43,2.24,9,"Fluminense",4,19,2,5,NA,29,23,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"700","Caíque Luiz Santos da Purificação","Caíque","https://s.glbimg.com/es/sde/f/2017/05/28/bd5b4ba3004a61c7aee152418fb5f62f_FORMATO.png",92207,32,"VIT","gol","Nulo",0,4.28,0,2.42,9,"Vitória",2,2,NA,1,NA,8,1,NA,18,16,1,NA,NA,NA,NA,NA,NA,NA
"701","Ravanelli Ferreira dos Santos","Ravanelli","https://s.glbimg.com/es/sde/f/2017/05/02/8f0af7ca793a5e7d64717b42fa7dc181_FORMATO.png",92193,32,"PON","mei","Nulo",0,8.16,0,2.37,3,"Ponte Preta",NA,1,NA,7,NA,15,2,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA
"702","José Ivaldo Almeida Silva","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2017/04/23/fbf5dd33aaec3e3709c4449e36790a17_FORMATO.png",91866,32,"ATL","zag","Nulo",0,0.92,0,1.7,6,"Atlético-PR",2,9,1,NA,NA,14,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Everson Bispo Pereira","Everson","https://s.glbimg.com/es/sde/f/2017/07/04/87c22a7d1e8a2451375d85c6c9d68df9_FORMATO.png",91929,32,"BAH","zag","Nulo",0,1.76,0,0.8,1,"Bahia",NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Matheus dos Santos Batista","Batista","https://s.glbimg.com/es/sde/f/2017/08/15/76bdfe4e053884bad9ca5860489d4d69_FORMATO.png",92504,32,"GRE","ata","Nulo",0,2.24,0,1.4,1,"Grêmio",NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"705","Adniellyson da Silva Oliveira","Silva","https://s.glbimg.com/es/sde/f/2017/04/27/44c5ab48a8a0e8c7c33de52bdb5af46b_FORMATO.png",91917,32,"ATL","mei","Nulo",0,2.11,0,0.8,10,"Atlético-GO",2,22,NA,8,NA,7,12,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"706","João Paulo Queiroz Moraes","João Paulo","https://s.glbimg.com/es/sde/f/2017/07/28/baf6b3a2aba751886b94cf3505101d09_FORMATO.png",91972,32,"BAH","ata","Nulo",0,3.35,0,2.55,9,"Bahia",1,4,3,12,NA,5,NA,NA,NA,NA,NA,5,NA,2,NA,NA,NA,NA
"707","Matheus Phillipe Coutinho Gomes","Matheus Phillipe","https://s.glbimg.com/es/sde/f/2017/07/25/77a976e134e8bdb2f89d8c6960e4a2e6_FORMATO.png",92438,32,"FLU","gol","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","Lucas Lovat","Lucas Lovat","https://s.glbimg.com/es/sde/f/2017/05/17/fc2567ecebd5db9e5f21e72ef3cbd9e5_FORMATO.png",92501,32,"AVA","lat","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Gabriel Félix dos Santos","Gabriel Félix","https://s.glbimg.com/es/sde/f/2017/04/06/54685bfd304a178fd3107aaf6fb0db2f_FORMATO.png",92057,32,"VAS","gol","Provável",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Kaio Silva Mendes","Kaio","https://s.glbimg.com/es/sde/f/2016/04/30/a83b6e7bb6661dbbb2b8c85d3afc4b48_FORMATO.png",92574,32,"GRE","mei","Nulo",0,5.02,0,3.95,6,"Grêmio",1,15,3,24,NA,16,8,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA
"711","Lucas Marques de Oliveira","Lucas Marques","https://s.glbimg.com/es/sde/f/2017/04/24/4c115f9e09a83e602fdd887b5915ae16_FORMATO.png",91973,32,"CHA","mei","Nulo",3.8,3.33,0.39,3.6,13,"Chapecoense",3,20,1,10,1,38,19,NA,NA,NA,1,5,NA,3,NA,NA,NA,NA
"712","Deyverson Brum Silva Acosta","Deyverson","https://s.glbimg.com/es/sde/f/2017/09/04/03b2e1a6f53171bc2a6aea4cea393821_FORMATO.jpeg",92708,32,"PAL","ata","Suspenso",-5.5,6.24,-1.03,2.6,15,"Palmeiras",1,33,6,40,NA,39,9,NA,NA,NA,2,5,2,3,1,NA,1,NA
"713","Wallace Lucas Aires da Silva","Wallace","https://s.glbimg.com/es/sde/f/2016/05/01/ed088654406f3682c5c4ea8dbaae2b52_FORMATO.png",92078,32,"SPO","ata","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Claudio Luiz Rodrigues Parise Leonel","Claudinho","https://s.glbimg.com/es/sde/f/2017/06/01/7214c13dbff3a0e34d7a62814d535aa2_FORMATO.png",92630,32,"PON","ata","Nulo",0.6,0.79,-0.1,0.04,13,"Ponte Preta",1,17,2,6,NA,19,5,NA,NA,NA,NA,8,5,NA,NA,NA,NA,NA
"715","Jonata de Oliveira Bastos","Jonata","https://s.glbimg.com/es/sde/f/2017/11/07/ed4178ca44ea44706b7051821f7ccfbc_FORMATO.png",92622,32,"CRU","ata","Provável",-0.5,0.79,-0.21,-0.5,1,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"716","Daniel Pollo Barioni","Daniel Paulista","https://s.glbimg.com/es/sde/f/2016/10/20/0d4249af96be564e80556994f2f1c194_FORMATO.png",92702,32,"SPO","tec","Provável",2.04,3.54,-0.47,4.15,3,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","Rafaelson Bezerra Fernandes","Rafaelson","https://s.glbimg.com/es/sde/f/2017/08/30/61a6ee575777488ca45219d75596aab6_FORMATO.png",92614,32,"VIT","ata","Nulo",0,1.54,0,-0.43,4,"Vitória",1,10,2,2,NA,5,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"718","Igor Henrique Martins Machado","Igor","https://s.glbimg.com/es/sde/f/2017/04/27/1869f3cf1e00c12ad0d7b7f267efd47e_FORMATO.png",93551,32,"ATL","mei","Provável",0.4,4,-0.26,2.12,22,"Atlético-GO",8,63,9,32,NA,48,38,NA,NA,NA,1,11,3,1,NA,NA,NA,NA
"719","Yan Matheus Santos Souza","Yan","https://s.glbimg.com/es/sde/f/2017/05/11/eb94eeb460306451c24553f35509e933_FORMATO.png",93146,32,"PAL","mei","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","Ronaldo da Silva Souza","Ronaldo","https://s.glbimg.com/es/sde/f/2017/09/07/4f170a7b0fd01d4280fd63a544dde01f_FORMATO.png",92981,32,"ATL","mei","Nulo",0,3.35,0,4.47,7,"Atlético-GO",1,15,NA,4,NA,12,19,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA
"721","Geremias Ribeiro Júnior","Júnior","https://s.glbimg.com/es/sde/f/2017/06/09/2e36d120085f3fb7908f2921ee4c592e_FORMATO.png",87946,32,"VIT","ata","Contundido",0,1.02,0,0.7,6,"Vitória",NA,1,NA,3,NA,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"722","Denilson dos Santos de Souza","Denilson","https://s.glbimg.com/es/sde/f/2017/06/07/a960f52cf5f9b283c91b4ed4eb49d4e6_FORMATO.jpeg",92662,32,"GRE","zag","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","Rodrigo Nascimento França ","Rodrigo Becão","https://s.glbimg.com/es/sde/f/2017/07/28/c0a3691e5410ad12c87b07891777aba3_FORMATO.png",93369,32,"BAH","zag","Nulo",0,3.41,0,2.46,8,"Bahia",1,6,1,6,NA,9,10,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"724","Alan Cardoso de Andrade","Alan Cardoso","https://s.glbimg.com/es/sde/f/2017/05/24/7fd89a2cf130263868b36903498c1059_FORMATO.png",93785,32,"VAS","lat","Nulo",0,1.21,0,-1.3,1,"Vasco",1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","Mauro Joel Carli","Joel Carli","https://s.glbimg.com/es/sde/f/2016/05/20/6a298f9b1dd5a88146f9f926e4b91a1b_FORMATO.png",93414,32,"BOT","zag","Provável",3.5,8.77,0.35,1.89,22,"Botafogo",10,36,1,12,NA,50,22,6,NA,NA,2,4,1,1,NA,NA,NA,NA
"726","Mateus da Silva Vital Assumpção","Mateus Vital","https://s.glbimg.com/es/sde/f/2017/04/24/fde017fc32efb6582710007242bff4d4_FORMATO.png",93108,32,"VAS","mei","Provável",3.3,8.97,0.72,2.94,28,"Vasco",2,19,15,55,NA,55,28,NA,NA,NA,2,7,2,1,NA,NA,NA,NA
