"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FF","FS","I","PE","RB","CV","SG","DD","GS","A","FD","G","PP","FT","DP","GC"
"147","Klever Rodrigo Gomes Rufino","Klever","https://s.glbimg.com/es/sde/f/2017/04/27/76d01b3a27b9f9546d7f9647da5829db_FORMATO.png",68884,11,"ATL","gol","Nulo",0,0.71,0,-8.3,1,"Atlético-GO",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"148","Rodrigo Pimpão Viana","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2017/04/18/054a14cdfbb6abbdb2c8a8a75f0a9ee1_FORMATO.png",68901,11,"BOT","ata","Provável",-0.3,6.11,-0.43,1.98,11,"Botafogo",1,17,4,16,2,54,11,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA
"149","Sosthenes José Santos Salles","Neto Berola","https://s.glbimg.com/es/sde/f/2017/04/24/f3039b70ee89382f40b6b09074e46900_FORMATO.png",68807,11,"COR","ata","Nulo",1.6,9.62,-0.16,2.17,6,"Coritiba",1,5,2,4,2,10,3,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
"150","Diego Souza de Andrade","Diego Souza","https://s.glbimg.com/es/sde/f/2016/05/01/4ca75c7b4c6ef9d48c9ffe43f89b8f78_FORMATO.png",68911,11,"SPO","mei","Provável",8.1,17.41,1.07,5.5,6,"Sport",2,12,4,18,NA,32,4,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA
"151","Breno Vinicius Rodrigues Borges","Breno","https://s.glbimg.com/es/sde/f/2017/05/18/3541bd5abdd15872a87ca7a41c8b2948_FORMATO.png",50408,11,"VAS","zag","Contundido",-0.9,2.95,-0.84,1.04,10,"Vasco",2,9,2,6,NA,22,6,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"152","Anselmo de Moraes","Anselmo","https://s.glbimg.com/es/sde/f/2017/06/06/b2cdf84621178662c029bae611378399_FORMATO.png",68910,11,"SPO","mei","Nulo",0,6.5,0,3.55,4,"Sport",2,12,2,4,NA,10,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Leonardo Fabiano da Silva e Silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2017/04/03/d52533a1acf6457724394d769b43771f_FORMATO.png",68925,11,"ATL","zag","Contundido",0,8.93,-0.57,-0.4,4,"Atlético-MG",1,6,NA,6,NA,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Renê dos Santos Júnior","Renê Júnior","https://s.glbimg.com/es/sde/f/2017/02/21/d2e83c4ccb4fc13a49eef483160b96a4_FORMATO.png",73281,11,"BAH","mei","Provável",2,9.11,0.58,5.31,8,"Bahia",2,10,6,18,3,20,24,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA
"155","Rafael Vaz dos Santos","Rafael Vaz","https://s.glbimg.com/es/sde/f/2017/04/24/8665d503716b53b97bdd0f56d8ef0f39_FORMATO.png",73421,11,"FLA","zag","Nulo",0,7.78,0,3.88,5,"Flamengo",NA,3,2,1,NA,15,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Rafael Martins Claro","Rafael Martins","https://s.glbimg.com/es/sde/f/2017/04/24/0e99993b292bb541251f236f7827aeec_FORMATO.png",73336,11,"COR","gol","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Getterson Alves dos Santos","Getterson","https://s.glbimg.com/es/sde/f/2017/05/12/c2b9040eda92184c6453ef41ede377fd_FORMATO.png",73340,11,"COR","ata","Nulo",0,0.78,0,-0.27,3,"Coritiba",1,4,NA,2,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Eduardo Pereira Rodrigues","Dudu","https://s.glbimg.com/es/sde/f/2017/04/18/5268d6ef98c67a25b1dabf90d489a37f_FORMATO.png",68920,11,"PAL","ata","Provável",0,16.49,0,3.13,4,"Palmeiras",NA,1,1,17,3,14,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"159","Thiago Ribeiro Cardoso","Thiago Ribeiro","https://s.glbimg.com/es/sde/f/2017/02/19/4ec7b72d420d51f876c9ea73eab212cf_FORMATO.png",68929,11,"SAN","ata","Nulo",0.8,5.64,-1.36,0.8,1,"Santos",NA,1,1,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Rafael Pires Monteiro","Rafael","https://s.glbimg.com/es/sde/f/2016/04/29/43e8562bfd0ac31a9d9fd5bd5f87aee8_FORMATO.png",68928,11,"CRU","gol","Nulo",0,10,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Welker Marçal de Almeida","Kieza","https://s.glbimg.com/es/sde/f/2017/04/24/25d378570c1b3cbfb2f85427750a6b8c_FORMATO.png",68930,11,"VIT","ata","Contundido",1.2,9.53,0.29,2.77,8,"Vitória",1,13,3,17,6,16,2,NA,NA,NA,NA,NA,4,3,1,NA,NA,NA
"162","Samuel Xavier Brito","Samuel Xavier","https://s.glbimg.com/es/sde/f/2016/05/01/02f546c1013f3369de8475d0bf247287_FORMATO.png",73384,11,"SPO","lat","Provável",6.5,3.76,0.63,2.67,9,"Sport",1,4,NA,8,1,37,8,NA,4,NA,NA,NA,2,NA,NA,NA,NA,NA
"163","Éderson Alves Ribeiro Silva","Éderson","https://s.glbimg.com/es/sde/f/2017/05/26/1055c168d6c49467f567c27a6e48707a_FORMATO.png",73446,11,"ATL","ata","Provável",0,5.2,0,3.45,4,"Atlético-PR",NA,NA,3,2,2,10,1,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA
"164","Renan Ribeiro","Renan Ribeiro","https://s.glbimg.com/es/sde/f/2016/05/01/443bbaa43b246a9ce7d8a4e682ed4af6_FORMATO.png",68932,11,"SAO","gol","Provável",2,10.77,-1.19,4.37,11,"São Paulo",1,NA,NA,1,NA,8,NA,NA,4,18,11,NA,NA,NA,NA,NA,NA,NA
"165","Douglas Moreira Pires","Douglas Pires","https://s.glbimg.com/es/sde/f/2017/02/21/9cdc2aa37a7bf02a1d821f703b2ca8dd_FORMATO.png",73517,11,"BAH","gol","Nulo",0,4,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","Gabriel Santana Pinto","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/24/60215745abe8839e6e6df43fbe447e2c_FORMATO.png",73515,11,"FLA","ata","Contundido",0,3.51,0,-2,1,"Flamengo",1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","Wellington Silva Sanches Aguiar","Wellington Nem","https://s.glbimg.com/es/sde/f/2017/02/18/a23f9ff565dd24baa68eeca4461e1b86_FORMATO.png",73619,11,"SAO","ata","Nulo",1.7,7.84,0.46,1.82,6,"São Paulo",1,5,2,9,2,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"168","Francinilson Santos Meireles","Maranhão","https://s.glbimg.com/es/sde/f/2016/06/28/5b421dbcedd89d35ab19a538e6c4ab1f_FORMATO.jpeg",73513,11,"FLU","ata","Nulo",0,2.23,0,0,1,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","José Rogério de Oliveira","Rogério","https://s.glbimg.com/es/sde/f/2016/08/31/6340e77cb18143e838ae03747e59b459_FORMATO.png",73540,11,"SPO","ata","Nulo",1.4,5.93,-0.09,1.16,7,"Sport",NA,2,3,10,NA,18,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"170","Willians dos Santos Santana","Willians","https://s.glbimg.com/es/sde/f/2017/06/07/e24d137ff5aa2e79299e85cf581744a1_FORMATO.png",60787,11,"AVA","ata","Nulo",0,3.23,0,0.23,6,"Avaí",NA,14,NA,6,NA,8,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"171","Lucas David Pratto","Lucas Pratto","https://s.glbimg.com/es/sde/f/2017/02/18/2291ee0103b8af06799aee5ab657b149_FORMATO.png",73649,11,"SAO","ata","Provável",3.9,15.9,0.01,4.75,11,"São Paulo",1,15,22,9,1,34,5,NA,NA,NA,NA,2,10,3,NA,NA,NA,NA
"172","Leandro Damião da Silva dos Santos","Leandro Damião","https://s.glbimg.com/es/sde/f/2017/04/24/521c73a5e5228e27e72fe902667a99d3_FORMATO.png",68953,11,"FLA","ata","Nulo",0,13.22,0,7.54,5,"Flamengo",NA,10,8,5,NA,4,4,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA
"173","Pedro Henrique de Castro Silva","Pedro Castro","https://s.glbimg.com/es/sde/f/2017/06/09/95ff53b7b15a7d6719bae7807804fc39_FORMATO.png",78840,11,"AVA","mei","Provável",1.8,2.26,-0.6,1.6,6,"Avaí",1,5,1,10,NA,9,3,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"174","John Lennon Silva Santos","Lennon","https://s.glbimg.com/es/sde/f/2017/05/03/d072e8eaeab8333c007a7cfb0af5aef4_FORMATO.png",73869,11,"CRU","lat","Nulo",0,4.03,0,0.53,3,"Cruzeiro",1,4,NA,1,NA,11,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","Bruno Vieira Gallo","Bruno Gallo","https://s.glbimg.com/es/sde/f/2017/04/06/68766fe1a4a33ee25c95b972979bf44c_FORMATO.png",60802,11,"VAS","mei","Nulo",0,1.7,0,-0.6,1,"Vasco",NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","Marcos Gabriel do Nascimento","Marquinhos Gabriel","https://s.glbimg.com/es/sde/f/2017/04/23/9326bc84d0f7eff7d097d6e60ee392c0_FORMATO.png",68954,11,"COR","mei","Nulo",1.1,9.63,0.31,4.35,8,"Corinthians",2,5,2,14,NA,23,4,NA,NA,NA,NA,3,2,2,NA,NA,NA,NA
"177","Rodrigo Caio Roquette Russo","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2016/05/01/76c4acf534a1a01c922cb927acebb6e7_FORMATO.png",73800,11,"SAO","zag","Provável",0.9,9,-0.14,2.72,7,"São Paulo",3,8,NA,4,NA,17,13,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Marcos Vinícius de Jesus Araújo","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2017/06/22/282437e15992b52b48a3afaba944922b_FORMATO.png",73721,11,"BOT","mei","Nulo",-1.1,4.45,-1.55,-1.1,1,"Botafogo",NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Marcos Antônio da Silva Gonçalves","Marquinhos","https://s.glbimg.com/es/sde/f/2017/05/03/cc800ad5ce3aeb287358e50e4352911b_FORMATO.png",60788,11,"SPO","ata","Nulo",0,5.05,0,3.03,3,"Sport",NA,2,NA,2,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"180","Rildo de Andrade Felicissimo","Rildo","https://s.glbimg.com/es/sde/f/2017/04/24/e5f2da8b1a9007eed27b4e7ae55d64c2_FORMATO.png",73635,11,"COR","ata","Provável",0.9,6.85,0.02,2.63,9,"Coritiba",1,7,3,22,1,20,8,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"181","Geuvânio Santos Silva","Geuvânio","https://s.glbimg.com/es/sde/f/2017/06/27/36ee7e4d8d65bb36e49c895ce0c5fe6c_FORMATO.png",73896,11,"FLA","ata","Nulo",0,12,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Anderson Vital da Silva","Dedé","https://s.glbimg.com/es/sde/f/2017/04/05/526dd85f05139f739aca91b753b00ec9_FORMATO.png",60819,11,"CRU","zag","Contundido",0,8.86,0,3.43,3,"Cruzeiro",NA,1,NA,2,NA,12,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Alison Lopes Ferreira","Alison","https://s.glbimg.com/es/sde/f/2016/05/01/5cbe20aa51d06aff64b21ed5d19bf070_FORMATO.png",73974,11,"SAN","mei","Nulo",1.7,3.74,-0.01,1.97,3,"Santos",NA,2,NA,2,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
