"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name"
"334","Filipe Candido da Trindade","filipe-trindade","Filipe Trindade","https://s.glbimg.com/es/sde/f/2020/07/19/9394a9875967b28af19bd99881716e4c_FORMATO.png",105341,1,290,"mei","Nulo",0,2,0,0,0,"Goiás"
"335","Lucas Piton Crivellaro","lucas-piton","Lucas Piton","https://s.glbimg.com/es/sde/f/2020/07/21/b276604c0e1e29e568198903791fe791_FORMATO.png",105584,1,264,"lat","Nulo",0,4,0,0,0,"Corinthians"
"336","Matheus Rezende Assis","rezende","Rezende","https://s.glbimg.com/es/sde/f/2020/07/19/a51a17baad22114c3978089963479f3f_FORMATO.png",93798,1,290,"mei","Nulo",0,1,0,0,0,"Goiás"
"337","Marcio Antonio de Sousa Júnior","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2020/03/06/cc04e2acee2c15d37247ef596b7ddc63_FORMATO.png",95332,1,290,"ata","Provável",0,4,0,0,0,"Goiás"
"338","Tiago Retzlaff Nunes","tiago-nunes","Tiago Nunes","https://s.glbimg.com/es/sde/f/2020/07/19/5880fb87a06b73d003621b2224e9b408_FORMATO.png",98057,1,264,"tec","Provável",0,10,0,0,0,"Corinthians"
"339","Wesley Ribeiro Silva","wesley","Wesley","https://s.glbimg.com/es/sde/f/2020/03/09/a109fbcc7f3230d816eba0d842c3c2fd_FORMATO.png",105811,1,275,"ata","Nulo",0,3,0,0,0,"Palmeiras"
"340","Wellington Alves da Silva","wellington-silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2020/02/27/e8f4081764b9089eaddebeafbd94d063_FORMATO.png",68895,1,266,"ata","Nulo",0,6,0,0,0,"Fluminense"
"341","Gabriel Veron Fonseca de Souza","gabriel-veron","Gabriel Veron","https://s.glbimg.com/es/sde/f/2020/01/20/4d926ee7edebf4a6823049ca2eb242a7_FORMATO.png",103764,1,275,"ata","Nulo",0,5,0,0,0,"Palmeiras"
"342","Jonas Gabriel da Silva Nunes","toro","Toró","https://s.glbimg.com/es/sde/f/2019/04/01/537547b0687a098437442f6632e753bc_FORMATO.png",101885,1,276,"ata","Nulo",0,4,0,0,0,"São Paulo"
"343","Tadeu Antonio Ferreira","tadeu","Tadeu","https://s.glbimg.com/es/sde/f/2019/04/04/2c3f9d22de0dfd11ee1e9331d5fd85d9_FORMATO.png",82453,1,290,"gol","Provável",0,11,0,0,0,"Goiás"
"344","Francisco Evanilson de Lima Barbosa","evanilson","Evanilson","https://s.glbimg.com/es/sde/f/2020/02/27/e78fb4bf3edc9e85bd210c6fbf8148e4_FORMATO.png",101606,1,266,"ata","Provável",0,6,0,0,0,"Fluminense"
"345","Marcelo de Araújo Pitaluga Filho","marcelo-pitaluga","Marcelo Pitaluga","https://s.glbimg.com/es/sde/f/2020/02/27/27b6e3fa434d4d2ba2fddcac794ae0de_FORMATO.png",101478,1,266,"gol","Nulo",0,2,0,0,0,"Fluminense"
"346","Odair Hellmann","odair-hellmann","Odair Hellmann","https://s.glbimg.com/es/sde/f/2020/07/19/059642474c6a0cb2fa9acebfe933df26_FORMATO.png",92273,1,266,"tec","Provável",0,9,0,0,0,"Fluminense"
"347","Rafael da Silva Francisco","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2020/03/02/6c5d6ccf4132d968daaf6a4738feaee9_FORMATO.png",38421,1,294,"mei","Provável",0,7,0,0,0,"Coritiba"
"348","Gabriel Vinícius Menino","gabriel-menino","Gabriel Menino","https://s.glbimg.com/es/sde/f/2020/01/20/119d338ee09aacf08faae33fa7047de7_FORMATO.png",103767,1,275,"mei","Nulo",0,4,0,0,0,"Palmeiras"
"349","Carlos Augusto Zopalato Neves","carlos-augusto","Carlos Augusto","https://s.glbimg.com/es/sde/f/2020/07/21/83414670b3e87094f494cbb827a42be9_FORMATO.png",101803,1,264,"lat","Provável",0,4,0,0,0,"Corinthians"
"350","Juan de Dios Pintado Leines","pintado","Pintado","https://s.glbimg.com/es/sde/f/2020/07/19/eaf8480a9637f6f6b445dfa131b14342_FORMATO.png",107565,1,290,"lat","Provável",0,1,0,0,0,"Goiás"
"351","Max Walef Araújo da Silva","max-walef","Max Walef","https://s.glbimg.com/es/sde/f/2019/03/22/a9f9fc2677cbf0f365db6054f150935d_FORMATO.png",84338,1,356,"gol","Nulo",0,2,0,0,0,"Fortaleza"
"352","Sidcley Ferreira Pereira","sidcley","Sidcley","https://s.glbimg.com/es/sde/f/2020/03/02/d76b28f383366667813428ea01aaab63_FORMATO.png",86764,1,264,"lat","Nulo",0,6,0,0,0,"Corinthians"
"353","Matheus Antonio Souza dos Santos","matheus-pato","Matheus Pato","https://s.glbimg.com/es/sde/f/2020/02/27/cfc13c70b277f0c5b63a5534f08fad66_FORMATO.png",92290,1,266,"ata","Nulo",0,2,0,0,0,"Fluminense"
"354","Éderson José dos Santos Lourenço da Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2020/07/21/f49e1a31b6d8b3c32d6aee8a8632243b_FORMATO.png",103099,1,264,"mei","Nulo",0,6,0,0,0,"Corinthians"
"355","Luan Silva dos Santos","luan-silva","Luan Silva","https://s.glbimg.com/es/sde/f/2020/03/07/9323f3231e0e80378421c98fe7c6b795_FORMATO.png",102295,1,275,"ata","Nulo",0,2,0,0,0,"Palmeiras"
"356","Wanderley Monteiro dos Santos Júnior","wanderley","Wanderley","https://s.glbimg.com/es/sde/f/2020/03/02/adc66f01748817e502445b3f068f8106_FORMATO.png",38449,1,294,"ata","Nulo",0,4,0,0,0,"Coritiba"
"357","Muriel Gustavo Becker","muriel","Muriel","https://s.glbimg.com/es/sde/f/2019/07/08/b55d0e8a8f26380aedc02448bac387cb_FORMATO.png",69041,1,266,"gol","Provável",0,8,0,0,0,"Fluminense"
"358","Luccas Claro dos Santos","luccas-claro","Luccas Claro","https://s.glbimg.com/es/sde/f/2020/02/27/544fdaaba150847b886bcbf1751c71b6_FORMATO.png",73465,1,266,"zag","Nulo",0,5,0,0,0,"Fluminense"
"359","Pedro Henrique Ribeiro Gonçalves","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2020/07/20/2e55ca8b5694bd4dc3fd1469cce872c2_FORMATO.png",87225,1,293,"zag","Nulo",0,5,0,0,0,"Athlético-PR"
"360","Joao Robin Rojas Mendoza","joao-rojas","Joao Rojas","https://s.glbimg.com/es/sde/f/2020/03/09/df53a31bb47d9ca7d71c5826b26910ea_FORMATO.png",70784,1,276,"ata","Contundido",0,6,0,0,0,"São Paulo"
"361","Marcos Paulo Costa do Nascimento","marcos-paulo","Marcos Paulo","https://s.glbimg.com/es/sde/f/2020/07/18/16a166e8328a8dd7a7e6f4eea974e60f_FORMATO.png",103645,1,266,"ata","Provável",0,7,0,0,0,"Fluminense"
"362","Bruno Ferreira Melo","bruno-melo","Bruno Melo","https://s.glbimg.com/es/sde/f/2020/03/06/88d17bd8903f1e821665cdd49c0bf7d9_FORMATO.png",84339,1,356,"lat","Nulo",0,5,0,0,0,"Fortaleza"
"363","Michel Daryl Araújo Villar","michel-araujo","Michel Araújo ","https://s.glbimg.com/es/sde/f/2020/02/27/9e64caaf0f163e002fc2b4ab2ea41e2d_FORMATO.png",107173,1,266,"mei","Nulo",0,3,0,0,0,"Fluminense"
"364","Lucas Esteves de Souza","esteves","Esteves","https://s.glbimg.com/es/sde/f/2019/07/08/cd984c932e6f6d7e51df1e0963c5513e_FORMATO.jpeg",100846,1,275,"lat","Nulo",0,2,0,0,0,"Palmeiras"
"365","Bruno Méndez Cittadini","bruno-mendez","Bruno Méndez","https://s.glbimg.com/es/sde/f/2020/07/21/6397a94e3bfbcdb900a347337e82571e_FORMATO.png",103700,1,264,"zag","Nulo",0,4,0,0,0,"Corinthians"
"366","Gustavo Raúl Gómez Portillo","gustavo-gomez","Gustavo Gómez","https://s.glbimg.com/es/sde/f/2020/03/09/d8945e5024344014b96d64adab91f4da_FORMATO.png",71684,1,275,"zag","Nulo",0,15,0,0,0,"Palmeiras"
"367","Alan de Souza Guimarães","alan-guimaraes","Alan Guimarães","https://s.glbimg.com/es/sde/f/2020/02/28/f305e78913bc1c2c317dd5bb78283f17_FORMATO.png",100845,1,275,"mei","Nulo",0,2,0,0,0,"Palmeiras"
"368","Igor de Carvalho Julião","igor-juliao","Igor Julião","https://s.glbimg.com/es/sde/f/2019/09/16/11755fb3a36a0608a2770c614eaa0c16_FORMATO.png",81951,1,266,"lat","Nulo",0,4,0,0,0,"Fluminense"
"369","Wesley Frazan Bernardo","frazan","Frazan","https://s.glbimg.com/es/sde/f/2019/09/16/c5d2c137a7f71266770588b3ad4680ba_FORMATO.png",97528,1,266,"zag","Nulo",0,3,0,0,0,"Fluminense"
"370","Everaldo Silva do Nascimento","everaldo","Everaldo ","https://s.glbimg.com/es/sde/f/2020/07/21/0f49a5ab71c0b39969f9233907e200b9_FORMATO.png",91151,1,264,"ata","Provável",0,5,0,0,0,"Corinthians"
"371","Weverton Pereira da Silva","weverton","Weverton","https://s.glbimg.com/es/sde/f/2019/10/03/58aa0eddfe8c9c684344f4231a233ddf_FORMATO.png",71631,1,275,"gol","Provável",0,14,0,0,0,"Palmeiras"
"372","Luiz Rhodolfo Dini Gaioto","rhodolfo","Rhodolfo","https://s.glbimg.com/es/sde/f/2020/03/02/bc9582db51a292081109f930b9538e92_FORMATO.png",42501,1,294,"zag","Provável",0,5,0,0,0,"Coritiba"
"373","William Matheus da Silva","william-matheus","William Matheus","https://s.glbimg.com/es/sde/f/2020/03/02/909543d62f7ce5eb46d841074c60bdb6_FORMATO.png",62130,1,294,"lat","Provável",0,4,0,0,0,"Coritiba"
"374","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2020/03/09/dcd863bb1e191c65dfdeac7713a01704_FORMATO.png",81677,1,277,"mei","Provável",0,14,0,0,0,"Santos"
"375","Marcos Felipe de Freitas Monteiro","marcos-felipe","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2018/05/18/72317ca5c12be51354f8792ab39b37d8_FORMATO.png",85004,1,266,"gol","Nulo",0,2,0,0,0,"Fluminense"
"376","Caio Fernando de Oliveira","caio-paulista","Caio Paulista","https://s.glbimg.com/es/sde/f/2020/02/27/c4587f1e28c545152d0e476be7b8c050_FORMATO.png",102318,1,266,"ata","Nulo",0,4,0,0,0,"Fluminense"
"377","Pablo Dyego da Silva Rosa","pablo-dyego","Pablo Dyego","https://s.glbimg.com/es/sde/f/2019/09/16/2327d03ce998da8f704c560f545dd528_FORMATO.png",86444,1,266,"ata","Nulo",0,2,0,0,0,"Fluminense"
"378","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2020/02/27/ff4cfd7c9d5ee3bf7c1f281c6a05c147_FORMATO.png",68872,1,285,"gol","Provável",0,17,0,0,0,"Internacional"
"379","Giovanni Augusto Oliveira Cardoso","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2020/03/02/d39e2efa4d8440e5313bc3b78a139e22_FORMATO.png",68938,1,294,"mei","Provável",0,6,0,0,0,"Coritiba"
"380","Jackson de Souza","jackson","Jackson","https://s.glbimg.com/es/sde/f/2020/03/06/d22e844f59f83a532bc261ec38a55da4_FORMATO.png",70934,1,356,"zag","Nulo",0,4,0,0,0,"Fortaleza"
"381","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2020/02/27/add8047ee0515010dccf6e0d204c3bb0_FORMATO.png",79113,1,285,"zag","Provável",0,10,0,0,0,"Internacional"
"382","Marcelo Boeck","marcelo-boeck","Marcelo Boeck","https://s.glbimg.com/es/sde/f/2019/03/22/4b4e1c64603c84d346f4ba4ad46fb562_FORMATO.png",37788,1,356,"gol","Nulo",0,4,0,0,0,"Fortaleza"
"383","Renê dos Santos Júnior","rene-junior","Renê Júnior","https://s.glbimg.com/es/sde/f/2020/03/02/5908e5d1c3f4f989e8bc1b27ccb7c65d_FORMATO.png",73281,1,294,"mei","Nulo",0,5,0,0,0,"Coritiba"
"384","Iván Darío Angulo Cortés","ivan-angulo","Iván Angulo","https://s.glbimg.com/es/sde/f/2019/07/02/731398bec297fdd7b71603f1da8e4c61_FORMATO.jpeg",105841,1,275,"ata","Nulo",0,4,0,0,0,"Palmeiras"
"385","Daniel Alves da Silva","daniel-alves","Daniel Alves","https://s.glbimg.com/es/sde/f/2020/03/09/9996d55cd79f9deac2e370cbb20e3d36_FORMATO.png",38939,1,276,"mei","Provável",0,12,0,0,0,"São Paulo"
"386","Robson dos Santos Fernandes","robson","Robson","https://s.glbimg.com/es/sde/f/2020/03/03/3700b19f9f2175c58973de0b8f5daa31_FORMATO.png",84817,1,294,"ata","Provável",0,5,0,0,0,"Coritiba"
"387","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2019/03/30/e389d21dd5909e815633dfb6c0fffca7_FORMATO.png",69705,1,293,"mei","Provável",0,17,0,0,0,"Athlético-PR"
"388","Lucas Silva Borges","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2020/07/19/35677798312c58c5cc2c64f41b79a8dc_FORMATO.png",79701,1,284,"mei","Nulo",0,6,0,0,0,"Grêmio"
"389","Felipe de Oliveira Conceição","felipe-conceicao","Felipe Conceição","https://s.glbimg.com/es/sde/f/2020/07/17/6671086ac9c48ad396442e92d29e3409_FORMATO.png",90437,1,280,"tec","Provável",0,4,0,0,0,"Bragantino"
"390","José Gabriel dos Santos Silva","ze-gabriel","Zé Gabriel","https://s.glbimg.com/es/sde/f/2020/02/28/406d8a9fc74d962738e649a8e390169e_FORMATO.png",105902,1,285,"mei","Nulo",0,2,0,0,0,"Internacional"
"391","Nathan Otávio Ribeiro","nathan-ribeiro","Nathan Ribeiro","https://s.glbimg.com/es/sde/f/2020/03/03/96fb7ded5758b12433b954935496405f_FORMATO.png",102607,1,294,"zag","Nulo",0,3,0,0,0,"Coritiba"
"392","Osvaldo Lourenço Filho","osvaldo","Osvaldo","https://s.glbimg.com/es/sde/f/2019/03/22/cf67516d72742aa5e48694567a33d6b6_FORMATO.png",42222,1,356,"ata","Provável",0,6,0,0,0,"Fortaleza"
"393","Maurício Ferreira de Souza","mauricio-souza","Maurício Souza","https://s.glbimg.com/es/sde/f/2020/07/19/c02f4ab28125058265aef432b6f06bb3_FORMATO.png",107010,1,262,"tec","Provável",0,8,0,0,0,"Flamengo"
"394","Pedro Henrique Alves Santana","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2020/02/27/f05e34f440e1b9e862786629262340fa_FORMATO.png",105840,1,285,"zag","Nulo",0,1,0,0,0,"Internacional"
"395","Pedro Henrique de Oliveira Correia","pedrao","Pedrão","https://s.glbimg.com/es/sde/f/2020/03/03/7a5d281294e2881a3be2bf6a652bf10c_FORMATO.png",100322,1,293,"zag","Nulo",0,3,0,0,0,"Athlético-PR"
"396","Artur Victor Guimarães","artur","Artur","https://s.glbimg.com/es/sde/f/2020/07/17/000d5f1164d2f10def8ff43c5811e1ff_FORMATO.png",95799,1,280,"ata","Provável",0,13,0,0,0,"Bragantino"
"397","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2020/02/27/874b64215923c64744352951788dc4b4_FORMATO.png",60852,1,285,"lat","Nulo",0,4,0,0,0,"Internacional"
"398","Michel Ferreira dos Santos","michel","Michel","https://s.glbimg.com/es/sde/f/2020/03/05/03b35e3e31d6bfe5f6b114278bb82794_FORMATO.png",71920,1,356,"mei","Nulo",0,5,0,0,0,"Fortaleza"
"399","Gabriel Santana Pinto","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/01/21/85aa563c123a60bd623ab6053d632f1d_FORMATO.png",73515,1,294,"mei","Nulo",0,5,0,0,0,"Coritiba"
"400","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2020/02/27/848601c752c8fa58a805d78e5bad50db_FORMATO.png",62023,1,285,"mei","Dúvida",0,7,0,0,0,"Internacional"
"401","Alexander Silva de Lucena","alexander","Alexander","https://s.glbimg.com/es/sde/f/2019/04/24/158fd65567dd79616ea41fcf9f0bd470_FORMATO.png",105553,1,267,"gol","Nulo",0,3,0,0,0,"Vasco"
"402","Tiago Pereira da Silva","tiago-orobo","Tiago Orobó","https://s.glbimg.com/es/sde/f/2020/07/16/4eb953e4438fcf9e228753c1ca7b4e48_FORMATO.png",87477,1,356,"ata","Nulo",0,4,0,0,0,"Fortaleza"
"403","José Sabino Chagas Monteiro","sabino","Sabino","https://s.glbimg.com/es/sde/f/2020/03/03/c40f55b88cf1db157380eee4013c9828_FORMATO.png",104075,1,294,"zag","Provável",0,4,0,0,0,"Coritiba"
"404","Roger de Carvalho","roger-carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2019/08/16/d8515ccddc1f7af2e574aa804762157c_FORMATO.png",51415,1,356,"zag","Nulo",0,4,0,0,0,"Fortaleza"
"405","Matheus de Sales Cabral","matheus-sales","Matheus Sales","https://s.glbimg.com/es/sde/f/2020/03/03/0eb35b8cc0b12eac97e71658567b4cf9_FORMATO.png",89285,1,294,"mei","Nulo",0,4,0,0,0,"Coritiba"
"406","Paulo Roberto Valoura Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2019/09/03/f3c44a346794fb67a9084ef89211cd1c_FORMATO.png",71937,1,356,"mei","Provável",0,6,0,0,0,"Fortaleza"
"407","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2019/03/22/4d0e23087bc533d8757c980cbd598eee_FORMATO.png",88368,1,356,"lat","Provável",0,6,0,0,0,"Fortaleza"
"408","Matheus Sousa de Jesus","matheus-jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2020/07/17/5e9403d844a694d48a382deba4a2417f_FORMATO.png",95335,1,280,"mei","Provável",0,7,0,0,0,"Bragantino"
"409","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2020/02/27/dab4d223e4d736b3877f27a6b24a7a0e_FORMATO.png",63289,1,285,"mei","Provável",0,9,0,0,0,"Internacional"
"410","Kaio Magno Bacelar Martins","kaio-magno","Kaio Magno","https://s.glbimg.com/es/sde/f/2020/03/13/ec494d34308e63e7096d86d7fa45228e_FORMATO.png",106200,1,267,"ata","Nulo",0,2,0,0,0,"Vasco"
"411","Igor Jesus Maciel da Cruz","igor-jesus","Igor Jesus","https://s.glbimg.com/es/sde/f/2020/03/03/c8f7399669dc0f941ccc95229f9e768f_FORMATO.png",104528,1,294,"ata","Dúvida",0,3,0,0,0,"Coritiba"
"412","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/07/21/6604f523718cb7a1b17424add935b9b8_FORMATO.png",83257,1,262,"ata","Provável",0,10,0,0,0,"Flamengo"
"413","Thiago Ferreira Lopes","thiago-lopes","Thiago Lopes","https://s.glbimg.com/es/sde/f/2020/03/03/b788fe92546ae0ee21f6330f4aa7ad45_FORMATO.png",92225,1,294,"mei","Nulo",0,3,0,0,0,"Coritiba"
"414","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2020/07/17/4292324c53a61030022978c250a6d522_FORMATO.png",90768,1,280,"zag","Nulo",0,5,0,0,0,"Bragantino"
"415","Vinicius Alessandro Mingotti","vinicius-mingotti","Vinicius Mingotti","https://s.glbimg.com/es/sde/f/2019/07/19/72e2c4c729775230ecaf6dc50d64db45_FORMATO.png",105909,1,293,"ata","Nulo",0,2,0,0,0,"Athlético-PR"
"416","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2020/02/27/887c825f63637b345d17570bf49d66fa_FORMATO.png",63354,1,285,"zag","Dúvida",0,6,0,0,0,"Internacional"
"417","Eduardo de Souza Barroca","eduardo-barroca","Eduardo Barroca","https://s.glbimg.com/es/sde/f/2020/07/16/5e4489510f77dd7067b674f71971a198_FORMATO.png",77774,1,294,"tec","Provável",0,5,0,0,0,"Coritiba"
"418","Wanderley de Jesus Sousa","derley","Derley","https://s.glbimg.com/es/sde/f/2019/03/22/38fbbc852eaf7ac63811890c98f9ee2a_FORMATO.png",60791,1,356,"mei","Nulo",0,4,0,0,0,"Fortaleza"
"419","Marlon Adriano Prezotti","marlon","Marlon","https://s.glbimg.com/es/sde/f/2019/03/22/165ca899b89d297dde03eeab3ad9dee7_FORMATO.png",88427,1,356,"mei","Contundido",0,4,0,0,0,"Fortaleza"
"420","Guilherme da Trindade Dubas","guilherme-biro","Guilherme Biro","https://s.glbimg.com/es/sde/f/2020/03/03/894792f4de57714ecebf346073081a01_FORMATO.png",107555,1,294,"ata","Nulo",0,2,0,0,0,"Coritiba"
"421","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2020/07/21/6ad752ca6185d76358f944dab95130fd_FORMATO.png",87863,1,262,"mei","Provável",0,25,0,0,0,"Flamengo"
"422","Alexandre Melo Ribeiro da Silva","alexandre-melo","Alexandre Melo","https://s.glbimg.com/es/sde/f/2020/03/13/437f5f6671ca8a591abbb205f9b478db_FORMATO.png",106159,1,267,"lat","Nulo",0,2,0,0,0,"Vasco"
"423","Éderson Alves Ribeiro Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2019/03/22/24b700fe4f2c7138597131364bc2d2d4_FORMATO.png",73446,1,356,"ata","Nulo",0,4,0,0,0,"Fortaleza"
"424","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2020/02/27/d6d33f8f9a956799465c508d4d9e4263_FORMATO.png",69051,1,285,"gol","Nulo",0,6,0,0,0,"Internacional"
"425","Alerrandro Barra Mansa Realino de Souza","alerrandro","Alerrandro","https://s.glbimg.com/es/sde/f/2020/07/17/5417dc4cf7896e7b7e2d795acae53794_FORMATO.png",101715,1,280,"ata","Nulo",0,5,0,0,0,"Bragantino"
"426","Marcos da Silva França","keno","Keno","https://s.glbimg.com/es/sde/f/2020/07/09/c6467d8fea8b15bb8f1a144c0d1aede5_FORMATO.png",86485,1,282,"ata","Dúvida",0,18,0,0,0,"Atlético-MG"
"427","Leonardo Rech Ortiz","leo-ortiz","Léo Ortiz","https://s.glbimg.com/es/sde/f/2020/07/17/b508c3374bfbc4ec6002f0641287d697_FORMATO.png",97867,1,280,"zag","Provável",0,5,0,0,0,"Bragantino"
"428","Bruno Gomes da Silva Clevelário","bruno-gomes","Bruno Gomes","https://s.glbimg.com/es/sde/f/2019/09/06/986758e25f86ab2290e8f5c208a3b91a_FORMATO.jpeg",106202,1,267,"mei","Nulo",0,4,0,0,0,"Vasco"
"429","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2019/11/14/7b85c924694c25ac9829f4379ef2b451_FORMATO.png",63172,1,356,"zag","Provável",0,4,0,0,0,"Fortaleza"
"430","Patrick de Oliveira Vieira","patrick-vieira","Patrick Vieira","https://s.glbimg.com/es/sde/f/2020/03/02/1b0ea475d6d2bdd4a6d337fb781b4752_FORMATO.png",78635,1,294,"lat","Dúvida",0,3,0,0,0,"Coritiba"
"431","Henrique Almeida Caixeta Nascentes","henrique-almeida","Henrique Almeida","https://s.glbimg.com/es/sde/f/2020/07/19/a679bf4373f284cd083625e66392def5_FORMATO.png",68773,1,290,"ata","Nulo",0,5,0,0,0,"Goiás"
"432","Thiago Galhardo do Nascimento Rocha","thiago-galhardo","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2020/02/27/58765e09575aeed485460352a0980dad_FORMATO.png",71844,1,285,"mei","Dúvida",0,7,0,0,0,"Internacional"
"433","Wellissol Santos de Oliveira ","wellissol","Wellissol ","https://s.glbimg.com/es/sde/f/2020/03/03/30ce289f3d8f28f763b6b3ca32c3027a_FORMATO.png",94718,1,294,"ata","Nulo",0,3,0,0,0,"Coritiba"
"434","Luis Otavio Bonilha de Oliveira Santos","nene-bonilha","Nenê Bonilha","https://s.glbimg.com/es/sde/f/2020/03/06/40e51b15a020287ac0c09403de6a9214_FORMATO.png",73608,1,356,"mei","Contundido",0,3,0,0,0,"Fortaleza"
"435","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2020/07/21/c6deeaacd987fda728f5e5cb9a7d733c_FORMATO.png",90285,1,262,"ata","Provável",0,20,0,0,0,"Flamengo"
"436","Giovanni Piccolomo","giovanni","Giovanni","https://s.glbimg.com/es/sde/f/2020/03/02/1f3f60104216f17477b2f31c3b23ac5e_FORMATO.png",79432,1,294,"mei","Nulo",0,4,0,0,0,"Coritiba"
"437","Frederico Chaves Guedes","fred","Fred","https://s.glbimg.com/es/sde/f/2020/07/19/b854752efb32439417d8e0dbcf30998a_FORMATO.png",38162,1,266,"ata","Nulo",0,7,0,0,0,"Fluminense"
"438","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2020/03/06/c5ae2181227b8ce1cfaa3ff33c7d8ac0_FORMATO.png",90309,1,356,"ata","Provável",0,5,0,0,0,"Fortaleza"
"439","Robson José Brilhante Martins","robinho","Robinho","https://s.glbimg.com/es/sde/f/2020/07/17/6a3e04ba97552f6e9641238be2256922_FORMATO.png",97461,1,280,"ata","Nulo",0,2,0,0,0,"Bragantino"
"440","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2019/03/22/7da6584b8edbee8649acb25931c97e1e_FORMATO.png",63194,1,356,"lat","Provável",0,6,0,0,0,"Fortaleza"
"441","Rodrigo Oliveira Lindoso","rodrigo-lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2020/02/27/bc31f941c1bb5d6c26ada24af71bcf45_FORMATO.png",72362,1,285,"mei","Nulo",0,6,0,0,0,"Internacional"
"442","Alexandre de Almeida da Silva Junior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2020/03/13/7c86524fe7de88fe7eaf75ee5df21eb2_FORMATO.png",107677,1,267,"mei","Nulo",0,3,0,0,0,"Vasco"
"443","Geovane Henrique Pereira de Souza","geovane","Geovane","https://s.glbimg.com/es/sde/f/2020/03/02/1b21e0ae30ac2e4a34078bfbda81e2f1_FORMATO.png",96349,1,294,"lat","Nulo",0,3,0,0,0,"Coritiba"
"444","Guilherme de Jesus da Silva","tinga","Tinga","https://s.glbimg.com/es/sde/f/2019/03/22/fa74caf8029ce11e791edd0d7fc03025_FORMATO.png",82628,1,356,"lat","Contundido",0,5,0,0,0,"Fortaleza"
"445","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2020/02/27/001cd019cd767eafa0c877ae4f8a27ab_FORMATO.png",73992,1,285,"lat","Nulo",0,5,0,0,0,"Internacional"
"446","Victor Hugo Santana Carvalho","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/07/17/749cbcf4ac563484edd2fbc7f67b8b16_FORMATO.png",95770,1,280,"mei","Provável",0,3,0,0,0,"Bragantino"
"447","Hugo de Souza Nogueira","hugo-souza","Hugo Souza","https://s.glbimg.com/es/sde/f/2020/07/21/8797280aa7931393c0b38693520e8195_FORMATO.png",101574,1,262,"gol","Nulo",0,2,0,0,0,"Flamengo"
