"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name"
"102","Matheus Soares Thuler","thuler","Thuler","https://s.glbimg.com/es/sde/f/2020/07/21/c1d622890e9831d7d8ea5d180ec25470_FORMATO.png",100125,1,262,"zag","Nulo",0,4,0,0,0,"Flamengo"
"103","Matheus França Silva","matheuzinho","Matheuzinho","https://s.glbimg.com/es/sde/f/2020/03/03/c3634cab50166de94d02500e557e0be7_FORMATO.png",101727,1,262,"lat","Nulo",0,2,0,0,0,"Flamengo"
"104","João Lucas de Almeida Carvalho","joao-lucas","João Lucas","https://s.glbimg.com/es/sde/f/2020/07/21/18411dbbf7fa68ca337d4cc0fba7b2d9_FORMATO.png",104257,1,262,"lat","Nulo",0,4,0,0,0,"Flamengo"
"105","Felipe Alves Raymundo","felipe-alves","Felipe Alves","https://s.glbimg.com/es/sde/f/2019/03/22/c0caa3f398373f554d289ace20f955ec_FORMATO.png",72372,1,356,"gol","Provável",0,7,0,0,0,"Fortaleza"
"106","Wellington Pereira do Nascimento","wellington-paulista","Wellington Paulista","https://s.glbimg.com/es/sde/f/2019/03/23/2138dee0c7885fcda59ec315f3f3c8bd_FORMATO.png",38279,1,356,"ata","Provável",0,8,0,0,0,"Fortaleza"
"107","Hugo Moura Arruda da Silva","hugo-moura","Hugo Moura","https://s.glbimg.com/es/sde/f/2020/07/21/eeb09d2fb859b41fc44b71ceb48e9ad0_FORMATO.png",101594,1,262,"mei","Nulo",0,3,0,0,0,"Flamengo"
"108","Yuri César Santos de Oliveira Silva","yuri-cesar","Yuri César ","https://s.glbimg.com/es/sde/f/2020/07/19/3e0a8928d8f127933f41b6677390cbaf_FORMATO.png",103446,1,356,"ata","Nulo",0,3,0,0,0,"Fortaleza"
"109","Anderson Luiz de Carvalho","nene","Nenê","https://s.glbimg.com/es/sde/f/2019/07/18/cebc7133c0405d3de507ae28cb920b82_FORMATO.jpeg",38913,1,266,"mei","Provável",0,9,0,0,0,"Fluminense"
"110","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2019/03/28/8b877a8c4ad54095a090c72a16cdb129_FORMATO.png",77959,1,277,"ata","Nulo",0,4,0,0,0,"Santos"
"111","Bruno Fabiano Alves","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2019/04/01/c8c4cd4fac733c4fba030044eefbd05a_FORMATO.png",73620,1,276,"zag","Provável",0,12,0,0,0,"São Paulo"
"112","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2020/02/28/797ea157d220381c5808fcaa35ab969f_FORMATO.png",78077,1,277,"lat","Nulo",0,6,0,0,0,"Santos"
"113","Ney Franco da Silveira Júnior","ney-franco","Ney Franco","https://s.glbimg.com/es/sde/f/2019/08/16/4fdb04d94b755837e1e0f7f90cf60442_FORMATO.png",37246,1,290,"tec","Provável",0,5,0,0,0,"Goiás"
"114","Tiago Luis Volpi","tiago-volpi","Tiago Volpi","https://s.glbimg.com/es/sde/f/2019/04/01/2738a4ae33bd55ff85ec0117ecf79063_FORMATO.png",72018,1,276,"gol","Provável",0,14,0,0,0,"São Paulo"
"115","Rogério Ceni","rogerio-ceni","Rogério Ceni","https://s.glbimg.com/es/sde/f/2019/09/27/75459ae60b5baaac5178846f60fbfbed_FORMATO.png",97341,1,356,"tec","Provável",0,8,0,0,0,"Fortaleza"
"116","Rafael Martiniano de Miranda Moura","rafael-moura","Rafael Moura","https://s.glbimg.com/es/sde/f/2019/07/16/854eb848da41f2f6d32cdacb338e5e87_FORMATO.png",37655,1,290,"ata","Provável",0,8,0,0,0,"Goiás"
"117","Arthur Gomes Lourenço","arthur-gomes","Arthur Gomes","https://s.glbimg.com/es/sde/f/2020/02/28/1180152071b3a94086ee66e070352aab_FORMATO.png",96966,1,277,"ata","Nulo",0,4,0,0,0,"Santos"
"118","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2020/07/16/9b9e2a7cb09b999c3aec125d9bc4b49a_FORMATO.png",62121,1,284,"gol","Provável",0,5,0,0,0,"Grêmio"
"119","Jean Mota Oliveira de Sousa","jean-mota","Jean Mota","https://s.glbimg.com/es/sde/f/2020/03/09/c51996a402c33b6efe07a6e733476941_FORMATO.png",78548,1,277,"mei","Nulo",0,6,0,0,0,"Santos"
"120","Fernando Uribe Hincapié","uribe","Uribe","https://s.glbimg.com/es/sde/f/2019/05/30/b108b602d840b36b81509e4c29870b37_FORMATO.png",78415,1,277,"ata","Nulo",0,4,0,0,0,"Santos"
"121","Rafael Vaz dos Santos","rafael-vaz","Rafael Vaz","https://s.glbimg.com/es/sde/f/2019/03/26/2893d827588a8a8150dbe4d07ec4e480_FORMATO.png",73421,1,290,"zag","Provável",0,8,0,0,0,"Goiás"
"122","Renato Portaluppi","renato-gaucho","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2020/07/19/5604ae02dbe93c1893a6cdb31d2b0e90_FORMATO.png",41929,1,284,"tec","Provável",0,12,0,0,0,"Grêmio"
"123","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2020/03/09/981499da2df970e3aa062fabcbf2f745_FORMATO.png",79035,1,277,"zag","Dúvida",0,6,0,0,0,"Santos"
"124","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2020/07/19/856625bb76f484b70bec52c9ff257c5a_FORMATO.png",68911,1,284,"ata","Provável",0,8,0,0,0,"Grêmio"
"125","Igor Vinícius de Souza","igor-vinicius","Igor Vinícius","https://s.glbimg.com/es/sde/f/2019/04/01/882d97a0ed3a028f3c489768c79b7268_FORMATO.png",95466,1,276,"lat","Nulo",0,6,0,0,0,"São Paulo"
"126","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2019/04/01/8b22d106ccba1278e3e4a6b89e76eab0_FORMATO.png",91573,1,276,"zag","Provável",0,13,0,0,0,"São Paulo"
"127","Luan Peres Petroni","luan-peres","Luan Peres ","https://s.glbimg.com/es/sde/f/2019/09/16/6a774b65d32e1e3586030adb069316e3_FORMATO.png",84847,1,277,"zag","Dúvida",0,5,0,0,0,"Santos"
"128","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2020/07/19/3d89c3ae8eb990263dc39c0fc17c42d8_FORMATO.png",70046,1,284,"lat","Provável",0,9,0,0,0,"Grêmio"
"129","Juan Francisco Torres Belén","juanfran","Juanfran","https://s.glbimg.com/es/sde/f/2019/08/09/3bd5a8ba6743da05e2eefc2c5140722d_FORMATO.png",72620,1,276,"lat","Provável",0,6,0,0,0,"São Paulo"
"130","Diego Cavalieri","diego-cavalieri","Diego Cavalieri","https://s.glbimg.com/es/sde/f/2019/03/22/660661f23332e4ee9ccda585ec5cec21_FORMATO.png",38431,1,263,"gol","Nulo",0,7,0,0,0,"Botafogo"
"131","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/03/28/55b6bd3285315d25077f61ea5d4a7fc9_FORMATO.png",85425,1,277,"gol","Nulo",0,2,0,0,0,"Santos"
"132","Danilo das Neves Pinheiro","tche-tche","Tchê Tchê","https://s.glbimg.com/es/sde/f/2019/05/06/fbb4319c2256b5cbf2fb558f6e3e9503_FORMATO.png",86686,1,276,"mei","Provável",0,9,0,0,0,"São Paulo"
"133","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,1,284,"zag","Provável",0,7,0,0,0,"Grêmio"
"134","Pablo Felipe Teixeira","pablo","Pablo","https://s.glbimg.com/es/sde/f/2019/04/01/2183894813bb5543356e56f459ac6b03_FORMATO.png",69138,1,276,"ata","Provável",0,11,0,0,0,"São Paulo"
"135","Lucas Henrique Ferreira Venuto","lucas-venuto","Lucas Venuto","https://s.glbimg.com/es/sde/f/2020/02/28/3987bced05ab0001422cf6a7f80bbf4a_FORMATO.png",100290,1,277,"ata","Nulo",0,2,0,0,0,"Santos"
"136","Hernane Vidal Souza","hernane","Hernane","https://s.glbimg.com/es/sde/f/2020/02/27/c02ceae587d8a1531bebb801e8072417_FORMATO.png",72386,1,292,"ata","Provável",0,5,0,0,0,"Sport"
"137","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2020/02/27/e34cd8e0cbbfc1786815d823464d83e3_FORMATO.png",83433,1,285,"mei","Nulo",0,16,0,0,0,"Internacional"
"138","Kaio Jorge Pinto Ramos","kaio-jorge","Kaio Jorge","https://s.glbimg.com/es/sde/f/2020/03/09/2863be83eb651b5fcae91f0fa484d0b1_FORMATO.png",103445,1,277,"ata","Provável",0,5,0,0,0,"Santos"
"139","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2020/02/28/84228574413957408f18e14b94d2aa81_FORMATO.png",86797,1,277,"ata","Nulo",0,6,0,0,0,"Santos"
"140","Daniel Guedes da Silva","daniel-guedes","Daniel Guedes ","https://s.glbimg.com/es/sde/f/2020/03/09/85990216aec9bcb2558c58e1608bdf68_FORMATO.png",88225,1,277,"lat","Nulo",0,4,0,0,0,"Santos"
"141","Tailson Pinto Gonçalves","tailson","Tailson","https://s.glbimg.com/es/sde/f/2020/02/28/6a3d988146a39cccc9f2572d2d1235f8_FORMATO.png",104578,1,277,"ata","Nulo",0,3,0,0,0,"Santos"
"142","Vitor Frezarin Bueno","vitor-bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2020/03/09/f3543ab5bcf3404b175e6b2745d02ac5_FORMATO.png",87552,1,276,"mei","Provável",0,9,0,0,0,"São Paulo"
"143","Eduardo Germán Coudet","eduardo-coudet","Eduardo Coudet","https://s.glbimg.com/es/sde/f/2020/07/19/4514b24c3a8147be213e4e8d4297a97c_FORMATO.png",94853,1,285,"tec","Provável",0,10,0,0,0,"Internacional"
"144","Germán Ezequiel Cano","cano","Cano","https://s.glbimg.com/es/sde/f/2020/03/13/106c9927ebd359223b5bae4ff14d6ee5_FORMATO.png",79631,1,267,"ata","Provável",0,10,0,0,0,"Vasco"
"145","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2020/02/27/a55f40e153a20702f2e4beccd472d30c_FORMATO.png",90444,1,285,"lat","Provável",0,5,0,0,0,"Internacional"
"146","Sandry Roberto Santos Goes","sandry","Sandry","https://s.glbimg.com/es/sde/f/2020/03/09/8bf582cd91832a1415dc460fd233c490_FORMATO.png",104580,1,277,"mei","Nulo",0,2,0,0,0,"Santos"
"147","Anderson Hernanes de Carvalho Andrade Lima","hernanes","Hernanes","https://s.glbimg.com/es/sde/f/2019/04/01/9de4879116fa3172f964c37907406613_FORMATO.png",38648,1,276,"mei","Nulo",0,10,0,0,0,"São Paulo"
"148","Bruno Henrique Corsini","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2019/10/15/60ddd8a6a2f680e46493c59c99af16c4_FORMATO.png",70944,1,275,"mei","Provável",0,13,0,0,0,"Palmeiras"
"149","Igor Silveira Gomes","igor-gomes","Igor Gomes","https://s.glbimg.com/es/sde/f/2019/04/01/7a6c90034396325f6cc570ef06e1040c_FORMATO.png",100084,1,276,"mei","Provável",0,7,0,0,0,"São Paulo"
"150","Manuel Jesualdo Ferreira","jesualdo-ferreira","Jesualdo Ferreira","https://s.glbimg.com/es/sde/f/2020/07/17/fd538b067992ffa7534d060297563420_FORMATO.png",106963,1,277,"tec","Provável",0,9,0,0,0,"Santos"
"151","Luiz Adriano de Souza da Silva","luiz-adriano","Luiz Adriano","https://s.glbimg.com/es/sde/f/2019/08/09/03390afe55e2bf08d4cb4d0da02c7b39_FORMATO.png",72772,1,275,"ata","Provável",0,11,0,0,0,"Palmeiras"
"152","Jobson Souza Santos","jobson","Jobson","https://s.glbimg.com/es/sde/f/2019/09/21/78ffca0f8c20a94cf8b5e9109bea47c6_FORMATO.png",93377,1,277,"mei","Nulo",0,5,0,0,0,"Santos"
"153","Everton Cardoso da Silva","everton","Everton","https://s.glbimg.com/es/sde/f/2019/04/01/f6dbb421ca616441bbb6ab053b0bbd90_FORMATO.png",50301,1,276,"mei","Nulo",0,7,0,0,0,"São Paulo"
"154","John Victor Maciel Furtado","john-victor","John Victor","https://s.glbimg.com/es/sde/f/2020/03/09/7526bffb5ffcf8710f171fa2fbd3284a_FORMATO.png",94044,1,277,"gol","Nulo",0,1,0,0,0,"Santos"
"155","Igor Matheus Liziero Pereira ","liziero","Liziero","https://s.glbimg.com/es/sde/f/2019/04/01/8423e58431d29d7700ba477367f59b3f_FORMATO.png",100761,1,276,"mei","Nulo",0,7,0,0,0,"São Paulo"
"156","Alexandre Rodrigues da Silva","alexandre-pato","Alexandre Pato","https://s.glbimg.com/es/sde/f/2019/03/29/eeca6b8bc1af0980d000db756e4c61ec_FORMATO.png",49675,1,276,"ata","Provável",0,11,0,0,0,"São Paulo"
"157","Hélio Júnio Nunes de Castro","helinho","Helinho","https://s.glbimg.com/es/sde/f/2019/04/01/a4da339bedf52e7e79df80fd1914f6da_FORMATO.png",102598,1,276,"ata","Nulo",0,4,0,0,0,"São Paulo"
"158","Diego Cristiano Evaristo","diego-pituca","Diego Pituca","https://s.glbimg.com/es/sde/f/2020/03/09/54fa3d697fc129a0e755c94b10fedd38_FORMATO.png",94156,1,277,"mei","Provável",0,9,0,0,0,"Santos"
"159","Felipe Melo de Carvalho","felipe-melo","Felipe Melo","https://s.glbimg.com/es/sde/f/2020/03/09/54d3936a3f4591a9d700ba26b7fd9e91_FORMATO.png",38545,1,275,"zag","Provável",0,8,0,0,0,"Palmeiras"
"160","Luan Vinicius da Silva Santos ","luan","Luan","https://s.glbimg.com/es/sde/f/2019/04/01/d66903d72e2d84e1b6c05a8579691862_FORMATO.png",102909,1,276,"mei","Nulo",0,6,0,0,0,"São Paulo"
"161","Anderson Vieira Martins","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2019/04/01/0024f435e5e19a93ff9b8b2d9efe929a_FORMATO.png",52618,1,276,"zag","Nulo",0,6,0,0,0,"São Paulo"
"162","Willian Gomes de Siqueira","willian","Willian","https://s.glbimg.com/es/sde/f/2019/09/24/0f7dce66e695049e222a3bb848eb993d_FORMATO.png",42116,1,275,"ata","Provável",0,15,0,0,0,"Palmeiras"
"163","Jonatan David Gomez Ospina","jonatan-gomez","Jonatan Gomez","https://s.glbimg.com/es/sde/f/2020/03/09/bfe14638328381a0498413759e610ed4_FORMATO.png",94857,1,292,"mei","Provável",0,7,0,0,0,"Sport"
"164","Leonardo Pinheiro da Conceição","leo","Léo","https://s.glbimg.com/es/sde/f/2019/04/01/bbb9588c3dbac516f581a278fc277197_FORMATO.png",85626,1,276,"lat","Nulo",0,4,0,0,0,"São Paulo"
"165","Yeferson Julio Soteldo Martínez","soteldo","Soteldo","https://s.glbimg.com/es/sde/f/2020/02/28/1ad66e771f5acc6f55ab13d6cdc8b6f4_FORMATO.png",87258,1,277,"ata","Provável",0,8,0,0,0,"Santos"
"166","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2019/05/30/cd8a7f9b0744e105efa0a0c572d37d6f_FORMATO.png",68952,1,277,"ata","Provável",0,5,0,0,0,"Santos"
"167","Fernando Miguel Kaufmann","fernando-miguel","Fernando Miguel","https://s.glbimg.com/es/sde/f/2018/09/27/d6ac644102159cd04f0ad131ac4bfb10_FORMATO.png",71571,1,267,"gol","Provável",0,8,0,0,0,"Vasco"
"168","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2020/02/28/4d9d7f15b47033ac09c8e32e9b963227_FORMATO.png",69040,1,277,"gol","Provável",0,6,0,0,0,"Santos"
"169","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2019/08/06/9d5025e7dec263206b72d3a08d034ef9_FORMATO.png",62086,1,277,"lat","Provável",0,7,0,0,0,"Santos"
"170","Lucas Veríssimo da Silva","lucas-verissimo","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2019/05/09/77ef73e05fe5f4a5bcbf11b7577516d4_FORMATO.png",93368,1,277,"zag","Provável",0,12,0,0,0,"Santos"
"171","Walce da Silva Costa Filho","walce","Walce","https://s.glbimg.com/es/sde/f/2020/07/20/0f9b74a97483b77635784d099b5d1983_FORMATO.png",104074,1,276,"zag","Contundido",0,4,0,0,0,"São Paulo"
"172","Lucas Ribamar Lopes dos Santos Bibiano","ribamar","Ribamar","https://s.glbimg.com/es/sde/f/2019/02/04/9b1da38d8e388aadbecc486fc796afa1_FORMATO.jpeg",94068,1,267,"ata","Nulo",0,5,0,0,0,"Vasco"
"173","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2018/05/23/a1e5220c82575c4f297c1173ec07d58a_FORMATO.png",70360,1,277,"ata","Nulo",0,8,0,0,0,"Santos"
"174","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2018/09/27/ade8af11f63aa15e4664fa86f8a48e0e_FORMATO.png",80196,1,267,"lat","Provável",0,8,0,0,0,"Vasco"
"175","Everson Felipe Marques Pires","everson","Everson","https://s.glbimg.com/es/sde/f/2020/02/28/bd376738423bc2c93c3f93268e3f0657_FORMATO.png",72294,1,277,"gol","Nulo",0,11,0,0,0,"Santos"
"176","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2020/03/09/73ed5ab3cb9b56aecea70945f57d3adf_FORMATO.png",73974,1,277,"mei","Provável",0,6,0,0,0,"Santos"
"177","Henrique Silva Milagres","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/09/27/b3280046d476aa241a694771fbe1b0cc_FORMATO.png",84893,1,267,"lat","Provável",0,5,0,0,0,"Vasco"
"178","Jorge Sampaoli","jorge-sampaoli","Jorge Sampaoli","https://s.glbimg.com/es/sde/f/2020/07/16/1940a0f1f7b292217e8c59a91c1a05cd_FORMATO.png",70800,1,282,"tec","Provável",0,12,0,0,0,"Atlético-MG"
"179","Fredy Alejandro Guarín Vásquez","guarin","Guarín","https://s.glbimg.com/es/sde/f/2019/09/27/2711e527895fb7ccdf64fbd1167a6a6d_FORMATO.png",71233,1,267,"mei","Nulo",0,11,0,0,0,"Vasco"
"180","Martín Nicolás Benítez","benitez","Benítez","https://s.glbimg.com/es/sde/f/2020/03/13/cf3632155fd3b4d7f985b664f10b3df2_FORMATO.png",93550,1,267,"mei","Provável",0,8,0,0,0,"Vasco"
"181","Fernando Diniz Silva","fernando-diniz","Fernando Diniz","https://s.glbimg.com/es/sde/f/2019/10/03/6d8ae397f0417ad0faa735bc5f9c21d5_FORMATO.png",72391,1,276,"tec","Provável",0,8,0,0,0,"São Paulo"
"182","Fellipe Ramos Ignez Bastos","fellipe-bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2019/03/26/c1b84ba942df91f5064aabec2e10f1de_FORMATO.png",70116,1,267,"mei","Provável",0,4,0,0,0,"Vasco"
"183","José Welison da Silva","jose-welison","José Welison","https://s.glbimg.com/es/sde/f/2018/07/11/1d923ab86aabd29245dae5fd1338d9bd_FORMATO.png",86859,1,282,"mei","Nulo",0,4,0,0,0,"Atlético-MG"
"184","Andrey Ramos do Nascimento","andrey","Andrey","https://s.glbimg.com/es/sde/f/2018/09/27/8599b503c16e7576611774a756e2e106_FORMATO.png",93787,1,267,"mei","Provável",0,5,0,0,0,"Vasco"
"185","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2018/09/27/100cf375e588a977ea2906da9ed2694f_FORMATO.png",62974,1,267,"zag","Nulo",0,4,0,0,0,"Vasco"
"186","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2019/03/29/ada175db5435512e91702370cd95d14f_FORMATO.png",81091,1,282,"mei","Nulo",0,7,0,0,0,"Atlético-MG"
"187","Nathan Allan de Souza","nathan","Nathan","https://s.glbimg.com/es/sde/f/2018/07/25/2ebd70cae4e549a49e708c60abbee23a_FORMATO.png",87009,1,282,"mei","Provável",0,7,0,0,0,"Atlético-MG"
"188","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2020/07/16/ffc4af32dd75bc4d8408ae4b52303e1a_FORMATO.png",68928,1,282,"gol","Provável",0,9,0,0,0,"Atlético-MG"
"189","Bruno César Zanaki","bruno-cesar","Bruno César","https://s.glbimg.com/es/sde/f/2019/03/31/3b9db9e833f13f65a65d1546e2608e81_FORMATO.jpeg",52558,1,267,"mei","Nulo",0,5,0,0,0,"Vasco"
"190","Jefferson David Savarino Quintero","savarino","Savarino","https://s.glbimg.com/es/sde/f/2020/07/19/fa58aa2e91ac2afc5024dc90dd3e74ca_FORMATO.png",98672,1,282,"ata","Provável",0,5,0,0,0,"Atlético-MG"
"191","Marcos Antonio Candido Ferreira Júnior","marcos-junior","Marcos Júnior","https://s.glbimg.com/es/sde/f/2019/04/17/da657b0e54ff1131824ec12cb5ae13c2_FORMATO.png",93893,1,267,"mei","Nulo",0,4,0,0,0,"Vasco"
"192","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2019/05/30/7e60ff2712f74e10b9a6bcf9661f2f8f_FORMATO.png",81682,1,282,"mei","Nulo",0,12,0,0,0,"Atlético-MG"
"193","Bruno dos Santos Nazário","bruno-nazario","Bruno Nazário","https://s.glbimg.com/es/sde/f/2020/03/01/e075c585ee5c2d864db961025f9ac952_FORMATO.png",81776,1,263,"mei","Provável",0,8,0,0,0,"Botafogo"
"194","Ramon Menezes Hubner","ramon-menezes","Ramon Menezes","https://s.glbimg.com/es/sde/f/2020/07/19/7af6039becf9dd51c78be10d7df5c645_FORMATO.png",96767,1,267,"tec","Provável",0,7,0,0,0,"Vasco"
"195","Jordi Martins Almeida","jordi","Jordi","https://s.glbimg.com/es/sde/f/2020/03/13/6372f2a3f2788140cc3f5f874ec43326_FORMATO.png",86776,1,267,"gol","Nulo",0,5,0,0,0,"Vasco"
"196","Gabriel Jhon Cortez Casierra","cortez","Cortez","https://s.glbimg.com/es/sde/f/2020/03/01/d761c5107f91d33e61e214c7dc2ac6e1_FORMATO.png",87870,1,263,"mei","Nulo",0,3,0,0,0,"Botafogo"
"197","Cláudio Rodrigues Gomes","guga","Guga","https://s.glbimg.com/es/sde/f/2019/03/29/fb13c66ae9c72ffe321570f916f5d250_FORMATO.png",101319,1,282,"lat","Provável",0,7,0,0,0,"Atlético-MG"
"198","Júnior Osmar Ignacio Alonso Mujica","junior-alonso","Júnior Alonso","https://s.glbimg.com/es/sde/f/2020/07/16/daf987c3f75852892ad5b645ad99faad_FORMATO.png",88312,1,282,"zag","Nulo",0,6,0,0,0,"Atlético-MG"
"199","Bruno da Silva Costa","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2020/07/16/22ba4b897e968cd7dbb56980e24ac623_FORMATO.png",101422,1,282,"ata","Nulo",0,2,0,0,0,"Atlético-MG"
"200","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/02/28/55a296e48362f1dadadc5b9b1316f50d_FORMATO.png",87393,1,282,"zag","Contundido",0,8,0,0,0,"Atlético-MG"
"201","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2020/02/27/0b1fa1ff46564d7ca161a86233bf84de_FORMATO.png",75295,1,285,"ata","Provável",0,13,0,0,0,"Internacional"
"202","Marrony da Silva Liberato","marrony","Marrony","https://s.glbimg.com/es/sde/f/2020/07/21/f18263366884c75c205afbd2591c28b7_FORMATO.png",101717,1,282,"ata","Provável",0,7,0,0,0,"Atlético-MG"
"203","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2019/05/28/31576151f911825460540e32249a6735_FORMATO.png",89493,1,282,"zag","Provável",0,8,0,0,0,"Atlético-MG"
"204","Ricardo Queiroz de Alencastro Graça","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2019/05/22/83cc3161d01d982a7f019f88e1a24064_FORMATO.png",99881,1,267,"zag","Provável",0,6,0,0,0,"Vasco"
"205","Claudio Winck Neto","claudio-winck","Claudio Winck","https://s.glbimg.com/es/sde/f/2019/02/04/4412c9f53c873f0f2ce2b2038d648bbf_FORMATO.jpeg",74074,1,267,"lat","Nulo",0,3,0,0,0,"Vasco"
"206","Alesson dos Santos Batista","alesson","Alesson","https://s.glbimg.com/es/sde/f/2020/02/28/a6c39298924cbf2f7ac0256ed7a67a55_FORMATO.png",97321,1,265,"mei","Nulo",0,1,0,0,0,"Bahia"
"207","Leonardo de Souza Sena","leo-sena","Léo Sena","https://s.glbimg.com/es/sde/f/2020/07/21/5c525ae0e40e4c2cd21dff0c86bebaec_FORMATO.png",90572,1,282,"mei","Nulo",0,8,0,0,0,"Atlético-MG"
"208","Talles Magno Bacelar Martins","talles-magno","Talles Magno","https://s.glbimg.com/es/sde/f/2019/07/26/3eca5da9c208a11a2a29df5f995b31a1_FORMATO.png",105786,1,267,"ata","Provável",0,8,0,0,0,"Vasco"
"209","Jefferson Gabriel Nascimento Brito","fessin","Fessin","https://s.glbimg.com/es/sde/f/2020/02/28/8a051de64c7323a88c66ee473c630560_FORMATO.png",97994,1,265,"mei","Nulo",0,2,0,0,0,"Bahia"
"210","Lucas Santos da Silva","lucas-santos","Lucas Santos","https://s.glbimg.com/es/sde/f/2020/03/13/b0891bff91319121cd6fa763e38f5270_FORMATO.png",101718,1,267,"mei","Nulo",0,3,0,0,0,"Vasco"
"211","Raul Lô Gonçalves","raul","Raul","https://s.glbimg.com/es/sde/f/2018/09/27/cff54b0c5b12cb5f18cd3ca9292e3511_FORMATO.png",92496,1,267,"mei","Nulo",0,7,0,0,0,"Vasco"
"212","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2018/05/17/555bb7e98091372b0b633a3623d5b40d_FORMATO.png",90715,1,263,"ata","Provável",0,5,0,0,0,"Botafogo"
"213","Vinícius dos Santos de Oliveira Paiva","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2019/07/27/0022f6c532ce14c704e745b98214ac39_FORMATO.png",105998,1,267,"ata","Provável",0,4,0,0,0,"Vasco"
"214","Federico Barrandeguy Martino","barrandeguy","Barrandeguy","https://s.glbimg.com/es/sde/f/2020/03/01/04fe5f2fe33f10db51fc9d221a594ab8_FORMATO.png",91736,1,263,"lat","Dúvida",0,2,0,0,0,"Botafogo"
"215","Ignácio da Silva Oliveira","ignacio","Ignácio","https://s.glbimg.com/es/sde/f/2020/07/23/0308ff1c9b877ec30d7af71867c8e6f1_FORMATO.png",103523,1,265,"zag","Nulo",0,2,0,0,0,"Bahia"
"216","Dylan Felipe Borrero Caicedo","borrero","Borrero","https://s.glbimg.com/es/sde/f/2020/02/28/57f65d42b296ab52f9bd8d9270f9ff73_FORMATO.png",106843,1,282,"mei","Nulo",0,4,0,0,0,"Atlético-MG"
"217","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2018/05/07/6ac39bf60c88040543dee78fc133c427_FORMATO.png",91191,1,282,"mei","Contundido",0,6,0,0,0,"Atlético-MG"
