"player_slug","player_id","player_nickname","player_team","player_position","price_cartoletas","score_mean","score_no_cleansheets_mean","diff_home_away_s","n_games","score_mean_home","score_mean_away","shots_x_mean","fouls_mean","DS_mean","PI_mean","A_mean","I_mean","FS_mean","FF_mean","G_mean","DD_mean","status","price_diff","last_points"
"alesson",97321,"Alesson","265","mei",1.32,-0.8,-0.8,-0.910485041370136,2,-0.8,2.8,0,2,0,3,0,0,1,0,0,0,"Nulo",0.58,2.8
"bueno",97425,"Bueno","282","zag",8.99,7.4,2.4,0,1,0,7.4,0,0,2,1,0,0,1,0,0,0,"Nulo",3.99,7.4
"gustavo-mosquito",97450,"Gustavo Mosquito","264","ata",4.2,11.5,11.5,0,1,11.5,0,3,0,1,0,0,0,1,1,1,0,"Nulo",3.2,11.5
"robinho",97461,"Robinho","Bragantino","ata",2.86,0.333333333333333,0.333333333333333,0,3,0,0,0.333333333333333,0.333333333333333,0.333333333333333,1,0,0,0,0.333333333333333,0,0,"Nulo",1.44,5.5
"leo-ortiz",97867,"Léo Ortiz","Bragantino","zag",7.25,4.8,4.8,0,4,0,0,0.75,1.25,2.75,3.25,0,0,1,0.25,0.25,0,"Provável",-1.93,-0.9
"mailton",97898,"Maílton","282","lat",2.97,-0.1,-0.1,0,1,0,-0.1,0,0,0,1,0,0,0,0,0,0,"Nulo",-1.03,-0.1
"rodolfo-filemon",97925,"Rodolfo Filemon","294","zag",0.74,-1.9,-1.9,-0.0718784892852549,2,-1.9,-2.5,0,2,1,4,0,0,0,0,0,0,"Provável",0.02,-2.5
"mailson",98034,"Maílson","292","gol",2.63,0.7,0.7,1.25761970304443,4,2.5,-4.6,0,0,0.25,10.5,0,0,0,0,0,1.25,"Provável",-0.34,0.4
"pedro-raul",98225,"Pedro Raul","263","ata",5.6,1.2,1.2,0,1,1.2,0,1,1,1,6,0,0,1,1,0,0,"Dúvida",-1.4,1.2
"kanu",98484,"Kanu","263","zag",3.39,3.03333333333333,1.36666666666667,-0.317324309407659,3,0.7,1.3,1,0,0.666666666666667,4,0,0,0.333333333333333,0.666666666666667,0,0,"Provável",-0.62,0.7
"savarino",98672,"Savarino","282","ata",4.86,1.25,1.25,-0.480954856155929,4,0.6,2,1,0.75,0.75,4.5,0,0,0.25,0,0,0,"Provável",0.62,3.1
"fernando-pacheco",98740,"Fernando Pacheco","266","ata",3.03,0.5,0.5,0,2,0,0.5,0,0,1,0,0,1,0,0,0,0,"Nulo",-0.96,-0.1
"mariano-vazquez",98760,"Mariano Vázquez","356","mei",1.76,0,0,-0.296870491064125,2,-0.5,0,0,0,0,0,0,0,0,0,0,0,"Nulo",-0.46,-0.5
"marquinhos",98765,"Marquinhos","282","ata",5.31,2.55,2.55,-0.992300314744271,4,-1.2,2.7,0.5,2,2.25,4.25,0.25,0.5,0.25,0,0,0,"Nulo",0.63,4.9
"jean-pyerre",98832,"Jean Pyerre","284","mei",13.81,9.5,9.5,0.868997154517295,2,9.5,4.3,4,1,4,8,0,0,2,2,0,0,"Nulo",-0.61,4.3
"leo-natel",98952,"Léo Natel","264","ata",5.07,-2.6,-2.6,2.81210989715299,2,12.1,-2.6,0,2,0,1,0,0,0,0,0,0,"Provável",3.74,12.1
"vina",98974,"Viña","275","lat",7.4,2.8,2.8,0.337197877585419,2,5.4,2.8,0,0,2,7,0,0,3,0,0,0,"Dúvida",0.98,5.4
"lucas-braga",99119,"Lucas Braga","277","ata",2.23,3.3,3.3,0,1,0,3.3,0,3,1,2,1,0,1,0,0,0,"Nulo",1.23,3.3
"michael",99392,"Michael","262","ata",7.03,0.7,0.7,0,1,0.7,0,2,1,0,4,0,0,0,2,0,0,"Nulo",-1.97,0.7
"fernando",99550,"Fernando","263","lat",2.55,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,"Nulo",-0.45,1
"ricardo",99881,"Ricardo","267","zag",7.55,3.63333333333333,0.3,-0.624131584560664,3,4.3,6.4,0,1,1,2,0,0,0,0,0,0,"Provável",1.32,6.4
"patrick",99918,"Patrick","284","mei",2.74,-0.5,-0.5,0,1,0,-0.5,0,1,0,0,0,0,0,0,0,0,"Nulo",-1.26,-0.5
"igor-gomes",100084,"Igor Gomes","276","mei",3.2,-1.63333333333333,-1.63333333333333,-0.480954856155929,3,-2.1,-0.7,0.333333333333333,4.33333333333333,0.333333333333333,2,0,0,1,0,0,0,"Provável",-0.31,-0.2
"pedrinho",100103,"Pedrinho","293","ata",2.78,-0.6,-0.6,0.521282242677222,2,2.9,-0.6,0,1,0,1,0,0,0,0,0,0,"Provável",0.76,2.9
"lucas-venuto",100290,"Lucas Venuto","292","ata",1.98,1.7,1.7,0,2,0,1.7,0,0,0,3,0,0,4,0,0,0,"Provável",-0.25,0.2
"paulinho-boia",100333,"Paulinho Bóia","276","ata",4.4,0.5,0.5,-1.44228431830201,2,0.5,6.6,0,0,0,5,0,0,2,0,0,0,"Provável",1.96,6.6
"yuri-alberto",100652,"Yuri Alberto","285","ata",2.16,-0.2,-0.2,0,1,0,-0.2,0,0,0,2,0,0,0,0,0,0,"Dúvida",-0.84,-0.2
"matheus-henrique",100742,"Matheus Henrique","284","mei",6.61,-3,-3,-0.665039221247732,2,-3,-0.7,0,4,1,10,0,0,1,0,0,0,"Nulo",-0.51,-0.7
"liziero",100761,"Liziero","276","mei",4.75,-0.433333333333333,-0.433333333333333,-0.787762131308934,3,-1.4,1.5,0,2.66666666666667,2,7.66666666666667,0,0,0.333333333333333,0,0,0,"Dúvida",0.22,2.4
"gabriel-sara",100763,"Gabriel Sara","276","mei",1.27,0.0333333333333333,0.0333333333333333,0.0917520574630146,3,0.5,-0.9,0,0.333333333333333,0.666666666666667,1.33333333333333,0,0.666666666666667,0,0,0,0,"Nulo",-0.54,-1.6
"ruan",100842,"Ruan","284","zag",0.74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Nulo",-0.26,0
"ronald",100969,"Ronald","356","mei",2.07,1.9,1.9,0,1,0,1.9,0,0,2,1,0,0,0,0,0,0,"Nulo",0.07,1.9
"victor-jacare",101201,"Victor Jacaré","354","ata",7.41,4.325,4.325,-1.97408359523389,4,-0.5,8.2,1,1.75,0,3.25,0,0,2.25,0.5,0.5,0,"Nulo",-0.19,1.3
"guga",101319,"Guga","282","lat",13.18,7.4,3.65,2.36212589359525,4,13.1,5.6,0.75,1.25,3,8,0.25,0,1,0.5,0,0,"Dúvida",-1.02,0.7
"bruno-silva",101422,"Bruno Silva","282","ata",1.95,1.5,1.5,0,1,0,1.5,2,0,0,1,0,0,0,2,0,0,"Nulo",-0.05,1.5
"isaque",101483,"Isaque","284","ata",3.75,2.275,2.275,-1.34001522658434,4,1,6.6,1.5,0.5,0.75,2,0,0,0.75,0.5,0,0,"Provável",-0.06,0.5
"alex",101600,"Alex","277","zag",2.48,1.5,1.5,0.153113512493616,2,1.5,4.8,0,0,2,5,0,0,0,0,0,0,"Nulo",1.22,4.8
"evanilson",101606,"Evanilson","266","ata",8.96,4.075,4.075,0.582643697707823,4,7.6,3.8,1,1.25,0.5,3.5,0,0.5,4.75,0.25,0.25,0,"Provável",0.07,2.2
"felipe-jonatan",101708,"Felipe Jonatan","277","lat",11.9,4.65,4.65,0.39855933261602,4,3.4,0.5,0.25,1.5,3.25,8.5,0,0,2,0,0.25,0,"Provável",1.89,11.8
"alerrandro",101715,"Alerrandro","Bragantino","ata",10.49,3.65,3.65,0,4,0,0,1.75,1,0.5,3,0,1.25,1.25,0.75,0.25,0,"Provável",2.86,11.5
"bruninho",101716,"Bruninho","292","mei",4.65,4.3,4.3,-0.869577404683069,3,1.2,4.5,1.66666666666667,0,2.33333333333333,3.66666666666667,0,0,0,0.666666666666667,0,0,"Nulo",-0.27,1.2
"marrony",101717,"Marrony","282","ata",11.81,7.75,7.75,1.74851134328924,4,10.1,0.6,2.75,1.5,1.5,1.75,0,0,0.25,0.25,0.5,0,"Dúvida",-2.41,0.5
"lucas-santos",101718,"Lucas Santos","267","mei",2.13,-0.2,-0.2,0,1,-0.2,0,0,0,0,2,0,0,0,0,0,0,"Nulo",-0.87,-0.2
"miranda",101720,"Miranda","267","zag",3.51,-0.2,-0.2,-0.235509036033524,2,-0.2,5,0,0,0,2,0,0,0,0,0,0,"Contundido",1.35,5
"gonzalo-carneiro",101796,"Gonzalo Carneiro","276","ata",4.09,0,0,1.19625824801383,2,6.8,0,0,0,0,0,0,0,0,0,0,0,"Nulo",1.86,6.8
"matheus-bueno",101832,"Matheus Bueno","294","mei",1.44,0.4,0.4,-0.399139582781794,3,0.7,1.7,0.666666666666667,0.333333333333333,0,1.33333333333333,0,0,0.333333333333333,0.666666666666667,0,0,"Provável",0.46,1.7
"ratinho",101841,"Ratinho","290","mei",1.56,0.2,0.2,0,1,0.2,0,1,1,0,1,0,0,0,1,0,0,"Nulo",-0.44,0.2
"vitinho",101960,"Vitinho","293","ata",15.28,10.55,10.55,1.2371658847009,4,18.2,11.2,2.25,1.5,1.5,6,0.25,0,2,0.25,0.75,0,"Provável",-1.96,-3.3
"lucas-halter",102253,"Lucas Halter","293","zag",2.97,1.6,1.6,0.357651695928953,3,2.5,-0.2,0,1.66666666666667,0,4,0.666666666666667,0,1,0,0,0,"Dúvida",-0.45,-0.8
"marquinhos",102292,"Marquinhos","292","ata",5.19,2.15,2.15,-0.583223947873597,4,0.8,2.7,0.75,1.25,1.25,4.5,0,0,3.5,0.75,0,0,"Provável",0.7,4.5
"caio-paulista",102318,"Caio Paulista","266","ata",3.57,1.9,1.9,0,1,0,1.9,0,0,2,1,0,0,0,0,0,0,"Nulo",-0.43,1.9
"alyson",102330,"Alyson","354","lat",3.59,3.1,3.1,0,1,3.1,0,1,3,5,12,0,1,1,1,0,0,"Dúvida",0.59,3.1
"araos",102352,"Araos","264","mei",9.42,9.33333333333333,9.33333333333333,-1.21729231652314,3,9.1,14.1,0.666666666666667,1.66666666666667,1.33333333333333,8.33333333333333,0.666666666666667,0,2,0,0.666666666666667,0,"Provável",2.44,9.1
"miguel-figueira",102565,"Miguel Figueira","290","mei",1.7,0.5,0.5,0,1,0,0.5,0,1,1,0,0,0,0,0,0,0,"Nulo",-0.3,0.5
"helinho",102598,"Helinho","276","ata",3.4,0.5,0.5,0.0712982391194809,2,1.8,0.5,0,0,0,0,0,0,1,0,0,0,"Nulo",0.26,1.8
"nathan",102667,"Nathan ","294","ata",0.74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Nulo",-0.26,0
"luan",102909,"Luan","276","mei",4.44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Nulo",-1.56,0
"rhuan",102958,"Rhuan","263","ata",1.6,0.5,0.5,-0.255962854377058,3,0.5,0.8,0,0,0.666666666666667,1.66666666666667,0,0,0,0,0,0,"Nulo",0.06,0.5
"mateus-goncalves",103076,"Mateus Gonçalves","354","ata",8.16,3.725,3.725,0.480374605990154,4,6.7,3.4,1.25,0.25,2.5,3,0,0,0.5,0.25,0,0,"Nulo",0.74,4.2
"ederson",103099,"Éderson","264","mei",4.87,1.5,1.5,-0.317324309407659,3,1.7,2.3,0,0.666666666666667,2,5,0,0,0.666666666666667,0,0,0,"Dúvida",0.2,1.7
"kaio-jorge",103445,"Kaio Jorge","277","ata",4.67,1.5,1.5,-0.0309708525981875,4,1,0.2,1.5,2.5,1.5,0.75,0,0.5,1.5,1.5,0,0,"Provável",0.17,2.7
"yuri-cesar",103446,"Yuri César ","356","ata",5.55,0.075,0.075,-0.194601399346457,4,-0.1,-0.1,0.75,1.5,0,2.75,0,0.25,1.25,0.75,0,0,"Nulo",4.05,14.1
"daniel-bessa",103591,"Daniel Bessa","290","mei",6.67,3.76666666666667,3.76666666666667,0.275836422554818,3,7.5,5.2,1,2.66666666666667,1,3,0,0,0.333333333333333,0,0.666666666666667,0,"Provável",1.89,7.5
"marcos-paulo",103645,"Marcos Paulo","266","ata",6.23,1.825,1.825,1.07353533795263,4,6.9,0.7,0.25,0.25,1,3.75,0.25,0.25,0,0.25,0,0,"Nulo",0.26,1.7
"bruno-mendez",103700,"Bruno Méndez","264","zag",3.18,0.5,0.5,0,1,0,0.5,0,0,1,5,0,0,0,0,0,0,"Provável",-0.82,0.5
"gabriel-menino",103767,"Gabriel Menino","275","mei",5.18,1.8,1.8,2.68938698709179,3,11.2,-2.9,0.666666666666667,2,1.33333333333333,5.33333333333333,0.333333333333333,0,1.33333333333333,0.333333333333333,0,0,"Provável",-0.23,3.9
"sabino",104075,"Sabino","294","zag",3.74,1.175,1.175,-0.787762131308934,4,0.7,3.6,0.25,1,1.25,5.75,0,0,0.5,0,0,0,"Provável",0.12,1
"bruno-fuchs",104085,"Bruno Fuchs","285","zag",8.69,2.9,-2.1,0.62355133439489,2,6.9,2.9,0,3,2,11,0,0,0,0,0,0,"Provável",2.24,6.9
"cleber",104125,"Cléber","354","ata",10.54,6.725,6.725,-0.174147581002923,4,9.1,9,2,1.75,0.75,2.5,0,0,0,1,0.75,0,"Provável",-0.6,-0.2
"ruan",104153,"Ruan","264","mei",1.36,0.366666666666667,0.366666666666667,0.153113512493616,3,1.5,-0.2,0,0,0.333333333333333,1.33333333333333,0,0,0.333333333333333,0,0,0,"Nulo",0.23,1.5
"joao-igor",104217,"João Igor","292","mei",2.9,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,"Nulo",-1.1,0
"joao-lucas",104257,"João Lucas","262","lat",4.17,11,6,-2.21952941535629,2,-3.9,11,1,2,4,8,0,0,6,1,0,0,"Contundido",-2.61,-3.9
"rick",104459,"Rick","354","ata",0.74,-1.1,-1.1,0,2,0,-1.1,0,2,0,1,0,0,0,0,0,0,"Nulo",0.02,0.3
"luis-phelipe",104500,"Luis Phelipe","Bragantino","ata",5.66,8.9,8.9,0,1,0,0,1,1,3,1,0,0,0,0,1,0,"Nulo",1.66,8.9
"christian",104502,"Christian","293","mei",0.72,-3.5,-3.5,0,1,0,-3.5,0,5,0,0,0,0,1,0,0,0,"Nulo",-0.28,-3.5
"abner-vinicius",104513,"Abner Vinícius","293","lat",9.59,6.6,4.1,-0.0514246709417212,4,2.9,7.2,0.75,1,2.75,8,0,0,0.5,0.5,0.25,0,"Dúvida",-1.6,-0.5
"luiz-henrique",104526,"Luiz Henrique","294","mei",0.84,0.6,0.6,0,2,0,0.6,0,0,1,4,0,0,0,0,0,0,"Provável",-0.17,0
"igor-jesus",104528,"Igor Jesus","294","ata",2.02,-0.1,-0.1,-0.0309708525981875,4,0.1,-0.7,0.25,1.5,0,4.25,0,0.75,2.5,0.25,0,0,"Nulo",0.76,2.9
"tailson",104578,"Tailson","277","ata",2.79,0.933333333333333,0.933333333333333,-0.480954856155929,3,0,1.4,0,0,0.666666666666667,0.666666666666667,0,0,0.666666666666667,0,0,0,"Nulo",0.35,1.7
"darlan",104593,"Darlan","284","mei",4.96,2,2,-0.317324309407659,2,2,2.6,0,2,2,0,0,0,2,0,0,0,"Nulo",0.61,2.6
"weverton",104625,"Weverton","Bragantino","lat",1.26,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Nulo",-0.22,-0.1
"vinicius",104660,"Vinícius","290","ata",1.45,1.6,1.6,0,1,0,1.6,1,1,1,1,0,0,0,0,0,0,"Provável",0.45,1.6
"luis-henrique",105049,"Luis Henrique ","263","ata",4.5,0.733333333333333,0.733333333333333,0.439466969303087,3,3.5,0.4,1.33333333333333,0,0,12,0,0.333333333333333,1,0,0,0,"Provável",0.64,3.5
"khellven",105175,"Khellven ","293","lat",4.52,3.63333333333333,0.3,-0.644585402904198,3,-2.2,5,0,0,0.333333333333333,3.66666666666667,0,0,0.666666666666667,0,0,0,"Dúvida",-1.09,-2.2
"heron",105339,"Heron","290","zag",0.75,-1.4,-1.4,0.378105514272486,2,0.4,-1.4,0,2,0,4,0,0,0,0,0,0,"Nulo",0.01,0.4
"lucas-piton",105584,"Lucas Piton","264","lat",3.72,2.4,2.4,0,1,2.4,0,0,2,0,1,1,0,0,0,0,0,"Nulo",-0.28,2.4
"miguel",105612,"Miguel","266","mei",2.39,0.3,0.3,0,1,0,0.3,0,0,0,2,0,0,1,0,0,0,"Nulo",-0.61,0.3
"talles-magno",105786,"Talles Magno","267","ata",9.91,4.96666666666667,4.96666666666667,-0.971846496400737,3,2.7,6.5,1,0.666666666666667,2,4,0.333333333333333,0,1.66666666666667,0,0,0,"Provável",0.48,6.5
"wesley",105811,"Wesley","275","ata",2.68,1.3,1.3,0,1,1.3,0,0,0,1,2,0,0,1,0,0,0,"Nulo",-0.32,1.3
"ivonei",105899,"Ivonei","277","mei",1.14,0.9,0.9,0,1,0,0.9,0,1,1,1,0,0,1,0,0,0,"Nulo",0.14,0.9
"ze-gabriel",105902,"Zé Gabriel","285","mei",2.45,1.1,1.1,0.0917520574630146,3,1.9,0.5,0,0.666666666666667,1,0.666666666666667,0,0,1,0,0,0,"Provável",0.21,1.9
"vinicius-mingotti",105909,"Vinicius Mingotti","293","ata",7.14,4.3,4.3,-1.99453741357742,4,-0.2,8.6,0.25,0.5,1.5,2.75,0.5,0.25,1.5,0.25,0,0,"Provável",-0.46,0
"daniel-oliveira",106076,"Daniel Oliveira","290","lat",0.74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Nulo",-0.26,0
"breno",106083,"Breno","290","mei",4.43,4.03333333333333,4.03333333333333,-0.337778127751193,3,2.6,3.3,0.333333333333333,0.333333333333333,3.66666666666667,2.33333333333333,0,0,1,0.333333333333333,0,0,"Provável",0.04,2.6
"gabriel-pec",106199,"Gabriel Pec","267","mei",2.48,1.5,1.5,0,2,1.5,0,1,4,2,2,0,0,4,0,0,0,"Provável",-0.4,0
"bruno-gomes",106202,"Bruno Gomes","267","mei",3.04,0.2,0.2,-0.562770129530063,3,-0.1,1.7,0,1.33333333333333,1,1.33333333333333,0,0,1,0,0,0,"Dúvida",0.22,1.7
"kawan",106219,"Kawan","293","mei",0.72,-2.6,-2.6,0,1,0,-2.6,0,2,0,1,0,0,0,0,0,0,"Nulo",-0.28,-2.6
"rodrigues",106322,"Rodrigues","290","lat",1.48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Nulo",-0.52,0
"caio-alexandre",106323,"Caio Alexandre","263","mei",7.08,1.3,1.3,1.68714988825864,3,11.6,2.4,0.333333333333333,0.666666666666667,1.66666666666667,4.66666666666667,0,0,1.33333333333333,0.333333333333333,0,0,"Provável",3.3,11.6
"neto-borges",106411,"Neto Borges","267","lat",4.43,-0.1,-0.1,-0.828669767996001,2,-0.1,8,0,0,0,1,0,0,0,0,0,0,"Dúvida",2.24,8
"peglow",106821,"Peglow","285","mei",2.76,0.2,0.2,0.684912789425491,2,4.5,0.2,0,1,1,3,0,0,0,0,0,0,"Nulo",1.21,4.5
"saldanha",107088,"Saldanha","265","ata",1.04,-0.2,-0.2,-0.15369376265939,3,0.3,0.1,0.666666666666667,0.666666666666667,0,0.666666666666667,0,0.666666666666667,0,0.666666666666667,0,0,"Nulo",0.06,0.1
"maxwell",107092,"Maxwell","292","ata",2.54,1.5,1.5,0,1,1.5,0,0,0,1,0,0,0,1,0,0,0,"Nulo",0.54,1.5
"luciano-juba",107093,"Luciano Juba","292","lat",0.75,-0.8,-0.8,-0.276416672720592,2,-1.2,-0.8,0,1,1,13,0,0,0,0,0,0,"Provável",0.01,-1.2
"patrick-de-paula",107172,"Patrick de Paula","275","mei",2.16,-0.633333333333333,-0.633333333333333,-0.215055217689991,3,-0.7,-0.6,0,2.33333333333333,1,4.66666666666667,0,0,0,0,0,0,"Provável",0.68,2.5
"michel-araujo",107173,"Michel Araújo ","266","mei",5.61,2.175,2.175,0.684912789425491,4,5.1,0.8,0.75,3.25,2.75,5,0,0,3,0.25,0,0,"Provável",1.05,4.9
"ignacio-jara",107318,"Ignacio Jara ","290","mei",1.48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Nulo",-0.52,0
"cayo-tenorio",107367,"Cayo Tenório","267","lat",3.72,6.1,1.1,0,2,6.1,0,1,0,0,2,0,0,1,1,0,0,"Provável",0.27,2.5
"rafael-luiz",107543,"Rafael Luiz","292","lat",1.43,1.4,1.4,0.214474967524217,2,1.4,-0.6,0,4,4,1,0,1,3,0,0,0,"Provável",-0.31,-0.6
"natanael",107554,"Natanael","294","lat",0.78,0.1,0.1,0,1,0,0.1,1,2,0,2,0,0,1,1,0,0,"Dúvida",-0.22,0.1
"pintado",107565,"Pintado","290","lat",1.32,-0.7,-0.7,0.275836422554818,2,3.8,-0.7,0,1,0,2,0,0,0,0,0,0,"Provável",0.58,3.8
"praxedes",107744,"Praxedes","285","mei",0.75,-1.9,-1.9,0.337197877585419,2,0.7,-1.9,1,2,1,12,0,0,0,1,0,0,"Nulo",0.03,0.7
"gabriel-lacerda",108176,"Gabriel Lacerda","354","zag",0.74,-0.6,-0.6,0,1,-0.6,0,0,0,0,6,0,0,0,0,0,0,"Provável",-0.26,-0.6
"vitor",108714,"Vitor","373","ata",1.26,1.7,1.7,0,1,0,1.7,1,1,1,0,0,0,0,0,0,0,"Nulo",0.26,1.7
"luiz-henrique",109282,"Luiz Henrique","266","ata",1.16,0.966666666666667,0.966666666666667,0.00993678408887985,3,1,0,1.33333333333333,1.33333333333333,0.333333333333333,1,0,0,0.666666666666667,1.33333333333333,0,0,"Provável",-0.16,0
"weverson",109426,"Weverson","Bragantino","lat",0.75,-0.266666666666667,-0.266666666666667,0,3,0,0,0.666666666666667,2.66666666666667,0.666666666666667,4,0,0,0,0,0,0,"Nulo",0.01,0.3
"marcos-leonardo",109497,"Marcos Leonardo","277","ata",0.75,-0.5,-0.5,0,1,0,-0.5,0,2,0,0,0,0,1,0,0,0,"Nulo",-0.25,-0.5
"gabriel-pereira",109588,"Gabriel Pereira","264","mei",0.83,0.2,0.2,0,1,0,0.2,0,1,0,3,0,0,2,0,0,0,"Nulo",-0.17,0.2
