,atletas.posicao_id,atletas.jogos_num,atletas.entrou_em_campo,atletas.media_num,atletas.apelido,atletas.variacao_num,atletas.clube_id,atletas.foto,atletas.clube.id.full.name,atletas.status_id,atletas.pontos_num,atletas.rodada_id,atletas.apelido_abreviado,atletas.slug,atletas.atleta_id,atletas.preco_num,atletas.nome,CA,DS,FC,FD,FF,FS,G,SG,A,I,PS,FT,V,CV,DE,DP,GS,PP,PC,GC
186,5,11,False,1.56,Juninho,0.0,262,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,6,0.0,24,Juninho,juninho,90307,4.24,Olávio Vieira dos Santos Júnior,,5.0,7.0,2.0,2.0,4.0,,,,2.0,,2.0,,,,,,,,
187,5,10,True,3.31,David,0.02,267,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,6,0.8,24,David,david,90309,6.12,David Correa da Fonseca,1.0,5.0,6.0,2.0,2.0,3.0,1.0,,3.0,1.0,,,,,,,,,,
188,4,9,True,2.8,Matheus Pereira,-0.4,356,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,7,2.4,24,M. Pereira,matheus-pereira,90370,5.21,Matheus Pereira da Silva,2.0,8.0,11.0,1.0,1.0,3.0,,,3.0,,,,,,,,,,,
189,4,5,True,1.14,Rezende,-0.31,265,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,6,0.0,24,Rezende,rezende,90449,2.84,Júlio César de Rezende Miranda,,3.0,6.0,,,6.0,,,,,,,,,,,,,,
190,4,2,True,2.9,Arthur Melo,-1.62,284,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,7,-0.8,24,A. Melo,arthur-melo,90532,9.92,Arthur Henrique Ramos de Oliveira Melo,,5.0,2.0,,,4.0,,,,1.0,,,,1.0,,,,,,
191,4,15,True,2.25,Caíque,-0.46,286,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,7,2.0,24,Caíque,caique,90588,4.24,Caique de Jesus Gonçalves,5.0,25.0,27.0,,1.0,19.0,,,,,,,,,,,,,1.0,
192,5,10,True,4.98,Chico da Costa,-1.16,2305,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,2,-0.2,24,C. Costa,chico-da-costa,90608,7.83,Francisco da Costa Aragão,1.0,2.0,8.0,1.0,6.0,9.0,5.0,,,4.0,,,,,,,,,,
193,4,16,True,4.02,Matheuzinho,0.12,287,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,7,2.5,24,Matheuzinho,matheuzinho,90703,9.55,Matheus Martins Fogaça de Paulo,3.0,17.0,11.0,9.0,4.0,37.0,2.0,,,2.0,,,,1.0,,,,,,
194,3,23,True,4.52,Fabrício Bruno,0.18,283,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,7,1.2,24,F. Bruno,fabricio-bruno,90768,8.07,Fabrício Bruno Soares de Faria,5.0,24.0,15.0,1.0,3.0,16.0,2.0,10.0,,,,,,,,,,,,
195,5,11,True,2.25,Carlos Eduardo,-0.31,2305,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,6,-0.3,24,C. Eduardo,carlos-eduardo,90917,3.83,Carlos Eduardo Ferreira de Souza,1.0,3.0,8.0,3.0,1.0,9.0,,,3.0,2.0,,,,,,,,,,
196,3,17,False,1.75,Zé Marcos,0.0,287,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,6,0.0,24,Z. Marcos,ze-marcos,90943,3.07,José Marcos Alves Luis,3.0,8.0,14.0,,,10.0,,4.0,,1.0,,,,,,,,,,
197,1,12,True,4.47,Ronaldo,1.68,265,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,7,9.9,24,Ronaldo,ronaldo,91101,7.11,Ronaldo de Oliveira Strada,,,,,,3.0,,3.0,,,,,,,31.0,2.0,16.0,,1.0,
198,5,8,True,2.91,Fernandinho,-0.41,354,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,6,0.2,24,Fernandinho,fernandinho,91130,5.13,Fernando José Marques Maciel,2.0,9.0,5.0,2.0,4.0,6.0,,,1.0,3.0,,,,,,,,,,
199,3,8,True,5.54,Kaio,0.73,263,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,7,7.0,24,Kaio,kaio,91158,9.9,Kaio Fernando da Silva Pantaleão,,10.0,7.0,2.0,5.0,10.0,,4.0,,,,,,,,,,,,
200,3,2,False,0.8,Éder,0.0,354,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,6,0.0,24,Éder,eder,91203,2.82,Éder Ferreira Graminho,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,
201,4,9,False,2.89,Erick Pulgar,0.0,262,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,5,0.0,24,E. Pulgar,erick-pulgar,91473,6.34,Erick Antonio Pulgar Farfán,2.0,12.0,13.0,2.0,,7.0,1.0,,,,,,,,,,,,,
202,3,5,False,2.04,Rodrigo Sam,0.0,286,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,5,0.0,24,R. Sam,rodrigo-sam,91509,4.25,Rodrigo Eduardo da Silva,2.0,8.0,8.0,,1.0,4.0,,,,2.0,,,,,,,,,,
203,3,14,False,5.84,Arboleda,0.0,276,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,7,0.0,24,Arboleda,arboleda,91573,9.22,Robert Abel Arboleda Escobar,2.0,20.0,9.0,,5.0,7.0,3.0,5.0,,2.0,,,,,,,,,,
204,5,21,True,3.89,Rony,-0.28,282,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,7,-0.3,24,Rony,rony,91607,9.37,Ronielson da Silva Barbosa,3.0,15.0,35.0,16.0,12.0,35.0,3.0,,,15.0,1.0,1.0,,,,,,,,
205,4,0,False,0.0,Dudu Vieira,0.0,286,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,6,0.0,24,D. Vieira,dudu-vieira,91627,3.0,Carlos Eduardo de Souza Vieira,,,,,,,,,,,,,,,,,,,,
206,2,16,True,4.97,Igor Cariús,0.23,292,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,6,5.0,24,I. Cariús,igor-carius,91639,8.29,Igor Aquino da Silva,1.0,31.0,17.0,5.0,4.0,19.0,,5.0,,5.0,,,,,,,,,1.0,1.0
207,2,17,True,5.51,Marlon,0.4,284,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,7,6.7,24,Marlon,marlon,91706,8.33,Marlon Rodrigues Xavier,3.0,40.0,16.0,2.0,2.0,15.0,,4.0,2.0,,,,,,,,,,,
208,3,17,False,3.02,David Duarte,0.0,265,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,6,0.0,24,D. Duarte,david-duarte,91772,4.73,David de Duarte Macedo,3.0,8.0,12.0,2.0,6.0,8.0,,7.0,,1.0,,,,,,,,,,
209,1,12,False,3.52,Caíque França,0.0,292,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,6,0.0,24,C. França,caique-franca,91808,6.53,Caíque França Godoy,2.0,2.0,,,,1.0,,2.0,,,,,,,39.0,,20.0,,,
210,3,14,False,3.88,Zé Ivaldo,0.0,277,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,7,0.0,24,Z. Ivaldo,ze-ivaldo,91866,5.92,José Ivaldo Almeida Silva,4.0,20.0,14.0,,11.0,10.0,1.0,3.0,,3.0,,,,1.0,,,,,1.0,
211,5,13,True,2.39,Pavón,0.19,284,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,6,2.2,24,Pavón,pavon,91908,4.92,Cristian David Pavón,4.0,11.0,6.0,5.0,7.0,8.0,,,1.0,1.0,,,,,,,,,,
212,5,10,False,1.72,Giovanny,0.0,286,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,6,0.0,24,Giovanny,giovanny,92085,3.2,Giovanny Bariani Marques,,3.0,4.0,,5.0,10.0,,,1.0,1.0,,,,,,,,,,
213,3,14,True,4.98,Lyanco,0.36,282,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,7,3.5,24,Lyanco,lyanco,92087,8.44,Lyanco Evangelista Silveira Neves Vojnovic,5.0,31.0,25.0,3.0,6.0,19.0,,5.0,,2.0,,,,2.0,,,,,1.0,
214,5,8,False,7.11,Arthur Cabral,0.0,263,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,6,0.0,24,A. Cabral,arthur-cabral,92171,13.26,Arthur Mendonça Cabral,,6.0,10.0,5.0,7.0,13.0,3.0,,1.0,2.0,1.0,1.0,,,,,,,,
215,3,11,True,2.08,Juninho,-0.37,285,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,3,-1.6,24,Juninho,juninho,92182,3.71,José Carlos Ferreira Júnior,3.0,12.0,6.0,2.0,6.0,5.0,,,,,,,,,,,,,,
216,3,2,False,0.6,Rodrigo Ely,0.0,284,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,5,0.0,24,R. Ely,rodrigo-ely,92237,4.75,Rodrigo Ely,,1.0,1.0,,,,,,,,,,,,,,,,,
217,3,18,True,3.6,André Ramalho,-0.47,264,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,7,2.9,24,A. Ramalho,andre-ramalho,92440,6.21,André Ramalho Silva,4.0,23.0,19.0,1.0,7.0,8.0,,6.0,,,,,,,,,,,1.0,
218,5,17,True,5.29,Renato Kayzer,0.29,287,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,7,2.1,24,R. Kayzer,renato-kayzer,92696,9.4,Renato Kayzer de Souza,2.0,6.0,25.0,6.0,11.0,33.0,7.0,,,10.0,,1.0,,,,,,,,
219,6,11,True,5.11,Daniel Paulista,0.52,292,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,7,7.02,24,D. Paulista,daniel-paulista,92702,8.57,Daniel Pollo Barioni,,,,,,,,,,,,,2.0,,,,,,,
