,atletas.status_id,atletas.pontos_num,atletas.atleta_id,atletas.variacao_num,atletas.foto,atletas.apelido,atletas.posicao_id,atletas.jogos_num,atletas.clube.id.full.name,atletas.nome,atletas.preco_num,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.media_num,atletas.slug,atletas.apelido_abreviado,atletas.clube_id,atletas.rodada_id,DS,FC,FD,FF,FS,G,CA,I,DE,DP,GS,SG,A,FT,V,PS,PC,CV,PP,GC
12,7,7.26,42411,-0.05,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Cuca,6,8,CAM,Alexi Stival,10.18,,True,5.94,cuca,Cuca,282,8,,,,,,,,,,,,,,,3.0,,,,,
13,7,7.0,42500,0.37,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Fagner,2,5,CRU,Fagner Conserva Lemos,8.41,,True,6.02,fagner,Fagner,283,8,11.0,6.0,,,3.0,,1.0,1.0,,,,3.0,,,,,,,,
14,6,0.0,50317,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,David Braz,3,0,MIR,David Braz de Oliveira Filho,5.0,,False,0.0,david-braz,D. Braz,2305,8,,,,,,,,,,,,,,,,,,,,
15,6,0.0,50353,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Titi,3,3,FOR,Christian Chagas Tarouco,6.28,,False,4.6,titi,Titi,356,8,5.0,4.0,,,1.0,,,,,,,2.0,,,,,,1.0,,
16,7,7.3,51413,1.22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Walter,1,2,MIR,Walter Leandro Capeloza Artune,7.71,,True,5.1,walter,Walter,2305,8,,,,,,,,,4.0,1.0,2.0,,,,,,,,,
17,6,1.5,51772,-1.17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Everton Ribeiro,4,7,BAH,Everton Augusto de Barros Ribeiro,7.78,,True,3.92,everton-ribeiro,E. Ribeiro,265,8,12.0,5.0,2.0,,9.0,1.0,1.0,,,,,,,,,,,1.0,,
18,6,0.0,52271,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Fernando,4,5,INT,Fernando Francisco Reges,6.54,,False,3.3,fernando,Fernando,285,8,8.0,2.0,3.0,,3.0,,,,,,,,,,,,,,,
19,6,0.0,52827,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,David Luiz,3,5,FOR,David Luiz Moreira Marinho,7.23,,False,3.34,david-luiz,D. Luiz,356,8,4.0,4.0,,3.0,1.0,,1.0,,,,,2.0,,,,,,,,
20,6,0.0,53865,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Léo Gamalho,5,0,MIR,Leonardo Gamalho de Souza,4.0,,False,0.0,leo-gamalho,L. Gamalho,2305,8,,,,,,,,,,,,,,,,,,,,
21,6,0.0,60793,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Alex Teixeira,5,5,VAS,Alex Teixeira Santos,2.76,,False,0.82,alex-teixeira,A. Teixeira,267,8,3.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,
22,6,0.0,60803,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Souza,3,0,VAS,Josef de Souza Dias,4.0,,False,0.0,souza,Souza,267,8,,,,,,,,,,,,,,,,,,,,
23,6,2.0,61188,-0.27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Gilberto,5,5,JUV,Gilberto Oliveira Souza Júnior,4.3,,True,1.72,gilberto,Gilberto,286,8,,5.0,2.0,1.0,6.0,,1.0,1.0,,,,,1.0,,,,,,,
24,7,5.9,61987,0.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Alex Sandro,2,6,FLA,Alex Sandro Lobo Silva,10.66,,True,4.42,alex-sandro,A. Sandro,262,8,8.0,14.0,,1.0,6.0,,,1.0,,,,3.0,,,,,,,,
25,6,0.0,62977,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Ganso,4,5,FLU,Paulo Henrique Chagas de Lima,7.08,,False,1.26,ganso,Ganso,266,8,2.0,1.0,,2.0,6.0,,1.0,,,,,,,,,,,,,
26,5,0.0,63007,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Neymar,4,2,SAN,Neymar da Silva Santos Júnior,19.72,,False,1.55,neymar,Neymar,277,8,,2.0,1.0,,7.0,,1.0,,,,,,,,,,,,,
27,6,0.0,63013,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Marcos Rocha,2,0,PAL,Marcos Luis Rocha Aquino,7.0,,False,0.0,marcos-rocha,M. Rocha,275,8,,,,,,,,,,,,,,,,,,,,
28,7,-0.6,63110,-0.94,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Alan Ruschel,2,5,JUV,Alan Luciano Ruschel,5.65,,True,3.5,alan-ruschel,A. Ruschel,286,8,7.0,3.0,,,6.0,,,1.0,,,,1.0,,,,,,,,
29,5,0.0,63289,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Edenílson,4,7,GRE,Edenílson Andrade dos Santos,4.97,,False,1.75,edenilson,Edenílson,284,8,3.0,5.0,,1.0,7.0,1.0,3.0,,,,,,,,,,,,,
30,6,0.0,68685,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Alan Patrick,4,6,INT,Alan Patrick Lourenço,14.69,,False,7.77,alan-patrick,A. Patrick,285,8,5.0,3.0,2.0,2.0,4.0,2.0,2.0,,,,,,4.0,,,,,,,
31,7,-0.3,68708,-0.38,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Eduardo,4,7,CRU,Carlos Eduardo de Oliveira Alves,3.17,,True,0.3,eduardo,Eduardo,283,8,,2.0,1.0,,1.0,,,,,,,,,,,1.0,,,,
32,6,0.9,68811,-1.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Oscar,4,1,SAO,Oscar dos Santos Emboaba Júnior,18.13,,True,0.9,oscar,Oscar,276,8,,1.0,1.0,,,,,,,,,,,,,,,,,
33,6,0.0,68872,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Marcelo Lomba,1,0,PAL,Marcelo Lomba do Nascimento,7.0,,False,0.0,marcelo-lomba,M. Lomba,275,8,,,,,,,,,,,,,,,,,,,,
34,7,1.9,68899,-1.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Philippe Coutinho,4,5,VAS,Philippe Coutinho Correia,10.02,,True,3.48,philippe-coutinho,P. Coutinho,267,8,,5.0,4.0,7.0,7.0,,,,,,,,1.0,,,,,,,
35,6,0.0,68920,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Dudu,5,5,CAM,Eduardo Pereira Rodrigues,9.15,,False,3.26,dudu,Dudu,282,8,4.0,4.0,,,7.0,1.0,,,,,,,,,,,,,,
36,6,0.0,68923,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Gil,3,6,SAN,Carlos Gilberto do Nascimento Silva,5.06,,False,2.25,gil,Gil,277,8,7.0,7.0,,2.0,1.0,,2.0,,,,,1.0,,,,,,,,
37,7,2.9,68928,-0.11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Rafael,1,7,SAO,Rafael Pires Monteiro,10.06,,True,4.61,rafael,Rafael,276,8,,,,,4.0,,1.0,,21.0,,6.0,2.0,,,,,,,,
38,7,7.2,68952,1.04,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Marinho,5,4,FOR,Mário Sérgio Santos Costa,7.89,,True,3.5,marinho,Marinho,356,8,1.0,6.0,,1.0,8.0,,,5.0,,,,,2.0,,,,,,,
39,7,11.3,68991,1.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Lucas Sasha,4,6,FOR,Lucas Pacheco Affini,8.98,,True,7.08,lucas-sasha,L. Sasha,356,8,27.0,13.0,2.0,,7.0,,,,,,,,,,,,,,,
40,6,0.8,68996,-0.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Willian José,5,6,BAH,Willian José da Silva,6.58,,True,1.75,willian-jose,W. José,265,8,,2.0,1.0,3.0,3.0,,,,,,,,,2.0,,,,,,
41,6,0.0,69014,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Manoel,3,0,FLU,Manoel Messias Silva Carvalho,5.0,,False,0.0,manoel,Manoel,266,8,,,,,,,,,,,,,,,,,,,,
42,6,0.0,69051,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Danilo Fernandes,1,0,BAH,Danilo Fernandes Batista,4.0,,False,0.0,danilo-fernandes,D. Fernandes,265,8,,,,,,,,,,,,,,,,,,,,
43,7,6.3,69138,-0.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Pablo,5,5,SPT,Pablo Felipe Teixeira,7.26,,True,3.88,pablo,Pablo,292,8,4.0,3.0,1.0,3.0,8.0,1.0,1.0,3.0,,,,,,,,,,,,
44,6,1.2,69140,-0.23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Allan,4,2,BOT,Allan Marques Loureiro,4.26,,True,0.6,allan,Allan,263,8,1.0,1.0,,,,,,,,,,,,,,,,,,
45,6,0.0,69783,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Danilo,3,1,FLA,Danilo Luiz da Silva,17.63,,False,17.1,danilo,Danilo,262,8,3.0,3.0,,,1.0,1.0,,,,,,1.0,,,,,,,,
46,6,0.0,70164,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Lucas Moura,4,0,SAO,Lucas Rodrigues Moura da Silva,5.0,,False,0.0,lucas-moura,L. Moura,276,8,,,,,,,,,,,,,,,,,,,,
47,6,0.0,70216,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Gustavo,1,4,JUV,Luiz Gustavo de Almeida Pinto,4.25,,False,2.37,gustavo,Gustavo,286,8,1.0,,,,,,,,10.0,1.0,12.0,,,,,,,,,
48,6,0.0,70221,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Bruno Uvini,3,0,VIT,Bruno Uvini Bortolança,4.0,,False,0.0,bruno-uvini,B. Uvini,287,8,,,,,,,,,,,,,,,,,,,,
49,7,3.8,70360,0.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Eduardo Sasha,5,8,RBB,Eduardo Colcenti Antunes,9.05,,True,5.85,eduardo-sasha,E. Sasha,280,8,2.0,2.0,8.0,8.0,11.0,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,
50,6,0.0,70449,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Gabriel,1,1,VIT,Gabriel Vasconcelos Ferreira,3.66,,False,1.1,gabriel,Gabriel,287,8,,,,,1.0,,,,2.0,,2.0,,,,,,,,,
51,6,6.2,70592,0.67,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Felipe Anderson,4,8,PAL,Felipe Anderson Pereira Gomes,6.7,,True,2.86,felipe-anderson,F. Anderson,275,8,9.0,8.0,2.0,5.0,5.0,,,1.0,,,,,,1.0,,,,,,
52,7,4.7,70666,-1.25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Marllon,3,7,CEA,Marllon Gonçalves Jerônimo Borges,8.0,,True,5.57,marllon,Marllon,354,8,5.0,5.0,,,4.0,2.0,,,,,,3.0,,,,,,,,
53,5,0.0,70788,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Enner Valencia,5,7,INT,Enner Remberto Valencia Lastra,6.63,,False,2.84,enner-valencia,E. Valencia,285,8,1.0,10.0,4.0,3.0,7.0,1.0,,3.0,,,,,,1.0,,,,,,
54,5,0.0,70916,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Diogo Barbosa,2,4,FOR,Diogo Barbosa Mendanha,9.03,,False,6.0,diogo-barbosa,D. Barbosa,356,8,2.0,1.0,,1.0,5.0,1.0,,,,,,2.0,,,,,,,,
55,6,0.0,70944,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Bruno Henrique,4,6,INT,Bruno Henrique Corsini,5.43,,False,1.9,bruno-henrique,B. Henrique,285,8,6.0,13.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
56,6,-0.9,70958,-0.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Jean Carlos,4,6,JUV,Jean Carlos Vicente,3.74,,True,1.08,jean-carlos,J. Carlos,286,8,3.0,3.0,1.0,3.0,1.0,,1.0,2.0,,,,,,,,,,,,
57,6,0.0,70984,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Payet,4,3,VAS,Florent Dimitri Payet,8.7,,False,5.23,payet,Payet,267,8,2.0,2.0,,1.0,5.0,,,,,,,,2.0,,,,,,,
58,6,0.0,71536,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Luiz Gustavo,4,1,SAO,Luiz Gustavo Dias,10.73,,False,9.6,luiz-gustavo,L. Gustavo,276,8,4.0,4.0,,1.0,2.0,,,,,,,,,1.0,,,,,,
59,7,6.8,71571,0.25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Fernando Miguel,1,4,CEA,Fernando Miguel Kaufmann,6.48,,True,5.75,fernando-miguel,F. Miguel,354,8,,,,,4.0,,,,10.0,,2.0,2.0,,,,,,,,
60,7,8.9,71631,0.03,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Weverton,1,8,PAL,Weverton Pereira da Silva,10.36,,True,7.54,weverton,Weverton,275,8,,,,,5.0,,1.0,,23.0,1.0,3.0,5.0,,,,,,,,
61,7,0.0,71680,-0.17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Raúl Cáceres,2,2,VIT,Raúl Alejandro Cáceres Bogado,1.72,,True,-0.95,raul-caceres,R. Cáceres,287,8,,3.0,,,,,1.0,,,,,,,,,,,,,
62,7,9.1,71684,0.59,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Gustavo Gómez,3,6,PAL,Gustavo Raúl Gómez Portillo,10.03,,True,4.58,gustavo-gomez,G. Gómez,275,8,5.0,6.0,1.0,2.0,3.0,,2.0,5.0,,,,4.0,,,,,,,,
63,5,0.0,71701,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Santiago Arias,2,2,BAH,Santiago Arias Naranjo,6.38,,False,0.6,santiago-arias,S. Arias,265,8,,,1.0,,2.0,,1.0,,,,,,,,,,,,,
64,6,0.0,71709,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Cuéllar,4,2,GRE,Gustavo Leonardo Cuellar Gallego,6.52,,False,3.1,cuellar,Cuéllar,284,8,4.0,1.0,,,1.0,,,,,,,,,,,,,,,
65,7,2.1,72018,-0.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Tiago Volpi,1,8,GRE,Tiago Luis Volpi,6.34,,True,2.86,tiago-volpi,T. Volpi,284,8,,,,,4.0,,1.0,,23.0,,12.0,1.0,,,,,1.0,,,
66,6,0.0,72279,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Thomazella,1,0,MIR,Carlos Eduardo Lecciolle Thomazella,2.0,,False,0.0,thomazella,Thomazella,2305,8,,,,,,,,,,,,,,,,,,,,
67,7,-1.5,72294,-2.07,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Everson,1,8,CAM,Everson Felipe Marques Pires,8.81,,True,4.53,everson,Everson,282,8,,,,,2.0,,1.0,,24.0,,10.0,3.0,,,,,,,,
68,6,0.0,72359,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Luiz Otávio,3,0,CEA,Luiz Otávio Anacleto Leandro,4.0,,False,0.0,luiz-otavio,L. Otávio,354,8,,,,,,,,,,,,,,,,,,,,
69,6,1.4,72460,0.06,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Bernard,4,8,CAM,Bernard Anício Caldeira Duarte,4.14,,True,1.09,bernard,Bernard,282,8,6.0,3.0,,1.0,2.0,,1.0,1.0,,,,,,,,,,,,
70,7,14.5,72493,2.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Alex Telles,2,7,BOT,Alex Nicolao Telles,11.33,,True,5.29,alex-telles,A. Telles,263,8,4.0,9.0,2.0,1.0,5.0,1.0,,,,,,4.0,,,,,,,,
71,7,1.8,72583,-1.41,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Pedro Henrique,5,4,CEA,Pedro Henrique Konzen Medina da Silva,8.4,,True,5.75,pedro-henrique,P. Henrique,354,8,5.0,8.0,3.0,3.0,6.0,1.0,1.0,1.0,,,,,,1.0,,,1.0,,,
72,6,0.0,72605,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Vitor Hugo,3,2,CAM,Vitor Hugo Franchescoli de Souza,7.02,,False,5.05,vitor-hugo,V. Hugo,282,8,2.0,,,2.0,1.0,,,,,,,1.0,,,,,,,,
73,7,0.0,72801,-0.59,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Wilker Ángel,3,4,JUV,Wílker José Ángel Romero,2.84,,True,0.02,wilker-angel,W. Ángel,286,8,1.0,4.0,,1.0,,,1.0,,,,,,,,,,,,,
74,6,0.0,72951,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Mercado,3,0,INT,Gabriel Iván Mercado,6.0,,False,0.0,mercado,Mercado,285,8,,,,,,,,,,,,,,,,,,,,
75,6,0.0,73318,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Daniel Borges,2,4,MIR,Daniel Fortunato Borges,4.11,,False,4.58,daniel-borges,D. Borges,2305,8,3.0,5.0,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,
76,7,1.9,73384,-0.65,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Samuel Xavier,2,7,FLU,Samuel Xavier Brito,8.75,,True,4.58,samuel-xavier,S. Xavier,266,8,7.0,8.0,1.0,1.0,10.0,1.0,1.0,,,,,2.0,,,,,,,,
77,7,8.4,73515,1.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Gabriel,4,6,MIR,Gabriel Santana Pinto,6.8,,True,3.97,gabriel,Gabriel,2305,8,2.0,,1.0,1.0,4.0,2.0,,2.0,,,,,,,,1.0,,,,
