,atletas.status_id,atletas.pontos_num,atletas.atleta_id,atletas.variacao_num,atletas.foto,atletas.apelido,atletas.posicao_id,atletas.jogos_num,atletas.clube.id.full.name,atletas.nome,atletas.preco_num,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.media_num,atletas.slug,atletas.apelido_abreviado,atletas.clube_id,atletas.rodada_id,DS,FC,FD,FF,FS,G,CA,I,DE,DP,GS,SG,A,FT,V,PS,PC,CV,PP,GC
78,7,1.7,74187,0.04,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Rincón,4,3,SAN,Tomás Eduardo Rincón Hernández,4.1,,True,0.7,rincon,Rincón,277,8,1.0,6.0,,3.0,4.0,,2.0,,,,,,,,,,,,,
79,6,-0.3,77485,-0.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Carrillo,4,7,COR,André Martín Carrillo Díaz,5.55,,True,2.14,carrillo,Carrillo,264,8,9.0,12.0,1.0,2.0,5.0,,,2.0,,,,,,,,,,,,
80,7,1.5,77656,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Cédric Soares,2,6,SAO,Cédric Ricardo Alves Soares,7.09,,True,2.8,cedric-soares,C. Soares,276,8,5.0,4.0,,,3.0,,1.0,,,,,1.0,1.0,,,,,,,
81,7,2.1,77664,-1.27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Sérgio Oliveira,4,5,SPT,Sérgio Miguel Relvas de Oliveira,9.19,,True,6.16,sergio-oliveira,S. Oliveira,292,8,11.0,10.0,2.0,3.0,5.0,1.0,1.0,,,,,,,1.0,,,,,,
82,5,0.0,77777,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,João Schmidt,4,7,SAN,João Felipe Schmidt Urbano,5.97,,False,3.23,joao-schmidt,J. Schmidt,277,8,15.0,14.0,1.0,4.0,4.0,,2.0,1.0,,,,,,,,,,,,
83,7,1.0,78117,-1.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Everaldo,5,8,FLU,Everaldo Stum,3.62,,True,1.8,everaldo,Everaldo,266,8,2.0,8.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,
84,5,0.0,78248,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Gustavo Henrique,3,3,COR,Gustavo Henrique Vernes,7.25,,False,3.33,gustavo-henrique,G. Henrique,264,8,6.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,
85,6,0.0,78445,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Renê,2,6,FLU,Renê Rodrigues Martins,9.69,,False,7.42,rene,Renê,266,8,17.0,6.0,,1.0,4.0,1.0,,,,,,2.0,,,,,,,,
86,7,6.13,78479,0.33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Cleber Xavier,6,2,SAN,Cleber Marcio Serpa Xavier,11.15,,True,4.84,cleber-xavier,C. Xavier,277,8,,,,,,,,,,,,,,,,,,,,
87,7,0.7,78605,-0.89,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Gabriel,4,7,RBB,Gabriel Girotto Franco,5.62,,True,3.85,gabriel,Gabriel,280,8,18.0,12.0,,2.0,8.0,,2.0,,,,,,,,,,,,,
88,7,4.1,78850,0.4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Reinaldo,2,8,MIR,Reinaldo Manoel da Silva,7.86,,True,5.32,reinaldo,Reinaldo,2305,8,6.0,7.0,3.0,,2.0,4.0,2.0,,,,,,1.0,,,,,,1.0,
89,6,0.0,78851,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Richard,1,0,CEA,Richard de Oliveira Costa,5.0,,False,0.0,richard,Richard,354,8,,,,,,,,,,,,,,,,,,,,
90,6,0.0,78855,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Thiago Santos,3,3,FLU,Thiago dos Santos,5.93,,False,3.4,thiago-santos,T. Santos,266,8,,1.0,,,1.0,,,,,,,2.0,,,,,,,,
91,5,0.0,79066,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Alex Muralha,1,6,MIR,Alex Roberto Santana Rafael,3.34,,False,2.37,alex-muralha,A. Muralha,2305,8,,,,,1.0,,2.0,,19.0,,9.0,,,,,,,,,
92,5,0.0,79266,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Bruno Ferreira,1,3,CEA,Bruno Ferreira Ventura Diniz - de Lins,5.49,,False,4.4,bruno-ferreira,B. Ferreira,354,8,,1.0,,,1.0,,1.0,,10.0,,4.0,1.0,,,,,,,,
93,7,3.67,79437,-0.32,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Roger Machado,6,8,INT,Roger Machado Marques,9.61,,True,5.28,roger-machado,R. Machado,285,8,,,,,,,,,,,,,,,2.0,,,,,
94,5,0.0,79631,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Cano,5,6,FLU,Germán Ezequiel Cano,8.41,,False,3.17,cano,Cano,266,8,1.0,4.0,1.0,9.0,7.0,1.0,1.0,2.0,,,,,,,,,,,,
95,7,1.7,79701,0.11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Lucas Silva,4,7,CRU,Lucas Silva Borges,4.89,,True,2.23,lucas-silva,L. Silva,283,8,4.0,14.0,1.0,2.0,4.0,,1.0,,,,,,2.0,,,,,,,
96,6,0.0,79702,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Antônio Carlos,3,0,SPT,Antônio Carlos Cunha Capocasali Júnior,4.0,,False,0.0,antonio-carlos,A. Carlos,292,8,,,,,,,,,,,,,,,,,,,,
97,6,0.0,80076,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Zé Roberto,5,0,SPT,José Roberto Assunção de Araújo Filho,6.0,,False,0.0,ze-roberto,Z. Roberto,292,8,,,,,,,,,,,,,,,,,,,,
98,7,2.1,80129,-0.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Jadson,4,8,JUV,Jadson Alves dos Santos,6.14,,True,4.1,jadson,Jadson,286,8,16.0,9.0,2.0,1.0,13.0,,2.0,2.0,,,,,1.0,,,,1.0,,,
99,6,2.2,80196,-0.41,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Yago Pikachu,4,7,FOR,Glaybson Yago Souza Lisboa,5.71,,True,2.35,yago-pikachu,Y. Pikachu,356,8,5.0,2.0,3.0,1.0,5.0,,,3.0,,,,,,1.0,,,,,,
100,3,0.0,80225,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Rafa Silva,5,0,MIR,Rafael da Silva,4.0,,False,0.0,rafa-silva,R. Silva,2305,8,,,,,,,,,,,,,,,,,,,,
101,6,0.0,80287,-0.64,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Luciano,5,6,SAO,Luciano da Rocha Neves,6.69,,True,1.43,luciano,Luciano,276,8,1.0,5.0,2.0,4.0,4.0,,,,,,,,,,,1.0,,,,
102,6,0.0,80313,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Gilberto,2,6,BAH,Gilberto Moraes Júnior,8.44,,False,5.18,gilberto,Gilberto,265,8,8.0,6.0,1.0,1.0,4.0,1.0,1.0,1.0,,,,2.0,,,,,,,,
103,6,-0.3,80544,-0.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Pol Fernández,4,5,FOR,Guillermo Matías Fernández,6.08,,True,2.38,pol-fernandez,P. Fernández,356,8,2.0,6.0,1.0,,1.0,,1.0,,,,,,2.0,,,,,,,
104,7,1.7,80570,-0.65,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Wendell,2,5,SAO,Wendell Nascimento Borges,9.05,,True,3.7,wendell,Wendell,276,8,4.0,5.0,,,8.0,,,,,,,2.0,,,,,,,,
105,7,0.0,80583,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Lucas Lima,4,7,SPT,Lucas Rafael Araújo Lima,6.35,,False,3.17,lucas-lima,L. Lima,292,8,4.0,13.0,6.0,1.0,11.0,,3.0,4.0,,,,,2.0,,,,,,,
106,6,0.0,81091,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Jair,4,5,VAS,Jair Rodrigues Júnior,5.5,,False,2.32,jair,Jair,267,8,8.0,8.0,,,8.0,,2.0,,,,,,,,,,,,,
107,7,-0.8,81121,-1.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Lucas Mugni,4,6,CEA,Lucas Andrés Mugni,6.38,,True,4.62,lucas-mugni,L. Mugni,354,8,11.0,13.0,1.0,3.0,7.0,,2.0,,,,,,2.0,,,,,,,
108,6,0.0,81150,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Mayke,2,1,PAL,Mayke Rocha de Oliveira,9.38,,False,8.1,mayke,Mayke,275,8,3.0,3.0,,,1.0,,1.0,,,,,1.0,,,,,,,,
109,5,0.0,81401,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Gonçalo Paciência,5,2,SPT,Gonçalo Mendes Paciência,7.13,,False,1.3,goncalo-paciencia,G. Paciência,292,8,,1.0,,3.0,1.0,,,,,,,,,,,,,,,
110,7,1.7,81845,-0.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Alisson,4,7,SAO,Alisson Euler de Freitas Castro,4.65,,True,1.2,alisson,Alisson,276,8,4.0,8.0,1.0,2.0,8.0,,2.0,,,,,,,,,,,,,
111,7,6.3,81881,-1.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,João Ricardo,1,7,FOR,João Ricardo Riedi,10.94,,True,6.41,joao-ricardo,J. Ricardo,356,8,,,,,,,,,23.0,,5.0,4.0,,,,,,,,
112,5,0.0,81952,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Willian Oliveira,4,3,VIT,Willian Osmar de Oliveira Silva,3.73,,False,1.07,willian-oliveira,W. Oliveira,287,8,1.0,2.0,,1.0,5.0,,1.0,,,,,,,,,,,,,
113,6,0.0,82407,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Chico Kim,4,1,MIR,Francisco Hyun-Sol Kim,5.34,,False,5.9,chico-kim,C. Kim,2305,8,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
114,6,0.0,82455,-0.88,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Zé Rafael,4,1,SAN,José Rafael Vivian,7.12,,True,0.0,ze-rafael,Z. Rafael,277,8,,,,,,,,,,,,,,,,,,,,
115,5,0.0,82463,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Otávio,4,0,FLU,Otávio Henrique Passos Santos,7.0,,False,0.0,otavio,Otávio,266,8,,,,,,,,,,,,,,,,,,,,
116,6,10.6,82627,1.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Luiz Araújo,5,7,FLA,Luiz de Araújo Guimarães Neto,9.06,,True,4.32,luiz-araujo,L. Araújo,262,8,11.0,2.0,1.0,4.0,4.0,,,1.0,,,,,1.0,1.0,,,,,,
117,7,3.7,82628,-0.67,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Tinga,2,4,FOR,Guilherme de Jesus da Silva,9.62,,True,6.6,tinga,Tinga,356,8,3.0,2.0,,,1.0,1.0,1.0,,,,,3.0,,,,,,,,
118,7,2.0,82766,-0.57,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Wellington Rato,4,4,VIT,Wellington Soares da Silva,7.12,,True,3.4,wellington-rato,W. Rato,287,8,1.0,2.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,
119,7,5.0,82775,0.31,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Lucas Ramon,2,7,MIR,Lucas Ramon Batista Silva,8.13,,True,5.47,lucas-ramon,L. Ramon,2305,8,15.0,8.0,,1.0,11.0,1.0,1.0,1.0,,,,,1.0,,,,,,,
120,6,0.0,83048,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Rafael Thyere,3,0,SPT,Rafael Thyere de Albuquerque Marques,5.0,,False,0.0,rafael-thyere,R. Thyere,292,8,,,,,,,,,,,,,,,,,,,,
121,6,0.0,83252,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Recalde,4,0,CEA,Jorge Eduardo Recalde Ramírez,3.0,,False,0.0,recalde,Recalde,354,8,,,,,,,,,,,,,,,,,,,,
122,6,2.5,83257,-0.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Gabriel,5,6,CRU,Gabriel Barbosa Almeida,6.93,,True,2.97,gabriel,Gabriel,283,8,,1.0,2.0,3.0,3.0,2.0,,2.0,,,,,,,,,,,1.0,
123,6,0.0,83276,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Julio Furch,5,0,SAN,Julio César Furch,4.0,,False,0.0,julio-furch,J. Furch,277,8,,,,,,,,,,,,,,,,,,,,
124,7,5.0,83528,0.49,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Léo Pereira,3,8,FLA,Leonardo Pereira,9.07,,True,4.45,leo-pereira,L. Pereira,262,8,2.0,4.0,,1.0,2.0,1.0,,,,,,5.0,,,,,1.0,,,
125,6,0.0,83786,-0.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Neris,3,3,VIT,Hueglo dos Santos Neris,3.37,,True,0.0,neris,Neris,287,8,1.0,7.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,
126,6,0.0,83817,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Clayson,5,6,MIR,Clayson Henrique da Silva Vieira,5.42,,False,1.72,clayson,Clayson,2305,8,1.0,4.0,2.0,1.0,8.0,,2.0,2.0,,,,,1.0,,,,,,,
127,7,3.4,84042,0.1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Tiquinho Soares,5,8,SAN,Francisco das Chagas Soares dos Santos Meireles,8.69,,True,3.54,tiquinho-soares,T. Soares,277,8,5.0,16.0,3.0,7.0,11.0,1.0,2.0,1.0,,,,,1.0,,,,,,,
128,6,0.0,84094,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Ruan Carneiro,1,0,JUV,Eudes Ruan de Souza Carneiro,1.0,,False,0.0,ruan-carneiro,R. Carneiro,286,8,,,,,,,,,,,,,,,,,,,,
129,7,2.1,84263,-0.81,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Jemerson,3,8,GRE,Jemerson de Jesus Nascimento,5.45,,True,3.8,jemerson,Jemerson,284,8,11.0,12.0,1.0,1.0,3.0,1.0,2.0,,,,,1.0,,1.0,,,,,,
130,3,-1.3,84428,-0.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Fernando Sobral,4,7,CEA,Fernando Pereira do Nascimento,4.46,,True,2.06,fernando-sobral,F. Sobral,354,8,10.0,8.0,,1.0,8.0,,3.0,,,,,,,,,,,,,
131,6,2.9,84523,0.44,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Romarinho,5,2,SPT,José Romário Silva de Souza,3.91,,True,1.45,romarinho,Romarinho,292,8,,,2.0,,1.0,,,,,,,,,,,,,,,
132,6,0.0,84558,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Lucas Romero,4,7,CRU,Lucas Daniel Romero,8.3,,False,5.44,lucas-romero,L. Romero,283,8,17.0,8.0,,2.0,7.0,1.0,3.0,1.0,,,,,1.0,,,,,,,
133,6,2.3,84674,-0.26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Lucas Evangelista,4,5,PAL,Lucas Evangelista Santana de Oliveira,5.83,,True,1.72,lucas-evangelista,L. Evangelista,275,8,3.0,3.0,1.0,1.0,6.0,,,,,,,,,,,,,,,
134,7,9.4,84816,1.77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Varela,2,3,FLA,Guillermo Varela Olivera,7.78,,True,5.3,varela,Varela,262,8,4.0,,,,,,,1.0,,,,2.0,,,,,,,,
135,7,5.2,84847,0.81,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Luan Peres,3,2,SAN,Luan Peres Petroni,6.22,,True,2.65,luan-peres,L. Peres,277,8,1.0,4.0,,,2.0,,1.0,,,,,1.0,,,,,,,,
136,7,2.9,85004,-1.07,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Marcos Felipe,1,5,BAH,Marcos Felipe de Freitas Monteiro,7.63,,True,5.58,marcos-felipe,M. Felipe,265,8,,,,,,,,,13.0,,4.0,3.0,,,,,,,,
137,6,0.0,85034,-0.41,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Óscar Romero,4,6,INT,Óscar David Romero Villamayor,4.98,,True,1.9,oscar-romero,Ã. Romero,285,8,2.0,1.0,,4.0,5.0,,1.0,,,,,,1.0,,,,1.0,,,
138,7,2.4,85048,-2.04,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Memphis Depay,5,7,COR,Memphis Depay,15.69,,True,8.42,memphis-depay,M. Depay,264,8,4.0,4.0,4.0,6.0,11.0,3.0,2.0,,,,,,3.0,2.0,,,,,1.0,
139,7,1.5,85403,-0.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Danielzinho,4,8,MIR,Daniel de Oliveira Sertanejo,5.28,,True,3.66,danielzinho,Danielzinho,2305,8,9.0,10.0,1.0,2.0,14.0,,,,,,,,1.0,1.0,,1.0,,,,
140,6,0.0,85425,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,João Paulo,1,0,SAN,João Paulo Silva Martins,6.19,,False,-1.0,joao-paulo,J. Paulo,277,8,,,,,,,1.0,,,,,,,,,,,,,
141,6,0.0,85465,-0.62,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Alex Santana,4,3,COR,Alex Paulo Menezes Santana,4.28,,True,0.4,alex-santana,A. Santana,264,8,,2.0,,1.0,2.0,,,,,,,,,,,,,,,
142,7,0.7,85856,0.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Ricardo Ryller,4,8,VIT,Ricardo Ryller Ribeiro Lino Silva,2.54,,True,0.87,ricardo-ryller,R. Ryller,287,8,6.0,14.0,1.0,,4.0,,1.0,,,,,,,,,,,,,
143,5,0.0,85930,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Aylon,5,4,CEA,Aylon Darwin Tavella,4.89,,False,4.05,aylon,Aylon,354,8,4.0,6.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,
144,6,0.0,85931,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Hyoran,4,0,SPT,Hyoran Kaue Dalmoro,5.0,,False,0.0,hyoran,Hyoran,292,8,,,,,,,,,,,,,,,,,,,,
145,6,0.0,86292,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Bolasie,5,3,CRU,Yannick Bolasie,4.62,,False,0.07,bolasie,Bolasie,283,8,,1.0,,,1.0,,,,,,,,,,,,,,,
146,6,0.0,86410,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Victor Luis,2,1,VAS,Victor Luis Chuab Zamblauskas,4.24,,False,1.7,victor-luis,V. Luis,267,8,,,1.0,,1.0,,,,,,,,,,,,,,,
147,6,0.0,86485,-0.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Keno,5,4,FLU,Marcos da Silva França,6.01,,True,1.95,keno,Keno,266,8,1.0,2.0,1.0,4.0,5.0,,,,,,,,,,,,,,,
148,6,0.0,86508,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Jandrei,1,0,SAO,Jandrei Chitolina Carniel,5.0,,False,0.0,jandrei,Jandrei,276,8,,,,,,,,,,,,,,,,,,,,
149,5,0.0,86536,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Richardson,4,0,CEA,Richardson Fernandes dos Santos,4.0,,False,0.0,richardson,Richardson,354,8,,,,,,,,,,,,,,,,,,,,
150,7,0.0,86686,-0.66,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Tchê Tchê,4,5,VAS,Danilo das Neves Pinheiro,3.96,,True,0.8,tche-tche,T. Tchê,267,8,1.0,,,,5.0,,,,,,,,,,,,,,,
151,6,1.2,86757,-0.66,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Everton,5,8,FLA,Everton Sousa Soares,8.48,,True,3.87,everton,Everton,262,8,7.0,3.0,3.0,6.0,,1.0,,,,,,,1.0,,,,,,,
152,7,0.9,86766,-0.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Matheus Rossetto,4,5,FOR,Matheus Rossetto,3.99,,True,1.52,matheus-rossetto,M. Rossetto,356,8,5.0,3.0,,,2.0,,,,,,,,,,,,,,,
153,6,0.0,86777,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Danilo Barbosa,4,1,BOT,Danilo Barbosa da Silva,4.87,,False,-1.3,danilo-barbosa,D. Barbosa,263,8,,1.0,,,,,1.0,,,,,,,,,,,,,
154,6,0.0,86820,-0.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Reginaldo,2,3,JUV,Reginaldo Lopes de Jesus,3.4,,True,1.67,reginaldo,Reginaldo,286,8,,,,,,,,,,,,1.0,,,,,,,,
155,6,0.0,86859,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,José Welison,4,5,FOR,José Welison da Silva,3.44,,False,0.68,jose-welison,J. Welison,356,8,2.0,2.0,,,2.0,,,,,,,,,,,,,,,
156,5,0.0,86863,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Luiz Otávio,3,0,MIR,Luiz Otávio da Silva Santos,4.0,,False,0.0,luiz-otavio,L. Otávio,2305,8,,,,,,,,,,,,,,,,,,,,
