,atletas.posicao_id,atletas.apelido,atletas.variacao_num,atletas.preco_num,atletas.rodada_id,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.clube.id.full.name,atletas.status_id,atletas.entrou_em_campo,atletas.slug,atletas.atleta_id,atletas.apelido_abreviado,atletas.clube_id,atletas.foto,atletas.pontos_num,CA,DS,FC,FF,FS,G,I,FD,SG,A,PS,FT,V,CV,DE,DP,GS,PC,PP,GC
374,2,João Lucas,0.0,5.45,23,2,2.65,João Lucas de Almeida Carvalho,GRE,6,False,joao-lucas,104257,J. Lucas,284,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,1.0,5.0,4.0,,,,,,,,,,,,,,,,,
375,2,Hereda,0.0,5.91,23,11,4.79,Diogo Hereda da Silva,SPT,5,False,hereda,104271,Hereda,292,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,1.0,17.0,12.0,7.0,18.0,,2.0,2.0,2.0,1.0,,,,,,,,,,
376,4,Dudu,-0.82,1.18,23,1,-1.6,Eduardo Marcelo Rodrigues Nunes,VIT,6,True,dudu,104330,Dudu,287,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,-1.6,1.0,,2.0,,,,,,,,,,,,,,,,,
377,4,Christian,-0.43,6.95,23,17,4.47,Christian Roberto Alves Cardoso,CRU,7,True,christian,104502,Christian,283,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,1.4,7.0,23.0,29.0,9.0,21.0,3.0,4.0,5.0,,2.0,,,,,,,,,,
378,4,Camilo,0.0,3.77,23,11,1.87,Camilo Reijers de Oliveira,GRE,6,False,camilo,104519,Camilo,284,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,,16.0,15.0,2.0,1.0,,,,,,,,,,,,,1.0,,
379,4,Vinícius Zanocelo,0.0,5.0,23,0,0.0,Vinícius Nelson de Souza Zanocelo,CEA,6,False,vinicius-zanocelo,104521,V. Zanocelo,354,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,
380,1,Fabrício,0.0,2.0,23,0,0.0,Fabrício Oliveira de Souza,RBB,6,False,fabricio,104588,Fabrício,280,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,
381,4,Matheus Bianqui,0.3,3.07,23,10,1.05,Matheus Henrique Bianqui,MIR,6,True,matheus-bianqui,104640,M. Bianqui,2305,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2.0,1.0,4.0,5.0,3.0,1.0,,,1.0,,,,1.0,,,,,,,,
382,5,Moisés,0.0,11.49,23,3,3.53,Moisés Vieira da Veiga,FOR,6,False,moises,104666,Moisés,356,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.0,1.0,2.0,1.0,3.0,1.0,,2.0,1.0,,1.0,,,,,,,,,,
383,4,Newton,-0.91,4.53,23,10,3.39,Newton Araújo da Costa Júnior,BOT,6,True,newton,104693,Newton,263,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2.4,2.0,14.0,17.0,5.0,3.0,1.0,1.0,3.0,,,,1.0,,,,,,,,
384,6,Juan Vojvoda,-0.43,10.14,23,14,5.13,Juan Pablo Vojvoda Rizzo,SAN,7,True,juan-vojvoda,104754,J. Vojvoda,277,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,4.05,,,,,,,,,,,,,2.0,,,,,,,
385,2,Enzo Díaz,0.2,10.31,23,19,6.2,Enzo Hernán Díaz,SAO,7,True,enzo-diaz,104758,E. Díaz,276,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,13.0,6.0,48.0,38.0,6.0,24.0,,1.0,1.0,6.0,3.0,,1.0,,,,,,3.0,,
386,4,Acevedo,0.55,5.33,23,16,2.82,Nicolás Brian Acevedo Tabárez,BAH,7,True,acevedo,104783,Acevedo,265,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,7.4,2.0,27.0,12.0,1.0,7.0,,,5.0,,,,,,,,,,,,
387,1,Jorge Meurer,0.0,2.0,23,0,0.0,Jorge Meurer Bartholdy,GRE,6,False,jorge-meurer,104933,J. Meurer,284,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,
388,3,Wagner Leonardo,0.0,5.97,23,19,3.03,Wagner Leonardo Calvelo de Souza,GRE,7,False,wagner-leonardo,104994,W. Leonardo,284,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,2.0,21.0,14.0,1.0,4.0,,1.0,4.0,4.0,1.0,,,,,,,,,,
389,3,João Marcelo,0.0,7.0,23,0,0.0,João Marcelo Messias Ferreira,CRU,6,False,joao-marcelo,105047,J. Marcelo,283,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,
390,4,Reinier,0.2,4.22,23,4,1.43,Reinier Jesus Carvalho,CAM,6,True,reinier,105068,Reinier,282,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,2.8,1.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
391,3,Alexis Duarte,0.0,6.0,23,0,0.0,Alexis David Duarte Pereira,SAN,6,False,alexis-duarte,105114,A. Duarte,277,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,
392,2,Khellven,-0.57,6.45,23,5,3.4,Khellven Douglas Silva Oliveira,PAL,7,True,khellven,105175,Khellven,275,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,1.5,,5.0,10.0,,5.0,,,,2.0,,,,,,,,,,,
393,2,Sant'Anna,0.0,5.06,23,9,2.4,Ariel Agustín Sant'Anna Quintero,RBB,6,False,sant-anna,105213,Sant'Anna,280,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,3.0,8.0,8.0,6.0,2.0,,1.0,1.0,1.0,,,1.0,,,,,,,,
394,4,Santiago Rodríguez,0.0,6.18,23,12,2.8,Santiago Mariano Rodríguez Molina,BOT,6,False,santiago-rodriguez,105214,S. Rodríguez,263,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,1.0,9.0,6.0,4.0,10.0,,1.0,4.0,,2.0,,,,,,,,,,
395,3,Gastón Ávila,1.24,9.3,23,11,4.21,Gastón Luciano Ávila,FOR,7,True,gaston-avila,105258,G. Ávila,356,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,11.5,1.0,20.0,6.0,2.0,8.0,,1.0,3.0,2.0,,,,,,,,,,,
396,3,Ferraresi,0.0,9.01,23,17,6.78,Nahuel Adolfo Ferraresi Hernández,SAO,7,False,ferraresi,105300,Ferraresi,276,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,2.0,51.0,21.0,2.0,17.0,,1.0,,5.0,3.0,,,,,,,,,,1.0
397,4,Lucas Lima,0.0,2.65,23,9,0.89,Lucas Eduardo Lima da Silva,CEA,6,False,lucas-lima,105337,L. Lima,354,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,,4.0,1.0,1.0,3.0,,,,,,,,,,,,,,,
398,3,Gabriel Xavier,-1.59,5.07,23,5,2.14,Gabriel Lheman Xavier - Lhman,BAH,7,True,gabriel-xavier,105373,G. Xavier,265,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,-0.6,1.0,2.0,6.0,,1.0,,,,2.0,,,,,,,,,,,
399,4,Carrascal,0.46,7.9,23,3,2.07,Jorge Andrés Carrascal Guardo,FLA,6,True,carrascal,105436,Carrascal,262,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,5.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,
400,2,Matheus Bidu,-0.3,10.38,23,14,6.44,Matheus Lima Beltrão Oliveira Valin,COR,7,True,matheus-bidu,105531,M. Bidu,264,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5.4,3.0,21.0,11.0,6.0,32.0,,4.0,3.0,6.0,2.0,1.0,,,,,,,,,
401,5,Carlos Vinícius,0.0,7.24,23,3,0.9,Carlos Vinícius Alves Morais,GRE,7,False,carlos-vinicius,105563,C. Vinícius,284,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,1.0,1.0,5.0,,9.0,,2.0,2.0,,,,,,1.0,,,,,,
402,5,Lucero,-0.58,7.3,23,18,2.76,Juan Martín Lucero,FOR,7,True,lucero,105568,Lucero,356,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.0,5.0,12.0,24.0,5.0,8.0,3.0,7.0,7.0,,1.0,,1.0,,,,,,,1.0,
403,2,Lucas Piton,0.0,7.74,23,17,4.25,Lucas Piton Crivellaro,VAS,5,False,lucas-piton,105584,L. Piton,267,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,4.0,20.0,28.0,4.0,7.0,1.0,1.0,,3.0,5.0,,,,,,,,,,
404,4,Roni,0.04,1.55,23,7,0.14,Roni Medeiros de Moura,MIR,6,True,roni,105585,Roni,2305,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
405,4,Maurício,0.0,8.84,23,15,4.2,Maurício Magalhães Prado,PAL,7,False,mauricio,105647,Maurício,275,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.0,,8.0,8.0,8.0,7.0,3.0,4.0,4.0,,3.0,,,,,,,,,,
406,5,Talles Magno,-0.4,5.56,23,19,2.9,Talles Magno Bacelar Martins,COR,6,True,talles-magno,105786,T. Magno,264,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,-1.1,2.0,13.0,19.0,10.0,28.0,1.0,9.0,5.0,,1.0,,1.0,,,,,,,,
407,3,Luan Freitas,0.12,6.18,23,3,4.77,Luan de Freitas Molarinho Chagas,JUV,7,True,luan-freitas,105807,L. Freitas,286,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,4.5,,5.0,2.0,3.0,,,,,1.0,,,,,,,,,,,
408,3,Edu,0.0,5.36,23,13,3.62,Lucas Eduardo Ribeiro de Souza,VIT,6,False,edu,105842,Edu,287,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,,12.0,5.0,3.0,4.0,,,1.0,5.0,,,,,,,,,,,
409,4,Matheus Araújo,0.0,5.34,23,8,2.4,Matheus de Araújo Andrade,CEA,6,False,matheus-araujo,105845,M. Araújo,354,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,,2.0,1.0,1.0,3.0,1.0,,1.0,,1.0,,,,,,,,,,
410,5,Allanzinho,0.0,4.29,23,7,2.69,Allan Victor Oliveira Mota,FOR,6,False,allanzinho,105900,Allanzinho,356,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.0,1.0,2.0,5.0,3.0,10.0,,1.0,,,2.0,1.0,,,,,,,,,
411,4,José Aldo,0.24,3.64,23,18,2.17,José Aldo Soares de Oliveira Filho,MIR,7,True,jose-aldo,105903,J. Aldo,2305,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2.2,2.0,20.0,19.0,6.0,10.0,,1.0,6.0,,,,,,,,,,,,
412,1,Rochet,-0.31,9.4,23,10,4.71,Sergio Ramón Rochet Álvarez,INT,7,True,rochet,105949,Rochet,285,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,1.2,,,,,2.0,,,,2.0,,,,,,37.0,,12.0,,,
413,3,Santiago Mingo,0.62,5.24,23,20,2.88,Santiago Martín Ramos Mingo,BAH,7,True,santiago-mingo,105990,S. Mingo,265,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,6.5,4.0,18.0,22.0,5.0,15.0,,2.0,,6.0,,,,,,,,,,,
414,2,Ewerthon,0.0,6.23,23,12,3.34,Ewerthon Diógenes da Silva,JUV,5,False,ewerthon,106082,Ewerthon,286,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,2.0,20.0,7.0,4.0,7.0,,,2.0,1.0,,,,,,,,,,,
415,6,Thiago Carpini,-0.68,6.62,23,17,4.21,Thiago Carpini Barbosa,JUV,7,True,thiago-carpini,106147,T. Carpini,286,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2.19,,,,,,,,,,,,,4.0,,,,,,,
416,1,Lucão,0.0,7.15,23,3,6.23,Lucas Alexandre Galdino de Azevedo,RBB,6,False,lucao,106160,Lucão,280,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,1.0,,,,1.0,,,,1.0,,,,,,14.0,,4.0,,,
417,2,Bruno Gomes,0.0,6.0,23,0,0.0,Bruno Gomes da Silva Clevelário,INT,5,False,bruno-gomes,106202,B. Gomes,285,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,
418,4,Marcos Antônio,-0.33,3.47,23,17,1.89,Marcos Antônio Silva Santos,SAO,6,True,marcos-antonio,106294,M. Antônio,276,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,-1.0,4.0,13.0,18.0,3.0,17.0,,,1.0,,2.0,,,,,,,,,,
419,4,Caio Alexandre,0.0,5.13,23,16,2.4,Caio Alexandre Souza e Silva,BAH,6,False,caio-alexandre,106323,C. Alexandre,265,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0.0,4.0,18.0,28.0,5.0,27.0,,,1.0,,1.0,,,,,,,,,,
420,3,Eduardo Santos,0.0,8.19,23,7,5.1,Eduardo Gonzaga Mendes Santos,RBB,5,False,eduardo-santos,106434,E. Santos,280,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,,10.0,1.0,,2.0,,,,4.0,,,,,,,,,,,
421,3,Villalba,-1.09,7.72,23,20,5.62,Lucas Hernán Villalba,CRU,7,True,villalba,106593,Villalba,283,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.2,5.0,25.0,13.0,5.0,11.0,1.0,,2.0,11.0,,,3.0,,,,,,,,
422,5,Léo Pereira,0.04,4.43,23,12,2.96,Leonardo Augusto dos Santos Pereira,SPT,7,True,leo-pereira,106681,L. Pereira,292,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2.0,,12.0,8.0,4.0,19.0,,3.0,3.0,,1.0,,,,,,,,1.0,,
423,2,Igor Formiga,-0.9,6.62,23,3,5.5,Igor Marques Paciência Cardoso,JUV,6,True,igor-formiga,106708,I. Formiga,286,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,,2.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,
424,4,Rodrigo Nestor,-2.02,6.23,23,10,3.95,Rodrigo Nestor Bertalia,BAH,6,True,rodrigo-nestor,106822,R. Nestor,265,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,-0.3,1.0,12.0,6.0,2.0,5.0,2.0,,1.0,,,,1.0,,,,,,,,
425,2,Patryck,0.0,5.61,23,3,3.43,Patryck Lanza dos Reis,SAO,2,False,patryck,106829,Patryck,276,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,1.0,1.0,2.0,4.0,2.0,,,1.0,1.0,,,,,,,,,,,
426,5,Paulo Baya,0.58,4.77,23,7,2.93,Paulo Henrique Silva Ribeiro,CEA,7,True,paulo-baya,106918,P. Baya,354,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,4.6,,1.0,,1.0,1.0,1.0,1.0,4.0,,1.0,,,,,,,,,,
427,2,Luciano Juba,-0.03,9.1,23,21,6.1,Luciano Batista da Silva Júnior,BAH,7,True,luciano-juba,107093,L. Juba,265,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0.8,2.0,21.0,16.0,8.0,7.0,5.0,1.0,3.0,7.0,3.0,,,,,,,,,,
428,5,Jeffinho,-1.22,3.76,23,7,2.4,Jefferson Ruan Pereira dos Santos,BOT,6,True,jeffinho,107170,Jeffinho,263,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.5,,3.0,4.0,1.0,3.0,,,1.0,,2.0,,,,,,,,,,
429,4,Michel Araújo,-0.94,6.28,23,12,3.47,Michel Daryl Araújo Villar,BAH,6,True,michel-araujo,107173,M. Araújo,265,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.3,1.0,7.0,10.0,2.0,3.0,4.0,,,,,,,,,,,,,,
430,4,Bruno Tabata,0.0,7.37,23,16,4.48,Bruno Vinícius Souza Ramos,INT,6,False,bruno-tabata,107174,B. Tabata,285,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,4.0,15.0,10.0,8.0,19.0,3.0,2.0,7.0,,1.0,,1.0,,,,,,,,
431,1,Matheus Donelli,0.0,4.42,23,5,3.08,Matheus Planelles Donelli,COR,6,False,matheus-donelli,107179,M. Donelli,264,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0.0,1.0,,,,1.0,,,,1.0,,,,,,13.0,,6.0,,,
432,1,Léo Linck,-0.22,6.76,23,2,4.45,Leonardo Matias Baiersdorf Linck,BOT,7,True,leo-linck,107183,L. Linck,263,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2.6,,,,,,,,,1.0,,,,,,3.0,,,,,
433,1,Magrão,0.0,3.44,23,2,2.9,Audenirton Soares da Silva,FOR,6,False,magrao,107221,Magrão,356,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.0,,,,,,,,,,,,,,,6.0,,2.0,,,
434,4,Danilo,-1.96,7.36,23,6,2.3,Danilo dos Santos de Oliveira,BOT,7,True,danilo,107231,Danilo,263,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,-0.3,1.0,3.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,
435,2,Vanderlan,-0.74,5.04,23,7,3.53,Vanderlan Barbosa da Silva,RBB,7,True,vanderlan,107236,Vanderlan,280,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.9,,13.0,12.0,1.0,6.0,,,,,1.0,,,,,,,,,,
436,5,Ênio,-0.13,4.04,23,14,2.51,Sebastião Ênio Santos de Almeida,JUV,3,False,enio,107516,Ênio,286,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,-1.0,3.0,6.0,4.0,6.0,23.0,1.0,5.0,3.0,,,,1.0,,,,,,,,
437,2,Natanael,0.5,8.56,23,21,5.17,Natanael Moreira Milouski,CAM,2,True,natanael,107554,Natanael,282,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,5.7,1.0,35.0,18.0,8.0,17.0,1.0,2.0,4.0,7.0,,,,,,,,,,,
438,1,Adriano,0.0,1.0,23,0,0.0,Antônio Adriano Nascimento de Sousa,SPT,6,False,adriano,107698,Adriano,292,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,
439,5,Chrystian Barletta,0.02,6.07,23,21,3.76,Chrystian Amaral Barletta de Almeida,SPT,6,True,chrystian-barletta,107726,C. Barletta,292,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2.0,1.0,14.0,9.0,15.0,20.0,2.0,5.0,15.0,,,,2.0,,,,,,,,
440,4,Praxedes,0.0,4.38,23,7,2.17,Bruno Conceição Praxedes,RBB,5,False,praxedes,107744,Praxedes,280,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,1.0,4.0,5.0,6.0,9.0,,,2.0,,,,,,,,,,,,
441,1,Adriel,0.0,3.0,23,0,0.0,Adriel Vasconcelos Ramos,GRE,6,False,adriel,107748,Adriel,284,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,
442,3,Natã,0.0,2.43,23,2,1.35,Natã Felipe de Amorim Santos,JUV,5,False,nata,107801,Natã,286,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,,2.0,1.0,,,,,,,,,,,,,,,,,
443,4,Pierre,0.06,3.73,23,2,0.95,Pierre Wagner Oliveira dos Santos,FOR,2,True,pierre,107812,Pierre,356,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.7,1.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,
444,1,Fintelman,0.0,2.0,23,0,0.0,Alexandre Fintelman de Mello Ribeiro da Silva,VIT,6,False,fintelman,107859,Fintelman,287,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,
445,4,Bobadilla,0.0,5.79,23,17,4.27,Damián Josué Bobadilla Benítez,SAO,7,False,bobadilla,107873,Bobadilla,276,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,2.0,30.0,18.0,5.0,8.0,2.0,1.0,5.0,,1.0,,,,,,,,,,
446,2,Hugo,0.57,5.98,23,4,2.85,Hugo Ferreira de Farias,COR,6,True,hugo,107908,Hugo,264,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,4.7,,3.0,2.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,
447,4,Fausto Vera,-0.41,6.67,23,10,2.98,Fausto Mariano Vera,CAM,7,True,fausto-vera,107950,F. Vera,282,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,2.4,2.0,15.0,12.0,3.0,5.0,1.0,,,,,,,,,,,,,,
448,5,Carbonero,1.24,7.06,23,11,4.44,Johan Stiven Carbonero Balanta,INT,7,True,carbonero,107989,Carbonero,285,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,11.1,1.0,3.0,14.0,6.0,25.0,3.0,4.0,3.0,,,2.0,1.0,,,,,,,,
449,5,Isidro Pitta,0.0,7.9,23,16,3.72,Isidro Miguel Pitta Saldívar,RBB,5,False,isidro-pitta,108133,I. Pitta,280,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,3.0,1.0,14.0,6.0,9.0,6.0,7.0,3.0,,1.0,,,,,,,,,,
450,3,Gabriel Lacerda,0.0,4.0,23,0,0.0,Gabriel Santos Cordeiro Lacerda,CEA,6,False,gabriel-lacerda,108176,G. Lacerda,354,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,
