,atletas.posicao_id,atletas.apelido,atletas.variacao_num,atletas.preco_num,atletas.rodada_id,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.clube.id.full.name,atletas.status_id,atletas.entrou_em_campo,atletas.slug,atletas.atleta_id,atletas.apelido_abreviado,atletas.clube_id,atletas.foto,atletas.pontos_num,CA,DS,FC,FF,FS,G,I,FD,SG,A,PS,FT,V,CV,DE,DP,GS,PC,PP,GC
185,2,Bruno Pacheco,1.95,10.5,23,5,6.62,Bruno de Jesus Pacheco,FOR,7,True,bruno-pacheco,90061,B. Pacheco,356,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,16.1,1.0,8.0,6.0,,6.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,
186,5,Bruno Henrique,0.0,5.64,23,19,2.63,Bruno Henrique Pinto,FLA,3,False,bruno-henrique,90285,B. Henrique,262,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,4.0,12.0,25.0,11.0,18.0,2.0,10.0,9.0,,,,,,,,,,,,
187,5,Juninho,0.0,4.24,23,11,1.56,Olávio Vieira dos Santos Júnior,FLA,6,False,juninho,90307,Juninho,262,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,,5.0,7.0,2.0,4.0,,2.0,2.0,,,,2.0,,,,,,,,
188,5,David,-0.31,6.1,23,9,3.59,David Correa da Fonseca,VAS,6,True,david,90309,David,267,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,-0.3,1.0,5.0,6.0,1.0,3.0,1.0,1.0,2.0,,3.0,,,,,,,,,,
189,4,Matheus Pereira,0.45,5.61,23,8,2.85,Matheus Pereira da Silva,FOR,7,True,matheus-pereira,90370,M. Pereira,356,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,5.9,2.0,6.0,9.0,1.0,3.0,,,1.0,,3.0,,,,,,,,,,
190,4,Rezende,-0.61,3.15,23,4,1.42,Júlio César de Rezende Miranda,BAH,6,True,rezende,90449,Rezende,265,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0.0,,3.0,6.0,,6.0,,,,,,,,,,,,,,,
191,4,Arthur Melo,1.54,11.54,23,1,6.6,Arthur Henrique Ramos de Oliveira Melo,GRE,7,True,arthur-melo,90532,A. Melo,284,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6.6,,4.0,1.0,,2.0,,1.0,,,,,,,,,,,,,
192,4,Caíque,0.92,4.7,23,14,2.27,Caique de Jesus Gonçalves,JUV,7,True,caique,90588,Caíque,286,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6.0,5.0,24.0,27.0,1.0,18.0,,,,,,,,,,,,,1.0,,
193,5,Chico da Costa,0.0,8.99,23,9,5.55,Francisco da Costa Aragão,MIR,7,False,chico-da-costa,90608,C. Costa,2305,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.0,,2.0,8.0,5.0,9.0,5.0,4.0,1.0,,,,,,,,,,,,
194,4,Matheuzinho,0.03,9.43,23,15,4.12,Matheus Martins Fogaça de Paulo,VIT,6,True,matheuzinho,90703,Matheuzinho,287,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,1.3,3.0,17.0,11.0,3.0,36.0,2.0,2.0,8.0,,,,,,1.0,,,,,,
195,3,Fabrício Bruno,-0.73,7.89,23,22,4.67,Fabrício Bruno Soares de Faria,CRU,7,True,fabricio-bruno,90768,F. Bruno,283,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,-0.3,4.0,23.0,14.0,3.0,14.0,2.0,,1.0,10.0,,,,,,,,,,,
196,5,Carlos Eduardo,-0.68,4.14,23,10,2.51,Carlos Eduardo Ferreira de Souza,MIR,6,True,carlos-eduardo,90917,C. Eduardo,2305,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,1.4,1.0,3.0,7.0,1.0,9.0,,2.0,3.0,,3.0,,,,,,,,,,
197,3,Zé Marcos,0.0,3.07,23,17,1.75,José Marcos Alves Luis,VIT,6,False,ze-marcos,90943,Z. Marcos,287,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,3.0,8.0,14.0,,10.0,,1.0,,4.0,,,,,,,,,,,
198,1,Ronaldo,-0.49,5.43,23,11,3.98,Ronaldo de Oliveira Strada,BAH,7,True,ronaldo,91101,Ronaldo,265,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,-0.7,,,,,3.0,,,,3.0,,,,,,28.0,1.0,15.0,1.0,,
199,5,Fernandinho,-0.57,5.54,23,7,3.3,Fernando José Marques Maciel,CEA,6,True,fernandinho,91130,Fernandinho,354,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,2.2,1.0,8.0,4.0,4.0,6.0,,3.0,2.0,,1.0,,,,,,,,,,
200,3,Kaio,-0.26,9.17,23,7,5.33,Kaio Fernando da Silva Pantaleão,BOT,7,True,kaio,91158,Kaio,263,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2.7,,9.0,6.0,4.0,10.0,,,2.0,3.0,,,,,,,,,,,
201,3,Éder,0.0,2.82,23,2,0.8,Éder Ferreira Graminho,CEA,6,False,eder,91203,Éder,354,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,,,3.0,1.0,1.0,,,1.0,,,,,,,,,,,,
202,4,Erick Pulgar,0.0,6.34,23,9,2.89,Erick Antonio Pulgar Farfán,FLA,5,False,erick-pulgar,91473,E. Pulgar,262,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,2.0,12.0,13.0,,7.0,1.0,,2.0,,,,,,,,,,,,
203,3,Rodrigo Sam,0.0,4.25,23,5,2.04,Rodrigo Eduardo da Silva,JUV,5,False,rodrigo-sam,91509,R. Sam,286,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,2.0,8.0,8.0,1.0,4.0,,2.0,,,,,,,,,,,,,
204,3,Arboleda,-0.94,9.22,23,14,5.84,Robert Abel Arboleda Escobar,SAO,6,True,arboleda,91573,Arboleda,276,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,5.0,2.0,20.0,9.0,5.0,7.0,3.0,2.0,,5.0,,,,,,,,,,,
205,5,Rony,0.04,9.65,23,20,4.1,Ronielson da Silva Barbosa,CAM,6,True,rony,91607,Rony,282,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,1.3,3.0,15.0,34.0,12.0,35.0,3.0,15.0,16.0,,,1.0,1.0,,,,,,,,
206,4,Dudu Vieira,0.0,3.0,23,0,0.0,Carlos Eduardo de Souza Vieira,JUV,6,False,dudu-vieira,91627,D. Vieira,286,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,
207,2,Igor Cariús,0.0,8.06,23,15,4.97,Igor Aquino da Silva,SPT,5,False,igor-carius,91639,I. Cariús,292,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,1.0,31.0,17.0,4.0,19.0,,5.0,5.0,4.0,,,,,,,,,1.0,,1.0
208,2,Marlon,-0.48,7.93,23,16,5.44,Marlon Rodrigues Xavier,GRE,7,True,marlon,91706,Marlon,284,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,4.7,2.0,38.0,15.0,2.0,15.0,,,2.0,4.0,1.0,,,,,,,,,,
209,3,David Duarte,-0.25,4.73,23,17,3.02,David de Duarte Macedo,BAH,3,False,david-duarte,91772,D. Duarte,265,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,-1.0,3.0,8.0,12.0,6.0,8.0,,1.0,2.0,7.0,,,,,,,,,,,
210,1,Caíque França,0.0,6.53,23,12,3.52,Caíque França Godoy,SPT,6,False,caique-franca,91808,C. França,292,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,2.0,2.0,,,1.0,,,,2.0,,,,,,39.0,,20.0,,,
211,3,Zé Ivaldo,-1.43,5.92,23,14,3.88,José Ivaldo Almeida Silva,SAN,3,True,ze-ivaldo,91866,Z. Ivaldo,277,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,-2.5,4.0,20.0,14.0,11.0,10.0,1.0,3.0,,3.0,,,,,1.0,,,,1.0,,
212,5,Pavón,-0.1,4.73,23,12,2.41,Cristian David Pavón,GRE,6,True,pavon,91908,Pavón,284,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.8,4.0,10.0,6.0,6.0,8.0,,,5.0,,1.0,,,,,,,,,,
213,5,Giovanny,0.0,3.2,23,10,1.72,Giovanny Bariani Marques,JUV,6,False,giovanny,92085,Giovanny,286,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,,3.0,4.0,5.0,10.0,,1.0,,,1.0,,,,,,,,,,
214,3,Lyanco,-0.78,8.08,23,13,5.09,Lyanco Evangelista Silveira Neves Vojnovic,CAM,7,True,lyanco,92087,Lyanco,282,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.7,4.0,29.0,24.0,5.0,17.0,,2.0,3.0,5.0,,,,,2.0,,,,1.0,,
215,5,Arthur Cabral,0.0,13.26,23,8,7.11,Arthur Mendonça Cabral,BOT,7,False,arthur-cabral,92171,A. Cabral,263,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,,6.0,10.0,7.0,13.0,3.0,2.0,5.0,,1.0,1.0,1.0,,,,,,,,
216,3,Juninho,-0.54,4.08,23,10,2.45,José Carlos Ferreira Júnior,INT,7,True,juninho,92182,Juninho,285,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,2.0,12.0,4.0,6.0,5.0,,,2.0,,,,,,,,,,,,
217,3,Rodrigo Ely,0.0,4.75,23,2,0.6,Rodrigo Ely,GRE,5,False,rodrigo-ely,92237,R. Ely,284,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,,1.0,1.0,,,,,,,,,,,,,,,,,
218,3,André Ramalho,0.75,6.68,23,17,3.64,André Ramalho Silva,COR,7,True,andre-ramalho,92440,A. Ramalho,264,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,7.0,4.0,22.0,18.0,7.0,7.0,,,,6.0,,,,,,,,,1.0,,
219,5,Renato Kayzer,-0.74,9.11,23,16,5.49,Renato Kayzer de Souza,VIT,7,True,renato-kayzer,92696,R. Kayzer,287,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,-0.5,2.0,6.0,22.0,9.0,30.0,7.0,9.0,6.0,,,,1.0,,,,,,,,
220,6,Daniel Paulista,-0.03,8.05,23,10,4.92,Daniel Pollo Barioni,SPT,7,True,daniel-paulista,92702,D. Paulista,292,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,4.52,,,,,,,,,,,,,1.0,,,,,,,
221,5,Deyverson,0.0,5.47,23,14,3.04,Deyverson Brum Silva,FOR,6,False,deyverson,92708,Deyverson,356,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.0,1.0,4.0,12.0,11.0,14.0,2.0,3.0,3.0,,,,2.0,,,,,,,,
222,5,Bruno Rodrigues,-0.14,5.86,23,1,1.2,Bruno Rafael Rodrigues do Nascimento,PAL,6,True,bruno-rodrigues,92811,B. Rodrigues,275,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,1.2,,,,,,,,1.0,,,,,,,,,,,,
223,5,Borré,0.0,9.38,23,16,3.86,Rafael Santos Borré Maury,INT,6,False,borre,92854,Borré,285,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,1.0,11.0,19.0,9.0,5.0,4.0,5.0,5.0,,1.0,,1.0,,1.0,,,,,,
224,4,Ronaldo,0.0,4.2,23,11,1.95,Ronaldo da Silva Souza Guerrero,INT,5,False,ronaldo,92981,Ronaldo,285,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,3.0,19.0,20.0,2.0,2.0,,2.0,2.0,,,,,,1.0,,,,,,
225,2,Rafael Ramos,0.0,5.29,23,13,3.62,Rafael António Figueiredo Ramos,CEA,6,False,rafael-ramos,93236,R. Ramos,354,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,2.0,16.0,15.0,3.0,2.0,,,1.0,5.0,,,,,,,,,,,
226,3,João Basso,0.0,7.74,23,6,4.42,João Othávio Basso,SAN,7,False,joao-basso,93372,J. Basso,277,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.0,2.0,7.0,10.0,,6.0,1.0,,,2.0,,,,,,,,,,,
227,5,Cantalapiedra,-0.46,5.32,23,5,3.04,Aitor Cantalapiedra Fernández,VIT,7,True,cantalapiedra,93411,Cantalapiedra,287,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,1.6,1.0,3.0,3.0,2.0,5.0,,1.0,3.0,,1.0,,,,,,,,,,
228,5,Wanderson,-0.29,4.77,23,22,2.07,Wanderson Maciel Sousa Campos,CRU,7,True,wanderson,93478,Wanderson,283,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.0,2.0,9.0,24.0,15.0,12.0,,6.0,9.0,,2.0,,1.0,,,,,,,,
229,2,Paulo Henrique,-0.52,12.61,23,15,7.53,Paulo Henrique de Oliveira Alves,VAS,7,True,paulo-henrique,93716,P. Henrique,267,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,5.9,6.0,52.0,34.0,4.0,10.0,,1.0,6.0,3.0,3.0,,2.0,,,,,,,,
230,4,Marlon Freitas,-0.11,5.06,23,18,2.2,Marlon Rodrigues Freitas,BOT,7,True,marlon-freitas,93790,M. Freitas,263,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,3.0,13.0,19.0,7.0,7.0,,,4.0,,3.0,,,,,,,,,,
231,1,Keiller,0.0,3.0,23,0,0.0,Keiller da Silva Nunes,CEA,6,False,keiller,93834,Keiller,354,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,
232,1,Cleiton,0.88,7.96,23,20,4.41,Cleiton Schwengber,RBB,7,True,cleiton,93882,Cleiton,280,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6.8,4.0,,,,5.0,,,,5.0,,,,,,72.0,,29.0,,,
233,4,Matheusinho,-0.51,7.23,23,9,4.82,Matheus Leonardo Sales Cardoso,SPT,7,True,matheusinho,93886,Matheusinho,292,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,1.5,,10.0,6.0,6.0,10.0,1.0,1.0,2.0,,2.0,,,,,,,,,,
234,5,Breno Lopes,1.35,7.93,23,14,4.24,Breno Henrique Vasconcelos Lopes,FOR,7,True,breno-lopes,93988,B. Lopes,356,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,10.0,2.0,3.0,7.0,9.0,26.0,4.0,10.0,4.0,,,,1.0,,,,,,,,
235,4,Matheus Fernandes,-0.23,4.23,23,10,1.79,Matheus Fernandes Siqueira,RBB,6,True,matheus-fernandes,94067,M. Fernandes,280,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,-0.3,1.0,13.0,8.0,1.0,2.0,,,,,,,,,,,,,,,
236,4,Maycon,-0.12,3.9,23,14,2.04,Maycon de Andrade Barberan,COR,7,True,maycon,94154,Maycon,264,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,1.5,,12.0,6.0,3.0,4.0,1.0,,,,,,,,,,,,,,
237,5,Guilherme,0.1,9.5,23,16,6.6,Guilherme Augusto Vieira dos Santos,SAN,7,True,guilherme,94207,Guilherme,277,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,2.5,,26.0,8.0,16.0,27.0,3.0,10.0,8.0,,2.0,,,,,,,,,,
238,5,Matheus Babi,-0.46,3.5,23,13,1.81,Matheus Barcelos da Silva,JUV,6,True,matheus-babi,94444,M. Babi,286,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,4.0,6.0,13.0,3.0,9.0,2.0,4.0,,,,,,,,,,,,,
239,4,Raphael Veiga,0.56,11.45,23,11,2.56,Raphael Cavalcante Veiga,PAL,6,True,raphael-veiga,94509,R. Veiga,275,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,5.7,,6.0,9.0,4.0,18.0,,,3.0,,1.0,1.0,,,,,,,,,
240,3,Lucas Oliveira,-0.46,4.33,23,3,1.67,Lucas da Cruz Oliveira,VAS,6,True,lucas-oliveira,94514,L. Oliveira,267,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,,,,,,,,,1.0,,,,,,,,,,,
241,5,Pedro,-1.32,16.23,23,16,8.01,Pedro Guilherme Abreu dos Santos,FLA,7,True,pedro,94583,Pedro,262,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,1.0,3.0,8.0,9.0,2.0,10.0,10.0,1.0,13.0,,4.0,1.0,1.0,,,,,,,1.0,
242,4,Lucas Fernandes,-0.79,4.98,23,2,1.5,Lucas Fernandes da Silva,JUV,6,True,lucas-fernandes,94931,L. Fernandes,286,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
243,2,Juninho Capixaba,0.0,11.57,23,12,8.26,Luis Antônio da Rocha Júnior,RBB,7,False,juninho-capixaba,94968,J. Capixaba,280,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,1.0,29.0,17.0,7.0,27.0,1.0,1.0,4.0,6.0,,,,,,,,,,,
244,3,Gabriel Bahia,0.0,3.0,23,0,0.0,Gabriel Henrique Feitosa da Silva,BOT,6,False,gabriel-bahia,95106,G. Bahia,263,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,
245,2,Nicolas,0.0,5.27,23,9,2.98,Nicolas Vecchiato da Silva - Vichiatto / Vechiatto,CEA,6,False,nicolas,95127,Nicolas,354,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,1.0,7.0,8.0,2.0,4.0,,,1.0,3.0,,,,,,,,,,,
246,5,Gabriel Taliari,-0.27,7.93,23,19,4.34,Gabriel Pereira Taliari,JUV,7,True,gabriel-taliari,95131,G. Taliari,286,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.8,2.0,17.0,28.0,9.0,29.0,3.0,3.0,5.0,,2.0,,2.0,,,,,,,,
247,4,Giraldo,0.0,1.74,23,12,0.37,Daniel Eduardo Giraldo Cárdenas,JUV,3,False,giraldo,95354,Giraldo,286,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,3.0,6.0,15.0,2.0,3.0,,1.0,,,,,,,,,,,,,
248,4,Rivera,0.86,5.21,23,19,2.84,Christian Hernando Rivera Cuéllar,SPT,7,True,rivera,95357,Rivera,292,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,5.5,5.0,41.0,46.0,,23.0,,2.0,,,,,,,,,,,,,
249,2,Igor Vinícius,-0.73,6.52,23,10,3.17,Igor Vinícius de Souza,SAN,3,True,igor-vinicius,95466,I. Vinícius,277,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,2.5,3.0,13.0,13.0,3.0,6.0,,,3.0,2.0,,,,,,,,,,,
250,4,Raniele,0.0,5.77,23,18,3.54,Raniele Almeida Melo,COR,5,False,raniele,95556,Raniele,264,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0.0,4.0,31.0,21.0,4.0,29.0,,,4.0,,1.0,,,,,,,,,,
251,3,Marcelo Benevenuto,0.0,5.0,23,0,0.0,Marcelo da Conceição Benevenuto Malaquias,FOR,5,False,marcelo-benevenuto,95638,M. Benevenuto,356,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,
252,4,Lucas Kal,0.0,5.0,23,0,0.0,Lucas Kal Schenfeld Prigioli,SPT,7,False,lucas-kal,95662,L. Kal,292,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,
253,5,Artur,0.0,9.43,23,15,4.72,Artur Victor Guimarães,BOT,7,False,artur,95799,Artur,263,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,1.0,8.0,8.0,10.0,16.0,2.0,1.0,6.0,,4.0,,1.0,,,,,,,,
254,1,Daniel Fuzato,0.0,2.04,23,2,-0.7,Daniel Cerântula Fuzato,VAS,6,False,daniel-fuzato,95936,D. Fuzato,267,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,,,,,,,,,,,,,,,2.0,,4.0,,,
255,4,Lima,0.3,4.98,23,15,2.02,Vinícius Moreira de Lima,FLU,7,True,lima,96340,Lima,266,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2.7,2.0,4.0,13.0,7.0,20.0,1.0,1.0,3.0,,,,1.0,,,,,,,,
256,4,Charles,0.0,2.96,23,11,1.49,Charles Rigon Mattos,COR,6,False,charles,96342,Charles,264,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0.0,2.0,15.0,17.0,,2.0,,2.0,1.0,,,,,,,,,,1.0,,
257,5,Joaquín Correa,0.17,7.88,23,10,1.85,Carlos Joaquín Correa,BOT,6,True,joaquin-correa,96353,J. Correa,263,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2.7,1.0,5.0,5.0,4.0,9.0,,2.0,5.0,,,,,,,,,,,,
258,4,Matheus Pereira,-1.02,14.61,23,21,7.93,Matheus Fellipe Costa Pereira,CRU,7,True,matheus-pereira,96610,M. Pereira,283,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,3.7,5.0,30.0,25.0,15.0,65.0,5.0,5.0,14.0,,6.0,,1.0,,,,,,,,
259,4,Allan,-0.37,1.67,23,12,0.36,Allan Rodrigues de Souza,FLA,7,True,allan,96652,Allan,262,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,-0.6,2.0,3.0,19.0,2.0,7.0,,,2.0,,,,,,,,,,,,
260,5,Rigoni,1.11,6.11,23,1,4.2,Emiliano Ariel Rigoni,SAO,6,True,rigoni,96684,Rigoni,276,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,4.2,,,1.0,,1.0,,2.0,1.0,,,,1.0,,,,,,,,
