,atletas.apelido_abreviado,atletas.preco_num,atletas.atleta_id,atletas.clube_id,atletas.nome,atletas.status_id,atletas.entrou_em_campo,atletas.apelido,atletas.foto,atletas.media_num,atletas.slug,atletas.posicao_id,atletas.rodada_id,atletas.pontos_num,atletas.clube.id.full.name,atletas.jogos_num,atletas.variacao_num,CA,DS,FC,FD,FF,FS,G,I,SG,A,DE,GS,PS,FT,V,CV,DP,PC,PP,GC
456,S. Moreno,5.64,108474,266,Santiago Moreno,6,False,Santi Moreno,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1.88,santi-moreno,5,34,0.0,FLU,4,0.0,1.0,6.0,5.0,,,2.0,,,,,,,,,,,,,,
457,Aravena,3.89,108548,284,Alexander Ernesto Aravena Guzmán,6,False,Aravena,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,2.42,aravena,5,34,0.0,GRE,20,0.0,1.0,7.0,6.0,3.0,7.0,9.0,3.0,1.0,,,,,,1.0,,,,,,
458,Tapia,7.96,108588,276,Gonzalo Andrés Tapia Dubournais,7,True,Tapia,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,4.43,tapia,5,34,10.0,SAO,16,1.26,4.0,7.0,18.0,7.0,13.0,23.0,5.0,5.0,,,,,,,,,,,,
459,Garré,1.83,108671,267,Benjamín Antonio Garré,6,False,Garré,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.02,garre,5,34,0.0,VAS,8,0.0,1.0,1.0,6.0,,,3.0,,,,,,,,,,,,,,
460,E. Martínez,5.16,108683,275,Emiliano Martínez Toranza,6,False,Emiliano Martínez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,2.69,emiliano-martinez,4,34,0.0,PAL,22,0.0,3.0,31.0,21.0,5.0,5.0,8.0,1.0,,,,,,,,,,,,,
461,Galeano,6.45,108713,354,Antonio Javier Galeano Ferreira,7,True,Galeano,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,4.89,galeano,5,34,1.4,CEA,31,-0.8,1.0,24.0,20.0,12.0,10.0,55.0,7.0,14.0,,3.0,,,,1.0,,,,,,
462,Plata,6.21,109096,262,Gonzalo Jordy Plata Jiménez,6,True,Plata,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,3.41,plata,5,34,0.0,FLA,25,0.15,,25.0,20.0,7.0,5.0,15.0,4.0,2.0,,1.0,,,,,,1.0,,,,
463,K. Saverio,4.56,109138,287,Javier Enrique Delgado Saverio,6,False,Kike Saverio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.85,kike-saverio,5,34,0.0,VIT,2,0.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
464,E. Pulga,9.49,109401,265,Erick da Costa Farias,7,True,Erick Pulga,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,5.71,erick-pulga,5,34,6.7,BAH,20,0.75,3.0,27.0,14.0,9.0,22.0,44.0,2.0,5.0,,3.0,,,,,,,,,,
465,Weverson,2.29,109426,356,Weverson Moreira da Costa,6,False,Weverson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.43,weverson,2,34,0.0,FOR,3,0.0,,1.0,5.0,,1.0,1.0,,,,,,,,,,,,,,
466,Martinelli,6.24,109573,266,Matheus Martinelli Lima,7,True,Martinelli,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2.58,martinelli,4,34,2.2,FLU,27,0.31,5.0,29.0,43.0,2.0,6.0,34.0,1.0,1.0,,2.0,,,,1.0,,,,1.0,,
467,Batalla,6.5,109899,286,Emerson Geovanny Batalla Martínez - Enmerson,6,False,Batalla,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,4.01,batalla,5,34,0.0,JUV,21,0.0,4.0,17.0,15.0,8.0,8.0,29.0,4.0,1.0,,1.0,,,,,,,,,,
468,Monsalve,3.43,109966,284,Miguel Ángel Monsalve Gonzáles - González,6,False,Monsalve,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1.25,monsalve,4,34,0.0,GRE,9,0.0,2.0,3.0,9.0,1.0,1.0,9.0,,,,1.0,,,,,,,,,,
469,J. Neto,1.0,110062,280,João Roberto Rota Neto,6,False,João Neto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,joao-neto,4,34,0.0,RBB,0,0.0,,,,,,,,,,,,,,,,,,,,
470,J. Martínez,3.71,110311,264,José Andrés Martínez Torres,6,True,José Martínez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,1.88,jose-martinez,4,34,1.3,COR,21,0.43,9.0,21.0,20.0,3.0,5.0,29.0,,1.0,,1.0,,,,,,1.0,,1.0,,
471,Bernabéi,12.91,110426,285,Alexandro Ezequiel Bernabéi,7,True,Bernabéi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,5.65,bernabei,2,34,6.8,INT,25,0.46,7.0,58.0,50.0,10.0,10.0,27.0,,1.0,5.0,4.0,,,1.0,,,1.0,,,,
472,A. Ferreira,12.31,110506,275,Abel Fernando Moreira Ferreira,7,False,Abel Ferreira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,6.87,abel-ferreira,6,34,0.0,PAL,31,0.0,,,,,,,,,,,,,,,20.0,,,,,
473,Aguirre,7.49,110510,285,Braian Aguirre Nahuel,2,True,Aguirre,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,4.66,aguirre,2,34,0.5,INT,26,-0.9,4.0,55.0,36.0,2.0,6.0,3.0,1.0,3.0,6.0,,,,1.0,2.0,,,,,,
474,Y. Guzmán,4.07,110542,356,Yeison Estiven Guzmán Gómez,6,False,Yeison Guzmán,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.47,yeison-guzman,4,34,0.0,FOR,4,0.0,,3.0,2.0,,,4.0,,,,,,,,,,,,,,
475,A. Hurtado,7.03,110715,280,José Andrés Hurtado Cheme,7,False,Andrés Hurtado,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,3.85,andres-hurtado,2,34,0.0,RBB,24,0.0,2.0,32.0,25.0,1.0,5.0,8.0,1.0,,8.0,,,,,,,1.0,,,,
476,G. Marques,4.35,110750,280,Gustavo Marques Alves dos Santos,7,False,Gustavo Marques,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1.71,gustavo-marques,3,34,0.0,RBB,9,0.0,1.0,4.0,4.0,1.0,3.0,8.0,,,1.0,,,,,,,,,1.0,,
477,J. Kennedy,6.17,110759,266,John Kennedy Batista de Souza,6,True,John Kennedy,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2.58,john-kennedy,5,34,2.7,FLU,13,0.36,1.0,4.0,6.0,6.0,3.0,10.0,1.0,4.0,,1.0,,,,1.0,,,,,,
478,Biel,6.41,110760,282,Gabriel Teixeira Aragão,6,False,Biel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,2.81,biel,5,34,0.0,CAM,14,0.0,1.0,9.0,4.0,3.0,8.0,10.0,1.0,,,1.0,,,,,,,,,,
479,G. Lopes,7.49,110909,280,Guilherme Lopes de Almeida,6,False,Guilherme Lopes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,4.09,guilherme-lopes,2,34,0.0,RBB,10,0.0,2.0,11.0,6.0,,2.0,3.0,1.0,,3.0,1.0,,,,,,,,,,1.0
480,R. Santos,2.19,111156,356,Rodrigo Oliveira dos Santos,6,False,Rodrigo Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.56,rodrigo-santos,4,34,0.0,FOR,7,0.0,1.0,7.0,7.0,1.0,1.0,3.0,,,,,,,,,,,,,,
481,A. Vinicius,3.49,111246,280,Alix Vinicius de Souza Sampaio,3,False,Alix Vinicius,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1.49,alix-vinicius,3,34,0.0,RBB,7,0.0,2.0,3.0,8.0,1.0,2.0,3.0,,,1.0,,,,1.0,,,,,,,
482,G. Martins,8.83,111309,284,Gustavo Martins de Souza Santos,7,True,Gustavo Martins,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,4.41,gustavo-martins,3,34,7.3,GRE,14,0.86,2.0,19.0,15.0,6.0,5.0,1.0,1.0,1.0,4.0,,,,,,,,,,,
483,L. Mandaca,7.39,111407,286,Luis Gustavo da Silva Machado Duarte,6,True,Luis Mandaca,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,4.49,luis-mandaca,4,34,6.0,JUV,26,-0.01,3.0,45.0,45.0,8.0,15.0,41.0,2.0,2.0,,1.0,,,,2.0,,1.0,,,,
484,Renzo,3.0,111465,292,Renzo Azevedo Pimentel de Moura,6,False,Renzo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,renzo,3,34,0.0,SPT,0,0.0,,,,,,,,,,,,,,,,,,,,
485,V. Gabriel,8.54,111466,285,Victor Gabriel da Conceição Ribeiro,6,False,Victor Gabriel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,4.66,victor-gabriel,3,34,0.0,INT,13,0.0,1.0,21.0,19.0,1.0,2.0,4.0,2.0,,3.0,,,,,,,,,,,
486,G. Átila,1.0,111582,282,Gabriel Átila Cardoso da Silva,6,False,Gabriel Átila,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,gabriel-atila,1,34,0.0,CAM,0,0.0,,,,,,,,,,,,,,,,,,,,
487,Micael,5.86,111594,275,Micael dos Santos Silva,6,False,Micael,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,3.57,micael,3,34,0.0,PAL,12,0.0,3.0,14.0,18.0,1.0,,2.0,,,4.0,1.0,,,,1.0,,,,,,
488,Adson,3.01,111682,267,Adson Ferreira Soares,5,False,Adson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.85,adson,4,34,0.0,VAS,9,0.0,,3.0,1.0,2.0,,2.0,,,,,,,,,,,,,,
489,Anthoni,3.96,111683,285,Anthoni Spier Souza,2,True,Anthoni,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,1.69,anthoni,1,34,1.6,INT,18,0.24,,,,,,2.0,,,3.0,,32.0,27.0,,,,,,,,
490,M. Cunha,5.0,111690,262,Matheus Cunha Queiroz,6,False,Matheus Cunha,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,matheus-cunha,1,34,0.0,FLA,0,0.0,,,,,,,,,,,,,,,,,,,,
491,R. Guilherme,4.48,111757,283,Ryan Guilherme da Silva Pae,6,True,Ryan Guilherme,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,3.25,ryan-guilherme,4,34,2.0,CRU,2,0.05,,4.0,,,,1.0,,,,,,,,,,,,,,
492,Fabinho,3.81,111760,280,Fábio Silva de Freitas,7,False,Fabinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1.89,fabinho,4,34,0.0,RBB,26,0.0,3.0,27.0,27.0,2.0,6.0,15.0,,,,1.0,,,,,,,,,,
493,Kayky,3.25,111829,265,Kayky da Silva Chagas,6,True,Kayky,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,2.03,kayky,5,34,0.5,BAH,25,0.07,2.0,15.0,8.0,5.0,2.0,10.0,1.0,1.0,,2.0,,,2.0,,,,,,,
494,M. Martins,5.11,111831,263,Matheus Martins Silva dos Santos,5,False,Matheus Martins,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2.59,matheus-martins,5,34,0.0,BOT,13,0.0,2.0,7.0,8.0,8.0,3.0,15.0,1.0,,,,,,,,,,,,,
495,Jefté,7.18,111832,275,Jefté Vital da Silva Dias,6,False,Jefté,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,4.0,jefte,2,34,0.0,PAL,6,0.0,,3.0,6.0,,1.0,1.0,,,3.0,1.0,,,,,,,,,,
496,R. López,4.73,111951,287,Renzo López Patrón,2,False,Renzo López,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,1.8,renzo-lopez,5,34,0.0,VIT,18,0.0,4.0,8.0,21.0,4.0,9.0,14.0,1.0,4.0,,,,,1.0,1.0,,,,,,
497,G. Grando,7.78,112616,284,Gabriel Hamester Grando,6,False,Gabriel Grando,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,5.62,gabriel-grando,1,34,0.0,GRE,5,0.0,,,,,,3.0,,,1.0,,22.0,7.0,,,,1.0,,,,
498,K. Bruno,11.78,112709,283,Kaiki Bruno da Silva,7,True,Kaiki Bruno,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,7.72,kaiki-bruno,2,34,10.5,CRU,31,-0.12,10.0,83.0,59.0,8.0,14.0,32.0,1.0,1.0,14.0,5.0,,,,1.0,,,,,,
499,R. Sosa,5.94,112863,275,Ramón Sosa Acosta,6,False,Ramón Sosa,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,2.52,ramon-sosa,5,34,0.0,PAL,19,0.0,,2.0,7.0,3.0,10.0,11.0,2.0,3.0,,2.0,,,1.0,1.0,,,,,,
500,A. Moreno,5.22,112869,275,Aníbal Ismael Moreno,7,False,Aníbal Moreno,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,2.93,anibal-moreno,4,34,0.0,PAL,23,0.0,6.0,39.0,17.0,4.0,6.0,10.0,,,,1.0,,,,,,,,,,
501,L. Barbosa,8.66,112886,280,Lucas Henrique Barbosa,7,False,Lucas Barbosa,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,4.96,lucas-barbosa,5,34,0.0,RBB,29,0.0,7.0,61.0,57.0,11.0,16.0,32.0,2.0,8.0,,3.0,,,1.0,2.0,,1.0,,,,
502,Sforza,3.56,112906,286,Juan Sebastián Sforza,6,True,Sforza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,1.17,sforza,4,34,1.5,JUV,8,-0.08,,6.0,5.0,,1.0,2.0,,,,,,,,,,,,,,
503,Freytes,4.5,113034,266,Juan Pablo Freytes,7,True,Freytes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2.98,freytes,3,34,1.5,FLU,27,-0.41,6.0,17.0,19.0,5.0,10.0,14.0,,1.0,9.0,,,,1.0,1.0,,1.0,,,,
504,Mancuso,7.3,113078,356,Eros Nazareno Mancuso,6,True,Mancuso,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4.43,mancuso,2,34,-0.6,FOR,23,-0.41,5.0,32.0,25.0,6.0,8.0,20.0,1.0,2.0,5.0,2.0,,,,,,,,,,
505,F. López,10.58,113103,275,José Manuel Alberto López,7,False,Flaco López,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,6.8,flaco-lopez,5,34,0.0,PAL,28,0.0,5.0,28.0,43.0,21.0,33.0,47.0,10.0,7.0,,2.0,,,2.0,,,,,,,
506,N. Mendes,4.23,113157,280,Nathan Gabriel de Souza Mendes,6,False,Nathan Mendes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,2.23,nathan-mendes,2,34,0.0,RBB,16,0.0,3.0,11.0,8.0,,1.0,16.0,,1.0,2.0,1.0,,,1.0,,,,,,,
507,Marquinhos,3.51,113158,283,Marcus Vinícius Oliveira Alencar,5,False,Marquinhos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,1.25,marquinhos,5,34,0.0,CRU,17,0.0,1.0,7.0,4.0,2.0,8.0,8.0,,,,,,,,,,,,,,
508,P. Maia,5.09,113359,276,Pablo Gonçalves Maia Fortunato,7,True,Pablo Maia,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,2.14,pablo-maia,4,34,4.4,SAO,21,0.39,3.0,20.0,25.0,1.0,4.0,24.0,1.0,,,,,,,1.0,,,,2.0,,
509,C. Olivera,8.29,113397,284,Cristian Gonzalo Olivera Ibarra,5,False,Cristian Olivera,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,4.15,cristian-olivera,5,34,0.0,GRE,20,0.0,2.0,24.0,19.0,8.0,10.0,27.0,3.0,3.0,,,,,,,,,,,,
510,Diógenes,3.3,113690,277,Diógenes Vinícius da Silva,6,False,Diógenes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,3.9,diogenes,1,34,0.0,SAN,1,0.0,,,,,,,,,,,3.0,,,,,,,,,
511,Gamarra,4.83,114334,283,Mateo Gamarra González,6,False,Gamarra,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,2.35,gamarra,3,34,0.0,CRU,2,0.0,,4.0,1.0,,,,,,,,,,,,,,,1.0,,
512,Brahimi,4.99,114400,277,Billal Brahimi - Bilal,6,False,Brahimi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,1.2,brahimi,5,34,0.0,SAN,1,0.0,,,,1.0,,,,,,,,,,,,,,,,
513,Sinisterra,8.73,114405,283,Luis Fernando Sinisterra Lucumí,6,True,Sinisterra,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,4.02,sinisterra,5,34,12.2,CRU,8,1.95,,6.0,1.0,3.0,1.0,6.0,2.0,,,,,,,,,,,,,
514,Cleiton,5.96,114790,262,Cleiton Santana dos Santos,6,False,Cleiton,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,5.85,cleiton,3,34,0.0,FLA,2,0.0,,4.0,1.0,,,2.0,,,1.0,,,,,,,,,,,
515,V. Roque,14.1,114802,275,Vitor Hugo Roque Ferreira,7,False,Vitor Roque,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,8.37,vitor-roque,5,34,0.0,PAL,30,0.0,3.0,29.0,31.0,19.0,19.0,75.0,16.0,15.0,,3.0,,,,1.0,,,,,,
516,M. França,5.25,115100,267,Matheus França de Oliveira,6,True,Matheus França,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,1.42,matheus-franca,5,34,0.8,VAS,11,-0.3,1.0,8.0,6.0,2.0,3.0,3.0,,,,,,,,,,,,,,
517,L. Freitas,3.75,115141,267,Lucas de Freitas Molarinho Chagas,6,False,Lucas Freitas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,2.24,lucas-freitas,3,34,0.0,VAS,16,0.0,2.0,11.0,13.0,,3.0,10.0,1.0,,2.0,,,,1.0,,,,,1.0,,
518,J. Jhon,9.75,115248,280,Jhonatan dos Santos Rosa,7,False,Jhon Jhon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5.56,jhon-jhon,4,34,0.0,RBB,29,0.0,9.0,26.0,35.0,11.0,13.0,53.0,8.0,2.0,,5.0,,,,1.0,,,,,,
519,M. Victor,6.86,115537,354,Marcos Victor Ferreira da Silva,7,True,Marcos Victor,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,5.0,marcos-victor,3,34,5.8,CEA,11,0.1,,15.0,5.0,,2.0,5.0,,1.0,5.0,1.0,,,,,,,,,,
520,Rodriguinho,1.42,115563,354,Rodrigo Henrique Santos de Souza,6,False,Rodriguinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,-0.64,rodriguinho,4,34,0.0,CEA,5,0.0,,,5.0,,1.0,1.0,,,,,,,,,,1.0,,,,
521,E. Galego,3.01,115586,286,Emerson Mendes de Carvalho,6,False,Emerson Galego,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,1.25,emerson-galego,5,34,0.0,JUV,2,0.0,,1.0,,,,2.0,,,,,,,,,,,,,,
522,M. Paulo,3.07,115594,286,Marcos Paulo Lima Batista Silva,7,True,Marcos Paulo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,1.73,marcos-paulo,2,34,0.0,JUV,16,-0.14,5.0,14.0,20.0,2.0,3.0,4.0,,,3.0,,,,,,,1.0,,1.0,,
523,G. Delfim,2.55,115674,282,Gabriel Delfim Ferreira,6,False,Gabriel Delfim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,1.9,gabriel-delfim,1,34,0.0,CAM,1,0.0,,,,,,,,,,,3.0,2.0,,,,,,,,
524,E. Araújo,3.95,115914,262,Everton Gustavo Fernandes Araújo,2,False,Evertton Araújo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,2.08,evertton-araujo,4,34,0.0,FLA,14,0.0,2.0,14.0,15.0,4.0,1.0,8.0,1.0,,,,,,,,,1.0,,,,
525,V. Hugo,3.97,116034,277,Victor Hugo Gomes Silva,6,False,Victor Hugo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,1.74,victor-hugo,4,34,0.0,SAN,8,0.0,,5.0,2.0,3.0,3.0,2.0,,,,,,,,,,,,,,
526,Cuiabano,9.71,116065,263,Luís Eduardo Soares da Silva,7,False,Cuiabano,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,5.63,cuiabano,2,34,0.0,BOT,23,0.0,4.0,22.0,25.0,4.0,9.0,14.0,2.0,1.0,12.0,2.0,,,,1.0,,,,,,
527,T. Beltrame,1.0,116067,284,Thiago Beltrame Stallbaum,6,False,Thiago Beltrame,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,thiago-beltrame,1,34,0.0,GRE,0,0.0,,,,,,,,,,,,,,,,,,,,
528,Hércules,6.95,116447,266,Hércules Pereira do Nascimento,7,True,Hércules,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,3.36,hercules,4,34,7.8,FLU,28,0.24,1.0,33.0,35.0,4.0,11.0,15.0,3.0,1.0,,1.0,,,,2.0,,,,,,
529,Jamerson,7.87,116461,287,Jamerson Santos de Jesus,6,False,Jamerson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,5.15,jamerson,2,34,0.0,VIT,12,0.0,,20.0,8.0,5.0,6.0,7.0,,1.0,2.0,2.0,,,,,,,,,,
530,L. Gazal,4.95,116589,356,Lucas Xavier Gazal,6,True,Lucas Gazal,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3.2,lucas-gazal,3,34,2.7,FOR,4,0.01,2.0,5.0,6.0,1.0,3.0,1.0,,,1.0,,,,,,,,,,,
531,A. Gómez,7.44,116706,267,Carlos Andrés Gómez Hinestroza,7,False,Andrés Gómez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,3.81,andres-gomez,5,34,0.0,VAS,12,0.0,1.0,7.0,13.0,8.0,6.0,12.0,,2.0,,4.0,,,,,,,,,,
