,atletas.rodada_id,atletas.jogos_num,atletas.atleta_id,atletas.entrou_em_campo,atletas.nome,atletas.status_id,atletas.preco_num,atletas.slug,atletas.media_num,atletas.clube_id,atletas.pontos_num,atletas.apelido_abreviado,atletas.variacao_num,atletas.posicao_id,atletas.clube.id.full.name,atletas.foto,atletas.apelido,A,CA,DS,FC,FD,FF,FS,G,I,PS,SG,DE,GS,FT,CV,V,DP,PP,PC,GC
403,36,12,105563,False,Carlos Vinícius Alves Morais,6,11.26,carlos-vinicius,7.33,284,0.0,C. Vinícius,0.0,5,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Carlos Vinícius,1.0,2.0,1.0,16.0,3.0,6.0,23.0,9.0,8.0,,,,,,1.0,,,,,
404,36,24,105568,False,Juan Martín Lucero,6,6.86,lucero,2.5,356,0.0,Lucero,0.0,5,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Lucero,1.0,6.0,17.0,35.0,8.0,9.0,14.0,3.0,8.0,,,,,1.0,,,,1.0,,
405,36,27,105584,True,Lucas Piton Crivellaro,7,7.69,lucas-piton,4.3,267,2.5,L. Piton,0.06,2,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Lucas Piton,8.0,5.0,30.0,42.0,1.0,6.0,10.0,1.0,2.0,,6.0,,,,,,,,,
406,36,8,105585,False,Roni Medeiros de Moura,6,1.74,roni,0.31,2305,0.0,Roni,0.0,4,MIR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Roni,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,
407,36,24,105647,False,Maurício Magalhães Prado,6,8.49,mauricio,4.06,275,0.0,Maurício,0.0,4,PAL,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Maurício,6.0,1.0,15.0,14.0,7.0,12.0,17.0,3.0,6.0,,,,,,,,,,,
408,36,22,105786,False,Talles Magno Bacelar Martins,6,5.56,talles-magno,2.67,264,0.0,T. Magno,0.0,5,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Talles Magno,1.0,2.0,14.0,21.0,6.0,10.0,31.0,1.0,9.0,,,,,1.0,,,,,,
409,36,12,105807,True,Luan de Freitas Molarinho Chagas,7,6.97,luan-freitas,4.47,286,6.5,L. Freitas,0.15,3,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Luan Freitas,1.0,,23.0,12.0,,4.0,3.0,,,,2.0,,,1.0,,,,,,
410,36,19,105842,True,Lucas Eduardo Ribeiro de Souza,7,5.34,edu,3.61,287,4.7,Edu,0.2,3,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Edu,,2.0,18.0,10.0,1.0,3.0,6.0,,,,8.0,,,,,,,,,
411,36,9,105845,False,Matheus de Araújo Andrade,6,4.89,matheus-araujo,2.1,354,0.0,M. Araújo,0.0,4,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Matheus Araújo,1.0,,2.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,
412,36,8,105900,False,Allan Victor Oliveira Mota,6,3.94,allanzinho,2.35,356,0.0,Allanzinho,0.0,5,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Allanzinho,2.0,1.0,2.0,5.0,,3.0,10.0,,1.0,1.0,,,,,,,,,,
413,36,28,105903,True,José Aldo Soares de Oliveira Filho,7,3.86,jose-aldo,2.03,2305,4.4,J. Aldo,0.61,4,MIR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,José Aldo,,5.0,33.0,31.0,7.0,8.0,14.0,,1.0,,,,,,,,,,,
414,36,13,105949,True,Sergio Ramón Rochet Álvarez,7,8.4,rochet,3.43,285,0.2,Rochet,-0.3,1,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Rochet,,,,,,,2.0,,,,2.0,42.0,21.0,,,,,,,
415,36,29,105990,False,Santiago Martín Ramos Mingo,3,4.95,santiago-mingo,3.01,265,0.0,S. Mingo,0.0,3,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Santiago Mingo,,6.0,25.0,29.0,4.0,10.0,21.0,,2.0,,9.0,,,,1.0,,,,,
416,36,17,106082,True,Ewerthon Diógenes da Silva,6,5.98,ewerthon,3.16,286,0.0,Ewerthon,-0.18,2,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Ewerthon,,2.0,22.0,8.0,2.0,7.0,9.0,1.0,3.0,,1.0,,,,,,,,,
417,36,29,106147,True,Thiago Carpini Barbosa,7,7.12,thiago-carpini,4.39,286,3.96,T. Carpini,0.04,6,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Thiago Carpini,,,,,,,,,,,,,,,,7.0,,,,
418,36,4,106160,False,Lucas Alexandre Galdino de Azevedo,6,7.34,lucao,5.7,280,0.0,Lucão,0.0,1,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Lucão,,1.0,,,,,1.0,,,,1.0,21.0,9.0,,,,,,,
419,36,11,106202,True,Bruno Gomes da Silva Clevelário,7,8.18,bruno-gomes,5.14,285,4.9,B. Gomes,-0.14,2,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Bruno Gomes,2.0,2.0,19.0,15.0,3.0,3.0,7.0,,,,3.0,,,,,,,,,
420,36,26,106294,True,Marcos Antônio Silva Santos,7,3.76,marcos-antonio,1.78,276,2.1,M. Antônio,0.05,4,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Marcos Antônio,3.0,4.0,14.0,22.0,2.0,7.0,27.0,,2.0,,,,,,,,,,,
421,36,19,106323,True,Caio Alexandre Souza e Silva,6,4.92,caio-alexandre,2.23,265,1.0,C. Alexandre,0.02,4,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Caio Alexandre,1.0,4.0,19.0,29.0,1.0,6.0,31.0,,,,,,,,,,,,,
422,36,7,106434,False,Eduardo Gonzaga Mendes Santos,6,8.19,eduardo-santos,5.1,280,0.0,E. Santos,0.0,3,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Eduardo Santos,,,10.0,1.0,,,2.0,,,,4.0,,,,,,,,,
423,36,31,106593,True,Lucas Hernán Villalba,7,8.05,villalba,5.23,283,2.6,Villalba,-0.62,3,CRU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Villalba,,10.0,38.0,27.0,4.0,8.0,21.0,1.0,1.0,,17.0,,,3.0,,,,,,
424,36,19,106681,True,Leonardo Augusto dos Santos Pereira,7,5.12,leo-pereira,3.7,292,2.8,L. Pereira,-0.54,5,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Léo Pereira,1.0,,15.0,20.0,8.0,12.0,31.0,2.0,9.0,,,,,,,,,,1.0,
425,36,14,106708,False,Igor Marques Paciência Cardoso,3,9.7,igor-formiga,7.27,286,0.0,I. Formiga,0.0,2,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Igor Formiga,2.0,1.0,39.0,18.0,3.0,4.0,10.0,2.0,,,3.0,,,,1.0,,,,,
426,36,18,106822,True,Rodrigo Nestor Bertalia,6,6.38,rodrigo-nestor,3.71,265,1.4,R. Nestor,0.13,4,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Rodrigo Nestor,,4.0,15.0,12.0,4.0,6.0,15.0,4.0,2.0,,,,,1.0,,,,,,
427,36,5,106829,False,Patryck Lanza dos Reis,6,4.86,patryck,2.4,276,0.0,Patryck,0.0,2,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Patryck,,1.0,2.0,4.0,1.0,5.0,2.0,,,,1.0,,,,,,,,,
428,36,17,106918,True,Paulo Henrique Silva Ribeiro,6,3.72,paulo-baya,1.99,354,-0.3,P. Baya,-0.55,5,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Paulo Baya,1.0,,5.0,3.0,6.0,7.0,3.0,1.0,1.0,,,,,,,,,,,
429,36,0,107075,False,Yuri Sena dos Reis Batista,6,1.0,yuri-sena,0.0,287,0.0,Y. Sena,0.0,1,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Yuri Sena,,,,,,,,,,,,,,,,,,,,
430,36,31,107093,True,Luciano Batista da Silva Júnior,7,9.18,luciano-juba,5.31,265,3.9,L. Juba,-0.68,2,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Luciano Juba,4.0,3.0,32.0,19.0,5.0,11.0,12.0,5.0,1.0,,9.0,,,,,,,,,
431,36,14,107170,False,Jefferson Ruan Pereira dos Santos,6,4.86,jeffinho,4.14,263,-3.0,Jeffinho,-0.57,5,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Jeffinho,4.0,,12.0,10.0,3.0,3.0,8.0,2.0,1.0,,,,,,1.0,,,,,
432,36,22,107173,False,Michel Daryl Araújo Villar,5,5.79,michel-araujo,3.12,265,0.0,M. Araújo,0.0,4,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Michel Araújo,,3.0,19.0,15.0,2.0,9.0,12.0,4.0,1.0,,,,,,,,,,,
433,36,23,107174,False,Bruno Vinícius Souza Ramos,6,5.52,bruno-tabata,3.53,285,0.0,B. Tabata,0.0,4,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Bruno Tabata,1.0,4.0,20.0,19.0,10.0,12.0,21.0,3.0,2.0,,,,,1.0,1.0,,,,,
434,36,5,107179,False,Matheus Planelles Donelli,6,4.42,matheus-donelli,3.08,264,0.0,M. Donelli,0.0,1,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Matheus Donelli,,1.0,,,,,1.0,,,,1.0,13.0,6.0,,,,,,,
435,36,14,107183,True,Leonardo Matias Baiersdorf Linck,7,6.56,leo-linck,3.9,263,1.9,L. Linck,-0.14,1,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Léo Linck,,1.0,,,,,1.0,,,,6.0,30.0,14.0,,,,,,,
436,36,2,107221,False,Audenirton Soares da Silva,6,3.44,magrao,2.9,356,0.0,Magrão,0.0,1,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Magrão,,,,,,,,,,,,6.0,2.0,,,,,,,
437,36,11,107231,False,Danilo dos Santos de Oliveira,5,8.25,danilo,3.25,263,0.0,Danilo,0.0,4,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Danilo,1.0,1.0,11.0,4.0,2.0,6.0,3.0,1.0,2.0,,,,,,,,,,,
438,36,17,107236,False,Vanderlan Barbosa da Silva,6,5.87,vanderlan,3.17,280,0.0,Vanderlan,0.0,2,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Vanderlan,1.0,3.0,27.0,25.0,1.0,3.0,11.0,,1.0,,2.0,,,,,,,,,
439,36,22,107516,True,Sebastião Ênio Santos de Almeida,6,4.61,enio,2.84,286,2.0,Ênio,-0.12,5,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Ênio,,3.0,7.0,7.0,6.0,10.0,31.0,3.0,5.0,,,,,1.0,,,,,,
440,36,30,107554,False,Natanael Moreira Milouski,6,8.7,natanael,5.17,282,0.0,Natanael,0.0,2,CAM,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Natanael,,1.0,49.0,23.0,5.0,9.0,22.0,1.0,4.0,,11.0,,,1.0,,,,,,
441,36,0,107698,False,Antônio Adriano Nascimento de Sousa,6,1.0,adriano,0.0,292,0.0,Adriano,0.0,1,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Adriano,,,,,,,,,,,,,,,,,,,,
442,36,31,107726,False,Chrystian Amaral Barletta de Almeida,6,5.39,chrystian-barletta,2.89,292,0.0,C. Barletta,0.0,5,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Chrystian Barletta,,2.0,16.0,15.0,18.0,18.0,30.0,2.0,5.0,,,,,2.0,,,,,,
443,36,14,107744,False,Bruno Conceição Praxedes,6,3.35,praxedes,1.12,280,0.0,Praxedes,0.0,4,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Praxedes,,3.0,5.0,11.0,2.0,7.0,13.0,,,,,,,,,,,,,
444,36,0,107748,False,Adriel Vasconcelos Ramos,6,3.0,adriel,0.0,284,0.0,Adriel,0.0,1,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Adriel,,,,,,,,,,,,,,,,,,,,
445,36,2,107801,False,Natã Felipe de Amorim Santos,6,2.43,nata,1.35,286,0.0,Natã,0.0,3,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Natã,,,2.0,1.0,,,,,,,,,,,,,,,,
446,36,8,107812,False,Pierre Wagner Oliveira dos Santos,6,3.77,pierre,2.24,356,0.0,Pierre,0.0,4,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Pierre,,2.0,12.0,13.0,1.0,2.0,6.0,,,,,,,,,,,,,
447,36,0,107859,False,Alexandre Fintelman de Mello Ribeiro da Silva,6,2.0,fintelman,0.0,287,0.0,Fintelman,0.0,1,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Fintelman,,,,,,,,,,,,,,,,,,,,
448,36,29,107873,True,Damián Josué Bobadilla Benítez,7,5.65,bobadilla,3.95,276,0.0,Bobadilla,-1.55,4,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Bobadilla,1.0,4.0,48.0,33.0,7.0,7.0,11.0,4.0,1.0,,,,,,,,,,,
449,36,9,107908,False,Hugo Ferreira de Farias,6,5.3,hugo,2.85,264,0.0,Hugo,0.0,2,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Hugo,,1.0,8.0,4.0,1.0,1.0,8.0,,1.0,,2.0,,,,,,,,,
450,36,15,107950,False,Fausto Mariano Vera,6,5.9,fausto-vera,2.21,282,0.0,F. Vera,0.0,4,CAM,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Fausto Vera,,3.0,19.0,23.0,,5.0,5.0,1.0,,,,,,,,,,,,
451,36,22,107989,True,Johan Stiven Carbonero Balanta,7,7.39,carbonero,4.42,285,9.7,Carbonero,1.79,5,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Carbonero,2.0,6.0,13.0,32.0,11.0,11.0,58.0,4.0,15.0,2.0,,,,1.0,1.0,,,,,
452,36,20,108133,False,Isidro Miguel Pitta Saldívar,6,6.43,isidro-pitta,3.27,280,0.0,I. Pitta,0.0,5,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Isidro Pitta,1.0,5.0,1.0,16.0,3.0,6.0,10.0,7.0,7.0,,,,,,,,,,,
453,36,0,108176,False,Gabriel Santos Cordeiro Lacerda,6,4.0,gabriel-lacerda,0.0,354,0.0,G. Lacerda,0.0,3,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Gabriel Lacerda,,,,,,,,,,,,,,,,,,,,
454,36,19,108274,True,David Ricardo Loiola da Silva,7,5.7,david-ricardo,4.3,263,5.2,D. Ricardo,-0.16,3,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,David Ricardo,1.0,3.0,15.0,22.0,1.0,3.0,15.0,2.0,1.0,,8.0,,,,1.0,,,,,
455,36,10,108469,True,Adonis Uriel Frías,7,7.01,adonis-frias,3.83,277,10.7,A. Frías,1.32,3,SAN,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Adonis Frías,,2.0,13.0,14.0,2.0,2.0,6.0,1.0,,,2.0,,,,,,,,,
456,36,4,108474,False,Santiago Moreno,6,5.64,santi-moreno,1.88,266,0.0,S. Moreno,0.0,5,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Santi Moreno,,1.0,6.0,5.0,,,2.0,,,,,,,,,,,,,
457,36,21,108548,False,Alexander Ernesto Aravena Guzmán,6,3.78,aravena,2.33,284,0.0,Aravena,0.0,5,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Aravena,,1.0,7.0,6.0,3.0,7.0,10.0,3.0,1.0,,,,,1.0,,,,,,
458,36,18,108588,True,Gonzalo Andrés Tapia Dubournais,7,6.64,tapia,4.13,276,1.3,Tapia,-0.26,5,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Tapia,,4.0,7.0,19.0,7.0,14.0,29.0,5.0,5.0,,,,,,,,,,,
459,36,8,108671,False,Benjamín Antonio Garré,6,1.83,garre,0.02,267,0.0,Garré,0.0,5,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Garré,,1.0,1.0,6.0,,,3.0,,,,,,,,,,,,,
460,36,23,108683,False,Emiliano Martínez Toranza,6,5.51,emiliano-martinez,2.78,275,0.0,E. Martínez,0.0,4,PAL,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Emiliano Martínez,,3.0,34.0,22.0,5.0,5.0,9.0,1.0,,,,,,,,,,,,
461,36,33,108713,True,Antonio Javier Galeano Ferreira,7,6.94,galeano,4.78,354,6.0,Galeano,0.73,5,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Galeano,3.0,1.0,26.0,24.0,14.0,11.0,58.0,7.0,17.0,,,,,1.0,,,,,,
462,36,26,109096,False,Gonzalo Jordy Plata Jiménez,6,6.18,plata,3.3,262,0.0,Plata,0.0,5,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Plata,1.0,,25.0,20.0,7.0,5.0,16.0,4.0,2.0,,,,,,1.0,,,,,
463,36,2,109138,False,Javier Enrique Delgado Saverio,6,4.56,kike-saverio,0.85,287,0.0,K. Saverio,0.0,5,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Kike Saverio,,,1.0,1.0,,,1.0,,,,,,,,,,,,,
464,36,22,109401,True,Erick da Costa Farias,7,8.78,erick-pulga,5.69,265,1.6,E. Pulga,-1.15,5,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Erick Pulga,3.0,3.0,28.0,16.0,10.0,22.0,46.0,3.0,6.0,,,,,,,,,,,
465,36,3,109426,False,Weverson Moreira da Costa,6,2.29,weverson,0.43,356,0.0,Weverson,0.0,2,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Weverson,,,1.0,5.0,,1.0,1.0,,,,,,,,,,,,,
466,36,29,109573,True,Matheus Martinelli Lima,7,7.56,martinelli,2.81,266,12.4,Martinelli,1.78,4,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Martinelli,2.0,5.0,32.0,47.0,2.0,6.0,35.0,2.0,1.0,,,,,1.0,,,,,1.0,
467,36,21,109899,False,Emerson Geovanny Batalla Martínez - Enmerson,6,6.5,batalla,4.01,286,0.0,Batalla,0.0,5,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Batalla,1.0,4.0,17.0,15.0,8.0,8.0,29.0,4.0,1.0,,,,,,,,,,,
468,36,9,109966,False,Miguel Ángel Monsalve Gonzáles - González,6,3.43,monsalve,1.25,284,0.0,Monsalve,0.0,4,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Monsalve,1.0,2.0,3.0,9.0,1.0,1.0,9.0,,,,,,,,,,,,,
469,36,0,110062,False,João Roberto Rota Neto,6,1.0,joao-neto,0.0,280,0.0,J. Neto,0.0,4,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,João Neto,,,,,,,,,,,,,,,,,,,,
470,36,22,110311,False,José Andrés Martínez Torres,3,3.01,jose-martinez,1.66,264,0.0,J. Martínez,0.0,4,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,José Martínez,1.0,9.0,21.0,20.0,3.0,5.0,29.0,,1.0,,,,,,2.0,,,,1.0,
471,36,27,110426,True,Alexandro Ezequiel Bernabéi,7,12.48,bernabei,5.51,285,5.7,Bernabéi,0.38,2,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Bernabéi,4.0,7.0,62.0,55.0,10.0,13.0,28.0,,1.0,1.0,5.0,,,,1.0,,,,,
472,36,32,110506,False,Abel Fernando Moreira Ferreira,6,12.59,abel-ferreira,6.86,275,0.0,A. Ferreira,0.0,6,PAL,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Abel Ferreira,,,,,,,,,,,,,,,,20.0,,,,
473,36,28,110510,True,Braian Aguirre Nahuel,7,7.17,aguirre,4.36,285,0.0,Aguirre,-0.28,2,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Aguirre,,4.0,55.0,38.0,2.0,8.0,3.0,1.0,3.0,1.0,6.0,,,2.0,,,,,,
474,36,4,110542,False,Yeison Estiven Guzmán Gómez,6,4.07,yeison-guzman,1.47,356,0.0,Y. Guzmán,0.0,4,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Yeison Guzmán,,,3.0,2.0,,,4.0,,,,,,,,,,,,,
475,36,25,110715,False,José Andrés Hurtado Cheme,6,6.22,andres-hurtado,3.66,280,0.0,A. Hurtado,0.0,2,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Andrés Hurtado,,2.0,32.0,26.0,1.0,5.0,9.0,1.0,,,8.0,,,,1.0,,,,1.0,
476,36,10,110750,False,Gustavo Marques Alves dos Santos,6,4.13,gustavo-marques,1.81,280,0.0,G. Marques,0.0,3,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Gustavo Marques,,2.0,6.0,7.0,1.0,5.0,8.0,,,,1.0,,,,,,,,1.0,
477,36,14,110759,True,John Kennedy Batista de Souza,6,7.28,john-kennedy,3.11,266,10.0,J. Kennedy,1.11,5,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,John Kennedy,1.0,1.0,4.0,7.0,6.0,4.0,13.0,2.0,4.0,,,,,1.0,,,,,,
478,36,14,110760,False,Gabriel Teixeira Aragão,6,6.41,biel,2.81,282,0.0,Biel,0.0,5,CAM,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Biel,1.0,1.0,9.0,4.0,3.0,8.0,10.0,1.0,,,,,,,,,,,,
