,atletas.apelido,atletas.apelido_abreviado,atletas.entrou_em_campo,atletas.slug,atletas.clube_id,atletas.preco_num,atletas.rodada_id,atletas.variacao_num,atletas.media_num,atletas.status_id,atletas.jogos_num,atletas.pontos_num,atletas.nome,atletas.clube.id.full.name,atletas.atleta_id,atletas.minimo_para_valorizar,atletas.posicao_id,atletas.foto,A,CA,DS,FC,FD,FF,FS,I,G,FT,DE,GS,V,CV,PS,SG,DP,PC,PP,GC
387,Sant'Anna,Sant'Anna,True,sant-anna,280,6.78,9,-0.72,4.88,2,4,1.5,Ariel Agustín Sant'Anna Quintero,RBB,105213,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,1.0,7.0,3.0,,3.0,1.0,,,1.0,,,,,,1.0,,,,
388,Santiago Rodríguez,S. Rodríguez,True,santiago-rodriguez,263,5.28,9,-0.68,1.8,6,4,0.0,Santiago Mariano Rodríguez Molina,BOT,105214,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,
389,Gastón Ávila,G. Ávila,True,gaston-avila,356,10.49,9,-0.58,7.85,2,2,3.0,Gastón Luciano Ávila,FOR,105258,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,,,5.0,1.0,1.0,1.0,3.0,,,,,,,,,1.0,,,,
390,Ferraresi,Ferraresi,True,ferraresi,276,7.06,9,0.33,3.43,2,6,4.6,Nahuel Adolfo Ferraresi Hernández,SAO,105300,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,,1.0,11.0,7.0,,1.0,3.0,1.0,,,,,,,,1.0,,,,
391,Lucas Lima,L. Lima,True,lucas-lima,354,2.8,9,-0.37,0.17,6,3,0.0,Lucas Eduardo Lima da Silva,CEA,105337,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,,,,,,,1.0,,,,,,,,,,,,,
392,Gabriel Xavier,G. Xavier,False,gabriel-xavier,265,5.47,9,0.0,1.53,6,3,0.0,Gabriel Lheman Xavier - Lhman,BAH,105373,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,1.0,1.0,3.0,,,,,,,,,,,,1.0,,,,
393,Matheus Bidu,M. Bidu,False,matheus-bidu,264,9.24,9,0.0,5.9,6,3,0.0,Matheus Lima Beltrão Oliveira Valin,COR,105531,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,1.0,,4.0,2.0,,1.0,1.0,,,,,,,,1.0,1.0,,,,
394,Davó,Davó,False,davo,2305,4.46,9,0.0,4.3,6,2,0.0,Matheus Alvarenga de Oliveira,MIR,105533,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,1.0,,1.0,,,2.0,1.0,,,,,,,,,,,,,
395,Lucero,Lucero,True,lucero,356,9.24,9,-2.82,4.69,7,8,2.8,Juan Martín Lucero,FOR,105568,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.0,2.0,5.0,9.0,2.0,2.0,6.0,3.0,3.0,1.0,,,,,,,,,1.0,
396,Lucas Piton,L. Piton,True,lucas-piton,267,8.9,9,1.5,4.43,7,7,12.1,Lucas Piton Crivellaro,VAS,105584,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,2.0,2.0,8.0,10.0,,2.0,5.0,1.0,,,,,,,,2.0,,,,
397,Roni,Roni,True,roni,2305,2.18,9,-0.23,0.17,6,3,0.0,Roni Medeiros de Moura,MIR,105585,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,,1.0,1.0,,,,,,,,,,,,,,,,,
398,Maurício,Maurício,True,mauricio,275,9.96,9,1.11,2.68,6,5,10.0,Maurício Magalhães Prado,PAL,105647,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,,,1.0,2.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,
399,Talles Magno,T. Magno,True,talles-magno,264,5.92,9,-0.5,2.53,6,6,0.0,Talles Magno Bacelar Martins,COR,105786,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,1.0,1.0,4.0,8.0,1.0,2.0,10.0,2.0,,,,,,,,,,,,
400,Wesley,Wesley,True,wesley,285,12.93,9,0.47,6.66,7,8,5.7,Wesley Ribeiro Silva,INT,105811,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2.0,1.0,18.0,8.0,4.0,4.0,18.0,3.0,,1.0,,,,,,,,,,
401,Edu,Edu,True,edu,287,2.51,9,-0.52,1.12,7,4,0.5,Lucas Eduardo Ribeiro de Souza,VIT,105842,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,
402,Matheus Araújo,M. Araújo,True,matheus-araujo,354,5.76,9,-0.66,3.4,6,5,0.0,Matheus de Araújo Andrade,CEA,105845,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,
403,Allanzinho,Allanzinho,False,allanzinho,356,4.51,9,0.0,2.43,6,3,0.0,Allan Victor Oliveira Mota,FOR,105900,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.0,1.0,1.0,4.0,,2.0,3.0,1.0,,,,,,,,,,,,
404,José Aldo,J. Aldo,True,jose-aldo,2305,4.38,9,1.17,2.49,7,8,7.9,José Aldo Soares de Oliveira Filho,MIR,105903,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,,2.0,12.0,8.0,1.0,4.0,4.0,1.0,,,,,,,,,,,,
405,Rochet,Rochet,False,rochet,285,9.26,9,0.0,3.1,5,1,0.0,Sergio Ramón Rochet Álvarez,INT,105949,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,,,,,,,1.0,,,,2.0,,,,,,,,,
406,Santiago Mingo,S. Mingo,True,santiago-mingo,265,4.45,9,-0.12,2.98,7,9,0.2,Santiago Martín Ramos Mingo,BAH,105990,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,1.0,6.0,8.0,,3.0,8.0,2.0,,,,,,,,3.0,,,,
407,Ewerthon,Ewerthon,True,ewerthon,286,6.49,9,-0.61,3.84,2,9,0.5,Ewerthon Diógenes da Silva,JUV,106082,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,2.0,16.0,5.0,2.0,4.0,7.0,,,,,,,,,1.0,,,,
408,Thiago Carpini,T. Carpini,True,thiago-carpini,287,6.42,9,-0.18,3.8,7,9,3.18,Thiago Carpini Barbosa,VIT,106147,,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,,,,,,,,,,,,2.0,,,,,,,
409,Lucão,Lucão,False,lucao,280,6.09,9,0.0,8.9,5,1,0.0,Lucas Alexandre Galdino de Azevedo,RBB,106160,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,,,,,,,,,,3.0,,,,,1.0,,,,
410,Bruno Gomes,B. Gomes,False,bruno-gomes,285,6.0,9,0.0,0.0,5,0,0.0,Bruno Gomes da Silva Clevelário,INT,106202,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,,,,,,,,,,,,,,,,,,,,
411,Marcos Antônio,M. Antônio,True,marcos-antonio,276,3.46,9,-0.64,1.4,6,8,0.0,Marcos Antônio Silva Santos,SAO,106294,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,,3.0,6.0,7.0,1.0,2.0,9.0,,,,,,,,,,,,,
412,Caio Alexandre,C. Alexandre,True,caio-alexandre,265,6.5,9,0.9,3.34,7,7,6.9,Caio Alexandre Souza e Silva,BAH,106323,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,1.0,3.0,15.0,18.0,,1.0,7.0,,,,,,,,,,,,,
413,Eduardo Santos,E. Santos,False,eduardo-santos,280,8.38,9,0.0,8.0,6,2,0.0,Eduardo Gonzaga Mendes Santos,RBB,106434,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,,4.0,,,,,,,,,,,,,2.0,,,,
414,Villalba,Villalba,True,villalba,283,8.09,9,1.16,6.04,7,7,10.6,Lucas Hernán Villalba,CRU,106593,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,,2.0,9.0,1.0,1.0,3.0,3.0,,,2.0,,,,,,4.0,,,,
415,Léo Pereira,L. Pereira,False,leo-pereira,287,3.45,9,0.0,1.3,6,4,0.0,Leonardo Augusto dos Santos Pereira,VIT,106681,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,,3.0,4.0,,,4.0,1.0,,,,,,,,,,,,
416,Carlos Alberto,C. Alberto,True,carlos-alberto,292,3.25,9,-0.63,1.33,7,8,-0.9,Carlos Alberto Gomes da Silva Filho,SPT,106704,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,,1.0,7.0,7.0,2.0,1.0,,,,,,,,,,,,,,
417,Rodrigo Nestor,R. Nestor,False,rodrigo-nestor,265,6.32,9,0.0,3.02,7,4,0.0,Rodrigo Nestor Bertalia,BAH,106822,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,,6.0,4.0,1.0,2.0,3.0,,,,,,,,,,,,,
418,Patryck,Patryck,False,patryck,276,4.0,9,0.0,0.0,6,0,0.0,Patryck Lanza dos Reis,SAO,106829,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,,,,,,,,,,,,,,,,,,,,
419,Borrero,Borrero,False,borrero,356,5.0,9,0.0,0.0,6,0,0.0,Dylan Felipe Borrero Caicedo,FOR,106843,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,,,,,,,,,,,,,,,,,,,,
420,Paulo Baya,P. Baya,True,paulo-baya,266,3.53,9,-0.06,0.6,6,2,1.2,Paulo Henrique Silva Ribeiro,FLU,106918,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,,,,,1.0,,,,,,,,,,,,,,,
421,Luciano Juba,L. Juba,True,luciano-juba,265,8.76,9,-0.08,6.18,7,9,0.8,Luciano Batista da Silva Júnior,BAH,107093,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.0,,11.0,4.0,,3.0,,1.0,1.0,,,,,,,3.0,,,,
422,Richard Ríos,R. Ríos,True,richard-rios,275,10.34,9,0.12,5.81,3,8,4.3,Richard Ríos Montoya,PAL,107111,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,2.0,3.0,18.0,18.0,1.0,9.0,19.0,,,,,,,,,,,,,
423,Jeffinho,Jeffinho,False,jeffinho,263,4.33,9,0.0,2.33,6,3,0.0,Jefferson Ruan Pereira dos Santos,BOT,107170,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,
424,Patrick de Paula,P. Paula,False,patrick-de-paula,263,3.97,9,0.0,1.63,6,6,0.0,Patrick de Paula Carreiro,BOT,107172,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,,3.0,4.0,,5.0,5.0,,,,,,,,,,,,,
425,Michel Araújo,M. Araújo,True,michel-araujo,265,7.56,9,2.42,4.85,6,2,10.3,Michel Daryl Araújo Villar,BAH,107173,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,,1.0,2.0,,1.0,,,1.0,,,,,,,,,,,
426,Bruno Tabata,B. Tabata,True,bruno-tabata,285,5.7,9,-0.04,3.17,6,6,2.5,Bruno Vinícius Souza Ramos,INT,107174,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,,1.0,6.0,3.0,5.0,3.0,7.0,,,,,,,,,,,,,
427,Matheus Donelli,M. Donelli,False,matheus-donelli,264,4.42,9,0.0,3.08,6,5,0.0,Matheus Planelles Donelli,COR,107179,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,,1.0,,,,,1.0,,,,13.0,6.0,,,,1.0,,,,
428,Léo Linck,L. Linck,False,leo-linck,263,5.0,9,0.0,0.0,6,0,0.0,Leonardo Matias Baiersdorf Linck,BOT,107183,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,,,,,,,,,,,,,,,,,,,
429,Magrão,Magrão,False,magrao,356,2.0,9,0.0,0.0,6,0,0.0,Audenirton Soares da Silva,FOR,107221,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,,,,,,,,,,,,,,,,,,,,
430,Vanderlan,Vanderlan,False,vanderlan,275,3.77,9,0.0,1.2,6,1,0.0,Vanderlan Barbosa da Silva,PAL,107236,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,,,1.0,1.0,,,,,,,,,,,,,,,,
431,Zé Vitor,Z. Vitor,False,ze-vitor,2305,3.0,9,0.0,0.0,6,0,0.0,Jose Vitor Silva Neves,MIR,107256,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,,,,,,,,,,,,,,,,,,,,
432,Ênio,Ênio,False,enio,286,4.07,9,0.0,2.99,6,7,0.0,Sebastião Ênio Santos de Almeida,JUV,107516,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,2.0,3.0,4.0,2.0,3.0,14.0,2.0,1.0,,,,,,,,,,,
433,Natanael,Natanael,True,natanael,282,10.23,9,2.89,6.4,7,9,18.2,Natanael Moreira Milouski,CAM,107554,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,,,22.0,7.0,3.0,2.0,3.0,,,,,,,,,4.0,,,,
434,Nathan,Nathan,False,nathan,285,2.77,9,0.0,0.2,6,1,0.0,Nathan Santos de Araújo,INT,107676,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,,,,2.0,,1.0,,,,,,,,,,,,,,
435,Chrystian Barletta,C. Barletta,True,chrystian-barletta,292,6.38,9,0.77,4.25,7,9,5.7,Chrystian Amaral Barletta de Almeida,SPT,107726,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,,,5.0,5.0,7.0,7.0,9.0,3.0,1.0,2.0,,,,,,,,,,
436,Praxedes,Praxedes,False,praxedes,280,5.0,9,0.0,0.0,6,0,0.0,Bruno Conceição Praxedes,RBB,107744,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,,,,,,,,,,,,,,,,,,,
437,Adriel,Adriel,False,adriel,284,3.0,9,0.0,0.0,6,0,0.0,Adriel Vasconcelos Ramos,GRE,107748,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,,,,,,,,,,,,,,,,,,,
438,Elias Manoel,E. Manoel,False,elias-manoel,263,5.85,9,0.0,1.2,6,1,0.0,Elias Manoel Alves de Paula,BOT,107795,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,,1.0,1.0,,,,,,,,,,,,,,,,
439,Diego Rosa,D. Rosa,False,diego-rosa,285,2.83,9,0.0,0.73,6,4,0.0,Diego Gabriel Silva Rosa,INT,107796,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,,,2.0,3.0,,1.0,,,,,,,,,,,,,,
440,Natã,Natã,False,nata,286,2.29,9,0.0,1.5,6,1,0.0,Natã Felipe de Amorim Santos,JUV,107801,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,,1.0,,,,,,,,,,,,,,,,,
441,Fintelman,Fintelman,False,fintelman,287,2.0,9,0.0,0.0,6,0,0.0,Alexandre Fintelman de Mello Ribeiro da Silva,VIT,107859,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,,,,,,,,,,,,,,,,,,,
442,Bobadilla,Bobadilla,True,bobadilla,276,4.49,9,-0.97,1.33,6,4,0.0,Damián Josué Bobadilla Benítez,SAO,107873,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,,1.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
443,Hugo,Hugo,False,hugo,264,5.41,9,0.0,2.23,6,3,0.0,Hugo Ferreira de Farias,COR,107908,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
444,Fausto Vera,F. Vera,True,fausto-vera,282,6.75,9,-0.59,3.23,7,7,0.1,Fausto Mariano Vera,CAM,107950,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,,1.0,9.0,6.0,,3.0,3.0,,1.0,,,,,,,,,,,
445,Felipinho,Felipinho,False,felipinho,286,2.69,9,0.0,0.82,6,5,0.0,André Felipe de Almeida Santos,JUV,107958,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,1.0,2.0,10.0,,1.0,1.0,2.0,,,,,,,,1.0,,1.0,,
446,Carbonero,Carbonero,False,carbonero,285,4.57,9,0.0,1.93,5,3,0.0,Johan Stiven Carbonero Balanta,INT,107989,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,,,1.0,4.0,,2.0,8.0,1.0,,,,,,,,,,,,
447,Garcez,Garcez,False,garcez,286,2.3,9,0.0,0.35,6,2,0.0,Maurício Garcez de Jesus,JUV,108131,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,,,1.0,,,2.0,,,,,,,,,,,,,
448,Isidro Pitta,I. Pitta,True,isidro-pitta,280,6.36,9,-1.08,2.85,6,8,0.2,Isidro Miguel Pitta Saldívar,RBB,108133,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,2.0,,7.0,1.0,,4.0,3.0,3.0,,,,,,,,,,,
449,Gabriel Lacerda,G. Lacerda,False,gabriel-lacerda,354,4.0,9,0.0,0.0,6,0,0.0,Gabriel Santos Cordeiro Lacerda,CEA,108176,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,,,,,,,,,,,,,,,,,,,,
450,David Ricardo,D. Ricardo,True,david-ricardo,263,3.59,9,0.52,1.88,6,4,5.5,David Ricardo Loiola da Silva,BOT,108274,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,,1.0,6.0,,1.0,,,,,,,,1.0,,2.0,,,,
451,Fabricio Domínguez,F. Domínguez,False,fabricio-dominguez,292,4.18,9,0.0,1.18,6,4,0.0,Fabricio Domínguez Huertas,SPT,108509,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,,1.0,2.0,2.0,,1.0,5.0,,,,,,,,,,,,,
452,Aravena,Aravena,True,aravena,284,5.32,9,2.06,3.95,6,4,10.0,Alexander Ernesto Aravena Guzmán,GRE,108548,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,,2.0,,,1.0,2.0,,1.0,1.0,,,,,,,,,,
453,Garré,Garré,False,garre,267,2.21,9,0.0,0.26,6,5,0.0,Benjamín Antonio Garré,VAS,108671,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,,,1.0,4.0,,,2.0,,,,,,,,,,,,,
454,Emiliano Martínez,E. Martínez,True,emiliano-martinez,275,6.15,9,1.0,4.04,7,8,7.4,Emiliano Martínez Toranza,PAL,108683,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,,1.0,16.0,9.0,1.0,1.0,4.0,,1.0,,,,,,,,,,,
455,Galeano,Galeano,True,galeano,354,5.54,9,1.36,3.74,6,8,10.0,Antonio Javier Galeano Ferreira,CEA,108713,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,,1.0,7.0,4.0,4.0,2.0,15.0,2.0,1.0,,,,,,,,,,,
456,Plata,Plata,False,plata,262,5.68,9,0.0,3.08,5,6,0.0,Gonzalo Jordy Plata Jiménez,FLA,109096,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,,,6.0,3.0,,3.0,,,1.0,,,,,,,,,,,
457,Erick Pulga,E. Pulga,True,erick-pulga,265,10.5,9,1.99,7.0,7,9,15.7,Erick da Costa Farias,BAH,109401,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,1.0,1.0,14.0,6.0,3.0,11.0,23.0,1.0,2.0,,,,,,,,,,,
458,Calebe,Calebe,False,calebe,356,5.42,9,0.0,2.58,6,4,0.0,Calebe Gonçalves Ferreira da Silva,FOR,109461,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,
459,Martinelli,Martinelli,True,martinelli,266,7.89,9,0.11,4.09,7,9,6.0,Matheus Martinelli Lima,FLU,109573,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1.0,,9.0,7.0,2.0,2.0,11.0,1.0,1.0,1.0,,,,,,,,,,
460,Hugo,Hugo,False,hugo,287,5.0,9,0.0,0.0,6,0,0.0,Hugo Gonçalves Ferreira Neto,VIT,109668,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,,,,,,,,,,,,,,,,,,,
461,Batalla,Batalla,True,batalla,286,8.02,9,1.61,5.32,7,9,12.0,Emerson Geovanny Batalla Martínez - Enmerson,JUV,109899,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,1.0,2.0,7.0,10.0,3.0,3.0,15.0,1.0,3.0,,,,,,,,,,,
462,Monsalve,Monsalve,True,monsalve,284,4.59,9,1.37,1.61,2,7,7.5,Miguel Ángel Monsalve Gonzáles - González,GRE,109966,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1.0,2.0,3.0,9.0,1.0,1.0,9.0,,,,,,,,,,,,,
463,Palacios,Palacios,False,palacios,264,4.0,9,0.0,0.0,6,0,0.0,Diego José Palacios Espinoza,COR,110260,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,,,,,,,,,,,,,,,,,,,,
464,José Martínez,J. Martínez,True,jose-martinez,264,4.06,9,1.17,1.45,7,6,7.0,José Andrés Martínez Torres,COR,110311,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,1.0,4.0,4.0,6.0,,,9.0,,,,,,,,,,,1.0,,
