,atletas.preco_num,atletas.clube.id.full.name,atletas.rodada_id,atletas.slug,atletas.entrou_em_campo,atletas.media_num,atletas.status_id,atletas.foto,atletas.posicao_id,atletas.pontos_num,atletas.clube_id,atletas.nome,atletas.variacao_num,atletas.jogos_num,atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,FS,FT,I,DS,FC,FD,FF,DE,GS,SG,A,CA,G,PS,V,CV,DP,PP,PC,GC
66,7.97,CAM,38,vitor-hugo,True,4.84,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,3,4.7,282,Vitor Hugo Franchescoli de Souza,0.4,16,Vitor Hugo,V. Hugo,72605,2.0,1.0,1.0,20.0,9.0,,4.0,,,8.0,,2.0,1.0,,,1.0,,,,
67,2.85,JUV,38,wilker-angel,False,1.51,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3,0.0,286,Wílker José Ángel Romero,0.0,17,Wilker Ángel,W. Ángel,72801,4.0,,2.0,5.0,26.0,4.0,3.0,,,3.0,,5.0,1.0,,,,,,1.0,
68,6.76,INT,38,mercado,True,3.37,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,3,9.0,285,Gabriel Iván Mercado,1.48,13,Mercado,Mercado,72951,8.0,,,13.0,15.0,2.0,3.0,,,2.0,1.0,3.0,1.0,,,,,,,
69,5.23,MIR,38,daniel-borges,False,4.49,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2,0.0,2305,Daniel Fortunato Borges,0.0,15,Daniel Borges,D. Borges,73318,9.0,,,9.0,14.0,2.0,4.0,,,5.0,2.0,3.0,2.0,,,,,,,
70,10.09,FLU,38,samuel-xavier,True,5.61,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2,9.2,266,Samuel Xavier Brito,0.82,27,Samuel Xavier,S. Xavier,73384,31.0,,,28.0,32.0,2.0,5.0,,,13.0,1.0,5.0,4.0,,,,,,,
71,5.38,MIR,38,gabriel,False,3.14,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4,0.0,2305,Gabriel Santana Pinto,0.0,24,Gabriel,Gabriel,73515,27.0,,8.0,6.0,8.0,8.0,7.0,,,,2.0,2.0,4.0,1.0,,,,,,
72,4.39,MIR,38,guilherme-marques,False,2.48,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4,0.0,2305,Guilherme Costa Marques,0.0,10,Guilherme Marques,G. Marques,73781,9.0,,,9.0,9.0,,3.0,,,,,1.0,1.0,,,,,,,
73,3.49,SAN,38,rincon,True,1.35,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,4,2.7,277,Tomás Eduardo Rincón Hernández,0.21,17,Rincón,Rincón,74187,7.0,,,19.0,25.0,,7.0,,,,,4.0,,,,1.0,,,,
74,5.42,COR,38,carrillo,True,2.31,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,4,1.2,264,André Martín Carrillo Díaz,-0.31,22,Carrillo,Carrillo,77485,14.0,,2.0,25.0,31.0,1.0,6.0,,,,1.0,3.0,1.0,,,,,,,
75,6.36,SAO,38,cedric-soares,True,3.25,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,2,0.2,276,Cédric Ricardo Alves Soares,-0.6,25,Cédric Soares,C. Soares,77656,9.0,,,23.0,16.0,,5.0,,,6.0,3.0,2.0,,,,,,,,
76,7.51,SPT,38,sergio-oliveira,True,3.67,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,4,0.5,292,Sérgio Miguel Relvas de Oliveira,-0.2,16,Sérgio Oliveira,S. Oliveira,77664,12.0,1.0,,22.0,16.0,6.0,8.0,,,,1.0,5.0,1.0,,,,,,,
77,5.44,VIT,38,romarinho,False,1.56,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,5,0.0,287,Romário Ricardo da Silva,0.0,5,Romarinho,Romarinho,77738,4.0,,,2.0,,1.0,2.0,,,,,,,,,,,,,
78,5.54,SAN,38,joao-schmidt,True,2.63,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,4,7.7,277,João Felipe Schmidt Urbano,0.86,30,João Schmidt,J. Schmidt,77777,13.0,,1.0,39.0,44.0,2.0,7.0,,,,2.0,7.0,2.0,,,,,,,
79,3.32,FLU,38,everaldo,True,1.58,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,5,1.1,266,Everaldo Stum,-0.07,28,Everaldo,Everaldo,78117,26.0,1.0,3.0,3.0,32.0,9.0,16.0,,,,,2.0,2.0,,,,,1.0,,
80,6.76,COR,38,gustavo-henrique,False,4.17,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3,0.0,264,Gustavo Henrique Vernes,0.0,23,Gustavo Henrique,G. Henrique,78248,8.0,1.0,1.0,24.0,22.0,7.0,9.0,,,5.0,,5.0,3.0,,,,,,,
81,7.74,COR,38,vitinho,False,3.88,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5,0.0,264,Victor Vinícius Coelho dos Santos,0.0,12,Vitinho,Vitinho,78435,10.0,1.0,1.0,11.0,7.0,5.0,4.0,,,,3.0,,,,,,,,,
82,10.27,FLU,38,rene,True,6.47,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2,7.5,266,Renê Rodrigues Martins,0.01,26,Renê,Renê,78445,23.0,,,62.0,20.0,,6.0,,,12.0,,2.0,1.0,,,,,,1.0,
83,5.16,SAN,38,willian-arao,True,2.0,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,4,1.7,277,Willian Souza Arão da Silva,-0.18,12,Willian Arão,W. Arão,78478,10.0,1.0,1.0,11.0,10.0,1.0,3.0,,,,,,,,,,,,1.0,
84,5.42,RBB,38,gabriel,True,2.86,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,4,1.5,280,Gabriel Girotto Franco,-0.23,30,Gabriel,Gabriel,78605,27.0,1.0,,52.0,43.0,1.0,7.0,,,,,11.0,1.0,,,,,,,
85,10.79,MIR,38,reinaldo,False,7.94,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2,0.0,2305,Reinaldo Manoel da Silva,0.0,32,Reinaldo,Reinaldo,78850,27.0,,1.0,31.0,23.0,14.0,20.0,,,9.0,6.0,6.0,13.0,1.0,,,,1.0,2.0,
86,4.53,CEA,38,richard,False,-1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,1,0.0,354,Richard de Oliveira Costa,0.0,0,Richard,Richard,78851,,,,,,,,,,,,1.0,,,,,,,,
87,6.52,FLU,38,thiago-santos,False,4.24,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,3,0.0,266,Thiago dos Santos,0.0,10,Thiago Santos,T. Santos,78855,3.0,,,10.0,10.0,,1.0,,,6.0,,2.0,,,,,,,,
88,2.82,MIR,38,alex-muralha,False,2.12,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,1,0.0,2305,Alex Roberto Santana Rafael,0.0,7,Alex Muralha,A. Muralha,79066,1.0,,,,,,,21.0,10.0,,,3.0,,,,,,,,
89,6.01,CEA,38,bruno-ferreira,True,3.92,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,1,0.9,354,Bruno Ferreira Ventura Diniz - de Lins,-0.33,29,Bruno Ferreira,B. Ferreira,79266,11.0,,,,1.0,,,79.0,32.0,8.0,,2.0,,,,,,,,
90,8.64,FLU,38,cano,False,4.49,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,5,0.0,266,Germán Ezequiel Cano,0.0,20,Cano,Cano,79631,24.0,2.0,5.0,4.0,9.0,5.0,20.0,,,,,1.0,6.0,,,,,,,
91,4.23,CRU,38,lucas-silva,False,1.92,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,4,0.0,283,Lucas Silva Borges,0.0,34,Lucas Silva,L. Silva,79701,24.0,1.0,,24.0,56.0,3.0,13.0,,,,2.0,8.0,2.0,,,,,,,
92,5.13,FOR,38,helton-leite,False,1.77,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1,0.0,356,Helton Brant Aleixo Leite,0.0,4,Helton Leite,H. Leite,79973,1.0,,,,,,,12.0,9.0,,,,,,,,,,,
93,8.59,FLA,38,saul,False,3.7,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,4,0.0,262,Saúl Ñíguez Esclapez,0.0,15,Saúl,Saúl,80061,5.0,1.0,,31.0,30.0,2.0,9.0,,,,1.0,2.0,,,,,,,,
94,6.0,SPT,38,ze-roberto,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,5,0.0,292,José Roberto Assunção de Araújo Filho,0.0,0,Zé Roberto,Z. Roberto,80076,,,,,,,,,,,,,,,,,,,,
95,5.59,JUV,38,jadson,True,3.01,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,4,1.7,286,Jadson Alves dos Santos,-0.22,32,Jadson,Jadson,80129,50.0,,2.0,47.0,42.0,4.0,9.0,,,,2.0,8.0,,,,,,,1.0,
96,5.14,FOR,38,yago-pikachu,True,1.97,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4,3.1,356,Glaybson Yago Souza Lisboa,0.45,28,Yago Pikachu,Y. Pikachu,80196,18.0,1.0,4.0,11.0,13.0,6.0,5.0,,,,1.0,2.0,2.0,1.0,,,,,,
97,9.0,SAO,38,luciano,True,5.57,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,5,0.0,276,Luciano da Rocha Neves,-1.59,31,Luciano,Luciano,80287,42.0,,6.0,23.0,32.0,18.0,32.0,,,,4.0,10.0,9.0,2.0,,,,1.0,,
98,8.6,BAH,38,gilberto,False,4.41,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,2,0.0,265,Gilberto Moraes Júnior,0.0,21,Gilberto,Gilberto,80313,12.0,,1.0,30.0,15.0,3.0,6.0,,,7.0,,5.0,1.0,,,,,,,
99,9.67,SAO,38,wendell,False,4.99,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,2,0.0,276,Wendell Nascimento Borges,0.0,15,Wendell,Wendell,80570,16.0,,,22.0,12.0,,3.0,,,6.0,1.0,,,,,,,,,
100,6.5,SPT,38,lucas-lima,True,3.69,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,4,4.9,292,Lucas Rafael Araújo Lima,0.38,30,Lucas Lima,L. Lima,80583,46.0,1.0,10.0,27.0,30.0,9.0,3.0,,,,4.0,11.0,4.0,,,,,,,
101,4.63,VAS,38,jair,False,2.07,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,4,0.0,267,Jair Rodrigues Júnior,0.0,10,Jair,Jair,81091,11.0,,,14.0,12.0,,1.0,,,,,3.0,,,,,,,,
102,6.28,CEA,38,lucas-mugni,True,3.31,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,4,2.7,354,Lucas Andrés Mugni,0.27,30,Lucas Mugni,L. Mugni,81121,17.0,1.0,3.0,36.0,32.0,5.0,8.0,,,,4.0,5.0,2.0,,,,,,,
103,8.29,SAN,38,mayke,False,4.12,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,2,0.0,277,Mayke Rocha de Oliveira,0.0,15,Mayke,Mayke,81150,8.0,,1.0,30.0,22.0,1.0,3.0,,,4.0,,4.0,,,,,,,,
104,5.37,SPT,38,goncalo-paciencia,True,1.42,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,5,2.5,292,Gonçalo Mendes Paciência,-0.22,6,Gonçalo Paciência,G. Paciência,81401,3.0,,,1.0,3.0,2.0,5.0,,,,,,,,,,,,,
105,4.15,SAO,38,alisson,True,1.59,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,4,1.5,276,Alisson Euler de Freitas Castro,0.03,30,Alisson,Alisson,81845,32.0,,2.0,19.0,19.0,6.0,4.0,,,,1.0,6.0,,,,,,,,
106,11.84,FOR,38,joao-ricardo,False,5.87,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1,0.0,356,João Ricardo Riedi,0.0,13,João Ricardo,J. Ricardo,81881,2.0,,,,,,,51.0,18.0,6.0,,,,,,,,,,1.0
107,4.48,VIT,38,willian-oliveira,True,2.56,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,4,1.8,287,Willian Osmar de Oliveira Silva,0.26,18,Willian Oliveira,W. Oliveira,81952,14.0,,,25.0,33.0,3.0,9.0,,,,,7.0,1.0,,,,,,,
108,4.08,MIR,38,chico-kim,False,1.48,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4,0.0,2305,Francisco Hyun-Sol Kim,0.0,12,Chico Kim,C. Kim,82407,12.0,,,8.0,7.0,1.0,1.0,,,,,1.0,,1.0,,,,,,
109,6.95,SAN,38,ze-rafael,False,4.3,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,4,0.0,277,José Rafael Vivian,0.0,26,Zé Rafael,Z. Rafael,82455,49.0,2.0,1.0,50.0,37.0,2.0,14.0,,,,,5.0,1.0,1.0,,,,,,
110,4.6,FLU,38,otavio,False,1.3,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,4,0.0,266,Otávio Henrique Passos Santos,0.0,6,Otávio,Otávio,82463,8.0,,,3.0,5.0,,1.0,,,,,,,,,,,,,
111,7.98,FLA,38,luiz-araujo,False,4.22,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,5,0.0,262,Luiz de Araújo Guimarães Neto,0.0,33,Luiz Araújo,L. Araújo,82627,24.0,2.0,1.0,34.0,34.0,10.0,16.0,,,,2.0,2.0,6.0,,,,,,,
112,7.83,FOR,38,tinga,False,3.87,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2,0.0,356,Guilherme de Jesus da Silva,0.0,11,Tinga,Tinga,82628,4.0,,,12.0,6.0,,3.0,,,3.0,,1.0,1.0,,,,,,,
113,8.36,JUV,38,marcelo-hermes,True,5.42,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2,7.2,286,Marcelo Gazella Hermes,0.36,20,Marcelo Hermes,M. Hermes,82639,12.0,,1.0,22.0,20.0,7.0,10.0,,,4.0,5.0,2.0,2.0,,,,,,,
114,10.04,MIR,38,lucas-ramon,False,5.91,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2,0.0,2305,Lucas Ramon Batista Silva,0.0,29,Lucas Ramon,L. Ramon,82775,44.0,,4.0,51.0,29.0,9.0,9.0,,,8.0,3.0,8.0,2.0,1.0,,,,,,
115,5.29,SPT,38,rafael-thyere,True,2.22,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,3,3.0,292,Rafael Thyere de Albuquerque Marques,-0.02,21,Rafael Thyere,R. Thyere,83048,8.0,1.0,,17.0,11.0,1.0,4.0,,,3.0,,2.0,,,,,,,,
116,4.9,INT,38,alan-benitez,False,1.96,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2,0.0,285,Alan Max Benítez Domínguez,0.0,10,Alan Benítez,A. Benítez,83251,,,,5.0,5.0,3.0,,,,2.0,,,,,,,,,,
117,6.23,CRU,38,gabriel,True,3.02,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,5,0.4,283,Gabriel Barbosa Almeida,-0.45,30,Gabriel,Gabriel,83257,14.0,1.0,13.0,5.0,9.0,13.0,18.0,,,,2.0,7.0,6.0,,,,,1.0,,
118,9.46,FLA,38,leo-pereira,False,4.84,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,3,0.0,262,Leonardo Pereira,0.0,32,Léo Pereira,L. Pereira,83528,13.0,1.0,,21.0,22.0,3.0,9.0,,,17.0,,5.0,4.0,,,,,,2.0,
119,4.47,VIT,38,neris,True,2.45,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,3,7.9,287,Hueglo dos Santos Neris,0.49,10,Neris,Neris,83786,4.0,,2.0,4.0,14.0,2.0,3.0,,,4.0,,1.0,,,,1.0,,,,
120,6.81,SAN,38,tiquinho-soares,True,2.56,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,5,0.0,277,Francisco das Chagas Soares dos Santos Meireles,-0.33,27,Tiquinho Soares,T. Soares,84042,37.0,,5.0,8.0,29.0,7.0,13.0,,,,3.0,3.0,2.0,1.0,,,,,,
121,3.46,JUV,38,ruan-carneiro,False,3.32,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,1,0.0,286,Eudes Ruan de Souza Carneiro,0.0,4,Ruan Carneiro,R. Carneiro,84094,,,,,,,,11.0,6.0,1.0,,,,,,,,,,
122,4.77,GRE,38,jemerson,False,3.2,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,3,0.0,284,Jemerson de Jesus Nascimento,0.0,9,Jemerson,Jemerson,84263,3.0,1.0,,11.0,14.0,1.0,1.0,,,1.0,,3.0,1.0,,,,,,,
123,4.19,CEA,38,fernando-sobral,True,1.64,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,4,3.2,354,Fernando Pereira do Nascimento,-0.04,28,Fernando Sobral,F. Sobral,84428,17.0,,1.0,27.0,33.0,1.0,7.0,,,,,8.0,1.0,,,,,,,
124,3.81,SPT,38,romarinho,True,2.12,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,5,2.5,292,José Romário Silva de Souza,0.11,24,Romarinho,Romarinho,84523,26.0,,2.0,7.0,2.0,2.0,6.0,,,,1.0,,2.0,,,,,,,
125,7.86,CRU,38,lucas-romero,False,4.26,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,4,0.0,283,Lucas Daniel Romero,0.0,33,Lucas Romero,L. Romero,84558,48.0,,1.0,70.0,37.0,3.0,11.0,,,,3.0,12.0,1.0,,,,,,,
126,6.28,PAL,38,lucas-evangelista,False,3.36,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,4,0.0,275,Lucas Evangelista Santana de Oliveira,0.0,19,Lucas Evangelista,L. Evangelista,84674,20.0,,,23.0,20.0,4.0,2.0,,,,1.0,2.0,2.0,,,,,,,
127,7.91,FLA,38,jorginho,False,3.61,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,4,0.0,262,Jorge Luiz Frello Filho,0.0,17,Jorginho,Jorginho,84735,10.0,,,22.0,21.0,2.0,4.0,,,,1.0,5.0,3.0,,,,,,,
128,8.87,FLA,38,varela,False,5.12,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,2,0.0,262,Guillermo Varela Olivera,0.0,20,Varela,Varela,84816,12.0,,2.0,12.0,8.0,2.0,1.0,,,12.0,4.0,1.0,,,,,,,1.0,
129,5.64,SAN,38,luan-peres,False,2.97,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,3,0.0,277,Luan Peres Petroni,0.0,24,Luan Peres,L. Peres,84847,13.0,,1.0,31.0,28.0,1.0,2.0,,,6.0,,6.0,,,,,,,,
130,4.25,INT,38,oscar-romero,False,1.54,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,4,0.0,285,Óscar David Romero Villamayor,0.0,17,Óscar Romero,O. Romero,85034,18.0,,,9.0,8.0,1.0,5.0,,,,1.0,3.0,,,,,,,1.0,
131,12.26,COR,38,memphis-depay,True,4.98,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5,0.5,264,Memphis Depay,-1.42,23,Memphis Depay,M. Depay,85048,31.0,3.0,2.0,8.0,20.0,13.0,17.0,,,,3.0,4.0,6.0,,,,,1.0,,
132,6.75,FOR,38,vinicius-silvestre,False,4.4,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1,0.0,356,Vinicius Silvestre da Costa,0.0,2,Vinicius Silvestre,V. Silvestre,85083,1.0,,,,,,,11.0,6.0,,,,,,,,,,,
133,5.18,MIR,38,danielzinho,False,2.92,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4,0.0,2305,Daniel de Oliveira Sertanejo,0.0,34,Danielzinho,Danielzinho,85403,68.0,1.0,2.0,34.0,33.0,4.0,12.0,,,,2.0,4.0,,1.0,,,,,,
134,6.45,BAH,38,joao-paulo,False,-1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,1,0.0,265,João Paulo Silva Martins,0.0,0,João Paulo,J. Paulo,85425,,,,,,,,,,,,2.0,,,,,,,,
135,2.62,GRE,38,alex-santana,False,0.15,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,4,0.0,284,Alex Paulo Menezes Santana,0.0,10,Alex Santana,A. Santana,85465,11.0,,1.0,1.0,12.0,,4.0,,,,,5.0,,,,,,,,
136,2.59,VIT,38,ricardo-ryller,False,1.18,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,4,0.0,287,Ricardo Ryller Ribeiro Lino Silva,0.0,18,Ricardo Ryller,R. Ryller,85856,8.0,,1.0,15.0,28.0,4.0,2.0,,,,,3.0,,,,,,,,
137,4.27,CEA,38,aylon,True,2.36,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,5,1.5,354,Aylon Darwin Tavella,0.12,21,Aylon,Aylon,85930,21.0,1.0,2.0,12.0,22.0,4.0,9.0,,,,,4.0,2.0,1.0,,,,,,
138,3.47,SPT,38,hyoran,False,1.65,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,4,0.0,292,Hyoran Kaue Dalmoro,0.0,10,Hyoran,Hyoran,85931,7.0,1.0,1.0,4.0,15.0,2.0,4.0,,,,1.0,2.0,,,,,,,,
139,2.78,CRU,38,bolasie,True,0.51,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,5,-0.1,283,Yannick Bolasie,-0.08,18,Bolasie,Bolasie,86292,4.0,,2.0,3.0,11.0,1.0,1.0,,,,1.0,1.0,,,,,,,,
140,2.9,VAS,38,victor-luis,True,1.1,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,2,-1.0,267,Victor Luis Chuab Zamblauskas,-0.57,6,Victor Luis,V. Luis,86410,5.0,,,1.0,2.0,1.0,,,,1.0,,,,,,,,,,1.0
