,atletas.foto,atletas.status_id,atletas.apelido,atletas.nome,atletas.clube_id,atletas.variacao_num,atletas.posicao_id,atletas.jogos_num,atletas.rodada_id,atletas.clube.id.full.name,atletas.apelido_abreviado,atletas.pontos_num,atletas.entrou_em_campo,atletas.preco_num,atletas.media_num,atletas.atleta_id,atletas.slug,CA,CV,DS,FC,FD,FF,FS,FT,G,I,PC,A,SG,PS,DE,DP,GS,V,GC,PP
366,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,7,Rafael Guanaes,Rafael Silva Guanaes,2305,-0.21,6,15,17,MIR,R. Guanaes,4.55,True,7.14,5.32,104027,rafael-guanaes,,,,,,,,,,,,,,,,,,6.0,,
367,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,7,Sabino,José Sabino Chagas Monteiro,276,-0.68,3,11,17,SAO,Sabino,1.5,True,4.75,2.26,104075,sabino,2.0,,5.0,9.0,2.0,2.0,6.0,,,,,,3.0,,,,,,,
368,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,7,Bruno Fuchs,Bruno de Lara Fuchs,275,0.69,3,11,17,PAL,B. Fuchs,7.0,True,8.02,4.75,104085,bruno-fuchs,3.0,,15.0,9.0,,2.0,8.0,,,,,,6.0,,,,,,,
369,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,7,Lucas Arcanjo,Lucas Willians Assis Arcanjo,287,-0.13,1,16,17,VIT,L. Arcanjo,5.5,True,8.91,5.62,104118,lucas-arcanjo,2.0,,,,,,2.0,,,,,,4.0,,67.0,,16.0,,,
370,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6,Fabri,Fabrício do Rosário dos Santos,287,0.0,5,10,17,VIT,Fabri,0.0,False,4.37,2.56,104134,fabri,,,8.0,14.0,2.0,8.0,8.0,,,,,1.0,,,,,,,,
371,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,6,Raul,Raul Jonas Steffens,263,0.0,1,0,17,BOT,Raul,0.0,False,2.0,0.0,104191,raul,,,,,,,,,,,,,,,,,,,,
372,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2,Edson Carioca,Edson Guilherme Mendes dos Santos,2305,1.28,5,14,17,MIR,E. Carioca,10.6,True,8.23,5.03,104204,edson-carioca,1.0,,13.0,16.0,6.0,12.0,12.0,,3.0,2.0,,2.0,,,,,,,,
373,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,7,João Victor,João Victor da Silva Marcelino,267,0.0,3,13,17,VAS,J. Victor,0.0,False,5.95,3.56,104250,joao-victor,3.0,,16.0,10.0,2.0,5.0,8.0,1.0,1.0,,,,2.0,,,,,,1.0,
374,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6,João Lucas,João Lucas de Almeida Carvalho,284,0.0,2,1,17,GRE,J. Lucas,0.0,False,5.14,3.0,104257,joao-lucas,,,2.0,,,,,,,,,,,,,,,,,
375,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,5,Hereda,Diogo Hereda da Silva,292,0.0,2,11,17,SPT,Hereda,0.0,False,5.91,4.79,104271,hereda,1.0,,17.0,12.0,2.0,7.0,18.0,,,2.0,,1.0,2.0,,,,,,,
376,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,7,Christian,Christian Roberto Alves Cardoso,283,0.0,4,13,17,CRU,Christian,0.0,False,6.97,4.21,104502,christian,4.0,,15.0,22.0,3.0,7.0,16.0,,2.0,3.0,,2.0,,,,,,,,
377,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6,Camilo,Camilo Reijers de Oliveira,284,0.78,4,9,17,GRE,Camilo,3.9,True,3.93,1.72,104519,camilo,,,12.0,12.0,,2.0,1.0,,,,1.0,,,,,,,,,
378,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5,Fabrício,Fabrício Oliveira de Souza,280,0.0,1,0,17,RBB,Fabrício,0.0,False,2.0,0.0,104588,fabricio,,,,,,,,,,,,,,,,,,,,
379,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,6,Matheus Bianqui,Matheus Henrique Bianqui,2305,0.0,4,6,17,MIR,M. Bianqui,0.0,False,2.74,0.38,104640,matheus-bianqui,1.0,,3.0,4.0,,,,,,,,,,,,,,,,
380,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,5,Moisés,Moisés Vieira da Veiga,356,0.0,5,3,17,FOR,Moisés,0.0,False,11.49,3.53,104666,moises,1.0,,2.0,1.0,1.0,3.0,1.0,,,2.0,,1.0,,,,,,,,
381,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2,Newton,Newton Araújo da Costa Júnior,263,1.33,4,5,17,BOT,Newton,8.9,True,4.7,2.66,104693,newton,1.0,,8.0,6.0,1.0,3.0,1.0,,,,,,,,,,,,,
382,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6,Enzo Díaz,Enzo Hernán Díaz,276,0.12,2,15,17,SAO,E. Díaz,5.4,True,8.63,4.77,104758,enzo-diaz,4.0,,37.0,29.0,1.0,5.0,13.0,,,1.0,3.0,1.0,3.0,,,,,,,
383,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,6,Acevedo,Nicolás Brian Acevedo Tabárez,265,0.37,4,10,17,BAH,Acevedo,3.6,True,4.65,2.24,104783,acevedo,1.0,,14.0,5.0,2.0,,3.0,,,,,,,,,,,,,
384,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6,Jorge Meurer,Jorge Meurer Bartholdy,284,0.0,1,0,17,GRE,J. Meurer,0.0,False,2.0,0.0,104933,jorge-meurer,,,,,,,,,,,,,,,,,,,,
385,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,7,Wagner Leonardo,Wagner Leonardo Calvelo de Souza,284,-0.37,3,15,17,GRE,W. Leonardo,1.7,True,6.39,3.05,104994,wagner-leonardo,2.0,,17.0,13.0,4.0,,3.0,,,1.0,,1.0,3.0,,,,,,,
386,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,5,João Marcelo,João Marcelo Messias Ferreira,283,0.0,3,0,17,CRU,J. Marcelo,0.0,False,7.0,0.0,105047,joao-marcelo,,,,,,,,,,,,,,,,,,,,
387,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6,Sant'Anna,Ariel Agustín Sant'Anna Quintero,280,-0.58,2,8,17,RBB,Sant'Anna,0.1,True,5.57,2.86,105213,sant-anna,2.0,,8.0,7.0,1.0,6.0,2.0,1.0,,1.0,,,1.0,,,,,,,
388,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,6,Santiago Rodríguez,Santiago Mariano Rodríguez Molina,263,-0.71,4,9,17,BOT,S. Rodríguez,-0.1,True,4.54,1.7,105214,santiago-rodriguez,1.0,,4.0,4.0,4.0,4.0,7.0,,,,,,,,,,,,,
389,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,7,Gastón Ávila,Gastón Luciano Ávila,356,-0.16,3,6,17,FOR,G. Ávila,1.9,True,8.6,4.13,105258,gaston-avila,1.0,,11.0,3.0,2.0,1.0,4.0,,,,,,1.0,,,,,,,
390,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,7,Ferraresi,Nahuel Adolfo Ferraresi Hernández,276,1.63,3,12,17,SAO,Ferraresi,14.9,True,9.45,5.31,105300,ferraresi,2.0,,33.0,13.0,,1.0,5.0,,,1.0,,1.0,3.0,,,,,,1.0,
391,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,6,Lucas Lima,Lucas Eduardo Lima da Silva,354,-0.57,4,5,17,CEA,L. Lima,0.0,True,2.45,0.56,105337,lucas-lima,,,1.0,,,1.0,1.0,,,,,,,,,,,,,
392,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,6,Gabriel Xavier,Gabriel Lheman Xavier - Lhman,265,1.19,3,4,17,BAH,G. Xavier,6.7,True,6.66,2.82,105373,gabriel-xavier,1.0,,2.0,4.0,,,1.0,,,,,,2.0,,,,,,,
393,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,7,Matheus Bidu,Matheus Lima Beltrão Oliveira Valin,264,-0.99,2,10,17,COR,M. Bidu,0.2,True,10.05,6.84,105531,matheus-bidu,1.0,,16.0,6.0,1.0,4.0,24.0,,,2.0,,1.0,5.0,1.0,,,,,,
394,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6,Carlos Vinícius,Carlos Vinícius Alves Morais,284,0.0,5,0,17,GRE,C. Vinícius,0.0,False,9.0,0.0,105563,carlos-vinicius,,,,,,,,,,,,,,,,,,,,
395,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,7,Lucero,Juan Martín Lucero,356,0.0,5,13,17,FOR,Lucero,0.0,False,7.75,3.13,105568,lucero,3.0,,7.0,15.0,4.0,3.0,6.0,1.0,3.0,5.0,,1.0,,,,,,,,1.0
396,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,7,Lucas Piton,Lucas Piton Crivellaro,267,-0.38,2,13,17,VAS,L. Piton,1.2,True,7.18,3.54,105584,lucas-piton,2.0,,16.0,21.0,,3.0,6.0,,,1.0,,3.0,2.0,,,,,,,
397,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,6,Roni,Roni Medeiros de Moura,2305,0.0,4,5,17,MIR,Roni,0.0,False,1.66,0.1,105585,roni,1.0,,1.0,,,,,,,,,,,,,,,,,
398,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,7,Maurício,Maurício Magalhães Prado,275,-0.3,4,11,17,PAL,Maurício,6.8,True,9.79,4.29,105647,mauricio,,,7.0,8.0,2.0,6.0,6.0,,3.0,2.0,,1.0,,,,,,,,
399,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2,Talles Magno,Talles Magno Bacelar Martins,264,-0.13,5,14,17,COR,T. Magno,3.3,True,6.45,3.17,105786,talles-magno,1.0,,10.0,16.0,3.0,8.0,20.0,1.0,1.0,8.0,,1.0,,,,,,,,
400,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,7,Wesley,Wesley Ribeiro Silva,285,-0.16,5,14,17,INT,Wesley,2.4,True,11.29,4.83,105811,wesley,1.0,,19.0,14.0,8.0,9.0,30.0,1.0,,5.0,,2.0,,,,,,,,
401,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6,Edu,Lucas Eduardo Ribeiro de Souza,287,0.0,3,8,17,VIT,Edu,0.0,False,5.46,4.57,105842,edu,,,9.0,5.0,1.0,3.0,2.0,,,,,,4.0,,,,,,,
402,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,6,Matheus Araújo,Matheus de Araújo Andrade,354,0.0,4,8,17,CEA,M. Araújo,0.0,False,5.34,2.4,105845,matheus-araujo,,,2.0,1.0,1.0,1.0,3.0,,1.0,,,1.0,,,,,,,,
403,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,6,Allanzinho,Allan Victor Oliveira Mota,356,0.0,5,4,17,FOR,Allanzinho,0.0,False,3.9,2.07,105900,allanzinho,1.0,,1.0,4.0,,2.0,5.0,,,1.0,,1.0,,,,,,,,
404,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,6,José Aldo,José Aldo Soares de Oliveira Filho,2305,0.6,4,12,17,MIR,J. Aldo,3.4,True,3.89,2.29,105903,jose-aldo,2.0,,16.0,12.0,1.0,5.0,8.0,,,1.0,,,,,,,,,,
405,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,7,Rochet,Sergio Ramón Rochet Álvarez,285,-0.54,1,5,17,INT,Rochet,4.2,True,11.04,6.38,105949,rochet,,,,,,,1.0,,,,,,2.0,,18.0,,2.0,,,
406,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,7,Santiago Mingo,Santiago Martín Ramos Mingo,265,0.0,3,14,17,BAH,S. Mingo,0.0,False,4.52,2.64,105990,santiago-mingo,3.0,,12.0,17.0,,4.0,8.0,,,2.0,,,4.0,,,,,,,
407,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6,Ewerthon,Ewerthon Diógenes da Silva,286,-0.01,2,12,17,JUV,Ewerthon,0.0,True,6.23,3.34,106082,ewerthon,2.0,,20.0,7.0,2.0,4.0,7.0,,,,,,1.0,,,,,,,
408,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6,Lucão,Lucas Alexandre Galdino de Azevedo,280,0.06,1,3,17,RBB,Lucão,3.5,True,7.15,6.23,106160,lucao,1.0,,,,,,1.0,,,,,,1.0,,14.0,,4.0,,,
409,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,5,Bruno Gomes,Bruno Gomes da Silva Clevelário,285,0.0,2,0,17,INT,B. Gomes,0.0,False,6.0,0.0,106202,bruno-gomes,,,,,,,,,,,,,,,,,,,,
410,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,7,Marcos Antônio,Marcos Antônio Silva Santos,276,0.31,4,13,17,SAO,M. Antônio,7.2,True,4.83,2.32,106294,marcos-antonio,3.0,,11.0,13.0,1.0,3.0,14.0,,,,,2.0,,,,,,,,
411,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,7,Caio Alexandre,Caio Alexandre Souza e Silva,265,-0.01,4,13,17,BAH,C. Alexandre,2.4,True,5.45,2.52,106323,caio-alexandre,4.0,,18.0,25.0,,4.0,18.0,,,,,1.0,,,,,,,,
412,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6,Eduardo Santos,Eduardo Gonzaga Mendes Santos,280,0.0,3,7,17,RBB,E. Santos,0.0,False,8.19,5.1,106434,eduardo-santos,,,10.0,1.0,,,2.0,,,,,,4.0,,,,,,,
413,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,7,Villalba,Lucas Hernán Villalba,283,-0.91,3,14,17,CRU,Villalba,0.0,True,7.98,6.33,106593,villalba,3.0,,17.0,8.0,1.0,3.0,6.0,3.0,1.0,,,,9.0,,,,,,,
414,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6,Léo Pereira,Leonardo Augusto dos Santos Pereira,287,0.0,5,6,17,VIT,L. Pereira,0.0,False,3.43,1.68,106681,leo-pereira,,,4.0,5.0,1.0,,9.0,,,1.0,,,,,,,,,,
415,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,6,Rodrigo Nestor,Rodrigo Nestor Bertalia,265,-1.47,4,7,17,BAH,R. Nestor,-1.3,True,5.88,3.33,106822,rodrigo-nestor,1.0,,9.0,5.0,1.0,2.0,3.0,,1.0,,,,,,,,,,,
416,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6,Patryck,Patryck Lanza dos Reis,276,0.0,2,0,17,SAO,Patryck,0.0,False,4.0,0.0,106829,patryck,,,,,,,,,,,,,,,,,,,,
417,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6,Paulo Baya,Paulo Henrique Silva Ribeiro,266,0.0,5,4,17,FLU,P. Baya,0.0,False,5.35,3.55,106918,paulo-baya,,,,,1.0,,,,1.0,,,1.0,,,,,,,,
418,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,7,Luciano Juba,Luciano Batista da Silva Júnior,265,0.78,2,15,17,BAH,L. Juba,6.7,True,9.87,6.13,107093,luciano-juba,1.0,,15.0,11.0,2.0,7.0,4.0,,3.0,1.0,,3.0,5.0,,,,,,,
419,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,5,Jeffinho,Jefferson Ruan Pereira dos Santos,263,0.0,5,3,17,BOT,Jeffinho,0.0,False,4.33,2.33,107170,jeffinho,,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,
420,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,6,Patrick de Paula,Patrick de Paula Carreiro,263,0.0,4,6,17,BOT,P. Paula,0.0,False,3.97,1.63,107172,patrick-de-paula,,,3.0,4.0,,5.0,5.0,,,,,,,,,,,,,
421,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,6,Michel Araújo,Michel Daryl Araújo Villar,265,-0.25,4,8,17,BAH,M. Araújo,-0.3,True,6.01,3.46,107173,michel-araujo,1.0,,4.0,7.0,,1.0,,,3.0,,,,,,,,,,,
422,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,6,Bruno Tabata,Bruno Vinícius Souza Ramos,285,-0.27,4,13,17,INT,B. Tabata,-0.1,True,5.51,3.16,107174,bruno-tabata,2.0,,11.0,5.0,6.0,3.0,15.0,1.0,1.0,1.0,,,,,,,,,,
423,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,6,Matheus Donelli,Matheus Planelles Donelli,264,0.0,1,5,17,COR,M. Donelli,0.0,False,4.42,3.08,107179,matheus-donelli,1.0,,,,,,1.0,,,,,,1.0,,13.0,,6.0,,,
424,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,6,Léo Linck,Leonardo Matias Baiersdorf Linck,263,0.0,1,0,17,BOT,L. Linck,0.0,False,5.0,0.0,107183,leo-linck,,,,,,,,,,,,,,,,,,,,
425,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,7,Magrão,Audenirton Soares da Silva,356,0.49,1,2,17,FOR,Magrão,2.9,True,3.44,2.9,107221,magrao,,,,,,,,,,,,,,,6.0,,2.0,,,
426,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2,Danilo,Danilo dos Santos de Oliveira,263,0.0,4,0,17,BOT,Danilo,0.0,False,12.0,0.0,107231,danilo,,,,,,,,,,,,,,,,,,,,
427,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,6,Vanderlan,Vanderlan Barbosa da Silva,275,0.0,2,2,17,PAL,Vanderlan,0.0,False,5.02,3.2,107236,vanderlan,,,4.0,2.0,,,2.0,,,,,,,,,,,,,
428,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6,Ênio,Sebastião Ênio Santos de Almeida,286,-0.15,5,10,17,JUV,Ênio,0.9,True,4.28,2.65,107516,enio,2.0,,5.0,4.0,3.0,3.0,17.0,,1.0,3.0,,,,,,,,,,
429,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,7,Natanael,Natanael Moreira Milouski,282,0.05,2,15,17,CAM,Natanael,1.0,True,8.18,5.5,107554,natanael,1.0,,29.0,16.0,3.0,3.0,8.0,,,2.0,,,7.0,,,,,,,
430,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,6,Adriano,Antônio Adriano Nascimento de Sousa,292,0.0,1,0,17,SPT,Adriano,0.0,False,1.0,0.0,107698,adriano,,,,,,,,,,,,,,,,,,,,
431,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,7,Chrystian Barletta,Chrystian Amaral Barletta de Almeida,292,0.05,5,15,17,SPT,C. Barletta,4.0,True,6.86,4.66,107726,chrystian-barletta,1.0,,11.0,9.0,14.0,12.0,18.0,2.0,2.0,5.0,,,,,,,,,,
432,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6,Praxedes,Bruno Conceição Praxedes,280,0.0,4,2,17,RBB,Praxedes,0.0,False,4.96,1.4,107744,praxedes,1.0,,,2.0,,3.0,4.0,,,,,,,,,,,,,
433,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6,Adriel,Adriel Vasconcelos Ramos,284,0.0,1,0,17,GRE,Adriel,0.0,False,3.0,0.0,107748,adriel,,,,,,,,,,,,,,,,,,,,
434,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,6,Elias Manoel,Elias Manoel Alves de Paula,263,0.0,5,2,17,BOT,E. Manoel,0.0,False,5.13,0.6,107795,elias-manoel,,,1.0,1.0,,,,,,,,,,,,,,,,
435,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,6,Diego Rosa,Diego Gabriel Silva Rosa,285,0.0,4,7,17,INT,D. Rosa,0.0,False,2.67,1.16,107796,diego-rosa,,,5.0,4.0,,1.0,2.0,,,,,,,,,,,,,
436,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6,Natã,Natã Felipe de Amorim Santos,286,0.14,3,2,17,JUV,Natã,1.2,True,2.43,1.35,107801,nata,,,2.0,1.0,,,,,,,,,,,,,,,,
437,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6,Fintelman,Alexandre Fintelman de Mello Ribeiro da Silva,287,0.0,1,0,17,VIT,Fintelman,0.0,False,2.0,0.0,107859,fintelman,,,,,,,,,,,,,,,,,,,,
438,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,7,Bobadilla,Damián Josué Bobadilla Benítez,276,0.5,4,12,17,SAO,Bobadilla,7.2,True,5.73,3.03,107873,bobadilla,1.0,,22.0,13.0,3.0,2.0,6.0,,,,,,,,,,,,,
439,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5,Hugo,Hugo Ferreira de Farias,264,0.0,2,3,17,COR,Hugo,0.0,False,5.41,2.23,107908,hugo,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
440,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,6,Fausto Vera,Fausto Mariano Vera,282,-0.42,4,8,17,CAM,F. Vera,-1.1,True,6.33,2.69,107950,fausto-vera,2.0,,9.0,8.0,,3.0,4.0,,1.0,,,,,,,,,,,
441,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,7,Carbonero,Johan Stiven Carbonero Balanta,285,1.85,5,7,17,INT,Carbonero,15.3,True,7.47,4.46,107989,carbonero,1.0,,1.0,8.0,1.0,6.0,17.0,1.0,2.0,4.0,,,,,,,,,,
442,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6,Isidro Pitta,Isidro Miguel Pitta Saldívar,280,1.11,5,14,17,RBB,I. Pitta,7.1,True,7.59,3.53,108133,isidro-pitta,3.0,,1.0,13.0,3.0,4.0,7.0,,5.0,5.0,,1.0,,,,,,,,
443,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,6,Gabriel Lacerda,Gabriel Santos Cordeiro Lacerda,354,0.0,3,0,17,CEA,G. Lacerda,0.0,False,4.0,0.0,108176,gabriel-lacerda,,,,,,,,,,,,,,,,,,,,
