,atletas.variacao_num,atletas.preco_num,atletas.nome,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.apelido_abreviado,atletas.media_num,atletas.atleta_id,atletas.jogos_num,atletas.rodada_id,atletas.foto,atletas.slug,atletas.clube_id,atletas.posicao_id,atletas.pontos_num,atletas.apelido,atletas.status_id,A,CA,DS,FC,FD,FF,FS,G,I,SG,CV,FT,PC,PS,DE,DP,GS,V,PP,GC
75,-0.82,4.9,Gabriel Santana Pinto,True,MIR,Gabriel,2.42,73515,12,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,gabriel,2305,4,-1.1,Gabriel,7,,2.0,3.0,3.0,4.0,2.0,9.0,2.0,5.0,,,,,1.0,,,,,,
76,0.0,3.61,Tomás Eduardo Rincón Hernández,False,SAN,Rincón,1.38,74187,8,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,rincon,277,4,0.0,Rincón,2,,3.0,9.0,18.0,,5.0,4.0,,,,,,,,,,,,,
77,-0.49,5.53,André Martín Carrillo Díaz,True,COR,Carrillo,2.63,77485,13,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,carrillo,264,4,-1.9,Carrillo,7,1.0,1.0,18.0,18.0,1.0,4.0,9.0,,2.0,,,,,,,,,,,
78,-0.34,7.03,Cédric Ricardo Alves Soares,True,SAO,C. Soares,2.81,77656,14,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,cedric-soares,276,2,5.0,Cédric Soares,7,1.0,1.0,12.0,6.0,,2.0,5.0,,,3.0,,,,,,,,,,
79,0.0,8.59,Sérgio Miguel Relvas de Oliveira,False,SPT,S. Oliveira,4.6,77664,8,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,sergio-oliveira,292,4,0.0,Sérgio Oliveira,5,,3.0,14.0,12.0,3.0,6.0,6.0,1.0,,,,1.0,,,,,,,,
80,0.0,7.0,Romário Ricardo da Silva,False,VIT,Romarinho,0.0,77738,0,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,romarinho,287,5,0.0,Romarinho,6,,,,,,,,,,,,,,,,,,,,
81,0.07,4.66,João Felipe Schmidt Urbano,True,SAN,J. Schmidt,2.14,77777,10,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,joao-schmidt,277,4,0.1,João Schmidt,2,,3.0,15.0,19.0,1.0,5.0,5.0,,1.0,,,,,,,,,,,
82,0.0,3.38,Everaldo Stum,True,FLU,Everaldo,1.5,78117,14,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,everaldo,266,5,0.5,Everaldo,6,,1.0,2.0,14.0,5.0,6.0,9.0,1.0,1.0,,,,,,,,,,,
83,1.46,8.57,Gustavo Henrique Vernes,True,COR,G. Henrique,4.76,78248,5,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,gustavo-henrique,264,3,10.4,Gustavo Henrique,6,,,9.0,2.0,3.0,1.0,3.0,,,1.0,,,,,,,,,,
84,0.0,8.88,Renê Rodrigues Martins,False,FLU,Renê,6.37,78445,10,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,rene,266,2,0.0,Renê,7,,,25.0,8.0,,2.0,8.0,1.0,,3.0,,,,,,,,,,
85,-0.27,6.85,Cláudio Tencati,True,JUV,C. Tencati,3.92,78450,6,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,claudio-tencati,286,6,1.83,Cláudio Tencati,7,,,,,,,,,,,,,,,,,,1.0,,
86,0.0,7.19,Willian Souza Arão da Silva,False,SAN,W. Arão,-0.3,78478,1,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,willian-arao,277,4,0.0,Willian Arão,6,,,,1.0,,,,,,,,,,,,,,,,
87,0.23,10.16,Cleber Marcio Serpa Xavier,True,SAN,C. Xavier,5.07,78479,9,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,cleber-xavier,277,6,4.97,Cleber Xavier,7,,,,,,,,,,,,,,,,,,3.0,,
88,0.35,6.41,Gabriel Girotto Franco,True,RBB,Gabriel,3.8,78605,14,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,gabriel,280,4,4.2,Gabriel,7,,3.0,28.0,21.0,1.0,4.0,16.0,1.0,,,,,,,,,,,,
89,-0.96,10.38,Reinaldo Manoel da Silva,True,MIR,Reinaldo,7.74,78850,14,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,reinaldo,2305,2,6.5,Reinaldo,7,2.0,2.0,11.0,10.0,4.0,5.0,12.0,7.0,,4.0,,,,,,,,,1.0,
90,0.0,5.0,Richard de Oliveira Costa,False,CEA,Richard,0.0,78851,0,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,richard,354,1,0.0,Richard,6,,,,,,,,,,,,,,,,,,,,
91,0.0,7.89,Thiago dos Santos,False,FLU,T. Santos,5.15,78855,4,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,thiago-santos,266,3,0.0,Thiago Santos,6,,,4.0,3.0,,,1.0,,,3.0,,,,,,,,,,
92,0.0,3.34,Alex Roberto Santana Rafael,False,MIR,A. Muralha,2.37,79066,6,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,alex-muralha,2305,1,0.0,Alex Muralha,6,,2.0,,,,,1.0,,,,,,,,19.0,,9.0,,,
93,-1.21,4.72,Bruno Ferreira Ventura Diniz - de Lins,True,CEA,B. Ferreira,2.63,79266,7,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,bruno-ferreira,354,1,-3.0,Bruno Ferreira,7,,2.0,,1.0,,,1.0,,,2.0,,,,,14.0,,8.0,,,
94,-0.21,10.07,Roger Machado Marques,True,INT,R. Machado,5.32,79437,15,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,roger-machado,285,6,5.92,Roger Machado,7,,,,,,,,,,,,,,,,,,5.0,,
95,1.32,9.58,Germán Ezequiel Cano,True,FLU,Cano,3.7,79631,8,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,cano,266,5,9.3,Cano,7,,1.0,1.0,4.0,1.0,11.0,9.0,2.0,2.0,,,,,,,,,,,
96,0.09,4.86,Lucas Silva Borges,True,CRU,L. Silva,2.22,79701,15,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,lucas-silva,283,4,1.4,Lucas Silva,7,2.0,2.0,8.0,24.0,1.0,3.0,12.0,1.0,,,,1.0,,,,,,,,
97,0.0,3.81,Antônio Carlos Cunha Capocasali Júnior,False,SPT,A. Carlos,1.37,79702,3,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,antonio-carlos,292,3,0.0,Antônio Carlos,6,,,3.0,3.0,,,1.0,,,,,,,,,,,,,
98,0.0,12.0,Saúl Ñíguez Esclapez,False,FLA,S. Ñíguez,0.0,80061,0,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,saul-niguez,262,4,0.0,Saúl Ñíguez,6,,,,,,,,,,,,,,,,,,,,
99,0.0,6.0,José Roberto Assunção de Araújo Filho,False,SPT,Z. Roberto,0.0,80076,0,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,ze-roberto,292,5,0.0,Zé Roberto,6,,,,,,,,,,,,,,,,,,,,
100,-0.08,6.04,Jadson Alves dos Santos,True,JUV,Jadson,3.48,80129,13,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,jadson,286,4,2.3,Jadson,7,1.0,4.0,23.0,17.0,3.0,3.0,20.0,,2.0,,,,1.0,,,,,,,
101,0.0,5.92,Glaybson Yago Souza Lisboa,False,FOR,Y. Pikachu,3.33,80196,12,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,yago-pikachu,356,4,0.0,Yago Pikachu,6,,,7.0,4.0,3.0,3.0,10.0,2.0,3.0,,,1.0,,1.0,,,,,,
102,0.0,4.0,Rafael da Silva,False,MIR,R. Silva,0.0,80225,0,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,rafa-silva,2305,5,0.0,Rafa Silva,6,,,,,,,,,,,,,,,,,,,,
103,-1.14,10.96,Luciano da Rocha Neves,True,SAO,Luciano,7.09,80287,13,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,luciano,276,5,9.2,Luciano,7,2.0,4.0,14.0,15.0,9.0,18.0,21.0,4.0,1.0,,,,,2.0,,,,,,
104,0.0,7.06,Gilberto Moraes Júnior,False,BAH,Gilberto,3.79,80313,12,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,gilberto,265,2,0.0,Gilberto,3,,3.0,15.0,10.0,1.0,3.0,5.0,1.0,1.0,3.0,,,,,,,,,,
105,-0.63,11.21,Wendell Nascimento Borges,True,SAO,Wendell,5.85,80570,9,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,wendell,276,2,10.7,Wendell,7,1.0,,15.0,11.0,,3.0,12.0,,,4.0,,,,,,,,,,
106,0.25,5.92,Lucas Rafael Araújo Lima,True,SPT,L. Lima,2.78,80583,13,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,lucas-lima,292,4,4.7,Lucas Lima,2,2.0,5.0,12.0,17.0,7.0,1.0,19.0,,5.0,,,,,,,,,,,
107,0.0,4.89,Jair Rodrigues Júnior,False,VAS,Jair,2.02,81091,6,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,jair,267,4,0.0,Jair,7,,2.0,8.0,9.0,,1.0,8.0,,,,,,,,,,,,,
108,0.2,6.65,Lucas Andrés Mugni,True,CEA,L. Mugni,3.92,81121,11,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,lucas-mugni,354,4,1.2,Lucas Mugni,6,2.0,3.0,16.0,17.0,1.0,5.0,8.0,1.0,1.0,,,,,,,,,,,
109,0.0,8.36,Mayke Rocha de Oliveira,False,PAL,Mayke,3.4,81150,3,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,mayke,275,2,0.0,Mayke,6,,1.0,5.0,10.0,,1.0,2.0,,1.0,1.0,,,,,,,,,,
110,-0.8,5.5,Gonçalo Mendes Paciência,True,SPT,G. Paciência,0.58,81401,4,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,goncalo-paciencia,292,5,-0.3,Gonçalo Paciência,6,,,,2.0,,3.0,1.0,,,,,,,,,,,,,
111,0.78,5.1,Alisson Euler de Freitas Castro,True,SAO,Alisson,1.84,81845,14,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,alisson,276,4,4.9,Alisson,7,1.0,4.0,8.0,14.0,5.0,3.0,17.0,,,,,,,,,,,,,
112,0.0,8.76,João Ricardo Riedi,False,FOR,J. Ricardo,4.75,81881,11,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,joao-ricardo,356,1,0.0,João Ricardo,5,,,,,,,,,,4.0,,,,,41.0,,18.0,,,1.0
113,1.26,5.75,Willian Osmar de Oliveira Silva,True,VIT,W. Oliveira,3.28,81952,7,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,willian-oliveira,287,4,9.3,Willian Oliveira,6,,3.0,13.0,9.0,1.0,5.0,8.0,,,,,,,,,,,,,
114,-0.51,5.7,Francisco Hyun-Sol Kim,True,MIR,C. Kim,3.52,82407,5,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,chico-kim,2305,4,2.2,Chico Kim,6,,,8.0,2.0,1.0,,8.0,,,,,,,1.0,,,,,,
115,0.09,7.3,José Rafael Vivian,True,SAN,Z. Rafael,3.74,82455,8,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,ze-rafael,277,4,1.7,Zé Rafael,7,,1.0,17.0,9.0,,2.0,13.0,,,,,,,,,,,,,
116,0.0,7.0,Otávio Henrique Passos Santos,False,FLU,Otávio,0.0,82463,0,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,otavio,266,4,0.0,Otávio,6,,,,,,,,,,,,,,,,,,,,
117,-0.3,9.1,Luiz de Araújo Guimarães Neto,True,FLA,L. Araújo,5.66,82627,14,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,luiz-araujo,262,5,1.7,Luiz Araújo,7,1.0,,23.0,10.0,4.0,8.0,9.0,3.0,1.0,,,1.0,,,,,,,,
118,0.0,8.39,Guilherme de Jesus da Silva,False,FOR,Tinga,4.9,82628,6,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,tinga,356,2,0.0,Tinga,6,,1.0,4.0,4.0,,2.0,2.0,1.0,,3.0,,,,,,,,,,
119,0.06,6.09,Marcelo Gazella Hermes,True,JUV,M. Hermes,3.9,82639,3,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,marcelo-hermes,286,2,2.8,Marcelo Hermes,7,,,3.0,2.0,1.0,2.0,,,,1.0,,,,,,,,,,
120,0.0,9.43,Lucas Ramon Batista Silva,False,MIR,L. Ramon,6.04,82775,12,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,lucas-ramon,2305,2,0.0,Lucas Ramon,7,1.0,3.0,25.0,15.0,4.0,1.0,16.0,1.0,1.0,3.0,,,,1.0,,,,,,
121,0.38,6.75,Rafael Thyere de Albuquerque Marques,True,SPT,R. Thyere,4.0,83048,3,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,rafael-thyere,292,3,4.5,Rafael Thyere,7,,,5.0,2.0,,2.0,1.0,,,,,1.0,,,,,,,,
122,-0.88,6.49,Alan Max Benítez Domínguez,True,INT,A. Benítez,2.5,83251,2,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,alan-benitez,285,2,0.0,Alan Benítez,6,,,,,,,,,,1.0,,,,,,,,,,
123,-2.72,7.02,Gabriel Barbosa Almeida,True,CRU,Gabriel,3.91,83257,13,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,gabriel,283,5,-0.3,Gabriel,6,2.0,1.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,,,,,,,,,,1.0,
124,0.78,9.96,Leonardo Pereira,True,FLA,L. Pereira,5.0,83528,14,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,leo-pereira,262,3,8.4,Léo Pereira,7,,2.0,7.0,9.0,1.0,2.0,3.0,2.0,,9.0,,,1.0,,,,,,,
125,0.0,3.37,Hueglo dos Santos Neris,False,VIT,Neris,0.0,83786,3,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,neris,287,3,0.0,Neris,6,,1.0,1.0,7.0,1.0,,1.0,,1.0,,,,,,,,,,,
126,0.0,8.83,Francisco das Chagas Soares dos Santos Meireles,False,SAN,T. Soares,3.4,84042,11,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,tiquinho-soares,277,5,0.0,Tiquinho Soares,6,2.0,2.0,6.0,17.0,4.0,8.0,13.0,1.0,2.0,,,,,,,,,,,
127,0.0,1.0,Eudes Ruan de Souza Carneiro,False,JUV,R. Carneiro,0.0,84094,0,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,ruan-carneiro,286,1,0.0,Ruan Carneiro,6,,,,,,,,,,,,,,,,,,,,
128,0.0,4.77,Jemerson de Jesus Nascimento,False,GRE,Jemerson,3.2,84263,9,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,jemerson,284,3,0.0,Jemerson,6,,3.0,11.0,14.0,1.0,1.0,3.0,1.0,,1.0,,1.0,,,,,,,,
129,0.13,4.58,Fernando Pereira do Nascimento,True,CEA,F. Sobral,1.81,84428,12,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,fernando-sobral,354,4,1.7,Fernando Sobral,6,,4.0,16.0,17.0,,3.0,9.0,,1.0,,,,,,,,,,,
130,3.1,5.89,José Romário Silva de Souza,True,SPT,Romarinho,3.07,84523,7,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,romarinho,292,5,16.0,Romarinho,6,,,,,2.0,2.0,3.0,2.0,,,,,,,,,,,,
131,-0.06,7.84,Lucas Daniel Romero,True,CRU,L. Romero,4.94,84558,15,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,lucas-romero,283,4,1.2,Lucas Romero,7,2.0,5.0,33.0,17.0,1.0,4.0,25.0,1.0,1.0,,,,,,,,,,,
132,-1.41,6.62,Lucas Evangelista Santana de Oliveira,True,PAL,L. Evangelista,3.53,84674,10,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,lucas-evangelista,275,4,2.2,Lucas Evangelista,7,1.0,1.0,11.0,9.0,2.0,2.0,11.0,1.0,,,,,,,,,,,,
133,-0.77,8.47,Jorge Luiz Frello Filho,True,FLA,Jorginho,1.17,84735,4,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,jorginho,262,4,1.9,Jorginho,7,,2.0,4.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,
134,-0.88,7.89,Guillermo Varela Olivera,True,FLA,Varela,5.47,84816,10,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,varela,262,2,-0.3,Varela,7,2.0,,6.0,3.0,1.0,,3.0,,1.0,7.0,,,1.0,,,,,,,
135,0.75,5.63,Luan Peres Petroni,True,SAN,L. Peres,2.57,84847,8,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,luan-peres,277,3,4.9,Luan Peres,7,,4.0,6.0,12.0,1.0,,6.0,,,3.0,,,,,,,,,,
136,0.0,7.14,Marcos Felipe de Freitas Monteiro,False,BAH,M. Felipe,4.35,85004,11,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,marcos-felipe,265,1,0.0,Marcos Felipe,7,,,,,,,3.0,,,4.0,,,1.0,,28.0,,9.0,,,
137,0.0,4.71,Óscar David Romero Villamayor,False,INT,O. Romero,1.57,85034,8,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,oscar-romero,285,4,0.0,Óscar Romero,6,1.0,1.0,2.0,1.0,1.0,4.0,5.0,,,,,,1.0,,,,,,,
138,-0.33,14.1,Memphis Depay,True,COR,M. Depay,5.89,85048,11,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,memphis-depay,264,5,1.5,Memphis Depay,7,3.0,3.0,5.0,11.0,9.0,6.0,14.0,3.0,,,,2.0,,,,,,,1.0,
139,0.0,5.0,Vinicius Silvestre da Costa,False,FOR,V. Silvestre,0.0,85083,0,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,vinicius-silvestre,356,1,0.0,Vinicius Silvestre,6,,,,,,,,,,,,,,,,,,,,
140,0.03,5.06,Daniel de Oliveira Sertanejo,True,MIR,Danielzinho,2.89,85403,14,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,danielzinho,2305,4,1.2,Danielzinho,6,1.0,3.0,14.0,18.0,3.0,4.0,24.0,,,,,1.0,,1.0,,,,,,
141,0.0,6.45,João Paulo Silva Martins,False,SAN,J. Paulo,-1.0,85425,0,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,joao-paulo,277,1,0.0,João Paulo,6,,2.0,,,,,,,,,,,,,,,,,,
142,0.0,3.6,Alex Paulo Menezes Santana,False,GRE,A. Santana,0.7,85465,5,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,alex-santana,284,4,0.0,Alex Santana,7,,2.0,1.0,5.0,,2.0,8.0,,1.0,,,,,,,,,,,
143,-0.11,2.58,Ricardo Ryller Ribeiro Lino Silva,True,VIT,R. Ryller,1.16,85856,13,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,ricardo-ryller,287,4,0.0,Ricardo Ryller,6,,3.0,13.0,25.0,3.0,,5.0,,,,,,,,,,,,,
144,-0.32,3.92,Aylon Darwin Tavella,True,CEA,Aylon,2.32,85930,8,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,aylon,354,5,-0.8,Aylon,6,,1.0,4.0,11.0,1.0,4.0,9.0,1.0,,,,,,,,,,,,
145,-0.35,4.65,Hyoran Kaue Dalmoro,True,SPT,Hyoran,0.2,85931,1,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,hyoran,292,4,0.2,Hyoran,6,,,,1.0,,,1.0,,,,,,,,,,,,,
146,-0.63,3.51,Yannick Bolasie,True,CRU,Bolasie,0.92,86292,9,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,bolasie,283,5,-0.3,Bolasie,6,1.0,1.0,3.0,8.0,1.0,,2.0,,1.0,,,,,,,,,,,
147,0.0,4.24,Victor Luis Chuab Zamblauskas,False,VAS,V. Luis,1.7,86410,1,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,victor-luis,267,2,0.0,Victor Luis,7,,,,,1.0,,1.0,,,,,,,,,,,,,
148,0.22,5.94,Marcos da Silva França,True,FLU,Keno,2.02,86485,6,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,keno,266,5,3.1,Keno,6,,,1.0,2.0,2.0,6.0,8.0,,,,,,,,,,,,,
149,0.0,5.0,Jandrei Chitolina Carniel,False,SAO,Jandrei,0.0,86508,0,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,jandrei,276,1,0.0,Jandrei,6,,,,,,,,,,,,,,,,,,,,
150,0.0,3.62,Richardson Fernandes dos Santos,False,CEA,Richardson,0.0,86536,1,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,richardson,354,4,0.0,Richardson,6,,,,,,,,,,,,,,,,,,,,
151,0.0,3.55,Danilo das Neves Pinheiro,False,VAS,T. Tchê,1.15,86686,11,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,tche-tche,267,4,0.0,Tchê Tchê,7,,,2.0,5.0,1.0,2.0,17.0,,1.0,,,,,,,,,,,
152,0.0,4.0,Richard Cândido Coelho,False,INT,Richard,0.0,86711,0,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,richard,285,4,0.0,Richard,6,,,,,,,,,,,,,,,,,,,,
