,atletas.variacao_num,atletas.preco_num,atletas.nome,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.apelido_abreviado,atletas.media_num,atletas.atleta_id,atletas.jogos_num,atletas.rodada_id,atletas.foto,atletas.slug,atletas.clube_id,atletas.posicao_id,atletas.pontos_num,atletas.apelido,atletas.status_id,A,CA,DS,FC,FD,FF,FS,G,I,SG,CV,FT,PC,PS,DE,DP,GS,V,PP,GC
39,0.0,4.0,Danilo Fernandes Batista,False,BAH,D. Fernandes,0.0,69051,0,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,danilo-fernandes,265,1,0.0,Danilo Fernandes,6,,,,,,,,,,,,,,,,,,,,
40,0.0,6.43,Pablo Felipe Teixeira,False,SPT,Pablo,3.27,69138,7,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,pablo,292,5,0.0,Pablo,5,,1.0,5.0,8.0,2.0,5.0,10.0,1.0,6.0,,,,,,,,,,,
41,0.0,2.84,Allan Marques Loureiro,False,BOT,Allan,0.62,69140,6,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,allan,263,4,0.0,Allan,6,,1.0,3.0,10.0,1.0,,4.0,,,,,,,,,,,,,
42,0.0,14.33,Danilo Luiz da Silva,False,FLA,Danilo,6.63,69783,6,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,danilo,262,3,0.0,Danilo,5,,,4.0,8.0,1.0,,4.0,1.0,,5.0,,,,,,,,,,
43,0.0,5.0,Lucas Rodrigues Moura da Silva,False,SAO,L. Moura,0.0,70164,0,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,lucas-moura,276,4,0.0,Lucas Moura,5,,,,,,,,,,,,,,,,,,,,
44,0.16,4.61,Luiz Gustavo de Almeida Pinto,True,JUV,Gustavo,3.04,70216,9,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,gustavo,286,1,1.6,Gustavo,7,,1.0,1.0,,,,,,,1.0,,,,,26.0,1.0,19.0,,,
45,0.0,4.0,Bruno Uvini Bortolança,False,VIT,B. Uvini,0.0,70221,0,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,bruno-uvini,287,3,0.0,Bruno Uvini,6,,,,,,,,,,,,,,,,,,,,
46,0.02,8.28,Eduardo Colcenti Antunes,True,RBB,E. Sasha,4.4,70360,15,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,eduardo-sasha,280,5,2.3,Eduardo Sasha,7,1.0,3.0,6.0,4.0,10.0,11.0,17.0,3.0,1.0,,,1.0,,,,,,,,
47,0.0,3.7,Gabriel Vasconcelos Ferreira,False,SPT,Gabriel,1.1,70449,3,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,gabriel,292,1,0.0,Gabriel,2,,,,,,,1.0,,,,,,,,6.0,,5.0,,,
48,0.12,6.84,Felipe Anderson Pereira Gomes,True,PAL,F. Anderson,3.29,70592,11,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,felipe-anderson,275,4,4.5,Felipe Anderson,2,,,17.0,9.0,3.0,5.0,6.0,,1.0,,,1.0,,,,,,,,
49,0.38,7.3,Marllon Gonçalves Jerônimo Borges,True,CEA,Marllon,4.14,70666,13,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,marllon,354,3,2.0,Marllon,7,,1.0,8.0,9.0,,2.0,6.0,2.0,,5.0,,,,,,,,,,
50,0.36,9.18,Fábio Luiz Carille de Araújo,True,VIT,F. Carille,5.36,70696,9,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,fabio-carille,287,6,7.56,Fábio Carille,7,,,,,,,,,,,,,,,,,,3.0,,
51,-0.55,5.57,Enner Remberto Valencia Lastra,True,INT,E. Valencia,1.86,70788,11,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,enner-valencia,285,5,-1.3,Enner Valencia,6,,1.0,1.0,13.0,4.0,5.0,9.0,1.0,3.0,,,1.0,,,,,,,,
52,0.0,8.44,Diogo Barbosa Mendanha,False,FOR,D. Barbosa,4.55,70916,7,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,diogo-barbosa,356,2,0.0,Diogo Barbosa,7,,1.0,8.0,3.0,,1.0,6.0,1.0,,2.0,,,,,,,,,,
53,0.45,7.08,Bruno Henrique Corsini,True,INT,B. Henrique,3.33,70944,12,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,bruno-henrique,285,4,5.3,Bruno Henrique,7,,,19.0,25.0,3.0,8.0,8.0,1.0,,,1.0,,,,,,,,,
54,0.0,7.0,Thiago Henrique Mendes Ribeiro,False,VAS,T. Mendes,0.0,71123,0,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,thiago-mendes,267,4,0.0,Thiago Mendes,6,,,,,,,,,,,,,,,,,,,,
55,0.0,10.73,Luiz Gustavo Dias,False,SAO,L. Gustavo,9.6,71536,1,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,luiz-gustavo,276,4,0.0,Luiz Gustavo,5,,,4.0,4.0,,1.0,2.0,,,,,1.0,,,,,,,,
56,0.0,7.02,Fernando Miguel Kaufmann,False,CEA,F. Miguel,6.18,71571,6,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,fernando-miguel,354,1,0.0,Fernando Miguel,6,,,,,,,6.0,,,3.0,,,,,17.0,,3.0,,,
57,-0.24,7.62,Weverton Pereira da Silva,True,PAL,Weverton,4.08,71631,14,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,weverton,275,1,-1.0,Weverton,7,,1.0,,,,,6.0,,,5.0,,,,,27.0,1.0,12.0,,,
58,0.99,4.44,Raúl Alejandro Cáceres Bogado,True,VIT,R. Cáceres,3.33,71680,6,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,raul-caceres,287,2,8.9,Raúl Cáceres,7,1.0,2.0,4.0,6.0,2.0,,1.0,,1.0,2.0,,,,,,,,,,
59,-1.09,8.4,Gustavo Raúl Gómez Portillo,True,PAL,G. Gómez,3.85,71684,11,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,gustavo-gomez,275,3,-0.6,Gustavo Gómez,7,,3.0,15.0,15.0,1.0,4.0,7.0,,5.0,4.0,,,,,,,,,,
60,0.0,6.17,Santiago Arias Naranjo,False,BAH,S. Arias,1.84,71701,5,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,santiago-arias,265,2,0.0,Santiago Arias,7,,1.0,2.0,,1.0,,2.0,,,1.0,,,,,,,,,,
61,0.0,6.52,Gustavo Leonardo Cuellar Gallego,False,GRE,Cuéllar,3.1,71709,2,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,cuellar,284,4,0.0,Cuéllar,5,,,4.0,1.0,,,1.0,,,,,,,,,,,,,
62,0.0,7.53,Tiago Luis Volpi,False,GRE,T. Volpi,3.88,72018,14,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,tiago-volpi,284,1,0.0,Tiago Volpi,7,,2.0,,,,,5.0,,,3.0,,,1.0,,46.0,,20.0,,,
63,0.0,2.0,Carlos Eduardo Lecciolle Thomazella,False,MIR,Thomazella,0.0,72279,0,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,thomazella,2305,1,0.0,Thomazella,6,,,,,,,,,,,,,,,,,,,,
64,0.0,9.95,Everson Felipe Marques Pires,False,CAM,Everson,5.32,72294,13,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,everson,282,1,0.0,Everson,7,,3.0,,,,,4.0,,,7.0,,,,,37.0,,13.0,,,
65,0.0,4.0,Luiz Otávio Anacleto Leandro,False,CEA,L. Otávio,0.0,72359,0,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,luiz-otavio,354,3,0.0,Luiz Otávio,5,,,,,,,,,,,,,,,,,,,,
66,0.0,9.49,Fernando Diniz Silva,False,VAS,F. Diniz,4.8,72391,6,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,fernando-diniz,267,6,0.0,Fernando Diniz,7,,,,,,,,,,,,,,,,,,2.0,,
67,0.0,3.66,Bernard Anício Caldeira Duarte,False,CAM,Bernard,0.89,72460,11,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,bernard,282,4,0.0,Bernard,6,,1.0,7.0,6.0,,1.0,3.0,,1.0,,,,,,,,,,,
68,0.0,11.09,Alex Nicolao Telles,False,BOT,A. Telles,5.68,72493,12,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,alex-telles,263,2,0.0,Alex Telles,7,,1.0,7.0,13.0,2.0,4.0,8.0,1.0,1.0,9.0,,,,,,,,,,
69,0.01,7.62,Pedro Henrique Konzen Medina da Silva,True,CEA,P. Henrique,3.73,72583,9,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,pedro-henrique,354,5,4.5,Pedro Henrique,7,,3.0,9.0,15.0,5.0,8.0,11.0,1.0,3.0,,,1.0,1.0,,,,,,,
70,0.0,8.15,Vitor Hugo Franchescoli de Souza,False,CAM,V. Hugo,5.92,72605,5,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,vitor-hugo,282,3,0.0,Vitor Hugo,6,,,5.0,,,2.0,1.0,,,4.0,,,,,,,,,,
71,0.06,2.84,Wílker José Ángel Romero,True,JUV,W. Ángel,0.78,72801,8,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,wilker-angel,286,3,1.7,Wilker Ángel,7,,2.0,3.0,10.0,,1.0,2.0,,,1.0,,,,,,,,,,
72,0.0,6.0,Gabriel Iván Mercado,False,INT,Mercado,0.0,72951,0,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,mercado,285,3,0.0,Mercado,6,,,,,,,,,,,,,,,,,,,,
73,0.4,5.11,Daniel Fortunato Borges,True,MIR,D. Borges,4.14,73318,7,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,daniel-borges,2305,2,5.7,Daniel Borges,6,,2.0,3.0,6.0,,1.0,3.0,2.0,,2.0,,,,,,,,,,
74,-0.21,8.61,Samuel Xavier Brito,True,FLU,S. Xavier,4.22,73384,11,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,samuel-xavier,266,2,2.0,Samuel Xavier,7,1.0,2.0,9.0,14.0,1.0,3.0,15.0,1.0,,3.0,,,,,,,,,,
