,atletas.atleta_id,atletas.pontos_num,atletas.media_num,atletas.nome,atletas.jogos_num,atletas.status_id,atletas.rodada_id,atletas.apelido,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.preco_num,atletas.posicao_id,atletas.foto,atletas.apelido_abreviado,atletas.clube_id,atletas.variacao_num,atletas.slug,CA,DS,FC,FD,FF,FS,G,I,SG,DE,GS,PC,DP,FT,A,CV,PS,V,PP,GC
10,42234,0.3,6.0,Cássio Roberto Ramos,13,7,13,Cássio,True,CRU,9.48,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Cássio,283,-0.95,cassio,2.0,,,,,,,,6.0,40.0,9.0,,1.0,,,,,,,
11,42411,3.9,6.09,Alexi Stival,13,6,13,Cuca,True,CAM,10.12,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Cuca,282,-0.71,cuca,,,,,,,,,,,,,,,,,,5.0,,
12,42500,2.5,6.07,Fagner Conserva Lemos,7,2,13,Fagner,True,CRU,8.35,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Fagner,283,-1.04,fagner,1.0,15.0,9.0,,1.0,6.0,,1.0,4.0,,,,,,,,,,,
13,50317,0.0,0.0,David Braz de Oliveira Filho,0,6,13,David Braz,False,MIR,5.0,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,D. Braz,2305,0.0,david-braz,,,,,,,,,,,,,,,,,,,,
14,51413,0.0,8.16,Walter Leandro Capeloza Artune,5,7,13,Walter,False,MIR,10.62,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Walter,2305,0.0,walter,1.0,,,,,1.0,,,2.0,21.0,3.0,,1.0,,,,,,,
15,51772,4.3,3.48,Everton Augusto de Barros Ribeiro,12,6,13,Everton Ribeiro,True,BAH,7.74,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,E. Ribeiro,265,0.18,everton-ribeiro,2.0,18.0,11.0,4.0,2.0,17.0,1.0,,,,,,,,,1.0,,,,
16,52271,0.0,2.75,Fernando Francisco Reges,6,5,13,Fernando,False,INT,5.95,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Fernando,285,0.0,fernando,,8.0,2.0,3.0,,3.0,,,,,,,,,,,,,,
17,52827,0.0,3.18,David Luiz Moreira Marinho,6,6,13,David Luiz,False,FOR,7.34,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,D. Luiz,356,0.0,david-luiz,2.0,5.0,6.0,1.0,4.0,2.0,,,2.0,,,,,,,,,,,
18,53865,0.0,0.0,Leonardo Gamalho de Souza,0,6,13,Léo Gamalho,False,MIR,4.0,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,L. Gamalho,2305,0.0,leo-gamalho,,,,,,,,,,,,,,,,,,,,
19,60793,0.0,0.66,Alex Teixeira Santos,8,6,13,Alex Teixeira,True,VAS,2.47,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,A. Teixeira,267,-0.11,alex-teixeira,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,
20,61188,15.8,2.61,Gilberto Oliveira Souza Júnior,9,6,13,Gilberto,True,JUV,6.27,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Gilberto,286,2.84,gilberto,2.0,,12.0,2.0,3.0,7.0,2.0,2.0,,,,,,,1.0,,,,,
21,61987,5.0,5.05,Alex Sandro Lobo Silva,10,6,13,Alex Sandro,True,FLA,10.75,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,A. Sandro,262,-0.07,alex-sandro,1.0,11.0,20.0,,2.0,9.0,,1.0,7.0,,,,,,,,,,,
22,62977,0.0,1.69,Paulo Henrique Chagas de Lima,7,2,13,Ganso,False,FLU,6.62,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Ganso,266,0.0,ganso,1.0,5.0,1.0,,2.0,8.0,,,,,,,,,,,,,,
23,63007,0.0,1.35,Neymar da Silva Santos Júnior,4,7,13,Neymar,False,SAN,15.74,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Neymar,277,0.0,neymar,1.0,,5.0,3.0,1.0,13.0,,,,,,,,,,1.0,,,,
24,63013,0.0,0.0,Marcos Luis Rocha Aquino,0,2,13,Marcos Rocha,False,PAL,7.0,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,M. Rocha,275,0.0,marcos-rocha,,,,,,,,,,,,,,,,,,,,
25,63110,5.0,3.21,Alan Luciano Ruschel,9,6,13,Alan Ruschel,True,JUV,6.2,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,A. Ruschel,286,0.6,alan-ruschel,2.0,10.0,8.0,,,17.0,,2.0,2.0,,,,,,,,,,,
26,63289,5.5,2.22,Edenílson Andrade dos Santos,8,6,13,Edenílson,True,GRE,5.58,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Edenílson,284,0.61,edenilson,3.0,3.0,5.0,,1.0,8.0,1.0,,,,,,,,1.0,,,,,
27,68685,4.0,5.94,Alan Patrick Lourenço,9,6,13,Alan Patrick,True,INT,13.37,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,A. Patrick,285,0.31,alan-patrick,3.0,7.0,5.0,4.0,2.0,10.0,2.0,,,,,,,,4.0,,,,,
28,68708,0.0,0.16,Carlos Eduardo de Oliveira Alves,10,6,13,Eduardo,False,CRU,2.77,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Eduardo,283,0.0,eduardo,1.0,2.0,7.0,1.0,2.0,2.0,,1.0,,,,,,,,1.0,1.0,,,
29,68811,2.0,2.07,Oscar dos Santos Emboaba Júnior,4,7,13,Oscar,True,SAO,13.82,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Oscar,276,-1.54,oscar,1.0,4.0,2.0,2.0,,3.0,,,,,,,,,,,,,,
30,68872,0.0,0.0,Marcelo Lomba do Nascimento,0,6,13,Marcelo Lomba,False,PAL,7.0,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,M. Lomba,275,0.0,marcelo-lomba,,,,,,,,,,,,,,,,,,,,
31,68899,3.6,3.15,Philippe Coutinho Correia,9,6,13,Philippe Coutinho,True,VAS,9.37,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,P. Coutinho,267,-0.3,philippe-coutinho,,1.0,8.0,10.0,9.0,16.0,,,,,,,,,1.0,1.0,,,,
32,68920,0.0,2.57,Eduardo Pereira Rodrigues,7,6,13,Dudu,True,CAM,8.39,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Dudu,282,-0.61,dudu,,4.0,5.0,,,11.0,1.0,,,,,,,,,,,,,
33,68923,0.0,2.25,Carlos Gilberto do Nascimento Silva,6,6,13,Gil,False,SAN,5.06,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Gil,277,0.0,gil,2.0,7.0,7.0,,2.0,1.0,,,1.0,,,,,,,,,,,
34,68928,9.9,4.33,Rafael Pires Monteiro,12,7,13,Rafael,True,SAO,10.45,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Rafael,276,1.05,rafael,2.0,1.0,,,,5.0,,,2.0,43.0,16.0,,,,,,,,,
35,68952,-0.6,2.59,Mário Sérgio Santos Costa,8,3,13,Marinho,True,FOR,5.97,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Marinho,356,-1.1,marinho,1.0,5.0,15.0,2.0,4.0,14.0,,9.0,,,,,,,2.0,1.0,,,,
36,68991,7.0,6.75,Lucas Pacheco Affini,8,6,13,Lucas Sasha,True,FOR,8.79,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,L. Sasha,356,0.49,lucas-sasha,1.0,35.0,14.0,2.0,1.0,7.0,,,,,,,,,,,,,,
37,68996,0.7,3.05,Willian José da Silva,11,6,13,Willian José,True,BAH,6.84,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,W. José,265,-0.56,willian-jose,2.0,,3.0,4.0,4.0,3.0,2.0,,,,,,,2.0,1.0,,,,,
38,69014,0.0,0.0,Manoel Messias Silva Carvalho,0,6,13,Manoel,False,FLU,5.0,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Manoel,266,0.0,manoel,,,,,,,,,,,,,,,,,,,,
39,69051,0.0,0.0,Danilo Fernandes Batista,0,6,13,Danilo Fernandes,False,BAH,4.0,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,D. Fernandes,265,0.0,danilo-fernandes,,,,,,,,,,,,,,,,,,,,
40,69138,0.0,3.27,Pablo Felipe Teixeira,7,6,13,Pablo,False,SPT,6.43,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Pablo,292,0.0,pablo,1.0,5.0,8.0,2.0,5.0,10.0,1.0,6.0,,,,,,,,,,,,
41,69140,0.0,0.98,Allan Marques Loureiro,5,2,13,Allan,True,BOT,3.26,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Allan,263,-0.97,allan,1.0,3.0,6.0,1.0,,4.0,,,,,,,,,,,,,,
42,69783,0.0,8.2,Danilo Luiz da Silva,4,2,13,Danilo,False,FLA,15.75,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Danilo,262,0.0,danilo,,3.0,4.0,,,3.0,1.0,,4.0,,,,,,,,,,,
43,70164,0.0,0.0,Lucas Rodrigues Moura da Silva,0,6,13,Lucas Moura,False,SAO,5.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,L. Moura,276,0.0,lucas-moura,,,,,,,,,,,,,,,,,,,,
44,70216,10.2,3.69,Luiz Gustavo de Almeida Pinto,7,6,13,Gustavo,True,JUV,5.85,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Gustavo,286,1.78,gustavo,1.0,1.0,,,,,,,1.0,21.0,14.0,,1.0,,,,,,,
45,70221,0.0,0.0,Bruno Uvini Bortolança,0,6,13,Bruno Uvini,False,VIT,4.0,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,B. Uvini,287,0.0,bruno-uvini,,,,,,,,,,,,,,,,,,,,
46,70360,11.2,4.79,Eduardo Colcenti Antunes,13,7,13,Eduardo Sasha,True,RBB,9.53,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,E. Sasha,280,1.67,eduardo-sasha,2.0,5.0,3.0,9.0,10.0,14.0,3.0,1.0,,,,,,1.0,1.0,,,,,
47,70449,-2.0,-0.45,Gabriel Vasconcelos Ferreira,2,6,13,Gabriel,True,SPT,2.81,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Gabriel,292,-0.85,gabriel,,,,,,1.0,,,,2.0,4.0,,,,,,,,,
48,70592,0.0,2.86,Felipe Anderson Pereira Gomes,8,6,13,Felipe Anderson,False,PAL,6.7,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,F. Anderson,275,0.0,felipe-anderson,,9.0,8.0,2.0,5.0,5.0,,1.0,,,,,,1.0,,,,,,
49,70666,5.0,5.2,Marllon Gonçalves Jerônimo Borges,10,7,13,Marllon,True,CEA,8.14,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Marllon,354,0.4,marllon,,6.0,6.0,,1.0,6.0,2.0,,5.0,,,,,,,,,,,
50,70696,3.17,4.96,Fábio Luiz Carille de Araújo,6,7,13,Fábio Carille,True,VIT,8.23,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,F. Carille,287,-0.13,fabio-carille,,,,,,,,,,,,,,,,,,2.0,,
51,70788,0.7,2.28,Enner Remberto Valencia Lastra,9,6,13,Enner Valencia,True,INT,6.15,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,E. Valencia,285,-0.1,enner-valencia,,1.0,12.0,4.0,4.0,8.0,1.0,3.0,,,,,,1.0,,,,,,
52,70916,0.5,4.33,Diogo Barbosa Mendanha,6,6,13,Diogo Barbosa,True,FOR,7.64,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,D. Barbosa,356,-0.58,diogo-barbosa,,3.0,1.0,,1.0,6.0,1.0,,2.0,,,,,,,,,,,
53,70944,5.9,3.21,Bruno Henrique Corsini,10,6,13,Bruno Henrique,True,INT,7.05,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,B. Henrique,285,0.77,bruno-henrique,,15.0,21.0,3.0,6.0,5.0,1.0,,,,,,,,,1.0,,,,
54,71123,0.0,0.0,Thiago Henrique Mendes Ribeiro,0,6,13,Thiago Mendes,False,VAS,7.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,T. Mendes,267,0.0,thiago-mendes,,,,,,,,,,,,,,,,,,,,
55,71536,0.0,9.6,Luiz Gustavo Dias,1,5,13,Luiz Gustavo,False,SAO,10.73,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,L. Gustavo,276,0.0,luiz-gustavo,,4.0,4.0,,1.0,2.0,,,,,,,,1.0,,,,,,
56,71571,0.0,6.18,Fernando Miguel Kaufmann,6,6,13,Fernando Miguel,False,CEA,7.02,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,F. Miguel,354,0.0,fernando-miguel,,,,,,6.0,,,3.0,17.0,3.0,,,,,,,,,
57,71631,0.0,5.44,Weverton Pereira da Silva,11,7,13,Weverton,False,PAL,8.3,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Weverton,275,0.0,weverton,1.0,,,,,6.0,,,5.0,26.0,8.0,,1.0,,,,,,,
58,71680,-0.7,-0.87,Raúl Alejandro Cáceres Bogado,3,7,13,Raúl Cáceres,True,VIT,1.28,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,R. Cáceres,287,-0.44,raul-caceres,1.0,,5.0,,,,,1.0,,,,,,,,,,,,
59,71684,0.0,3.99,Gustavo Raúl Gómez Portillo,8,7,13,Gustavo Gómez,False,PAL,8.67,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,G. Gómez,275,0.0,gustavo-gomez,3.0,8.0,9.0,1.0,3.0,5.0,,5.0,4.0,,,,,,,,,,,
60,71701,0.0,1.84,Santiago Arias Naranjo,5,6,13,Santiago Arias,False,BAH,6.17,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,S. Arias,265,0.0,santiago-arias,1.0,2.0,,1.0,,2.0,,,1.0,,,,,,,,,,,
61,71709,0.0,3.1,Gustavo Leonardo Cuellar Gallego,2,5,13,Cuéllar,False,GRE,6.52,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Cuéllar,284,0.0,cuellar,,4.0,1.0,,,1.0,,,,,,,,,,,,,,
62,72018,1.2,3.65,Tiago Luis Volpi,13,6,13,Tiago Volpi,True,GRE,6.67,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,T. Volpi,284,-0.15,tiago-volpi,2.0,,,,,5.0,,,3.0,40.0,19.0,1.0,,,,,,,,
63,72279,0.0,0.0,Carlos Eduardo Lecciolle Thomazella,0,6,13,Thomazella,False,MIR,2.0,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Thomazella,2305,0.0,thomazella,,,,,,,,,,,,,,,,,,,,
64,72294,0.0,5.47,Everson Felipe Marques Pires,12,6,13,Everson,False,CAM,10.33,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Everson,282,0.0,everson,3.0,,,,,4.0,,,7.0,32.0,10.0,,,,,,,,,
65,72359,0.0,0.0,Luiz Otávio Anacleto Leandro,0,5,13,Luiz Otávio,False,CEA,4.0,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,L. Otávio,354,0.0,luiz-otavio,,,,,,,,,,,,,,,,,,,,
66,72391,2.29,4.85,Fernando Diniz Silva,5,6,13,Fernando Diniz,True,VAS,9.24,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,F. Diniz,267,-1.06,fernando-diniz,,,,,,,,,,,,,,,,,,2.0,,
67,72460,1.5,1.01,Bernard Anício Caldeira Duarte,10,6,13,Bernard,True,CAM,4.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Bernard,282,0.12,bernard,1.0,7.0,5.0,,1.0,3.0,,1.0,,,,,,,,,,,,
68,72493,5.5,5.34,Alex Nicolao Telles,10,7,13,Alex Telles,True,BOT,10.39,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,A. Telles,263,0.29,alex-telles,1.0,5.0,12.0,2.0,2.0,7.0,1.0,1.0,7.0,,,,,,,,,,,
69,72583,-0.6,3.45,Pedro Henrique Konzen Medina da Silva,7,3,13,Pedro Henrique,True,CEA,6.85,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,P. Henrique,354,-0.61,pedro-henrique,2.0,5.0,14.0,3.0,7.0,8.0,1.0,3.0,,,,1.0,,1.0,,,,,,
70,72605,0.0,5.92,Vitor Hugo Franchescoli de Souza,5,6,13,Vitor Hugo,False,CAM,8.15,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,V. Hugo,282,0.0,vitor-hugo,,5.0,,,2.0,1.0,,,4.0,,,,,,,,,,,
71,72801,4.4,0.53,Wílker José Ángel Romero,6,6,13,Wilker Ángel,True,JUV,3.13,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,W. Ángel,286,0.97,wilker-angel,2.0,1.0,7.0,,1.0,,,,1.0,,,,,,,,,,,
72,72951,0.0,0.0,Gabriel Iván Mercado,0,6,13,Mercado,False,INT,6.0,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Mercado,285,0.0,mercado,,,,,,,,,,,,,,,,,,,,
73,73318,0.0,3.66,Daniel Fortunato Borges,5,6,13,Daniel Borges,False,MIR,3.83,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,D. Borges,2305,0.0,daniel-borges,2.0,3.0,5.0,,1.0,1.0,2.0,,,,,,,,,,,,,
74,73384,0.0,4.65,Samuel Xavier Brito,9,7,13,Samuel Xavier,False,FLU,9.86,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,S. Xavier,266,0.0,samuel-xavier,2.0,8.0,12.0,1.0,1.0,11.0,1.0,,3.0,,,,,,1.0,,,,,
75,73515,0.0,2.89,Gabriel Santana Pinto,9,7,13,Gabriel,False,MIR,5.4,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Gabriel,2305,0.0,gabriel,1.0,3.0,1.0,1.0,2.0,7.0,2.0,5.0,,,,,,,,,1.0,,,
76,74187,0.0,1.63,Tomás Eduardo Rincón Hernández,6,7,13,Rincón,False,SAN,3.92,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Rincón,277,0.0,rincon,2.0,7.0,13.0,,4.0,4.0,,,,,,,,,,,,,,
77,77485,1.4,2.9,André Martín Carrillo Díaz,10,2,13,Carrillo,True,COR,6.11,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Carrillo,264,-0.82,carrillo,,17.0,14.0,1.0,4.0,7.0,,2.0,,,,,,,,,,,,
