,atletas.atleta_id,atletas.pontos_num,atletas.media_num,atletas.nome,atletas.jogos_num,atletas.status_id,atletas.rodada_id,atletas.apelido,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.preco_num,atletas.posicao_id,atletas.foto,atletas.apelido_abreviado,atletas.clube_id,atletas.variacao_num,atletas.slug,CA,DS,FC,FD,FF,FS,G,I,SG,DE,GS,PC,DP,FT,A,CV,PS,V,PP,GC
78,77656,2.8,2.37,Cédric Ricardo Alves Soares,11,7,13,Cédric Soares,True,SAO,6.59,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,C. Soares,276,-0.29,cedric-soares,1.0,10.0,4.0,,1.0,5.0,,,1.0,,,,,,1.0,,,,,
79,77664,3.0,4.6,Sérgio Miguel Relvas de Oliveira,8,6,13,Sérgio Oliveira,True,SPT,8.59,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,S. Oliveira,292,-0.14,sergio-oliveira,3.0,14.0,12.0,3.0,6.0,6.0,1.0,,,,,,,1.0,,,,,,
80,77777,0.0,2.37,João Felipe Schmidt Urbano,9,3,13,João Schmidt,False,SAN,4.59,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,J. Schmidt,277,0.0,joao-schmidt,3.0,15.0,15.0,1.0,4.0,4.0,,1.0,,,,,,,,,,,,
81,78117,0.0,1.65,Everaldo Stum,11,6,13,Everaldo,False,FLU,3.45,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Everaldo,266,0.0,everaldo,1.0,2.0,12.0,4.0,5.0,6.0,1.0,,,,,,,,,,,,,
82,78248,3.4,3.35,Gustavo Henrique Vernes,4,6,13,Gustavo Henrique,True,COR,7.11,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,G. Henrique,264,-0.14,gustavo-henrique,,7.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,
83,78445,0.0,7.71,Renê Rodrigues Martins,8,7,13,Renê,False,FLU,11.04,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Renê,266,0.0,rene,,24.0,8.0,,2.0,7.0,1.0,,3.0,,,,,,,,,,,
84,78450,8.75,4.78,Cláudio Tencati,4,6,13,Cláudio Tencati,True,JUV,8.05,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,C. Tencati,286,1.12,claudio-tencati,,,,,,,,,,,,,,,,,,1.0,,
85,78478,0.0,0.0,Willian Souza Arão da Silva,0,6,13,Willian Arão,False,SAN,8.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,W. Arão,277,0.0,willian-arao,,,,,,,,,,,,,,,,,,,,
86,78479,0.0,5.02,Cleber Marcio Serpa Xavier,6,7,13,Cleber Xavier,False,SAN,10.22,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,C. Xavier,277,0.0,cleber-xavier,,,,,,,,,,,,,,,,,,2.0,,
87,78605,-0.4,3.94,Gabriel Girotto Franco,12,7,13,Gabriel,True,RBB,5.82,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Gabriel,280,-0.9,gabriel,2.0,24.0,19.0,1.0,4.0,13.0,1.0,,,,,,,,,,,,,
88,78850,0.0,7.83,Reinaldo Manoel da Silva,11,7,13,Reinaldo,False,MIR,11.09,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Reinaldo,2305,0.0,reinaldo,2.0,10.0,8.0,4.0,4.0,7.0,6.0,,2.0,,,,,,2.0,,,,1.0,
89,78851,0.0,0.0,Richard de Oliveira Costa,0,6,13,Richard,False,CEA,5.0,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Richard,354,0.0,richard,,,,,,,,,,,,,,,,,,,,
90,78855,0.0,5.15,Thiago dos Santos,4,6,13,Thiago Santos,False,FLU,7.89,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,T. Santos,266,0.0,thiago-santos,,4.0,3.0,,,1.0,,,3.0,,,,,,,,,,,
91,79066,0.0,2.37,Alex Roberto Santana Rafael,6,6,13,Alex Muralha,False,MIR,3.34,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,A. Muralha,2305,0.0,alex-muralha,2.0,,,,,1.0,,,,19.0,9.0,,,,,,,,,
92,79266,5.0,4.55,Bruno Ferreira Ventura Diniz - de Lins,4,7,13,Bruno Ferreira,True,CEA,6.59,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,B. Ferreira,354,1.1,bruno-ferreira,1.0,,1.0,,,1.0,,,2.0,10.0,4.0,,,,,,,,,
93,79437,7.21,5.06,Roger Machado Marques,13,6,13,Roger Machado,True,INT,9.98,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,R. Machado,285,0.51,roger-machado,,,,,,,,,,,,,,,,,,3.0,,
94,79631,0.0,3.17,Germán Ezequiel Cano,6,7,13,Cano,False,FLU,8.41,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Cano,266,0.0,cano,1.0,1.0,4.0,1.0,9.0,7.0,1.0,2.0,,,,,,,,,,,,
95,79701,-1.3,2.52,Lucas Silva Borges,12,7,13,Lucas Silva,True,CRU,4.7,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,L. Silva,283,-0.44,lucas-silva,2.0,6.0,21.0,1.0,3.0,10.0,1.0,,,,,,,1.0,2.0,,,,,
96,79702,0.0,1.37,Antônio Carlos Cunha Capocasali Júnior,3,6,13,Antônio Carlos,False,SPT,3.81,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,A. Carlos,292,0.0,antonio-carlos,,3.0,3.0,,,1.0,,,,,,,,,,,,,,
97,80076,0.0,0.0,José Roberto Assunção de Araújo Filho,0,6,13,Zé Roberto,False,SPT,6.0,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Z. Roberto,292,0.0,ze-roberto,,,,,,,,,,,,,,,,,,,,
98,80129,5.4,3.65,Jadson Alves dos Santos,11,6,13,Jadson,True,JUV,6.43,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Jadson,286,0.62,jadson,4.0,21.0,17.0,3.0,1.0,19.0,,2.0,,,,1.0,,,1.0,,,,,
99,80196,0.0,3.63,Glaybson Yago Souza Lisboa,11,6,13,Yago Pikachu,False,FOR,8.29,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Y. Pikachu,356,0.0,yago-pikachu,,7.0,4.0,3.0,3.0,10.0,2.0,3.0,,,,,,1.0,,,1.0,,,
100,80225,0.0,0.0,Rafael da Silva,0,6,13,Rafa Silva,False,MIR,4.0,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,R. Silva,2305,0.0,rafa-silva,,,,,,,,,,,,,,,,,,,,
101,80287,0.0,4.32,Luciano da Rocha Neves,10,7,13,Luciano,False,SAO,8.97,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Luciano,276,0.0,luciano,3.0,10.0,8.0,7.0,11.0,13.0,1.0,1.0,,,,,,,,,2.0,,,
102,80313,3.1,4.12,Gilberto Moraes Júnior,11,6,13,Gilberto,True,BAH,7.57,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Gilberto,265,-0.56,gilberto,2.0,14.0,9.0,1.0,3.0,5.0,1.0,1.0,3.0,,,,,,,,,,,
103,80570,0.0,3.23,Wendell Nascimento Borges,7,6,13,Wendell,False,SAO,8.51,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Wendell,276,0.0,wendell,,7.0,8.0,,,9.0,,,2.0,,,,,,,,,,,
104,80583,2.7,2.54,Lucas Rafael Araújo Lima,11,6,13,Lucas Lima,True,SPT,5.51,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,L. Lima,292,0.5,lucas-lima,5.0,7.0,16.0,7.0,1.0,17.0,,5.0,,,,,,,2.0,,,,,
105,81091,0.0,2.02,Jair Rodrigues Júnior,6,6,13,Jair,False,VAS,4.89,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Jair,267,0.0,jair,2.0,8.0,9.0,,1.0,8.0,,,,,,,,,,,,,,
106,81121,1.6,4.83,Lucas Andrés Mugni,9,7,13,Lucas Mugni,True,CEA,7.11,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,L. Mugni,354,-0.13,lucas-mugni,2.0,15.0,14.0,1.0,5.0,8.0,1.0,1.0,,,,,,,2.0,,,,,
107,81150,0.0,4.5,Mayke Rocha de Oliveira,2,2,13,Mayke,False,PAL,8.92,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Mayke,275,0.0,mayke,1.0,3.0,4.0,,1.0,2.0,,1.0,1.0,,,,,,,,,,,
108,81401,0.0,0.87,Gonçalo Mendes Paciência,3,6,13,Gonçalo Paciência,True,SPT,6.3,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,G. Paciência,292,-0.83,goncalo-paciencia,,,1.0,,3.0,1.0,,,,,,,,,,,,,,
109,81845,3.2,1.91,Alisson Euler de Freitas Castro,11,7,13,Alisson,True,SAO,5.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Alisson,276,-0.41,alisson,3.0,6.0,10.0,3.0,3.0,14.0,,,,,,,,,1.0,,,,,
110,81881,0.0,4.75,João Ricardo Riedi,11,6,13,João Ricardo,False,FOR,8.76,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,J. Ricardo,356,0.0,joao-ricardo,,,,,,,,,4.0,41.0,18.0,,,,,,,,,1.0
111,81952,8.6,1.98,Willian Osmar de Oliveira Silva,5,7,13,Willian Oliveira,True,VIT,4.84,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,W. Oliveira,287,1.78,willian-oliveira,2.0,6.0,8.0,1.0,2.0,5.0,,,,,,,,,,,,,,
112,82407,0.0,4.13,Francisco Hyun-Sol Kim,3,6,13,Chico Kim,False,MIR,5.84,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,C. Kim,2305,0.0,chico-kim,,6.0,1.0,1.0,,3.0,,,,,,,,,,,1.0,,,
113,82455,0.0,4.48,José Rafael Vivian,5,7,13,Zé Rafael,False,SAN,8.05,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Z. Rafael,277,0.0,ze-rafael,1.0,12.0,4.0,,2.0,10.0,,,,,,,,,,,,,,
114,82463,0.0,0.0,Otávio Henrique Passos Santos,0,6,13,Otávio,False,FLU,7.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Otávio,266,0.0,otavio,,,,,,,,,,,,,,,,,,,,
115,82627,14.2,6.48,Luiz de Araújo Guimarães Neto,11,7,13,Luiz Araújo,True,FLA,10.9,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,L. Araújo,262,-0.21,luiz-araujo,,19.0,7.0,4.0,7.0,5.0,3.0,1.0,,,,,,1.0,1.0,,,,,
116,82628,0.0,4.9,Guilherme de Jesus da Silva,6,6,13,Tinga,False,FOR,8.39,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Tinga,356,0.0,tinga,1.0,4.0,4.0,,2.0,2.0,1.0,,3.0,,,,,,,,,,,
117,82639,6.2,6.2,Marcelo Gazella Hermes,1,6,13,Marcelo Hermes,True,JUV,6.02,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,M. Hermes,286,2.02,marcelo-hermes,,1.0,1.0,,,,,,1.0,,,,,,,,,,,
118,82775,0.0,6.23,Lucas Ramon Batista Silva,10,7,13,Lucas Ramon,False,MIR,9.38,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,L. Ramon,2305,0.0,lucas-ramon,2.0,22.0,11.0,2.0,1.0,15.0,1.0,1.0,2.0,,,,,,1.0,,1.0,,,
119,83048,4.4,4.4,Rafael Thyere de Albuquerque Marques,1,6,13,Rafael Thyere,True,SPT,6.23,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,R. Thyere,292,1.23,rafael-thyere,,1.0,2.0,,,1.0,,,,,,,,1.0,,,,,,
120,83251,5.0,5.0,Alan Max Benítez Domínguez,1,6,13,Alan Benítez,True,INT,7.37,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,A. Benítez,285,1.37,alan-benitez,,,,,,,,,1.0,,,,,,,,,,,
121,83257,-1.1,3.07,Gabriel Barbosa Almeida,10,6,13,Gabriel,True,CRU,6.43,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Gabriel,283,-0.4,gabriel,1.0,1.0,1.0,4.0,3.0,3.0,2.0,3.0,,,,,,,2.0,,,,1.0,
122,83276,0.0,0.0,Julio César Furch,0,6,13,Julio Furch,False,SAN,4.0,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,J. Furch,277,0.0,julio-furch,,,,,,,,,,,,,,,,,,,,
123,83528,5.9,5.09,Leonardo Pereira,11,7,13,Léo Pereira,True,FLA,9.62,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,L. Pereira,262,-0.46,leo-pereira,,5.0,5.0,1.0,1.0,2.0,1.0,,8.0,,,1.0,,,,,,,,
124,83786,0.0,0.0,Hueglo dos Santos Neris,3,5,13,Neris,False,VIT,3.37,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Neris,287,0.0,neris,1.0,1.0,7.0,1.0,,1.0,,1.0,,,,,,,,,,,,
125,84042,0.0,3.4,Francisco das Chagas Soares dos Santos Meireles,11,6,13,Tiquinho Soares,False,SAN,8.83,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,T. Soares,277,0.0,tiquinho-soares,2.0,6.0,17.0,4.0,8.0,13.0,1.0,2.0,,,,,,,2.0,,,,,
126,84094,0.0,0.0,Eudes Ruan de Souza Carneiro,0,6,13,Ruan Carneiro,False,JUV,1.0,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,R. Carneiro,286,0.0,ruan-carneiro,,,,,,,,,,,,,,,,,,,,
127,84263,0.0,3.2,Jemerson de Jesus Nascimento,9,6,13,Jemerson,False,GRE,4.77,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Jemerson,284,0.0,jemerson,3.0,11.0,14.0,1.0,1.0,3.0,1.0,,1.0,,,,,1.0,,,,,,
128,84428,4.7,2.26,Fernando Pereira do Nascimento,9,7,13,Fernando Sobral,True,CEA,5.26,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,F. Sobral,354,0.59,fernando-sobral,3.0,14.0,11.0,,2.0,8.0,,,,,,,,,,,,,,
129,84523,2.1,1.0,José Romário Silva de Souza,5,6,13,Romarinho,True,SPT,3.07,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Romarinho,292,0.11,romarinho,,,,2.0,2.0,2.0,,,,,,,,,,,,,,
130,84558,10.1,5.44,Lucas Daniel Romero,12,7,13,Lucas Romero,True,CRU,9.04,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,L. Romero,283,1.0,lucas-romero,4.0,29.0,14.0,1.0,3.0,17.0,1.0,1.0,,,,,,,2.0,,,,,
131,84674,0.0,2.48,Lucas Evangelista Santana de Oliveira,8,6,13,Lucas Evangelista,False,PAL,6.43,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,L. Evangelista,275,0.0,lucas-evangelista,,6.0,5.0,1.0,2.0,9.0,,,,,,,,,1.0,,,,,
132,84735,1.2,1.2,Jorge Luiz Frello Filho,1,7,13,Jorginho,True,FLA,11.32,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Jorginho,262,-0.68,jorginho,,1.0,1.0,,,,,,,,,,,,,,,,,
133,84816,6.5,7.12,Guillermo Varela Olivera,7,7,13,Varela,True,FLA,9.26,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Varela,262,-0.98,varela,,6.0,1.0,1.0,,2.0,,1.0,6.0,,,1.0,,,2.0,,,,,
134,84847,0.0,2.36,Luan Peres Petroni,5,7,13,Luan Peres,False,SAN,5.15,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,L. Peres,277,0.0,luan-peres,3.0,3.0,8.0,1.0,,3.0,,,2.0,,,,,,,,,,,
135,85004,1.3,4.76,Marcos Felipe de Freitas Monteiro,10,6,13,Marcos Felipe,True,BAH,7.43,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,M. Felipe,265,-0.98,marcos-felipe,,,,,,3.0,,,4.0,27.0,8.0,1.0,,,,,,,,
136,85034,0.0,1.57,Óscar David Romero Villamayor,8,6,13,Óscar Romero,False,INT,4.71,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,O. Romero,285,0.0,oscar-romero,1.0,2.0,1.0,1.0,4.0,5.0,,,,,,1.0,,,1.0,,,,,
137,85048,0.1,6.85,Memphis Depay,9,3,13,Memphis Depay,True,COR,14.57,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,M. Depay,264,-0.78,memphis-depay,3.0,4.0,7.0,7.0,6.0,13.0,3.0,,,,,,,2.0,3.0,,,,1.0,
138,85403,0.0,3.54,Daniel de Oliveira Sertanejo,11,7,13,Danielzinho,False,MIR,5.55,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Danielzinho,2305,0.0,danielzinho,1.0,13.0,14.0,2.0,4.0,20.0,,,,,,,,1.0,1.0,,1.0,,,
139,85425,0.0,-1.0,João Paulo Silva Martins,0,6,13,João Paulo,False,SAN,6.45,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,J. Paulo,277,0.0,joao-paulo,2.0,,,,,,,,,,,,,,,,,,,
140,85465,2.2,0.85,Alex Paulo Menezes Santana,4,6,13,Alex Santana,True,GRE,4.31,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,A. Santana,284,0.03,alex-santana,1.0,1.0,4.0,,2.0,5.0,,,,,,,,,,,,,,
141,85856,0.0,1.35,Ricardo Ryller Ribeiro Lino Silva,11,7,13,Ricardo Ryller,False,VIT,2.88,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,R. Ryller,287,0.0,ricardo-ryller,3.0,12.0,21.0,3.0,,5.0,,,,,,,,,,,,,,
142,85930,0.0,3.48,Aylon Darwin Tavella,5,7,13,Aylon,False,CEA,4.62,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Aylon,354,0.0,aylon,,4.0,8.0,1.0,2.0,6.0,1.0,,,,,,,,,,,,,
143,85931,0.0,0.0,Hyoran Kaue Dalmoro,0,6,13,Hyoran,False,SPT,5.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Hyoran,292,0.0,hyoran,,,,,,,,,,,,,,,,,,,,
144,86292,1.5,0.69,Yannick Bolasie,7,6,13,Bolasie,True,CRU,3.73,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Bolasie,283,0.02,bolasie,,3.0,6.0,1.0,,2.0,,1.0,,,,,,,,,,,,
145,86410,0.0,1.7,Victor Luis Chuab Zamblauskas,1,6,13,Victor Luis,False,VAS,4.24,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,V. Luis,267,0.0,victor-luis,,,,1.0,,1.0,,,,,,,,,,,,,,
146,86485,0.0,1.95,Marcos da Silva França,4,6,13,Keno,False,FLU,6.01,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Keno,266,0.0,keno,,1.0,2.0,1.0,4.0,5.0,,,,,,,,,,,,,,
147,86508,0.0,0.0,Jandrei Chitolina Carniel,0,6,13,Jandrei,False,SAO,5.0,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Jandrei,276,0.0,jandrei,,,,,,,,,,,,,,,,,,,,
148,86536,0.0,0.0,Richardson Fernandes dos Santos,1,6,13,Richardson,True,CEA,3.62,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Richardson,354,-0.38,richardson,,,,,,,,,,,,,,,,,,,,
149,86686,4.3,1.36,Danilo das Neves Pinheiro,10,6,13,Tchê Tchê,True,VAS,4.33,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,T. Tchê,267,0.43,tche-tche,,2.0,2.0,1.0,2.0,17.0,,1.0,,,,,,,,,,,,
150,86757,0.0,2.72,Everton Sousa Soares,12,6,13,Everton,True,FLA,7.47,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Everton,262,-0.23,everton,,7.0,6.0,4.0,8.0,,1.0,1.0,,,,,,,1.0,,,,,
151,86766,0.0,1.27,Matheus Rossetto,6,6,13,Matheus Rossetto,False,FOR,3.71,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,M. Rossetto,356,0.0,matheus-rossetto,,5.0,3.0,,,2.0,,,,,,,,,,,,,,
152,86777,0.0,-0.65,Danilo Barbosa da Silva,2,6,13,Danilo Barbosa,False,BOT,4.35,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,D. Barbosa,263,0.0,danilo-barbosa,1.0,,1.0,,,,,,,,,,,,,,,,,
153,86820,11.9,3.28,Reginaldo Lopes de Jesus,5,6,13,Reginaldo,True,JUV,5.47,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Reginaldo,286,2.49,reginaldo,1.0,1.0,,,,2.0,,1.0,2.0,,,,,,1.0,,,,,
154,86859,0.0,2.19,José Welison da Silva,8,6,13,José Welison,False,FOR,4.71,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,J. Welison,356,0.0,jose-welison,2.0,12.0,6.0,,1.0,5.0,,,,,,,,,,,,,,
155,86863,0.0,0.0,Luiz Otávio da Silva Santos,0,6,13,Luiz Otávio,False,MIR,4.0,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,L. Otávio,2305,0.0,luiz-otavio,,,,,,,,,,,,,,,,,,,,
156,87008,3.2,2.82,Leonardo César Jardim,12,6,13,Léo Jardim,True,VAS,7.24,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,L. Jardim,267,0.12,leo-jardim,,,,,,2.0,,,2.0,30.0,16.0,,,,,,,,,
