,atletas.clube.id.full.name,atletas.pontos_num,atletas.nome,atletas.status_id,atletas.jogos_num,atletas.atleta_id,atletas.apelido_abreviado,atletas.apelido,atletas.variacao_num,atletas.posicao_id,atletas.slug,atletas.minimo_para_valorizar,atletas.clube_id,atletas.rodada_id,atletas.foto,atletas.preco_num,atletas.media_num,atletas.entrou_em_campo,CA,FC,FF,G,I,DS,FS,FD,DE,GS,A,FT,CV,PS,DP,SG,V,PC,PP,GC
308,RBB,0.0,Fernando dos Santos Pedro,5,0,100695,Fernando,Fernando,0.0,5,fernando,,280,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5.0,0.0,False,,,,,,,,,,,,,,,,,,,,
309,CRU,0.0,Matheus Henrique de Souza,5,2,100742,M. Henrique,Matheus Henrique,0.0,4,matheus-henrique,,283,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,8.54,1.55,False,1.0,3.0,,,,2.0,4.0,,,,,,,,,,,,,
310,SAO,0.0,Igor Matheus Liziero Pereira,6,0,100761,Liziero,Liziero,0.0,4,liziero,,276,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,5.0,0.0,False,,,,,,,,,,,,,,,,,,,,
311,FOR,0.0,Brenno Oliveira Fraga Costa,6,0,100830,Brenno,Brenno,0.0,1,brenno,,356,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3.71,-3.0,False,,,,,,,,,,,,,1.0,,,,,,,
312,SAO,0.0,Ruan Tressoldi Netto,6,4,100842,Ruan,Ruan,0.0,3,ruan,,276,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6.04,2.75,False,1.0,5.0,,,,5.0,2.0,,,,,,,,,1.0,,,,
313,GRE,0.0,Lucas Esteves de Souza,6,4,100846,L. Esteves,Lucas Esteves,0.0,2,lucas-esteves,,284,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,5.64,2.05,False,,4.0,3.0,,,5.0,1.0,,,,,,,,,,,1.0,,
314,GRE,0.0,Luan Cândido de Almeida,6,0,100848,L. Cândido,Luan Cândido,0.0,2,luan-candido,,284,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,7.0,0.0,False,,,,,,,,,,,,,,,,,,,,
315,BOT,0.0,Victor Alexander da Silva,6,9,100898,Vitinho,Vitinho,0.0,2,vitinho,,263,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,10.04,6.5,False,1.0,7.0,1.0,1.0,2.0,18.0,2.0,,,,,,,,,5.0,,,,
316,VIT,2.4,Ronald dos Santos Lopes,7,8,100969,R. Lopes,Ronald Lopes,0.08,4,ronald-lopes,,287,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2.99,0.97,True,2.0,16.0,1.0,,1.0,6.0,5.0,2.0,,,,,,,,,,,,
317,FLU,0.0,Gustavo Nonato Santana,3,6,100987,Nonato,Nonato,0.0,4,nonato,,266,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,4.78,2.17,False,3.0,6.0,1.0,,,9.0,7.0,,,,,,,,,,,,,
318,CAM,1.8,José Antonio dos Santos Júnior,6,5,101002,J. Santos,Júnior Santos,-0.34,5,junior-santos,,282,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,7.56,2.98,True,1.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,,,,,,,,,,,,
319,CEA,0.0,Jackson Diego Ibraim Fagundes - Ibrahim,6,8,101027,Diego,Diego,0.0,2,diego,,354,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,11.49,7.76,False,,3.0,1.0,,,13.0,23.0,1.0,,,2.0,,,,,4.0,,,,
320,SAO,0.0,Aldemir dos Santos Ferreira,5,7,101290,Ferreira,Ferreira,0.0,5,ferreira,,276,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,10.53,8.35,False,2.0,5.0,6.0,3.0,1.0,9.0,17.0,1.0,,,2.0,,,,,,,,,
321,BAH,0.0,Ademir da Silva Santos Júnior,5,7,101314,Ademir,Ademir,0.0,5,ademir,,265,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,4.54,2.19,False,2.0,5.0,2.0,,,6.0,14.0,1.0,,,,,,,,,,,,
322,FLU,12.0,Cláudio Rodrigues Gomes,7,4,101319,Guga,Guga,2.3,2,guga,,266,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,8.85,5.25,True,1.0,2.0,2.0,1.0,,7.0,5.0,,,,,,,,,,,,,
323,FLU,0.0,Marcelo de Araújo Pitaluga Filho,6,0,101478,M. Pitaluga,Marcelo Pitaluga,0.0,1,marcelo-pitaluga,,266,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,3.0,0.0,False,,,,,,,,,,,,,,,,,,,,
324,VIT,0.0,João Pedro Vilardi Pinto,3,5,101573,Pepê,Pepê,0.0,4,pepe,,287,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,4.34,1.38,False,1.0,7.0,,,,6.0,8.0,,,,,,1.0,,,,,,,
325,COR,7.6,Hugo de Souza Nogueira,7,5,101574,H. Souza,Hugo Souza,0.15,1,hugo-souza,,264,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,8.9,3.06,True,1.0,,,,,,,,11.0,8.0,,,,,,2.0,,,,
326,VAS,-1.4,Hugo Moura Arruda da Silva,7,9,101594,H. Moura,Hugo Moura,-1.28,4,hugo-moura,,267,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,5.24,3.05,True,2.0,16.0,3.0,,,16.0,7.0,2.0,,,1.0,,,,,,,,,1.0
327,INT,0.0,Ramon Ramos Lima,6,3,101597,Ramon,Ramon,0.0,2,ramon,,285,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,6.49,3.9,False,1.0,2.0,2.0,,,3.0,2.0,1.0,,,,,,,,1.0,,,,
328,JUV,0.0,Daniel Nascimento Peixoto dos Santos,6,1,101651,Peixoto,Peixoto,-0.27,4,peixoto,,286,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2.73,0.0,True,,,,,,,,,,,,,,,,,,,,
329,FOR,0.0,Felipe Jonatan Rocha Andrade,6,0,101708,F. Jonatan,Felipe Jonatan,0.0,2,felipe-jonatan,,356,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,6.0,0.0,False,,,,,,,,,,,,,,,,,,,,
330,COR,8.5,Matheus França Silva,7,7,101727,Matheuzinho,Matheuzinho,1.1,2,matheuzinho,,264,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,10.91,6.0,True,4.0,6.0,2.0,,,22.0,4.0,1.0,,,,,,,,2.0,,,,
331,VIT,0.0,Claudio Coelho Salvático,6,8,101752,Claudinho,Claudinho,0.0,2,claudinho,,287,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,4.31,1.36,False,4.0,7.0,1.0,,,9.0,3.0,1.0,,,,,,,,,,,,
332,VAS,0.0,Jean David Meneses Villarroel,6,0,101768,J. David,Jean David,0.0,4,jean-david,,267,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,3.0,0.0,False,,,,,,,,,,,,,,,,,,,,
333,GRE,0.0,Mayksilvan da Silva Ferreira,6,0,101820,Mayk,Mayk,0.0,2,mayk,,284,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,2.0,0.0,False,,,,,,,,,,,,,,,,,,,,
334,CEA,0.0,Willian Estefani Machado,6,8,101908,W. Machado,Willian Machado,0.0,3,willian-machado,,354,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,5.32,4.0,False,1.0,3.0,3.0,,,6.0,5.0,,,,,,,,,4.0,,,,
335,INT,4.2,Vitor Hugo Naum dos Santos,5,7,101960,Vitinho,Vitinho,0.4,5,vitinho,,285,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,5.43,2.16,True,2.0,13.0,3.0,,1.0,9.0,8.0,1.0,,,,,,,,,,,,
336,FOR,0.0,Emanuel Fermín Brítez,6,0,101995,Brítez,Brítez,0.0,3,britez,,356,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,7.0,0.0,False,,,,,,,,,,,,,,,,,,,,
337,PAL,-1.0,Joaquín Piquerez Moreira,7,10,102130,Piquerez,Piquerez,-0.61,2,piquerez,,275,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,11.39,6.2,True,2.0,4.0,9.0,2.0,,11.0,4.0,2.0,,,,,,,,5.0,,,1.0,
338,FLU,0.0,Vitor Eudes de Souza Costa,6,0,102137,V. Eudes,Vitor Eudes,0.0,1,vitor-eudes,,266,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2.0,0.0,False,,,,,,,,,,,,,,,,,,,,
339,VIT,4.3,Lucas Halter,7,10,102253,L. Halter,Lucas Halter,0.23,3,lucas-halter,,287,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,3.87,2.23,True,2.0,4.0,3.0,1.0,1.0,7.0,1.0,1.0,,,,1.0,,,,,,,,
340,SAN,3.7,Benjamín Rollheiser,7,10,102256,Rollheiser,Rollheiser,0.49,4,rollheiser,,277,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,6.26,1.27,True,2.0,9.0,5.0,,1.0,4.0,9.0,,,,,1.0,,,,,,,,
341,CAM,0.0,Caio Fernando de Oliveira,6,4,102318,C. Paulista,Caio Paulista,0.0,2,caio-paulista,,282,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,7.63,4.4,False,1.0,4.0,2.0,,,4.0,2.0,1.0,,,,,,,,2.0,,,,
342,COR,5.0,Carlos de Menezes Júnior,7,6,102340,Cacá,Cacá,0.12,3,caca,,264,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,6.52,4.15,True,1.0,4.0,2.0,1.0,,3.0,6.0,,,,,,,,,2.0,,,,
343,BOT,0.0,Gonzalo Mathías Mastriani Borges,5,5,102561,Mastriani,Mastriani,0.0,5,mastriani,,263,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,5.19,1.34,False,,3.0,4.0,,3.0,2.0,1.0,1.0,,,,,,,,,,,,
344,SAO,0.0,Luan Vinícius da Silva Santos,6,0,102909,L. Vinícius,Luan Vinícius,0.0,4,luan-vinicius,,276,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,5.0,0.0,False,,,,,,,,,,,,,,,,,,,,
345,FLU,0.0,Agustín Canobbio Graviz,5,8,102928,Canobbio,Canobbio,0.0,5,canobbio,,266,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,7.81,3.76,False,1.0,10.0,3.0,1.0,2.0,11.0,10.0,2.0,,,,,,,,,,,,
346,PAL,1.7,Facundo Daniel Torres Pérez,7,9,102950,F. Torres,Facundo Torres,-0.07,5,facundo-torres,,275,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,10.06,4.53,True,1.0,5.0,1.0,2.0,1.0,8.0,6.0,3.0,,,1.0,1.0,,,,,,,,
347,SAN,0.0,Gonzalo Daniel Escobar,3,9,102975,Escobar,Escobar,0.0,2,escobar,,277,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,9.52,7.62,False,,15.0,2.0,,,40.0,9.0,,,,,,1.0,,,2.0,,,,
348,RBB,5.0,Ignacio Jesús Laquintana Marsico - Nacho,7,7,103014,Laquintana,Laquintana,0.76,5,laquintana,,280,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5.69,3.69,True,,1.0,3.0,2.0,3.0,5.0,1.0,,,,,,,,,,,,,
349,SAN,14.1,Gabriel Nascimento Rezende Brazão - Resende,7,10,103056,G. Brazão,Gabriel Brazão,2.38,1,gabriel-brazao,,277,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,7.71,4.95,True,,,,,,1.0,2.0,,33.0,11.0,,,,,,3.0,,,,
350,RBB,2.6,Eric dos Santos Rodrigues,7,10,103295,E. Ramires,Eric Ramires,0.22,4,eric-ramires,,280,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6.51,3.8,True,1.0,10.0,2.0,1.0,,14.0,8.0,2.0,,,1.0,,,,,,,,,
351,FOR,1.2,Leandro Emmanuel Martínez,7,7,103388,E. Martínez,Emmanuel Martínez,0.0,4,emmanuel-martinez,,356,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,5.83,3.06,True,5.0,10.0,,1.0,,7.0,7.0,2.0,,,1.0,,,,,,,,,
352,CRU,13.8,Kaio Jorge Pinto Ramos,7,9,103445,K. Jorge,Kaio Jorge,1.72,5,kaio-jorge,,283,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,15.82,11.0,True,2.0,6.0,10.0,6.0,4.0,13.0,15.0,6.0,,,2.0,2.0,,1.0,,,,,1.0,
353,FLU,0.0,Ignácio da Silva Oliveira,6,6,103523,Ignácio,Ignácio,-0.33,3,ignacio,,266,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6.05,2.85,True,,7.0,1.0,,,6.0,4.0,2.0,,,,,,,,1.0,,,,
354,BAH,0.0,Dênis de Oliveira Aguiar Júnior,6,0,103662,D. Júnior,Dênis Júnior,0.0,1,denis-junior,,265,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.0,0.0,False,,,,,,,,,,,,,,,,,,,,
355,FLU,0.0,Gabriel Rafael Fuentes Gómez,6,3,103672,G. Fuentes,Gabriel Fuentes,0.0,2,gabriel-fuentes,,266,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,8.0,4.87,False,1.0,3.0,,,,11.0,,,,,,,,,,,,,,
356,INT,0.0,Kaíque Rocha Lima,6,0,103684,K. Rocha,Kaíque Rocha,0.0,3,kaique-rocha,,285,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,5.0,0.0,False,,,,,,,,,,,,,,,,,,,,
357,SAN,0.0,Gabriel Veron Fonseca de Souza,6,6,103764,G. Veron,Gabriel Veron,0.0,5,gabriel-veron,,277,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,3.88,1.25,False,,1.0,1.0,,2.0,3.0,3.0,1.0,,,,,,,,,,,,
358,CAM,0.0,Gabriel Vinícius Menino,6,6,103767,G. Menino,Gabriel Menino,0.0,4,gabriel-menino,,282,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,5.17,1.88,False,,3.0,1.0,,,1.0,5.0,2.0,,,1.0,,,,,,,,,
359,MIR,7.85,Rafael Silva Guanaes,7,10,104027,R. Guanaes,Rafael Guanaes,0.59,6,rafael-guanaes,,2305,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,6.94,5.05,True,,,,,,,,,,,,,,,,,3.0,,,
360,SAO,0.0,José Sabino Chagas Monteiro,6,4,104075,Sabino,Sabino,0.0,3,sabino,,276,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,5.38,2.3,False,1.0,5.0,1.0,,,1.0,4.0,2.0,,,,,,,,1.0,,,,
361,PAL,0.0,Bruno de Lara Fuchs,6,7,104085,B. Fuchs,Bruno Fuchs,0.0,3,bruno-fuchs,,275,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,6.83,4.65,False,2.0,4.0,1.0,,,6.0,2.0,,,,,,,,,5.0,,,,
362,VIT,0.3,Lucas Willians Assis Arcanjo,7,9,104118,L. Arcanjo,Lucas Arcanjo,0.07,1,lucas-arcanjo,,287,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,7.11,4.07,True,,,,,,,1.0,,37.0,12.0,,,,,,,,,,
363,VIT,0.0,Fabrício do Rosário dos Santos,6,7,104134,Fabri,Fabri,0.0,5,fabri,,287,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,4.32,2.8,False,,8.0,6.0,,,5.0,7.0,1.0,,,1.0,,,,,,,,,
364,BOT,0.0,Raul Jonas Steffens,6,0,104191,Raul,Raul,0.0,1,raul,,263,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2.0,0.0,False,,,,,,,,,,,,,,,,,,,,
365,MIR,1.9,Edson Guilherme Mendes dos Santos,7,9,104204,E. Carioca,Edson Carioca,-0.06,5,edson-carioca,,2305,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,7.26,5.84,True,1.0,10.0,10.0,2.0,2.0,9.0,9.0,4.0,,,2.0,,,,,,,,,
366,VAS,10.9,João Victor da Silva Marcelino,7,9,104250,J. Victor,João Victor,1.35,3,joao-victor,,267,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,7.39,3.85,True,1.0,7.0,3.0,1.0,,10.0,6.0,2.0,,,,,,,,2.0,,,,1.0
367,JUV,0.0,Adriano Martins da Fonseca,6,5,104253,A. Martins,Adriano Martins,0.0,3,adriano-martins,,286,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,5.51,2.22,False,1.0,3.0,2.0,,1.0,4.0,1.0,,,,,,,,,1.0,,,,
368,GRE,0.0,João Lucas de Almeida Carvalho,5,1,104257,J. Lucas,João Lucas,0.0,2,joao-lucas,,284,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,5.14,3.0,False,,,,,,2.0,,,,,,,,,,,,,,
369,SPT,7.0,Diogo Hereda da Silva,7,10,104271,Hereda,Hereda,0.69,2,hereda,,292,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,7.15,5.33,True,1.0,10.0,7.0,,2.0,17.0,18.0,2.0,,,1.0,,,,,2.0,,,,
370,CRU,0.1,Christian Roberto Alves Cardoso,7,8,104502,Christian,Christian,-0.78,4,christian,,283,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,6.1,3.36,True,2.0,15.0,4.0,1.0,2.0,7.0,9.0,2.0,,,1.0,,,,,,,,,
371,GRE,0.0,Camilo Reijers de Oliveira,6,8,104519,Camilo,Camilo,0.0,4,camilo,,284,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,3.15,1.45,False,,10.0,2.0,,,9.0,1.0,,,,,,,,,,,1.0,,
372,BOT,0.0,Igor Jesus Maciel da Cruz,6,9,104528,I. Jesus,Igor Jesus,0.0,5,igor-jesus,,263,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,12.62,7.19,False,,9.0,10.0,3.0,1.0,1.0,22.0,10.0,,,1.0,2.0,,,,,,,,
373,RBB,0.0,Fabrício Oliveira de Souza,6,0,104588,Fabrício,Fabrício,0.0,1,fabricio,,280,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,2.0,0.0,False,,,,,,,,,,,,,,,,,,,,
374,MIR,0.0,Matheus Henrique Bianqui,6,3,104640,M. Bianqui,Matheus Bianqui,-0.61,4,matheus-bianqui,,2305,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,3.65,0.37,True,1.0,3.0,,,,2.0,,,,,,,,,,,,,,
375,FOR,0.0,Moisés Vieira da Veiga,5,3,104666,Moisés,Moisés,0.0,5,moises,,356,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,11.49,3.53,False,1.0,1.0,3.0,,2.0,2.0,1.0,1.0,,,1.0,,,,,,,,,
376,BOT,0.0,Newton Araújo da Costa Júnior,6,3,104693,Newton,Newton,0.0,4,newton,,263,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2.56,0.07,False,1.0,1.0,,,,1.0,,,,,,,,,,,,,,
377,FOR,2.32,Juan Pablo Vojvoda Rizzo,7,9,104754,J. Vojvoda,Juan Vojvoda,-0.21,6,juan-vojvoda,,356,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,10.49,5.64,True,,,,,,,,,,,,,,,,,2.0,,,
378,SAO,4.3,Enzo Hernán Díaz,7,9,104758,E. Díaz,Enzo Díaz,-0.77,2,enzo-diaz,,276,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,8.56,5.13,True,3.0,19.0,3.0,,1.0,24.0,7.0,,,,1.0,,,,,2.0,,2.0,,
379,SAN,5.9,Leonardo Ezequiel Godoy,7,6,104759,L. Godoy,Leo Godoy,0.81,2,leo-godoy,,277,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,6.18,4.1,True,1.0,8.0,,,,7.0,5.0,,,,,,,,,3.0,,,,
380,BAH,0.0,Nicolás Brian Acevedo Tabárez,6,6,104783,Acevedo,Acevedo,0.0,4,acevedo,,265,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,4.64,2.35,False,1.0,3.0,,,,10.0,2.0,,,,,,,,,,,,,
381,GRE,2.5,Douglas Matías Arezo Martínez,6,7,104849,Arezo,Arezo,0.04,5,arezo,,284,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,5.8,3.3,True,1.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,,,1.0,1.0,,,,,,,,
382,GRE,0.0,Jorge Meurer Bartholdy,6,0,104933,J. Meurer,Jorge Meurer,0.0,1,jorge-meurer,,284,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,2.0,0.0,False,,,,,,,,,,,,,,,,,,,,
383,GRE,4.9,Wagner Leonardo Calvelo de Souza,7,10,104994,W. Leonardo,Wagner Leonardo,0.62,3,wagner-leonardo,,284,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6.86,3.08,True,1.0,10.0,,,1.0,11.0,2.0,2.0,,,1.0,,,,,2.0,,,,
384,CRU,0.0,João Marcelo Messias Ferreira,5,0,105047,J. Marcelo,João Marcelo,0.0,3,joao-marcelo,,283,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,7.0,0.0,False,,,,,,,,,,,,,,,,,,,,
385,MIR,0.0,Fabrício Daniel de Souza,6,7,105171,F. Daniel,Fabrício Daniel,0.0,5,fabricio-daniel,,2305,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,3.04,1.1,False,,5.0,6.0,,,,4.0,2.0,,,,,,,,,,,,
