,atletas.apelido,atletas.rodada_id,atletas.variacao_num,atletas.nome,atletas.minimo_para_valorizar,atletas.posicao_id,atletas.clube_id,atletas.media_num,atletas.pontos_num,atletas.clube.id.full.name,atletas.jogos_num,atletas.preco_num,atletas.atleta_id,atletas.slug,atletas.apelido_abreviado,atletas.status_id,atletas.foto,atletas.entrou_em_campo,CA,DS,FC,FF,FS,SG,DE,DP,GS,FD,G,I,A,V,CV,FT,PP,PS,PC,GC
560,Cristian,5,0.06,Cristian Renato Gonçalves Riquelme,,5,2305,3.67,1.2,MIR,4,4.11,122302,cristian,Cristian,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,True,1.0,1.0,4.0,2.0,2.0,,,,,4.0,1.0,,,,,,,,,
561,Dyogo Alves,5,0.0,Francisco Dyogo Bento Alves,,1,262,0.0,0.0,FLA,0,3.0,122318,dyogo-alves,D. Alves,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
562,Daniel Sales,5,0.0,Daniel dos Santos Sales,,2,262,0.0,0.0,FLA,0,2.0,122320,daniel-sales,D. Sales,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
563,Lorran,5,0.0,Lorran Lucas Pereira de Sousa,,4,262,0.0,0.0,FLA,0,3.0,122321,lorran,Lorran,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
564,Gustavinho,5,-0.52,Gustavo Ribeiro Neves,,4,280,0.2,-0.3,RBB,3,2.65,122394,gustavinho,Gustavinho,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,True,,1.0,3.0,,,,,,,,,,,,,,,,,
565,Ryan,5,0.23,Ryan Gustavo de Lima,,4,264,1.7,1.7,COR,1,4.23,122396,ryan,Ryan,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
566,Luisão,5,0.0,Luis Fellipe Campos Dória,,3,277,0.0,0.0,SAN,0,4.0,122406,luisao,Luisão,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
567,Lucca,5,0.0,Lucca Holanda Sampaio Tavares,,5,285,0.0,0.0,INT,0,3.0,122420,lucca,Lucca,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
568,Vinícius Lago,5,0.0,Vinicius dos Santos Lago,,2,280,0.0,0.0,RBB,0,1.0,122458,vinicius-lago,V. Lago,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
569,Rayan,5,-0.95,Rayan Vitor Simplício Rocha,,5,267,4.07,1.0,VAS,3,5.88,122486,rayan,Rayan,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,True,,2.0,2.0,1.0,2.0,,,,,,1.0,,,,,,,,,
570,GB,5,0.0,Gabriel Souza da Silva,,5,267,0.0,0.0,VAS,0,2.0,122487,gb,GB,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
571,Wallace Yan,5,0.0,Wallace Yan de Souza Barreto,,5,262,3.0,0.0,FLA,1,3.5,122573,wallace-yan,W. Yan,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,False,,,,2.0,3.0,,,,,,,1.0,,,,,,,,
572,Japa,5,0.0,João Wellington Gadelha Melo de Oliveira,,4,283,0.0,0.0,CRU,0,3.0,122660,japa,Japa,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
573,Lucas Cunha,5,-0.39,Lucas de Souza Cunha,,3,292,1.9,0.0,SPT,3,4.21,122755,lucas-cunha,L. Cunha,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,True,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
574,Abner,5,-0.34,Abner Salles da Silva,,3,286,3.48,0.0,JUV,5,5.42,122861,abner,Abner,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,True,,4.0,1.0,1.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,
575,Guzmán Rodríguez,5,0.36,Guzmán Rodríguez Ferrari,,3,280,4.48,6.0,RBB,5,6.77,122897,guzman-rodriguez,G. Rodríguez,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,True,1.0,4.0,2.0,1.0,2.0,3.0,,,,1.0,,,,,,,,,,
576,David Kauã,5,0.0,David Kauã Ramos,,4,282,0.0,0.0,CAM,0,1.0,122989,david-kaua,D. Kauã,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
577,Patrick,5,0.0,Patrick Roberto da Silva Campos,,4,282,0.0,0.0,CAM,0,2.0,122990,patrick,Patrick,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
578,Tiago,5,0.7,Tiago Souza de Jesus Carvalho,,5,265,2.1,2.1,BAH,1,1.7,123004,tiago,Tiago,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,True,,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,,
579,Cadu,5,0.0,Carlos Eduardo Amaral Pereira de Castro,,5,282,0.0,0.0,CAM,0,3.0,123359,cadu,Cadu,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
580,Cauly,5,-0.29,Cauly Oliveira Souza,,4,265,2.45,2.0,BAH,4,6.86,123360,cauly,Cauly,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,True,,2.0,1.0,2.0,1.0,,,,,,,,1.0,,,,,,,
581,Jota,5,0.0,João Victor Broad Moreira Guimarães,,4,265,0.0,0.0,BAH,0,1.0,123497,jota,Jota,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
582,Janderson,5,0.0,José Janderson da Silva Marques,,3,283,0.0,0.0,CRU,0,1.0,123649,janderson,Janderson,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
583,Zé Guilherme,5,0.0,José Guilherme de Lima Costa,,2,265,0.0,0.0,BAH,0,3.0,123717,ze-guilherme,Z. Guilherme,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
584,Lezcano,5,0.0,Rubén Darío Lezcano Portillo,,4,266,1.0,0.0,FLU,2,4.98,123788,lezcano,Lezcano,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,False,,1.0,,,1.0,,,,,,,,,,,,,,,
585,Lucho Rodríguez,5,-0.7,Luciano Rodríguez Rosales,,5,265,2.35,1.0,BAH,4,7.81,123795,lucho-rodriguez,L. Rodríguez,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,True,,2.0,3.0,3.0,5.0,,,,,2.0,,,,,,,,,,
586,Palacios,5,0.0,Brahian Palacios Alzate,,5,282,0.0,0.0,CAM,0,4.0,123873,palacios,Palacios,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
587,Pepa,5,0.06,Pedro Miguel Marques da Costa Filipe,,6,292,4.1,3.82,SPT,5,6.38,123907,pepa,Pepa,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,True,,,,,,,,,,,,,,,,,,,,
588,Fábio,5,0.0,Fábio Soares dos Santos,,5,287,0.0,0.0,VIT,0,3.0,123960,fabio,Fábio,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
589,Henry Mosquera,5,0.2,Henry David Mosquera Sánchez,,5,280,2.46,3.4,RBB,5,4.13,124239,henry-mosquera,H. Mosquera,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,True,,3.0,3.0,1.0,4.0,,,,,5.0,,1.0,,,,,,,,
590,Deivid Washington,5,-0.33,Deivid Washington de Souza Eugênio,,5,277,0.4,0.5,SAN,4,3.68,124251,deivid-washington,D. Washington,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,True,,,1.0,,4.0,,,,,,,1.0,,,,,,,,
591,Gustavo Prado,5,0.0,Gustavo Prado Alves,,4,285,0.0,0.0,INT,0,3.0,124271,gustavo-prado,G. Prado,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
592,Gabriel Carvalho,5,0.37,Gabriel Carvalho Teixeira,,4,285,1.6,3.2,INT,2,5.57,124275,gabriel-carvalho,G. Carvalho,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,True,,1.0,,,1.0,,,,,1.0,,,,,,,,,,
593,Ricardo Mathias,5,0.0,Ricardo Mathias da Silva,,5,285,0.0,0.0,INT,0,3.0,124280,ricardo-mathias,R. Mathias,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
594,Léo Aragão,5,0.0,Leonardo de Aragão Carvalho,,1,283,0.0,0.0,CRU,0,2.0,124369,leo-aragao,L. Aragão,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
595,Wesley Santos,5,0.0,Wesley Santos Silva,,2,2305,0.0,0.0,MIR,0,2.0,124400,wesley-santos,W. Santos,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
596,Mateo Ponte,5,-0.54,Mateo Ponte Costa,,2,263,4.0,0.4,BOT,4,7.06,124481,mateo-ponte,M. Ponte,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,,2.0,1.0,,1.0,1.0,,,,,1.0,2.0,,,,,,,,
597,Giay,5,0.2,Agustín Giay,,2,275,7.7,7.7,PAL,5,9.28,124526,giay,Giay,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,True,,14.0,7.0,2.0,6.0,3.0,,,,,,,,,,,,,,
598,Iván Román,5,0.0,Ivan Ramiro Román Hurtado,,3,282,2.8,0.0,CAM,1,2.77,124661,ivan-roman,I. Román,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,False,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
599,Felipe Negrucci,5,0.0,Felipe Negrucci Berdague,,4,276,0.0,0.0,SAO,0,2.0,124674,felipe-negrucci,F. Negrucci,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
600,Leandro,5,0.0,Leandro Mathias Silva Bueno,,1,276,0.0,0.0,SAO,0,2.0,124701,leandro,Leandro,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
601,Nathan Fernandes,5,0.0,Nathan Ribeiro Fernandes,,5,263,0.0,0.0,BOT,0,5.0,124757,nathan-fernandes,N. Fernandes,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
602,Jonathan Jesus,5,0.65,Jonathan de Jesus Alves,,3,283,-0.35,2.9,CRU,2,3.53,124912,jonathan-jesus,J. Jesus,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,True,,2.0,4.0,,1.0,,,,,,,,,,1.0,,,,,
603,Viery,5,0.0,Viery Fernandes Santos Lopes,,3,284,-0.3,0.0,GRE,1,1.53,125467,viery,Viery,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,,,1.0,,,,,,,,,,,,,,,,,
604,Alisson,5,0.0,Alisson Santana Lopes da Fonseca,,4,282,0.0,0.0,CAM,0,4.0,125469,alisson,Alisson,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
605,João Pedro,5,0.0,João Pedro de Sousa Rodrigues,,3,264,1.0,0.0,COR,1,3.62,125488,joao-pedro,J. Pedro,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,False,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
606,Leonan,5,0.0,Leonan Santos de Abreu,,3,2305,0.0,0.0,MIR,0,1.0,125697,leonan,Leonan,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
607,Marcelinho,5,0.0,Marcelo Braz da Silva,,4,280,0.0,0.0,RBB,0,2.0,126120,marcelinho,Marcelinho,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
608,Paulinho,5,-0.23,Paulo Lucas Santos de Paula,,4,267,3.2,1.5,VAS,2,7.21,126182,paulinho,Paulinho,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,True,,4.0,2.0,,2.0,,,,,,,,,,,,,,,
609,Barreal,5,-1.96,Álvaro Martín Barreal,,4,277,8.55,1.5,SAN,4,10.11,126471,barreal,Barreal,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,True,,9.0,3.0,1.0,5.0,,,,,2.0,2.0,1.0,,,,,,,,
610,Igor Coronado,5,0.0,Igor Caique Coronado,,4,264,1.75,0.0,COR,2,6.6,126900,igor-coronado,I. Coronado,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,False,,2.0,,,1.0,,,,,,,,,,,,,,,
611,Fernando Seabra,5,0.63,Fernando Seabra,,6,280,7.52,8.8,RBB,5,9.25,126977,fernando-seabra,F. Seabra,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,True,,,,,,,,,,,,,,3.0,,,,,,
612,Thiago Henrique,5,0.0,Thiago Henrique Gonçalves Silva,,4,266,0.0,0.0,FLU,0,1.0,128583,thiago-henrique,T. Henrique,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
613,Rayan Lucas,5,0.0,Rayan Lucas Marques de Souza,,4,262,0.0,0.0,FLA,0,2.0,128590,rayan-lucas,R. Lucas,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
614,Estêvão,5,-0.47,Estêvão Willian Almeida de Oliveira Gonçalves,,5,275,2.44,4.5,PAL,5,10.96,128915,estevao,Estêvão,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,True,1.0,1.0,8.0,5.0,11.0,,,,,,,4.0,1.0,,,,,,,
615,Felipe Cardoso,5,0.0,Felipe Cardoso,,4,287,0.0,0.0,VIT,0,2.0,129317,felipe-cardoso,F. Cardoso,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
616,Ruan Pablo,5,0.35,Ruan Pablo Barbosa Sousa,,5,265,1.2,1.2,BAH,1,1.35,129663,ruan-pablo,R. Pablo,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,True,,,,,,,,,,1.0,,,,,,,,,,
617,JP,5,0.0,João Pedro Murilo de Paula Morais,,4,267,0.0,0.0,VAS,0,2.0,129666,jp,JP,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
618,Carbone,5,0.0,João Victor Schlickmann Carbone,,2,262,0.0,0.0,FLA,0,2.0,130190,carbone,Carbone,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
619,Guilherme Estrella,5,0.0,Guilherme Estrella de Paiva,,4,267,0.0,0.0,VAS,0,3.0,130255,guilherme-estrella,G. Estrella,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
620,Kauan Lindes,5,0.0,Kauan Gabriel Cordeiro Lindes,,4,263,0.0,0.0,BOT,0,1.0,130265,kauan-lindes,K. Lindes,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
621,Lukas Zuccarello,5,-0.33,Lukas Rocha Zuccarello,,4,267,-0.3,-0.3,VAS,1,1.67,130279,lukas-zuccarello,L. Zuccarello,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,True,,,1.0,,,,,,,,,,,,,,,,,
622,Maykon,5,0.0,Maykon Kesley de Jesus Ramalho,,2,287,0.0,0.0,VIT,0,1.0,130319,maykon,Maykon,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
623,Guilherme Gomes,5,0.0,Guilherme Henrique Bernardineli Gomes,,4,262,0.0,0.0,FLA,0,2.0,130382,guilherme-gomes,G. Gomes,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
624,Maceió,5,-0.05,Everton Leandro de Oliveira Santos,,5,2305,1.55,1.0,MIR,4,3.58,130386,maceio,Maceió,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,True,,1.0,2.0,4.0,2.0,,,,,1.0,,1.0,,,,,,,,
625,Luiz Gustavo,5,0.0,Luiz Gustavo Marinho Ribeiro dos Santos,,3,267,0.0,0.0,VAS,0,1.0,130393,luiz-gustavo,L. Gustavo,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
626,Luighi,5,0.0,Luighi Hanri Sousa Santos,,5,275,0.0,0.0,PAL,0,4.0,130612,luighi,Luighi,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
627,Bernal,5,-0.47,Facundo Bernal Cruz,,4,266,1.35,0.8,FLU,4,3.78,130650,bernal,Bernal,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,True,1.0,2.0,3.0,2.0,3.0,,,,,1.0,,,,,,,,,,
628,Igor Serrote,5,0.0,Igor Eduardo Schlemper,,2,284,0.8,0.0,GRE,2,1.85,130884,igor-serrote,I. Serrote,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,1.0,2.0,3.0,,1.0,,,,,,,,,,,,,,,
629,Yarlen,5,0.0,Yarlen Faustino Augusto,,5,263,0.0,0.0,BOT,0,3.0,131512,yarlen,Yarlen,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
630,Hyan,5,0.0,Hyan Carvalho Machado Silva,,4,277,0.0,0.0,SAN,0,1.0,131515,hyan,Hyan,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
631,JP Chermont,5,0.11,João Pedro Chermont Crema,,2,277,4.55,4.5,SAN,4,6.41,131516,jp-chermont,J. Chermont,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,True,2.0,11.0,8.0,1.0,1.0,1.0,,,,,,2.0,,,,,,,,
632,Henrique,5,0.0,Henrique Fabiano do Carmo,,5,276,0.0,0.0,SAO,0,1.0,131518,henrique,Henrique,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
633,André Silva,5,2.61,André Oliveira e Silva,,5,276,6.04,17.2,SAO,5,8.63,131617,andre-silva,A. Silva,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,True,2.0,4.0,2.0,2.0,4.0,,,,,2.0,2.0,2.0,1.0,,,,,,,
634,Felipe Longo,5,0.0,Felipe Longo Fernandes da Silva,,1,264,0.0,0.0,COR,0,1.0,131753,felipe-longo,F. Longo,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
635,Serafim,5,0.0,Vinicius Lima Serafim,,3,263,0.0,0.0,BOT,0,2.0,131757,serafim,Serafim,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
636,Davi Góes,5,0.0,Davi Goes Silva Ferreira Carvalho,,4,286,0.0,0.0,JUV,2,2.25,131825,davi-goes,D. Góes,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
637,Serna,5,-0.47,Kevin Steven Serna Jaramillo,,5,266,0.73,0.7,FLU,3,5.08,132071,serna,Serna,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,True,,,1.0,,3.0,,,,,,,,,,,,,1.0,,
638,Alejandro Martínez,5,0.0,Silvio Alejandro Martínez,,5,354,4.55,0.0,CEA,2,4.93,132301,alejandro-martinez,A. Martínez,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,,2.0,2.0,,1.0,,,,,1.0,,,1.0,,,,,,,
639,Jemmes,5,0.9,Jemmes Bruno Ribeiro da Silva,,3,2305,1.84,4.2,MIR,5,2.76,132553,jemmes,Jemmes,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,True,1.0,7.0,8.0,2.0,1.0,,,,,,,,,,,,,,,
640,Vinicinho,5,0.58,Vinicius Mendonça Pereira,,5,280,3.4,4.5,RBB,5,6.02,132580,vinicinho,Vinicinho,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,True,,7.0,2.0,1.0,8.0,,,,,2.0,,1.0,,,,,,,,
641,Gui Negão,5,0.0,Guilherme William Silva Inácio,,5,264,0.0,0.0,COR,0,2.0,133543,gui-negao,G. Negão,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
642,Alysson,5,-0.2,Alysson Edward Franco da Rocha dos Santos,,5,284,2.67,0.5,GRE,3,2.76,133669,alysson,Alysson,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,True,,2.0,,1.0,6.0,,,,,1.0,,,,,,,,,,
