,atletas.slug,atletas.media_num,atletas.entrou_em_campo,atletas.preco_num,atletas.foto,atletas.status_id,atletas.atleta_id,atletas.clube_id,atletas.rodada_id,atletas.apelido,atletas.jogos_num,atletas.nome,atletas.pontos_num,atletas.variacao_num,atletas.clube.id.full.name,atletas.apelido_abreviado,atletas.posicao_id,V,A,CA,DS,FC,FD,FF,FS,G,I,PS,SG,FT,CV,DE,DP,GS,PP,PC,GC
273,felix-torres,3.72,False,6.74,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,6,97642,264,26,Félix Torres,9,Félix Eduardo Torres Caicedo,0.0,0.0,COR,F. Torres,3,,,1.0,14.0,12.0,,2.0,1.0,,,,3.0,,,,,,,,
274,thiago-couto,0.0,False,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6,97645,287,26,Thiago Couto,0,Thiago Couto Wenceslau,0.0,0.0,VIT,T. Couto,1,,,,,,,,,,,,,,,,,,,,
275,murilo,3.62,True,8.07,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,7,97653,275,26,Murilo,10,Murilo Cerqueira Paim,5.5,0.21,PAL,Murilo,3,,,4.0,8.0,14.0,1.0,4.0,2.0,1.0,,,4.0,,,,,,,1.0,
276,erick,4.76,True,6.89,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,7,97810,287,26,Erick,20,Erick de Arruda Serafim,2.7,-0.33,VIT,Erick,5,,2.0,5.0,16.0,17.0,6.0,13.0,48.0,3.0,1.0,,,2.0,,,,,,,
277,leo-ortiz,5.07,True,7.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,7,97867,262,26,Léo Ortiz,23,Leonardo Rech Ortiz,5.5,0.49,FLA,L. Ortiz,3,,2.0,3.0,19.0,17.0,3.0,8.0,4.0,1.0,1.0,,12.0,2.0,,,,,,,
278,iago,2.73,False,4.46,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,6,97868,265,26,Iago,7,Iago Amaral Borduchi,0.0,0.0,BAH,Iago,2,,,,4.0,2.0,1.0,2.0,2.0,,1.0,,2.0,,,,,,,,
279,mailton,2.8,True,5.63,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6,97898,276,26,Maílton,3,Maílton dos Santos de Sá,5.5,0.74,SAO,Maílton,2,,,,,3.0,,1.0,7.0,,,,1.0,,,,,,,,
280,matheus-bahia,5.07,True,8.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,7,97899,354,26,Matheus Bahia,15,Matheus Bahia Santos,2.9,-0.68,CEA,M. Bahia,2,,1.0,3.0,23.0,14.0,2.0,3.0,18.0,,,,6.0,,,,,,,,
281,vitao,2.53,True,6.47,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,7,97900,285,26,Vitão,19,Vitor Eduardo da Silva Matos,-0.3,-0.16,INT,Vitão,3,,1.0,4.0,18.0,12.0,2.0,4.0,2.0,,,,4.0,,,,,,,,1.0
282,erick,3.53,False,8.32,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,6,98022,265,26,Erick,8,Erick Luis Conrado de Carvalho,0.0,0.0,BAH,Erick,4,,,3.0,14.0,12.0,,2.0,3.0,1.0,2.0,,,1.0,,,,,,,
283,pedro-raul,3.61,True,7.46,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,7,98225,354,26,Pedro Raul,21,Pedro Raul Garay da Silva,0.9,-0.29,CEA,P. Raul,5,,,3.0,6.0,36.0,18.0,22.0,28.0,3.0,25.0,,,2.0,,,,,,,
284,bastos,0.0,False,11.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,5,98280,263,26,Bastos,0,Bartolomeu Jacinto Quissanga,0.0,0.0,BOT,Bastos,3,,,,,,,,,,,,,,,,,,,,
285,val-soares,0.0,False,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,5,98306,287,26,Val Soares,0,Valdemir de Oliveira Soares,0.0,0.0,VIT,V. Soares,4,,,,,,,,,,,,,,,,,,,,
286,negueba,3.92,True,5.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,7,98384,2305,26,Negueba,20,Luiz Henrique Soares Firmino,4.2,0.42,MIR,Negueba,5,,2.0,2.0,13.0,10.0,7.0,7.0,32.0,3.0,3.0,,,,,,,,,,
287,kanu,2.85,False,4.58,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,6,98484,265,26,Kanu,2,Victor Hugo Soares dos Santos,0.0,0.0,BAH,Kanu,3,,,,4.0,1.0,,,,,,,,,,,,,,,
288,jean-lucas,4.26,True,6.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,7,98517,265,26,Jean Lucas,21,Jean Lucas de Souza Oliveira,2.5,-0.14,BAH,J. Lucas,4,,1.0,2.0,31.0,26.0,6.0,9.0,21.0,3.0,1.0,,,1.0,1.0,,,,,1.0,
289,kuscevic,4.14,False,7.23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,6,98619,356,26,Kuscevic,16,Benjamín Kuščević Jaramillo,0.0,0.0,FOR,Kuscevic,3,,,1.0,23.0,14.0,,3.0,3.0,1.0,,,5.0,,,,,,,,
290,savarino,4.11,True,9.17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,7,98672,263,26,Savarino,18,Jefferson David Savarino Quintero,1.2,-0.52,BOT,Savarino,4,,2.0,1.0,7.0,8.0,12.0,12.0,13.0,3.0,5.0,,,1.0,,,,,,,
291,angileri,2.75,True,4.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,6,98720,264,26,Angileri,18,Fabrizio Germán Angileri - Fabricio,1.4,0.13,COR,Angileri,2,,,3.0,21.0,11.0,1.0,4.0,4.0,,1.0,,3.0,1.0,,,,,,,
292,samuel-lino,7.52,True,15.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,7,98873,262,26,Samuel Lino,9,Samuel Dias Lino,4.2,0.06,FLA,S. Lino,5,,4.0,,11.0,8.0,3.0,12.0,9.0,2.0,1.0,,,,,,,,,,
293,cuello,4.43,False,8.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,5,98909,282,26,Cuello,15,Tomás Esteban Cuello,0.0,0.0,CAM,Cuello,5,,1.0,3.0,13.0,17.0,11.0,13.0,27.0,1.0,2.0,,,3.0,1.0,,,,,1.0,
294,vina,3.57,False,7.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6,98974,262,26,Viña,7,Matías Nicolás Viña Susperreguy,0.0,0.0,FLA,Viña,2,,,1.0,4.0,5.0,,,3.0,,,,4.0,,,,,,,,
295,lourenco,3.27,True,5.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,7,99032,354,26,Lourenço,20,João Paulo Ferreira Lourenço,4.8,0.64,CEA,Lourenço,4,,1.0,1.0,24.0,22.0,6.0,5.0,18.0,2.0,,,,,,,,,1.0,,
296,lucas-braga,2.18,False,4.89,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6,99119,287,26,Lucas Braga,15,Lucas Braga Ribeiro,0.0,0.0,VIT,L. Braga,5,,,1.0,10.0,12.0,2.0,3.0,20.0,1.0,3.0,,,,,,,,,,
297,vegetti,6.92,True,14.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,7,99198,267,26,Vegetti,21,Pablo Vegetti,2.1,-0.54,VAS,Vegetti,5,,1.0,2.0,11.0,24.0,7.0,24.0,30.0,11.0,5.0,,,2.0,,,,,,,1.0
298,puma-rodriguez,4.15,True,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,7,99213,267,26,Puma Rodríguez,14,José Luis Rodríguez Bebanz,3.6,-0.44,VAS,P. Rodríguez,2,,2.0,,11.0,7.0,2.0,7.0,3.0,1.0,,,2.0,2.0,,,,,,,
299,ignacio-ramirez,0.82,True,2.32,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2,99221,292,26,Ignacio Ramírez,7,Juan Ignacio Ramírez Polero,-0.1,-0.28,SPT,I. Ramírez,5,,,1.0,1.0,6.0,3.0,3.0,2.0,,,,,,,,,,,,
300,de-la-cruz,2.41,False,7.97,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6,99228,262,26,De la Cruz,13,Diego Nicolás de la Cruz Arcosa,0.0,0.0,FLA,D. Cruz,4,,,3.0,13.0,14.0,3.0,5.0,23.0,,,,,,,,,,,,
301,bareiro,0.93,True,3.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,6,99248,356,26,Bareiro,9,Adam Fernando Bareiro Gamarra,0.6,-0.01,FOR,Bareiro,5,,,2.0,3.0,11.0,5.0,2.0,5.0,,,,,1.0,,,,,1.0,,
302,pochettino,4.51,True,10.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,6,99267,356,26,Pochettino,14,Tomás Pochettino,1.1,-0.09,FOR,Pochettino,4,,2.0,1.0,18.0,5.0,9.0,8.0,7.0,1.0,1.0,,,,,,,,,,
303,alexander-barboza,5.12,True,10.03,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,7,99274,263,26,Alexander Barboza,14,Alexander Nahuel Barboza Ullúa,4.9,-0.12,BOT,A. Barboza,3,,,8.0,30.0,25.0,2.0,5.0,2.0,,1.0,,7.0,,,,,,,,
304,dinenno,1.56,False,4.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6,99316,276,26,Dinenno,8,Juan Ignacio Dinenno de Cara,0.0,0.0,SAO,Dinenno,5,,,2.0,1.0,6.0,2.0,3.0,4.0,1.0,,,,,,,,,,,
305,luis-zubeldia,4.68,True,8.31,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,7,99366,266,26,Luis Zubeldía,13,Luis Francisco Zubeldía,4.83,-0.37,FLU,L. Zubeldía,6,3.0,,,,,,,,,,,,,,,,,,,
306,michael,3.89,False,8.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6,99392,262,26,Michael,10,Michael Richard Delgado de Oliveira,0.0,0.0,FLA,Michael,5,,3.0,,7.0,1.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,
307,baralhas,3.74,True,6.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,7,99440,287,26,Baralhas,19,Gabriel Baralhas dos Santos,2.9,0.15,VIT,Baralhas,4,,1.0,7.0,35.0,29.0,3.0,10.0,15.0,1.0,,,,1.0,,,,,,1.0,
308,rossi,6.17,True,10.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,7,99552,262,26,Rossi,25,Agustín Daniel Rossi,11.5,0.29,FLA,Rossi,1,,,1.0,,,,,5.0,,,,14.0,,,57.0,3.0,12.0,,,
309,paulinho,1.03,False,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,5,99818,275,26,Paulinho,7,Paulo Henrique Sampaio Filho,0.0,0.0,PAL,Paulinho,5,,,,2.0,1.0,1.0,3.0,2.0,,1.0,,,,,,,,,,
310,alan-franco,2.58,False,5.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,7,99889,276,26,Alan Franco,18,Alan Javier Franco,0.0,0.0,SAO,A. Franco,3,,,5.0,15.0,18.0,,1.0,7.0,,1.0,,6.0,,,,,,,,
311,igor-gomes,2.94,False,5.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,7,100084,282,26,Igor Gomes,21,Igor Silveira Gomes,0.0,0.0,CAM,I. Gomes,4,,1.0,2.0,12.0,13.0,2.0,6.0,11.0,4.0,1.0,,,,,,,,,,
312,pedro-augusto,0.82,False,2.11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,6,100085,292,26,Pedro Augusto,8,Pedro Augusto Borges da Costa,0.0,0.0,SPT,P. Augusto,4,,,3.0,8.0,9.0,,1.0,5.0,,,,,,1.0,,,,,,
313,yuri-alberto,5.14,False,12.42,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,7,100652,264,26,Yuri Alberto,16,Yuri Alberto Monteiro da Silva,0.0,0.0,COR,Y. Alberto,5,,1.0,3.0,1.0,15.0,9.0,22.0,17.0,6.0,4.0,,,1.0,,,,,1.0,,
314,fernando,0.66,True,3.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6,100695,280,26,Fernando,5,Fernando dos Santos Pedro,0.0,-0.46,RBB,Fernando,5,,,,1.0,,,1.0,2.0,,,,,,,,,,,,
315,matheus-henrique,2.2,True,5.85,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,7,100742,283,26,Matheus Henrique,12,Matheus Henrique de Souza,0.6,-0.25,CRU,M. Henrique,4,,,2.0,15.0,10.0,2.0,2.0,10.0,,,,,,,,,,,,
316,brenno,0.05,True,4.06,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,7,100830,356,26,Brenno,2,Brenno Oliveira Fraga Costa,-0.7,-0.77,FOR,Brenno,1,,,,,,,,1.0,,,,,,1.0,2.0,,3.0,,,
317,ruan,2.75,False,6.04,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,6,100842,282,26,Ruan,4,Ruan Tressoldi Netto,0.0,0.0,CAM,Ruan,3,,,1.0,5.0,5.0,,,2.0,,,,1.0,,,,,,,,
318,lucas-esteves,1.83,False,4.65,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6,100846,284,26,Lucas Esteves,6,Lucas Esteves Souza,0.0,0.0,GRE,L. Esteves,2,,,1.0,7.0,7.0,1.0,3.0,2.0,,,,,,,,,,,1.0,
319,luan-candido,7.7,True,11.22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,7,100848,292,26,Luan Cândido,3,Luan Cândido de Almeida,13.8,2.64,SPT,L. Cândido,2,,,1.0,9.0,4.0,,,,1.0,2.0,,1.0,,,,,,,1.0,
320,vitinho,5.95,True,10.26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,7,100898,263,26,Vitinho,23,Victor Alexander da Silva,6.9,0.42,BOT,Vitinho,2,,1.0,1.0,42.0,19.0,2.0,6.0,12.0,1.0,3.0,,11.0,,,,,,,,
321,ronald-lopes,2.69,True,4.15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,7,100969,287,26,Ronald Lopes,22,Ronald dos Santos Lopes,3.2,-0.17,VIT,R. Lopes,4,,2.0,4.0,28.0,27.0,5.0,3.0,22.0,,3.0,,,,,,,,,,
322,nonato,2.59,False,4.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6,100987,266,26,Nonato,12,Gustavo Nonato Santana,0.0,0.0,FLU,Nonato,4,,,3.0,13.0,10.0,1.0,3.0,12.0,1.0,,,,,,,,,,,
323,junior-santos,1.97,False,5.89,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,5,101002,282,26,Júnior Santos,16,José Antonio dos Santos Júnior,0.0,0.0,CAM,J. Santos,5,,,1.0,4.0,9.0,2.0,5.0,14.0,2.0,3.0,,,,,,,,,,
324,diego,5.64,False,10.33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,7,101027,354,26,Diego,22,Jackson Diego Ibraim Fagundes - Ibrahim,0.0,0.0,CEA,Diego,2,,2.0,3.0,32.0,18.0,3.0,6.0,52.0,,,,8.0,,,,,,,,
325,ferreira,4.67,False,9.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,7,101290,276,26,Ferreira,18,Aldemir dos Santos Ferreira,0.0,0.0,SAO,Ferreira,5,,2.0,3.0,12.0,10.0,4.0,9.0,30.0,4.0,2.0,,,1.0,,,,,,,
326,ademir,3.75,True,5.33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,7,101314,265,26,Ademir,18,Ademir da Silva Santos Júnior,0.0,-1.07,BAH,Ademir,5,,1.0,4.0,23.0,15.0,7.0,10.0,25.0,1.0,4.0,,,,,,,,,,
327,guga,5.82,True,8.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6,101319,266,26,Guga,14,Cláudio Rodrigues Gomes,1.2,-1.06,FLU,Guga,2,,1.0,1.0,25.0,6.0,1.0,2.0,12.0,1.0,,,5.0,,,,,,,,
328,marcelo-pitaluga,-1.0,False,2.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6,101478,266,26,Marcelo Pitaluga,0,Marcelo de Araújo Pitaluga Filho,0.0,0.0,FLU,M. Pitaluga,1,,,1.0,,,,,,,,,,,,,,,,,
329,pepe,2.26,True,4.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6,101573,287,26,Pepê,13,João Pedro Vilardi Pinto,-0.6,-0.33,VIT,Pepê,4,,,3.0,20.0,22.0,1.0,1.0,20.0,,,,,,1.0,,,,,,
330,hugo-souza,3.4,True,7.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,7,101574,264,26,Hugo Souza,21,Hugo de Souza Nogueira,2.9,0.58,COR,H. Souza,1,,,2.0,,,,,1.0,,,,6.0,,,53.0,,26.0,,,
331,hugo-moura,2.5,True,5.17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,7,101594,267,26,Hugo Moura,21,Hugo Moura Arruda da Silva,2.4,-0.61,VAS,H. Moura,4,,1.0,5.0,34.0,33.0,5.0,5.0,9.0,,,,,,,,,,,,1.0
332,ramon,3.25,True,6.02,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,3,101597,287,26,Ramon,13,Ramon Ramos Lima,3.4,0.14,VIT,Ramon,2,,,3.0,18.0,16.0,1.0,5.0,8.0,,1.0,,3.0,,,,,,,1.0,
333,peixoto,2.0,False,3.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6,101651,286,26,Peixoto,2,Daniel Nascimento Peixoto dos Santos,0.0,0.0,JUV,Peixoto,4,,,,2.0,,,,2.0,,,,,,,,,,,,
334,felipe-jonatan,-0.6,False,5.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,6,101708,2305,26,Felipe Jonatan,1,Felipe Jonatan Rocha Andrade,0.0,0.0,MIR,F. Jonatan,2,,,,,2.0,,,,,,,,,,,,,,,
335,matheuzinho,6.0,True,10.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,7,101727,264,26,Matheuzinho,21,Matheus França Silva,8.7,0.99,COR,Matheuzinho,2,,2.0,7.0,46.0,15.0,1.0,7.0,13.0,2.0,1.0,,6.0,,,,,,,1.0,
336,pablo-roberto,0.3,False,4.15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,6,101733,356,26,Pablo Roberto,2,Pablo Roberto dos Santos Barbosa,0.0,0.0,FOR,P. Roberto,4,,,,1.0,3.0,,,,,,,,,,,,,,,
337,claudinho,2.23,True,5.17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6,101752,287,26,Claudinho,14,Claudio Coelho Salvático,5.5,0.8,VIT,Claudinho,2,,,5.0,11.0,10.0,1.0,3.0,8.0,,,,3.0,,,,,,,,
338,jean-david,0.0,False,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,6,101768,267,26,Jean David,0,Jean David Meneses Villarroel,0.0,0.0,VAS,J. David,4,,,,,,,,,,,,,,,,,,,,
339,willian-machado,3.66,True,5.33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,7,101908,354,26,Willian Machado,22,Willian Estefani Machado,3.3,-0.41,CEA,W. Machado,3,,,2.0,19.0,11.0,5.0,5.0,11.0,,,,8.0,1.0,,,,,,1.0,
340,vitinho,2.34,False,4.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,6,101960,285,26,Vitinho,14,Vitor Hugo Naum dos Santos,0.0,0.0,INT,Vitinho,5,,,4.0,13.0,20.0,1.0,5.0,15.0,1.0,4.0,,,1.0,,,,,,,
341,britez,2.4,True,5.38,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,6,101995,356,26,Brítez,8,Emanuel Fermín Brítez,4.5,0.81,FOR,Brítez,3,,,6.0,13.0,12.0,,1.0,9.0,,,,1.0,,,,,,,1.0,
342,piquerez,5.92,True,12.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,7,102130,275,26,Piquerez,22,Joaquín Piquerez Moreira,10.0,1.37,PAL,Piquerez,2,,1.0,2.0,30.0,6.0,3.0,15.0,13.0,3.0,,,9.0,,,,,,1.0,,1.0
343,vitor-eudes,0.0,False,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6,102137,266,26,Vitor Eudes,0,Vitor Eudes de Souza Costa,0.0,0.0,FLU,V. Eudes,1,,,,,,,,,,,,,,,,,,,,
344,lucas-halter,2.85,True,5.39,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,7,102253,287,26,Lucas Halter,24,Lucas Halter,11.7,1.53,VIT,L. Halter,3,,1.0,5.0,22.0,14.0,2.0,4.0,6.0,1.0,1.0,,4.0,1.0,,,,,,,
345,rollheiser,2.68,True,6.49,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,7,102256,277,26,Rollheiser,23,Benjamín Rollheiser,4.5,0.24,SAN,Rollheiser,4,,2.0,6.0,18.0,25.0,8.0,12.0,27.0,,3.0,,,2.0,,,,,,,
346,caio-paulista,3.77,False,7.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,6,102318,282,26,Caio Paulista,10,Caio Fernando de Oliveira,0.0,0.0,CAM,C. Paulista,2,,,1.0,9.0,5.0,2.0,3.0,4.0,,1.0,,4.0,,,,,,,,
347,caca,3.58,True,6.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,6,102340,264,26,Cacá,16,Carlos de Menezes Júnior,2.4,0.24,COR,Cacá,3,,,4.0,14.0,15.0,2.0,2.0,14.0,2.0,,,4.0,,,,,,,2.0,
348,mastriani,0.84,False,4.2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,6,102561,263,26,Mastriani,7,Gonzalo Mathías Mastriani Borges,0.0,0.0,BOT,Mastriani,5,,,1.0,2.0,4.0,1.0,4.0,2.0,,3.0,,,,,,,,,,
349,luan-vinicius,0.78,False,3.04,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,5,102909,276,26,Luan Vinícius,6,Luan Vinícius da Silva Santos,0.0,0.0,SAO,L. Vinícius,4,,,,2.0,6.0,1.0,1.0,3.0,,,,,,,,,,,,
