,atletas.pontos_num,atletas.clube_id,atletas.posicao_id,atletas.media_num,atletas.entrou_em_campo,atletas.atleta_id,atletas.preco_num,atletas.foto,atletas.apelido_abreviado,atletas.status_id,atletas.slug,atletas.rodada_id,atletas.clube.id.full.name,atletas.variacao_num,atletas.nome,atletas.jogos_num,atletas.apelido,CA,DS,FC,FF,FS,G,I,A,FD,PS,FT,SG,V,CV,DE,DP,GS,PC,PP,GC
32,0.0,356,5,3.34,False,68952,6.27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Marinho,3,marinho,22,FOR,0.0,Mário Sérgio Santos Costa,12,Marinho,2.0,9.0,22.0,8.0,18.0,1.0,12.0,2.0,5.0,,,,,1.0,,,,,,
33,0.0,356,4,5.51,False,68991,7.96,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,L. Sasha,6,lucas-sasha,22,FOR,0.0,Lucas Pacheco Affini,14,Lucas Sasha,1.0,50.0,20.0,1.0,12.0,,,,2.0,,,,,,,,,,,
34,0.0,265,5,3.51,False,68996,6.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,W. José,6,willian-jose,22,BAH,0.0,Willian José da Silva,16,Willian José,2.0,1.0,5.0,5.0,6.0,3.0,,3.0,5.0,,2.0,,,,,,,,,
35,0.0,266,3,1.83,False,69014,4.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Manoel,6,manoel,22,FLU,0.0,Manoel Messias Silva Carvalho,4,Manoel,,,1.0,2.0,2.0,,,,,,,1.0,,,,,,,,
36,0.0,265,1,0.0,False,69051,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,D. Fernandes,6,danilo-fernandes,22,BAH,0.0,Danilo Fernandes Batista,0,Danilo Fernandes,,,,,,,,,,,,,,,,,,,,
37,0.0,292,5,2.35,True,69138,5.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Pablo,6,pablo,22,SPT,-0.34,Pablo Felipe Teixeira,11,Pablo,1.0,6.0,10.0,5.0,14.0,1.0,6.0,,2.0,,,,,,,,,,,
38,0.0,263,4,2.51,False,69140,4.47,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Allan,6,allan,22,BOT,0.0,Allan Marques Loureiro,9,Allan,3.0,17.0,17.0,,8.0,,,,1.0,,,,,,,,,,,
39,0.0,262,3,5.68,False,69783,12.99,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Danilo,6,danilo,22,FLA,0.0,Danilo Luiz da Silva,7,Danilo,,4.0,8.0,,4.0,1.0,,,1.0,,,5.0,,,,,,,,
40,0.0,276,4,6.45,False,70164,7.77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,L. Moura,5,lucas-moura,22,SAO,0.0,Lucas Rodrigues Moura da Silva,2,Lucas Moura,,3.0,2.0,,2.0,1.0,,,,,,,,,,,,,,
41,0.0,287,3,0.0,False,70221,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,B. Uvini,6,bruno-uvini,22,VIT,0.0,Bruno Uvini Bortolança,0,Bruno Uvini,,,,,,,,,,,,,,,,,,,,
42,-0.3,280,5,3.85,True,70360,7.42,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,E. Sasha,7,eduardo-sasha,22,RBB,-1.22,Eduardo Colcenti Antunes,20,Eduardo Sasha,3.0,7.0,7.0,12.0,19.0,4.0,1.0,1.0,13.0,,1.0,,,1.0,,,,,,
43,2.2,292,1,3.98,True,70449,5.13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Gabriel,7,gabriel,22,SPT,-0.13,Gabriel Vasconcelos Ferreira,9,Gabriel,,,,,1.0,,,,,,,2.0,,,31.0,,15.0,,,
44,6.0,275,4,4.38,True,70592,7.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,F. Anderson,7,felipe-anderson,22,PAL,0.27,Felipe Anderson Pereira Gomes,15,Felipe Anderson,,30.0,11.0,7.0,8.0,1.0,2.0,,3.0,,1.0,,,,,,,,,
45,0.0,354,3,3.96,False,70666,7.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Marllon,6,marllon,22,CEA,0.0,Marllon Gonçalves Jerônimo Borges,16,Marllon,2.0,12.0,12.0,2.0,7.0,2.0,,,,,,6.0,,,,,,,,
46,1.9,285,5,1.59,True,70788,5.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,E. Valencia,6,enner-valencia,22,INT,0.34,Enner Remberto Valencia Lastra,14,Enner Valencia,3.0,3.0,17.0,5.0,13.0,1.0,3.0,,4.0,,1.0,,,,,,,,,
47,0.0,356,2,4.01,False,70916,7.58,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,D. Barbosa,6,diogo-barbosa,22,FOR,0.0,Diogo Barbosa Mendanha,9,Diogo Barbosa,1.0,10.0,4.0,1.0,9.0,1.0,,,,,,2.0,,,,,,,,
48,-0.3,285,4,2.53,True,70944,5.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,B. Henrique,6,bruno-henrique,22,INT,-0.18,Bruno Henrique Corsini,16,Bruno Henrique,,20.0,28.0,8.0,8.0,1.0,,,3.0,,,,,1.0,,,,,,
49,0.0,267,4,0.2,False,71123,4.96,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,T. Mendes,6,thiago-mendes,22,VAS,0.0,Thiago Henrique Mendes Ribeiro,3,Thiago Mendes,1.0,1.0,3.0,,2.0,,,,,,,,,,,,,,,
50,4.4,354,4,4.4,True,71162,7.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Vina,6,vina,22,CEA,1.09,Vinícius Goes Barbosa de Souza,1,Vina,,2.0,1.0,,1.0,,,,1.0,,,,,,,,,,,
51,0.0,276,4,9.6,False,71536,10.73,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,L. Gustavo,5,luiz-gustavo,22,SAO,0.0,Luiz Gustavo Dias,1,Luiz Gustavo,,4.0,4.0,1.0,2.0,,,,,,1.0,,,,,,,,,
52,0.0,354,1,6.18,False,71571,7.02,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,F. Miguel,6,fernando-miguel,22,CEA,0.0,Fernando Miguel Kaufmann,6,Fernando Miguel,,,,,6.0,,,,,,,3.0,,,17.0,,3.0,,,
53,0.8,275,1,4.58,True,71631,7.97,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Weverton,7,weverton,22,PAL,-0.74,Weverton Pereira da Silva,19,Weverton,2.0,,,,8.0,,,,,,,8.0,,,40.0,1.0,14.0,,,
54,0.0,287,2,2.75,False,71680,3.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,R. Cáceres,6,raul-caceres,22,VIT,0.0,Raúl Alejandro Cáceres Bogado,8,Raúl Cáceres,3.0,4.0,7.0,2.0,2.0,,1.0,1.0,3.0,,,2.0,,,,,,,,
55,-0.4,275,3,4.94,True,71684,8.77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,G. Gómez,7,gustavo-gomez,22,PAL,-2.01,Gustavo Raúl Gómez Portillo,16,Gustavo Gómez,4.0,25.0,20.0,5.0,8.0,1.0,6.0,,1.0,,,7.0,,,,,,,,
56,3.2,265,2,3.56,True,71701,6.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,S. Arias,7,santiago-arias,22,BAH,-0.42,Santiago Arias Naranjo,9,Santiago Arias,2.0,10.0,4.0,1.0,4.0,,,,2.0,,,3.0,,,,,,,,
57,9.2,284,4,4.12,True,71709,7.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Cuéllar,7,cuellar,22,GRE,1.49,Gustavo Leonardo Cuellar Gallego,5,Cuéllar,,12.0,3.0,,7.0,,,,,,,,,,,,,,,
58,10.9,284,1,4.09,True,72018,8.04,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,T. Volpi,7,tiago-volpi,22,GRE,0.25,Tiago Luis Volpi,20,Tiago Volpi,2.0,,,,5.0,1.0,,,,,,4.0,,,61.0,,25.0,1.0,,
59,0.0,2305,1,0.0,False,72279,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Thomazella,6,thomazella,22,MIR,0.0,Carlos Eduardo Lecciolle Thomazella,0,Thomazella,,,,,,,,,,,,,,,,,,,,
60,2.9,282,1,4.23,True,72294,9.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Everson,7,everson,22,CAM,0.3,Everson Felipe Marques Pires,19,Everson,5.0,,,,4.0,,,,,,,7.0,,,54.0,,22.0,,,
61,0.0,354,3,0.0,False,72359,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,L. Otávio,5,luiz-otavio,22,CEA,0.0,Luiz Otávio Anacleto Leandro,0,Luiz Otávio,,,,,,,,,,,,,,,,,,,,
62,6.05,267,6,5.36,True,72391,9.76,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,F. Diniz,7,fernando-diniz,22,VAS,0.35,Fernando Diniz Silva,12,Fernando Diniz,,,,,,,,,,,,,4.0,,,,,,,
63,0.0,282,4,0.81,False,72460,3.46,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Bernard,5,bernard,22,CAM,0.0,Bernard Anício Caldeira Duarte,14,Bernard,1.0,8.0,6.0,1.0,3.0,,1.0,,,,,,,,,,,,,
64,0.0,263,2,5.59,False,72493,10.51,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,A. Telles,6,alex-telles,22,BOT,0.0,Alex Nicolao Telles,17,Alex Telles,1.0,8.0,16.0,7.0,10.0,2.0,1.0,2.0,2.0,,,10.0,,,,,,,,
65,1.7,354,5,3.29,True,72583,6.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,P. Henrique,6,pedro-henrique,22,CEA,-0.13,Pedro Henrique Konzen Medina da Silva,13,Pedro Henrique,4.0,15.0,19.0,9.0,12.0,1.0,5.0,,6.0,,1.0,,,,,,,1.0,,
66,-1.3,282,3,4.2,True,72605,6.58,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,V. Hugo,7,vitor-hugo,22,CAM,-0.66,Vitor Hugo Franchescoli de Souza,7,Vitor Hugo,1.0,6.0,2.0,2.0,1.0,,1.0,,,,,4.0,,,,,,,,
67,4.9,286,3,1.63,True,72801,3.57,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,W. Ángel,7,wilker-angel,22,JUV,0.7,Wílker José Ángel Romero,13,Wilker Ángel,4.0,5.0,20.0,3.0,4.0,1.0,1.0,,2.0,,,2.0,,,,,,1.0,,
68,0.0,285,3,2.9,False,72951,6.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Mercado,5,mercado,22,INT,0.0,Gabriel Iván Mercado,1,Mercado,,2.0,2.0,,1.0,,,,,,,,,,,,,,,
69,0.0,2305,2,3.72,False,73318,4.38,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,D. Borges,6,daniel-borges,22,MIR,0.0,Daniel Fortunato Borges,8,Daniel Borges,2.0,3.0,6.0,2.0,3.0,2.0,,,,,,2.0,,,,,,,,
70,0.0,266,2,4.32,False,73384,8.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,S. Xavier,5,samuel-xavier,22,FLU,0.0,Samuel Xavier Brito,14,Samuel Xavier,3.0,10.0,17.0,3.0,18.0,2.0,,1.0,1.0,,,4.0,,,,,,,,
71,0.0,2305,4,3.07,False,73515,6.44,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Gabriel,5,gabriel,22,MIR,0.0,Gabriel Santana Pinto,15,Gabriel,2.0,3.0,5.0,4.0,15.0,3.0,5.0,1.0,4.0,1.0,,,,,,,,,,
72,3.5,277,4,0.96,True,74187,3.46,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Rincón,7,rincon,22,SAN,0.4,Tomás Eduardo Rincón Hernández,13,Rincón,4.0,13.0,23.0,5.0,6.0,,,,,,,,,1.0,,,,,,
73,0.0,264,4,3.06,False,77485,6.96,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Carrillo,5,carrillo,22,COR,0.0,André Martín Carrillo Díaz,15,Carrillo,1.0,19.0,18.0,5.0,12.0,1.0,2.0,1.0,1.0,,,,,,,,,,,
74,3.2,276,2,3.28,True,77656,6.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,C. Soares,7,cedric-soares,22,SAO,-1.05,Cédric Ricardo Alves Soares,18,Cédric Soares,1.0,18.0,9.0,2.0,8.0,,,2.0,,,,4.0,,,,,,,,
75,0.0,292,4,4.6,False,77664,8.59,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,S. Oliveira,6,sergio-oliveira,22,SPT,0.0,Sérgio Miguel Relvas de Oliveira,8,Sérgio Oliveira,3.0,14.0,12.0,6.0,6.0,1.0,,,3.0,,1.0,,,,,,,,,
76,0.0,287,5,5.3,False,77738,8.4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Romarinho,6,romarinho,22,VIT,0.0,Romário Ricardo da Silva,1,Romarinho,,2.0,,1.0,3.0,,,,,,,,,,,,,,,
77,3.2,277,4,1.96,True,77777,4.73,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,J. Schmidt,6,joao-schmidt,22,SAN,0.51,João Felipe Schmidt Urbano,15,João Schmidt,3.0,18.0,27.0,5.0,7.0,,1.0,1.0,1.0,,,,,,,,,,,
78,0.0,266,5,1.88,False,78117,3.65,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Everaldo,6,everaldo,22,FLU,0.0,Everaldo Stum,17,Everaldo,1.0,3.0,17.0,9.0,11.0,2.0,1.0,,5.0,,1.0,,,,,,,,1.0,
79,0.0,264,3,3.85,True,78248,6.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,G. Henrique,7,gustavo-henrique,22,COR,-1.32,Gustavo Henrique Vernes,9,Gustavo Henrique,,10.0,6.0,2.0,4.0,1.0,,,4.0,,,1.0,,,,,,,,
80,2.0,264,5,2.73,True,78435,7.73,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Vitinho,6,vitinho,22,COR,-0.43,Victor Vinícius Coelho dos Santos,3,Vitinho,,4.0,,,2.0,,,,1.0,,,,,,,,,,,
81,9.9,266,2,6.48,True,78445,10.15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Renê,7,rene,22,FLU,0.66,Renê Rodrigues Martins,13,Renê,,35.0,11.0,2.0,11.0,1.0,,,,,,4.0,,,,,,,,
82,0.0,277,4,-0.3,False,78478,7.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,W. Arão,6,willian-arao,22,SAN,0.0,Willian Souza Arão da Silva,1,Willian Arão,,,1.0,,,,,,,,,,,,,,,,,
83,1.2,280,4,3.03,True,78605,5.51,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Gabriel,6,gabriel,22,RBB,-0.04,Gabriel Girotto Franco,19,Gabriel,6.0,33.0,28.0,5.0,18.0,1.0,,,1.0,,,,,,,,,,,
84,12.9,2305,2,7.12,True,78850,10.94,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Reinaldo,7,reinaldo,22,MIR,1.27,Reinaldo Manoel da Silva,19,Reinaldo,3.0,20.0,17.0,8.0,15.0,7.0,,3.0,7.0,,,5.0,,,,,,1.0,1.0,
85,0.0,354,1,-1.0,False,78851,4.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Richard,6,richard,22,CEA,0.0,Richard de Oliveira Costa,0,Richard,1.0,,,,,,,,,,,,,,,,,,,
86,3.9,266,3,4.35,True,78855,6.98,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,T. Santos,6,thiago-santos,22,FLU,0.5,Thiago dos Santos,7,Thiago Santos,2.0,5.0,8.0,1.0,3.0,,,,,,,5.0,,,,,,,,
87,0.0,2305,1,2.37,False,79066,3.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,A. Muralha,6,alex-muralha,22,MIR,0.0,Alex Roberto Santana Rafael,6,Alex Muralha,2.0,,,,1.0,,,,,,,,,,19.0,,9.0,,,
88,0.8,354,1,3.42,True,79266,5.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,B. Ferreira,7,bruno-ferreira,22,CEA,-1.16,Bruno Ferreira Ventura Diniz - de Lins,13,Bruno Ferreira,2.0,,1.0,,4.0,,,,,,,4.0,,,29.0,,13.0,,,
89,5.14,285,6,5.11,True,79437,9.65,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,R. Machado,7,roger-machado,22,INT,0.39,Roger Machado Marques,21,Roger Machado,,,,,,,,,,,,,7.0,,,,,,,
90,0.8,266,5,5.06,True,79631,9.03,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Cano,7,cano,22,FLU,-0.28,Germán Ezequiel Cano,13,Cano,1.0,3.0,4.0,15.0,16.0,5.0,2.0,,3.0,,,,,,,,,,,
91,-1.6,283,4,2.37,True,79701,4.41,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,L. Silva,7,lucas-silva,22,CRU,-0.87,Lucas Silva Borges,21,Lucas Silva,3.0,17.0,31.0,6.0,17.0,1.0,,2.0,2.0,,1.0,,,,,,,,,
92,0.6,356,1,0.93,True,79973,4.66,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,H. Leite,7,helton-leite,22,FOR,-0.64,Helton Brant Aleixo Leite,3,Helton Leite,,,,,,,,,,,,,,,6.0,,5.0,,,
93,6.4,262,4,3.38,True,80061,10.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Saúl,7,saul,22,FLA,0.34,Saúl Ñíguez Esclapez,4,Saúl,,7.0,8.0,4.0,2.0,,,,1.0,,,,,,,,,,,
94,0.0,292,5,0.0,False,80076,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Z. Roberto,6,ze-roberto,22,SPT,0.0,José Roberto Assunção de Araújo Filho,0,Zé Roberto,,,,,,,,,,,,,,,,,,,,
95,0.4,286,4,3.55,True,80129,5.78,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Jadson,7,jadson,22,JUV,-0.48,Jadson Alves dos Santos,19,Jadson,5.0,35.0,28.0,6.0,32.0,,2.0,1.0,3.0,,,,,,,,,1.0,,
96,0.0,356,4,2.67,False,80196,5.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Y. Pikachu,6,yago-pikachu,22,FOR,0.0,Glaybson Yago Souza Lisboa,16,Yago Pikachu,2.0,8.0,7.0,4.0,12.0,2.0,3.0,,5.0,1.0,1.0,,,,,,,,,
97,2.2,276,5,5.71,True,80287,9.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Luciano,7,luciano,22,SAO,-0.02,Luciano da Rocha Neves,18,Luciano,6.0,18.0,22.0,19.0,26.0,4.0,4.0,3.0,13.0,2.0,,,,,,,,,1.0,
98,0.0,265,2,4.13,False,80313,7.33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Gilberto,5,gilberto,22,BAH,0.0,Gilberto Moraes Júnior,15,Gilberto,3.0,22.0,11.0,4.0,6.0,1.0,1.0,,1.0,,,4.0,,,,,,,,
99,0.0,276,2,4.78,True,80570,9.1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Wendell,6,wendell,22,SAO,-0.5,Wendell Nascimento Borges,11,Wendell,,15.0,11.0,3.0,12.0,,,1.0,,,,4.0,,,,,,,,
100,13.0,292,4,4.1,True,80583,7.64,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,L. Lima,7,lucas-lima,22,SPT,1.6,Lucas Rafael Araújo Lima,18,Lucas Lima,8.0,15.0,20.0,3.0,30.0,3.0,6.0,3.0,8.0,,,,,,,,,,,
101,0.0,267,4,2.07,True,81091,4.63,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Jair,7,jair,22,VAS,-0.63,Jair Rodrigues Júnior,10,Jair,3.0,14.0,12.0,1.0,11.0,,,,,,,,,,,,,,,
102,2.1,354,4,3.25,True,81121,6.26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,L. Mugni,7,lucas-mugni,22,CEA,0.29,Lucas Andrés Mugni,17,Lucas Mugni,4.0,19.0,22.0,5.0,10.0,1.0,1.0,3.0,2.0,,1.0,,,,,,,,,
103,7.4,277,2,3.29,True,81150,7.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Mayke,7,mayke,22,SAN,1.08,Mayke Rocha de Oliveira,8,Mayke,1.0,12.0,13.0,1.0,5.0,,1.0,,,,,2.0,,,,,,,,
104,0.0,292,5,0.58,False,81401,5.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,G. Paciência,6,goncalo-paciencia,22,SPT,0.0,Gonçalo Mendes Paciência,4,Gonçalo Paciência,,,2.0,3.0,1.0,,,,,,,,,,,,,,,
105,0.0,276,4,1.86,False,81845,4.64,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Alisson,6,alisson,22,SAO,0.0,Alisson Euler de Freitas Castro,16,Alisson,4.0,9.0,15.0,4.0,19.0,,1.0,1.0,6.0,,,,,,,,,,,
106,0.0,356,1,4.75,False,81881,8.76,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,J. Ricardo,6,joao-ricardo,22,FOR,0.0,João Ricardo Riedi,11,João Ricardo,,,,,,,,,,,,4.0,,,41.0,,18.0,,,1.0
107,1.4,287,4,2.77,True,81952,4.51,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,W. Oliveira,7,willian-oliveira,22,VIT,0.01,Willian Osmar de Oliveira Silva,10,Willian Oliveira,4.0,17.0,16.0,6.0,10.0,,,,1.0,,,,,,,,,,,
108,0.0,2305,4,1.97,True,82407,4.41,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,C. Kim,6,chico-kim,22,MIR,-0.18,Francisco Hyun-Sol Kim,9,Chico Kim,1.0,8.0,4.0,1.0,10.0,,,,1.0,1.0,,,,,,,,,,
