,atletas.slug,atletas.preco_num,atletas.foto,atletas.clube.id.full.name,atletas.atleta_id,atletas.status_id,atletas.apelido_abreviado,atletas.pontos_num,atletas.apelido,atletas.clube_id,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.rodada_id,atletas.posicao_id,atletas.variacao_num,A,DS,FC,FD,FF,FS,V,I,CA,SG,DE,GS,G,CV,PP,PC,FT,DP,PS,GC
405,matheus-araujo,6.73,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,105845,6,M. Araújo,9.5,Matheus Araújo,354,,True,1,9.5,Matheus de Araújo Andrade,2,4,2.73,,1.0,,,,,,,,,,,1.0,,,,,,,
406,allanzinho,3.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,105900,6,Allanzinho,1.4,Allanzinho,356,,True,1,1.4,Allan Victor Oliveira Mota,2,5,-0.16,,1.0,,,,,,1.0,,,,,,,,,,,,
407,jose-aldo,3.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,105903,6,J. Aldo,4.3,José Aldo,2305,,True,2,3.0,José Aldo Soares de Oliveira Filho,2,4,0.7,,3.0,3.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,
408,rochet,9.26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,105949,5,Rochet,0.0,Rochet,285,,False,1,3.1,Sergio Ramón Rochet Álvarez,2,1,0.0,,,,,,1.0,,,,,2.0,,,,,,,,,
409,santiago-mingo,3.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,105990,7,S. Mingo,0.0,Santiago Mingo,265,,True,2,0.3,Santiago Martín Ramos Mingo,2,3,-0.61,,,1.0,,,2.0,,1.0,,,,,,,,,,,,
410,ewerthon,6.97,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,106082,7,Ewerthon,1.7,Ewerthon,286,,True,2,6.1,Ewerthon Diógenes da Silva,2,2,-0.8,,3.0,1.0,1.0,1.0,2.0,,,,1.0,,,,,,,,,,
411,thiago-carpini,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,106147,7,T. Carpini,4.16,Thiago Carpini,287,,True,2,3.25,Thiago Carpini Barbosa,2,6,0.28,,,,,,,,,,,,,,,,,,,,
412,lucao,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,106160,6,Lucão,0.0,Lucão,280,,False,0,0.0,Lucas Alexandre Galdino de Azevedo,2,1,0.0,,,,,,,,,,,,,,,,,,,,
413,bruno-gomes,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,106202,5,B. Gomes,0.0,Bruno Gomes,285,,False,0,0.0,Bruno Gomes da Silva Clevelário,2,2,0.0,,,,,,,,,,,,,,,,,,,,
414,marcos-antonio,5.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,106294,7,M. Antônio,6.4,Marcos Antônio,276,,True,2,3.3,Marcos Antônio Silva Santos,2,4,1.13,,3.0,2.0,1.0,,3.0,,,,,,,,,,,,,,
415,caio-alexandre,5.96,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,106323,7,C. Alexandre,3.1,Caio Alexandre,265,,True,2,1.9,Caio Alexandre Souza e Silva,2,4,-0.01,,3.0,5.0,,1.0,2.0,,,1.0,,,,,,,,,,,
416,eduardo-santos,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,106434,6,E. Santos,0.0,Eduardo Santos,280,,False,0,0.0,Eduardo Gonzaga Mendes Santos,2,3,0.0,,,,,,,,,,,,,,,,,,,,
417,villalba,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,106593,6,Villalba,0.0,Villalba,283,,False,0,0.0,Lucas Hernán Villalba,2,3,0.0,,,,,,,,,,,,,,,,,,,,
418,leo-pereira,4.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,106681,6,L. Pereira,2.4,Léo Pereira,287,,True,2,2.3,Leonardo Augusto dos Santos Pereira,2,5,0.05,,3.0,3.0,,,2.0,,,,,,,,,,,,,,
419,carlos-alberto,3.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,106704,6,C. Alberto,-0.3,Carlos Alberto,292,,True,2,0.6,Carlos Alberto Gomes da Silva Filho,2,5,-0.74,,1.0,1.0,,,,,,,,,,,,,,,,,
420,rodrigo-nestor,6.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,106822,6,R. Nestor,4.4,Rodrigo Nestor,265,,True,2,2.6,Rodrigo Nestor Bertalia,2,4,0.33,,3.0,2.0,,1.0,1.0,,,,,,,,,,,,,,
421,patryck,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,106829,6,Patryck,0.0,Patryck,276,,False,0,0.0,Patryck Lanza dos Reis,2,2,0.0,,,,,,,,,,,,,,,,,,,,
422,borrero,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,106843,6,Borrero,0.0,Borrero,356,,False,0,0.0,Dylan Felipe Borrero Caicedo,2,5,0.0,,,,,,,,,,,,,,,,,,,,
423,paulo-baya,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,106918,6,P. Baya,0.0,Paulo Baya,266,,False,0,0.0,Paulo Henrique Silva Ribeiro,2,5,0.0,,,,,,,,,,,,,,,,,,,,
424,luciano-juba,9.15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,107093,7,L. Juba,15.7,Luciano Juba,265,,True,2,10.35,Luciano Batista da Silva Júnior,2,2,3.31,2.0,2.0,1.0,,,,,,,,,,1.0,,,,,,,
425,richard-rios,9.4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,107111,7,R. Ríos,0.0,Richard Ríos,275,,False,1,3.5,Richard Ríos Montoya,2,4,0.0,,1.0,1.0,,1.0,3.0,,,,,,,,,,,,,,
426,jeffinho,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,107170,6,Jeffinho,0.0,Jeffinho,263,,False,0,0.0,Jefferson Ruan Pereira dos Santos,2,5,0.0,,,,,,,,,,,,,,,,,,,,
427,patrick-de-paula,4.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,107172,7,P. Paula,0.2,Patrick de Paula,263,,True,2,1.7,Patrick de Paula Carreiro,2,4,-0.73,,1.0,3.0,,1.0,4.0,,,,,,,,,,,,,,
428,michel-araujo,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,107173,5,M. Araújo,0.0,Michel Araújo,265,,False,0,0.0,Michel Daryl Araújo Villar,2,4,0.0,,,,,,,,,,,,,,,,,,,,
429,bruno-tabata,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,107174,6,B. Tabata,0.0,Bruno Tabata,285,,False,0,0.0,Bruno Vinícius Souza Ramos,2,4,0.0,,,,,,,,,,,,,,,,,,,,
430,matheus-donelli,5.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,107179,7,M. Donelli,9.4,Matheus Donelli,264,,True,2,6.8,Matheus Planelles Donelli,2,1,1.9,,,,,,1.0,,,,1.0,7.0,1.0,,,,,,,,
431,leo-linck,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,107183,6,L. Linck,0.0,Léo Linck,263,,False,0,0.0,Leonardo Matias Baiersdorf Linck,2,1,0.0,,,,,,,,,,,,,,,,,,,,
432,magrao,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,107221,6,Magrão,0.0,Magrão,356,,False,0,0.0,Audenirton Soares da Silva,2,1,0.0,,,,,,,,,,,,,,,,,,,,
433,vanderlan,3.77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,107236,6,Vanderlan,1.2,Vanderlan,275,,True,1,1.2,Vanderlan Barbosa da Silva,2,2,-0.23,,1.0,1.0,,,,,,,,,,,,,,,,,
434,ze-vitor,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,107256,5,Z. Vitor,0.0,Zé Vitor,2305,,False,0,0.0,Jose Vitor Silva Neves,2,4,0.0,,,,,,,,,,,,,,,,,,,,
435,enio,3.89,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,107516,6,Ênio,0.0,Ênio,286,,False,1,4.1,Sebastião Ênio Santos de Almeida,2,5,0.0,,1.0,1.0,2.0,,3.0,,,1.0,,,,,,,,,,,
436,natanael,7.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,107554,6,Natanael,5.2,Natanael,282,,True,2,3.95,Natanael Moreira Milouski,2,2,0.42,,2.0,2.0,,,1.0,,,,1.0,,,,,,,,,,
437,nathan,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,107676,6,Nathan,0.0,Nathan,285,,False,0,0.0,Nathan Santos de Araújo,2,2,0.0,,,,,,,,,,,,,,,,,,,,
438,chrystian-barletta,5.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,107726,7,C. Barletta,10.0,Chrystian Barletta,292,,True,2,5.1,Chrystian Amaral Barletta de Almeida,2,5,2.21,,1.0,2.0,,1.0,1.0,,,,,,,1.0,,,,,,,
439,praxedes,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,107744,6,Praxedes,0.0,Praxedes,280,,False,0,0.0,Bruno Conceição Praxedes,2,4,0.0,,,,,,,,,,,,,,,,,,,,
440,adriel,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,107748,6,Adriel,0.0,Adriel,284,,False,0,0.0,Adriel Vasconcelos Ramos,2,1,0.0,,,,,,,,,,,,,,,,,,,,
441,fabio-matias,5.47,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,107771,7,F. Matias,3.0,Fábio Matias,286,,True,2,5.99,Fábio Henrique Matias,2,6,-0.13,,,,,,,1.0,,,,,,,,,,,,,
442,elias-manoel,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,107795,6,E. Manoel,0.0,Elias Manoel,263,,False,0,0.0,Elias Manoel Alves de Paula,2,5,0.0,,,,,,,,,,,,,,,,,,,,
443,diego-rosa,3.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,107796,6,D. Rosa,0.0,Diego Rosa,285,,True,1,0.0,Diego Gabriel Silva Rosa,2,4,-0.66,,,,,,,,,,,,,,,,,,,,
444,nata,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,107801,6,Natã,0.0,Natã,286,,False,0,0.0,Natã Felipe de Amorim Santos,2,3,0.0,,,,,,,,,,,,,,,,,,,,
445,fintelman,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,107859,6,Fintelman,0.0,Fintelman,287,,False,0,0.0,Alexandre Fintelman de Mello Ribeiro da Silva,2,1,0.0,,,,,,,,,,,,,,,,,,,,
446,bobadilla,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,107873,6,Bobadilla,0.0,Bobadilla,276,,False,0,0.0,Damián Josué Bobadilla Benítez,2,4,0.0,,,,,,,,,,,,,,,,,,,,
447,hugo,5.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,107908,6,Hugo,0.0,Hugo,264,,False,1,1.7,Hugo Ferreira de Farias,2,2,0.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
448,fausto-vera,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,107950,6,F. Vera,0.0,Fausto Vera,282,,False,0,0.0,Fausto Mariano Vera,2,4,0.0,,,,,,,,,,,,,,,,,,,,
449,felipinho,4.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,107958,6,Felipinho,0.0,Felipinho,286,,False,1,5.0,André Felipe de Almeida Santos,2,2,0.0,,,,,,,,,,1.0,,,,,,,,,,
450,carbonero,4.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,107989,2,Carbonero,1.6,Carbonero,285,,True,2,2.3,Johan Stiven Carbonero Balanta,2,5,-0.34,,1.0,2.0,,1.0,6.0,,1.0,,,,,,,,,,,,
451,garcez,2.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,108131,6,Garcez,0.7,Garcez,286,,True,2,0.35,Maurício Garcez de Jesus,2,5,-0.15,,,1.0,,,2.0,,,,,,,,,,,,,,
452,isidro-pitta,9.96,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,108133,6,I. Pitta,9.2,Isidro Pitta,280,,True,1,9.2,Isidro Miguel Pitta Saldívar,2,5,1.96,,,,1.0,,,,,,,,,1.0,,,,,,,
453,gabriel-lacerda,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,108176,6,G. Lacerda,0.0,Gabriel Lacerda,354,,False,0,0.0,Gabriel Santos Cordeiro Lacerda,2,3,0.0,,,,,,,,,,,,,,,,,,,,
454,david-ricardo,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,108274,6,D. Ricardo,0.0,David Ricardo,263,,False,0,0.0,David Ricardo Loiola da Silva,2,3,0.0,,,,,,,,,,,,,,,,,,,,
455,fabricio-dominguez,4.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,108509,7,F. Domínguez,0.5,Fabricio Domínguez,292,,True,2,0.85,Fabricio Domínguez Huertas,2,4,-0.63,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
456,aravena,2.68,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,108548,6,Aravena,0.5,Aravena,284,,True,1,0.5,Alexander Ernesto Aravena Guzmán,2,5,-0.32,,,,,,1.0,,,,,,,,,,,,,,
457,garre,3.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,108671,7,Garré,0.0,Garré,267,,False,1,1.5,Benjamín Antonio Garré,2,5,0.0,,1.0,,,,,,,,,,,,,,,,,,
458,emiliano-martinez,3.91,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,108683,6,E. Martínez,2.7,Emiliano Martínez,275,,True,2,2.0,Emiliano Martínez Toranza,2,4,0.18,,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
459,gustavo-maia,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,108712,6,G. Maia,0.0,Gustavo Maia,292,,False,0,0.0,Gustavo Maia da Silva,2,5,0.0,,,,,,,,,,,,,,,,,,,,
460,galeano,3.44,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,108713,7,Galeano,2.1,Galeano,354,,True,2,2.4,Antonio Javier Galeano Ferreira,2,5,0.04,,,,2.0,,5.0,,1.0,,,,,,,,,,,,
461,plata,5.99,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,109096,6,Plata,1.5,Plata,262,,True,2,1.9,Gonzalo Jordy Plata Jiménez,2,5,-0.54,,2.0,,,1.0,,,,,,,,,,,,,,,
462,erick-pulga,6.44,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,109401,7,E. Pulga,5.4,Erick Pulga,265,,True,2,4.05,Erick da Costa Farias,2,5,0.59,,1.0,1.0,1.0,4.0,5.0,,,,,,,,,,,,,,
463,calebe,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,109461,6,Calebe,0.0,Calebe,356,,False,0,0.0,Calebe Gonçalves Ferreira da Silva,2,4,0.0,,,,,,,,,,,,,,,,,,,,
464,martinelli,9.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,109573,7,Martinelli,8.9,Martinelli,266,,True,2,7.55,Matheus Martinelli Lima,2,4,1.18,,2.0,1.0,1.0,1.0,5.0,,1.0,,,,,1.0,,,,,,,
465,hugo,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,109668,7,Hugo,0.0,Hugo,287,,False,0,0.0,Hugo Gonçalves Ferreira Neto,2,2,0.0,,,,,,,,,,,,,,,,,,,,
466,batalla,4.38,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,109899,7,Batalla,1.2,Batalla,286,,True,2,0.3,Emerson Geovanny Batalla Martínez - Enmerson,2,5,-0.32,,,5.0,1.0,3.0,1.0,,,2.0,,,,,,,,,,,
467,monsalve,4.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,109966,6,Monsalve,-0.3,Monsalve,284,,True,1,-0.3,Miguel Ángel Monsalve Gonzáles - González,2,4,-1.1,,,1.0,,,,,,,,,,,,,,,,,
468,palacios,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,110260,6,Palacios,0.0,Palacios,264,,False,0,0.0,Diego José Palacios Espinoza,2,2,0.0,,,,,,,,,,,,,,,,,,,,
469,jose-martinez,4.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,110311,7,J. Martínez,0.3,José Martínez,264,,True,1,0.3,José Andrés Martínez Torres,2,4,-0.72,,1.0,4.0,,,2.0,,,1.0,,,,,,,,,,,
470,bernabei,17.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,110426,7,Bernabéi,14.5,Bernabéi,285,,True,2,13.5,Alexandro Ezequiel Bernabéi,2,2,1.47,2.0,8.0,4.0,1.0,,2.0,,,1.0,1.0,,,,,,,,,,
471,abel-ferreira,12.42,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,110506,7,A. Ferreira,5.15,Abel Ferreira,275,,True,2,5.88,Abel Fernando Moreira Ferreira,2,6,-0.53,,,,,,,1.0,,,,,,,,,,,,,
472,aguirre,7.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,110510,7,Aguirre,7.4,Aguirre,285,,True,2,6.7,Braian Aguirre Nahuel,2,2,1.02,,6.0,2.0,,,,,,,1.0,,,,,,,,,,
473,mateus,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,110624,6,Mateus,0.0,Mateus,275,,False,0,0.0,Mateus Oliveira Mendes,2,1,0.0,,,,,,,,,,,,,,,,,,,,
474,luiz-filipe,2.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,110632,6,L. Filipe,0.0,Luiz Filipe,2305,,False,1,-0.6,Luiz Filipe dos Reis Silva,2,5,0.0,,,2.0,,,,,,,,,,,,,,,,,
475,andres-hurtado,4.96,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,110715,7,A. Hurtado,3.1,Andrés Hurtado,280,,True,2,3.85,José Andrés Hurtado Cheme,2,2,0.08,,4.0,3.0,,2.0,2.0,,,,,,,,,,,,,,
476,rubens,5.67,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,110727,6,Rubens,3.8,Rubens,282,,True,2,2.65,Rubens Antônio Dias,2,4,0.24,,3.0,,,1.0,,,,,,,,,,,,,,,
477,renato-paiva,9.07,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,110818,7,R. Paiva,9.49,Renato Paiva,263,,True,2,7.55,Renato Manuel Alves Paiva,2,6,1.38,,,,,,,1.0,,,,,,,,,,,,,
478,guilherme-lopes,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,110909,6,G. Lopes,0.0,Guilherme Lopes,280,,False,0,0.0,Guilherme Lopes de Almeida,2,2,0.0,,,,,,,,,,,,,,,,,,,,
479,romulo,4.91,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,111166,6,Rômulo,0.0,Rômulo,354,,False,1,0.0,Rômulo Azevedo Simão,2,4,0.0,,,,,,,,,,,,,,,,,,,,
480,gustavo-martins,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,111309,6,G. Martins,0.0,Gustavo Martins,284,,False,0,0.0,Gustavo Martins de Souza Santos,2,3,0.0,,,,,,,,,,,,,,,,,,,,
481,kelvi-gomes,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,111332,6,K. Gomes,0.0,Kelvi Gomes,286,,False,0,0.0,Kelvi Chiesa Gomes,2,4,0.0,,,,,,,,,,,,,,,,,,,,
482,luis-mandaca,4.57,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,111407,7,L. Mandaca,2.2,Luis Mandaca,286,,True,2,3.15,Luis Gustavo da Silva Machado Duarte,2,4,-0.14,,3.0,4.0,,,6.0,,,,,,,,,,,,,,
483,renzo,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,111465,6,Renzo,0.0,Renzo,292,,False,0,0.0,Renzo Azevedo Pimentel de Moura,2,3,0.0,,,,,,,,,,,,,,,,,,,,
484,victor-gabriel,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,111466,5,V. Gabriel,0.0,Victor Gabriel,285,,False,0,0.0,Victor Gabriel da Conceição Ribeiro,2,3,0.0,,,,,,,,,,,,,,,,,,,,
485,gabriel-atila,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,111582,6,G. Átila,0.0,Gabriel Átila,282,,False,0,0.0,Gabriel Átila Cardoso da Silva,2,1,0.0,,,,,,,,,,,,,,,,,,,,
486,micael,4.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,111594,7,Micael,2.0,Micael,275,,True,2,3.35,Micael dos Santos Silva,2,3,-0.23,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,
