,atletas.jogos_num,atletas.slug,atletas.clube.id.full.name,atletas.variacao_num,atletas.pontos_num,atletas.atleta_id,atletas.clube_id,atletas.apelido,atletas.preco_num,atletas.posicao_id,atletas.media_num,atletas.rodada_id,atletas.apelido_abreviado,atletas.nome,atletas.foto,atletas.entrou_em_campo,atletas.status_id,DS,FD,FS,SG,CA,FC,FF,FT,G,A,I,CV,DE,GS,PS,V,PC,GC,DP,PP
182,3,calleri,SAO,0.0,0.0,89840,276,Calleri,5.78,5,-0.77,21,Calleri,Jonathan Calleri,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,False,5,1.0,1.0,2.0,,,2.0,2.0,,,,,1.0,,,,,,,,1.0
183,13,cristaldo,GRE,0.0,0.0,89846,284,Cristaldo,6.28,4,2.21,21,Cristaldo,Franco Cristaldo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,6,7.0,3.0,19.0,,1.0,4.0,3.0,,,1.0,1.0,,,,,,,,,
184,15,dodi,GRE,0.0,0.0,89883,284,Dodi,3.81,4,2.03,21,Dodi,Douglas Moreira Fagundes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,3,19.0,,25.0,,3.0,20.0,3.0,,,,,1.0,,,,,1.0,,,
185,3,bruno-pacheco,FOR,-0.97,1.1,90061,356,Bruno Pacheco,7.02,2,2.43,21,B. Pacheco,Bruno de Jesus Pacheco,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,True,7,5.0,,3.0,,1.0,2.0,,,,,1.0,,,,,,,,,
186,18,bruno-henrique,FLA,1.23,9.7,90285,262,Bruno Henrique,6.91,5,2.8,21,B. Henrique,Bruno Henrique Pinto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,True,6,12.0,9.0,18.0,,4.0,24.0,11.0,,2.0,,9.0,,,,,,,,,
187,11,juninho,FLA,0.0,0.0,90307,262,Juninho,4.24,5,1.56,21,Juninho,Olávio Vieira dos Santos Júnior,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,False,6,5.0,2.0,4.0,,,7.0,2.0,2.0,,,2.0,,,,,,,,,
188,7,david,VAS,-2.81,-1.1,90309,267,David,6.49,5,4.66,21,David,David Correa da Fonseca,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,True,7,5.0,2.0,3.0,,1.0,5.0,1.0,,1.0,3.0,1.0,,,,,,,,,
189,6,matheus-pereira,FOR,0.15,2.5,90370,356,Matheus Pereira,4.81,4,2.15,21,M. Pereira,Matheus Pereira da Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,True,7,3.0,1.0,1.0,,2.0,7.0,1.0,,,2.0,,,,,,,,,,
190,2,rezende,BAH,-0.86,-0.9,90449,265,Rezende,3.3,4,1.5,21,Rezende,Júlio César de Rezende Miranda,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,True,6,2.0,,3.0,,,5.0,,,,,,,,,,,,,,
191,12,caique,JUV,-0.1,0.6,90588,286,Caíque,3.94,4,2.16,21,Caíque,Caique de Jesus Gonçalves,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,True,7,19.0,,17.0,,4.0,23.0,1.0,,,,,,,,,,1.0,,,
192,8,chico-da-costa,MIR,-0.65,0.2,90608,2305,Chico da Costa,7.79,5,5.28,21,C. Costa,Francisco da Costa Aragão,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,True,7,2.0,1.0,9.0,,,7.0,5.0,,4.0,,4.0,,,,,,,,,
193,13,matheuzinho,VIT,0.0,0.0,90703,287,Matheuzinho,10.53,4,4.68,21,Matheuzinho,Matheus Martins Fogaça de Paulo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,5,17.0,8.0,35.0,,3.0,10.0,2.0,,2.0,,2.0,1.0,,,,,,,,
194,20,fabricio-bruno,CRU,-0.29,2.0,90768,283,Fabrício Bruno,8.21,3,4.94,21,F. Bruno,Fabrício Bruno Soares de Faria,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,True,7,23.0,1.0,14.0,9.0,4.0,11.0,3.0,,2.0,,,,,,,,,,,
195,8,carlos-eduardo,MIR,-0.55,0.2,90917,2305,Carlos Eduardo,3.72,5,2.13,21,C. Eduardo,Carlos Eduardo Ferreira de Souza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,True,6,2.0,2.0,7.0,,1.0,5.0,1.0,,,2.0,1.0,,,,,,,,,
196,17,ze-marcos,VIT,-0.04,0.0,90943,287,Zé Marcos,3.07,3,1.75,21,Z. Marcos,José Marcos Alves Luis,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,7,8.0,,10.0,4.0,3.0,14.0,,,,,1.0,,,,,,,,,
197,9,ronaldo,BAH,0.48,8.9,91101,265,Ronaldo,6.83,1,4.78,21,Ronaldo,Ronaldo de Oliveira Strada,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,True,7,,,3.0,3.0,,,,,,,,,22.0,8.0,,,1.0,,1.0,
198,6,fernandinho,CEA,0.0,0.0,91130,354,Fernandinho,6.11,5,3.48,21,Fernandinho,Fernando José Marques Maciel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,5,8.0,1.0,4.0,,1.0,4.0,4.0,,,1.0,3.0,,,,,,,,,
199,5,kaio,BOT,0.0,0.0,91158,263,Kaio,9.47,3,6.32,21,Kaio,Kaio Fernando da Silva Pantaleão,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,5,6.0,2.0,8.0,3.0,,4.0,3.0,,,,,,,,,,,,,
200,1,eder,CEA,0.0,0.0,91203,354,Éder,2.9,3,0.8,21,Éder,Éder Ferreira Graminho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,6,,,,,,,1.0,,,,,,,,,,,,,
201,9,erick-pulgar,FLA,0.0,0.0,91473,262,Erick Pulgar,6.34,4,2.89,21,E. Pulgar,Erick Antonio Pulgar Farfán,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,False,5,12.0,2.0,7.0,,2.0,13.0,,,1.0,,,,,,,,,,,
202,5,rodrigo-sam,JUV,0.0,0.0,91509,286,Rodrigo Sam,4.25,3,2.04,21,R. Sam,Rodrigo Eduardo da Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,5,8.0,,4.0,,2.0,8.0,1.0,,,,2.0,,,,,,,,,
203,13,arboleda,SAO,0.0,0.0,91573,276,Arboleda,10.16,3,5.9,21,Arboleda,Robert Abel Arboleda Escobar,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,False,5,20.0,,7.0,4.0,2.0,9.0,5.0,,3.0,,2.0,,,,,,,,,
204,18,rony,CAM,-0.15,1.4,91607,282,Rony,9.83,5,4.49,21,Rony,Ronielson da Silva Barbosa,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,True,7,15.0,16.0,34.0,,3.0,34.0,11.0,1.0,3.0,,15.0,,,,1.0,,,,,
205,0,dudu-vieira,JUV,0.0,0.0,91627,286,Dudu Vieira,3.0,4,0.0,21,D. Vieira,Carlos Eduardo de Souza Vieira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,6,,,,,,,,,,,,,,,,,,,,
206,15,igor-carius,SPT,0.0,0.0,91639,292,Igor Cariús,8.06,2,4.97,21,I. Cariús,Igor Aquino da Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,False,5,31.0,5.0,19.0,4.0,1.0,17.0,4.0,,,,5.0,,,,,,1.0,1.0,,
207,14,marlon,GRE,-1.21,7.2,91706,284,Marlon,7.92,2,5.25,21,Marlon,Marlon Rodrigues Xavier,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,True,7,31.0,1.0,13.0,4.0,2.0,15.0,1.0,,,1.0,,,,,,,,,,
208,16,david-duarte,BAH,0.62,6.4,91772,265,David Duarte,5.56,3,3.18,21,D. Duarte,David de Duarte Macedo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,True,7,7.0,2.0,8.0,7.0,2.0,12.0,6.0,,,,1.0,,,,,,,,,
209,12,caique-franca,SPT,0.0,0.0,91808,292,Caíque França,6.53,1,3.52,21,C. França,Caíque França Godoy,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,False,6,2.0,,1.0,2.0,2.0,,,,,,,,39.0,20.0,,,,,,
210,12,ze-ivaldo,SAN,0.0,0.0,91866,277,Zé Ivaldo,6.89,3,4.15,21,Z. Ivaldo,José Ivaldo Almeida Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,False,6,19.0,,9.0,2.0,4.0,13.0,10.0,,1.0,,3.0,,,,,,1.0,,,
211,10,pavon,GRE,0.0,0.0,91908,284,Pavón,5.38,5,2.74,21,Pavón,Cristian David Pavón,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,6,10.0,5.0,8.0,,4.0,6.0,4.0,,,1.0,,,,,,,,,,
212,10,giovanny,JUV,0.0,0.0,92085,286,Giovanny,3.2,5,1.72,21,Giovanny,Giovanny Bariani Marques,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,6,3.0,,10.0,,,4.0,5.0,,,1.0,1.0,,,,,,,,,
213,12,lyanco,CAM,0.0,0.0,92087,282,Lyanco,8.86,3,5.46,21,Lyanco,Lyanco Evangelista Silveira Neves Vojnovic,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,False,5,28.0,3.0,17.0,5.0,4.0,22.0,4.0,,,,2.0,2.0,,,,,,,,
214,7,arthur-cabral,BOT,-1.01,8.4,92171,263,Arthur Cabral,13.54,5,7.31,21,A. Cabral,Arthur Mendonça Cabral,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,7,4.0,5.0,10.0,,,9.0,5.0,1.0,3.0,1.0,1.0,,,,1.0,,,,,
215,8,juninho,INT,-0.53,1.5,92182,285,Juninho,4.31,3,2.66,21,Juninho,José Carlos Ferreira Júnior,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,True,7,11.0,1.0,5.0,,2.0,3.0,5.0,,,,,,,,,,,,,
216,2,rodrigo-ely,GRE,0.0,0.0,92237,284,Rodrigo Ely,4.75,3,0.6,21,R. Ely,Rodrigo Ely,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,5,1.0,,,,,1.0,,,,,,,,,,,,,,
217,15,andre-ramalho,COR,-0.41,2.2,92440,264,André Ramalho,5.92,3,3.53,21,A. Ramalho,André Ramalho Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,7,20.0,,6.0,5.0,4.0,17.0,6.0,,,,,,,,,,1.0,,,
218,14,renato-kayzer,VIT,-2.15,2.4,92696,287,Renato Kayzer,9.63,5,6.05,21,R. Kayzer,Renato Kayzer de Souza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,7,5.0,5.0,27.0,,1.0,17.0,7.0,1.0,7.0,,8.0,,,,,,,,,
219,8,daniel-paulista,SPT,-0.63,2.41,92702,292,Daniel Paulista,7.66,6,4.98,21,D. Paulista,Daniel Pollo Barioni,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,True,7,,,,,,,,,,,,,,,,1.0,,,,
220,14,deyverson,FOR,0.0,0.0,92708,356,Deyverson,5.47,5,3.04,21,Deyverson,Deyverson Brum Silva Acosta,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,False,6,4.0,3.0,14.0,,1.0,12.0,11.0,2.0,2.0,,3.0,,,,,,,,,
221,0,bruno-rodrigues,PAL,0.0,0.0,92811,275,Bruno Rodrigues,6.0,5,0.0,21,B. Rodrigues,Bruno Rafael Rodrigues do Nascimento,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,False,6,,,,,,,,,,,,,,,,,,,,
222,16,borre,INT,-2.79,-3.3,92854,285,Borré,9.38,5,3.86,21,Borré,Rafael Santos Borré Maury,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,True,6,11.0,5.0,5.0,,1.0,19.0,9.0,1.0,4.0,1.0,5.0,1.0,,,,,,,,
223,11,ronaldo,INT,0.0,0.0,92981,285,Ronaldo,4.2,4,1.95,21,Ronaldo,Ronaldo da Silva Souza Guerrero,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,False,5,19.0,2.0,2.0,,3.0,20.0,2.0,,,,2.0,1.0,,,,,,,,
224,13,rafael-ramos,CEA,-0.18,4.9,93236,354,Rafael Ramos,5.29,2,3.62,21,R. Ramos,Rafael António Figueiredo Ramos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,True,7,16.0,1.0,2.0,5.0,2.0,15.0,3.0,,,,,,,,,,,,,
225,6,joao-basso,SAN,0.0,0.0,93372,277,João Basso,7.74,3,4.42,21,J. Basso,João Othávio Basso,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,False,6,7.0,,6.0,2.0,2.0,10.0,,,1.0,,,,,,,,,,,
226,3,cantalapiedra,VIT,-1.16,1.1,93411,287,Cantalapiedra,5.6,5,3.53,21,Cantalapiedra,Aitor Cantalapiedra Fernández,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,7,2.0,1.0,2.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,
227,20,wanderson,CRU,1.04,8.2,93478,283,Wanderson,5.82,5,2.19,21,Wanderson,Wanderson Maciel Sousa Campos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,True,7,8.0,9.0,11.0,,2.0,23.0,15.0,1.0,,2.0,6.0,,,,,,,,,
228,14,paulo-henrique,VAS,0.0,0.0,93716,267,Paulo Henrique,13.13,2,7.65,21,P. Henrique,Paulo Henrique de Oliveira Alves,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,6,48.0,6.0,9.0,3.0,6.0,32.0,4.0,2.0,,3.0,1.0,,,,,,,,,
229,16,marlon-freitas,BOT,0.1,3.0,93790,263,Marlon Freitas,5.56,4,2.48,21,M. Freitas,Marlon Rodrigues Freitas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,7,13.0,4.0,7.0,,3.0,19.0,7.0,,,3.0,,,,,,,,,,
230,0,keiller,CEA,0.0,0.0,93834,354,Keiller,3.0,1,0.0,21,Keiller,Keiller da Silva Nunes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,6,,,,,,,,,,,,,,,,,,,,
231,18,cleiton,RBB,-0.11,3.5,93882,280,Cleiton,7.48,1,4.5,21,Cleiton,Cleiton Schwengber,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,True,7,,,4.0,5.0,4.0,,,,,,,,63.0,24.0,,,,,,
232,7,matheusinho,SPT,0.25,5.0,93886,292,Matheusinho,7.72,4,5.36,21,Matheusinho,Matheus Leonardo Sales Cardoso,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,True,7,7.0,2.0,9.0,,,6.0,5.0,,1.0,2.0,1.0,,,,,,,,,
233,12,breno-lopes,FOR,0.0,0.0,93988,356,Breno Lopes,7.46,5,4.02,21,B. Lopes,Breno Henrique Vasconcelos Lopes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,False,6,3.0,4.0,21.0,,2.0,7.0,8.0,1.0,3.0,,9.0,,,,,,,,,
234,16,john,BOT,0.0,0.0,94044,263,John,10.88,1,6.11,21,John,John Victor Maciel Furtado,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,6,1.0,,3.0,9.0,2.0,1.0,,,,,,,47.0,9.0,,,,,,
235,9,matheus-fernandes,RBB,0.0,0.0,94067,280,Matheus Fernandes,4.46,4,2.02,21,M. Fernandes,Matheus Fernandes Siqueira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,False,6,13.0,,2.0,,1.0,7.0,1.0,,,,,,,,,,,,,
236,12,maycon,COR,1.38,10.5,94154,264,Maycon,4.96,4,2.07,21,Maycon,Maycon de Andrade Barberan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,7,10.0,,3.0,,,4.0,2.0,,1.0,,,,,,,,,,,
237,14,guilherme,SAN,0.0,0.0,94207,277,Guilherme,10.36,5,7.3,21,Guilherme,Guilherme Augusto Vieira dos Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,False,6,26.0,7.0,27.0,,,6.0,12.0,,3.0,2.0,5.0,,,,,,,,,
238,11,matheus-babi,JUV,-1.06,-0.2,94444,286,Matheus Babi,3.49,5,1.88,21,M. Babi,Matheus Barcelos da Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,True,6,5.0,,4.0,,3.0,10.0,2.0,,2.0,,4.0,,,,,,,,,
239,10,raphael-veiga,PAL,0.0,0.0,94509,275,Raphael Veiga,10.89,4,2.25,21,R. Veiga,Raphael Cavalcante Veiga,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,False,6,4.0,2.0,15.0,,,9.0,4.0,,,1.0,,,,,1.0,,,,,
240,1,lucas-oliveira,VAS,0.0,0.0,94514,267,Lucas Oliveira,5.56,3,5.0,21,L. Oliveira,Lucas da Cruz Oliveira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,6,,,,1.0,,,,,,,,,,,,,,,,
241,14,pedro,FLA,2.31,31.9,94583,262,Pedro,20.09,5,8.44,21,Pedro,Pedro Guilherme Abreu dos Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,True,7,7.0,11.0,7.0,,3.0,8.0,2.0,1.0,10.0,3.0,1.0,,,,1.0,,,,,1.0
242,1,lucas-fernandes,JUV,0.0,0.0,94931,286,Lucas Fernandes,5.77,4,3.0,21,L. Fernandes,Lucas Fernandes da Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,5,1.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,
243,12,juninho-capixaba,RBB,0.0,0.0,94968,280,Juninho Capixaba,11.57,2,8.26,21,J. Capixaba,Luis Antônio da Rocha Júnior,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,False,5,29.0,4.0,27.0,6.0,1.0,17.0,7.0,,1.0,,1.0,,,,,,,,,
244,8,nicolas,CEA,0.0,0.0,95127,354,Nicolas,5.95,2,3.08,21,Nicolas,Nicolas Vecchiato da Silva - Vichiatto / Vechiatto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,6,6.0,1.0,2.0,3.0,1.0,7.0,2.0,,,,,,,,,,,,,
245,17,gabriel-taliari,JUV,0.05,4.4,95131,286,Gabriel Taliari,8.47,5,4.69,21,G. Taliari,Gabriel Pereira Taliari,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,True,7,14.0,5.0,28.0,,1.0,24.0,9.0,2.0,3.0,2.0,3.0,,,,,,,,,
246,11,giraldo,JUV,-0.28,0.0,95354,286,Giraldo,2.1,4,0.58,21,Giraldo,Daniel Eduardo Giraldo Cárdenas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,True,6,6.0,,3.0,,2.0,12.0,2.0,,,,1.0,,,,,,,,,
247,17,rivera,SPT,-0.3,0.4,95357,292,Rivera,4.53,4,2.89,21,Rivera,Christian Hernando Rivera Cuéllar,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,True,7,38.0,,21.0,,5.0,44.0,,,,,1.0,,,,,,,,,
248,8,igor-vinicius,SAN,-1.12,-0.3,95466,277,Igor Vinícius,5.89,2,2.64,21,I. Vinícius,Igor Vinícius de Souza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,True,6,8.0,3.0,5.0,1.0,2.0,8.0,3.0,,,,,,,,,,,,,
249,17,raniele,COR,-0.93,5.9,95556,264,Raniele,6.26,4,3.65,21,Raniele,Raniele Almeida Melo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,7,30.0,4.0,28.0,,4.0,20.0,4.0,,,1.0,,,,,,,,,,
250,0,lucas-kal,SPT,0.0,0.0,95662,292,Lucas Kal,5.0,4,0.0,21,L. Kal,Lucas Kal Schenfeld Prigioli,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,False,6,,,,,,,,,,,,,,,,,,,,
251,14,artur,BOT,0.0,0.0,95799,263,Artur,8.86,5,4.61,21,Artur,Artur Victor Guimarães,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,6,8.0,5.0,16.0,,1.0,8.0,10.0,1.0,2.0,3.0,1.0,,,,,,,,,
252,2,daniel-fuzato,VAS,0.0,0.0,95936,267,Daniel Fuzato,2.04,1,-0.7,21,D. Fuzato,Daniel Cerântula Fuzato,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,6,,,,,,,,,,,,,2.0,4.0,,,,,,
253,14,lima,FLU,0.0,0.0,96340,266,Lima,4.68,4,1.97,21,Lima,Vinícius Moreira de Lima,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,False,6,4.0,2.0,18.0,,2.0,12.0,6.0,1.0,1.0,,1.0,,,,,,,,,
254,10,charles,COR,1.4,8.6,96342,264,Charles,4.11,4,1.68,21,Charles,Charles Rigon Mattos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,7,14.0,1.0,2.0,,2.0,14.0,,,,,2.0,,,,,,,,,
255,8,joaquin-correa,BOT,-1.17,1.0,96353,263,Joaquín Correa,7.96,5,1.93,21,J. Correa,Carlos Joaquín Correa,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,7,5.0,4.0,7.0,,1.0,3.0,2.0,,,,1.0,,,,,,,,,
256,19,matheus-pereira,CRU,0.39,13.9,96610,283,Matheus Pereira,15.7,4,7.99,21,M. Pereira,Matheus Fellipe Costa Pereira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,True,7,29.0,13.0,62.0,,5.0,23.0,15.0,,4.0,6.0,5.0,,,,,,,,,
257,11,allan,FLA,0.0,0.0,96652,262,Allan,2.04,4,0.45,21,Allan,Allan Rodrigues de Souza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,False,6,3.0,2.0,7.0,,2.0,17.0,2.0,,,,,,,,,,,,,
258,8,saravia,CAM,0.0,0.0,96725,282,Saravia,6.02,2,3.48,21,Saravia,Renzo Saravia,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,False,5,6.0,,3.0,4.0,1.0,11.0,2.0,,,,,,,,,,,,,
