,atletas.jogos_num,atletas.slug,atletas.clube.id.full.name,atletas.variacao_num,atletas.pontos_num,atletas.atleta_id,atletas.clube_id,atletas.apelido,atletas.preco_num,atletas.posicao_id,atletas.media_num,atletas.rodada_id,atletas.apelido_abreviado,atletas.nome,atletas.foto,atletas.entrou_em_campo,atletas.status_id,DS,FD,FS,SG,CA,FC,FF,FT,G,A,I,CV,DE,GS,PS,V,PC,GC,DP,PP
36,4,manoel,FLU,-0.57,0.2,69014,266,Manoel,4.56,3,1.83,21,Manoel,Manoel Messias Silva Carvalho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,True,7,,,2.0,1.0,,1.0,2.0,,,,,,,,,,,,,
37,0,danilo-fernandes,BAH,0.0,0.0,69051,265,Danilo Fernandes,4.0,1,0.0,21,D. Fernandes,Danilo Fernandes Batista,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,False,6,,,,,,,,,,,,,,,,,,,,
38,10,pablo,SPT,-0.12,2.0,69138,292,Pablo,5.82,5,2.58,21,Pablo,Pablo Felipe Teixeira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,True,7,6.0,2.0,14.0,,1.0,10.0,5.0,,1.0,,6.0,,,,,,,,,
39,9,allan,BOT,0.0,0.0,69140,263,Allan,4.47,4,2.51,21,Allan,Allan Marques Loureiro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,6,17.0,1.0,8.0,,3.0,17.0,,,,,,,,,,,,,,
40,7,danilo,FLA,0.0,0.0,69783,262,Danilo,12.99,3,5.68,21,Danilo,Danilo Luiz da Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,False,6,4.0,1.0,4.0,5.0,,8.0,,,1.0,,,,,,,,,,,
41,2,lucas-moura,SAO,0.0,0.0,70164,276,Lucas Moura,7.77,4,6.45,21,L. Moura,Lucas Rodrigues Moura da Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,False,6,3.0,,2.0,,,2.0,,,1.0,,,,,,,,,,,
42,0,bruno-uvini,VIT,0.0,0.0,70221,287,Bruno Uvini,4.0,3,0.0,21,B. Uvini,Bruno Uvini Bortolança,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,6,,,,,,,,,,,,,,,,,,,,
43,19,eduardo-sasha,RBB,0.71,9.4,70360,280,Eduardo Sasha,8.64,5,4.07,21,E. Sasha,Eduardo Colcenti Antunes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,True,7,7.0,13.0,19.0,,3.0,6.0,12.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,
44,8,gabriel,SPT,-0.19,3.5,70449,292,Gabriel,5.26,1,4.2,21,Gabriel,Gabriel Vasconcelos Ferreira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,True,7,,,1.0,2.0,,,,,,,,,27.0,12.0,,,,,,
45,14,felipe-anderson,PAL,-1.34,5.3,70592,275,Felipe Anderson,7.26,4,4.26,21,F. Anderson,Felipe Anderson Pereira Gomes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,True,7,27.0,3.0,6.0,,,10.0,6.0,1.0,1.0,,2.0,,,,,,,,,
46,16,marllon,CEA,0.0,5.2,70666,354,Marllon,7.35,3,3.96,21,Marllon,Marllon Gonçalves Jerônimo Borges,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,True,7,12.0,,7.0,6.0,2.0,12.0,2.0,,2.0,,,,,,,,,,,
47,14,fabio-carille,VIT,-0.46,2.85,70696,287,Fábio Carille,8.1,6,4.77,21,F. Carille,Fábio Luiz Carille de Araújo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,7,,,,,,,,,,,,,,,,3.0,,,,
48,13,enner-valencia,INT,0.0,0.0,70788,285,Enner Valencia,5.16,5,1.57,21,E. Valencia,Enner Remberto Valencia Lastra,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,False,3,2.0,4.0,11.0,,3.0,15.0,5.0,1.0,1.0,,3.0,,,,,,,,,
49,9,diogo-barbosa,FOR,0.0,0.0,70916,356,Diogo Barbosa,7.58,2,4.01,21,D. Barbosa,Diogo Barbosa Mendanha,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,False,6,10.0,,9.0,2.0,1.0,4.0,1.0,,1.0,,,,,,,,,,,
50,15,bruno-henrique,INT,0.0,0.0,70944,285,Bruno Henrique,5.89,4,2.72,21,B. Henrique,Bruno Henrique Corsini,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,False,6,20.0,3.0,8.0,,,27.0,8.0,,1.0,,,1.0,,,,,,,,
51,3,thiago-mendes,VAS,0.0,0.0,71123,267,Thiago Mendes,4.96,4,0.2,21,T. Mendes,Thiago Henrique Mendes Ribeiro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,6,1.0,,2.0,,1.0,3.0,,,,,,,,,,,,,,
52,0,vina,CEA,0.0,0.0,71162,354,Vina,6.0,4,0.0,21,Vina,Vinícius Goes Barbosa de Souza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,6,,,,,,,,,,,,,,,,,,,,
53,1,luiz-gustavo,SAO,0.0,0.0,71536,276,Luiz Gustavo,10.73,4,9.6,21,L. Gustavo,Luiz Gustavo Dias,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,False,5,4.0,,2.0,,,4.0,1.0,1.0,,,,,,,,,,,,
54,6,fernando-miguel,CEA,0.0,0.0,71571,354,Fernando Miguel,7.02,1,6.18,21,F. Miguel,Fernando Miguel Kaufmann,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,6,,,6.0,3.0,,,,,,,,,17.0,3.0,,,,,,
55,18,weverton,PAL,-0.87,6.8,71631,275,Weverton,8.71,1,4.79,21,Weverton,Weverton Pereira da Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,True,7,,,7.0,8.0,2.0,,,,,,,,39.0,13.0,,,,,1.0,
56,8,raul-caceres,VIT,0.0,0.0,71680,287,Raúl Cáceres,3.09,2,2.75,21,R. Cáceres,Raúl Alejandro Cáceres Bogado,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,5,4.0,3.0,2.0,2.0,3.0,7.0,2.0,,,1.0,1.0,,,,,,,,,
57,15,gustavo-gomez,PAL,1.11,15.4,71684,275,Gustavo Gómez,10.78,3,5.3,21,G. Gómez,Gustavo Raúl Gómez Portillo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,True,7,24.0,1.0,8.0,7.0,3.0,17.0,5.0,,1.0,,6.0,,,,,,,,,
58,8,santiago-arias,BAH,0.82,7.3,71701,265,Santiago Arias,6.87,2,3.6,21,S. Arias,Santiago Arias Naranjo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,True,7,8.0,2.0,3.0,3.0,2.0,3.0,1.0,,,,,,,,,,,,,
59,4,cuellar,GRE,-0.81,1.2,71709,284,Cuéllar,5.67,4,2.85,21,Cuéllar,Gustavo Leonardo Cuellar Gallego,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,True,7,7.0,,3.0,,,2.0,,,,,,,,,,,,,,
60,19,tiago-volpi,GRE,1.31,11.5,72018,284,Tiago Volpi,7.79,1,3.73,21,T. Volpi,Tiago Luis Volpi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,True,7,,,5.0,4.0,2.0,,,,,,,,58.0,24.0,,,1.0,,,
61,0,thomazella,MIR,0.0,0.0,72279,2305,Thomazella,2.0,1,0.0,21,Thomazella,Carlos Eduardo Lecciolle Thomazella,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,False,6,,,,,,,,,,,,,,,,,,,,
62,18,everson,CAM,-0.01,0.9,72294,282,Everson,8.7,1,4.3,21,Everson,Everson Felipe Marques Pires,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,True,7,,,4.0,7.0,5.0,,,,,,,,51.0,21.0,,,,,,
63,0,luiz-otavio,CEA,0.0,0.0,72359,354,Luiz Otávio,4.0,3,0.0,21,L. Otávio,Luiz Otávio Anacleto Leandro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,5,,,,,,,,,,,,,,,,,,,,
64,11,fernando-diniz,VAS,-1.21,4.57,72391,267,Fernando Diniz,9.41,6,5.3,21,F. Diniz,Fernando Diniz Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,True,7,,,,,,,,,,,,,,,,3.0,,,,
65,14,bernard,CAM,0.0,0.0,72460,282,Bernard,3.46,4,0.81,21,Bernard,Bernard Anício Caldeira Duarte,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,False,5,8.0,,3.0,,1.0,6.0,1.0,,,,1.0,,,,,,,,,
66,17,alex-telles,BOT,0.45,7.7,72493,263,Alex Telles,10.51,2,5.59,21,A. Telles,Alex Nicolao Telles,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,7,8.0,2.0,10.0,10.0,1.0,16.0,7.0,,2.0,2.0,1.0,,,,,,,,,
67,12,pedro-henrique,CEA,-0.35,2.7,72583,354,Pedro Henrique,6.93,5,3.42,21,P. Henrique,Pedro Henrique Konzen Medina da Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,True,6,14.0,6.0,11.0,,4.0,18.0,9.0,1.0,1.0,,5.0,,,,,,1.0,,,
68,6,vitor-hugo,CAM,-0.91,1.1,72605,282,Vitor Hugo,7.24,3,5.12,21,V. Hugo,Vitor Hugo Franchescoli de Souza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,True,7,6.0,,1.0,4.0,,1.0,2.0,,,,1.0,,,,,,,,,
69,12,wilker-angel,JUV,0.09,0.7,72801,286,Wilker Ángel,2.87,3,1.36,21,W. Ángel,Wílker José Ángel Romero,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,True,7,5.0,2.0,3.0,1.0,4.0,18.0,3.0,,1.0,,1.0,,,,,,1.0,,,
70,1,mercado,INT,0.0,0.0,72951,285,Mercado,6.6,3,2.9,21,Mercado,Gabriel Iván Mercado,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,False,5,2.0,,1.0,,,2.0,,,,,,,,,,,,,,
71,8,daniel-borges,MIR,0.0,0.0,73318,2305,Daniel Borges,4.38,2,3.72,21,D. Borges,Daniel Fortunato Borges,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,False,6,3.0,,3.0,2.0,2.0,6.0,2.0,,2.0,,,,,,,,,,,
72,14,samuel-xavier,FLU,0.0,0.0,73384,266,Samuel Xavier,8.3,2,4.32,21,S. Xavier,Samuel Xavier Brito,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,False,6,10.0,1.0,18.0,4.0,3.0,17.0,3.0,,2.0,1.0,,,,,,,,,,
73,15,gabriel,MIR,0.0,0.0,73515,2305,Gabriel,6.44,4,3.07,21,Gabriel,Gabriel Santana Pinto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,False,5,3.0,4.0,15.0,,2.0,5.0,4.0,,3.0,1.0,5.0,,,,1.0,,,,,
74,12,rincon,SAN,0.05,1.2,74187,277,Rincón,3.06,4,0.75,21,Rincón,Tomás Eduardo Rincón Hernández,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,True,7,11.0,,5.0,,4.0,23.0,5.0,,,,,1.0,,,,,,,,
