,atletas.apelido_abreviado,atletas.preco_num,atletas.status_id,atletas.foto,atletas.apelido,atletas.rodada_id,atletas.posicao_id,atletas.slug,atletas.clube.id.full.name,atletas.variacao_num,atletas.atleta_id,atletas.clube_id,atletas.pontos_num,atletas.media_num,atletas.jogos_num,atletas.entrou_em_campo,atletas.nome,CA,DS,FC,FD,FS,SG,FF,A,G,I,PC,V,FT,DE,DP,GS,CV,PS,PP,GC
452,Batalla,6.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Batalla,20,5,batalla,JUV,-0.36,109899,286,0.0,3.74,17,True,Emerson Geovanny Batalla Martínez - Enmerson,2.0,13.0,13.0,5.0,24.0,,4.0,1.0,3.0,1.0,,,,,,,,,,
453,Monsalve,3.55,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Monsalve,20,4,monsalve,GRE,0.0,109966,284,0.0,1.41,8,False,Miguel Ángel Monsalve Gonzáles - González,2.0,3.0,9.0,1.0,9.0,,1.0,1.0,,,,,,,,,,,,
454,J. Neto,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,João Neto,20,4,joao-neto,RBB,0.0,110062,280,0.0,0.0,0,False,João Roberto Rota Neto,,,,,,,,,,,,,,,,,,,,
455,J. Martínez,4.17,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,José Martínez,20,4,jose-martinez,COR,0.48,110311,264,3.5,2.28,14,True,José Andrés Martínez Torres,7.0,15.0,11.0,2.0,22.0,,3.0,1.0,,1.0,1.0,,,,,,,,,
456,Bernabéi,13.28,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Bernabéi,20,2,bernabei,INT,-0.13,110426,285,5.5,5.92,14,True,Alexandro Ezequiel Bernabéi,1.0,32.0,24.0,5.0,13.0,2.0,7.0,3.0,,1.0,,,,,,,,,,
457,A. Ferreira,12.69,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Abel Ferreira,20,6,abel-ferreira,PAL,0.49,110506,275,9.79,6.41,18,True,Abel Fernando Moreira Ferreira,,,,,,,,,,,,12.0,,,,,,,,
458,Aguirre,7.64,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Aguirre,20,2,aguirre,INT,0.0,110510,285,2.0,4.88,17,True,Braian Aguirre Nahuel,2.0,36.0,16.0,,2.0,4.0,5.0,,1.0,2.0,,,1.0,,,,,,,
459,L. Filipe,2.24,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Luiz Filipe,20,5,luiz-filipe,MIR,0.0,110632,2305,0.0,-0.6,1,False,Luiz Filipe dos Reis Silva,,,2.0,,,,,,,,,,,,,,,,,
460,A. Hurtado,6.97,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Andrés Hurtado,20,2,andres-hurtado,RBB,0.0,110715,280,0.0,4.51,16,False,José Andrés Hurtado Cheme,2.0,25.0,18.0,1.0,4.0,6.0,5.0,,1.0,,,,,,,,1.0,,,
461,G. Marques,4.64,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Gustavo Marques,20,3,gustavo-marques,RBB,0.0,110750,280,0.0,2.25,4,False,Gustavo Marques Alves dos Santos,,4.0,2.0,,6.0,,2.0,,,,1.0,,,,,,,,,
462,J. Kennedy,6.57,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,John Kennedy,20,5,john-kennedy,FLU,0.0,110759,266,0.0,0.2,3,False,John Kennedy Batista de Souza,,,1.0,,2.0,,,,,1.0,,,,,,,,,,
463,Biel,7.43,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Biel,20,5,biel,CAM,-1.03,110760,282,0.0,3.8,4,True,Gabriel Teixeira Aragão,,2.0,,1.0,4.0,,5.0,1.0,,,,,,,,,,,,
464,R. Paiva,8.93,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Renato Paiva,20,6,renato-paiva,FOR,0.05,110818,356,3.07,5.42,15,True,Renato Manuel Alves Paiva,,,,,,,,,,,,5.0,,,,,,,,
465,G. Lopes,7.02,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Guilherme Lopes,20,2,guilherme-lopes,RBB,0.0,110909,280,0.0,4.33,8,False,Guilherme Lopes de Almeida,2.0,10.0,5.0,,3.0,2.0,2.0,1.0,1.0,,,,,,,,,,,1.0
466,R. Santos,0.9,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Rodrigo Santos,20,4,rodrigo-santos,FOR,0.0,111156,356,0.0,0.0,1,False,Rodrigo Oliveira dos Santos,,,,,,,,,,,,,,,,,,,,
467,G. Martins,8.72,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Gustavo Martins,20,3,gustavo-martins,GRE,0.0,111309,284,0.0,5.72,6,False,Gustavo Martins de Souza Santos,2.0,11.0,10.0,3.0,1.0,2.0,1.0,,1.0,1.0,,,,,,,,,,
468,L. Mandaca,7.05,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Luis Mandaca,20,4,luis-mandaca,JUV,-0.22,111407,286,4.9,4.6,17,True,Luis Gustavo da Silva Machado Duarte,1.0,32.0,25.0,4.0,27.0,,12.0,,1.0,2.0,,,1.0,,,,,,,
469,Renzo,3.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Renzo,20,3,renzo,SPT,0.0,111465,292,0.0,0.0,0,False,Renzo Azevedo Pimentel de Moura,,,,,,,,,,,,,,,,,,,,
470,V. Gabriel,9.84,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Victor Gabriel,20,3,victor-gabriel,INT,-0.13,111466,285,2.4,6.29,8,True,Victor Gabriel da Conceição Ribeiro,,16.0,9.0,1.0,2.0,2.0,1.0,,2.0,,,,,,,,,,,
471,G. Átila,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Gabriel Átila,20,1,gabriel-atila,CAM,0.0,111582,282,0.0,0.0,0,False,Gabriel Átila Cardoso da Silva,,,,,,,,,,,,,,,,,,,,
472,Micael,4.18,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Micael,20,3,micael,PAL,0.0,111594,275,0.0,2.19,9,False,Micael dos Santos Silva,2.0,6.0,15.0,1.0,2.0,3.0,,,,,,,,,,,,,,
473,Adson,3.01,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Adson,20,4,adson,VAS,0.0,111682,267,0.0,0.85,9,False,Adson Ferreira Soares,,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,
474,Anthoni,3.31,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Anthoni,20,1,anthoni,INT,-0.67,111683,285,-3.0,1.43,13,True,Anthoni Spier Souza,,,,,2.0,2.0,,,,,,,,22.0,,21.0,,,,
475,M. Cunha,5.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Matheus Cunha,20,1,matheus-cunha,FLA,0.0,111690,262,0.0,0.0,0,False,Matheus Cunha Queiroz,,,,,,,,,,,,,,,,,,,,
476,R. Guilherme,3.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Ryan Guilherme,20,4,ryan-guilherme,FOR,0.0,111757,356,0.0,0.0,0,False,Ryan Guilherme da Silva Pae,,,,,,,,,,,,,,,,,,,,
477,Fabinho,2.81,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Fabinho,20,4,fabinho,RBB,-0.05,111760,280,1.2,1.56,17,True,Fábio Silva de Freitas,1.0,9.0,10.0,2.0,11.0,,5.0,1.0,,,,,,,,,,,,
478,Kayky,3.36,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Kayky,20,5,kayky,BAH,0.38,111829,265,2.7,1.93,13,True,Kayky da Silva Chagas,1.0,3.0,3.0,3.0,5.0,,2.0,1.0,1.0,1.0,,,,,,,,2.0,,
479,M. Martins,5.91,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Matheus Martins,20,5,matheus-martins,BOT,-1.33,111831,263,1.0,3.79,7,True,Matheus Martins Silva dos Santos,1.0,6.0,6.0,5.0,11.0,,1.0,,1.0,,,,,,,,,,,
480,R. López,4.96,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Renzo López,20,5,renzo-lopez,VIT,0.03,111951,287,1.3,1.98,8,True,Renzo López Patrón,2.0,3.0,7.0,3.0,5.0,,2.0,,1.0,2.0,,,,,,,,,,
481,G. Grando,3.83,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Gabriel Grando,20,1,gabriel-grando,GRE,0.0,112616,284,0.0,-3.0,0,False,Gabriel Hamester Grando,,,,,,,,,,,,,,,,,1.0,,,
482,K. Bruno,10.21,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Kaiki Bruno,20,2,kaiki-bruno,CRU,0.0,112709,283,0.0,7.55,18,False,Kaiki Bruno da Silva,6.0,46.0,40.0,4.0,24.0,9.0,10.0,3.0,,,,,,,,,,,,
483,R. Sosa,6.49,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Ramón Sosa,20,5,ramon-sosa,PAL,0.0,112863,275,0.0,2.47,6,False,Ramón Sosa Acosta,,,3.0,1.0,4.0,,2.0,2.0,,1.0,,,,,,,,1.0,,
484,A. Moreno,4.59,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Aníbal Moreno,20,4,anibal-moreno,PAL,-0.23,112869,275,1.7,2.45,14,True,Aníbal Ismael Moreno,3.0,22.0,10.0,1.0,4.0,,5.0,,,,,,,,,,,,,
485,L. Barbosa,7.39,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Lucas Barbosa,20,5,lucas-barbosa,RBB,-1.03,112886,280,0.3,4.36,18,True,Lucas Henrique Barbosa,3.0,29.0,34.0,11.0,22.0,,12.0,2.0,1.0,6.0,,,,,,,1.0,,,
486,Sforza,4.54,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Sforza,20,4,sforza,VAS,0.0,112906,267,0.0,0.85,2,False,Juan Sebastián Sforza,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
487,Freytes,3.88,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Freytes,20,3,freytes,FLU,0.0,113034,266,0.0,2.49,16,False,Juan Pablo Freytes,3.0,11.0,8.0,2.0,8.0,3.0,8.0,,,1.0,,,1.0,,,,1.0,1.0,,
488,K. Andrade,3.44,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Kervin Andrade,20,4,kervin-andrade,FOR,-0.19,113073,356,0.1,1.62,7,True,Kervin Mario Andrade Navarro,3.0,4.0,6.0,2.0,4.0,,1.0,1.0,,1.0,,,,,,,,,,
489,Mancuso,6.82,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Mancuso,20,2,mancuso,FOR,0.0,113078,356,0.0,3.08,10,False,Eros Nazareno Mancuso,1.0,11.0,6.0,,8.0,2.0,4.0,,,1.0,,,,,,,,,,
490,F. López,9.07,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Flaco López,20,5,flaco-lopez,PAL,-0.81,113103,275,3.7,5.17,16,True,José Manuel Alberto López,3.0,20.0,22.0,3.0,25.0,,17.0,,4.0,4.0,,,,,,,,1.0,,
491,N. Mendes,4.68,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Nathan Mendes,20,2,nathan-mendes,RBB,0.08,113157,280,3.4,2.1,8,True,Nathan Gabriel de Souza Mendes,1.0,6.0,5.0,,9.0,1.0,1.0,,,,,,,,,,,,,
492,Marquinhos,3.69,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Marquinhos,20,5,marquinhos,CRU,0.0,113158,283,0.0,1.37,14,False,Marcus Vinícius Oliveira Alencar,1.0,7.0,4.0,2.0,7.0,,6.0,,,,,,,,,,,,,
493,P. Maia,4.72,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Pablo Maia,20,4,pablo-maia,SAO,0.97,113359,276,6.2,0.75,11,True,Pablo Gonçalves Maia Fortunato,2.0,4.0,12.0,,10.0,,1.0,,,,1.0,,1.0,,,,,,,
494,C. Olivera,9.29,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Cristian Olivera,20,5,cristian-olivera,GRE,0.08,113397,284,3.0,5.4,12,True,Cristian Gonzalo Olivera Ibarra,2.0,17.0,16.0,7.0,18.0,,6.0,,3.0,1.0,,,,,,,,,,
495,D. Queiroz,2.61,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Du Queiroz,20,4,du-queiroz,SPT,0.0,113687,292,0.0,1.51,11,False,Eduardo Santos Queiroz,,11.0,11.0,1.0,,,4.0,,,,1.0,,,,,,,,,
496,Diógenes,2.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Diógenes,20,1,diogenes,SAN,0.0,113690,277,0.0,0.0,0,False,Diógenes Vinícius da Silva,,,,,,,,,,,,,,,,,,,,
497,Gamarra,4.83,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Gamarra,20,3,gamarra,CRU,0.0,114334,283,0.0,2.35,2,False,Mateo Gamarra González,,4.0,1.0,,,,,,,,1.0,,,,,,,,,
498,Cleiton,4.72,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Cleiton,20,3,cleiton,FLA,0.0,114790,262,0.0,5.0,1,False,Cleiton Santana dos Santos,,,,,,1.0,,,,,,,,,,,,,,
499,V. Roque,12.02,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Vitor Roque,20,5,vitor-roque,PAL,0.37,114802,275,12.0,5.5,17,True,Vitor Hugo Roque Ferreira,2.0,18.0,17.0,9.0,37.0,,10.0,1.0,4.0,6.0,,,,,,,,,,
500,Miguelito,3.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Miguelito,20,4,miguelito,SAN,0.0,115025,277,0.0,0.0,0,False,Miguel Àngel Terceros,,,,,,,,,,,,,,,,,,,,
501,L. Freitas,4.96,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Lucas Freitas,20,3,lucas-freitas,VAS,0.77,115141,267,7.2,2.49,13,True,Lucas de Freitas Molarinho Chagas,1.0,9.0,12.0,,8.0,2.0,2.0,,1.0,,,,,,,,,,,
502,J. Jhon,7.08,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Jhon Jhon,20,4,jhon-jhon,RBB,-1.21,115248,280,1.0,4.17,18,True,Jhonatan dos Santos Rosa,4.0,12.0,13.0,6.0,34.0,,9.0,3.0,2.0,2.0,,,1.0,,,,,,,
503,M. Victor,5.42,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Marcos Victor,20,3,marcos-victor,CEA,1.33,115537,354,6.5,4.95,2,True,Marcos Victor Ferreira da Silva,,3.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,
504,Rodriguinho,3.12,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Rodriguinho,20,4,rodriguinho,CEA,0.0,115563,354,0.0,-0.6,1,False,Rodrigo Henrique Santos de Souza,,,2.0,,,,,,,,,,,,,,,,,
505,E. Galego,3.01,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Emerson Galego,20,5,emerson-galego,JUV,0.0,115586,286,0.0,1.25,2,False,Emerson Mendes de Carvalho,,1.0,,,2.0,,,,,,,,,,,,,,,
506,M. Paulo,3.48,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Marcos Paulo,20,2,marcos-paulo,JUV,0.0,115594,286,0.0,2.08,10,False,Marcos Paulo Lima Batista Silva,4.0,13.0,13.0,2.0,4.0,1.0,1.0,,,,1.0,,,,,,,,,
507,G. Delfim,2.55,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Gabriel Delfim,20,1,gabriel-delfim,CAM,0.0,115674,282,0.0,1.9,1,False,Gabriel Delfim Ferreira,,,,,,,,,,,,,,3.0,,2.0,,,,
508,E. Araújo,4.89,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Evertton Araújo,20,4,evertton-araujo,FLA,0.0,115914,262,0.0,2.92,10,False,Everton Gustavo Fernandes Araújo,1.0,11.0,13.0,4.0,8.0,,1.0,,1.0,,,,,,,,,,,
509,M. Gonçalves,3.77,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Matheus Gonçalves,20,4,matheus-goncalves,FLA,0.0,116012,262,0.0,1.6,4,False,Matheus Gonçalves Martins,,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
510,V. Hugo,4.23,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Victor Hugo,20,4,victor-hugo,FLA,0.0,116034,262,0.0,1.5,1,False,Victor Hugo Gomes Silva,,1.0,,,,,,,,,,,,,,,,,,
511,Cuiabano,9.73,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Cuiabano,20,2,cuiabano,BOT,0.0,116065,263,0.0,6.37,13,False,Luís Eduardo Soares da Silva,2.0,13.0,10.0,1.0,10.0,7.0,4.0,1.0,2.0,1.0,,,1.0,,,,,,,
512,T. Beltrame,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Thiago Beltrame,20,1,thiago-beltrame,GRE,0.0,116067,284,0.0,0.0,0,False,Thiago Beltrame Stallbaum,,,,,,,,,,,,,,,,,,,,
513,Hércules,5.37,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Hércules,20,4,hercules,FLU,-0.08,116447,266,-0.3,2.33,15,True,Hércules Pereira do Nascimento,1.0,14.0,18.0,2.0,4.0,,6.0,,1.0,,,,1.0,,,,,,,
514,Jamerson,7.87,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Jamerson,20,2,jamerson,VIT,0.0,116461,287,0.0,5.15,12,False,Jamerson Santos de Jesus,,20.0,8.0,5.0,7.0,2.0,6.0,2.0,,1.0,,,,,,,,,,
515,A. Gómez,8.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Andrés Gómez,20,5,andres-gomez,VAS,0.0,116706,267,0.0,0.0,0,False,Carlos Andrés Gómez Hinestroza,,,,,,,,,,,,,,,,,,,,
516,G. Knesowitsch,4.63,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Gabriel Knesowitsch,20,3,gabriel-knesowitsch,MIR,-0.03,117061,2305,2.0,3.8,3,True,Gabriel Knesowitsch,,2.0,,2.0,2.0,1.0,,,,,,,,,,,,,,
517,T. Borbas,1.9,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Thiago Borbas,20,5,thiago-borbas,RBB,0.05,117314,280,0.7,1.01,10,True,Thiago Nicolás Borbas Silva,3.0,1.0,6.0,1.0,5.0,,2.0,,1.0,,,,,,,,,,,
518,Cipriano,1.82,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Cipriano,20,3,cipriano,JUV,-1.3,117336,286,-3.3,-2.3,2,True,João Luiz da Silva Cipriano,1.0,,2.0,,,,,,,,,,,,,,1.0,,,
519,Otávio,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Otávio,20,1,otavio,CRU,0.0,117404,283,0.0,0.0,0,False,Otávio Eleodoro Rezende Costa,,,,,,,,,,,,,,,,,,,,
520,Garro,14.02,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Garro,20,4,garro,COR,-0.8,117632,264,4.1,3.89,9,True,Rodrigo Garro,3.0,7.0,11.0,4.0,32.0,,5.0,,,,,,2.0,,,,,,,
521,Young,2.04,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Young,20,1,young,SAO,0.04,117818,276,0.6,0.6,1,True,Young Navarro Moraes,,,,,,,,,,,,,,2.0,,2.0,,,,
522,B. Bidon,6.95,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Breno Bidon,20,4,breno-bidon,COR,-1.02,117910,264,0.0,3.36,18,True,Breno de Souza Bidon,5.0,24.0,37.0,3.0,37.0,,7.0,1.0,1.0,1.0,,,,,,,,,,
523,Lavega,3.45,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Lavega,20,5,lavega,FLU,0.0,117930,266,0.0,0.5,1,False,Joaquín Lavega Colzada,,,,,1.0,,,,,,,,,,,,,,,
524,Iago,2.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Iago,20,3,iago,FLA,0.0,118090,262,0.0,0.0,0,False,Iago Teodoro da Silva Nogueira,,,,,,,,,,,,,,,,,,,,
525,Ronald,2.74,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Ronald,20,4,ronald,GRE,0.57,118238,284,3.2,1.28,6,True,Ronald Cardoso Falkoski,,5.0,1.0,,1.0,,,,,,,,,,,,,,,
526,Rodriguinho,2.38,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Rodriguinho,20,4,rodriguinho,SAO,-1.35,118563,276,1.4,1.86,10,True,Rodrigo Huendra Almeida Mendonça,3.0,7.0,11.0,2.0,1.0,,8.0,1.0,,,,,,,,,,,,
527,Kevyson,2.18,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Kevyson,20,2,kevyson,SPT,-0.59,118701,292,0.7,1.42,5,True,Kevyson Costa e Silva,1.0,2.0,3.0,,2.0,1.0,,,,,,,,,,,,,,
528,M. Carvalho,3.58,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Mateus Carvalho,20,4,mateus-carvalho,VAS,0.0,118752,267,0.0,1.13,9,False,Mateus Carvalho dos Santos,1.0,7.0,7.0,,4.0,,1.0,,,,,,,,,,,,,
529,Alexsander,7.61,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Alexsander,20,4,alexsander,CAM,-0.3,118774,282,3.4,3.63,3,True,Alexsander Cristhian Gomes da Costa - Christian,1.0,7.0,8.0,,6.0,,1.0,,,,,,,,,,,,,
