,atletas.atleta_id,atletas.jogos_num,atletas.preco_num,atletas.status_id,atletas.clube.id.full.name,atletas.rodada_id,atletas.slug,atletas.entrou_em_campo,atletas.nome,atletas.apelido,atletas.media_num,atletas.foto,atletas.apelido_abreviado,atletas.variacao_num,atletas.posicao_id,atletas.clube_id,atletas.pontos_num,A,CA,DS,FC,FD,FF,FS,G,I,SG,FT,PS,DE,GS,PC,V,DP,CV,PP,GC
181,89368,13,12.69,7,GRE,18,braithwaite,True,Martin Christensen Braithwaite,Braithwaite,5.2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Braithwaite,-0.13,5,284,3.1,1.0,2.0,8.0,14.0,7.0,9.0,17.0,4.0,2.0,,,1.0,,,,,,,,
182,89493,4,6.0,6,CAM,18,igor-rabello,False,Igor Rabello da Costa,Igor Rabello,3.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,I. Rabello,0.0,3,282,0.0,,,4.0,4.0,,,,,,2.0,,,,,,,,,,
183,89637,14,5.04,7,INT,18,thiago-maia,True,Thiago Maia Alencar,Thiago Maia,3.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,T. Maia,-0.54,4,285,0.0,1.0,1.0,19.0,10.0,,2.0,6.0,1.0,,,,,,,,,,,,
184,89840,3,5.78,5,SAO,18,calleri,False,Jonathan Calleri,Calleri,-0.77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Calleri,0.0,5,276,0.0,,,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,1.0,1.0,
185,89846,12,6.29,6,GRE,18,cristaldo,True,Franco Cristaldo,Cristaldo,2.27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Cristaldo,-0.33,4,284,0.5,1.0,1.0,6.0,4.0,3.0,3.0,19.0,,1.0,,,,,,,,,,,
186,89883,13,4.49,7,GRE,18,dodi,True,Douglas Moreira Fagundes,Dodi,2.47,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Dodi,-0.16,4,284,0.9,,3.0,18.0,16.0,,3.0,23.0,,,,,,,,1.0,,,,,
187,90061,2,7.99,7,FOR,18,bruno-pacheco,False,Bruno de Jesus Pacheco,Bruno Pacheco,3.1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,B. Pacheco,0.0,2,356,0.0,,1.0,4.0,1.0,,,3.0,,,,,,,,,,,,,
188,90285,16,5.98,2,FLA,18,bruno-henrique,True,Bruno Henrique Pinto,Bruno Henrique,2.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,B. Henrique,-1.05,5,262,1.5,,4.0,11.0,22.0,9.0,11.0,16.0,1.0,9.0,,,,,,,,,,,
189,90307,11,4.24,6,FLA,18,juninho,True,Olávio Vieira dos Santos Júnior,Juninho,1.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Juninho,-0.25,5,262,0.5,,,5.0,7.0,2.0,2.0,4.0,,2.0,,2.0,,,,,,,,,
190,90309,4,6.41,7,VAS,18,david,True,David Correa da Fonseca,David,3.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,David,-1.75,5,267,0.0,1.0,,5.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,
191,90370,4,5.72,7,FOR,18,matheus-pereira,True,Matheus Pereira da Silva,Matheus Pereira,2.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,M. Pereira,-0.06,4,356,4.7,2.0,1.0,1.0,6.0,1.0,,1.0,,,,,,,,,,,,,
192,90449,1,4.16,6,BAH,18,rezende,False,Júlio César de Rezende Miranda,Rezende,3.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Rezende,0.0,4,265,0.0,,,2.0,2.0,,,3.0,,,,,,,,,,,,,
193,90588,9,4.42,7,JUV,18,caique,True,Caique de Jesus Gonçalves,Caíque,2.68,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Caíque,-0.3,4,286,1.1,,4.0,17.0,19.0,,1.0,17.0,,,,,,,,1.0,,,,,
194,90608,5,9.42,7,MIR,18,chico-da-costa,True,Francisco da Costa Aragão,Chico da Costa,6.76,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,C. Costa,1.22,5,2305,8.1,,,,4.0,,1.0,5.0,4.0,3.0,,,,,,,,,,,
195,90703,13,10.53,5,VIT,18,matheuzinho,False,Matheus Martins Fogaça de Paulo,Matheuzinho,4.68,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Matheuzinho,0.0,4,287,0.0,,3.0,17.0,10.0,8.0,2.0,35.0,2.0,2.0,,,,,,,,,1.0,,
196,90768,17,9.29,7,CRU,18,fabricio-bruno,True,Fabrício Bruno Soares de Faria,Fabrício Bruno,4.92,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,F. Bruno,0.75,3,283,9.0,,3.0,19.0,10.0,1.0,1.0,12.0,1.0,,9.0,,,,,,,,,,
197,90917,5,4.62,6,MIR,18,carlos-eduardo,True,Carlos Eduardo Ferreira de Souza,Carlos Eduardo,2.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,C. Eduardo,0.86,5,2305,5.5,2.0,1.0,2.0,2.0,,,2.0,,,,,,,,,,,,,
198,90943,15,3.28,7,VIT,18,ze-marcos,True,José Marcos Alves Luis,Zé Marcos,2.04,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Z. Marcos,-0.17,3,287,-0.4,,2.0,8.0,13.0,,,9.0,,1.0,4.0,,,,,,,,,,
199,91101,6,6.47,7,BAH,18,ronaldo,True,Ronaldo de Oliveira Strada,Ronaldo,4.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Ronaldo,0.74,1,265,7.6,,,,,,,2.0,,,2.0,,,11.0,4.0,1.0,,1.0,,,
200,91130,6,6.11,5,CEA,18,fernandinho,False,Fernando José Marques Maciel,Fernandinho,3.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Fernandinho,0.0,5,354,0.0,1.0,1.0,8.0,4.0,1.0,4.0,4.0,,3.0,,,,,,,,,,,
201,91158,5,9.47,2,BOT,18,kaio,True,Kaio Fernando da Silva Pantaleão,Kaio,6.32,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Kaio,-1.2,3,263,0.0,,,6.0,4.0,2.0,3.0,8.0,,,3.0,,,,,,,,,,
202,91203,1,2.9,6,CEA,18,eder,False,Éder Ferreira Graminho,Éder,0.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Éder,0.0,3,354,0.0,,,,,,1.0,,,,,,,,,,,,,,
203,91254,0,6.0,6,GRE,18,carballo,False,Felipe Ignacio Carballo Ares,Carballo,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Carballo,0.0,4,284,0.0,,,,,,,,,,,,,,,,,,,,
204,91473,9,6.34,5,FLA,18,erick-pulgar,False,Erick Antonio Pulgar Farfán,Erick Pulgar,2.89,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,E. Pulgar,0.0,4,262,0.0,,2.0,12.0,13.0,2.0,,7.0,1.0,,,,,,,,,,,,
205,91509,5,4.25,6,JUV,18,rodrigo-sam,False,Rodrigo Eduardo da Silva,Rodrigo Sam,2.04,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,R. Sam,0.0,3,286,0.0,,2.0,8.0,8.0,,1.0,4.0,,2.0,,,,,,,,,,,
206,91573,13,10.16,7,SAO,18,arboleda,True,Robert Abel Arboleda Escobar,Arboleda,5.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Arboleda,0.21,3,276,11.5,,2.0,20.0,9.0,,5.0,7.0,3.0,2.0,4.0,,,,,,,,,,
207,91607,15,10.47,7,CAM,18,rony,True,Ronielson da Silva Barbosa,Rony,4.96,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Rony,-0.42,5,282,1.0,,3.0,14.0,28.0,14.0,8.0,30.0,3.0,14.0,,1.0,1.0,,,,,,,,
208,91627,0,3.0,6,JUV,18,dudu-vieira,False,Carlos Eduardo de Souza Vieira,Dudu Vieira,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,D. Vieira,0.0,4,286,0.0,,,,,,,,,,,,,,,,,,,,
209,91639,13,8.97,7,SPT,18,igor-carius,True,Igor Aquino da Silva,Igor Cariús,4.99,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,I. Cariús,1.37,2,292,10.7,,1.0,28.0,13.0,5.0,4.0,16.0,,5.0,3.0,,,,,1.0,,,,,1.0
210,91706,11,6.86,7,GRE,18,marlon,False,Marlon Rodrigues Xavier,Marlon,4.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Marlon,0.0,2,284,0.0,,2.0,20.0,12.0,1.0,,7.0,,,3.0,,,,,,,,,,
211,91772,13,5.87,7,BAH,18,david-duarte,True,David de Duarte Macedo,David Duarte,3.22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,D. Duarte,0.33,3,265,7.7,,1.0,5.0,9.0,1.0,5.0,6.0,,1.0,6.0,,,,,,,,,,
212,91808,12,6.53,6,SPT,18,caique-franca,False,Caíque França Godoy,Caíque França,3.52,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,C. França,0.0,1,292,0.0,,2.0,2.0,,,,1.0,,,2.0,,,39.0,20.0,,,,,,
213,91866,12,6.89,6,SAN,18,ze-ivaldo,False,José Ivaldo Almeida Silva,Zé Ivaldo,4.15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Z. Ivaldo,0.0,3,277,0.0,,4.0,19.0,13.0,,10.0,9.0,1.0,3.0,2.0,,,,,1.0,,,,,
214,91908,10,5.38,6,GRE,18,pavon,True,Cristian David Pavón,Pavón,2.74,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Pavón,-0.1,5,284,3.8,1.0,4.0,10.0,6.0,5.0,4.0,8.0,,,,,,,,,,,,,
215,92085,10,3.2,6,JUV,18,giovanny,False,Giovanny Bariani Marques,Giovanny,1.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Giovanny,0.0,5,286,0.0,1.0,,3.0,4.0,,5.0,10.0,,1.0,,,,,,,,,,,
216,92087,11,8.82,7,CAM,18,lyanco,True,Lyanco Evangelista Silveira Neves Vojnovic,Lyanco,5.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Lyanco,0.3,3,282,4.4,,4.0,25.0,21.0,3.0,3.0,17.0,,2.0,5.0,,,,,,,,2.0,,
217,92171,5,12.07,7,BOT,18,arthur-cabral,True,Arthur Mendonça Cabral,Arthur Cabral,5.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,A. Cabral,-2.34,5,263,-0.1,,,1.0,7.0,3.0,3.0,7.0,2.0,1.0,,1.0,,,,,,,,,
218,92182,6,4.71,6,INT,18,juninho,True,José Carlos Ferreira Júnior,Juninho,2.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Juninho,0.51,3,285,4.7,,1.0,7.0,2.0,1.0,4.0,4.0,,,,,,,,,,,,,
219,92237,2,4.75,5,GRE,18,rodrigo-ely,False,Rodrigo Ely,Rodrigo Ely,0.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,R. Ely,0.0,3,284,0.0,,,1.0,1.0,,,,,,,,,,,,,,,,
220,92440,12,6.84,7,COR,18,andre-ramalho,True,André Ramalho Silva,André Ramalho,3.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,A. Ramalho,-0.11,3,264,6.7,,3.0,16.0,14.0,,3.0,5.0,,,5.0,,,,,,,,,,
221,92696,11,10.9,7,VIT,18,renato-kayzer,True,Renato Kayzer de Souza,Renato Kayzer,5.92,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,R. Kayzer,1.27,5,287,11.4,,1.0,4.0,16.0,5.0,7.0,22.0,5.0,7.0,,1.0,,,,,,,,,
222,92702,5,8.02,7,SPT,18,daniel-paulista,True,Daniel Pollo Barioni,Daniel Paulista,4.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,D. Paulista,0.17,6,292,5.84,,,,,,,,,,,,,,,,,,,,
223,92708,12,6.15,7,FOR,18,deyverson,True,Deyverson Brum Silva Acosta,Deyverson,3.58,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Deyverson,-1.1,5,356,2.2,,1.0,4.0,11.0,3.0,11.0,14.0,2.0,2.0,,2.0,,,,,,,,,
224,92811,0,6.0,6,PAL,18,bruno-rodrigues,False,Bruno Rafael Rodrigues do Nascimento,Bruno Rodrigues,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,B. Rodrigues,0.0,5,275,0.0,,,,,,,,,,,,,,,,,,,,
225,92854,13,10.3,7,INT,18,borre,True,Rafael Santos Borré Maury,Borré,3.85,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Borré,-0.8,5,285,-0.1,1.0,1.0,8.0,15.0,4.0,6.0,5.0,3.0,4.0,,1.0,,,,,,,,,
226,92981,11,4.2,6,INT,18,ronaldo,False,Ronaldo da Silva Souza Guerrero,Ronaldo,1.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Ronaldo,0.0,4,285,0.0,,3.0,19.0,20.0,2.0,2.0,2.0,,2.0,,,,,,,,,1.0,,
227,93236,10,4.91,6,CEA,18,rafael-ramos,False,Rafael António Figueiredo Ramos,Rafael Ramos,3.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,R. Ramos,0.0,2,354,0.0,,1.0,14.0,12.0,1.0,3.0,1.0,,,3.0,,,,,,,,,,
228,93372,6,7.74,5,SAN,18,joao-basso,False,João Othávio Basso,João Basso,4.42,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,J. Basso,0.0,3,277,0.0,,2.0,7.0,10.0,,,6.0,1.0,,2.0,,,,,,,,,,
229,93411,0,5.0,6,VIT,18,cantalapiedra,False,Aitor Cantalapiedra Fernández,Cantalapiedra,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Cantalapiedra,0.0,5,287,0.0,,,,,,,,,,,,,,,,,,,,
230,93478,17,5.01,7,CRU,18,wanderson,True,Wanderson Maciel Sousa Campos,Wanderson,1.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Wanderson,0.23,5,283,1.8,,1.0,7.0,21.0,7.0,14.0,9.0,,4.0,,1.0,,,,,,,,,
231,93637,7,4.6,6,CEA,18,bruno-tubarao,False,Bruno Nunes de Barros,Bruno Tubarão,2.2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,B. Tubarão,0.0,2,354,0.0,,,,1.0,,1.0,,,1.0,3.0,,,,,,,,,,
232,93716,12,13.36,7,VAS,18,paulo-henrique,False,Paulo Henrique de Oliveira Alves,Paulo Henrique,7.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,P. Henrique,0.0,2,267,0.0,3.0,5.0,44.0,27.0,5.0,4.0,8.0,,1.0,2.0,1.0,,,,,,,,,
233,93790,14,5.66,7,BOT,18,marlon-freitas,True,Marlon Rodrigues Freitas,Marlon Freitas,2.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,M. Freitas,-0.08,4,263,1.7,3.0,3.0,12.0,13.0,3.0,3.0,7.0,,,,,,,,,,,,,
234,93834,0,3.0,6,CEA,18,keiller,False,Keiller da Silva Nunes,Keiller,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Keiller,0.0,1,354,0.0,,,,,,,,,,,,,,,,,,,,
235,93879,6,7.5,6,JUV,18,marcao,False,Marcos Venicius Santos Miranda - Vinícius,Marcão,5.93,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Marcão,0.0,1,286,0.0,,,,,,,,,,1.0,,,32.0,10.0,1.0,,,,,
236,93882,15,8.35,7,RBB,18,cleiton,True,Cleiton Schwengber,Cleiton,4.91,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Cleiton,0.64,1,280,7.1,,3.0,,,,,4.0,,,5.0,,,52.0,18.0,,,,,,
237,93886,4,7.0,7,SPT,18,matheusinho,True,Matheus Leonardo Sales Cardoso,Matheusinho,4.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Matheusinho,-0.84,4,292,2.0,2.0,,3.0,5.0,1.0,3.0,6.0,,1.0,,,,,,,,,,,
238,93988,10,7.99,7,FOR,18,breno-lopes,True,Breno Henrique Vasconcelos Lopes,Breno Lopes,3.98,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,B. Lopes,1.71,5,356,11.1,,1.0,3.0,7.0,4.0,8.0,18.0,2.0,8.0,,1.0,,,,,,,,,
239,94044,15,11.23,6,BOT,18,john,True,John Victor Maciel Furtado,John,6.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,John,-0.61,1,263,0.6,,2.0,1.0,1.0,,,3.0,,,9.0,,,46.0,8.0,,,,,,
240,94067,8,4.9,5,RBB,18,matheus-fernandes,False,Matheus Fernandes Siqueira,Matheus Fernandes,2.27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,M. Fernandes,0.0,4,280,0.0,,1.0,13.0,7.0,,1.0,2.0,,,,,,,,,,,,,
241,94154,11,3.58,5,COR,18,maycon,False,Maycon de Andrade Barberan,Maycon,1.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Maycon,0.0,4,264,0.0,,,9.0,3.0,,1.0,2.0,,,,,,,,,,,,,
242,94156,10,4.48,6,SAN,18,diego-pituca,False,Diego Cristiano Evaristo,Diego Pituca,1.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,D. Pituca,0.0,4,277,0.0,,2.0,4.0,6.0,,2.0,7.0,1.0,,,,,,,,,,,,
243,94207,12,9.36,7,SAN,18,guilherme,False,Guilherme Augusto Vieira dos Santos,Guilherme,6.52,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Guilherme,0.0,5,277,0.0,1.0,,22.0,6.0,5.0,11.0,23.0,2.0,3.0,,,,,,,,,,,
244,94444,9,3.58,6,JUV,18,matheus-babi,False,Matheus Barcelos da Silva,Matheus Babi,1.58,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,M. Babi,0.0,5,286,0.0,,2.0,5.0,9.0,,2.0,4.0,1.0,2.0,,,,,,,,,,,
245,94509,10,10.89,6,PAL,18,raphael-veiga,True,Raphael Cavalcante Veiga,Raphael Veiga,2.25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,R. Veiga,-0.87,4,275,-0.4,1.0,,4.0,9.0,2.0,4.0,15.0,,,,,1.0,,,,,,,,
246,94514,0,4.0,6,VAS,18,lucas-oliveira,False,Lucas da Cruz Oliveira,Lucas Oliveira,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,L. Oliveira,0.0,3,267,0.0,,,,,,,,,,,,,,,,,,,,
247,94583,11,16.16,7,FLA,18,pedro,False,Pedro Guilherme Abreu dos Santos,Pedro,6.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Pedro,0.0,5,262,0.0,2.0,3.0,4.0,4.0,10.0,1.0,7.0,5.0,1.0,,1.0,1.0,,,,,,,1.0,
248,94931,1,5.77,7,JUV,18,lucas-fernandes,False,Lucas Fernandes da Silva,Lucas Fernandes,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,L. Fernandes,0.0,4,286,0.0,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,
249,94968,12,11.57,5,RBB,18,juninho-capixaba,False,Luis Antônio da Rocha Júnior,Juninho Capixaba,8.26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,J. Capixaba,0.0,2,280,0.0,,1.0,29.0,17.0,4.0,7.0,27.0,1.0,1.0,6.0,,,,,,,,,,
250,95127,6,4.9,6,CEA,18,nicolas,True,Nicolas Vecchiato da Silva - Vichiatto / Vechiatto,Nicolas,2.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Nicolas,-0.42,2,354,0.0,,,3.0,3.0,1.0,1.0,,,,2.0,,,,,,,,,,
251,95131,14,8.31,7,JUV,18,gabriel-taliari,True,Gabriel Pereira Taliari,Gabriel Taliari,4.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,G. Taliari,-0.43,5,286,1.7,2.0,,12.0,18.0,4.0,7.0,18.0,2.0,3.0,,2.0,,,,,,,,,
252,95354,8,2.46,6,JUV,18,giraldo,True,Daniel Eduardo Giraldo Cárdenas,Giraldo,0.62,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Giraldo,0.37,4,286,1.2,,2.0,5.0,12.0,,2.0,3.0,,,,,,,,,,,,,
253,95357,14,5.04,7,SPT,18,rivera,True,Christian Hernando Rivera Cuéllar,Rivera,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Rivera,-0.11,4,292,3.2,,4.0,32.0,33.0,,,16.0,,1.0,,,,,,,,,,,
254,95466,7,7.01,6,SAN,18,igor-vinicius,True,Igor Vinícius de Souza,Igor Vinícius,3.06,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,I. Vinícius,0.77,2,277,5.1,,2.0,8.0,7.0,3.0,3.0,5.0,,,1.0,,,,,,,,,,
255,95556,14,5.7,7,COR,18,raniele,False,Raniele Almeida Melo,Raniele,2.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Raniele,0.0,4,264,0.0,,3.0,20.0,15.0,2.0,3.0,21.0,,,,,,,,,,,,,
256,95799,13,9.26,7,BOT,18,artur,True,Artur Victor Guimarães,Artur,4.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Artur,0.13,5,263,2.8,3.0,1.0,8.0,8.0,5.0,9.0,15.0,2.0,1.0,,1.0,,,,,,,,,
257,95936,2,2.04,6,VAS,18,daniel-fuzato,True,Daniel Cerântula Fuzato,Daniel Fuzato,-0.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,D. Fuzato,-0.83,1,267,-1.7,,,,,,,,,,,,,2.0,4.0,,,,,,
