,atletas.atleta_id,atletas.jogos_num,atletas.preco_num,atletas.status_id,atletas.clube.id.full.name,atletas.rodada_id,atletas.slug,atletas.entrou_em_campo,atletas.nome,atletas.apelido,atletas.media_num,atletas.foto,atletas.apelido_abreviado,atletas.variacao_num,atletas.posicao_id,atletas.clube_id,atletas.pontos_num,A,CA,DS,FC,FD,FF,FS,G,I,SG,FT,PS,DE,GS,PC,V,DP,CV,PP,GC
367,104134,11,4.23,7,VIT,18,fabri,True,Fabrício do Rosário dos Santos,Fabri,2.46,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Fabri,-0.14,5,287,1.5,1.0,,9.0,14.0,2.0,8.0,8.0,,,,,,,,,,,,,
368,104191,0,2.0,6,BOT,18,raul,False,Raul Jonas Steffens,Raul,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Raul,0.0,1,263,0.0,,,,,,,,,,,,,,,,,,,,
369,104204,15,7.28,7,MIR,18,edson-carioca,True,Edson Guilherme Mendes dos Santos,Edson Carioca,4.93,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,E. Carioca,-0.95,5,2305,3.5,2.0,1.0,15.0,17.0,6.0,13.0,12.0,3.0,2.0,,,,,,,,,,,
370,104250,14,6.23,7,VAS,18,joao-victor,True,João Victor da Silva Marcelino,João Victor,3.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,J. Victor,0.28,3,267,2.5,,3.0,17.0,10.0,2.0,5.0,10.0,1.0,,2.0,1.0,,,,,,,,,1.0
371,104257,2,5.45,5,GRE,18,joao-lucas,True,João Lucas de Almeida Carvalho,João Lucas,2.65,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,J. Lucas,0.31,2,284,2.3,,1.0,5.0,4.0,,,,,,,,,,,,,,,,
372,104271,11,5.91,5,SPT,18,hereda,False,Diogo Hereda da Silva,Hereda,4.79,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Hereda,0.0,2,292,0.0,1.0,1.0,17.0,12.0,2.0,7.0,18.0,,2.0,2.0,,,,,,,,,,
373,104502,14,8.7,7,CRU,18,christian,True,Christian Roberto Alves Cardoso,Christian,4.86,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Christian,1.73,4,283,13.3,2.0,5.0,17.0,23.0,5.0,8.0,17.0,3.0,4.0,,,,,,,,,,,
374,104519,10,3.8,7,GRE,18,camilo,True,Camilo Reijers de Oliveira,Camilo,1.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Camilo,-0.13,4,284,2.7,,,14.0,13.0,,2.0,1.0,,,,,,,,1.0,,,,,
375,104588,0,2.0,6,RBB,18,fabricio,False,Fabrício Oliveira de Souza,Fabrício,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Fabrício,0.0,1,280,0.0,,,,,,,,,,,,,,,,,,,,
376,104640,6,2.74,6,MIR,18,matheus-bianqui,False,Matheus Henrique Bianqui,Matheus Bianqui,0.38,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,M. Bianqui,0.0,4,2305,0.0,,1.0,3.0,4.0,,,,,,,,,,,,,,,,
377,104666,3,11.49,5,FOR,18,moises,False,Moisés Vieira da Veiga,Moisés,3.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Moisés,0.0,5,356,0.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,,2.0,,,,,,,,,,,
378,104693,6,3.31,2,BOT,18,newton,True,Newton Araújo da Costa Júnior,Newton,2.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Newton,-1.39,4,263,-0.6,,1.0,8.0,8.0,1.0,3.0,1.0,,,,,,,,,,,,,
379,104758,16,9.3,6,SAO,18,enzo-diaz,True,Enzo Hernán Díaz,Enzo Díaz,5.07,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,E. Díaz,0.67,2,276,9.6,2.0,4.0,39.0,32.0,1.0,5.0,18.0,,1.0,3.0,,,,,3.0,,,,,
380,104783,11,4.58,6,BAH,18,acevedo,True,Nicolás Brian Acevedo Tabárez,Acevedo,2.31,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Acevedo,-0.07,4,265,3.0,,1.0,16.0,5.0,2.0,,3.0,,,,,,,,,,,,,
381,104933,0,2.0,6,GRE,18,jorge-meurer,False,Jorge Meurer Bartholdy,Jorge Meurer,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,J. Meurer,0.0,1,284,0.0,,,,,,,,,,,,,,,,,,,,
382,104994,16,6.81,7,GRE,18,wagner-leonardo,True,Wagner Leonardo Calvelo de Souza,Wagner Leonardo,3.17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,W. Leonardo,0.42,3,284,5.0,1.0,2.0,20.0,14.0,4.0,1.0,3.0,,1.0,3.0,,,,,,,,,,
383,105047,0,7.0,5,CRU,18,joao-marcelo,False,João Marcelo Messias Ferreira,João Marcelo,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,J. Marcelo,0.0,3,283,0.0,,,,,,,,,,,,,,,,,,,,
384,105175,0,7.0,6,PAL,18,khellven,False,Khellven Douglas Silva Oliveira,Khellven,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Khellven,0.0,2,275,0.0,,,,,,,,,,,,,,,,,,,,
385,105213,9,5.06,3,RBB,18,sant-anna,True,Ariel Agustín Sant'Anna Quintero,Sant'Anna,2.4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Sant'Anna,-0.51,2,280,-1.3,,3.0,8.0,8.0,1.0,6.0,2.0,,1.0,1.0,1.0,,,,,,,,,
386,105214,9,4.54,6,BOT,18,santiago-rodriguez,False,Santiago Mariano Rodríguez Molina,Santiago Rodríguez,1.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,S. Rodríguez,0.0,4,263,0.0,,1.0,4.0,4.0,4.0,4.0,7.0,,,,,,,,,,,,,
387,105258,6,8.6,7,FOR,18,gaston-avila,False,Gastón Luciano Ávila,Gastón Ávila,4.13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,G. Ávila,0.0,3,356,0.0,,1.0,11.0,3.0,2.0,1.0,4.0,,,1.0,,,,,,,,,,
388,105300,13,9.12,2,SAO,18,ferraresi,True,Nahuel Adolfo Ferraresi Hernández,Ferraresi,5.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Ferraresi,-0.33,3,276,10.4,2.0,2.0,36.0,15.0,,1.0,8.0,,1.0,3.0,,,,,,,,,,1.0
389,105337,6,2.62,6,CEA,18,lucas-lima,True,Lucas Eduardo Lima da Silva,Lucas Lima,0.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,L. Lima,0.17,4,354,1.5,,,2.0,,,1.0,1.0,,,,,,,,,,,,,
390,105373,4,6.66,6,BAH,18,gabriel-xavier,False,Gabriel Lheman Xavier - Lhman,Gabriel Xavier,2.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,G. Xavier,0.0,3,265,0.0,,1.0,2.0,4.0,,,1.0,,,2.0,,,,,,,,,,
391,105436,0,9.0,6,FLA,18,carrascal,False,Jorge Andrés Carrascal Guardo,Carrascal,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Carrascal,0.0,4,262,0.0,,,,,,,,,,,,,,,,,,,,
392,105531,10,10.05,7,COR,18,matheus-bidu,False,Matheus Lima Beltrão Oliveira Valin,Matheus Bidu,6.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,M. Bidu,0.0,2,264,0.0,1.0,1.0,16.0,6.0,1.0,4.0,24.0,,2.0,5.0,,1.0,,,,,,,,
393,105563,0,9.0,6,GRE,18,carlos-vinicius,False,Carlos Vinícius Alves Morais,Carlos Vinícius,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,C. Vinícius,0.0,5,284,0.0,,,,,,,,,,,,,,,,,,,,
394,105568,14,7.58,6,FOR,18,lucero,True,Juan Martín Lucero,Lucero,2.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Lucero,-0.17,5,356,-0.1,1.0,3.0,7.0,17.0,4.0,3.0,7.0,3.0,5.0,,1.0,,,,,,,,1.0,
395,105584,14,7.38,3,VAS,18,lucas-piton,True,Lucas Piton Crivellaro,Lucas Piton,3.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,L. Piton,0.2,2,267,3.4,4.0,3.0,16.0,23.0,,3.0,6.0,,1.0,2.0,,,,,,,,,,
396,105585,5,1.66,6,MIR,18,roni,False,Roni Medeiros de Moura,Roni,0.1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Roni,0.0,4,2305,0.0,,1.0,1.0,,,,,,,,,,,,,,,,,
397,105647,11,9.79,7,PAL,18,mauricio,False,Maurício Magalhães Prado,Maurício,4.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Maurício,0.0,4,275,0.0,1.0,,7.0,8.0,2.0,6.0,6.0,3.0,2.0,,,,,,,,,,,
398,105786,15,6.36,6,COR,18,talles-magno,True,Talles Magno Bacelar Martins,Talles Magno,3.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,T. Magno,-0.09,5,264,3.0,1.0,1.0,11.0,16.0,3.0,8.0,23.0,1.0,8.0,,1.0,,,,,,,,,
399,105811,15,10.75,7,INT,18,wesley,True,Wesley Ribeiro Silva,Wesley,4.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Wesley,-0.54,5,285,0.5,2.0,1.0,19.0,14.0,8.0,9.0,31.0,,5.0,,1.0,,,,,,,,,
400,105842,9,4.68,6,VIT,18,edu,True,Lucas Eduardo Ribeiro de Souza,Edu,4.06,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Edu,-0.78,3,287,0.0,,,9.0,5.0,1.0,3.0,2.0,,,4.0,,,,,,,,,,
401,105845,8,5.34,6,CEA,18,matheus-araujo,False,Matheus de Araújo Andrade,Matheus Araújo,2.4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,M. Araújo,0.0,4,354,0.0,1.0,,2.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,
402,105900,4,3.9,6,FOR,18,allanzinho,False,Allan Victor Oliveira Mota,Allanzinho,2.07,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Allanzinho,0.0,5,356,0.0,1.0,1.0,1.0,4.0,,2.0,5.0,,1.0,,,,,,,,,,,
403,105903,13,3.3,6,MIR,18,jose-aldo,True,José Aldo Soares de Oliveira Filho,José Aldo,2.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,J. Aldo,-0.59,4,2305,-0.3,,2.0,16.0,13.0,1.0,5.0,8.0,,1.0,,,,,,,,,,,
404,105949,6,10.01,7,INT,18,rochet,True,Sergio Ramón Rochet Álvarez,Rochet,5.42,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Rochet,-1.03,1,285,0.6,,,,,,,1.0,,,2.0,,,20.0,4.0,,,,,,
405,105990,15,5.37,7,BAH,18,santiago-mingo,True,Santiago Martín Ramos Mingo,Santiago Mingo,2.93,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,S. Mingo,0.85,3,265,7.0,,4.0,13.0,18.0,,5.0,10.0,,2.0,5.0,,,,,,,,,,
406,106082,12,6.23,6,JUV,18,ewerthon,False,Ewerthon Diógenes da Silva,Ewerthon,3.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Ewerthon,0.0,2,286,0.0,,2.0,20.0,7.0,2.0,4.0,7.0,,,1.0,,,,,,,,,,
407,106147,12,6.85,7,JUV,18,thiago-carpini,False,Thiago Carpini Barbosa,Thiago Carpini,4.03,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,T. Carpini,0.0,6,286,0.0,,,,,,,,,,,,,,,,2.0,,,,
408,106160,3,7.15,6,RBB,18,lucao,False,Lucas Alexandre Galdino de Azevedo,Lucão,6.23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Lucão,0.0,1,280,0.0,,1.0,,,,,1.0,,,1.0,,,14.0,4.0,,,,,,
409,106202,0,6.0,5,INT,18,bruno-gomes,False,Bruno Gomes da Silva Clevelário,Bruno Gomes,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,B. Gomes,0.0,2,285,0.0,,,,,,,,,,,,,,,,,,,,
410,106294,14,4.21,7,SAO,18,marcos-antonio,True,Marcos Antônio Silva Santos,Marcos Antônio,2.33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,M. Antônio,-0.62,4,276,2.4,2.0,3.0,12.0,15.0,1.0,3.0,17.0,,,,,,,,,,,,,
411,106323,14,5.29,7,BAH,18,caio-alexandre,True,Caio Alexandre Souza e Silva,Caio Alexandre,2.47,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,C. Alexandre,-0.16,4,265,1.8,1.0,4.0,18.0,25.0,,5.0,20.0,,,,,,,,,,,,,
412,106434,7,8.19,5,RBB,18,eduardo-santos,False,Eduardo Gonzaga Mendes Santos,Eduardo Santos,5.1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,E. Santos,0.0,3,280,0.0,,,10.0,1.0,,,2.0,,,4.0,,,,,,,,,,
413,106593,15,9.64,7,CRU,18,villalba,True,Lucas Hernán Villalba,Villalba,6.67,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Villalba,1.66,3,283,11.5,,3.0,21.0,8.0,1.0,3.0,7.0,1.0,,10.0,3.0,,,,,,,,,
414,106681,7,3.5,6,SPT,18,leo-pereira,True,Leonardo Augusto dos Santos Pereira,Léo Pereira,1.64,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,L. Pereira,0.07,5,292,1.4,,,4.0,6.0,1.0,1.0,11.0,,2.0,,,,,,,,,,,
415,106822,7,5.88,6,BAH,18,rodrigo-nestor,False,Rodrigo Nestor Bertalia,Rodrigo Nestor,3.33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,R. Nestor,0.0,4,265,0.0,,1.0,9.0,5.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,
416,106829,0,4.0,6,SAO,18,patryck,False,Patryck Lanza dos Reis,Patryck,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Patryck,0.0,2,276,0.0,,,,,,,,,,,,,,,,,,,,
417,106918,4,5.35,6,FLU,18,paulo-baya,False,Paulo Henrique Silva Ribeiro,Paulo Baya,3.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,P. Baya,0.0,5,266,0.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,
418,107093,16,10.06,7,BAH,18,luciano-juba,True,Luciano Batista da Silva Júnior,Luciano Juba,6.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,L. Juba,0.19,2,265,7.9,3.0,1.0,16.0,12.0,3.0,7.0,5.0,3.0,1.0,6.0,,,,,,,,,,
419,107170,3,4.33,5,BOT,18,jeffinho,False,Jefferson Ruan Pereira dos Santos,Jeffinho,2.33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Jeffinho,0.0,5,263,0.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,
420,107173,9,5.78,6,BAH,18,michel-araujo,True,Michel Daryl Araújo Villar,Michel Araújo,3.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,M. Araújo,-0.23,4,265,0.0,,1.0,4.0,7.0,,1.0,,3.0,,,,,,,,,,,,
421,107174,14,7.66,6,INT,18,bruno-tabata,True,Bruno Vinícius Souza Ramos,Bruno Tabata,3.92,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,B. Tabata,2.15,4,285,13.8,,2.0,13.0,7.0,6.0,6.0,17.0,2.0,1.0,,1.0,,,,,,,,,
422,107179,5,4.42,6,COR,18,matheus-donelli,False,Matheus Planelles Donelli,Matheus Donelli,3.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,M. Donelli,0.0,1,264,0.0,,1.0,,,,,1.0,,,1.0,,,13.0,6.0,,,,,,
423,107183,0,5.0,7,BOT,18,leo-linck,False,Leonardo Matias Baiersdorf Linck,Léo Linck,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,L. Linck,0.0,1,263,0.0,,,,,,,,,,,,,,,,,,,,
424,107221,2,3.44,6,FOR,18,magrao,False,Audenirton Soares da Silva,Magrão,2.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Magrão,0.0,1,356,0.0,,,,,,,,,,,,,6.0,2.0,,,,,,
425,107231,1,10.94,2,BOT,18,danilo,True,Danilo dos Santos de Oliveira,Danilo,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Danilo,-1.06,4,263,0.0,,,,,,,,,,,,,,,,,,,,
426,107236,3,4.84,6,PAL,18,vanderlan,True,Vanderlan Barbosa da Silva,Vanderlan,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Vanderlan,-0.18,2,275,2.6,,,6.0,5.0,,,3.0,,,,,,,,,,,,,
427,107516,11,5.34,6,JUV,18,enio,True,Sebastião Ênio Santos de Almeida,Ênio,3.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Ênio,1.06,5,286,7.5,,2.0,6.0,4.0,3.0,5.0,20.0,1.0,4.0,,1.0,,,,,,,,,
428,107554,16,9.62,2,CAM,18,natanael,True,Natanael Moreira Milouski,Natanael,5.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Natanael,1.44,2,282,11.0,,1.0,29.0,17.0,3.0,4.0,13.0,1.0,2.0,7.0,,,,,,,,,,
429,107698,0,1.0,6,SPT,18,adriano,False,Antônio Adriano Nascimento de Sousa,Adriano,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Adriano,0.0,1,292,0.0,,,,,,,,,,,,,,,,,,,,
430,107726,16,6.63,7,SPT,18,chrystian-barletta,True,Chrystian Amaral Barletta de Almeida,Chrystian Barletta,4.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,C. Barletta,-0.23,5,292,2.8,,1.0,12.0,9.0,14.0,13.0,19.0,2.0,5.0,,2.0,,,,,,,,,
431,107744,3,4.38,6,RBB,18,praxedes,True,Bruno Conceição Praxedes,Praxedes,0.93,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Praxedes,-0.58,4,280,0.0,,1.0,,2.0,,3.0,4.0,,,,,,,,,,,,,
432,107748,0,3.0,6,GRE,18,adriel,False,Adriel Vasconcelos Ramos,Adriel,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Adriel,0.0,1,284,0.0,,,,,,,,,,,,,,,,,,,,
433,107795,2,5.13,6,BOT,18,elias-manoel,False,Elias Manoel Alves de Paula,Elias Manoel,0.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,E. Manoel,0.0,5,263,0.0,,,1.0,1.0,,,,,,,,,,,,,,,,
434,107796,7,2.67,6,INT,18,diego-rosa,False,Diego Gabriel Silva Rosa,Diego Rosa,1.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,D. Rosa,0.0,4,285,0.0,,,5.0,4.0,,1.0,2.0,,,,,,,,,,,,,
435,107801,2,2.43,6,JUV,18,nata,False,Natã Felipe de Amorim Santos,Natã,1.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Natã,0.0,3,286,0.0,,,2.0,1.0,,,,,,,,,,,,,,,,
436,107859,0,2.0,6,VIT,18,fintelman,False,Alexandre Fintelman de Mello Ribeiro da Silva,Fintelman,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Fintelman,0.0,1,287,0.0,,,,,,,,,,,,,,,,,,,,
437,107873,13,6.7,7,SAO,18,bobadilla,True,Damián Josué Bobadilla Benítez,Bobadilla,3.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Bobadilla,0.97,4,276,11.9,,1.0,25.0,15.0,3.0,2.0,6.0,1.0,,,,,,,,,,,,
438,107908,3,5.41,5,COR,18,hugo,False,Hugo Ferreira de Farias,Hugo,2.23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Hugo,0.0,2,264,0.0,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
439,107950,8,6.33,6,CAM,18,fausto-vera,False,Fausto Mariano Vera,Fausto Vera,2.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,F. Vera,0.0,4,282,0.0,,2.0,9.0,8.0,,3.0,4.0,1.0,,,,,,,,,,,,
440,107989,8,5.5,6,INT,18,carbonero,True,Johan Stiven Carbonero Balanta,Carbonero,3.99,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Carbonero,-1.97,5,285,0.7,,1.0,1.0,9.0,1.0,6.0,17.0,2.0,4.0,,1.0,1.0,,,,,,,,
441,108133,15,6.59,7,RBB,18,isidro-pitta,True,Isidro Miguel Pitta Saldívar,Isidro Pitta,3.33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,I. Pitta,-1.0,5,280,0.5,1.0,3.0,1.0,14.0,3.0,4.0,9.0,5.0,7.0,,,,,,,,,,,
442,108176,0,4.0,6,CEA,18,gabriel-lacerda,False,Gabriel Santos Cordeiro Lacerda,Gabriel Lacerda,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,G. Lacerda,0.0,3,354,0.0,,,,,,,,,,,,,,,,,,,,
443,108274,6,3.63,7,BOT,18,david-ricardo,True,David Ricardo Loiola da Silva,David Ricardo,2.58,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,D. Ricardo,-0.58,3,263,1.5,,,3.0,6.0,,1.0,,,,3.0,,,,,,,,1.0,,
444,108548,9,3.57,6,GRE,18,aravena,True,Alexander Ernesto Aravena Guzmán,Aravena,1.98,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Aravena,-0.02,5,284,1.5,,1.0,4.0,3.0,,1.0,4.0,1.0,1.0,,1.0,,,,,,,,,
