,atletas.entrou_em_campo,atletas.nome,atletas.slug,atletas.preco_num,atletas.minimo_para_valorizar,atletas.atleta_id,atletas.variacao_num,atletas.pontos_num,atletas.rodada_id,atletas.apelido,atletas.posicao_id,atletas.clube_id,atletas.media_num,atletas.status_id,atletas.jogos_num,atletas.foto,atletas.clube.id.full.name,atletas.apelido_abreviado,DS,FC,FD,FF,FS,I,A,CA,SG,DE,GS,CV,PP,V,FT,G,PC,DP,PS,GC
22,True,Alex Sandro Lobo Silva,alex-sandro,12.15,,61987,0.01,5.0,3,Alex Sandro,2,262,5.2,7,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,A. Sandro,7.0,9.0,,1.0,4.0,,,,1.0,,,,,,,,,,,
23,True,Paulo Henrique Chagas de Lima,ganso,9.25,,62977,-1.23,0.0,3,Ganso,4,266,0.65,2,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,Ganso,,,,1.0,1.0,,,,,,,,,,,,,,,
24,True,Neymar da Silva Santos Júnior,neymar,22.63,,63007,-2.37,2.6,3,Neymar,4,277,2.6,2,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,Neymar,,2.0,1.0,,6.0,,,1.0,,,,,,,,,,,,
25,False,Marcos Luis Rocha Aquino,marcos-rocha,7.0,,63013,0.0,0.0,3,Marcos Rocha,2,275,0.0,2,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,M. Rocha,,,,,,,,,,,,,,,,,,,,
26,False,Alan Luciano Ruschel,alan-ruschel,6.58,,63110,0.0,0.0,3,Alan Ruschel,2,286,5.55,7,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,A. Ruschel,4.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,
27,True,Edenílson Andrade dos Santos,edenilson,5.78,,63289,-0.91,-1.3,3,Edenílson,4,284,2.47,7,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,Edenílson,,3.0,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,
28,False,Alan Patrick Lourenço,alan-patrick,15.42,,68685,0.0,0.0,3,Alan Patrick,4,285,5.1,7,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,A. Patrick,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,
29,True,Carlos Eduardo de Oliveira Alves,eduardo,5.08,,68708,-0.76,-0.3,3,Eduardo,4,283,-0.15,6,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,Eduardo,,1.0,,,,,,,,,,,,,,,,,,
30,False,Oscar dos Santos Emboaba Júnior,oscar,20.0,,68811,0.0,0.0,3,Oscar,4,276,0.0,5,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,Oscar,,,,,,,,,,,,,,,,,,,,
31,False,Marcelo Lomba do Nascimento,marcelo-lomba,7.0,,68872,0.0,0.0,3,Marcelo Lomba,1,275,0.0,6,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,M. Lomba,,,,,,,,,,,,,,,,,,,,
32,True,Philippe Coutinho Correia,philippe-coutinho,13.23,,68899,0.55,7.0,3,Philippe Coutinho,4,267,5.25,6,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,P. Coutinho,,1.0,2.0,3.0,2.0,,1.0,,,,,,,,,,,,,
33,True,Eduardo Pereira Rodrigues,dudu,11.2,,68920,-1.09,0.0,3,Dudu,5,283,5.37,7,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,Dudu,4.0,3.0,,,6.0,,,,,,,,,,,1.0,,,,
34,True,Carlos Gilberto do Nascimento Silva,gil,4.61,,68923,-0.78,-0.9,3,Gil,3,277,0.23,7,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,Gil,2.0,6.0,,,1.0,,,1.0,,,,,,,,,,,,
35,True,Rafael Pires Monteiro,rafael,11.83,,68928,-1.78,0.8,3,Rafael,1,276,7.4,7,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,Rafael,,,,,3.0,,,,2.0,9.0,1.0,,,,,,,,,
36,True,Mário Sérgio Santos Costa,marinho,7.78,,68952,-0.59,1.4,3,Marinho,5,356,3.3,7,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,Marinho,,3.0,,1.0,4.0,3.0,1.0,,,,,,,,,,,,,
37,True,Lucas Pacheco Affini,lucas-sasha,6.96,,68991,0.04,5.7,3,Lucas Sasha,4,356,6.97,7,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,L. Sasha,14.0,7.0,,,4.0,,,,,,,,,,,,,,,
38,True,Willian José da Silva,willian-jose,9.0,,68996,-0.96,0.8,3,Willian José,5,265,1.5,6,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,W. José,,,1.0,1.0,2.0,,,,,,,,,,,,,,,
39,False,Manoel Messias Silva Carvalho,manoel,5.0,,69014,0.0,0.0,3,Manoel,3,266,0.0,6,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,Manoel,,,,,,,,,,,,,,,,,,,,
40,False,Danilo Fernandes Batista,danilo-fernandes,4.0,,69051,0.0,0.0,3,Danilo Fernandes,1,265,0.0,6,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,D. Fernandes,,,,,,,,,,,,,,,,,,,,
41,True,Pablo Felipe Teixeira,pablo,5.98,,69138,-0.34,1.2,3,Pablo,5,292,1.2,6,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,Pablo,1.0,3.0,,1.0,7.0,3.0,,1.0,,,,,,,,,,,,
42,False,Allan Marques Loureiro,allan,5.0,,69140,0.0,0.0,3,Allan,4,263,0.0,6,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,Allan,,,,,,,,,,,,,,,,,,,,
43,False,Danilo Luiz da Silva,danilo,13.0,,69783,0.0,0.0,3,Danilo,3,262,0.0,6,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,Danilo,,,,,,,,,,,,,,,,,,,,
44,False,Lucas Rodrigues Moura da Silva,lucas-moura,5.0,,70164,0.0,0.0,3,Lucas Moura,4,276,0.0,6,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,L. Moura,,,,,,,,,,,,,,,,,,,,
45,True,Luiz Gustavo de Almeida Pinto,gustavo,3.58,,70216,-0.42,0.3,3,Gustavo,1,286,0.3,7,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,Gustavo,,,,,,,,,,1.0,1.0,,,,,,,,,
46,False,Bruno Uvini Bortolança,bruno-uvini,4.0,,70221,0.0,0.0,3,Bruno Uvini,3,287,0.0,6,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,B. Uvini,,,,,,,,,,,,,,,,,,,,
47,True,Eduardo Colcenti Antunes,eduardo-sasha,8.89,,70360,1.95,10.7,3,Eduardo Sasha,5,280,4.27,7,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,E. Sasha,,1.0,3.0,,3.0,,,,,,,,,,,1.0,,,,
48,False,Gabriel Vasconcelos Ferreira,gabriel,3.66,,70449,0.0,0.0,3,Gabriel,1,287,1.1,6,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,Gabriel,,,,,1.0,,,,,2.0,2.0,,,,,,,,,
49,True,Felipe Anderson Pereira Gomes,felipe-anderson,7.35,,70592,0.29,5.0,3,Felipe Anderson,4,275,2.57,7,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,F. Anderson,3.0,2.0,,1.0,,,,,,,,,,,1.0,,,,,
50,True,Marllon Gonçalves Jerônimo Borges,marllon,7.33,,70666,-0.64,1.2,3,Marllon,3,354,5.73,6,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,Marllon,3.0,1.0,,,,,,,1.0,,,,,,,1.0,,,,
51,True,Fábio Luiz Carille de Araújo,fabio-carille,8.82,,70696,1.1,7.8,3,Fábio Carille,6,267,5.93,6,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,F. Carille,,,,,,,,,,,,,,2.0,,,,,,
52,True,Enner Remberto Valencia Lastra,enner-valencia,7.7,,70788,-1.63,0.0,3,Enner Valencia,5,285,3.73,7,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,E. Valencia,,6.0,,2.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,
53,False,Diogo Barbosa Mendanha,diogo-barbosa,7.96,,70916,0.0,0.0,3,Diogo Barbosa,2,356,8.7,6,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,D. Barbosa,2.0,1.0,,,2.0,,,,1.0,,,,,,,,,,,
54,False,Bruno Henrique Corsini,bruno-henrique,7.96,,70944,0.0,0.0,3,Bruno Henrique,4,285,5.35,7,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,B. Henrique,3.0,6.0,,,,,,,,,,,,,,1.0,,,,
55,True,Jean Carlos Vicente,jean-carlos,5.76,,70958,-0.24,1.5,3,Jean Carlos,4,286,1.5,6,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,J. Carlos,,,,2.0,,1.0,,,,,,,,,,,,,,
56,True,Florent Dimitri Payet,payet,8.7,,70984,0.04,4.7,3,Payet,4,267,5.23,6,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,Payet,2.0,2.0,,1.0,5.0,,2.0,,,,,,,,,,,,,
57,False,Luiz Gustavo Dias,luiz-gustavo,10.73,,71536,0.0,0.0,3,Luiz Gustavo,4,276,9.6,6,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,L. Gustavo,4.0,4.0,,1.0,2.0,,,,,,,,,,1.0,,,,,
58,False,Fernando Miguel Kaufmann,fernando-miguel,3.0,,71571,0.0,0.0,3,Fernando Miguel,1,354,0.0,6,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,F. Miguel,,,,,,,,,,,,,,,,,,,,
59,True,Weverton Pereira da Silva,weverton,8.73,,71631,1.24,7.6,3,Weverton,1,275,7.23,7,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,Weverton,,,,,4.0,,,1.0,2.0,9.0,1.0,,,,,,,,,
60,True,Raúl Alejandro Cáceres Bogado,raul-caceres,1.89,,71680,-1.11,-1.9,3,Raúl Cáceres,2,287,-1.9,6,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,R. Cáceres,,3.0,,,,,,1.0,,,,,,,,,,,,
61,True,Gustavo Raúl Gómez Portillo,gustavo-gomez,11.28,,71684,0.28,4.7,3,Gustavo Gómez,3,275,4.7,7,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,G. Gómez,,1.0,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,
62,True,Santiago Arias Naranjo,santiago-arias,7.38,,71701,-0.62,1.2,3,Santiago Arias,2,265,1.2,7,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,S. Arias,,,1.0,,,,,,,,,,,,,,,,,
63,False,Gustavo Leonardo Cuellar Gallego,cuellar,6.0,,71709,0.0,0.0,3,Cuéllar,4,284,0.0,6,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,Cuéllar,,,,,,,,,,,,,,,,,,,,
64,True,Tiago Luis Volpi,tiago-volpi,7.42,,72018,-0.66,0.6,3,Tiago Volpi,1,284,3.1,7,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,T. Volpi,,,,,,,,,,11.0,5.0,,,,,,,,,
65,False,Carlos Eduardo Lecciolle Thomazella,thomazella,2.0,,72279,0.0,0.0,3,Thomazella,1,2305,0.0,6,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,Thomazella,,,,,,,,,,,,,,,,,,,,
66,True,Everson Felipe Marques Pires,everson,10.12,,72294,-1.61,0.6,3,Everson,1,282,4.23,7,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,Everson,,,,,,,,,1.0,9.0,4.0,,,,,,,,,
67,False,Luiz Otávio Anacleto Leandro,luiz-otavio,4.0,,72359,0.0,0.0,3,Luiz Otávio,3,354,0.0,6,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,L. Otávio,,,,,,,,,,,,,,,,,,,,
68,True,Bernard Anício Caldeira Duarte,bernard,5.17,,72460,-0.99,-0.8,3,Bernard,4,282,1.23,6,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,Bernard,3.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,
69,True,Alex Nicolao Telles,alex-telles,10.8,,72493,-0.71,3.0,3,Alex Telles,2,263,4.7,7,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,A. Telles,2.0,8.0,1.0,1.0,3.0,,,,2.0,,,,,,,,,,,
70,False,Pedro Henrique Konzen Medina da Silva,pedro-henrique,7.0,,72583,0.0,0.0,3,Pedro Henrique,5,354,0.0,5,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,P. Henrique,,,,,,,,,,,,,,,,,,,,
71,False,Vitor Hugo Franchescoli de Souza,vitor-hugo,5.0,,72605,0.0,0.0,3,Vitor Hugo,3,282,0.0,6,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,V. Hugo,,,,,,,,,,,,,,,,,,,,
72,True,Wílker José Ángel Romero,wilker-angel,4.22,,72801,-0.78,-0.3,3,Wilker Ángel,3,286,-0.3,6,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,W. Ángel,,1.0,,,,,,,,,,,,,,,,,,
73,True,Gustavo Domingo Quinteros Desábato,gustavo-quinteros,7.12,,72864,0.39,4.25,3,Gustavo Quinteros,6,284,3.54,7,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,G. Quinteros,,,,,,,,,,,,,,1.0,,,,,,
74,False,Gabriel Iván Mercado,mercado,6.0,,72951,0.0,0.0,3,Mercado,3,285,0.0,6,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,Mercado,,,,,,,,,,,,,,,,,,,,
75,True,Daniel Fortunato Borges,daniel-borges,1.78,,73318,0.11,1.1,3,Daniel Borges,2,2305,0.55,2,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,D. Borges,1.0,3.0,,,1.0,,,,,,,,,,,,,,,
76,True,Samuel Xavier Brito,samuel-xavier,11.91,,73384,3.87,17.3,3,Samuel Xavier,2,266,9.4,7,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,S. Xavier,3.0,3.0,1.0,,2.0,,,,1.0,,,,,,,1.0,,,,
77,True,Gabriel Santana Pinto,gabriel,7.4,,73515,2.26,10.4,3,Gabriel,4,2305,6.55,2,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,Gabriel,2.0,,1.0,,2.0,1.0,,,,,,,,,,1.0,,,,
78,False,Tomás Eduardo Rincón Hernández,rincon,5.0,,74187,0.0,0.0,3,Rincón,4,277,0.0,6,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,Rincón,,,,,,,,,,,,,,,,,,,,
