,atletas.apelido,atletas.entrou_em_campo,atletas.rodada_id,atletas.posicao_id,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube_id,atletas.preco_num,atletas.media_num,atletas.foto,atletas.jogos_num,atletas.variacao_num,atletas.nome,atletas.pontos_num,atletas.status_id,atletas.slug,atletas.clube.id.full.name,CA,DS,FC,FF,FS,I,SG,A,FD,G,PS,DE,GS,FT,V,CV,DP,PP,PC,GC
266,Carlos Cuesta,True,31,3,C. Cuesta,97095,267,10.16,5.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,7,-0.27,Carlos Eccehomo Cuesta Figueroa,3.9,7,carlos-cuesta,VAS,1.0,9.0,7.0,,1.0,,4.0,,2.0,1.0,,,,,,,,,,
267,Villasanti,False,31,4,Villasanti,97145,284,9.45,3.93,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,15,0.0,Mathías Adalberto Villasanti Rolón,0.0,5,villasanti,GRE,5.0,42.0,24.0,4.0,10.0,,,,,,,,,,,,,,,
268,Alesson,True,31,5,Alesson,97321,2305,6.6,4.37,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,17,-0.06,Alesson dos Santos Batista,3.0,7,alesson,MIR,1.0,13.0,22.0,6.0,16.0,8.0,,3.0,3.0,4.0,,,,,,,,,,
269,Rogério Ceni,True,31,6,R. Ceni,97341,265,9.41,5.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,29,0.32,Rogério Mücke Ceni,5.73,7,rogerio-ceni,BAH,,,,,,,,,,,,,,,14.0,,,,,
270,João Victor,True,31,3,J. Victor,97460,2305,4.39,3.07,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,25,1.24,João Victor Carroll Santana,7.7,7,joao-victor,MIR,6.0,18.0,17.0,5.0,15.0,1.0,7.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,
271,Marçal,False,31,2,Marçal,97468,263,9.39,5.59,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,11,0.0,Fernando Marçal de Oliveira,0.0,5,marcal,BOT,5.0,17.0,16.0,1.0,6.0,,5.0,,,2.0,,,,,,,,,,
272,Shaylon,True,31,4,Shaylon,97520,2305,3.69,0.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,7,-0.04,Shaylon Kallyson Cardozo - Cardoso,1.3,6,shaylon,MIR,,1.0,4.0,3.0,,1.0,,,2.0,,,,,,,,,,,
273,Félix Torres,False,31,3,F. Torres,97642,264,6.74,3.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,9,0.0,Félix Eduardo Torres Caicedo,0.0,6,felix-torres,COR,1.0,14.0,12.0,2.0,1.0,,3.0,,,,,,,,,,,,,
274,Thiago Couto,True,31,1,T. Couto,97645,287,4.86,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2,0.53,Thiago Couto Wenceslau,3.8,7,thiago-couto,VIT,,,,,,,,,,,,10.0,4.0,,,,,,1.0,
275,Murilo,True,31,3,Murilo,97653,275,8.37,4.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,14,-0.01,Murilo Cerqueira Paim,6.8,7,murilo,PAL,5.0,17.0,22.0,4.0,4.0,,6.0,,1.0,1.0,,,,,,,,,1.0,
276,Erick,True,31,5,Erick,97810,287,7.28,4.79,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,24,0.22,Erick de Arruda Serafim,4.9,7,erick,VIT,6.0,19.0,20.0,14.0,59.0,1.0,,4.0,7.0,3.0,,,,2.0,,,,,,
277,Léo Ortiz,False,31,3,L. Ortiz,97867,262,7.09,4.77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,26,0.0,Leonardo Rech Ortiz,0.0,6,leo-ortiz,FLA,4.0,20.0,19.0,9.0,5.0,1.0,13.0,2.0,4.0,1.0,,,,2.0,,,,,,
278,Iago,False,31,2,Iago,97868,265,5.35,3.52,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,11,0.0,Iago Amaral Borduchi,0.0,6,iago,BAH,1.0,5.0,4.0,2.0,3.0,1.0,4.0,,2.0,1.0,,,,,,,,,,
279,Maílton,True,31,2,Maílton,97898,276,5.68,3.26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,7,0.14,Maílton dos Santos de Sá,5.4,6,mailton,SAO,1.0,3.0,9.0,1.0,10.0,,3.0,,1.0,,,,,,,,,,,
280,Matheus Bahia,True,31,2,M. Bahia,97899,354,8.84,4.94,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,20,0.72,Matheus Bahia Santos,7.4,7,matheus-bahia,CEA,3.0,28.0,18.0,3.0,25.0,,8.0,1.0,2.0,,,,,1.0,,,,,,
281,Vitão,True,31,3,Vitão,97900,285,7.83,3.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,23,0.55,Vitor Eduardo da Silva Matos,8.6,7,vitao,INT,4.0,22.0,17.0,4.0,2.0,,7.0,1.0,4.0,,,,,1.0,,,,,,1.0
282,Erick,True,31,4,Erick,98022,265,7.65,3.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,10,-0.77,Erick Luis Conrado de Carvalho,0.0,6,erick,BAH,3.0,17.0,13.0,2.0,3.0,2.0,,,,1.0,,,,1.0,,,,,,
283,Pedro Raul,True,31,5,P. Raul,98225,354,8.56,3.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,26,0.93,Pedro Raul Garay da Silva,9.4,7,pedro-raul,CEA,5.0,6.0,46.0,26.0,36.0,30.0,,,23.0,5.0,,,,2.0,,,,,,
284,Bastos,False,31,3,Bastos,98280,263,11.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0,0.0,Bartolomeu Jacinto Quissanga,0.0,5,bastos,BOT,,,,,,,,,,,,,,,,,,,,
285,Val Soares,False,31,4,V. Soares,98306,287,3.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0,0.0,Valdemir de Oliveira Soares,0.0,5,val-soares,VIT,,,,,,,,,,,,,,,,,,,,
286,Negueba,True,31,5,Negueba,98384,2305,5.09,4.22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,24,-1.14,Luiz Henrique Soares Firmino,0.9,7,negueba,MIR,3.0,16.0,14.0,9.0,38.0,4.0,,2.0,7.0,5.0,,,,,,,,,,
287,Kanu,False,31,3,Kanu,98484,265,4.58,2.85,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,2,0.0,Victor Hugo Soares dos Santos,0.0,7,kanu,BAH,,4.0,1.0,,,,,,,,,,,,,,,,,
288,Jean Lucas,True,31,4,J. Lucas,98517,265,6.86,4.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,26,-0.11,Jean Lucas de Souza Oliveira,5.4,7,jean-lucas,BAH,2.0,40.0,33.0,13.0,26.0,1.0,,1.0,9.0,3.0,,,,1.0,,1.0,,,1.0,
289,Kuscevic,False,31,3,Kuscevic,98619,356,6.41,3.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,18,0.0,Benjamín Kuščević Jaramillo,0.0,6,kuscevic,FOR,3.0,26.0,17.0,3.0,4.0,1.0,5.0,,1.0,1.0,,,,,,1.0,,,,
290,Savarino,False,31,4,Savarino,98672,263,8.74,3.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,21,0.0,Jefferson David Savarino Quintero,0.0,6,savarino,BOT,1.0,7.0,8.0,13.0,17.0,6.0,,2.0,13.0,3.0,,,,1.0,,,,,,
291,Angileri,True,31,2,Angileri,98720,264,5.64,3.23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,23,0.3,Fabrizio Germán Angileri - Fabricio,6.5,6,angileri,COR,3.0,24.0,12.0,4.0,5.0,1.0,7.0,,1.0,,,,,1.0,,,,,,
292,Samuel Lino,True,31,5,S. Lino,98873,262,14.68,6.26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,14,1.02,Samuel Dias Lino,10.0,7,samuel-lino,FLA,,15.0,9.0,14.0,17.0,1.0,,5.0,6.0,2.0,,,,,,,,,,
293,Cuello,False,31,5,Cuello,98909,282,8.28,4.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,15,0.0,Tomás Esteban Cuello,0.0,5,cuello,CAM,3.0,13.0,17.0,13.0,27.0,2.0,,1.0,11.0,1.0,,,,3.0,,1.0,,,1.0,
294,Viña,False,31,2,Viña,98974,262,7.71,3.57,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,7,0.0,Matías Nicolás Viña Susperreguy,0.0,6,vina,FLA,1.0,4.0,5.0,,3.0,,4.0,,,,,,,,,,,,,
295,Lourenço,True,31,4,Lourenço,99032,354,4.54,3.04,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,24,-0.19,João Paulo Ferreira Lourenço,0.0,7,lourenco,CEA,3.0,27.0,27.0,8.0,19.0,,,1.0,9.0,2.0,,,,,,,,1.0,,
296,Lucas Braga,False,31,5,L. Braga,99119,287,5.22,2.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,16,0.0,Lucas Braga Ribeiro,0.0,6,lucas-braga,VIT,1.0,10.0,12.0,4.0,20.0,3.0,,,2.0,1.0,,,,1.0,,,,,,
297,Vegetti,True,31,5,Vegetti,99198,267,13.91,6.65,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,25,-2.26,Pablo Vegetti,1.4,7,vegetti,VAS,2.0,12.0,26.0,25.0,34.0,5.0,,1.0,8.0,13.0,,,,2.0,,,,,,1.0
298,Puma Rodríguez,False,31,2,P. Rodríguez,99213,267,6.15,4.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,17,0.0,José Luis Rodríguez Bebanz,0.0,7,puma-rodriguez,VAS,,11.0,8.0,7.0,4.0,,4.0,2.0,2.0,1.0,,,,2.0,,,,,,
299,Ignacio Ramírez,False,31,5,I. Ramírez,99221,292,2.32,0.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,7,0.0,Juan Ignacio Ramírez Polero,0.0,6,ignacio-ramirez,SPT,1.0,1.0,6.0,3.0,2.0,,,,3.0,,,,,,,,,,,
300,De la Cruz,True,31,4,D. Cruz,99228,262,8.45,2.63,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,15,0.97,Diego Nicolás de la Cruz Arcosa,7.3,6,de-la-cruz,FLA,4.0,15.0,14.0,8.0,28.0,,,,4.0,,,,,,,,,,,
301,Bareiro,True,31,5,Bareiro,99248,356,5.14,1.99,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,13,0.67,Adam Fernando Bareiro Gamarra,7.0,7,bareiro,FOR,2.0,4.0,20.0,2.0,9.0,,,,8.0,2.0,,,,1.0,,1.0,,1.0,,
302,Pochettino,True,31,4,Pochettino,99267,356,9.21,3.79,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,19,-0.49,Tomás Pochettino,-0.8,3,pochettino,FOR,3.0,23.0,9.0,10.0,11.0,3.0,,2.0,10.0,1.0,,,,,,,,,,
303,Alexander Barboza,True,31,3,A. Barboza,99274,263,9.64,4.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,18,0.61,Alexander Nahuel Barboza Ullúa,5.0,7,alexander-barboza,BOT,11.0,36.0,36.0,5.0,2.0,1.0,8.0,,5.0,,,,,,,,,,,
304,Dinenno,False,31,5,Dinenno,99316,276,4.18,1.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,8,0.0,Juan Ignacio Dinenno de Cara,0.0,5,dinenno,SAO,2.0,1.0,6.0,3.0,4.0,,,,2.0,1.0,,,,,,,,,,
305,Luis Zubeldía,True,31,6,L. Zubeldía,99366,266,8.1,4.98,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,18,-0.95,Luis Francisco Zubeldía,1.32,7,luis-zubeldia,FLU,,,,,,,,,,,,,,,6.0,,,,,
306,Michael,False,31,5,Michael,99392,262,6.55,3.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,12,0.0,Michael Richard Delgado de Oliveira,0.0,6,michael,FLA,,7.0,1.0,3.0,2.0,1.0,,3.0,3.0,1.0,,,,,,,,,,
307,Baralhas,False,31,4,Baralhas,99440,287,6.25,3.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,22,0.0,Gabriel Baralhas dos Santos,0.0,5,baralhas,VIT,8.0,39.0,35.0,10.0,18.0,,,1.0,4.0,1.0,,,,1.0,,,,,1.0,
308,Rossi,True,31,1,Rossi,99552,262,10.1,6.07,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,30,1.01,Agustín Daniel Rossi,6.6,7,rossi,FLA,2.0,,,,9.0,,16.0,,,,,73.0,16.0,,,,3.0,,,
309,Paulinho,False,31,5,Paulinho,99818,275,5.0,1.03,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,7,0.0,Paulo Henrique Sampaio Filho,0.0,5,paulinho,PAL,,2.0,1.0,3.0,2.0,1.0,,,1.0,,,,,,,,,,,
310,Alan Franco,True,31,3,A. Franco,99889,276,6.35,2.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,23,-0.39,Alan Javier Franco,5.8,3,alan-franco,SAO,6.0,23.0,24.0,1.0,8.0,2.0,8.0,,,,,,,,,,,,1.0,
311,Igor Gomes,True,31,4,I. Gomes,100084,282,5.03,2.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,25,-0.13,Igor Silveira Gomes,0.5,7,igor-gomes,CAM,2.0,13.0,14.0,6.0,15.0,1.0,,1.0,2.0,4.0,,,,,,,,,,
312,Pedro Augusto,True,31,4,P. Augusto,100085,292,2.03,1.73,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,12,-1.25,Pedro Augusto Borges da Costa,-1.6,7,pedro-augusto,SPT,4.0,17.0,11.0,1.0,7.0,,,,1.0,,,,,,,1.0,,,,
313,Yuri Alberto,True,31,5,Y. Alberto,100652,264,10.97,5.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,21,-0.64,Yuri Alberto Monteiro da Silva,0.9,7,yuri-alberto,COR,3.0,2.0,18.0,27.0,31.0,7.0,,2.0,10.0,7.0,1.0,,,1.0,,,,1.0,,
314,Fernando,True,31,5,Fernando,100695,280,3.24,1.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,10,0.06,Fernando dos Santos Pedro,0.9,6,fernando,RBB,,2.0,4.0,4.0,3.0,,,,3.0,,,,,,,,,,,
315,Matheus Henrique,False,31,4,M. Henrique,100742,283,5.9,2.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,13,0.0,Matheus Henrique de Souza,0.0,5,matheus-henrique,CRU,2.0,16.0,10.0,2.0,11.0,,,,2.0,,,,,,,,,,,
316,Brenno,True,31,1,Brenno,100830,356,6.39,4.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,7,-0.18,Brenno Oliveira Fraga Costa,5.5,7,brenno,FOR,,,,,2.0,,1.0,,,,,19.0,8.0,,,1.0,1.0,,,
317,Ruan,True,31,3,Ruan,100842,282,6.95,4.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,7,0.28,Ruan Tressoldi Netto,5.0,7,ruan,CAM,2.0,8.0,8.0,,6.0,,2.0,,,1.0,,,,,,,,,,
318,Lucas Esteves,False,31,2,L. Esteves,100846,284,7.01,3.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,7,0.0,Lucas Esteves Souza,0.0,6,lucas-esteves,GRE,1.0,11.0,8.0,4.0,2.0,,1.0,,1.0,,,,,,,,,,1.0,
319,Luan Cândido,False,31,2,L. Cândido,100848,292,8.05,4.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,7,0.0,Luan Cândido de Almeida,0.0,7,luan-candido,SPT,1.0,10.0,8.0,1.0,2.0,2.0,1.0,,4.0,1.0,,,,,,,,,1.0,
320,Vitinho,True,31,2,Vitinho,100898,263,9.62,5.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,27,-0.08,Victor Alexander da Silva,3.7,7,vitinho,BOT,2.0,45.0,21.0,7.0,13.0,4.0,13.0,1.0,2.0,1.0,,,,,,,,,1.0,
321,Ronald Lopes,False,31,4,R. Lopes,100969,287,3.89,2.32,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,26,0.0,Ronald dos Santos Lopes,0.0,7,ronald-lopes,VIT,6.0,31.0,34.0,4.0,22.0,3.0,,2.0,5.0,,,,,,,,,,,
322,Nonato,True,31,4,Nonato,100987,266,4.72,2.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,13,-0.23,Gustavo Nonato Santana,0.5,6,nonato,FLU,3.0,13.0,11.0,4.0,12.0,,,,1.0,1.0,,,,,,,,,,
323,Júnior Santos,False,31,5,J. Santos,101002,282,5.89,1.97,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,16,0.0,José Antonio dos Santos Júnior,0.0,5,junior-santos,CAM,1.0,4.0,9.0,5.0,14.0,3.0,,,2.0,2.0,,,,,,,,,,
324,Diego,False,31,2,Diego,101027,354,10.57,5.85,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,23,0.0,Jackson Diego Ibraim Fagundes - Ibrahim,0.0,5,diego,CEA,3.0,34.0,20.0,6.0,52.0,,9.0,2.0,3.0,,,,,1.0,,,,,,
325,Ferreira,True,31,5,Ferreira,101290,276,9.28,4.63,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,21,0.95,Aldemir dos Santos Ferreira,8.1,6,ferreira,SAO,3.0,14.0,10.0,12.0,30.0,2.0,,3.0,4.0,4.0,,,,2.0,,,,,,
326,Ademir,False,31,5,Ademir,101314,265,6.15,3.86,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,22,0.0,Ademir da Silva Santos Júnior,0.0,7,ademir,BAH,6.0,27.0,21.0,11.0,37.0,5.0,,2.0,10.0,1.0,,,,,,,,,,
327,Guga,True,31,2,Guga,101319,266,8.25,5.26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,17,-0.71,Cláudio Rodrigues Gomes,1.5,6,guga,FLU,1.0,27.0,6.0,2.0,12.0,,6.0,1.0,1.0,1.0,,,,,,,,,,
328,Marcelo Pitaluga,False,31,1,M. Pitaluga,101478,266,2.53,-1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0,0.0,Marcelo de Araújo Pitaluga Filho,0.0,6,marcelo-pitaluga,FLU,1.0,,,,,,,,,,,,,,,,,,,
329,Pepê,True,31,4,Pepê,101573,287,4.7,2.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,14,0.2,João Pedro Vilardi Pinto,1.5,6,pepe,VIT,3.0,21.0,22.0,1.0,20.0,,,,1.0,,,,,,,1.0,,,,
330,Hugo Souza,True,31,1,H. Souza,101574,264,8.66,3.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,24,0.36,Hugo de Souza Nogueira,8.9,7,hugo-souza,COR,3.0,,,,2.0,,9.0,,,,,57.0,26.0,,,,,,,
331,Hugo Moura,False,31,4,H. Moura,101594,267,4.6,2.15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,24,0.0,Hugo Moura Arruda da Silva,0.0,6,hugo-moura,VAS,5.0,35.0,34.0,5.0,11.0,,,1.0,5.0,,,,,,,1.0,,,,1.0
332,Ramon,True,31,2,Ramon,101597,287,6.27,3.88,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,17,-0.08,Ramon Ramos Lima,2.2,7,ramon,VIT,4.0,32.0,26.0,5.0,12.0,3.0,4.0,,1.0,,,,,,,,,,1.0,
333,Peixoto,True,31,4,Peixoto,101651,286,4.95,4.13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,7,-0.45,Daniel Nascimento Peixoto dos Santos,2.8,7,peixoto,JUV,,8.0,10.0,5.0,5.0,,,,2.0,1.0,,,,1.0,,,,,,
334,Felipe Jonatan,True,31,2,F. Jonatan,101708,2305,4.47,0.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4,0.45,Felipe Jonatan Rocha Andrade,4.1,6,felipe-jonatan,MIR,,,5.0,,,,1.0,,,,,,,,,,,,,
335,Matheuzinho,True,31,2,Matheuzinho,101727,264,10.31,6.04,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,25,-0.28,Matheus França Silva,3.4,7,matheuzinho,COR,10.0,51.0,20.0,8.0,15.0,1.0,9.0,3.0,1.0,2.0,,,,,,,,,1.0,
336,Pablo Roberto,True,31,4,P. Roberto,101733,356,3.86,-0.13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3,-1.32,Pablo Roberto dos Santos Barbosa,2.0,6,pablo-roberto,FOR,,2.0,4.0,1.0,,,,,,,,,,,,1.0,,,,
337,Claudinho,False,31,2,Claudinho,101752,287,4.35,2.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,15,0.0,Claudio Coelho Salvático,0.0,5,claudinho,VIT,5.0,11.0,10.0,3.0,8.0,,3.0,,1.0,,,,,,,,,,,
338,Jean David,False,31,4,J. David,101768,267,3.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0,0.0,Jean David Meneses Villarroel,0.0,6,jean-david,VAS,,,,,,,,,,,,,,,,,,,,
339,Willian Machado,True,31,3,W. Machado,101908,354,6.84,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,27,1.96,Willian Estefani Machado,13.0,7,willian-machado,CEA,2.0,29.0,13.0,7.0,14.0,,10.0,,5.0,,,,,1.0,,,,,1.0,
340,Vitinho,True,31,5,Vitinho,101960,285,5.86,3.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,19,-0.39,Vitor Hugo Naum dos Santos,3.5,7,vitinho,INT,4.0,22.0,29.0,10.0,24.0,4.0,,1.0,2.0,2.0,,,,1.0,,,,,,
341,Brítez,True,31,3,Brítez,101995,356,5.21,2.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,13,-0.99,Emanuel Fermín Brítez,1.2,7,britez,FOR,8.0,18.0,17.0,2.0,14.0,,2.0,1.0,1.0,,,,,,,,,,1.0,
