,atletas.preco_num,atletas.foto,atletas.media_num,atletas.posicao_id,atletas.slug,atletas.atleta_id,atletas.clube_id,atletas.jogos_num,atletas.nome,atletas.entrou_em_campo,atletas.apelido,atletas.apelido_abreviado,atletas.clube.id.full.name,atletas.pontos_num,atletas.variacao_num,atletas.rodada_id,atletas.status_id,CA,DS,FC,FD,FF,FS,G,I,SG,A,PS,DE,GS,FT,CV,V,DP,PC,PP,GC
464,8.74,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,5.66,5,erick-pulga,109401,265,19,Erick da Costa Farias,True,Erick Pulga,E. Pulga,BAH,1.8,-0.33,33,6,3.0,27.0,14.0,6.0,20.0,41.0,2.0,5.0,,3.0,,,,,,,,,,
465,2.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.43,2,weverson,109426,356,3,Weverson Moreira da Costa,False,Weverson,Weverson,FOR,0.0,0.0,33,6,,1.0,5.0,,1.0,1.0,,,,,,,,,,,,,,
466,5.93,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2.59,4,martinelli,109573,266,26,Matheus Martinelli Lima,False,Martinelli,Martinelli,FLU,0.0,0.0,33,7,5.0,28.0,41.0,2.0,5.0,33.0,1.0,1.0,,2.0,,,,1.0,,,,1.0,,
467,6.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,4.01,5,batalla,109899,286,21,Emerson Geovanny Batalla Martínez - Enmerson,False,Batalla,Batalla,JUV,0.0,0.0,33,6,4.0,17.0,15.0,8.0,8.0,29.0,4.0,1.0,,1.0,,,,,,,,,,
468,3.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1.25,4,monsalve,109966,284,9,Miguel Ángel Monsalve Gonzáles - González,False,Monsalve,Monsalve,GRE,0.0,0.0,33,6,2.0,3.0,9.0,1.0,1.0,9.0,,,,1.0,,,,,,,,,,
469,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,4,joao-neto,110062,280,0,João Roberto Rota Neto,False,João Neto,J. Neto,RBB,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
470,3.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,1.91,4,jose-martinez,110311,264,20,José Andrés Martínez Torres,False,José Martínez,J. Martínez,COR,0.0,0.0,33,7,9.0,20.0,16.0,3.0,5.0,27.0,,1.0,,1.0,,,,,1.0,,,1.0,,
471,12.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,5.6,2,bernabei,110426,285,24,Alexandro Ezequiel Bernabéi,True,Bernabéi,Bernabéi,INT,4.1,0.16,33,7,7.0,55.0,48.0,8.0,10.0,26.0,,1.0,5.0,4.0,1.0,,,,1.0,,,,,
472,12.31,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,6.87,6,abel-ferreira,110506,275,31,Abel Fernando Moreira Ferreira,True,Abel Ferreira,A. Ferreira,PAL,4.84,-0.77,33,6,,,,,,,,,,,,,,,,20.0,,,,
473,8.39,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,4.83,2,aguirre,110510,285,25,Braian Aguirre Nahuel,False,Aguirre,Aguirre,INT,0.0,0.0,33,6,4.0,55.0,35.0,2.0,5.0,3.0,1.0,3.0,6.0,,1.0,,,2.0,,,,,,
474,4.07,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.47,4,yeison-guzman,110542,356,4,Yeison Estiven Guzmán Gómez,False,Yeison Guzmán,Y. Guzmán,FOR,0.0,0.0,33,6,,3.0,2.0,,,4.0,,,,,,,,,,,,,,
475,7.03,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,3.85,2,andres-hurtado,110715,280,24,José Andrés Hurtado Cheme,True,Andrés Hurtado,A. Hurtado,RBB,5.0,0.37,33,6,2.0,32.0,25.0,1.0,5.0,8.0,1.0,,8.0,,,,,,1.0,,,,,
476,4.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1.71,3,gustavo-marques,110750,280,9,Gustavo Marques Alves dos Santos,True,Gustavo Marques,G. Marques,RBB,5.0,0.9,33,6,1.0,4.0,4.0,1.0,3.0,8.0,,,1.0,,,,,,,,,1.0,,
477,5.81,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2.57,5,john-kennedy,110759,266,12,John Kennedy Batista de Souza,True,John Kennedy,J. Kennedy,FLU,0.0,-0.29,33,2,1.0,3.0,6.0,5.0,3.0,10.0,1.0,4.0,,1.0,,,,1.0,,,,,,
478,6.41,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,2.81,5,biel,110760,282,14,Gabriel Teixeira Aragão,True,Biel,Biel,CAM,3.8,-0.59,33,6,1.0,9.0,4.0,3.0,8.0,10.0,1.0,,,1.0,,,,,,,,,,
479,7.49,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,4.09,2,guilherme-lopes,110909,280,10,Guilherme Lopes de Almeida,True,Guilherme Lopes,G. Lopes,RBB,6.5,1.12,33,6,2.0,11.0,6.0,,2.0,3.0,1.0,,3.0,1.0,,,,,,,,,,1.0
480,2.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.56,4,rodrigo-santos,111156,356,7,Rodrigo Oliveira dos Santos,False,Rodrigo Santos,R. Santos,FOR,0.0,0.0,33,6,1.0,7.0,7.0,1.0,1.0,3.0,,,,,,,,,,,,,,
481,3.49,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1.49,3,alix-vinicius,111246,280,7,Alix Vinicius de Souza Sampaio,True,Alix Vinicius,A. Vinicius,RBB,5.9,0.55,33,6,2.0,3.0,8.0,1.0,2.0,3.0,,,1.0,,1.0,,,,,,,,,
482,7.97,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,4.19,3,gustavo-martins,111309,284,13,Gustavo Martins de Souza Santos,True,Gustavo Martins,G. Martins,GRE,2.0,-0.23,33,6,2.0,18.0,15.0,6.0,4.0,1.0,1.0,1.0,3.0,,,,,,,,,,,
483,7.4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,4.43,4,luis-mandaca,111407,286,25,Luis Gustavo da Silva Machado Duarte,True,Luis Mandaca,L. Mandaca,JUV,7.0,0.68,33,6,2.0,43.0,40.0,8.0,15.0,40.0,2.0,2.0,,,,,,2.0,1.0,,,,,
484,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,3,renzo,111465,292,0,Renzo Azevedo Pimentel de Moura,False,Renzo,Renzo,SPT,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
485,8.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,4.66,3,victor-gabriel,111466,285,13,Victor Gabriel da Conceição Ribeiro,False,Victor Gabriel,V. Gabriel,INT,0.0,0.0,33,6,1.0,21.0,19.0,1.0,2.0,4.0,2.0,,3.0,,,,,,,,,,,
486,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,1,gabriel-atila,111582,282,0,Gabriel Átila Cardoso da Silva,False,Gabriel Átila,G. Átila,CAM,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
487,5.86,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,3.57,3,micael,111594,275,12,Micael dos Santos Silva,False,Micael,Micael,PAL,0.0,0.0,33,6,3.0,14.0,18.0,1.0,,2.0,,,4.0,1.0,,,,1.0,,,,,,
488,3.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.85,4,adson,111682,267,9,Adson Ferreira Soares,False,Adson,Adson,VAS,0.0,0.0,33,5,,3.0,1.0,2.0,,2.0,,,,,,,,,,,,,,
489,3.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,1.7,1,anthoni,111683,285,17,Anthoni Spier Souza,False,Anthoni,Anthoni,INT,0.0,0.0,33,6,,,,,,2.0,,,3.0,,,30.0,26.0,,,,,,,
490,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,1,matheus-cunha,111690,262,0,Matheus Cunha Queiroz,False,Matheus Cunha,M. Cunha,FLA,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
491,4.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,4.5,4,ryan-guilherme,111757,283,1,Ryan Guilherme da Silva Pae,False,Ryan Guilherme,R. Guilherme,CRU,0.0,0.0,33,6,,3.0,,,,,,,,,,,,,,,,,,
492,3.81,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1.89,4,fabinho,111760,280,26,Fábio Silva de Freitas,True,Fabinho,Fabinho,RBB,7.4,0.56,33,6,3.0,27.0,27.0,2.0,6.0,15.0,,,,1.0,,,,,,,,,,
493,3.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,2.09,5,kayky,111829,265,24,Kayky da Silva Chagas,False,Kayky,Kayky,BAH,0.0,0.0,33,5,2.0,15.0,8.0,5.0,2.0,9.0,1.0,1.0,,2.0,2.0,,,,,,,,,
494,5.11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2.59,5,matheus-martins,111831,263,13,Matheus Martins Silva dos Santos,False,Matheus Martins,M. Martins,BOT,0.0,0.0,33,5,2.0,7.0,8.0,8.0,3.0,15.0,1.0,,,,,,,,,,,,,
495,7.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,4.0,2,jefte,111832,275,6,Jefté Vital da Silva Dias,False,Jefté,Jefté,PAL,0.0,0.0,33,6,,3.0,6.0,,1.0,1.0,,,3.0,1.0,,,,,,,,,,
496,4.73,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,1.8,5,renzo-lopez,111951,287,18,Renzo López Patrón,True,Renzo López,R. López,VIT,2.8,0.36,33,6,4.0,8.0,21.0,4.0,9.0,14.0,1.0,4.0,,,1.0,,,1.0,,,,,,
497,7.78,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,5.62,1,gabriel-grando,112616,284,5,Gabriel Hamester Grando,False,Gabriel Grando,G. Grando,GRE,0.0,0.0,33,6,,,,,,3.0,,,1.0,,,22.0,7.0,,1.0,,,,,
498,11.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,7.63,2,kaiki-bruno,112709,283,30,Kaiki Bruno da Silva,True,Kaiki Bruno,K. Bruno,CRU,13.0,0.97,33,7,10.0,80.0,59.0,8.0,14.0,30.0,1.0,1.0,14.0,4.0,,,,1.0,,,,,,
499,5.94,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,2.52,5,ramon-sosa,112863,275,19,Ramón Sosa Acosta,True,Ramón Sosa,R. Sosa,PAL,2.0,0.09,33,6,,2.0,7.0,3.0,10.0,11.0,2.0,3.0,,2.0,1.0,,,1.0,,,,,,
500,5.22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,2.93,4,anibal-moreno,112869,275,23,Aníbal Ismael Moreno,True,Aníbal Moreno,A. Moreno,PAL,4.2,0.25,33,6,6.0,39.0,17.0,4.0,6.0,10.0,,,,1.0,,,,,,,,,,
501,8.66,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,4.96,5,lucas-barbosa,112886,280,29,Lucas Henrique Barbosa,True,Lucas Barbosa,L. Barbosa,RBB,6.8,0.65,33,6,7.0,61.0,57.0,11.0,16.0,32.0,2.0,8.0,,3.0,1.0,,,2.0,1.0,,,,,
502,3.64,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,1.12,4,sforza,112906,286,7,Juan Sebastián Sforza,False,Sforza,Sforza,JUV,0.0,0.0,33,6,,5.0,5.0,,1.0,2.0,,,,,,,,,,,,,,
503,4.91,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,3.04,3,freytes,113034,266,26,Juan Pablo Freytes,True,Freytes,Freytes,FLU,4.9,-0.25,33,7,6.0,16.0,19.0,5.0,10.0,14.0,,1.0,9.0,,1.0,,,1.0,1.0,,,,,
504,7.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4.66,2,mancuso,113078,356,22,Eros Nazareno Mancuso,True,Mancuso,Mancuso,FOR,2.2,0.14,33,7,5.0,32.0,23.0,6.0,8.0,20.0,1.0,2.0,5.0,2.0,,,,,,,,,,
505,10.58,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,6.8,5,flaco-lopez,113103,275,28,José Manuel Alberto López,True,Flaco López,F. López,PAL,6.1,-0.59,33,6,5.0,28.0,43.0,21.0,33.0,47.0,10.0,7.0,,2.0,2.0,,,,,,,,,
506,4.23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,2.23,2,nathan-mendes,113157,280,16,Nathan Gabriel de Souza Mendes,False,Nathan Mendes,N. Mendes,RBB,0.0,0.0,33,6,3.0,11.0,8.0,,1.0,16.0,,1.0,2.0,1.0,1.0,,,,,,,,,
507,3.51,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,1.25,5,marquinhos,113158,283,17,Marcus Vinícius Oliveira Alencar,False,Marquinhos,Marquinhos,CRU,0.0,0.0,33,5,1.0,7.0,4.0,2.0,8.0,8.0,,,,,,,,,,,,,,
508,4.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,2.03,4,pablo-maia,113359,276,20,Pablo Gonçalves Maia Fortunato,False,Pablo Maia,P. Maia,SAO,0.0,0.0,33,5,3.0,19.0,24.0,,4.0,20.0,1.0,,,,,,,1.0,,,,2.0,,
509,8.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,4.15,5,cristian-olivera,113397,284,20,Cristian Gonzalo Olivera Ibarra,False,Cristian Olivera,C. Olivera,GRE,0.0,0.0,33,5,2.0,24.0,19.0,8.0,10.0,27.0,3.0,3.0,,,,,,,,,,,,
510,3.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,3.9,1,diogenes,113690,277,1,Diógenes Vinícius da Silva,False,Diógenes,Diógenes,SAN,0.0,0.0,33,6,,,,,,,,,,,,3.0,,,,,,,,
511,4.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,2.35,3,gamarra,114334,283,2,Mateo Gamarra González,False,Gamarra,Gamarra,CRU,0.0,0.0,33,6,,4.0,1.0,,,,,,,,,,,,,,,1.0,,
512,4.99,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,1.2,5,brahimi,114400,277,1,Billal Brahimi - Bilal,False,Brahimi,Brahimi,SAN,0.0,0.0,33,6,,,,1.0,,,,,,,,,,,,,,,,
513,6.78,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,2.85,5,sinisterra,114405,283,7,Luis Fernando Sinisterra Lucumí,True,Sinisterra,Sinisterra,CRU,1.8,0.0,33,7,,5.0,1.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,
514,5.96,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,5.85,3,cleiton,114790,262,2,Cleiton Santana dos Santos,False,Cleiton,Cleiton,FLA,0.0,0.0,33,6,,4.0,1.0,,,2.0,,,1.0,,,,,,,,,,,
515,14.1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,8.37,5,vitor-roque,114802,275,30,Vitor Hugo Roque Ferreira,True,Vitor Roque,V. Roque,PAL,13.7,-0.75,33,6,3.0,29.0,31.0,19.0,19.0,75.0,16.0,15.0,,3.0,,,,1.0,,,,,,
516,5.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,1.48,5,matheus-franca,115100,267,10,Matheus França de Oliveira,True,Matheus França,M. França,VAS,2.7,-0.02,33,6,1.0,8.0,6.0,2.0,2.0,3.0,,,,,,,,,,,,,,
517,3.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,2.24,3,lucas-freitas,115141,267,16,Lucas de Freitas Molarinho Chagas,False,Lucas Freitas,L. Freitas,VAS,0.0,0.0,33,6,2.0,11.0,13.0,,3.0,10.0,1.0,,2.0,,1.0,,,,,,,1.0,,
518,9.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5.56,4,jhon-jhon,115248,280,29,Jhonatan dos Santos Rosa,True,Jhon Jhon,J. Jhon,RBB,14.4,1.07,33,6,9.0,26.0,35.0,11.0,13.0,53.0,8.0,2.0,,5.0,,,,1.0,,,,,,
519,6.76,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,4.92,3,marcos-victor,115537,354,10,Marcos Victor Ferreira da Silva,True,Marcos Victor,M. Victor,CEA,6.5,0.02,33,6,,12.0,5.0,,1.0,4.0,,1.0,5.0,1.0,,,,,,,,,,
520,1.42,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,-0.64,4,rodriguinho,115563,354,5,Rodrigo Henrique Santos de Souza,False,Rodriguinho,Rodriguinho,CEA,0.0,0.0,33,6,,,5.0,,1.0,1.0,,,,,,,,,1.0,,,,,
521,3.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,1.25,5,emerson-galego,115586,286,2,Emerson Mendes de Carvalho,False,Emerson Galego,E. Galego,JUV,0.0,0.0,33,6,,1.0,,,,2.0,,,,,,,,,,,,,,
522,3.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,1.85,2,marcos-paulo,115594,286,15,Marcos Paulo Lima Batista Silva,True,Marcos Paulo,M. Paulo,JUV,0.8,-0.58,33,7,5.0,14.0,20.0,2.0,3.0,4.0,,,3.0,,,,,,1.0,,,1.0,,
523,2.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,1.9,1,gabriel-delfim,115674,282,1,Gabriel Delfim Ferreira,False,Gabriel Delfim,G. Delfim,CAM,0.0,0.0,33,6,,,,,,,,,,,,3.0,2.0,,,,,,,
524,3.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,2.08,4,evertton-araujo,115914,262,14,Everton Gustavo Fernandes Araújo,True,Evertton Araújo,E. Araújo,FLA,0.0,0.31,33,6,2.0,14.0,15.0,4.0,1.0,8.0,1.0,,,,,,,,1.0,,,,,
525,3.97,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,1.74,4,victor-hugo,116034,277,8,Victor Hugo Gomes Silva,False,Victor Hugo,V. Hugo,SAN,0.0,0.0,33,6,,5.0,2.0,3.0,3.0,2.0,,,,,,,,,,,,,,
526,9.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,5.63,2,cuiabano,116065,263,23,Luís Eduardo Soares da Silva,True,Cuiabano,Cuiabano,BOT,5.3,-0.06,33,6,4.0,22.0,25.0,4.0,9.0,14.0,2.0,1.0,12.0,2.0,,,,1.0,,,,,,
527,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,1,thiago-beltrame,116067,284,0,Thiago Beltrame Stallbaum,False,Thiago Beltrame,T. Beltrame,GRE,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
528,6.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,3.2,4,hercules,116447,266,27,Hércules Pereira do Nascimento,True,Hércules,Hércules,FLU,7.2,0.76,33,7,1.0,31.0,33.0,4.0,11.0,14.0,3.0,,,,,,,2.0,,,,,,
529,7.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,5.15,2,jamerson,116461,287,12,Jamerson Santos de Jesus,False,Jamerson,Jamerson,VIT,0.0,0.0,33,6,,20.0,8.0,5.0,6.0,7.0,,1.0,2.0,2.0,,,,,,,,,,
530,4.94,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3.37,3,lucas-gazal,116589,356,3,Lucas Xavier Gazal,False,Lucas Gazal,L. Gazal,FOR,0.0,0.0,33,6,2.0,3.0,5.0,1.0,3.0,1.0,,,1.0,,,,,,,,,,,
531,7.44,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,3.81,5,andres-gomez,116706,267,12,Carlos Andrés Gómez Hinestroza,True,Andrés Gómez,A. Gómez,VAS,2.3,-0.27,33,6,1.0,7.0,13.0,8.0,6.0,12.0,,2.0,,4.0,,,,,,,,,,
532,5.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4.72,3,gabriel-knesowitsch,117061,2305,4,Gabriel Knesowitsch,False,Gabriel Knesowitsch,G. Knesowitsch,MIR,0.0,0.0,33,6,,3.0,1.0,2.0,1.0,3.0,,,2.0,,,,,,,,,,,
533,2.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1.61,5,thiago-borbas,117314,280,17,Thiago Nicolás Borbas Silva,True,Thiago Borbas,T. Borbas,RBB,-0.3,-0.06,33,6,4.0,8.0,16.0,3.0,5.0,7.0,1.0,,,1.0,,,,,,,,,,
534,6.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,3.53,3,robert-renan,117330,267,11,Robert Renan Alves Barbosa,True,Robert Renan,R. Renan,VAS,1.5,0.01,33,7,1.0,11.0,11.0,1.0,3.0,6.0,,,4.0,,,,,,,,,,,
535,1.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,-2.3,3,cipriano,117336,286,2,João Luiz da Silva Cipriano,False,Cipriano,Cipriano,JUV,0.0,0.0,33,6,1.0,,2.0,,,,,,,,,,,,1.0,,,,,
536,3.42,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,1.77,5,renato-marques,117403,2305,3,Renato Marques de Oliveira Júnior,False,Renato Marques,R. Marques,MIR,0.0,0.0,33,6,,1.0,,1.0,2.0,2.0,,,,,,,,,,,,,,
537,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.0,1,otavio,117404,283,0,Otávio Eleodoro Rezende Costa,False,Otávio,Otávio,CRU,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
538,12.81,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.72,4,garro,117632,264,17,Rodrigo Garro,True,Garro,Garro,COR,6.3,0.25,33,3,6.0,9.0,19.0,7.0,7.0,53.0,,1.0,,3.0,,,,2.0,,,,,,
539,3.03,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,2.4,1,young,117818,276,2,Young Navarro Moraes,False,Young,Young,SAO,0.0,0.0,33,6,,,,,,,,,,,,6.0,3.0,,,,,,,
