,atletas.posicao_id,atletas.jogos_num,atletas.pontos_num,atletas.variacao_num,atletas.atleta_id,atletas.media_num,atletas.preco_num,atletas.rodada_id,atletas.apelido_abreviado,atletas.nome,atletas.slug,atletas.foto,atletas.entrou_em_campo,atletas.apelido,atletas.minimo_para_valorizar,atletas.clube.id.full.name,atletas.clube_id,atletas.status_id,A,DS,FC,FD,FF,FS,G,I,CA,DE,GS,V,DP,SG,FT,PS,PC,CV,PP,GC
159,2,3,0.0,0.0,87228,4.37,10.39,6,G. Arana,Guilherme Antonio Arana Lopes,guilherme-arana,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,False,Guilherme Arana,,CAM,282,5,,3.0,3.0,1.0,1.0,1.0,,,1.0,,,,,1.0,1.0,,,,,
160,5,2,0.0,0.0,87258,0.6,11.43,6,Soteldo,Yeferson Julio Soteldo Martínez,soteldo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,False,Soteldo,,SAN,277,6,,,,1.0,,2.0,,,1.0,,,,,,,,,,,
161,4,0,0.0,0.0,87274,0.0,2.0,6,Dionísio,Dionísio Pereira de Souza Neto,dionisio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,Dionísio,,VIT,287,6,,,,,,,,,,,,,,,,,,,,
162,3,1,0.0,0.0,87342,1.5,5.05,6,Kannemann,Walter Kannemann,kannemann,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,Kannemann,,GRE,284,6,,1.0,,,,,,,,,,,,,,,,,,
163,4,5,0.0,0.0,87470,2.56,5.74,6,Thaciano,Thaciano Mickael da Silva,thaciano,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,False,Thaciano,,SAN,277,6,,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
164,4,5,0.0,0.0,87742,0.98,3.19,6,N. Moura,Antônio Francisco Moura Neto,neto-moura,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,False,Neto Moura,,MIR,2305,7,,4.0,7.0,,,2.0,,,,,,,,,,,,,,
165,4,3,1.6,-0.22,87747,2.27,5.26,6,Y. Felipe,Yago Felipe da Costa Rocha,yago-felipe,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,True,Yago Felipe,,MIR,2305,7,,2.0,1.0,,2.0,5.0,,,,,,,,,,,,,,
166,3,0,0.0,0.0,87808,0.0,3.0,6,P. Sampaio,Philipe Sampaio Azevedo,philipe-sampaio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,Philipe Sampaio,,BOT,263,6,,,,,,,,,,,,,,,,,,,,
167,3,1,0.0,0.0,87853,1.5,5.43,6,M. Lemos,Paolo Mauricio Lemos Merladett,mauricio-lemos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,Mauricio Lemos,,VAS,267,5,,1.0,,,,,,,,,,,,,,,,,,
168,4,5,19.2,2.59,87863,13.5,21.86,6,Arrascaeta,Giorgian Daniel de Arrascaeta Benedetti,arrascaeta,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,True,Arrascaeta,,FLA,262,7,3.0,2.0,1.0,,3.0,7.0,5.0,1.0,,,,,,,1.0,1.0,,,,
169,4,6,4.7,0.41,87999,3.23,11.36,6,G. Scarpa,Gustavo Henrique Furtado Scarpa,gustavo-scarpa,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,True,Gustavo Scarpa,,CAM,282,7,1.0,2.0,3.0,3.0,6.0,8.0,,1.0,,,,,,,,,,,,
170,3,0,0.0,0.0,88087,0.0,6.0,6,R. Menezes,Ramon Menezes Roma,ramon-menezes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,Ramon Menezes,,CEA,354,6,,,,,,,,,,,,,,,,,,,,
171,1,0,0.0,0.0,88136,0.0,4.0,6,Ivan,Ivan Quaresma da Silva,ivan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,False,Ivan,,INT,285,6,,,,,,,,,,,,,,,,,,,,
172,3,6,3.2,-0.43,88312,3.07,5.52,6,J. Alonso,Júnior Osmar Ignacio Alonso Mujica,junior-alonso,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,True,Junior Alonso,,CAM,282,7,,3.0,4.0,1.0,3.0,3.0,,,,,,,,2.0,,,,,,
173,5,6,1.2,-1.88,88323,3.9,6.99,6,Ã. Romero,Ángel Rodrigo Romero Villamayor,angel-romero,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,Ángel Romero,,COR,264,7,1.0,7.0,4.0,2.0,3.0,5.0,,2.0,1.0,,,,,,1.0,,,,,
174,2,4,7.2,-0.03,88393,6.65,10.24,6,A. Lucas,Ayrton Lucas Dantas de Medeiros,ayrton-lucas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,True,Ayrton Lucas,,FLA,262,2,,7.0,3.0,1.0,1.0,2.0,,,1.0,,,,,3.0,,,,,,
175,2,1,1.1,-0.09,88423,1.1,4.91,6,Aderlan,Aderlan de Lima Silva,aderlan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,True,Aderlan,,SAN,277,5,,1.0,1.0,,,,,1.0,,,,,,,,,,,,
176,4,4,0.0,0.0,88479,-0.17,3.21,6,Walace,Walace Souza Silva,walace,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,False,Walace,,CRU,283,6,,1.0,4.0,,,,,,1.0,,,,,,,,,,,
177,6,6,7.87,0.71,88963,6.2,9.92,6,L. Jardim,José Leonardo Nunes Alves Sousa Jardim,leonardo-jardim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,True,Leonardo Jardim,,CRU,283,7,,,,,,,,,,,,3.0,,,,,,,,
178,5,5,0.0,0.0,89048,2.4,4.25,6,H. Hernández,Héctor José Hernández Marrero,hector-hernandez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,False,Héctor Hernández,,COR,264,6,,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,
179,4,5,3.2,-0.71,89256,4.1,10.13,6,Gerson,Gerson Santos da Silva,gerson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,True,Gerson,,FLA,262,7,1.0,3.0,3.0,4.0,2.0,11.0,,,,,,,,,,,,,,
180,2,4,0.0,0.0,89273,2.28,5.77,6,J. Pedro,João Pedro Maturano dos Santos,joao-pedro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,João Pedro,,GRE,284,7,,7.0,5.0,1.0,,,,1.0,,,,,,,,,1.0,,,
181,2,3,0.0,0.0,89275,12.17,17.38,6,William,Willian de Asevedo Furtado,william,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,False,William,,CRU,283,6,2.0,14.0,5.0,,2.0,3.0,,1.0,1.0,,,,,1.0,,,,,,
182,4,0,0.0,0.0,89285,0.0,4.0,6,M. Sales,Matheus de Sales Cabral,matheus-sales,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,False,Matheus Sales,,MIR,2305,5,,,,,,,,,,,,,,,,,,,,
183,5,4,1.9,-1.48,89368,4.8,14.54,6,Braithwaite,Martin Christensen Braithwaite,braithwaite,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,True,Braithwaite,,GRE,284,7,,4.0,3.0,2.0,3.0,5.0,1.0,2.0,1.0,,,,,,,,,,,
184,3,1,0.0,-0.51,89493,0.0,4.49,6,I. Rabello,Igor Rabello da Costa,igor-rabello,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,True,Igor Rabello,,CAM,282,5,,,,,,,,,,,,,,,,,,,,
185,4,3,3.0,0.3,89637,0.9,4.6,6,T. Maia,Thiago Maia Alencar,thiago-maia,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,True,Thiago Maia,,INT,285,6,,2.0,1.0,,,,,,,,,,,,,,,,,
186,5,6,1.2,-1.15,89695,3.0,5.18,6,I. Castilho,Iury Lirio Freitas de Castilho,iury-castilho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,True,Iury Castilho,,MIR,2305,7,,2.0,5.0,1.0,1.0,16.0,1.0,5.0,1.0,,,,,,,,,,,
187,5,3,0.0,0.0,89840,-0.77,5.78,6,Calleri,Jonathan Calleri,calleri,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,False,Calleri,,SAO,276,5,,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,1.0,1.0,
188,4,5,1.8,-0.76,89846,2.72,7.29,6,Cristaldo,Franco Cristaldo,cristaldo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,True,Cristaldo,,GRE,284,2,,4.0,,1.0,3.0,8.0,,,,,,,,,,,,,,
189,4,4,3.3,-0.01,89883,2.87,4.85,6,Dodi,Douglas Moreira Fagundes,dodi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,True,Dodi,,GRE,284,7,,5.0,1.0,,1.0,9.0,,,1.0,,,,,,,,,,,
190,2,1,0.0,0.0,90061,2.5,7.57,6,B. Pacheco,Bruno de Jesus Pacheco,bruno-pacheco,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,False,Bruno Pacheco,,FOR,356,6,,1.0,,,,2.0,,,,,,,,,,,,,,
191,5,6,0.7,-0.3,90285,2.53,6.44,6,B. Henrique,Bruno Henrique Pinto,bruno-henrique,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,True,Bruno Henrique,,FLA,262,6,,1.0,4.0,1.0,5.0,4.0,1.0,3.0,,,,,,,,,,,,
192,5,3,0.0,0.0,90307,3.9,5.76,6,Juninho,Olávio Vieira dos Santos Júnior,juninho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,False,Juninho,,FLA,262,6,,2.0,4.0,2.0,2.0,,,1.0,,,,,,,2.0,,,,,
193,5,0,0.0,0.0,90309,0.0,6.0,6,David,David Correa da Fonseca,david,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,David,,VAS,267,5,,,,,,,,,,,,,,,,,,,,
194,4,0,0.0,0.0,90449,0.0,3.0,6,Rezende,Júlio César de Rezende Miranda,rezende,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,False,Rezende,,BAH,265,6,,,,,,,,,,,,,,,,,,,,
195,4,0,0.0,0.0,90588,0.0,4.0,6,Caíque,Caique de Jesus Gonçalves,caique,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,Caíque,,JUV,286,6,,,,,,,,,,,,,,,,,,,,
196,4,5,0.6,-1.56,90703,7.68,11.86,6,Matheuzinho,Matheus Martins Fogaça de Paulo,matheuzinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,Matheuzinho,,VIT,287,7,,8.0,5.0,5.0,,14.0,2.0,1.0,1.0,,,,,,,,,,,
197,3,5,0.0,0.0,90768,2.94,7.49,6,F. Bruno,Fabrício Bruno Soares de Faria,fabricio-bruno,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,False,Fabrício Bruno,,CRU,283,7,,8.0,5.0,1.0,,2.0,,,3.0,,,,,1.0,,,,,,
198,5,1,0.0,0.0,90917,1.5,4.02,6,C. Eduardo,Carlos Eduardo Ferreira de Souza,carlos-eduardo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,Carlos Eduardo,,VIT,287,6,,1.0,,,,,,,,,,,,,,,,,,
199,3,6,2.7,0.36,90943,1.1,3.11,6,Z. Marcos,José Marcos Alves Luis,ze-marcos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,Zé Marcos,,VIT,287,6,,4.0,3.0,,,3.0,,,,,,,,,,,,,,
200,1,4,0.0,0.0,91101,3.68,5.47,6,Ronaldo,Ronaldo de Oliveira Strada,ronaldo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,False,Ronaldo,,BAH,265,5,,,,,,2.0,,,,9.0,4.0,,1.0,,,,1.0,,,
201,5,2,0.0,0.0,91130,4.3,5.88,6,Fernandinho,Fernando José Marques Maciel,fernandinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,Fernandinho,,CEA,354,5,,4.0,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,
202,3,1,0.0,0.0,91203,0.8,2.9,6,Éder,Éder Ferreira Graminho,eder,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,Éder,,CEA,354,6,,,,,1.0,,,,,,,,,,,,,,,
203,4,6,2.6,-0.38,91473,3.83,7.33,6,E. Pulgar,Erick Antonio Pulgar Farfán,erick-pulgar,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,True,Erick Pulgar,,FLA,262,7,,10.0,13.0,2.0,,7.0,1.0,,2.0,,,,,,,,,,,
204,3,1,1.8,0.28,91509,1.8,4.28,6,R. Sam,Rodrigo Eduardo da Silva,rodrigo-sam,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,True,Rodrigo Sam,,JUV,286,7,,2.0,2.0,,,1.0,,1.0,1.0,,,,,,,,,,,
205,3,3,0.0,0.0,91573,4.0,7.88,6,Arboleda,Robert Abel Arboleda Escobar,arboleda,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,False,Arboleda,,SAO,276,6,,2.0,3.0,,,2.0,,1.0,1.0,,,,,2.0,,,,,,
206,5,6,10.0,1.29,91607,6.45,12.78,6,Rony,Ronielson da Silva Barbosa,rony,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,True,Rony,,CAM,282,7,,6.0,9.0,9.0,4.0,6.0,2.0,6.0,1.0,,,,,,,1.0,,,,
207,4,0,0.0,0.0,91627,0.0,3.0,6,D. Vieira,Carlos Eduardo de Souza Vieira,dudu-vieira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,Dudu Vieira,,JUV,286,6,,,,,,,,,,,,,,,,,,,,
208,2,3,9.9,1.86,91639,7.57,8.92,6,I. Cariús,Igor Aquino da Silva,igor-carius,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,True,Igor Cariús,,SPT,292,6,,5.0,3.0,2.0,1.0,6.0,,1.0,,,,,,2.0,,,,,,
209,2,3,-0.9,-1.48,91706,1.93,5.78,6,Marlon,Marlon Rodrigues Xavier,marlon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,True,Marlon,,GRE,284,6,,5.0,4.0,,,1.0,,,1.0,,,,,,,,,,,
210,3,4,5.7,0.52,91772,3.55,5.49,6,D. Duarte,David de Duarte Macedo,david-duarte,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,True,David Duarte,,BAH,265,2,,3.0,4.0,,,2.0,,1.0,,,,,,2.0,,,,,,
211,1,6,6.3,1.02,91808,4.15,6.5,6,C. França,Caíque França Godoy,caique-franca,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,True,Caíque França,,SPT,292,7,,,,,,1.0,,,1.0,18.0,8.0,,,2.0,,,,,,
212,3,6,2.2,0.09,91866,4.23,6.4,6,Z. Ivaldo,José Ivaldo Almeida Silva,ze-ivaldo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,True,Zé Ivaldo,,SAN,277,7,,8.0,8.0,,5.0,2.0,1.0,2.0,2.0,,,,,1.0,,,,,,
213,5,4,0.0,0.0,91908,1.73,4.89,6,Pavón,Cristian David Pavón,pavon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,Pavón,,GRE,284,6,,2.0,2.0,2.0,2.0,3.0,,,1.0,,,,,,,,,,,
214,5,5,0.0,-0.28,92085,2.04,3.37,6,Giovanny,Giovanny Bariani Marques,giovanny,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,True,Giovanny,,JUV,286,6,1.0,1.0,2.0,,3.0,4.0,,1.0,,,,,,,,,,,,
215,3,4,0.0,0.0,92087,6.02,9.43,6,Lyanco,Lyanco Evangelista Silveira Neves Vojnovic,lyanco,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,False,Lyanco,,CAM,282,5,,10.0,7.0,2.0,,4.0,,2.0,,,,,,2.0,,,,1.0,,
216,3,1,0.0,0.0,92182,-1.3,3.63,6,Juninho,José Carlos Ferreira Júnior,juninho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,False,Juninho,,INT,285,6,,,1.0,,,,,,1.0,,,,,,,,,,,
217,3,2,0.0,0.0,92237,0.6,4.75,6,R. Ely,Rodrigo Ely,rodrigo-ely,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,Rodrigo Ely,,GRE,284,5,,1.0,1.0,,,,,,,,,,,,,,,,,
218,3,4,3.0,0.39,92440,2.03,5.64,6,A. Ramalho,André Ramalho Silva,andre-ramalho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,André Ramalho,,COR,264,6,,3.0,3.0,,,1.0,,,1.0,,,,,1.0,,,,,,
219,5,0,0.0,0.0,92696,0.0,4.0,6,R. Kayzer,Renato Kayzer de Souza,renato-kayzer,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,Renato Kayzer,,VIT,287,6,,,,,,,,,,,,,,,,,,,,
220,5,6,0.8,-1.41,92708,3.6,5.94,6,Deyverson,Deyverson Brum Silva Acosta,deyverson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,True,Deyverson,,FOR,356,6,,2.0,7.0,2.0,6.0,7.0,1.0,,1.0,,,,,,1.0,,,,,
221,5,0,0.0,0.0,92811,0.0,6.0,6,B. Rodrigues,Bruno Rafael Rodrigues do Nascimento,bruno-rodrigues,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,False,Bruno Rodrigues,,PAL,275,6,,,,,,,,,,,,,,,,,,,,
222,5,6,7.6,0.57,92854,3.4,12.02,6,Borré,Rafael Santos Borré Maury,borre,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,True,Borré,,INT,285,6,,2.0,3.0,,2.0,2.0,2.0,3.0,,,,,,,,,,,,
223,4,6,0.5,0.0,92981,0.97,3.26,6,Ronaldo,Ronaldo da Silva Souza Guerrero,ronaldo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,True,Ronaldo,,INT,285,6,,6.0,11.0,1.0,,,,1.0,1.0,,,,,,,,,,,
224,2,4,2.4,0.02,93236,1.73,3.77,6,R. Ramos,Rafael António Figueiredo Ramos,rafael-ramos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,True,Rafael Ramos,,CEA,354,6,,6.0,8.0,,1.0,1.0,,,1.0,,,,,,,,,,,
225,3,0,0.0,0.0,93372,0.0,5.0,6,J. Basso,João Othávio Basso,joao-basso,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,False,João Basso,,SAN,277,6,,,,,,,,,,,,,,,,,,,,
226,5,6,0.9,-0.19,93478,1.95,5.52,6,Wanderson,Wanderson Maciel Sousa Campos,wanderson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,True,Wanderson,,CRU,283,7,,3.0,6.0,2.0,4.0,3.0,,1.0,1.0,,,,,,1.0,,,,,
227,2,0,0.0,0.0,93637,0.0,4.0,6,B. Tubarão,Bruno Nunes de Barros,bruno-tubarao,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,Bruno Tubarão,,CEA,354,5,,,,,,,,,,,,,,,,,,,,
228,2,4,6.2,-0.17,93716,10.45,13.26,6,P. Henrique,Paulo Henrique de Oliveira Alves,paulo-henrique,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,True,Paulo Henrique,,VAS,267,7,,22.0,4.0,1.0,1.0,2.0,,,1.0,,,,,1.0,1.0,,,,,
229,4,6,2.4,-0.02,93790,0.87,5.22,6,M. Freitas,Marlon Rodrigues Freitas,marlon-freitas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,Marlon Freitas,,BOT,263,7,,3.0,5.0,1.0,,4.0,,,1.0,,,,,,,,,,,
230,1,0,0.0,0.0,93834,0.0,3.0,6,Keiller,Keiller da Silva Nunes,keiller,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,Keiller,,CEA,354,6,,,,,,,,,,,,,,,,,,,,
231,1,2,0.0,0.0,93879,7.35,5.54,6,Marcão,Marcos Venicius Santos Miranda - Vinícius,marcao,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,Marcão,,JUV,286,6,,,,,,,,,,9.0,2.0,,,1.0,,,,,,
232,1,5,2.1,-1.32,93882,5.58,7.32,6,Cleiton,Cleiton Schwengber,cleiton,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,True,Cleiton,,RBB,280,7,,,,,,1.0,,,1.0,18.0,5.0,,,2.0,,,,,,
233,5,1,0.4,-0.46,93988,0.4,5.54,6,B. Lopes,Breno Henrique Vasconcelos Lopes,breno-lopes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,True,Breno Lopes,,FOR,356,6,,,,,,1.0,,1.0,,,,,,,,,,,,
234,1,6,6.3,0.25,94044,5.17,11.17,6,John,John Victor Maciel Furtado,john,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,John,,BOT,263,7,,1.0,,,,,,,1.0,15.0,4.0,,,3.0,,,,,,
235,4,4,2.7,-0.3,94067,2.85,5.55,6,M. Fernandes,Matheus Fernandes Siqueira,matheus-fernandes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,True,Matheus Fernandes,,RBB,280,6,,9.0,7.0,,,2.0,,,1.0,,,,,,,,,,,
236,4,5,1.5,-0.32,94154,1.6,4.03,6,Maycon,Maycon de Andrade Barberan,maycon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,Maycon,,COR,264,6,,5.0,,,,1.0,,,,,,,,,,,,,,
237,4,6,1.7,0.05,94156,1.75,4.51,6,D. Pituca,Diego Cristiano Evaristo,diego-pituca,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,True,Diego Pituca,,SAN,277,7,,1.0,2.0,,2.0,4.0,1.0,,2.0,,,,,,,,,,,
