,atletas.clube.id.full.name,atletas.minimo_para_valorizar,atletas.pontos_num,atletas.atleta_id,atletas.foto,atletas.clube_id,atletas.preco_num,atletas.status_id,atletas.variacao_num,atletas.media_num,atletas.posicao_id,atletas.apelido_abreviado,atletas.rodada_id,atletas.nome,atletas.entrou_em_campo,atletas.slug,atletas.jogos_num,atletas.apelido,A,DS,FC,FD,FF,FS,G,I,CA,DE,GS,DP,SG,V,FT,PS,PC,CV,PP,GC
233,RBB,,8.9,93882,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,280,8.54,7,1.22,6.13,1,Cleiton,7,Cleiton Schwengber,True,cleiton,6,Cleiton,,,,,,1.0,,,1.0,21.0,5.0,,3.0,,,,,,,
234,FOR,,0.0,93988,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,356,5.54,7,0.0,0.4,5,B. Lopes,7,Breno Henrique Vasconcelos Lopes,False,breno-lopes,1,Breno Lopes,,,,,,1.0,,1.0,,,,,,,,,,,,
235,BOT,,1.6,94044,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,263,10.21,7,-0.96,4.66,1,John,7,John Victor Maciel Furtado,True,john,7,John,,1.0,1.0,,,,,,2.0,18.0,5.0,,3.0,,,,,,,
236,RBB,,1.5,94067,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,280,5.07,6,-0.48,2.58,4,M. Fernandes,7,Matheus Fernandes Siqueira,True,matheus-fernandes,5,Matheus Fernandes,,10.0,7.0,,,2.0,,,1.0,,,,,,,,,,,
237,COR,,0.0,94154,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,264,3.62,7,-0.41,1.33,4,Maycon,7,Maycon de Andrade Barberan,True,maycon,6,Maycon,,5.0,,,,1.0,,,,,,,,,,,,,,
238,SAN,,0.0,94156,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,277,4.51,2,0.0,1.75,4,D. Pituca,7,Diego Cristiano Evaristo,False,diego-pituca,6,Diego Pituca,,1.0,2.0,,2.0,4.0,1.0,,2.0,,,,,,,,,,,
239,SAN,,0.0,94207,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,277,8.68,6,0.0,6.78,5,Guilherme,7,Guilherme Augusto Vieira dos Santos,False,guilherme,6,Guilherme,,16.0,3.0,4.0,8.0,13.0,,1.0,,,,,,,,,,,,
240,JUV,,0.0,94444,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,286,4.5,5,0.0,3.23,5,M. Babi,7,Matheus Barcelos da Silva,False,matheus-babi,3,Matheus Babi,,1.0,2.0,,,2.0,1.0,2.0,,,,,,,,,,,,
241,PAL,,0.0,94509,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,275,17.12,6,0.0,4.15,4,R. Veiga,7,Raphael Cavalcante Veiga,False,raphael-veiga,2,Raphael Veiga,,2.0,3.0,2.0,1.0,4.0,,,,,,,,,,1.0,,,,
242,VAS,,0.0,94514,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,267,4.0,6,0.0,0.0,3,L. Oliveira,7,Lucas da Cruz Oliveira,False,lucas-oliveira,0,Lucas Oliveira,,,,,,,,,,,,,,,,,,,,
243,FLA,,2.7,94583,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,262,20.8,7,-3.99,11.83,5,Pedro,7,Pedro Guilherme Abreu dos Santos,True,pedro,4,Pedro,1.0,1.0,,5.0,1.0,4.0,4.0,,,,,,,,1.0,1.0,,,1.0,
244,RBB,,10.1,94968,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,280,12.7,7,0.79,10.43,2,J. Capixaba,7,Luis Antônio da Rocha Júnior,True,juninho-capixaba,7,Juninho Capixaba,,23.0,10.0,3.0,5.0,14.0,1.0,1.0,1.0,,,,4.0,,,,,,,
245,CEA,,5.0,95127,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,354,6.34,6,0.61,4.6,2,Nicolas,7,Nicolas Vecchiato da Silva - Vichiatto / Vechiatto,True,nicolas,3,Nicolas,,2.0,,,1.0,,,,,,,,2.0,,,,,,,
246,JUV,,1.0,95131,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,286,9.14,6,-1.3,6.82,5,G. Taliari,7,Gabriel Pereira Taliari,True,gabriel-taliari,5,Gabriel Taliari,1.0,2.0,7.0,3.0,3.0,7.0,2.0,3.0,,,,,,,1.0,,,,,
247,VIT,,0.0,95288,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,287,4.0,6,0.0,0.0,4,B. Xavier,7,Bruno César Xavier Sislo,False,bruno-xavier,0,Bruno Xavier,,,,,,,,,,,,,,,,,,,,
248,JUV,,1.5,95354,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,286,2.73,7,0.14,0.9,4,Giraldo,7,Daniel Eduardo Giraldo Cárdenas,True,giraldo,6,Giraldo,,4.0,9.0,,2.0,3.0,,,1.0,,,,,,,,,,,
249,SPT,,4.2,95357,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,292,5.35,7,0.25,3.88,4,Rivera,7,Christian Hernando Rivera Cuéllar,True,rivera,6,Rivera,,17.0,14.0,,,10.0,,,3.0,,,,,,,,,,,
250,BOT,,0.0,95464,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,263,6.96,6,0.0,3.17,4,Gregore,7,Gregore de Magalhães da Silva,False,gregore,6,Gregore,,16.0,26.0,1.0,2.0,6.0,,,3.0,,,,,,,,,,,
251,SAO,,0.0,95466,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,276,7.88,6,0.0,3.9,2,I. Vinícius,7,Igor Vinícius de Souza,False,igor-vinicius,3,Igor Vinícius,,3.0,2.0,1.0,2.0,2.0,,,1.0,,,,1.0,,,,,,,
252,COR,,7.3,95556,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,264,6.72,7,0.94,4.05,4,Raniele,7,Raniele Almeida Melo,True,raniele,6,Raniele,,11.0,5.0,1.0,2.0,15.0,,,1.0,,,,,,,,,,,
253,BOT,,2.7,95799,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,263,8.63,7,0.1,3.92,5,Artur,7,Artur Victor Guimarães,True,artur,7,Artur,2.0,5.0,7.0,2.0,4.0,9.0,,1.0,1.0,,,,,,1.0,,,,,
254,VAS,,0.0,95936,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,267,3.0,6,0.0,0.0,1,D. Fuzato,7,Daniel Cerântula Fuzato,False,daniel-fuzato,0,Daniel Fuzato,,,,,,,,,,,,,,,,,,,,
255,FLU,,-0.6,96340,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,266,5.2,6,-0.5,2.52,4,Lima,7,Vinicius Moreira de Lima,True,lima,6,Lima,,1.0,4.0,1.0,2.0,10.0,1.0,,1.0,,,,,,,,,,,
256,COR,,-1.3,96342,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,264,3.86,6,-0.75,0.1,4,Charles,7,Charles Rigon Mattos,True,charles,2,Charles,,1.0,1.0,,,,,,1.0,,,,,,,,,,,
257,CRU,,9.2,96610,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,283,14.8,7,0.03,6.65,4,M. Pereira,7,Matheus Fellipe Costa Pereira,True,matheus-pereira,6,Matheus Pereira,,16.0,11.0,6.0,4.0,22.0,,2.0,2.0,,,,,,,,,,,
258,FLA,,0.0,96652,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,262,2.2,2,0.0,-0.15,4,Allan,7,Allan Rodrigues de Souza,False,allan,4,Allan,,,2.0,,,,,,,,,,,,,,,,,
259,CAM,,0.0,96725,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,282,5.65,6,0.0,3.15,2,Saravia,7,Renzo Saravia,False,saravia,4,Saravia,,1.0,5.0,,2.0,2.0,,,,,,,2.0,,,,,,,
260,VIT,,0.4,96831,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,287,5.29,6,-0.72,3.35,5,Carlinhos,7,Carlos Moisés de Lima,True,carlinhos,2,Carlinhos,,,6.0,,2.0,,1.0,1.0,1.0,,,,,,,,,,,
261,GRE,,0.0,97145,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,284,10.17,6,0.0,4.62,4,Villasanti,7,Mathías Adalberto Villasanti Rolón,False,villasanti,6,Villasanti,,21.0,12.0,,1.0,4.0,,,3.0,,,,,,,,,,,
262,SPT,,0.0,97173,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,292,2.69,5,-0.31,0.0,2,Dalbert,7,Dalbert Henrique Chagas Estevão,True,dalbert,1,Dalbert,,,,,,,,,,,,,,,,,,,,
263,BAH,,7.53,97341,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,265,9.1,7,0.28,5.59,6,R. Ceni,7,Rogério Mücke Ceni,True,rogerio-ceni,7,Rogério Ceni,,,,,,,,,,,,,,3.0,,,,,,
264,VIT,,0.0,97450,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,287,4.42,7,0.0,2.04,5,G. Mosquito,7,Gustavo Henric da Silva,False,gustavo-mosquito,5,Gustavo Mosquito,1.0,1.0,6.0,3.0,2.0,1.0,,2.0,,,,,,,,,,,,
265,MIR,,2.4,97460,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2305,2.0,7,0.29,1.0,3,J. Victor,7,João Victor Carroll Santana,True,joao-victor,7,João Victor,,5.0,8.0,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,
266,VAS,,2.51,97466,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,267,8.45,7,0.09,2.51,6,F. Loureiro,7,Felipe Jorge Loureiro,True,felipe-loureiro,1,Felipe Loureiro,,,,,,,,,,,,,,,,,,,,
267,BOT,,-1.0,97468,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,263,4.48,6,-0.52,-1.0,2,Marçal,7,Fernando Marçal de Oliveira,False,marcal,0,Marçal,,,,,,,,,1.0,,,,,,,,,,,
268,COR,,0.0,97642,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,264,7.15,6,0.0,4.83,3,F. Torres,7,Félix Eduardo Torres Caicedo,False,felix-torres,3,Félix Torres,,7.0,7.0,,2.0,1.0,,,1.0,,,,1.0,,,,,,,
269,SPT,,0.0,97645,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,292,3.0,6,0.0,0.0,1,T. Couto,7,Thiago Couto Wenceslau,False,thiago-couto,0,Thiago Couto,,,,,,,,,,,,,,,,,,,,
270,PAL,,0.0,97653,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,275,7.71,6,0.0,1.15,3,Murilo,7,Murilo Cerqueira Paim,False,murilo,2,Murilo,,,4.0,,,1.0,,,2.0,,,,1.0,,,,,,,
271,VIT,,-0.3,97810,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,287,5.25,7,-0.53,3.28,5,Erick,7,Erick de Arruda Serafim,True,erick,7,Erick,2.0,3.0,2.0,,2.0,15.0,,,,,,,,,,,,,,
272,FLA,,1.2,97867,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,262,5.12,7,-0.99,3.62,3,L. Ortiz,7,Leonardo Rech Ortiz,True,leo-ortiz,6,Léo Ortiz,,5.0,6.0,1.0,1.0,,,,1.0,,,,3.0,,,,,,,
273,BAH,,0.0,97868,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,265,5.15,6,0.0,2.53,2,Iago,7,Iago Amaral Borduchi,False,iago,3,Iago,,,1.0,1.0,1.0,2.0,,1.0,,,,,1.0,,,,,,,
274,CEA,,12.2,97899,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,354,9.49,7,1.12,8.62,2,M. Bahia,7,Matheus Bahia Santos,True,matheus-bahia,4,Matheus Bahia,1.0,11.0,4.0,2.0,1.0,4.0,,,1.0,,,,2.0,,,,,,,
275,INT,,1.2,97900,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,285,7.65,7,-0.31,3.28,3,Vitão,7,Vitor Eduardo da Silva Matos,True,vitao,7,Vitão,,11.0,5.0,,,,,,2.0,,,,2.0,,,,,,,
276,BAH,,2.9,98022,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,265,8.38,3,0.15,3.61,4,Erick,7,Erick Luis Conrado de Carvalho,True,erick,7,Erick,,12.0,12.0,,2.0,3.0,1.0,2.0,3.0,,,,,,1.0,,,,,
277,CEA,,0.6,98225,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,354,8.75,7,-0.76,5.22,5,P. Raul,7,Pedro Raul Garay da Silva,True,pedro-raul,6,Pedro Raul,,2.0,11.0,3.0,7.0,12.0,2.0,6.0,2.0,,,,,,1.0,,,,,
278,BOT,,0.0,98280,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,263,11.0,5,0.0,0.0,3,Bastos,7,Bartolomeu Jacinto Quissanga,False,bastos,0,Bastos,,,,,,,,,,,,,,,,,,,,
279,VIT,,0.0,98306,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,287,3.0,5,0.0,0.0,4,V. Soares,7,Valdemir de Oliveira Soares,False,val-soares,0,Val Soares,,,,,,,,,,,,,,,,,,,,
280,MIR,,2.9,98384,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2305,3.5,7,0.27,2.25,5,Negueba,7,Luiz Henrique Soares Firmino,True,negueba,4,Negueba,,3.0,4.0,1.0,2.0,8.0,,1.0,1.0,,,,,,,,,,,
281,BAH,,0.0,98484,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,265,4.58,5,0.0,2.85,3,Kanu,7,Victor Hugo Soares dos Santos,False,kanu,2,Kanu,,4.0,1.0,,,,,,,,,,,,,,,,,
282,BAH,,2.0,98517,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,265,5.39,7,-0.01,2.63,4,J. Lucas,7,Jean Lucas de Souza Oliveira,True,jean-lucas,6,Jean Lucas,,7.0,6.0,1.0,5.0,6.0,,1.0,1.0,,,,,,,,,,,
283,SPT,,0.0,98605,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,292,4.0,6,0.0,0.0,2,D. Placido,7,Leonel Di Placido,False,di-placido,0,Di Placido,,,,,,,,,,,,,,,,,,,,
284,FOR,,0.0,98619,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,356,7.23,7,0.0,4.03,3,Kuscevic,7,Benjamín Kuščević Jaramillo,False,kuscevic,6,Kuscevic,,7.0,6.0,,,1.0,,,,,,,3.0,,,,,,,
285,BOT,,0.0,98672,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,263,11.64,5,0.0,6.17,4,Savarino,7,Jefferson David Savarino Quintero,False,savarino,6,Savarino,1.0,3.0,2.0,5.0,7.0,3.0,2.0,,1.0,,,,,,,,,,,
286,COR,,0.0,98720,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,264,4.65,7,0.0,2.27,2,Angileri,7,Fabrizio Germán Angileri - Fabricio,False,angileri,4,Angileri,,6.0,4.0,,1.0,1.0,,,,,,,,,,,,,,
287,SPT,,0.0,98738,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,292,6.17,6,0.0,2.53,4,T. Ortíz,7,Christian Jonatan Ortíz - Cristian,False,titi-ortiz,3,Titi Ortíz,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,1.0,,,,,
288,CAM,,3.4,98909,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,282,8.05,7,-0.17,4.13,5,Cuello,7,Tomás Esteban Cuello,True,cuello,7,Cuello,,3.0,9.0,6.0,8.0,15.0,1.0,,2.0,,,,,,,,,,,
289,FLA,,0.0,98974,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,262,8.0,5,0.0,0.0,2,Viña,7,Matías Nicolás Viña Susperreguy,False,vina,0,Viña,,,,,,,,,,,,,,,,,,,,
290,INT,,0.0,98975,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,285,6.46,6,0.0,4.05,3,Rogel,7,Agustín Maximiliano Rogel Paita,False,rogel,4,Rogel,,5.0,6.0,,,1.0,,,,,,,2.0,,,,,,,
291,CEA,,0.0,99032,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,354,4.0,6,0.0,1.63,4,Lourenço,7,João Paulo Ferreira Lourenço,False,lourenco,4,Lourenço,,3.0,2.0,,2.0,2.0,,,,,,,,,,,,,,
292,VIT,,0.8,99119,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,287,6.26,6,-0.41,3.1,5,L. Braga,7,Lucas Braga Ribeiro,True,lucas-braga,3,Lucas Braga,,1.0,3.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
293,VAS,,0.0,99198,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,267,15.44,7,0.0,7.48,5,Vegetti,7,Pablo Vegetti,False,vegetti,5,Vegetti,1.0,2.0,7.0,1.0,3.0,4.0,3.0,1.0,1.0,,,,,,1.0,,,,,
294,VAS,,0.0,99213,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,267,4.59,7,0.0,1.25,2,P. Rodríguez,7,José Luis Rodríguez Bebanz,False,puma-rodriguez,2,Puma Rodríguez,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
295,FLA,,2.4,99228,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,262,9.17,3,-0.39,2.95,4,D. Cruz,7,Diego Nicolás de la Cruz Arcosa,True,de-la-cruz,6,De la Cruz,,9.0,9.0,2.0,,15.0,,,3.0,,,,,,,,,,,
296,SPT,,4.3,99253,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,292,6.59,7,-0.27,4.47,3,Chico,7,Francisco Alves da Silva Neto - Melo,True,chico,7,Chico,,13.0,3.0,,4.0,3.0,,,1.0,,,,2.0,,,,1.0,,,
297,FOR,,0.0,99267,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,356,9.0,5,0.0,0.0,4,Pochettino,7,Tomás Pochettino,False,pochettino,1,Pochettino,,,,,,,,,,,,,,,,,,,,
298,BOT,,0.0,99274,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,263,10.64,6,0.0,6.08,3,A. Barboza,7,Alexander Nahuel Barboza Ullúa,False,alexander-barboza,5,Alexander Barboza,,13.0,9.0,,2.0,,,,3.0,,,,3.0,,,,,,,
299,CRU,,0.0,99316,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,283,6.45,6,0.0,0.5,5,Dinenno,7,Juan Ignacio Dinenno de Cara,False,dinenno,1,Dinenno,,,,,,1.0,,,,,,,,,,,,,,
300,SAO,,0.0,99366,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,276,8.08,7,0.0,4.9,6,L. Zubeldía,7,Luis Francisco Zubeldía,False,luis-zubeldia,6,Luis Zubeldía,,,,,,,,,,,,,,1.0,,,,,,
301,FLA,,1.5,99392,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,262,6.8,6,-0.48,3.23,5,Michael,7,Michael Richard Delgado de Oliveira,True,michael,6,Michael,2.0,3.0,1.0,2.0,3.0,1.0,,1.0,,,,,,,,,,,,
302,VIT,,0.0,99440,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,287,5.11,6,0.0,1.98,4,Baralhas,7,Gabriel Baralhas dos Santos,False,baralhas,5,Baralhas,,6.0,7.0,1.0,1.0,4.0,,,1.0,,,,,,,,,,,
303,FLA,,15.4,99552,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,262,10.23,7,1.81,6.44,1,Rossi,7,Agustín Daniel Rossi,True,rossi,7,Rossi,,,,,,,,,,17.0,4.0,1.0,4.0,,,,,,,
304,FLU,,14.5,99815,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,266,15.74,7,1.75,7.21,4,Arias,7,Jhon Adolfo Arias Andrade,True,arias,7,Arias,3.0,8.0,8.0,2.0,5.0,19.0,1.0,,1.0,,,,,,1.0,,,,,
305,PAL,,1.2,99818,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,275,6.18,6,-0.72,1.1,5,Paulinho,7,Paulo Henrique Sampaio Filho,True,paulinho,4,Paulinho,,2.0,1.0,,1.0,2.0,,1.0,,,,,,,,,,,,
306,SAO,,0.0,99889,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,276,6.5,7,0.0,2.8,3,A. Franco,7,Alan Javier Franco,False,alan-franco,5,Alan Franco,,3.0,3.0,,,3.0,,1.0,1.0,,,,2.0,,,,,,,
307,CAM,,1.1,100084,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,282,5.08,6,-0.47,2.42,4,I. Gomes,7,Igor Silveira Gomes,True,igor-gomes,5,Igor Gomes,,1.0,4.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,
308,FOR,,0.0,100085,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,356,3.0,6,0.0,0.0,4,P. Augusto,7,Pedro Augusto Borges da Costa,False,pedro-augusto,0,Pedro Augusto,,,,,,,,,,,,,,,,,,,,
309,COR,,24.1,100652,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,264,15.3,7,4.3,6.94,5,Y. Alberto,7,Yuri Alberto Monteiro da Silva,True,yuri-alberto,7,Yuri Alberto,1.0,1.0,8.0,4.0,8.0,7.0,4.0,2.0,2.0,,,,,,,,,,,
310,RBB,,0.0,100695,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,280,5.0,5,0.0,0.0,5,Fernando,7,Fernando dos Santos Pedro,False,fernando,0,Fernando,,,,,,,,,,,,,,,,,,,,
311,CRU,,0.0,100742,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,283,8.54,5,0.0,1.55,4,M. Henrique,7,Matheus Henrique de Souza,False,matheus-henrique,2,Matheus Henrique,,2.0,3.0,,,4.0,,,1.0,,,,,,,,,,,
