,atletas.preco_num,atletas.pontos_num,atletas.apelido_abreviado,atletas.apelido,atletas.jogos_num,atletas.nome,atletas.posicao_id,atletas.media_num,atletas.clube_id,atletas.entrou_em_campo,atletas.status_id,atletas.variacao_num,atletas.foto,atletas.atleta_id,atletas.slug,atletas.rodada_id,atletas.clube.id.full.name,A,CA,DS,FC,FD,FF,FS,G,I,PS,SG,FT,V,CV,DE,DP,GS,PP,PC,GC
379,3.77,0.0,Camilo,Camilo,11,Camilo Reijers de Oliveira,4,1.87,284,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,104519,camilo,25,GRE,,,16.0,15.0,,2.0,1.0,,,,,,,,,,,,1.0,
380,4.29,-0.4,V. Zanocelo,Vinícius Zanocelo,2,Vinícius Nelson de Souza Zanocelo,4,0.4,354,True,6,-0.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,104521,vinicius-zanocelo,25,CEA,,,1.0,4.0,,,1.0,,,,,,,,,,,,,
381,2.0,0.0,Fabrício,Fabrício,0,Fabrício Oliveira de Souza,1,0.0,280,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,104588,fabricio,25,RBB,,,,,,,,,,,,,,,,,,,,
382,3.07,0.0,M. Bianqui,Matheus Bianqui,10,Matheus Henrique Bianqui,4,1.05,2305,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,104640,matheus-bianqui,25,MIR,,1.0,4.0,5.0,1.0,3.0,1.0,,,,,1.0,,,,,,,,
383,11.49,0.0,Moisés,Moisés,3,Moisés Vieira da Veiga,5,3.53,356,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,104666,moises,25,FOR,1.0,1.0,2.0,1.0,1.0,3.0,1.0,,2.0,,,,,,,,,,,
384,4.72,2.7,Newton,Newton,12,Newton Araújo da Costa Júnior,4,3.44,263,True,7,-0.25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,104693,newton,25,BOT,,2.0,17.0,19.0,3.0,5.0,4.0,1.0,1.0,,,2.0,,,,,,,,
385,10.51,5.71,J. Vojvoda,Juan Vojvoda,16,Juan Pablo Vojvoda Rizzo,6,5.34,277,True,7,-0.32,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,104754,juan-vojvoda,25,SAN,,,,,,,,,,,,,3.0,,,,,,,
386,8.75,1.9,E. Díaz,Enzo Díaz,21,Enzo Hernán Díaz,2,5.7,276,True,7,0.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,104758,enzo-diaz,25,SAO,3.0,6.0,49.0,40.0,1.0,6.0,26.0,,1.0,,6.0,1.0,,,,,,,3.0,
387,4.38,-0.2,Acevedo,Acevedo,18,Nicolás Brian Acevedo Tabárez,4,2.73,265,True,3,-0.66,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,104783,acevedo,25,BAH,,3.0,31.0,17.0,5.0,1.0,8.0,,,,,,,,,,,,,
388,2.0,0.0,J. Meurer,Jorge Meurer,0,Jorge Meurer Bartholdy,1,0.0,284,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,104933,jorge-meurer,25,GRE,,,,,,,,,,,,,,,,,,,,
389,6.0,0.0,W. Leonardo,Wagner Leonardo,20,Wagner Leonardo Calvelo de Souza,3,2.9,284,False,2,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,104994,wagner-leonardo,25,GRE,1.0,2.0,21.0,14.0,4.0,1.0,5.0,,1.0,,4.0,,,,,,,,,
390,6.34,0.0,J. Marcelo,João Marcelo,1,João Marcelo Messias Ferreira,3,0.0,283,True,6,-0.66,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,105047,joao-marcelo,25,CRU,,,,,,,,,,,,,,,,,,,,
391,5.26,0.0,Reinier,Reinier,5,Reinier Jesus Carvalho,4,2.64,282,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,105068,reinier,25,CAM,,1.0,5.0,2.0,1.0,2.0,3.0,,,,,1.0,,,,,,,,
392,7.72,5.9,A. Duarte,Alexis Duarte,1,Alexis David Duarte Pereira,3,5.9,277,True,6,1.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,105114,alexis-duarte,25,SAN,,,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,
393,6.45,0.0,Khellven,Khellven,5,Khellven Douglas Silva Oliveira,2,3.4,275,False,7,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,105175,khellven,25,PAL,,,5.0,10.0,,,5.0,,,,2.0,,,,,,,,,
394,5.06,0.0,Sant'Anna,Sant'Anna,9,Ariel Agustín Sant'Anna Quintero,2,2.4,280,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,105213,sant-anna,25,RBB,,3.0,8.0,8.0,1.0,6.0,2.0,,1.0,,1.0,1.0,,,,,,,,
395,6.19,6.2,S. Rodríguez,Santiago Rodríguez,14,Santiago Mariano Rodríguez Molina,4,3.5,263,True,6,-0.26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,105214,santiago-rodriguez,25,BOT,2.0,3.0,14.0,9.0,4.0,5.0,14.0,1.0,1.0,,,,,,,,,,,
396,9.26,9.1,G. Ávila,Gastón Ávila,13,Gastón Luciano Ávila,3,4.59,356,True,7,0.79,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,105258,gaston-avila,25,FOR,,1.0,25.0,11.0,3.0,3.0,11.0,,1.0,,3.0,,,,,,,,,
397,9.01,0.0,Ferraresi,Ferraresi,17,Nahuel Adolfo Ferraresi Hernández,3,6.78,276,False,5,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,105300,ferraresi,25,SAO,3.0,2.0,51.0,21.0,,2.0,17.0,,1.0,,5.0,,,,,,,,,1.0
398,2.56,0.0,L. Lima,Lucas Lima,10,Lucas Eduardo Lima da Silva,4,0.95,354,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,105337,lucas-lima,25,CEA,,,5.0,1.0,,1.0,3.0,,,,,,,,,,,,,
399,6.1,7.1,G. Xavier,Gabriel Xavier,7,Gabriel Lheman Xavier - Lhman,3,2.6,265,True,7,1.13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,105373,gabriel-xavier,25,BAH,,2.0,4.0,13.0,,2.0,3.0,,,,3.0,,,,,,,,,
400,11.39,17.7,Carrascal,Carrascal,5,Jorge Andrés Carrascal Guardo,4,7.0,262,True,2,2.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,105436,carrascal,25,FLA,3.0,1.0,7.0,7.0,,2.0,6.0,1.0,,,,,,,,,,,,
401,10.33,5.4,M. Bidu,Matheus Bidu,16,Matheus Lima Beltrão Oliveira Valin,2,6.15,264,True,7,0.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,105531,matheus-bidu,25,COR,2.0,5.0,25.0,13.0,3.0,7.0,40.0,,4.0,1.0,6.0,,,,,,,,,
402,8.03,0.0,C. Vinícius,Carlos Vinícius,4,Carlos Vinícius Alves Morais,5,2.65,284,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,105563,carlos-vinicius,25,GRE,,1.0,1.0,5.0,2.0,,9.0,1.0,3.0,,,,,1.0,,,,,,
403,7.35,1.0,Lucero,Lucero,20,Juan Martín Lucero,5,2.91,356,True,2,-0.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,105568,lucero,25,FOR,1.0,5.0,16.0,25.0,8.0,6.0,10.0,3.0,8.0,,,1.0,,,,,,1.0,,
404,7.74,0.0,L. Piton,Lucas Piton,17,Lucas Piton Crivellaro,2,4.25,267,False,5,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,105584,lucas-piton,25,VAS,5.0,4.0,20.0,28.0,,4.0,7.0,1.0,1.0,,3.0,,,,,,,,,
405,1.55,0.0,Roni,Roni,7,Roni Medeiros de Moura,4,0.14,2305,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,105585,roni,25,MIR,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
406,8.78,0.0,Maurício,Maurício,16,Maurício Magalhães Prado,4,4.07,275,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,105647,mauricio,25,PAL,3.0,,8.0,9.0,5.0,9.0,8.0,3.0,5.0,,,,,,,,,,,
407,5.83,1.4,T. Magno,Talles Magno,21,Talles Magno Bacelar Martins,5,2.8,264,True,6,-0.17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,105786,talles-magno,25,COR,1.0,2.0,14.0,21.0,6.0,10.0,31.0,1.0,9.0,,,1.0,,,,,,,,
408,5.47,1.7,L. Freitas,Luan Freitas,5,Luan de Freitas Molarinho Chagas,3,3.5,286,True,6,-0.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,105807,luan-freitas,25,JUV,,,7.0,3.0,,3.0,1.0,,,,1.0,,,,,,,,,
409,5.36,0.0,Edu,Edu,13,Lucas Eduardo Ribeiro de Souza,3,3.62,287,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,105842,edu,25,VIT,,,12.0,5.0,1.0,3.0,4.0,,,,5.0,,,,,,,,,
410,5.34,0.0,M. Araújo,Matheus Araújo,8,Matheus de Araújo Andrade,4,2.4,354,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,105845,matheus-araujo,25,CEA,1.0,,2.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,
411,4.29,0.0,Allanzinho,Allanzinho,7,Allan Victor Oliveira Mota,5,2.69,356,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,105900,allanzinho,25,FOR,2.0,1.0,2.0,5.0,,3.0,10.0,,1.0,1.0,,,,,,,,,,
412,3.6,0.0,J. Aldo,José Aldo,19,José Aldo Soares de Oliveira Filho,4,2.15,2305,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,105903,jose-aldo,25,MIR,,2.0,21.0,20.0,6.0,6.0,11.0,,1.0,,,,,,,,,,,
413,8.51,0.0,Rochet,Rochet,11,Sergio Ramón Rochet Álvarez,1,4.01,285,False,7,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,105949,rochet,25,INT,,,,,,,2.0,,,,2.0,,,,37.0,,15.0,,,
414,5.09,4.7,S. Mingo,Santiago Mingo,22,Santiago Martín Ramos Mingo,3,2.92,265,True,7,0.37,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,105990,santiago-mingo,25,BAH,,4.0,18.0,23.0,,7.0,16.0,,2.0,,7.0,,,,,,,,,
415,6.27,1.7,Ewerthon,Ewerthon,13,Ewerthon Diógenes da Silva,2,3.21,286,True,6,0.04,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,106082,ewerthon,25,JUV,,2.0,20.0,8.0,2.0,6.0,8.0,,1.0,,1.0,,,,,,,,,
416,6.78,3.31,T. Carpini,Thiago Carpini,19,Thiago Carpini Barbosa,6,4.12,286,True,6,-0.04,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,106147,thiago-carpini,25,JUV,,,,,,,,,,,,,4.0,,,,,,,
417,7.15,0.0,Lucão,Lucão,3,Lucas Alexandre Galdino de Azevedo,1,6.23,280,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,106160,lucao,25,RBB,,1.0,,,,,1.0,,,,1.0,,,,14.0,,4.0,,,
