,atletas.preco_num,atletas.pontos_num,atletas.apelido_abreviado,atletas.apelido,atletas.jogos_num,atletas.nome,atletas.posicao_id,atletas.media_num,atletas.clube_id,atletas.entrou_em_campo,atletas.status_id,atletas.variacao_num,atletas.foto,atletas.atleta_id,atletas.slug,atletas.rodada_id,atletas.clube.id.full.name,A,CA,DS,FC,FD,FF,FS,G,I,PS,SG,FT,V,CV,DE,DP,GS,PP,PC,GC
196,8.07,13.9,Ronaldo,Ronaldo,13,Ronaldo de Oliveira Strada,1,5.2,265,True,7,0.96,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,91101,ronaldo,25,BAH,1.0,,,,,,3.0,,,,4.0,,,,34.0,2.0,16.0,,1.0,
197,5.13,0.0,Fernandinho,Fernandinho,8,Fernando José Marques Maciel,5,2.91,354,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,91130,fernandinho,25,CEA,1.0,2.0,9.0,5.0,2.0,4.0,6.0,,3.0,,,,,,,,,,,
198,9.9,0.0,Kaio,Kaio,8,Kaio Fernando da Silva Pantaleão,3,5.54,263,False,7,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,91158,kaio,25,BOT,,,10.0,7.0,2.0,5.0,10.0,,,,4.0,,,,,,,,,
199,2.82,0.0,Éder,Éder,2,Éder Ferreira Graminho,3,0.8,354,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,91203,eder,25,CEA,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,
200,6.34,0.0,E. Pulgar,Erick Pulgar,9,Erick Antonio Pulgar Farfán,4,2.89,262,False,5,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,91473,erick-pulgar,25,FLA,,2.0,12.0,13.0,2.0,,7.0,1.0,,,,,,,,,,,,
201,3.42,-0.4,R. Sam,Rodrigo Sam,6,Rodrigo Eduardo da Silva,3,1.63,286,True,6,-0.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,91509,rodrigo-sam,25,JUV,,2.0,8.0,11.0,,1.0,5.0,,2.0,,,,,,,,,,,
202,8.58,0.7,Arboleda,Arboleda,15,Robert Abel Arboleda Escobar,3,5.5,276,True,3,-0.64,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,91573,arboleda,25,SAO,,3.0,21.0,11.0,,6.0,7.0,3.0,2.0,,5.0,,,,,,,,,
203,10.89,10.9,Rony,Rony,22,Ronielson da Silva Barbosa,5,4.21,282,True,6,1.52,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,91607,rony,25,CAM,1.0,3.0,17.0,36.0,17.0,12.0,39.0,3.0,15.0,1.0,,1.0,,,,,,,,
204,3.0,0.0,D. Vieira,Dudu Vieira,0,Carlos Eduardo de Souza Vieira,4,0.0,286,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,91627,dudu-vieira,25,JUV,,,,,,,,,,,,,,,,,,,,
205,8.29,0.0,I. Cariús,Igor Cariús,16,Igor Aquino da Silva,2,4.97,292,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,91639,igor-carius,25,SPT,,1.0,31.0,17.0,5.0,4.0,19.0,,5.0,,5.0,,,,,,,,1.0,1.0
206,7.44,0.7,Marlon,Marlon,18,Marlon Rodrigues Xavier,2,5.24,284,True,7,-0.89,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,91706,marlon,25,GRE,2.0,4.0,41.0,17.0,2.0,2.0,16.0,,,,4.0,,,,,,,,,
207,4.73,0.0,D. Duarte,David Duarte,17,David de Duarte Macedo,3,3.02,265,False,5,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,91772,david-duarte,25,BAH,,3.0,8.0,12.0,2.0,6.0,8.0,,1.0,,7.0,,,,,,,,,
208,6.53,0.0,C. França,Caíque França,12,Caíque França Godoy,1,3.52,292,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,91808,caique-franca,25,SPT,,2.0,2.0,,,,1.0,,,,2.0,,,,39.0,,20.0,,,
209,5.92,0.0,Z. Ivaldo,Zé Ivaldo,14,José Ivaldo Almeida Silva,3,3.88,277,False,2,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,91866,ze-ivaldo,25,SAN,,4.0,20.0,14.0,,11.0,10.0,1.0,3.0,,3.0,,,1.0,,,,,1.0,
210,4.9,2.3,Pavón,Pavón,14,Cristian David Pavón,5,2.38,284,True,7,-0.02,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,91908,pavon,25,GRE,1.0,4.0,12.0,6.0,5.0,8.0,8.0,,1.0,,,,,,,,,,,
211,8.54,3.2,R. Díaz,Ramón Díaz,5,Ramón Ángel Díaz,6,4.4,285,True,6,-0.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,92075,ramon-diaz,25,INT,,,,,,,,,,,,,1.0,,,,,,,
212,3.2,0.0,Giovanny,Giovanny,10,Giovanny Bariani Marques,5,1.72,286,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,92085,giovanny,25,JUV,1.0,,3.0,4.0,,5.0,10.0,,1.0,,,,,,,,,,,
213,8.87,6.5,Lyanco,Lyanco,15,Lyanco Evangelista Silveira Neves Vojnovic,3,5.08,282,True,6,0.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,92087,lyanco,25,CAM,,5.0,32.0,25.0,3.0,6.0,19.0,,2.0,,6.0,,,2.0,,,,,1.0,
214,12.21,0.2,A. Cabral,Arthur Cabral,9,Arthur Mendonça Cabral,5,6.34,263,True,7,-1.05,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,92171,arthur-cabral,25,BOT,1.0,,6.0,12.0,5.0,8.0,13.0,3.0,2.0,1.0,,1.0,,,,,,,,
215,9.67,2.93,J. Ventura,Jair Ventura,1,Jair Ventura,6,2.93,287,True,7,0.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,92180,jair-ventura,25,VIT,,,,,,,,,,,,,,,,,,,,
216,3.71,0.0,Juninho,Juninho,11,José Carlos Ferreira Júnior,3,2.08,285,False,7,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,92182,juninho,25,INT,,3.0,12.0,6.0,2.0,6.0,5.0,,,,,,,,,,,,,
217,4.75,0.0,R. Ely,Rodrigo Ely,2,Rodrigo Ely,3,0.6,284,False,5,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,92237,rodrigo-ely,25,GRE,,,1.0,1.0,,,,,,,,,,,,,,,,
218,6.21,0.0,A. Ramalho,André Ramalho,18,André Ramalho Silva,3,3.6,264,False,5,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,92440,andre-ramalho,25,COR,,4.0,23.0,19.0,1.0,7.0,8.0,,,,6.0,,,,,,,,1.0,
219,9.06,0.8,R. Kayzer,Renato Kayzer,18,Renato Kayzer de Souza,5,5.04,287,True,7,-0.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,92696,renato-kayzer,25,VIT,,2.0,7.0,27.0,6.0,11.0,33.0,7.0,11.0,,,1.0,,,,,,,,
220,7.93,2.66,D. Paulista,Daniel Paulista,12,Daniel Pollo Barioni,6,4.91,292,True,7,-0.64,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,92702,daniel-paulista,25,SPT,,,,,,,,,,,,,2.0,,,,,,,
221,6.23,5.8,Deyverson,Deyverson,16,Deyverson Brum Silva,5,3.05,356,True,2,0.74,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,92708,deyverson,25,FOR,,1.0,5.0,12.0,4.0,13.0,18.0,2.0,3.0,,,2.0,,,,,,,,
222,5.86,0.0,B. Rodrigues,Bruno Rodrigues,1,Bruno Rafael Rodrigues do Nascimento,5,1.2,275,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,92811,bruno-rodrigues,25,PAL,,,,,1.0,,,,,,,,,,,,,,,
223,9.64,-0.2,Borré,Borré,18,Rafael Santos Borré Maury,5,3.55,285,True,7,-0.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,92854,borre,25,INT,1.0,2.0,11.0,25.0,5.0,12.0,10.0,4.0,5.0,,,1.0,,1.0,,,,,,
224,3.76,1.5,Ronaldo,Ronaldo,12,Ronaldo da Silva Souza Guerrero,4,1.91,285,True,6,-0.44,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,92981,ronaldo,25,INT,,3.0,20.0,20.0,2.0,2.0,2.0,,2.0,,,,,1.0,,,,,,
225,6.06,0.0,R. Ramos,Rafael Ramos,14,Rafael António Figueiredo Ramos,2,3.95,354,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,93236,rafael-ramos,25,CEA,,2.0,21.0,17.0,1.0,4.0,3.0,,,,5.0,,,,,,,,,
226,7.74,0.0,J. Basso,João Basso,6,João Othávio Basso,3,4.42,277,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,93372,joao-basso,25,SAN,,2.0,7.0,10.0,,,6.0,1.0,,,2.0,,,,,,,,,
227,8.04,14.7,Cantalapiedra,Cantalapiedra,6,Aitor Cantalapiedra Fernández,5,4.98,287,True,6,2.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,93411,cantalapiedra,25,VIT,1.0,1.0,6.0,4.0,4.0,3.0,6.0,1.0,1.0,,,,,,,,,,,
228,4.76,0.2,Wanderson,Wanderson,24,Wanderson Maciel Sousa Campos,5,2.02,283,True,7,-0.41,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,93478,wanderson,25,CRU,2.0,2.0,10.0,25.0,9.0,16.0,14.0,,6.0,,,1.0,,,,,,,,
229,15.75,26.2,P. Henrique,Paulo Henrique,17,Paulo Henrique de Oliveira Alves,2,8.36,267,True,7,3.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,93716,paulo-henrique,25,VAS,4.0,6.0,58.0,35.0,6.0,4.0,15.0,1.0,1.0,,4.0,2.0,,,,,,,,
230,5.21,1.6,M. Freitas,Marlon Freitas,20,Marlon Rodrigues Freitas,4,2.14,263,True,7,-0.07,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,93790,marlon-freitas,25,BOT,3.0,4.0,15.0,20.0,4.0,9.0,7.0,,,,,,,,,,,,,
231,3.0,0.0,Keiller,Keiller,0,Keiller da Silva Nunes,1,0.0,354,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,93834,keiller,25,CEA,,,,,,,,,,,,,,,,,,,,
232,7.62,4.5,Cleiton,Cleiton,22,Cleiton Schwengber,1,4.22,280,True,7,0.51,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,93882,cleiton,25,RBB,,4.0,,,,,7.0,,,,5.0,,,,78.0,,33.0,,,
233,8.07,4.7,Matheusinho,Matheusinho,11,Matheus Leonardo Sales Cardoso,4,5.35,292,True,7,-0.74,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,93886,matheusinho,25,SPT,2.0,1.0,13.0,7.0,4.0,7.0,12.0,2.0,1.0,,,,,,,,,,,
234,6.65,1.0,B. Lopes,Breno Lopes,16,Breno Henrique Vasconcelos Lopes,5,3.85,356,True,7,-0.15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,93988,breno-lopes,25,FOR,,2.0,3.0,8.0,5.0,10.0,27.0,4.0,10.0,,,1.0,,,,,,,,
235,4.18,0.8,M. Fernandes,Matheus Fernandes,12,Matheus Fernandes Siqueira,4,1.58,280,True,6,-0.02,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,94067,matheus-fernandes,25,RBB,,2.0,14.0,9.0,,2.0,2.0,,,,,,,,,,,,,
236,3.71,0.2,Maycon,Maycon,16,Maycon de Andrade Barberan,4,1.96,264,True,7,-0.4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,94154,maycon,25,COR,,,14.0,9.0,,4.0,4.0,1.0,,,,,,,,,,,,
237,10.32,6.7,Guilherme,Guilherme,18,Guilherme Augusto Vieira dos Santos,5,6.83,277,True,7,-0.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,94207,guilherme,25,SAN,2.0,,28.0,10.0,10.0,18.0,33.0,4.0,10.0,,,,,,,,,,,
238,3.87,0.0,M. Babi,Matheus Babi,14,Matheus Barcelos da Silva,5,1.86,286,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,94444,matheus-babi,25,JUV,,4.0,7.0,14.0,,4.0,10.0,2.0,4.0,,,,,,,,,,,
239,12.13,0.0,R. Veiga,Raphael Veiga,12,Raphael Cavalcante Veiga,4,3.11,275,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,94509,raphael-veiga,25,PAL,1.0,,6.0,10.0,3.0,4.0,21.0,1.0,,1.0,,,,,,,,,,
240,4.43,5.0,L. Oliveira,Lucas Oliveira,5,Lucas da Cruz Oliveira,3,1.74,267,True,6,0.85,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,94514,lucas-oliveira,25,VAS,,1.0,,1.0,,,,,,,2.0,,,,,,,,,
241,16.37,0.0,Pedro,Pedro,17,Pedro Guilherme Abreu dos Santos,5,7.7,262,False,2,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,94583,pedro,25,FLA,4.0,3.0,8.0,9.0,14.0,4.0,10.0,10.0,1.0,1.0,,1.0,,,,,,1.0,,
242,5.05,1.7,L. Fernandes,Lucas Fernandes,4,Lucas Fernandes da Silva,4,2.28,286,True,6,-0.57,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,94931,lucas-fernandes,25,JUV,,,4.0,4.0,1.0,2.0,3.0,,,,,,,,,,,,,
243,11.57,0.0,J. Capixaba,Juninho Capixaba,12,Luis Antônio da Rocha Júnior,2,8.26,280,False,5,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,94968,juninho-capixaba,25,RBB,,1.0,29.0,17.0,4.0,7.0,27.0,1.0,1.0,,6.0,,,,,,,,,
244,3.69,2.5,G. Bahia,Gabriel Bahia,1,Gabriel Henrique Feitosa da Silva,3,2.5,263,True,6,0.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,95106,gabriel-bahia,25,BOT,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,
245,6.33,0.0,Nicolas,Nicolas,10,Nicolas Vecchiato da Silva - Vichiatto / Vechiatto,2,3.48,354,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,95127,nicolas,25,CEA,,1.0,11.0,9.0,1.0,3.0,7.0,,,,3.0,,,,,,,,,
246,7.47,-1.3,G. Taliari,Gabriel Taliari,21,Gabriel Pereira Taliari,5,3.95,286,True,6,-0.58,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,95131,gabriel-taliari,25,JUV,2.0,3.0,17.0,29.0,5.0,10.0,31.0,3.0,3.0,,,2.0,,,,,,,,
247,1.83,0.0,Giraldo,Giraldo,13,Daniel Eduardo Giraldo Cárdenas,4,0.3,286,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,95354,giraldo,25,JUV,,3.0,6.0,17.0,,2.0,3.0,,1.0,,,,,,,,,,,
248,4.5,0.2,Rivera,Rivera,21,Christian Hernando Rivera Cuéllar,4,2.69,292,True,7,-0.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,95357,rivera,25,SPT,,5.0,43.0,51.0,,,25.0,,2.0,,,,,,,,,,,
249,6.06,0.0,I. Vinícius,Igor Vinícius,11,Igor Vinícius de Souza,2,2.88,277,True,2,-0.46,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,95466,igor-vinicius,25,SAN,,3.0,13.0,13.0,3.0,3.0,6.0,,,,2.0,,,,,,,,,
250,6.0,3.6,Raniele,Raniele,20,Raniele Almeida Melo,4,3.43,264,True,6,0.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,95556,raniele,25,COR,1.0,4.0,33.0,24.0,4.0,5.0,33.0,,,,,,,,,,,,,
251,5.0,0.0,M. Benevenuto,Marcelo Benevenuto,0,Marcelo da Conceição Benevenuto Malaquias,3,0.0,356,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,95638,marcelo-benevenuto,25,FOR,,,,,,,,,,,,,,,,,,,,
252,3.84,-0.6,L. Kal,Lucas Kal,2,Lucas Kal Schenfeld Prigioli,4,-0.3,292,True,6,-0.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,95662,lucas-kal,25,SPT,,,,2.0,,,,,,,,,,,,,,,,
253,8.81,1.7,Artur,Artur,16,Artur Victor Guimarães,5,4.53,263,True,7,-0.62,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,95799,artur,25,BOT,4.0,1.0,9.0,10.0,6.0,11.0,16.0,2.0,1.0,,,1.0,,,,,,,,
254,2.04,0.0,D. Fuzato,Daniel Fuzato,2,Daniel Cerântula Fuzato,1,-0.7,267,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,95936,daniel-fuzato,25,VAS,,,,,,,,,,,,,,,2.0,,4.0,,,
255,5.78,8.0,Lima,Lima,17,Vinícius Moreira de Lima,4,2.28,266,True,6,1.11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,96340,lima,25,FLU,,2.0,4.0,13.0,3.0,7.0,21.0,2.0,1.0,,,1.0,,,,,,,,
256,2.96,0.0,Charles,Charles,11,Charles Rigon Mattos,4,1.49,264,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,96342,charles,25,COR,,2.0,15.0,17.0,1.0,,2.0,,2.0,,,,,,,,,,1.0,
257,7.56,0.0,J. Correa,Joaquín Correa,11,Carlos Joaquín Correa,5,1.77,263,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,96353,joaquin-correa,25,BOT,,1.0,5.0,5.0,5.0,4.0,11.0,,2.0,,,,,,,,,,,
258,14.76,6.1,M. Pereira,Matheus Pereira,23,Matheus Fellipe Costa Pereira,4,7.55,283,True,7,0.52,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,96610,matheus-pereira,25,CRU,6.0,5.0,32.0,27.0,14.0,18.0,70.0,5.0,5.0,,,1.0,,,,,,,,
259,2.22,0.0,Allan,Allan,13,Allan Rodrigues de Souza,4,0.56,262,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,96652,allan,25,FLA,,2.0,5.0,19.0,2.0,2.0,7.0,,,,,,,,,,,,,
260,5.36,0.0,Rigoni,Rigoni,2,Emiliano Ariel Rigoni,5,2.1,276,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,96684,rigoni,25,SAO,,1.0,,4.0,2.0,1.0,1.0,,3.0,,,1.0,,,,,,,,
261,6.02,0.0,Saravia,Saravia,8,Renzo Saravia,2,3.48,282,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,96725,saravia,25,CAM,,1.0,6.0,11.0,,2.0,3.0,,,,4.0,,,,,,,,,
262,4.63,-1.6,Camutanga,Camutanga,4,Cleidson Andrade da Souza Silva,3,2.47,287,True,7,-1.37,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,96793,camutanga,25,VIT,,2.0,4.0,5.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,
263,4.71,0.0,Carlinhos,Carlinhos,4,Carlos Moisés de Lima,5,2.02,287,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,96831,carlinhos,25,VIT,,2.0,1.0,8.0,,4.0,,1.0,2.0,,,,,,,,,,,
264,10.09,2.6,E. Royal,Emerson Royal,6,Emerson Aparecido Leite de Souza Júnior,2,5.82,262,True,6,-0.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,96870,emerson-royal,25,FLA,,,12.0,8.0,,1.0,11.0,1.0,,,1.0,,,,,,,,,
265,4.0,0.0,Guruceaga,Guruceaga,0,Gastón Guruceaga Fagúndez,1,0.0,286,False,6,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,96874,guruceaga,25,JUV,,,,,,,,,,,,,,,,,,,,
266,10.72,7.0,C. Cuesta,Carlos Cuesta,3,Carlos Eccehomo Cuesta Figueroa,3,6.17,267,True,7,0.67,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,97095,carlos-cuesta,25,VAS,,1.0,4.0,4.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,
267,9.45,0.0,Villasanti,Villasanti,15,Mathías Adalberto Villasanti Rolón,4,3.93,284,False,5,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,97145,villasanti,25,GRE,,5.0,42.0,24.0,,4.0,10.0,,,,,,,,,,,,,
268,6.01,1.5,Alesson,Alesson,11,Alesson dos Santos Batista,5,3.97,2305,True,7,-0.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,97321,alesson,25,MIR,2.0,1.0,6.0,12.0,,3.0,7.0,3.0,5.0,,,,,,,,,,,
269,9.57,7.47,R. Ceni,Rogério Ceni,23,Rogério Mücke Ceni,6,5.6,265,True,7,0.47,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,97341,rogerio-ceni,25,BAH,,,,,,,,,,,,,11.0,,,,,,,
270,3.45,2.0,J. Victor,João Victor,19,João Victor Carroll Santana,3,2.98,2305,True,7,-0.68,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,97460,joao-victor,25,MIR,1.0,5.0,13.0,15.0,1.0,3.0,10.0,1.0,1.0,,5.0,1.0,,1.0,,,,,,
271,9.66,8.0,Marçal,Marçal,9,Fernando Marçal de Oliveira,2,6.16,263,True,6,0.27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,97468,marcal,25,BOT,,3.0,15.0,13.0,,1.0,4.0,2.0,,,4.0,,,,,,,,,
272,5.02,0.8,Shaylon,Shaylon,3,Shaylon Kallyson Cardozo - Cardoso,4,1.07,2305,True,2,-0.52,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,97520,shaylon,25,MIR,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
