,atletas.posicao_id,atletas.media_num,atletas.minimo_para_valorizar,atletas.foto,atletas.atleta_id,atletas.status_id,atletas.clube_id,atletas.clube.id.full.name,atletas.jogos_num,atletas.pontos_num,atletas.apelido_abreviado,atletas.entrou_em_campo,atletas.apelido,atletas.rodada_id,atletas.preco_num,atletas.slug,atletas.variacao_num,atletas.nome,CA,DS,FC,FS,SG,FD,FF,I,CV,A,FT,G,DE,DP,GS,PS,PC,V,PP,GC
232,5,3.78,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,93988,7,356,FOR,5,1.6,B. Lopes,True,Breno Lopes,11,6.67,breno-lopes,-0.37,Breno Henrique Vasconcelos Lopes,,2.0,3.0,10.0,,2.0,2.0,2.0,,,,1.0,,,,,,,,
233,1,6.42,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,94044,6,263,BOT,10,10.2,John,True,John,11,12.12,john,0.26,John Victor Maciel Furtado,2.0,1.0,1.0,2.0,6.0,,,,,,,,30.0,,5.0,,,,,
234,4,2.27,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,94067,6,280,RBB,7,1.5,M. Fernandes,True,Matheus Fernandes,11,4.83,matheus-fernandes,-0.18,Matheus Fernandes Siqueira,1.0,12.0,7.0,2.0,,,,,,,,,,,,,,,,
235,4,1.26,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,94154,7,264,COR,9,0.0,Maycon,True,Maycon,11,3.4,maycon,-0.54,Maycon de Andrade Barberan,,7.0,3.0,2.0,,,1.0,,,,,,,,,,,,,
236,4,1.64,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,94156,6,277,SAN,7,1.0,D. Pituca,True,Diego Pituca,11,4.3,diego-pituca,-0.21,Diego Cristiano Evaristo,2.0,1.0,2.0,6.0,,,2.0,,,,,1.0,,,,,,,,
237,5,7.05,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,94207,7,277,SAN,8,6.5,Guilherme,True,Guilherme,11,9.56,guilherme,-0.34,Guilherme Augusto Vieira dos Santos,,18.0,4.0,16.0,,5.0,11.0,2.0,,,,1.0,,,,,,,,
238,5,2.4,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,94444,6,286,JUV,5,2.3,M. Babi,True,Matheus Babi,11,4.23,matheus-babi,0.12,Matheus Barcelos da Silva,,2.0,2.0,2.0,,,1.0,2.0,,,,1.0,,,,,,,,
239,4,2.36,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,94509,6,275,PAL,5,0.5,R. Veiga,True,Raphael Veiga,11,12.58,raphael-veiga,-2.1,Raphael Cavalcante Veiga,,3.0,3.0,8.0,,2.0,1.0,,,,,,,,,1.0,,,,
240,3,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,94514,6,267,VAS,0,0.0,L. Oliveira,False,Lucas Oliveira,11,4.0,lucas-oliveira,0.0,Lucas da Cruz Oliveira,,,,,,,,,,,,,,,,,,,,
241,5,7.17,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,94583,6,262,FLA,8,8.9,Pedro,True,Pedro,11,17.65,pedro,0.76,Pedro Guilherme Abreu dos Santos,,2.0,1.0,7.0,,7.0,1.0,1.0,,2.0,1.0,4.0,,,,1.0,,,1.0,
242,2,8.67,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,94968,7,280,RBB,11,7.2,J. Capixaba,True,Juninho Capixaba,11,12.05,juninho-capixaba,-0.46,Luis Antônio da Rocha Júnior,1.0,27.0,13.0,23.0,6.0,4.0,7.0,1.0,,,,1.0,,,,,,,,
243,2,3.67,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,95127,6,354,CEA,4,0.9,Nicolas,True,Nicolas,11,5.6,nicolas,-0.74,Nicolas Vecchiato da Silva - Vichiatto / Vechiatto,,3.0,2.0,,2.0,,1.0,,,,,,,,,,,,,
244,5,4.73,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,95131,6,286,JUV,9,1.4,G. Taliari,True,Gabriel Taliari,11,8.22,gabriel-taliari,-0.44,Gabriel Pereira Taliari,,5.0,13.0,13.0,,4.0,5.0,3.0,,1.0,1.0,2.0,,,,,,,,
245,4,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,95288,6,287,VIT,0,0.0,B. Xavier,False,Bruno Xavier,11,4.0,bruno-xavier,0.0,Bruno César Xavier Sislo,,,,,,,,,,,,,,,,,,,,
246,4,0.54,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,95354,6,286,JUV,7,0.0,Giraldo,False,Giraldo,11,2.09,giraldo,0.0,Daniel Eduardo Giraldo Cárdenas,2.0,4.0,11.0,3.0,,,2.0,,,,,,,,,,,,,
247,4,2.78,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,95357,6,292,SPT,9,-0.6,Rivera,True,Rivera,11,4.32,rivera,-0.12,Christian Hernando Rivera Cuéllar,4.0,20.0,20.0,10.0,,,,,,,,,,,,,,,,
248,4,3.29,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,95464,6,263,BOT,9,2.5,Gregore,True,Gregore,11,6.68,gregore,-0.15,Gregore de Magalhães da Silva,3.0,25.0,39.0,8.0,,1.0,2.0,,,,,,,,,,,,,
249,2,3.9,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,95466,5,276,SAO,3,0.0,I. Vinícius,False,Igor Vinícius,11,7.88,igor-vinicius,0.0,Igor Vinícius de Souza,1.0,3.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,
250,4,2.83,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,95556,5,264,COR,10,3.0,Raniele,True,Raniele,11,5.56,raniele,0.36,Raniele Almeida Melo,2.0,15.0,10.0,16.0,,1.0,2.0,,,,,,,,,,,,,
251,5,5.72,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,95799,6,263,BOT,9,9.2,Artur,True,Artur,11,10.39,artur,-0.32,Artur Victor Guimarães,1.0,5.0,7.0,11.0,,3.0,5.0,1.0,,3.0,1.0,2.0,,,,,,,,
252,1,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,95936,6,267,VAS,0,0.0,D. Fuzato,False,Daniel Fuzato,11,3.0,daniel-fuzato,0.0,Daniel Cerântula Fuzato,,,,,,,,,,,,,,,,,,,,
253,4,2.17,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,96340,6,266,FLU,8,-0.3,Lima,True,Lima,11,4.94,lima,-0.65,Vinicius Moreira de Lima,1.0,1.0,6.0,10.0,,2.0,4.0,,,,,1.0,,,,,,,,
254,4,0.07,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,96342,6,264,COR,3,0.0,Charles,False,Charles,11,3.53,charles,0.0,Charles Rigon Mattos,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
255,4,8.21,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,96610,7,283,CRU,9,4.7,M. Pereira,True,Matheus Pereira,11,15.07,matheus-pereira,-0.24,Matheus Fellipe Costa Pereira,3.0,19.0,12.0,32.0,,8.0,7.0,2.0,,1.0,,2.0,,,,,,,,
256,4,-0.24,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,96652,6,262,FLA,5,0.0,Allan,False,Allan,11,1.72,allan,0.0,Allan Rodrigues de Souza,,,4.0,,,,,,,,,,,,,,,,,
257,2,3.7,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,96725,6,282,CAM,5,5.9,Saravia,True,Saravia,11,6.46,saravia,0.81,Renzo Saravia,,2.0,7.0,2.0,3.0,,2.0,,,,,,,,,,,,,
258,5,3.35,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,96831,6,287,VIT,2,0.0,Carlinhos,False,Carlinhos,11,5.29,carlinhos,0.0,Carlos Moisés de Lima,1.0,,6.0,,,,2.0,1.0,,,,1.0,,,,,,,,
259,4,4.99,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,97145,7,284,GRE,9,12.7,Villasanti,True,Villasanti,11,11.57,villasanti,1.26,Mathías Adalberto Villasanti Rolón,4.0,33.0,20.0,6.0,,,3.0,,,,,,,,,,,,,
260,2,-0.32,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,97173,6,292,SPT,5,0.6,Dalbert,True,Dalbert,11,1.26,dalbert,-0.17,Dalbert Henrique Chagas Estevão,2.0,1.0,8.0,1.0,,,1.0,,,,,,,,,,,,,
261,6,5.15,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,97341,7,265,BAH,11,6.3,R. Ceni,True,Rogério Ceni,11,8.84,rogerio-ceni,0.55,Rogério Mücke Ceni,,,,,,,,,,,,,,,,,,5.0,,
262,5,2.27,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,97450,7,287,VIT,9,0.2,G. Mosquito,True,Gustavo Mosquito,11,4.46,gustavo-mosquito,-0.13,Gustavo Henric da Silva,,1.0,10.0,4.0,,4.0,3.0,2.0,,2.0,1.0,,,,,,,,,
263,3,2.03,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,97460,6,2305,MIR,11,5.5,J. Victor,True,João Victor,11,3.02,joao-victor,0.03,João Victor Carroll Santana,2.0,7.0,9.0,6.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,
264,2,4.6,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,97468,6,263,BOT,2,0.0,Marçal,False,Marçal,11,6.8,marcal,0.0,Fernando Marçal de Oliveira,2.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,
265,3,4.63,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,97642,6,264,COR,6,0.0,F. Torres,False,Félix Torres,11,7.59,felix-torres,0.0,Félix Eduardo Torres Caicedo,1.0,10.0,11.0,1.0,3.0,,2.0,,,,,,,,,,,,,
266,1,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,97645,6,292,SPT,0,0.0,T. Couto,False,Thiago Couto,11,3.0,thiago-couto,0.0,Thiago Couto Wenceslau,,,,,,,,,,,,,,,,,,,,
267,3,2.82,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,97653,6,275,PAL,4,0.0,Murilo,False,Murilo,11,7.72,murilo,0.0,Murilo Cerqueira Paim,3.0,2.0,8.0,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,,,
268,5,3.47,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,97810,6,287,VIT,9,0.0,Erick,False,Erick,11,5.82,erick,0.0,Erick de Arruda Serafim,1.0,3.0,6.0,20.0,,4.0,6.0,,,2.0,,,,,,,,,,
269,3,5.77,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,97867,6,262,FLA,10,13.8,L. Ortiz,True,Léo Ortiz,11,8.22,leo-ortiz,1.58,Leonardo Rech Ortiz,1.0,9.0,8.0,2.0,7.0,1.0,3.0,,,1.0,1.0,,,,,,,,,
270,2,2.66,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,97868,6,265,BAH,5,0.0,Iago,False,Iago,11,4.39,iago,0.0,Iago Amaral Borduchi,,4.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
271,2,8.78,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,97899,6,354,CEA,6,0.0,M. Bahia,False,Matheus Bahia,11,10.16,matheus-bahia,0.0,Matheus Bahia Santos,1.0,16.0,5.0,6.0,4.0,2.0,1.0,,,1.0,,,,,,,,,,
272,3,3.34,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,97900,7,285,INT,9,2.4,Vitão,True,Vitão,11,7.68,vitao,-0.46,Vitor Eduardo da Silva Matos,2.0,12.0,7.0,,2.0,1.0,,,,1.0,,,,,,,,,,
273,4,3.53,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,98022,5,265,BAH,8,0.0,Erick,False,Erick,11,8.32,erick,0.0,Erick Luis Conrado de Carvalho,3.0,14.0,12.0,3.0,,,2.0,2.0,,,1.0,1.0,,,,,,,,
274,5,3.78,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,98225,6,354,CEA,9,1.5,P. Raul,True,Pedro Raul,11,7.94,pedro-raul,0.0,Pedro Raul Garay da Silva,2.0,3.0,19.0,13.0,,4.0,10.0,11.0,,,1.0,2.0,,,,,,,,
275,3,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,98280,5,263,BOT,0,0.0,Bastos,False,Bastos,11,11.0,bastos,0.0,Bartolomeu Jacinto Quissanga,,,,,,,,,,,,,,,,,,,,
276,4,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,98306,5,287,VIT,0,0.0,V. Soares,False,Val Soares,11,3.0,val-soares,0.0,Valdemir de Oliveira Soares,,,,,,,,,,,,,,,,,,,,
277,5,1.84,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,98384,6,2305,MIR,7,-0.9,Negueba,True,Negueba,11,2.89,negueba,-0.74,Luiz Henrique Soares Firmino,2.0,4.0,6.0,13.0,,1.0,4.0,2.0,,,,,,,,,,,,
278,3,2.85,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,98484,5,265,BAH,2,0.0,Kanu,False,Kanu,11,4.58,kanu,0.0,Victor Hugo Soares dos Santos,,4.0,1.0,,,,,,,,,,,,,,,,,
279,4,2.39,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,98517,7,265,BAH,9,8.2,J. Lucas,True,Jean Lucas,11,5.84,jean-lucas,1.67,Jean Lucas de Souza Oliveira,1.0,11.0,7.0,8.0,,1.0,5.0,1.0,1.0,,1.0,,,,,,1.0,,,
280,2,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,98605,6,292,SPT,0,0.0,D. Placido,False,Di Placido,11,4.0,di-placido,0.0,Leonel Di Placido,,,,,,,,,,,,,,,,,,,,
281,3,3.5,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,98619,7,356,FOR,10,1.3,Kuscevic,True,Kuscevic,11,6.16,kuscevic,-0.21,Benjamín Kuščević Jaramillo,,11.0,11.0,2.0,4.0,,1.0,,,,,,,,,,,,,
282,4,5.65,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,98672,6,263,BOT,7,2.5,Savarino,True,Savarino,11,10.64,savarino,-1.0,Jefferson David Savarino Quintero,1.0,4.0,3.0,4.0,,5.0,8.0,,,1.0,,2.0,,,,,,,,
283,2,2.38,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,98720,7,264,COR,6,0.0,Angileri,False,Angileri,11,5.01,angileri,0.0,Fabrizio Germán Angileri - Fabricio,1.0,7.0,5.0,1.0,1.0,,1.0,,,,,,,,,,,,,
284,4,1.98,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,98738,6,292,SPT,6,2.7,T. Ortíz,True,Titi Ortíz,11,5.22,titi-ortiz,-0.04,Christian Jonatan Ortíz - Cristian,,3.0,4.0,1.0,,3.0,2.0,1.0,,,1.0,,,,,,,,,
285,5,3.93,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,98909,5,282,CAM,8,0.0,Cuello,False,Cuello,11,7.74,cuello,0.0,Tomás Esteban Cuello,3.0,5.0,10.0,15.0,,6.0,9.0,,,,,1.0,,,,,,,,
286,2,4.7,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,98974,6,262,FLA,1,4.7,Viña,True,Viña,11,8.99,vina,0.99,Matías Nicolás Viña Susperreguy,,,1.0,,1.0,,,,,,,,,,,,,,,
287,3,3.18,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,98975,6,285,INT,5,0.0,Rogel,False,Rogel,11,5.65,rogel,0.0,Agustín Maximiliano Rogel Paita,,5.0,7.0,1.0,2.0,,,,,,,,,,,,,,,
288,4,1.56,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,99032,6,354,CEA,7,1.2,Lourenço,True,Lourenço,11,3.75,lourenco,-0.23,João Paulo Ferreira Lourenço,,6.0,8.0,3.0,,1.0,2.0,,,,,,,,,,,,,
289,5,2.14,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,99119,7,287,VIT,5,0.4,L. Braga,True,Lucas Braga,11,5.19,lucas-braga,-0.7,Lucas Braga Ribeiro,1.0,1.0,4.0,4.0,,,2.0,2.0,,,,1.0,,,,,,,,
290,5,7.51,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,99198,7,267,VAS,9,5.1,Vegetti,True,Vegetti,11,15.53,vegetti,0.49,Pablo Vegetti,1.0,3.0,14.0,7.0,,2.0,12.0,2.0,,1.0,1.0,6.0,,,,,,,,1.0
291,2,1.35,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,99213,6,267,VAS,4,1.5,P. Rodríguez,True,Puma Rodríguez,11,4.16,puma-rodriguez,-0.24,José Luis Rodríguez Bebanz,,3.0,4.0,1.0,,,2.0,,,,,,,,,,,,,
292,4,2.77,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,99228,5,262,FLA,7,0.0,D. Cruz,False,De la Cruz,11,8.85,de-la-cruz,0.0,Diego Nicolás de la Cruz Arcosa,3.0,9.0,10.0,19.0,,2.0,,,,,,,,,,,,,,
293,3,3.23,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,99253,6,292,SPT,11,-0.3,Chico,True,Chico,11,5.44,chico,-0.49,Francisco Alves da Silva Neto - Melo,1.0,15.0,5.0,5.0,2.0,,5.0,,,,,,,,,,1.0,,,
294,4,8.3,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,99267,7,356,FOR,5,7.0,Pochettino,True,Pochettino,11,13.13,pochettino,-0.02,Tomás Pochettino,,12.0,1.0,4.0,,4.0,5.0,,,1.0,,1.0,,,,,,,,
295,3,6.08,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,99274,6,263,BOT,5,0.0,A. Barboza,False,Alexander Barboza,11,10.64,alexander-barboza,0.0,Alexander Nahuel Barboza Ullúa,3.0,13.0,9.0,,3.0,,2.0,,,,,,,,,,,,,
296,5,0.5,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,99316,6,283,CRU,1,0.0,Dinenno,False,Dinenno,11,6.45,dinenno,0.0,Juan Ignacio Dinenno de Cara,,,,1.0,,,,,,,,,,,,,,,,
297,6,4.41,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,99366,7,276,SAO,10,3.79,L. Zubeldía,True,Luis Zubeldía,11,7.95,luis-zubeldia,0.11,Luis Francisco Zubeldía,,,,,,,,,,,,,,,,,,2.0,,
298,5,3.89,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,99392,6,262,FLA,10,10.0,Michael,True,Michael,11,8.08,michael,1.48,Michael Richard Delgado de Oliveira,,7.0,1.0,2.0,,2.0,3.0,1.0,,3.0,,1.0,,,,,,,,
299,4,2.11,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,99440,7,287,VIT,9,4.7,Baralhas,True,Baralhas,11,5.46,baralhas,0.34,Gabriel Baralhas dos Santos,2.0,12.0,13.0,5.0,,1.0,4.0,,,,,,,,,,,,,
300,1,7.62,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,99552,6,262,FLA,11,8.9,Rossi,True,Rossi,11,10.59,rossi,-0.65,Agustín Daniel Rossi,1.0,,,2.0,8.0,,,,,,,,26.0,2.0,4.0,,,,,
301,4,6.12,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,99815,6,266,FLU,11,8.2,Arias,True,Arias,11,14.0,arias,0.47,Jhon Adolfo Arias Andrade,1.0,11.0,14.0,31.0,,4.0,6.0,1.0,,4.0,1.0,1.0,,,,,,,,
302,5,1.03,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,99818,6,275,PAL,7,0.0,Paulinho,True,Paulinho,11,5.0,paulinho,-0.34,Paulo Henrique Sampaio Filho,,2.0,1.0,2.0,,1.0,3.0,1.0,,,,,,,,,,,,
303,3,2.13,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,99889,6,276,SAO,7,0.0,A. Franco,False,Alan Franco,11,6.09,alan-franco,0.0,Alan Javier Franco,1.0,4.0,5.0,3.0,2.0,,,1.0,,,,,,,,,,,,
304,4,3.01,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,100084,2,282,CAM,9,4.1,I. Gomes,True,Igor Gomes,11,5.72,igor-gomes,0.34,Igor Silveira Gomes,,4.0,6.0,4.0,,2.0,3.0,,,,,2.0,,,,,,,,
305,4,-2.4,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,100085,6,356,FOR,1,0.0,P. Augusto,False,Pedro Augusto,11,1.79,pedro-augusto,0.0,Pedro Augusto Borges da Costa,,1.0,3.0,,,,,,1.0,,,,,,,,,,,
306,5,6.11,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,100652,5,264,COR,10,0.0,Y. Alberto,False,Yuri Alberto,11,12.03,yuri-alberto,0.0,Yuri Alberto Monteiro da Silva,2.0,1.0,11.0,10.0,,4.0,13.0,2.0,,1.0,,5.0,,,,,,,,
307,5,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,100695,5,280,RBB,0,0.0,Fernando,False,Fernando,11,5.0,fernando,0.0,Fernando dos Santos Pedro,,,,,,,,,,,,,,,,,,,,
308,4,1.55,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,100742,5,283,CRU,2,0.0,M. Henrique,False,Matheus Henrique,11,8.54,matheus-henrique,0.0,Matheus Henrique de Souza,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,
309,4,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,100761,6,276,SAO,0,0.0,Liziero,False,Liziero,11,5.0,liziero,0.0,Igor Matheus Liziero Pereira,,,,,,,,,,,,,,,,,,,,
