,atletas.atleta_id,atletas.jogos_num,atletas.entrou_em_campo,atletas.posicao_id,atletas.slug,atletas.nome,atletas.media_num,atletas.clube_id,atletas.preco_num,atletas.pontos_num,atletas.rodada_id,atletas.status_id,atletas.variacao_num,atletas.apelido_abreviado,atletas.apelido,atletas.clube.id.full.name,atletas.foto,A,DS,FC,FF,FS,I,CA,FD,G,FT,SG,V,DE,DP,GS,PC,PS,CV,PP,GC
185,89840,3,False,5,calleri,Jonathan Calleri,-0.77,276,5.78,0.0,19,5,0.0,Calleri,Calleri,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,,1.0,2.0,2.0,2.0,,,1.0,,,,,,,,,,1.0,1.0,
186,89846,13,True,4,cristaldo,Franco Cristaldo,2.21,284,6.28,1.5,19,6,-0.01,Cristaldo,Cristaldo,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1.0,7.0,4.0,3.0,19.0,1.0,1.0,3.0,,,,,,,,,,,,
187,89883,14,True,4,dodi,Douglas Moreira Fagundes,2.32,284,4.31,0.4,19,7,-0.18,Dodi,Dodi,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,18.0,18.0,3.0,25.0,,3.0,,,,,,,,,1.0,,,,
188,90061,2,False,2,bruno-pacheco,Bruno de Jesus Pacheco,3.1,356,7.99,0.0,19,6,0.0,B. Pacheco,Bruno Pacheco,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,,4.0,1.0,,3.0,,1.0,,,,,,,,,,,,,
189,90285,17,True,5,bruno-henrique,Bruno Henrique Pinto,2.39,262,5.68,0.2,19,6,-0.3,B. Henrique,Bruno Henrique,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,,11.0,23.0,11.0,17.0,9.0,4.0,9.0,1.0,,,,,,,,,,,
190,90307,11,False,5,juninho,Olávio Vieira dos Santos Júnior,1.56,262,4.24,0.0,19,6,0.0,Juninho,Juninho,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,,5.0,7.0,2.0,4.0,2.0,,2.0,,2.0,,,,,,,,,,
191,90309,5,True,5,david,David Correa da Fonseca,3.16,267,5.8,0.0,19,7,-0.61,David,David,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,1.0,5.0,3.0,1.0,2.0,,,2.0,,,,,,,,,,,,
192,90370,5,True,4,matheus-pereira,Matheus Pereira da Silva,2.08,356,4.66,0.0,19,5,-1.06,M. Pereira,Matheus Pereira,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2.0,1.0,6.0,,1.0,,1.0,1.0,,,,,,,,,,,,
193,90449,1,False,4,rezende,Júlio César de Rezende Miranda,3.9,265,4.16,0.0,19,6,0.0,Rezende,Rezende,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,2.0,2.0,,3.0,,,,,,,,,,,,,,,
194,90588,10,True,4,caique,Caique de Jesus Gonçalves,2.53,286,4.33,1.2,19,2,-0.09,Caíque,Caíque,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,18.0,20.0,1.0,17.0,,4.0,,,,,,,,,1.0,,,,
195,90608,6,True,5,chico-da-costa,Francisco da Costa Aragão,6.78,2305,9.43,6.9,19,7,0.01,C. Costa,Chico da Costa,MIR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,,2.0,5.0,3.0,8.0,4.0,,1.0,4.0,,,,,,,,,,,
196,90703,13,False,4,matheuzinho,Matheus Martins Fogaça de Paulo,4.68,287,10.53,0.0,19,5,0.0,Matheuzinho,Matheuzinho,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,17.0,10.0,2.0,35.0,2.0,3.0,8.0,2.0,,,,,,,,,1.0,,
197,90768,18,True,3,fabricio-bruno,Fabrício Bruno Soares de Faria,5.26,283,9.72,11.1,19,7,0.43,F. Bruno,Fabrício Bruno,CRU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,,20.0,10.0,3.0,12.0,,3.0,1.0,2.0,,9.0,,,,,,,,,
198,90917,6,True,5,carlos-eduardo,Carlos Eduardo Ferreira de Souza,2.35,2305,4.1,1.7,19,6,-0.52,C. Eduardo,Carlos Eduardo,MIR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2.0,2.0,2.0,,3.0,,1.0,1.0,,,,,,,,,,,,
199,90943,16,True,3,ze-marcos,José Marcos Alves Luis,1.86,287,3.11,-0.8,19,3,-0.17,Z. Marcos,Zé Marcos,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,8.0,14.0,,10.0,1.0,3.0,,,,4.0,,,,,,,,,
200,91101,7,True,1,ronaldo,Ronaldo de Oliveira Strada,3.91,265,5.29,0.1,19,7,-1.18,Ronaldo,Ronaldo,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,,,,3.0,,,,,,2.0,,13.0,1.0,7.0,1.0,,,,
201,91130,6,False,5,fernandinho,Fernando José Marques Maciel,3.48,354,6.11,0.0,19,5,0.0,Fernandinho,Fernandinho,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,1.0,8.0,4.0,4.0,4.0,3.0,1.0,1.0,,,,,,,,,,,,
202,91158,5,False,3,kaio,Kaio Fernando da Silva Pantaleão,6.32,263,9.47,0.0,19,5,0.0,Kaio,Kaio,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,6.0,4.0,3.0,8.0,,,2.0,,,3.0,,,,,,,,,
203,91203,1,False,3,eder,Éder Ferreira Graminho,0.8,354,2.9,0.0,19,6,0.0,Éder,Éder,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,,,,1.0,,,,,,,,,,,,,,,,
204,91254,0,False,4,carballo,Felipe Ignacio Carballo Ares,0.0,284,6.0,0.0,19,6,0.0,Carballo,Carballo,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,,,,,,,,,,,,,,,,,,,
205,91473,9,False,4,erick-pulgar,Erick Antonio Pulgar Farfán,2.89,262,6.34,0.0,19,5,0.0,E. Pulgar,Erick Pulgar,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,,12.0,13.0,,7.0,,2.0,2.0,1.0,,,,,,,,,,,
206,91509,5,False,3,rodrigo-sam,Rodrigo Eduardo da Silva,2.04,286,4.25,0.0,19,6,0.0,R. Sam,Rodrigo Sam,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,8.0,8.0,1.0,4.0,2.0,2.0,,,,,,,,,,,,,
207,91573,13,False,3,arboleda,Robert Abel Arboleda Escobar,5.9,276,10.16,0.0,19,5,0.0,Arboleda,Arboleda,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,,20.0,9.0,5.0,7.0,2.0,2.0,,3.0,,4.0,,,,,,,,,
208,91607,16,True,5,rony,Ronielson da Silva Barbosa,4.98,282,10.92,5.3,19,7,0.45,Rony,Rony,CAM,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,,15.0,30.0,10.0,31.0,15.0,3.0,16.0,3.0,1.0,,,,,,,1.0,,,
209,91627,0,False,4,dudu-vieira,Carlos Eduardo de Souza Vieira,0.0,286,3.0,0.0,19,6,0.0,D. Vieira,Dudu Vieira,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,,,,,,,,,,,,,,,,,,,
210,91639,14,True,2,igor-carius,Igor Aquino da Silva,5.08,292,8.46,6.3,19,7,-0.51,I. Cariús,Igor Cariús,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,,29.0,17.0,4.0,18.0,5.0,1.0,5.0,,,4.0,,,,,1.0,,,,1.0
211,91706,12,True,2,marlon,Marlon Rodrigues Xavier,4.13,284,7.17,5.5,19,6,0.31,Marlon,Marlon,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,23.0,13.0,1.0,8.0,,2.0,1.0,,,3.0,,,,,,,,,
212,91772,14,True,3,david-duarte,David de Duarte Macedo,3.08,265,4.96,1.2,19,7,-0.91,D. Duarte,David Duarte,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,5.0,9.0,5.0,6.0,1.0,1.0,2.0,,,6.0,,,,,,,,,
213,91808,12,False,1,caique-franca,Caíque França Godoy,3.52,292,6.53,0.0,19,6,0.0,C. França,Caíque França,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,,2.0,,,1.0,,2.0,,,,2.0,,39.0,,20.0,,,,,
214,91866,12,False,3,ze-ivaldo,José Ivaldo Almeida Silva,4.15,277,6.89,0.0,19,6,0.0,Z. Ivaldo,Zé Ivaldo,SAN,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,,19.0,13.0,10.0,9.0,3.0,4.0,,1.0,,2.0,,,,,1.0,,,,
215,91908,10,False,5,pavon,Cristian David Pavón,2.74,284,5.38,0.0,19,2,0.0,Pavón,Pavón,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1.0,10.0,6.0,4.0,8.0,,4.0,5.0,,,,,,,,,,,,
216,92085,10,False,5,giovanny,Giovanny Bariani Marques,1.72,286,3.2,0.0,19,6,0.0,Giovanny,Giovanny,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,1.0,3.0,4.0,5.0,10.0,1.0,,,,,,,,,,,,,,
217,92087,12,True,3,lyanco,Lyanco Evangelista Silveira Neves Vojnovic,5.46,282,8.86,5.0,19,7,0.04,Lyanco,Lyanco,CAM,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,,28.0,22.0,4.0,17.0,2.0,4.0,3.0,,,5.0,,,,,,,2.0,,
218,92171,6,True,5,arthur-cabral,Arthur Mendonça Cabral,7.13,263,14.55,15.0,19,7,2.48,A. Cabral,Arthur Cabral,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,4.0,8.0,5.0,7.0,1.0,,4.0,3.0,1.0,,,,,,,,,,
219,92182,7,True,3,juninho,José Carlos Ferreira Júnior,2.83,285,4.84,4.5,19,7,0.13,Juninho,Juninho,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,,10.0,2.0,4.0,4.0,,1.0,1.0,,,,,,,,,,,,
220,92237,2,False,3,rodrigo-ely,Rodrigo Ely,0.6,284,4.75,0.0,19,5,0.0,R. Ely,Rodrigo Ely,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,1.0,1.0,,,,,,,,,,,,,,,,,
221,92440,13,True,3,andre-ramalho,André Ramalho Silva,3.58,264,5.77,-0.3,19,7,-1.07,A. Ramalho,André Ramalho,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,,16.0,15.0,3.0,5.0,,3.0,,,,5.0,,,,,,,,,
222,92696,12,True,5,renato-kayzer,Renato Kayzer de Souza,5.44,287,9.2,0.2,19,7,-1.7,R. Kayzer,Renato Kayzer,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,4.0,17.0,7.0,23.0,7.0,1.0,5.0,5.0,1.0,,,,,,,,,,
223,92702,6,True,6,daniel-paulista,Daniel Pollo Barioni,5.42,292,8.64,8.16,19,7,0.62,D. Paulista,Daniel Paulista,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,,,,,,,,,,,,1.0,,,,,,,,
224,92708,13,True,5,deyverson,Deyverson Brum Silva Acosta,3.3,356,5.69,0.0,19,7,-0.46,Deyverson,Deyverson,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,,4.0,11.0,11.0,14.0,2.0,1.0,3.0,2.0,2.0,,,,,,,,,,
225,92811,0,False,5,bruno-rodrigues,Bruno Rafael Rodrigues do Nascimento,0.0,275,6.0,0.0,19,6,0.0,B. Rodrigues,Bruno Rodrigues,PAL,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,,,,,,,,,,,,,,,,,,,,
226,92854,14,True,5,borre,Rafael Santos Borré Maury,3.6,285,10.07,0.4,19,7,-0.23,Borré,Borré,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,1.0,8.0,16.0,7.0,5.0,5.0,1.0,4.0,3.0,1.0,,,,,,,,,,
227,92981,11,False,4,ronaldo,Ronaldo da Silva Souza Guerrero,1.95,285,4.2,0.0,19,6,0.0,Ronaldo,Ronaldo,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,,19.0,20.0,2.0,2.0,2.0,3.0,2.0,,,,,,,,,,1.0,,
228,93236,11,True,2,rafael-ramos,Rafael António Figueiredo Ramos,3.27,354,4.6,0.5,19,6,-0.31,R. Ramos,Rafael Ramos,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,,14.0,12.0,3.0,2.0,,1.0,1.0,,,3.0,,,,,,,,,
229,93372,6,False,3,joao-basso,João Othávio Basso,4.42,277,7.74,0.0,19,5,0.0,J. Basso,João Basso,SAN,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,,7.0,10.0,,6.0,,2.0,,1.0,,2.0,,,,,,,,,
230,93411,1,True,5,cantalapiedra,Aitor Cantalapiedra Fernández,0.0,287,4.53,0.0,19,6,-0.47,Cantalapiedra,Cantalapiedra,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,,,,,,,,,,,,,,,,,,,
231,93478,18,True,5,wanderson,Wanderson Maciel Sousa Campos,1.96,283,5.53,5.5,19,7,0.52,Wanderson,Wanderson,CRU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,1.0,7.0,21.0,14.0,10.0,4.0,1.0,7.0,,1.0,,,,,,,,,,
232,93637,7,False,2,bruno-tubarao,Bruno Nunes de Barros,2.2,354,4.6,0.0,19,6,0.0,B. Tubarão,Bruno Tubarão,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,,,1.0,1.0,,1.0,,,,,3.0,,,,,,,,,
233,93716,13,True,2,paulo-henrique,Paulo Henrique de Oliveira Alves,7.54,267,12.44,4.1,19,2,-0.92,P. Henrique,Paulo Henrique,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,3.0,46.0,30.0,4.0,8.0,1.0,6.0,5.0,,2.0,2.0,,,,,,,,,
234,93790,14,False,4,marlon-freitas,Marlon Rodrigues Freitas,2.54,263,5.66,0.0,19,7,0.0,M. Freitas,Marlon Freitas,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3.0,12.0,13.0,3.0,7.0,,3.0,3.0,,,,,,,,,,,,
235,93834,0,False,1,keiller,Keiller da Silva Nunes,0.0,354,3.0,0.0,19,6,0.0,Keiller,Keiller,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,,,,,,,,,,,,,,,,,,,,
236,93882,16,True,1,cleiton,Cleiton Schwengber,4.66,280,7.41,0.9,19,7,-0.94,Cleiton,Cleiton,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,,,,4.0,,3.0,,,,5.0,,55.0,,21.0,,,,,
237,93886,5,True,4,matheusinho,Matheus Leonardo Sales Cardoso,6.1,292,8.75,11.0,19,7,1.75,Matheusinho,Matheusinho,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2.0,5.0,5.0,3.0,6.0,1.0,,1.0,1.0,,,,,,,,,,,
238,93988,11,True,5,breno-lopes,Breno Henrique Vasconcelos Lopes,3.75,356,6.63,1.4,19,7,-1.36,B. Lopes,Breno Lopes,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,,3.0,7.0,8.0,21.0,9.0,1.0,4.0,2.0,1.0,,,,,,,,,,
239,94044,15,False,1,john,John Victor Maciel Furtado,6.5,263,11.23,0.0,19,7,0.0,John,John,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,1.0,1.0,,3.0,,2.0,,,,9.0,,46.0,,8.0,,,,,
240,94067,8,False,4,matheus-fernandes,Matheus Fernandes Siqueira,2.27,280,4.9,0.0,19,5,0.0,M. Fernandes,Matheus Fernandes,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,13.0,7.0,1.0,2.0,,1.0,,,,,,,,,,,,,
241,94154,11,False,4,maycon,Maycon de Andrade Barberan,1.3,264,3.58,0.0,19,5,0.0,Maycon,Maycon,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,,9.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
242,94207,13,True,5,guilherme,Guilherme Augusto Vieira dos Santos,7.36,277,11.7,17.5,19,6,2.34,Guilherme,Guilherme,SAN,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,2.0,24.0,6.0,11.0,26.0,3.0,,5.0,3.0,,,,,,,,,,,
243,94444,10,True,5,matheus-babi,Matheus Barcelos da Silva,2.09,286,4.55,6.7,19,3,0.97,M. Babi,Matheus Babi,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,5.0,10.0,2.0,4.0,2.0,3.0,,2.0,,,,,,,,,,,
244,94509,10,False,4,raphael-veiga,Raphael Cavalcante Veiga,2.25,275,10.89,0.0,19,6,0.0,R. Veiga,Raphael Veiga,PAL,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,1.0,4.0,9.0,4.0,15.0,,,2.0,,,,,,,,,1.0,,,
245,94514,0,False,3,lucas-oliveira,Lucas da Cruz Oliveira,0.0,267,4.0,0.0,19,6,0.0,L. Oliveira,Lucas Oliveira,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,,,,,,,,,,,,,,,,,,,,
246,94583,12,True,5,pedro,Pedro Guilherme Abreu dos Santos,5.74,262,15.37,0.9,19,7,-0.79,Pedro,Pedro,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,2.0,5.0,6.0,1.0,7.0,1.0,3.0,10.0,5.0,1.0,,,,,,,1.0,,1.0,
247,94931,1,False,4,lucas-fernandes,Lucas Fernandes da Silva,3.0,286,5.77,0.0,19,5,0.0,L. Fernandes,Lucas Fernandes,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
248,94968,12,False,2,juninho-capixaba,Luis Antônio da Rocha Júnior,8.26,280,11.57,0.0,19,5,0.0,J. Capixaba,Juninho Capixaba,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,29.0,17.0,7.0,27.0,1.0,1.0,4.0,1.0,,6.0,,,,,,,,,
249,95127,7,True,2,nicolas,Nicolas Vecchiato da Silva - Vichiatto / Vechiatto,2.51,354,5.03,2.0,19,6,0.13,Nicolas,Nicolas,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,,4.0,3.0,1.0,1.0,,,1.0,,,2.0,,,,,,,,,
250,95131,15,True,5,gabriel-taliari,Gabriel Pereira Taliari,4.86,286,9.37,9.2,19,2,1.06,G. Taliari,Gabriel Taliari,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2.0,12.0,21.0,9.0,21.0,3.0,1.0,4.0,3.0,2.0,,,,,,,,,,
251,95354,9,True,4,giraldo,Daniel Eduardo Giraldo Cárdenas,0.55,286,2.21,0.0,19,6,-0.25,Giraldo,Giraldo,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,5.0,12.0,2.0,3.0,,2.0,,,,,,,,,,,,,
252,95357,15,True,4,rivera,Christian Hernando Rivera Cuéllar,3.17,292,5.41,5.5,19,7,0.37,Rivera,Rivera,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,,36.0,38.0,,18.0,1.0,4.0,,,,,,,,,,,,,
253,95466,7,False,2,igor-vinicius,Igor Vinícius de Souza,3.06,277,7.01,0.0,19,7,0.0,I. Vinícius,Igor Vinícius,SAN,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,,8.0,7.0,3.0,5.0,,2.0,3.0,,,1.0,,,,,,,,,
254,95556,15,True,4,raniele,Raniele Almeida Melo,2.87,264,5.84,5.2,19,7,0.14,Raniele,Raniele,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,,22.0,17.0,4.0,25.0,,3.0,2.0,,,,,,,,,,,,
255,95799,14,True,5,artur,Artur Victor Guimarães,4.61,263,8.86,1.3,19,7,-0.4,Artur,Artur,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3.0,8.0,8.0,10.0,16.0,1.0,1.0,5.0,2.0,1.0,,,,,,,,,,
256,95936,2,False,1,daniel-fuzato,Daniel Cerântula Fuzato,-0.7,267,2.04,0.0,19,6,0.0,D. Fuzato,Daniel Fuzato,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,,,,,,,,,,,,,2.0,,4.0,,,,,
257,96340,13,True,4,lima,Vinícius Moreira de Lima,2.12,266,5.09,2.3,19,7,0.27,Lima,Lima,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,,4.0,12.0,6.0,18.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,
258,96342,9,True,4,charles,Charles Rigon Mattos,0.91,264,2.71,-0.3,19,6,-0.78,Charles,Charles,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,,9.0,12.0,,1.0,2.0,2.0,,,,,,,,,,,,,
259,96353,6,True,5,joaquin-correa,Carlos Joaquín Correa,1.25,263,8.3,1.3,19,6,-0.2,J. Correa,Joaquín Correa,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,2.0,3.0,2.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,
260,96610,17,True,4,matheus-pereira,Matheus Fellipe Costa Pereira,7.56,283,14.24,0.9,19,7,-1.45,M. Pereira,Matheus Pereira,CRU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,5.0,25.0,20.0,15.0,54.0,5.0,5.0,12.0,3.0,,,,,,,,,,,
261,96652,11,True,4,allan,Allan Rodrigues de Souza,0.45,262,2.04,1.7,19,2,0.27,Allan,Allan,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,,3.0,17.0,2.0,7.0,,2.0,2.0,,,,,,,,,,,,
