,atletas.atleta_id,atletas.jogos_num,atletas.entrou_em_campo,atletas.posicao_id,atletas.slug,atletas.nome,atletas.media_num,atletas.clube_id,atletas.preco_num,atletas.pontos_num,atletas.rodada_id,atletas.status_id,atletas.variacao_num,atletas.apelido_abreviado,atletas.apelido,atletas.clube.id.full.name,atletas.foto,A,DS,FC,FF,FS,I,CA,FD,G,FT,SG,V,DE,DP,GS,PC,PS,CV,PP,GC
370,104257,2,False,2,joao-lucas,João Lucas de Almeida Carvalho,2.65,284,5.45,0.0,19,5,0.0,J. Lucas,João Lucas,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,5.0,4.0,,,,1.0,,,,,,,,,,,,,
371,104271,11,False,2,hereda,Diogo Hereda da Silva,4.79,292,5.91,0.0,19,5,0.0,Hereda,Hereda,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,1.0,17.0,12.0,7.0,18.0,2.0,1.0,2.0,,,2.0,,,,,,,,,
372,104502,15,True,4,christian,Christian Roberto Alves Cardoso,4.64,283,7.1,1.6,19,3,-1.6,Christian,Christian,CRU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,2.0,19.0,26.0,8.0,18.0,4.0,6.0,5.0,3.0,,,,,,,,,,,
373,104519,11,True,4,camilo,Camilo Reijers de Oliveira,1.87,284,3.77,2.4,19,7,-0.03,Camilo,Camilo,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,16.0,15.0,2.0,1.0,,,,,,,,,,,1.0,,,,
374,104521,0,False,4,vinicius-zanocelo,Vinícius Nelson de Souza Zanocelo,0.0,354,5.0,0.0,19,6,0.0,V. Zanocelo,Vinícius Zanocelo,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,,,,,,,,,,,,,,,,,,,,
375,104588,0,False,1,fabricio,Fabrício Oliveira de Souza,0.0,280,2.0,0.0,19,6,0.0,Fabrício,Fabrício,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,,,,,,,,,,,,,,,,,,,
376,104640,7,True,4,matheus-bianqui,Matheus Henrique Bianqui,0.61,2305,2.99,2.0,19,6,0.25,M. Bianqui,Matheus Bianqui,MIR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,,3.0,4.0,1.0,,,1.0,1.0,,,,,,,,,,,,
377,104666,3,False,5,moises,Moisés Vieira da Veiga,3.53,356,11.49,0.0,19,5,0.0,Moisés,Moisés,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,
378,104693,7,True,4,newton,Newton Araújo da Costa Júnior,3.22,263,5.19,9.8,19,6,1.88,Newton,Newton,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,10.0,10.0,5.0,2.0,1.0,1.0,3.0,,1.0,,,,,,,,,,
379,104758,17,True,2,enzo-diaz,Enzo Hernán Díaz,5.3,276,9.3,8.9,19,7,0.0,E. Díaz,Enzo Díaz,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,2.0,42.0,35.0,6.0,19.0,1.0,5.0,1.0,,,4.0,,,,,3.0,,,,
380,104783,12,True,4,acevedo,Nicolás Brian Acevedo Tabárez,2.23,265,4.29,1.3,19,6,-0.29,Acevedo,Acevedo,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,16.0,5.0,1.0,4.0,,1.0,2.0,,,,,,,,,,,,
381,104933,0,False,1,jorge-meurer,Jorge Meurer Bartholdy,0.0,284,2.0,0.0,19,6,0.0,J. Meurer,Jorge Meurer,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,,,,,,,,,,,,,,,,,,,
382,104994,17,True,3,wagner-leonardo,Wagner Leonardo Calvelo de Souza,3.01,284,6.1,0.5,19,7,-0.71,W. Leonardo,Wagner Leonardo,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1.0,20.0,14.0,1.0,4.0,1.0,2.0,4.0,,,3.0,,,,,,,,,
383,105047,0,False,3,joao-marcelo,João Marcelo Messias Ferreira,0.0,283,7.0,0.0,19,5,0.0,J. Marcelo,João Marcelo,CRU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,,,,,,,,,,,,,,,,,,,,
384,105068,0,False,4,reinier,Reinier Jesus Carvalho,0.0,282,5.0,0.0,19,6,0.0,Reinier,Reinier,CAM,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,,,,,,,,,,,,,,,,,,,,
385,105175,1,True,2,khellven,Khellven Douglas Silva Oliveira,0.0,275,6.34,0.0,19,6,-0.66,Khellven,Khellven,PAL,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,,,,,,,,,,,,,,,,,,,,
386,105213,9,False,2,sant-anna,Ariel Agustín Sant'Anna Quintero,2.4,280,5.06,0.0,19,6,0.0,Sant'Anna,Sant'Anna,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,8.0,8.0,6.0,2.0,1.0,3.0,1.0,,1.0,1.0,,,,,,,,,
387,105214,9,False,4,santiago-rodriguez,Santiago Mariano Rodríguez Molina,1.7,263,4.54,0.0,19,6,0.0,S. Rodríguez,Santiago Rodríguez,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,4.0,4.0,4.0,7.0,,1.0,4.0,,,,,,,,,,,,
388,105258,7,True,3,gaston-avila,Gastón Luciano Ávila,3.65,356,8.03,0.8,19,7,-0.57,G. Ávila,Gastón Ávila,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,,11.0,3.0,2.0,4.0,,1.0,2.0,,,1.0,,,,,,,,,
389,105300,14,True,3,ferraresi,Nahuel Adolfo Ferraresi Hernández,6.54,276,10.48,17.4,19,7,1.36,Ferraresi,Ferraresi,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,3.0,40.0,18.0,2.0,11.0,1.0,2.0,,,,4.0,,,,,,,,,1.0
390,105337,6,False,4,lucas-lima,Lucas Eduardo Lima da Silva,0.72,354,2.62,0.0,19,6,0.0,L. Lima,Lucas Lima,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,,2.0,,1.0,1.0,,,,,,,,,,,,,,,
391,105373,4,False,3,gabriel-xavier,Gabriel Lheman Xavier - Lhman,2.82,265,6.66,0.0,19,6,0.0,G. Xavier,Gabriel Xavier,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,2.0,4.0,,1.0,,1.0,,,,2.0,,,,,,,,,
392,105436,0,False,4,carrascal,Jorge Andrés Carrascal Guardo,0.0,262,9.0,0.0,19,6,0.0,Carrascal,Carrascal,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,,,,,,,,,,,,,,,,,,,,
393,105531,11,True,2,matheus-bidu,Matheus Lima Beltrão Oliveira Valin,6.35,264,9.85,1.5,19,7,-0.2,M. Bidu,Matheus Bidu,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,1.0,16.0,6.0,5.0,25.0,2.0,2.0,2.0,,,5.0,,,,,,1.0,,,
394,105563,1,True,5,carlos-vinicius,Carlos Vinícius Alves Morais,2.5,284,9.13,2.5,19,7,0.13,C. Vinícius,Carlos Vinícius,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,,1.0,,1.0,1.0,,2.0,,,,,,,,,,,,
395,105568,14,False,5,lucero,Juan Martín Lucero,2.9,356,7.58,0.0,19,6,0.0,Lucero,Lucero,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.0,7.0,17.0,3.0,7.0,5.0,3.0,4.0,3.0,1.0,,,,,,,,,1.0,
396,105584,14,False,2,lucas-piton,Lucas Piton Crivellaro,3.53,267,7.38,0.0,19,7,0.0,L. Piton,Lucas Piton,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,4.0,16.0,23.0,3.0,6.0,1.0,3.0,,,,2.0,,,,,,,,,
397,105585,5,False,4,roni,Roni Medeiros de Moura,0.1,2305,1.66,0.0,19,6,0.0,Roni,Roni,MIR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,,1.0,,,,,1.0,,,,,,,,,,,,,
398,105647,12,True,4,mauricio,Maurício Magalhães Prado,4.33,275,9.41,4.8,19,7,-0.38,Maurício,Maurício,PAL,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,2.0,7.0,8.0,6.0,6.0,4.0,,2.0,3.0,,,,,,,,,,,
399,105786,16,True,5,talles-magno,Talles Magno Bacelar Martins,3.15,264,6.3,3.0,19,7,-0.06,T. Magno,Talles Magno,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,1.0,12.0,17.0,9.0,25.0,8.0,1.0,3.0,1.0,1.0,,,,,,,,,,
400,105811,16,True,5,wesley,Wesley Ribeiro Silva,4.74,285,11.64,7.7,19,7,0.89,Wesley,Wesley,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,3.0,21.0,16.0,10.0,32.0,5.0,2.0,8.0,,1.0,,,,,,,,,,
401,105842,10,True,3,edu,Lucas Eduardo Ribeiro de Souza,3.8,287,4.76,1.5,19,7,0.08,Edu,Edu,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,10.0,5.0,3.0,2.0,,,1.0,,,4.0,,,,,,,,,
402,105845,8,False,4,matheus-araujo,Matheus de Araújo Andrade,2.4,354,5.34,0.0,19,6,0.0,M. Araújo,Matheus Araújo,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,1.0,2.0,1.0,1.0,3.0,,,1.0,1.0,,,,,,,,,,,
403,105900,4,False,5,allanzinho,Allan Victor Oliveira Mota,2.07,356,3.9,0.0,19,6,0.0,Allanzinho,Allanzinho,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.0,1.0,4.0,2.0,5.0,1.0,1.0,,,,,,,,,,,,,
404,105903,14,True,4,jose-aldo,José Aldo Soares de Oliveira Filho,2.05,2305,3.48,1.5,19,6,0.18,J. Aldo,José Aldo,MIR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,,17.0,13.0,5.0,8.0,1.0,2.0,1.0,,,,,,,,,,,,
405,105949,7,True,1,rochet,Sergio Ramón Rochet Álvarez,5.69,285,10.87,7.3,19,7,0.86,Rochet,Rochet,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,,,,,2.0,,,,,,2.0,,26.0,,5.0,,,,,
406,105990,16,True,3,santiago-mingo,Santiago Martín Ramos Mingo,2.72,265,4.31,-0.4,19,7,-1.06,S. Mingo,Santiago Mingo,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,13.0,21.0,5.0,11.0,2.0,4.0,,,,5.0,,,,,,,,,
407,106082,12,False,2,ewerthon,Ewerthon Diógenes da Silva,3.34,286,6.23,0.0,19,6,0.0,Ewerthon,Ewerthon,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,20.0,7.0,4.0,7.0,,2.0,2.0,,,1.0,,,,,,,,,
408,106147,13,True,6,thiago-carpini,Thiago Carpini Barbosa,4.11,286,6.9,5.01,19,7,0.05,T. Carpini,Thiago Carpini,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,,,,,,,,,,,3.0,,,,,,,,
409,106160,3,False,1,lucao,Lucas Alexandre Galdino de Azevedo,6.23,280,7.15,0.0,19,6,0.0,Lucão,Lucão,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,,,,1.0,,1.0,,,,1.0,,14.0,,4.0,,,,,
410,106202,0,False,2,bruno-gomes,Bruno Gomes da Silva Clevelário,0.0,285,6.0,0.0,19,5,0.0,B. Gomes,Bruno Gomes,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,,,,,,,,,,,,,,,,,,,,
411,106294,15,True,4,marcos-antonio,Marcos Antônio Silva Santos,2.13,276,3.7,-0.6,19,7,-0.51,M. Antônio,Marcos Antônio,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,2.0,12.0,17.0,3.0,17.0,,3.0,1.0,,,,,,,,,,,,
412,106323,15,True,4,caio-alexandre,Caio Alexandre Souza e Silva,2.47,265,5.32,2.4,19,7,0.03,C. Alexandre,Caio Alexandre,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,1.0,18.0,26.0,5.0,23.0,,4.0,1.0,,,,,,,,,,,,
413,106434,7,False,3,eduardo-santos,Eduardo Gonzaga Mendes Santos,5.1,280,8.19,0.0,19,5,0.0,E. Santos,Eduardo Santos,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,10.0,1.0,,2.0,,,,,,4.0,,,,,,,,,
414,106593,16,True,3,villalba,Lucas Hernán Villalba,6.34,283,8.2,1.4,19,7,-1.44,Villalba,Villalba,CRU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,,23.0,10.0,3.0,7.0,,4.0,1.0,1.0,3.0,10.0,,,,,,,,,
415,106681,8,True,5,leo-pereira,Leonardo Augusto dos Santos Pereira,2.96,292,5.54,12.2,19,6,2.04,L. Pereira,Léo Pereira,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,1.0,6.0,6.0,2.0,13.0,2.0,,3.0,,,,,,,,,,,,
416,106822,7,False,4,rodrigo-nestor,Rodrigo Nestor Bertalia,3.33,265,5.88,0.0,19,6,0.0,R. Nestor,Rodrigo Nestor,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,9.0,5.0,2.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,
417,106829,1,True,2,patryck,Patryck Lanza dos Reis,5.8,276,5.88,5.8,19,6,1.88,Patryck,Patryck,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,,,,1.0,,,,,,,1.0,,,,,,,,,
418,106918,4,False,5,paulo-baya,Paulo Henrique Silva Ribeiro,3.55,266,5.35,0.0,19,6,0.0,P. Baya,Paulo Baya,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1.0,,,,,,,1.0,1.0,,,,,,,,,,,
419,107093,17,True,2,luciano-juba,Luciano Batista da Silva Júnior,6.5,265,10.53,10.6,19,7,0.47,L. Juba,Luciano Juba,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.0,18.0,15.0,7.0,6.0,1.0,1.0,3.0,4.0,,6.0,,,,,,,,,
420,107170,3,False,5,jeffinho,Jefferson Ruan Pereira dos Santos,2.33,263,4.33,0.0,19,5,0.0,Jeffinho,Jeffinho,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
421,107173,10,True,4,michel-araujo,Michel Daryl Araújo Villar,2.77,265,5.54,0.0,19,6,-0.24,M. Araújo,Michel Araújo,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,4.0,7.0,1.0,,,1.0,,3.0,,,,,,,,,,,
422,107174,15,True,4,bruno-tabata,Bruno Vinícius Souza Ramos,4.11,285,6.87,6.7,19,3,-0.79,B. Tabata,Bruno Tabata,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,1.0,13.0,9.0,8.0,18.0,1.0,3.0,7.0,2.0,1.0,,,,,,,,,,
423,107179,5,False,1,matheus-donelli,Matheus Planelles Donelli,3.08,264,4.42,0.0,19,6,0.0,M. Donelli,Matheus Donelli,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,,,,,1.0,,1.0,,,,1.0,,13.0,,6.0,,,,,
424,107183,1,True,1,leo-linck,Leonardo Matias Baiersdorf Linck,6.3,263,6.98,6.3,19,6,1.98,L. Linck,Léo Linck,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,,,,,,,,,,1.0,,1.0,,,,,,,
425,107221,2,False,1,magrao,Audenirton Soares da Silva,2.9,356,3.44,0.0,19,6,0.0,Magrão,Magrão,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,,,,,,,,,,,,,6.0,,2.0,,,,,
426,107231,2,True,4,danilo,Danilo dos Santos de Oliveira,0.25,263,9.8,0.5,19,7,-1.14,Danilo,Danilo,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,,,,1.0,,,,,,,,,,,,,,,
427,107236,3,False,2,vanderlan,Vanderlan Barbosa da Silva,3.0,275,4.84,0.0,19,6,0.0,Vanderlan,Vanderlan,PAL,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,,6.0,5.0,,3.0,,,,,,,,,,,,,,,
428,107516,12,True,5,enio,Sebastião Ênio Santos de Almeida,2.93,286,4.47,1.2,19,2,-0.87,Ênio,Ênio,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,6.0,4.0,6.0,21.0,5.0,2.0,3.0,1.0,1.0,,,,,,,,,,
429,107554,17,True,2,natanael,Natanael Moreira Milouski,5.71,282,8.6,3.6,19,7,-1.02,Natanael,Natanael,CAM,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,,30.0,17.0,6.0,14.0,2.0,1.0,3.0,1.0,,7.0,,,,,,,,,
430,107698,0,False,1,adriano,Antônio Adriano Nascimento de Sousa,0.0,292,1.0,0.0,19,6,0.0,Adriano,Adriano,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,,,,,,,,,,,,,,,,,,,,
431,107726,17,True,5,chrystian-barletta,Chrystian Amaral Barletta de Almeida,4.32,292,6.24,0.8,19,7,-0.39,C. Barletta,Chrystian Barletta,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,,12.0,9.0,14.0,19.0,5.0,1.0,14.0,2.0,2.0,,,,,,,,,,
432,107744,4,True,4,praxedes,Bruno Conceição Praxedes,2.42,280,5.51,6.9,19,6,1.13,Praxedes,Praxedes,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,2.0,3.0,4.0,6.0,,1.0,2.0,,,,,,,,,,,,
433,107748,0,False,1,adriel,Adriel Vasconcelos Ramos,0.0,284,3.0,0.0,19,6,0.0,Adriel,Adriel,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,,,,,,,,,,,,,,,,,,,
434,107795,2,False,5,elias-manoel,Elias Manoel Alves de Paula,0.6,263,5.13,0.0,19,6,0.0,E. Manoel,Elias Manoel,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,1.0,1.0,,,,,,,,,,,,,,,,,
435,107801,2,False,3,nata,Natã Felipe de Amorim Santos,1.35,286,2.43,0.0,19,6,0.0,Natã,Natã,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,2.0,1.0,,,,,,,,,,,,,,,,,
436,107859,0,False,1,fintelman,Alexandre Fintelman de Mello Ribeiro da Silva,0.0,287,2.0,0.0,19,6,0.0,Fintelman,Fintelman,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,,,,,,,,,,,,,,,,,,,
437,107873,14,True,4,bobadilla,Damián Josué Bobadilla Benítez,4.2,276,6.81,10.5,19,7,0.11,Bobadilla,Bobadilla,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,,25.0,15.0,3.0,7.0,,1.0,4.0,2.0,,,,,,,,,,,
438,107908,3,False,2,hugo,Hugo Ferreira de Farias,2.23,264,5.41,0.0,19,5,0.0,Hugo,Hugo,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,,3.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,
439,107950,8,False,4,fausto-vera,Fausto Mariano Vera,2.69,282,6.33,0.0,19,6,0.0,F. Vera,Fausto Vera,CAM,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,,9.0,8.0,3.0,4.0,,2.0,,1.0,,,,,,,,,,,
440,107989,8,False,5,carbonero,Johan Stiven Carbonero Balanta,3.99,285,5.5,0.0,19,5,0.0,Carbonero,Carbonero,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,,1.0,9.0,6.0,17.0,4.0,1.0,1.0,2.0,1.0,,,,,,,1.0,,,
441,108133,16,True,5,isidro-pitta,Isidro Miguel Pitta Saldívar,3.72,280,7.9,9.6,19,2,1.31,I. Pitta,Isidro Pitta,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1.0,1.0,14.0,6.0,9.0,7.0,3.0,3.0,6.0,,,,,,,,,,,
442,108176,0,False,3,gabriel-lacerda,Gabriel Santos Cordeiro Lacerda,0.0,354,4.0,0.0,19,6,0.0,G. Lacerda,Gabriel Lacerda,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,,,,,,,,,,,,,,,,,,,,
443,108274,7,True,3,david-ricardo,David Ricardo Loiola da Silva,4.35,263,6.32,15.0,19,7,2.69,D. Ricardo,David Ricardo,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,4.0,6.0,1.0,1.0,,,,1.0,,4.0,,,,,,,1.0,,
444,108474,0,False,5,santi-moreno,Santiago Moreno,0.0,266,7.0,0.0,19,6,0.0,S. Moreno,Santi Moreno,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,,,,,,,,,,,,,,,,,,,,
445,108548,10,True,5,aravena,Alexander Ernesto Aravena Guzmán,2.16,284,3.94,3.8,19,6,0.37,Aravena,Aravena,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,6.0,3.0,2.0,4.0,1.0,1.0,,1.0,1.0,,,,,,,,,,
446,108588,3,False,5,tapia,Gonzalo Andrés Tapia Dubournais,2.93,276,6.12,0.0,19,6,0.0,Tapia,Tapia,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,,,3.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,
447,108671,8,True,5,garre,Benjamín Antonio Garré,0.02,267,1.83,-0.3,19,6,-0.23,Garré,Garré,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,,1.0,6.0,,3.0,,1.0,,,,,,,,,,,,,
