,atletas.foto,atletas.clube.id.full.name,atletas.variacao_num,atletas.rodada_id,atletas.entrou_em_campo,atletas.pontos_num,atletas.slug,atletas.apelido_abreviado,atletas.posicao_id,atletas.nome,atletas.apelido,atletas.atleta_id,atletas.clube_id,atletas.status_id,atletas.preco_num,atletas.media_num,atletas.jogos_num,DE,GS,A,CA,DS,FC,FD,FF,FS,FT,G,I,PS,SG,V,CV,DP,PP,PC,GC
599,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,0.04,28,True,0.9,ivan-roman,I. Román,3,Ivan Ramiro Román Hurtado,Iván Román,124661,282,6,3.62,2.77,7,,,,3.0,9.0,7.0,1.0,1.0,8.0,,,,,1.0,,,,,,
600,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,0.0,28,False,0.0,felipe-negrucci,F. Negrucci,4,Felipe Negrucci Berdague,Felipe Negrucci,124674,276,6,2.22,0.95,2,,,,,1.0,3.0,,1.0,1.0,,,,,,,,,,,
601,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,0.0,28,False,0.0,leandro,Leandro,1,Leandro Mathias Silva Bueno,Leandro,124701,276,6,2.0,0.0,0,,,,,,,,,,,,,,,,,,,,
602,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,0.0,28,False,0.0,nathan-fernandes,N. Fernandes,5,Nathan Ribeiro Fernandes,Nathan Fernandes,124757,263,5,5.19,3.14,9,,,2.0,,3.0,3.0,3.0,1.0,5.0,,1.0,2.0,,,,,,,,
603,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,-0.08,28,True,-0.1,jonathan-jesus,J. Jesus,3,Jonathan de Jesus Alves,Jonathan Jesus,124912,283,6,4.08,2.39,10,,,,,10.0,13.0,,,2.0,,,1.0,,3.0,,1.0,,,,
604,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,0.0,28,False,0.0,viery,Viery,3,Viery Fernandes Santos Lopes,Viery,125467,284,6,2.86,2.35,2,,,,,,1.0,,,,,,,,1.0,,,,,,
605,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,0.0,28,False,0.0,alisson,Alisson,4,Alisson Santana Lopes da Fonseca,Alisson,125469,282,6,4.0,0.0,0,,,,,,,,,,,,,,,,,,,,
606,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,-0.91,28,True,-0.3,joao-pedro,J. Pedro,3,João Pedro de Sousa Rodrigues,João Pedro,125488,264,7,4.66,3.15,8,,,1.0,4.0,8.0,12.0,,1.0,,,,,,3.0,,,,,,
607,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,0.0,28,False,0.0,marcelinho,Marcelinho,4,Marcelo Braz da Silva,Marcelinho,126120,280,6,2.0,0.0,0,,,,,,,,,,,,,,,,,,,,
608,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,0.0,28,False,0.0,paulinho,Paulinho,4,Paulo Lucas Santos de Paula,Paulinho,126182,267,5,3.95,0.53,8,,,,1.0,4.0,11.0,,,5.0,,,,,,,,,,,
609,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,-1.66,28,True,2.3,derik-lacerda,D. Lacerda,5,Derik Gean Severino Lacerda,Derik Lacerda,126216,292,7,8.38,6.2,12,,,,7.0,11.0,22.0,13.0,12.0,18.0,2.0,4.0,6.0,,,,,,,,
610,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,2.65,28,True,16.9,barreal,Barreal,4,Álvaro Martín Barreal,Barreal,126471,277,7,12.0,6.23,23,,,1.0,2.0,38.0,21.0,8.0,13.0,16.0,2.0,7.0,4.0,,,,,,,,
611,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,-0.62,28,True,2.7,fernando-seabra,F. Seabra,6,Fernando Seabra,Fernando Seabra,126977,280,7,8.83,5.31,28,,,,,,,,,,,,,,,10.0,,,,,
612,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,0.0,28,False,0.0,bahia,Bahia,4,Luiz Gustavo Lemos Carvalho,Bahia,127242,264,6,2.65,2.9,2,,,,,3.0,,,1.0,1.0,,,,,,,,,,,
613,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,0.0,28,False,0.0,julio-fidelis,J. Fidélis,2,Julio Cesar Lima Fidelis,Julio Fidélis,127932,266,6,7.17,7.6,3,,,1.0,,5.0,2.0,,3.0,7.0,,,,,1.0,,,,,,
614,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,0.0,28,False,0.0,rayan-lucas,R. Lucas,4,Rayan Lucas Marques de Souza,Rayan Lucas,128590,262,6,2.0,0.0,0,,,,,,,,,,,,,,,,,,,,
615,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,0.0,28,False,0.0,felipe-cardoso,F. Cardoso,4,Felipe Cardoso,Felipe Cardoso,129317,287,6,2.21,0.97,3,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,
616,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,-0.01,28,True,0.5,ruan-pablo,R. Pablo,5,Ruan Pablo Barbosa Sousa,Ruan Pablo,129663,265,6,1.34,0.85,2,,,,,,,1.0,,1.0,,,,,,,,,,,
617,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,0.0,28,False,0.0,pablo,Pablo,1,Pablo de Paula Cardoso,Pablo,129665,267,6,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,
618,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,0.0,28,False,0.0,jp,JP,4,João Pedro Murilo de Paula Morais,JP,129666,267,6,2.0,0.0,0,,,,,,,,,,,,,,,,,,,,
619,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,0.0,28,False,0.0,cristhian-loor,C. Loor,1,Cristhian Joel Loor Santamaría - Christian,Cristhian Loor,129930,263,6,2.0,0.0,0,,,,,,,,,,,,,,,,,,,,
620,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,0.16,28,True,3.5,noriega,Noriega,4,Erick Carlos Noriega Loret de Mola,Noriega,130048,284,7,4.93,2.2,7,,,,,9.0,5.0,,3.0,6.0,,,,,,,,,,2.0,
621,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,0.0,28,False,0.0,leo-nannetti,L. Nannetti,1,Leonardo Nannetti Lopes,Léo Nannetti,130189,262,6,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,
622,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,0.0,28,False,0.0,carbone,Carbone,2,João Victor Schlickmann Carbone,Carbone,130190,262,6,2.0,0.0,0,,,,,,,,,,,,,,,,,,,,
623,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,0.0,28,False,0.0,euder,Euder,4,Euder Galdino da Silva,Euder,130252,267,6,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,
624,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,0.0,28,False,0.0,leandrinho,Leandrinho,2,Leandro Viana da Silva Gama,Leandrinho,130254,267,6,2.0,0.0,0,,,,,,,,,,,,,,,,,,,,
625,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,0.0,28,False,0.0,guilherme-estrella,G. Estrella,4,Guilherme Estrella de Paiva,Guilherme Estrella,130255,267,6,3.0,0.0,0,,,,,,,,,,,,,,,,,,,,
626,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,0.0,28,False,0.0,lukas-zuccarello,L. Zuccarello,4,Lukas Rocha Zuccarello,Lukas Zuccarello,130279,267,6,1.9,0.6,2,,,,,1.0,1.0,,,,,,,,,,,,,,
627,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,0.0,28,False,0.0,phillipe-gabriel,P. Gabriel,1,Phillipe Gabriel Pires de Oliveira,Phillipe Gabriel,130280,267,6,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,
628,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,0.0,28,False,0.0,rhyan,Rhyan,1,Rhyan Luca Carvalho de Arruda,Rhyan,130305,263,6,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,
629,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,0.0,28,False,0.0,rafael-pinna,R. Pinna,5,Rafael Oliveira Pinna,Rafael Pinna,130316,286,6,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,
630,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,0.0,28,False,0.0,maykon,Maykon,2,Maykon Kesley de Jesus Ramalho,Maykon,130319,287,6,4.92,3.66,8,,,,1.0,9.0,16.0,1.0,3.0,6.0,,,,,3.0,,,,,,
631,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,0.0,28,False,0.0,guilherme-gomes,G. Gomes,4,Guilherme Henrique Bernardineli Gomes,Guilherme Gomes,130382,262,6,2.0,0.0,0,,,,,,,,,,,,,,,,,,,,
632,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,0.0,28,False,0.0,maceio,Maceió,5,Everton Leandro de Oliveira Santos,Maceió,130386,2305,6,2.81,0.78,6,,,,1.0,1.0,2.0,1.0,4.0,3.0,,,1.0,,,,,,,1.0,
633,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,0.0,28,False,0.0,luiz-gustavo,L. Gustavo,3,Luiz Gustavo Marinho Ribeiro dos Santos,Luiz Gustavo,130393,265,6,1.8,1.56,5,,,,3.0,4.0,4.0,,,2.0,,,,,1.0,,,,,,
634,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,0.0,28,False,0.0,marlon,Marlon,5,Marlon Santos Teodoro,Marlon,130507,286,6,1.11,0.5,1,,,,,,1.0,,1.0,,,,,,,,,,,,
635,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,0.0,28,False,0.0,riquelme-fillipi,R. Fillipi,5,Riquelme Fillipi Marinho de Souza,Riquelme Fillipi,130608,275,6,0.92,0.0,1,,,,,,,,,,,,,,,,,,,,
636,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,0.0,28,False,0.0,luighi,Luighi,5,Luighi Hanri Sousa Santos,Luighi,130612,275,6,2.95,1.05,6,,,,,4.0,5.0,,,4.0,,,2.0,,,,,,,,
637,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,0.0,28,False,0.0,edenilson,Edenílson,4,Edenílson Santos Nascimento Filho,Edenílson,130620,287,6,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,
638,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,0.0,28,False,0.0,bernal,Bernal,4,Facundo Bernal Cruz,Bernal,130650,266,6,3.77,2.36,14,,,,5.0,21.0,14.0,4.0,5.0,10.0,,,,,,,,,,,1.0
639,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,0.0,28,False,0.0,boateng,Boateng,3,Stanley Boateng Osei,Boateng,130711,280,6,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,
640,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,0.0,28,False,0.0,souza,Souza,2,João Victor de Souza Menezes,Souza,130811,277,6,7.32,4.36,14,,,2.0,2.0,25.0,14.0,2.0,5.0,9.0,,,1.0,,2.0,,,,,1.0,
641,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,0.0,28,False,0.0,andrei,Andrei,3,Andrei Gabriel dos Santos Ferreira,Andrei,130869,287,6,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,
642,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,0.0,28,False,0.0,riquelme,Riquelme,4,Riquelme Freitas dos Santos,Riquelme,130889,284,6,2.62,1.86,9,,,,,6.0,2.0,1.0,2.0,11.0,,,,,,,,,,,
643,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,0.0,28,False,0.0,felipe-preis,F. Preis,1,Felipe Gabriel Preis,Felipe Preis,131116,276,6,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,
644,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,0.0,28,False,0.0,jardiel,Jardiel,5,Jardiel Maciel Libertino da Silva,Jardiel,131455,284,6,0.84,0.17,3,,,,,,,,,1.0,,,,,,,,,,,
645,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,0.0,28,False,0.0,hyan,Hyan,4,Hyan Carvalho Machado Silva,Hyan,131515,277,6,1.19,0.7,2,,,,,1.0,2.0,,,1.0,,,,,,,,,,,
646,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,0.0,28,False,0.0,jp-chermont,J. Chermont,2,João Pedro Chermont Crema,JP Chermont,131516,277,6,6.05,4.28,5,,,,3.0,14.0,9.0,,1.0,1.0,,,2.0,,1.0,,,,,,
647,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,0.0,28,False,0.0,andre-silva,A. Silva,5,André Oliveira e Silva,André Silva,131617,276,5,6.73,4.32,19,,,2.0,5.0,11.0,20.0,5.0,10.0,20.0,1.0,5.0,5.0,,,,,,,,
648,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,-0.24,28,True,-0.4,felipe-longo,F. Longo,1,Felipe Longo Fernandes da Silva,Felipe Longo,131753,264,6,0.76,-0.4,1,2.0,3.0,,,,,,,,,,,,,,,,,,
649,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,0.0,28,False,0.0,isac,Isac,3,Isac Silvestre da Silva,Isac,131762,276,6,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,
650,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,0.0,28,False,0.0,kevyn,Kevyn,3,Kevyn Henrique Monteiro de Souza,Kevyn,131765,280,6,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,
651,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,-0.61,28,True,2.7,serna,Serna,5,Kevin Steven Serna Jaramillo,Serna,132071,266,7,6.64,4.23,22,,,3.0,3.0,20.0,12.0,5.0,5.0,23.0,,4.0,3.0,1.0,,,,,,,
652,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,-1.02,28,True,0.0,arroyo,Arroyo,5,Keny Alexander Arroyo Alvarado,Arroyo,132264,283,2,4.85,1.75,4,,,,1.0,1.0,1.0,2.0,3.0,4.0,,,,,,,,,,,
653,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,-0.47,28,True,0.1,jemmes,Jemmes,3,Jemmes Bruno Ribeiro da Silva,Jemmes,132553,2305,7,5.3,4.57,26,,,,2.0,50.0,27.0,1.0,8.0,7.0,,1.0,1.0,,7.0,,,,,,
654,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,0.0,28,False,0.0,davi-barbosa,D. Barbosa,1,Davi Barbosa da Silva Novaes,Davi Barbosa,132560,287,6,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,
655,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,0.0,28,False,0.0,vinicinho,Vinicinho,5,Vinicius Mendonça Pereira,Vinicinho,132580,280,6,5.82,3.01,21,,,2.0,2.0,20.0,16.0,6.0,6.0,35.0,,,4.0,1.0,,,,,,,
656,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,-0.19,28,True,0.1,gui-negao,G. Negão,5,Guilherme William Silva Inácio,Gui Negão,133543,264,6,3.73,3.46,13,,,1.0,3.0,10.0,26.0,,2.0,21.0,,3.0,3.0,,,,,,,,
657,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,0.0,28,False,0.0,igao,Igão,3,Igor Odoni Gomes,Igão,133623,276,6,2.0,0.0,0,,,,,,,,,,,,,,,,,,,,
658,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,-0.18,28,True,0.0,alysson,Alysson,5,Alysson Edward Franco da Rocha dos Santos,Alysson,133669,284,6,5.37,4.29,20,,,1.0,2.0,31.0,15.0,5.0,7.0,37.0,1.0,1.0,3.0,,,,,,,,
659,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,0.0,28,False,0.0,gustavo-reis,G. Reis,1,Gustavo Reis de Alcântara,Gustavo Reis,133671,280,6,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,
660,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,0.0,28,False,0.0,mateus-xavier,M. Xavier,4,Mateus Xavier de Sousa,Mateus Xavier,133673,277,6,1.0,0.5,3,,,,,1.0,,,,,,,,,,,,,,,
661,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,0.0,28,False,0.0,benedetti,Benedetti,3,Luiz Gustavo Roncholeta Benedetti,Benedetti,133679,275,6,2.61,1.6,2,,,,,2.0,2.0,,1.0,,,,,,,,,,,,
662,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,0.0,28,False,0.0,wallace-davi,W. Davi,4,Wallace Davi Nunes da Silva Dias,Wallace Davi,133696,266,6,2.0,0.0,0,,,,,,,,,,,,,,,,,,,,
663,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,0.0,28,False,0.0,yago-noal,Y. Noal,4,Yago Eduardo Noal Lopes,Yago Noal,134246,285,6,1.14,0.6,2,,,,,1.0,1.0,,,,,,,,,,,,,,
664,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,0.0,28,False,0.0,larson,Larson,4,Larson Torna Ferreira dos Santos,Larson,136156,275,6,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,
665,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,0.0,28,False,0.0,luis-otavio,L. Otávio,4,Luis Otávio Costa de Aquino,Luis Otávio,136306,285,6,3.53,2.04,14,,,,,14.0,5.0,2.0,1.0,12.0,,,1.0,,,,,,,,
666,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,0.22,28,True,0.9,sanabria,Sanabria,5,Mateo Naín Sanabria Doracio,Sanabria,136955,265,7,4.86,1.85,6,,,,,3.0,5.0,1.0,2.0,17.0,,,2.0,,,,1.0,,,,
667,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,0.0,28,False,0.0,micael,Micael,5,Micael de Barros Viturino,Micael,137375,292,6,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,
668,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,0.0,28,False,0.0,kaique-kenji,K. Kenji,5,Kaique Kenji Takamura Correa,Kaique Kenji,137542,283,6,1.09,0.5,2,,,,,,,,,2.0,,,,,,,,,,,
669,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,-0.31,28,True,-0.3,clayton-sampaio,C. Sampaio,3,Clayton Sampaio Pereira,Clayton Sampaio,137618,285,6,3.74,2.47,7,,,,2.0,7.0,8.0,2.0,1.0,,1.0,,,,1.0,,,,,,
670,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,0.0,28,False,0.0,palacios,Palacios,3,Sergio Stevan Palacios Zapata,Palacios,138021,280,6,1.7,1.3,2,,,,2.0,,3.0,,,1.0,,,,,1.0,,,,,,
671,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,0.0,28,False,0.0,figueiredo,Figueiredo,4,Vitor dos Santos Figueiredo,Figueiredo,139001,275,5,2.0,0.0,0,,,,,,,,,,,,,,,,,,,,
672,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,1.07,28,True,9.05,filipe-luis,F. Luís,6,Filipe Luís Kasmirski,Filipe Luís,139076,262,7,13.19,7.15,27,,,,,,,,,,,,,,,17.0,,,,,
673,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,0.0,28,False,0.0,pedro-kaua,P. Kauã,3,Pedro Kauã Rodrigues Machado,Pedro Kauã,139200,285,6,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,
674,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,0.0,28,False,0.0,kaua-prates,K. Prates,2,Kauã Prates de Almeida,Kauã Prates,139345,283,7,3.43,3.17,4,,,,1.0,3.0,4.0,,,1.0,,,1.0,,2.0,,,,,,
675,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,0.0,28,False,0.0,caio-maia,C. Maia,5,Caio da Silva Maia,Caio Maia,139455,282,5,2.0,0.0,0,,,,,,,,,,,,,,,,,,,,
676,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,0.0,28,False,0.0,joao-marcelo,J. Marcelo,5,João Marcelo Soares de Freitas,João Marcelo,140364,282,6,3.46,1.51,7,,,1.0,,1.0,3.0,3.0,2.0,,,,2.0,,,,,,,,
677,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,-0.65,28,True,0.5,riquelme-felipe,R. Felipe,5,Riquelme Felipe Silva de Almeida,Riquelme Felipe,140484,266,6,3.43,1.0,5,,,,,2.0,1.0,,1.0,3.0,,,,,,,,,,,
678,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,0.0,28,False,0.0,joao-victor,J. Victor,3,João Victor de Souza Cunha,João Victor,140492,262,6,2.0,0.0,0,,,,,,,,,,,,,,,,,,,,
679,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,0.0,28,False,0.0,joao-alves,J. Alves,4,João Victor Alves Ferreira,João Alves,140494,262,6,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,
