,atletas.clube.id.full.name,atletas.foto,atletas.media_num,atletas.nome,atletas.status_id,atletas.jogos_num,atletas.apelido,atletas.slug,atletas.pontos_num,atletas.preco_num,atletas.rodada_id,atletas.atleta_id,atletas.clube_id,atletas.variacao_num,atletas.entrou_em_campo,atletas.apelido_abreviado,atletas.posicao_id,A,CA,DS,FC,FD,FF,FS,G,I,PS,V,SG,FT,CV,DE,DP,GS,PP,PC,GC
76,SAN,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,2.19,João Felipe Schmidt Urbano,7,20,João Schmidt,joao-schmidt,1.5,4.58,27,77777,277,0.18,True,J. Schmidt,4,1.0,5.0,28.0,33.0,2.0,7.0,8.0,,1.0,,,,,,,,,,,
77,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1.77,Everaldo Stum,6,19,Everaldo,everaldo,1.2,3.52,27,78117,266,0.03,True,Everaldo,5,,1.0,3.0,17.0,6.0,9.0,12.0,2.0,1.0,,,,1.0,,,,,1.0,,
78,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.58,Gustavo Henrique Vernes,7,14,Gustavo Henrique,gustavo-henrique,5.9,7.2,27,78248,264,0.57,True,G. Henrique,3,,2.0,14.0,11.0,5.0,3.0,6.0,1.0,,,,3.0,,,,,,,,
79,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.82,Victor Vinícius Coelho dos Santos,5,8,Vitinho,vitinho,6.5,7.75,27,78435,264,0.23,True,Vitinho,5,1.0,,11.0,4.0,4.0,2.0,8.0,,1.0,,,,,,,,,,,
80,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6.37,Renê Rodrigues Martins,7,16,Renê,rene,7.8,9.97,27,78445,266,0.69,True,Renê,2,,,39.0,13.0,,3.0,14.0,1.0,,,,6.0,,,,,,,,
81,SAN,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,-0.3,Willian Souza Arão da Silva,6,1,Willian Arão,willian-arao,0.0,7.19,27,78478,277,0.0,False,W. Arão,4,,,,1.0,,,,,,,,,,,,,,,,
82,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,3.27,Gabriel Girotto Franco,7,23,Gabriel,gabriel,0.0,6.1,27,78605,280,0.0,False,Gabriel,4,,9.0,44.0,34.0,1.0,6.0,22.0,1.0,,,,,1.0,,,,,,,
83,MIR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,7.35,Reinaldo Manoel da Silva,7,24,Reinaldo,reinaldo,-1.2,9.56,27,78850,2305,-1.93,True,Reinaldo,2,3.0,5.0,25.0,19.0,10.0,15.0,19.0,9.0,,,,7.0,,,,,,1.0,2.0,
84,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,-1.0,Richard de Oliveira Costa,6,0,Richard,richard,0.0,4.53,27,78851,354,0.0,False,Richard,1,,1.0,,,,,,,,,,,,,,,,,,
85,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,4.35,Thiago dos Santos,6,7,Thiago Santos,thiago-santos,0.0,6.98,27,78855,266,0.0,False,T. Santos,3,,2.0,5.0,8.0,,1.0,3.0,,,,,5.0,,,,,,,,
86,MIR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2.37,Alex Roberto Santana Rafael,6,6,Alex Muralha,alex-muralha,0.0,3.34,27,79066,2305,0.0,False,A. Muralha,1,,2.0,,,,,1.0,,,,,,,,19.0,,9.0,,,
87,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,4.09,Bruno Ferreira Ventura Diniz - de Lins,7,18,Bruno Ferreira,bruno-ferreira,12.8,7.43,27,79266,354,1.82,True,B. Ferreira,1,,2.0,,1.0,,,6.0,,,,,6.0,,,46.0,,17.0,,,
88,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,5.05,Germán Ezequiel Cano,7,17,Cano,cano,0.0,9.34,27,79631,266,0.0,False,Cano,5,,1.0,4.0,8.0,4.0,19.0,19.0,6.0,4.0,,,,2.0,,,,,,,
89,CRU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,2.57,Lucas Silva Borges,7,25,Lucas Silva,lucas-silva,1.2,4.86,27,79701,283,0.04,True,L. Silva,4,2.0,4.0,22.0,36.0,2.0,7.0,19.0,2.0,,,,,1.0,,,,,,,
90,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.77,Helton Brant Aleixo Leite,6,4,Helton Leite,helton-leite,0.0,5.13,27,79973,356,0.0,False,H. Leite,1,,,,,,,1.0,,,,,,,,12.0,,9.0,,,
91,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,4.17,Saúl Ñíguez Esclapez,6,8,Saúl,saul,0.0,9.98,27,80061,262,0.0,False,Saúl,4,1.0,1.0,16.0,17.0,1.0,6.0,3.0,,,,,,1.0,,,,,,,
92,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,José Roberto Assunção de Araújo Filho,6,0,Zé Roberto,ze-roberto,0.0,6.0,27,80076,292,0.0,False,Z. Roberto,5,,,,,,,,,,,,,,,,,,,,
93,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3.28,Jadson Alves dos Santos,7,22,Jadson,jadson,3.2,5.98,27,80129,286,0.38,True,Jadson,4,1.0,6.0,37.0,31.0,3.0,6.0,39.0,,2.0,,,,,,,,,,1.0,
94,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2.45,Glaybson Yago Souza Lisboa,6,21,Yago Pikachu,yago-pikachu,6.2,5.94,27,80196,356,0.82,True,Y. Pikachu,4,1.0,2.0,8.0,8.0,6.0,5.0,16.0,2.0,3.0,1.0,,,1.0,,,,,,,
95,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,5.76,Luciano da Rocha Neves,7,22,Luciano,luciano,12.5,10.63,27,80287,276,0.68,True,Luciano,5,3.0,7.0,19.0,22.0,15.0,22.0,31.0,6.0,4.0,2.0,,,,,,,,1.0,,
96,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,4.44,Gilberto Moraes Júnior,3,17,Gilberto,gilberto,5.1,7.95,27,80313,265,-0.46,True,Gilberto,2,,5.0,24.0,14.0,2.0,5.0,9.0,1.0,1.0,,,6.0,,,,,,,,
97,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,5.13,Wendell Nascimento Borges,6,14,Wendell,wendell,0.0,10.32,27,80570,276,0.0,False,Wendell,2,1.0,,20.0,12.0,,3.0,16.0,,,,,6.0,,,,,,,,
98,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,4.04,Lucas Rafael Araújo Lima,7,21,Lucas Lima,lucas-lima,0.0,7.08,27,80583,292,0.0,False,L. Lima,4,3.0,9.0,16.0,24.0,9.0,3.0,35.0,4.0,6.0,,,,,,,,,,,
99,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,2.07,Jair Rodrigues Júnior,5,10,Jair,jair,0.0,4.63,27,81091,267,0.0,False,Jair,4,,3.0,14.0,12.0,,1.0,11.0,,,,,,,,,,,,,
100,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,3.58,Lucas Andrés Mugni,6,19,Lucas Mugni,lucas-mugni,12.1,7.68,27,81121,354,1.62,True,L. Mugni,4,3.0,4.0,21.0,22.0,3.0,6.0,10.0,2.0,2.0,,,,1.0,,,,,,,
101,SAN,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,4.55,Mayke Rocha de Oliveira,7,11,Mayke,mayke,0.0,8.01,27,81150,277,0.0,False,Mayke,2,,2.0,24.0,17.0,1.0,2.0,7.0,,1.0,,,3.0,,,,,,,,
102,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.58,Gonçalo Mendes Paciência,6,4,Gonçalo Paciência,goncalo-paciencia,0.0,5.5,27,81401,292,0.0,False,G. Paciência,5,,,,2.0,,3.0,1.0,,,,,,,,,,,,,
103,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,2.03,Alisson Euler de Freitas Castro,7,21,Alisson,alisson,2.0,4.62,27,81845,276,0.01,True,Alisson,4,1.0,4.0,15.0,17.0,6.0,4.0,28.0,,1.0,,,,,,,,,,,
104,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,5.87,João Ricardo Riedi,6,13,João Ricardo,joao-ricardo,0.0,11.84,27,81881,356,0.0,False,J. Ricardo,1,,,,,,,2.0,,,,,6.0,,,51.0,,18.0,,,1.0
105,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2.77,Willian Osmar de Oliveira Silva,6,11,Willian Oliveira,willian-oliveira,0.0,4.7,27,81952,287,0.0,False,W. Oliveira,4,,4.0,18.0,16.0,1.0,7.0,11.0,,,,,,,,,,,,,
106,MIR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,1.76,Francisco Hyun-Sol Kim,6,10,Chico Kim,chico-kim,0.0,4.23,27,82407,2305,0.0,False,C. Kim,4,,1.0,8.0,6.0,1.0,1.0,11.0,,,1.0,,,,,,,,,,
107,SAN,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,4.17,José Rafael Vivian,7,17,Zé Rafael,ze-rafael,7.6,7.96,27,82455,277,-0.19,True,Z. Rafael,4,,2.0,34.0,23.0,1.0,7.0,32.0,,,,,,2.0,,,,,,,
108,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1.82,Otávio Henrique Passos Santos,6,4,Otávio,otavio,0.0,5.46,27,82463,266,0.0,False,Otávio,4,,,3.0,5.0,,1.0,7.0,,,,,,,,,,,,,
109,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,5.08,Luiz de Araújo Guimarães Neto,6,24,Luiz Araújo,luiz-araujo,4.8,9.09,27,82627,262,0.41,True,L. Araújo,5,2.0,1.0,30.0,19.0,9.0,11.0,16.0,5.0,1.0,,,,2.0,,,,,,,
110,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4.11,Guilherme de Jesus da Silva,5,10,Tinga,tinga,0.0,8.33,27,82628,356,0.0,False,Tinga,2,,1.0,11.0,6.0,,3.0,4.0,1.0,,,,3.0,,,,,,,,
111,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,4.89,Marcelo Gazella Hermes,7,11,Marcelo Hermes,marcelo-hermes,0.0,7.18,27,82639,286,0.0,False,M. Hermes,2,2.0,2.0,17.0,12.0,4.0,7.0,7.0,,,,,2.0,,,,,,,,
112,MIR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,6.12,Lucas Ramon Batista Silva,2,23,Lucas Ramon,lucas-ramon,4.0,9.24,27,82775,2305,0.36,True,L. Ramon,2,2.0,6.0,45.0,22.0,7.0,6.0,32.0,2.0,3.0,1.0,,6.0,,,,,,,,
113,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,3.02,Rafael Thyere de Albuquerque Marques,7,13,Rafael Thyere,rafael-thyere,3.0,5.93,27,83048,292,0.3,True,R. Thyere,3,,,12.0,7.0,1.0,2.0,5.0,,,,,3.0,1.0,,,,,,,
114,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,1.87,Alan Max Benítez Domínguez,6,7,Alan Benítez,alan-benitez,0.0,5.14,27,83251,285,0.0,False,A. Benítez,2,,,4.0,5.0,3.0,,,,,,,1.0,,,,,,,,
115,CRU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,3.52,Gabriel Barbosa Almeida,6,21,Gabriel,gabriel,10.8,7.93,27,83257,283,1.6,True,Gabriel,5,2.0,4.0,4.0,4.0,8.0,8.0,8.0,6.0,9.0,,,,,,,,,1.0,,
116,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,5.23,Leonardo Pereira,7,23,Léo Pereira,leo-pereira,0.0,9.54,27,83528,262,0.0,False,L. Pereira,3,,3.0,17.0,18.0,3.0,7.0,8.0,3.0,,,,13.0,1.0,,,,,,2.0,
117,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,-0.68,Hueglo dos Santos Neris,7,5,Neris,neris,0.0,2.06,27,83786,287,-0.07,True,Neris,3,,1.0,1.0,8.0,1.0,,1.0,,2.0,,,,,1.0,,,,,,
118,SAN,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,2.96,Francisco das Chagas Soares dos Santos Meireles,3,22,Tiquinho Soares,tiquinho-soares,-1.4,7.05,27,84042,277,-1.23,True,T. Soares,5,3.0,3.0,8.0,27.0,6.0,11.0,33.0,2.0,5.0,1.0,,,,,,,,,,
119,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2.55,Eudes Ruan de Souza Carneiro,6,2,Ruan Carneiro,ruan-carneiro,0.0,2.41,27,84094,286,0.0,False,R. Carneiro,1,,,,,,,,,,,,,,,7.0,,4.0,,,
120,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,3.2,Jemerson de Jesus Nascimento,6,9,Jemerson,jemerson,0.0,4.77,27,84263,284,0.0,False,Jemerson,3,,3.0,11.0,14.0,1.0,1.0,3.0,1.0,,,,1.0,1.0,,,,,,,
121,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,1.56,Fernando Pereira do Nascimento,6,22,Fernando Sobral,fernando-sobral,9.2,5.0,27,84428,354,1.35,True,F. Sobral,4,,7.0,21.0,28.0,,4.0,14.0,1.0,1.0,,,,,,,,,,,
122,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2.3,José Romário Silva de Souza,6,14,Romarinho,romarinho,2.3,3.85,27,84523,292,-0.54,True,Romarinho,5,1.0,,2.0,,2.0,3.0,7.0,2.0,1.0,,,,,,,,,,,
123,CRU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,4.39,Lucas Daniel Romero,7,24,Lucas Romero,lucas-romero,0.0,7.59,27,84558,283,0.0,False,L. Romero,4,2.0,9.0,52.0,25.0,2.0,8.0,35.0,1.0,1.0,,,,,,,,,,,
124,PAL,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,3.36,Lucas Evangelista Santana de Oliveira,5,19,Lucas Evangelista,lucas-evangelista,0.0,6.28,27,84674,275,0.0,False,L. Evangelista,4,1.0,2.0,23.0,20.0,4.0,2.0,20.0,2.0,,,,,,,,,,,,
125,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,1.51,Jorge Luiz Frello Filho,7,11,Jorginho,jorginho,0.4,6.44,27,84735,262,-0.43,True,Jorginho,4,,5.0,15.0,18.0,1.0,1.0,5.0,,,,,,,,,,,,,
126,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,5.09,Guillermo Varela Olivera,7,17,Varela,varela,0.0,8.77,27,84816,262,0.0,False,Varela,2,4.0,,9.0,4.0,1.0,1.0,7.0,,2.0,,,10.0,,,,,,,1.0,
127,SAN,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,2.78,Luan Peres Petroni,7,17,Luan Peres,luan-peres,0.0,5.13,27,84847,277,0.0,False,L. Peres,3,,4.0,18.0,21.0,1.0,,9.0,,,,,5.0,,,,,,,,
128,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,1.78,Óscar David Romero Villamayor,7,13,Óscar Romero,oscar-romero,0.5,4.53,27,85034,285,-0.48,True,O. Romero,4,1.0,2.0,7.0,5.0,1.0,5.0,14.0,,,,,,,,,,,,1.0,
129,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5.55,Memphis Depay,2,15,Memphis Depay,memphis-depay,0.0,13.13,27,85048,264,-0.72,True,M. Depay,5,3.0,4.0,7.0,11.0,11.0,10.0,20.0,4.0,1.0,,,,2.0,,,,,1.0,,
130,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4.4,Vinicius Silvestre da Costa,6,2,Vinicius Silvestre,vinicius-silvestre,0.0,6.75,27,85083,356,0.0,False,V. Silvestre,1,,,,,,,1.0,,,,,,,,11.0,,6.0,,,
131,MIR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2.75,Daniel de Oliveira Sertanejo,7,24,Danielzinho,danielzinho,4.2,5.27,27,85403,2305,0.18,True,Danielzinho,4,2.0,4.0,21.0,29.0,4.0,8.0,45.0,,2.0,1.0,,,1.0,,,,,,,
132,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,-1.0,João Paulo Silva Martins,5,0,João Paulo,joao-paulo,0.0,6.45,27,85425,265,0.0,False,J. Paulo,1,,2.0,,,,,,,,,,,,,,,,,,
133,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.15,Alex Paulo Menezes Santana,6,10,Alex Santana,alex-santana,-0.5,2.62,27,85465,284,-0.02,True,A. Santana,4,,5.0,1.0,12.0,,4.0,11.0,,1.0,,,,,,,,,,,
134,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,1.3,Ricardo Ryller Ribeiro Lino Silva,6,16,Ricardo Ryller,ricardo-ryller,0.0,2.69,27,85856,287,0.0,False,R. Ryller,4,,3.0,15.0,28.0,4.0,2.0,7.0,,1.0,,,,,,,,,,,
135,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,2.97,Aylon Darwin Tavella,6,16,Aylon,aylon,0.0,4.44,27,85930,354,-0.7,True,Aylon,5,,3.0,12.0,19.0,4.0,6.0,18.0,2.0,2.0,1.0,,,1.0,,,,,,,
136,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,1.95,Hyoran Kaue Dalmoro,7,7,Hyoran,hyoran,3.9,3.99,27,85931,292,-0.05,True,Hyoran,4,1.0,2.0,3.0,15.0,2.0,3.0,6.0,,1.0,,,,1.0,,,,,,,
137,CRU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.72,Yannick Bolasie,6,13,Bolasie,bolasie,0.0,3.12,27,86292,283,0.0,False,Bolasie,5,1.0,1.0,3.0,9.0,1.0,1.0,3.0,,1.0,,,,,,,,,,,
138,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.57,Victor Luis Chuab Zamblauskas,6,3,Victor Luis,victor-luis,0.0,3.34,27,86410,267,0.0,False,V. Luis,2,,,,,1.0,,1.0,,,,,,,,,,,,,
139,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,3.59,Marcos da Silva França,6,10,Keno,keno,8.5,7.2,27,86485,266,1.16,True,Keno,5,2.0,,1.0,2.0,2.0,7.0,18.0,1.0,,,,,,,,,,,,
140,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2.09,Jandrei Chitolina Carniel,7,7,Jandrei,jandrei,-0.7,4.34,27,86508,286,-0.51,True,Jandrei,1,,1.0,,,,,1.0,,,,,1.0,,,17.0,,12.0,,,
141,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.86,Richardson Fernandes dos Santos,7,11,Richardson,richardson,0.2,2.36,27,86536,354,-0.13,True,Richardson,4,,3.0,7.0,10.0,1.0,1.0,6.0,,,,,,,,,,,,,
142,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,1.53,Danilo das Neves Pinheiro,7,18,Tchê Tchê,tche-tche,0.4,3.65,27,86686,267,-0.47,True,T. Tchê,4,,1.0,4.0,14.0,1.0,4.0,29.0,1.0,1.0,,,,,,,,,,,
143,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,1.2,Richard Cândido Coelho,6,4,Richard,richard,0.0,3.62,27,86711,285,0.0,False,Richard,4,,,2.0,5.0,,1.0,5.0,,,,,,,,,,,,,
144,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,2.27,Everton Sousa Soares,6,16,Everton,everton,0.0,7.25,27,86757,262,0.0,False,Everton,5,1.0,,7.0,10.0,4.0,9.0,2.0,1.0,1.0,,,,1.0,,,,,,,
145,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.88,Matheus Rossetto,7,11,Matheus Rossetto,matheus-rossetto,1.5,3.31,27,86766,356,0.16,True,M. Rossetto,4,,,6.0,3.0,,,3.0,,,,,,,,,,,,,
146,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3.1,Reginaldo Lopes de Jesus,6,15,Reginaldo,reginaldo,4.3,4.79,27,86820,286,0.32,True,Reginaldo,2,2.0,1.0,11.0,6.0,1.0,2.0,10.0,,1.0,,,3.0,,,,,,,,
147,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.89,José Welison da Silva,6,9,José Welison,jose-welison,0.0,3.82,27,86859,356,0.0,False,J. Welison,4,,3.0,12.0,7.0,,2.0,5.0,,,,,,,,,,,,,
148,MIR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.0,Luiz Otávio da Silva Santos,6,0,Luiz Otávio,luiz-otavio,0.0,4.0,27,86863,2305,0.0,False,L. Otávio,3,,,,,,,,,,,,,,,,,,,,
149,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,2.92,Leonardo César Jardim,7,23,Léo Jardim,leo-jardim,-3.0,6.11,27,87008,267,-0.72,True,L. Jardim,1,,,,,,,4.0,,,,,4.0,,1.0,62.0,,32.0,,,
150,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,3.79,Pedro Henrique Ribeiro Gonçalves,7,24,Pedro Henrique,pedro-henrique,7.8,8.18,27,87225,280,0.98,True,P. Henrique,3,1.0,4.0,24.0,15.0,2.0,7.0,19.0,1.0,,,,6.0,1.0,,,,,,,
151,CAM,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,3.26,Guilherme Antonio Arana Lopes,7,13,Guilherme Arana,guilherme-arana,-0.3,8.04,27,87228,282,-0.76,True,G. Arana,2,,3.0,13.0,11.0,3.0,4.0,9.0,,,,,3.0,1.0,,,,,,,
152,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.97,Yeferson Julio Soteldo Martínez,2,14,Soteldo,soteldo,0.0,6.43,27,87258,266,0.0,False,Soteldo,5,,1.0,3.0,3.0,1.0,3.0,15.0,,1.0,,,,,,,,,,,
