,atletas.slug,atletas.preco_num,atletas.foto,atletas.jogos_num,atletas.rodada_id,atletas.pontos_num,atletas.apelido,atletas.entrou_em_campo,atletas.clube_id,atletas.posicao_id,atletas.nome,atletas.clube.id.full.name,atletas.media_num,atletas.apelido_abreviado,atletas.status_id,atletas.atleta_id,atletas.variacao_num,CA,DS,FC,FD,FS,CV,FF,FT,I,PC,G,SG,DE,GS,A,PS,V,DP,GC,PP
461,gustavo-marques,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0,14,0.0,Gustavo Marques,False,280,3,Gustavo Marques Alves dos Santos,RBB,0.0,G. Marques,6,110750,0.0,,,,,,,,,,,,,,,,,,,,
462,john-kennedy,9.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0,14,0.0,John Kennedy,False,266,5,John Kennedy Batista de Souza,FLU,0.0,J. Kennedy,6,110759,0.0,,,,,,,,,,,,,,,,,,,,
463,renato-paiva,9.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,10,14,0.0,Renato Paiva,False,356,6,Renato Manuel Alves Paiva,FOR,6.22,R. Paiva,7,110818,0.0,,,,,,,,,,,,,,,,,4.0,,,
464,guilherme-lopes,8.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,4,14,6.0,Guilherme Lopes,True,280,2,Guilherme Lopes de Almeida,RBB,7.6,G. Lopes,7,110909,0.84,1.0,7.0,3.0,,2.0,,1.0,,,,1.0,2.0,,,1.0,,,,1.0,
465,rodrigo-santos,0.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1,14,0.0,Rodrigo Santos,False,356,4,Rodrigo Oliveira dos Santos,FOR,0.0,R. Santos,6,111156,0.0,,,,,,,,,,,,,,,,,,,,
466,romulo,2.94,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,8,14,0.5,Rômulo,True,354,4,Rômulo Azevedo Simão,CEA,0.53,Rômulo,6,111166,-0.13,,1.0,6.0,3.0,2.0,,,,1.0,,,,,,,,,,,
467,gustavo-martins,9.04,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,4,14,0.0,Gustavo Martins,False,284,3,Gustavo Martins de Souza Santos,GRE,6.5,G. Martins,6,111309,0.0,1.0,10.0,5.0,3.0,,,,,1.0,,,2.0,,,,,,,,
468,luis-mandaca,6.89,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,11,14,0.0,Luis Mandaca,False,286,4,Luis Gustavo da Silva Machado Duarte,JUV,4.45,L. Mandaca,7,111407,0.0,1.0,18.0,20.0,2.0,20.0,,7.0,1.0,1.0,,1.0,,,,,,,,,
469,renzo,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0,14,0.0,Renzo,False,292,3,Renzo Azevedo Pimentel de Moura,SPT,0.0,Renzo,6,111465,0.0,,,,,,,,,,,,,,,,,,,,
470,victor-gabriel,11.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,4,14,0.0,Victor Gabriel,False,285,3,Victor Gabriel da Conceição Ribeiro,INT,8.88,V. Gabriel,7,111466,0.0,,9.0,5.0,1.0,1.0,,1.0,,,,2.0,1.0,,,,,,,,
471,gabriel-atila,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0,14,0.0,Gabriel Átila,False,282,1,Gabriel Átila Cardoso da Silva,CAM,0.0,G. Átila,6,111582,0.0,,,,,,,,,,,,,,,,,,,,
472,micael,5.32,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,6,14,0.0,Micael,False,275,3,Micael dos Santos Silva,PAL,3.35,Micael,6,111594,0.0,1.0,4.0,7.0,1.0,2.0,,,,,,,3.0,,,,,,,,
473,adson,3.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,9,14,0.0,Adson,False,267,4,Adson Ferreira Soares,VAS,0.85,Adson,5,111682,0.0,,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,
474,anthoni,3.98,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,12,14,0.0,Anthoni,False,285,1,Anthoni Spier Souza,INT,1.8,Anthoni,6,111683,0.0,,,,,2.0,,,,,,,2.0,22.0,18.0,,,,,,
475,matheus-cunha,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,14,0.0,Matheus Cunha,False,262,1,Matheus Cunha Queiroz,FLA,0.0,M. Cunha,6,111690,0.0,,,,,,,,,,,,,,,,,,,,
476,ryan-guilherme,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0,14,0.0,Ryan Guilherme,False,356,4,Ryan Guilherme da Silva Pae,FOR,0.0,R. Guilherme,6,111757,0.0,,,,,,,,,,,,,,,,,,,,
477,fabinho,3.2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,11,14,4.8,Fabinho,True,280,4,Fábio Silva de Freitas,RBB,1.41,Fabinho,7,111760,0.69,1.0,5.0,8.0,1.0,4.0,,4.0,,,,,,,,1.0,,,,,
478,kayky,2.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,8,14,0.0,Kayky,False,265,5,Kayky da Silva Chagas,BAH,1.51,Kayky,6,111829,0.0,1.0,1.0,1.0,2.0,1.0,,,,,,1.0,,,,,1.0,,,,
479,matheus-martins,5.73,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,5,14,0.0,Matheus Martins,False,263,5,Matheus Martins Silva dos Santos,BOT,3.02,M. Martins,6,111831,0.0,1.0,5.0,5.0,4.0,9.0,,1.0,,,,,,,,,,,,,
480,renzo-lopez,5.96,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2,14,1.1,Renzo López,True,287,5,Renzo López Patrón,VIT,1.75,R. López,6,111951,-0.4,,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
481,gabriel-grando,3.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0,14,0.0,Gabriel Grando,False,284,1,Gabriel Hamester Grando,GRE,-3.0,G. Grando,6,112616,0.0,,,,,,1.0,,,,,,,,,,,,,,
482,kaiki-bruno,9.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,13,14,0.0,Kaiki Bruno,False,283,2,Kaiki Bruno da Silva,CRU,7.62,K. Bruno,7,112709,0.0,3.0,36.0,29.0,1.0,20.0,,7.0,,,,,6.0,,,2.0,,,,,
483,ramon-sosa,8.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,1,14,-0.1,Ramón Sosa,True,275,5,Ramón Sosa Acosta,PAL,-0.1,R. Sosa,6,112863,-0.81,,,,,,,,,1.0,,,,,,,,,,,
484,anibal-moreno,5.17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,9,14,6.5,Aníbal Moreno,True,275,4,Aníbal Ismael Moreno,PAL,2.32,A. Moreno,2,112869,1.04,,12.0,5.0,1.0,,,4.0,,,,,,,,,,,,,
485,lucas-barbosa,7.65,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,13,14,3.8,Lucas Barbosa,True,280,5,Lucas Henrique Barbosa,RBB,3.98,L. Barbosa,7,112886,0.53,1.0,22.0,24.0,6.0,12.0,1.0,9.0,,4.0,,,,,,2.0,,,,,
486,sforza,4.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,2,14,0.0,Sforza,False,267,4,Juan Sebastián Sforza,VAS,0.85,Sforza,6,112906,0.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
487,freytes,4.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,12,14,5.5,Freytes,True,266,3,Juan Pablo Freytes,FLU,2.86,Freytes,7,113034,0.06,2.0,7.0,5.0,2.0,6.0,,5.0,1.0,1.0,,,3.0,,,,,,,,
488,kervin-andrade,3.89,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,5,14,0.0,Kervin Andrade,False,356,4,Kervin Mario Andrade Navarro,FOR,2.4,K. Andrade,6,113073,0.0,1.0,3.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,1.0,,,,,
489,mancuso,7.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,8,14,0.0,Mancuso,False,356,2,Eros Nazareno Mancuso,FOR,3.51,Mancuso,6,113078,0.0,1.0,9.0,5.0,,8.0,,4.0,,1.0,,,2.0,,,,,,,,
490,flaco-lopez,8.42,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,11,14,-0.2,Flaco López,True,275,5,José Manuel Alberto López,PAL,4.7,F. López,3,113103,-0.68,3.0,13.0,14.0,3.0,16.0,,14.0,,4.0,,2.0,,,,,1.0,,,,
491,nathan-mendes,4.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,4,14,0.5,Nathan Mendes,True,280,2,Nathan Gabriel de Souza Mendes,RBB,2.13,N. Mendes,6,113157,-0.3,,1.0,1.0,,3.0,,1.0,,,,,1.0,,,,,,,,
492,marquinhos,3.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,9,14,-1.0,Marquinhos,True,283,5,Marcus Vinícius Oliveira Alencar,CRU,0.58,Marquinhos,6,113158,-0.3,1.0,3.0,3.0,,2.0,,2.0,,,,,,,,,,,,,
493,pablo-maia,4.62,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6,14,0.0,Pablo Maia,False,276,4,Pablo Gonçalves Maia Fortunato,SAO,0.57,P. Maia,6,113359,0.0,2.0,3.0,8.0,,5.0,,1.0,,,,,,,,,,,,,
494,cristian-olivera,9.97,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,8,14,0.0,Cristian Olivera,False,284,5,Cristian Gonzalo Olivera Ibarra,GRE,7.25,C. Olivera,6,113397,0.0,1.0,16.0,11.0,3.0,15.0,,4.0,,,,3.0,,,,,,,,,
495,du-queiroz,2.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,11,14,0.0,Du Queiroz,False,292,4,Eduardo Santos Queiroz,SPT,1.51,D. Queiroz,6,113687,0.0,,11.0,11.0,1.0,,,4.0,,,1.0,,,,,,,,,,
496,diogenes,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0,14,0.0,Diógenes,False,277,1,Diógenes Vinícius da Silva,SAN,0.0,Diógenes,6,113690,0.0,,,,,,,,,,,,,,,,,,,,
497,gamarra,4.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,2,14,0.0,Gamarra,False,283,3,Mateo Gamarra González,CRU,2.35,Gamarra,6,114334,0.0,,4.0,1.0,,,,,,,1.0,,,,,,,,,,
498,cleiton,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,14,0.0,Cleiton,False,262,3,Cleiton Santana dos Santos,FLA,0.0,Cleiton,6,114790,0.0,,,,,,,,,,,,,,,,,,,,
499,vitor-roque,10.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,11,14,3.1,Vitor Roque,True,275,5,Vitor Hugo Roque Ferreira,PAL,4.2,V. Roque,7,114802,0.29,2.0,12.0,9.0,3.0,19.0,,5.0,,1.0,,2.0,,,,,,,,,
500,miguelito,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0,14,0.0,Miguelito,False,277,4,Miguel Àngel Terceros,SAN,0.0,Miguelito,6,115025,0.0,,,,,,,,,,,,,,,,,,,,
501,lucas-freitas,3.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,9,14,0.0,Lucas Freitas,False,267,3,Lucas de Freitas Molarinho Chagas,VAS,1.27,L. Freitas,7,115141,0.0,1.0,4.0,9.0,,5.0,,2.0,,,,,1.0,,,,,,,,
502,wesley,12.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,10,14,5.9,Wesley,True,262,2,Wesley Vinícius França Lima,FLA,8.1,Wesley,7,115239,-0.99,3.0,22.0,14.0,2.0,21.0,,3.0,,1.0,,,6.0,,,2.0,,,,,
503,naves,3.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,1,14,0.0,Naves,False,275,3,Kaiky Marques Naves,PAL,-1.0,Naves,6,115246,0.0,,,,,,,,,,1.0,,,,,,,,,,
504,jhon-jhon,7.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,14,14,2.4,Jhon Jhon,True,280,4,Jhonatan dos Santos Rosa,RBB,4.13,J. Jhon,7,115248,0.15,2.0,9.0,8.0,4.0,29.0,,7.0,1.0,1.0,,2.0,,,,1.0,,,,,
505,romulo,4.46,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,2,14,0.0,Rômulo,False,282,3,Rômulo Helberte Pereira Junior,CAM,3.55,Rômulo,6,115268,0.0,,2.0,3.0,,,,,,,,,1.0,,,,,,,,
506,rwan-cruz,3.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,4,14,0.0,Rwan Cruz,False,263,5,Rwan Philipe Rodrigues de Souza Cruz,BOT,1.3,R. Cruz,6,115404,0.0,,2.0,1.0,,2.0,,2.0,,1.0,,,,,,,,,,,
507,marcos-victor,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0,14,0.0,Marcos Victor,False,354,3,Marcos Victor Ferreira da Silva,CEA,0.0,M. Victor,6,115537,0.0,,,,,,,,,,,,,,,,,,,,
508,rodriguinho,3.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,1,14,0.0,Rodriguinho,False,283,4,Rodrigo Henrique Santos de Souza,CRU,-0.6,Rodriguinho,6,115563,0.0,,,2.0,,,,,,,,,,,,,,,,,
509,emerson-galego,3.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2,14,0.0,Emerson Galego,False,286,5,Emerson Mendes de Carvalho,JUV,1.25,E. Galego,6,115586,0.0,,1.0,,,2.0,,,,,,,,,,,,,,,
510,marcos-paulo,4.47,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,7,14,0.0,Marcos Paulo,False,286,2,Marcos Paulo Lima Batista Silva,JUV,3.22,M. Paulo,7,115594,0.0,1.0,11.0,9.0,2.0,3.0,,1.0,,,,,1.0,,,,,,,,
511,gabriel-delfim,2.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,1,14,0.0,Gabriel Delfim,False,282,1,Gabriel Delfim Ferreira,CAM,1.9,G. Delfim,7,115674,0.0,,,,,,,,,,,,,3.0,2.0,,,,,,
512,evertton-araujo,5.86,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,5,14,0.0,Evertton Araújo,False,262,4,Everton Gustavo Fernandes Araújo,FLA,3.8,E. Araújo,6,115914,0.0,,5.0,7.0,3.0,4.0,,,,,,1.0,,,,,,,,,
513,matheus-goncalves,4.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,3,14,0.0,Matheus Gonçalves,False,262,4,Matheus Gonçalves Martins,FLA,2.23,M. Gonçalves,6,116012,0.0,,3.0,,1.0,2.0,,,,,,,,,,,,,,,
514,cuiabano,10.38,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,10,14,9.5,Cuiabano,True,263,2,Luís Eduardo Soares da Silva,BOT,6.4,Cuiabano,6,116065,0.56,2.0,10.0,10.0,1.0,9.0,,3.0,1.0,1.0,,1.0,6.0,,,1.0,,,,,
515,hercules,6.85,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,9,14,4.4,Hércules,True,266,4,Hércules Pereira do Nascimento,FLU,3.54,Hércules,2,116447,0.31,1.0,12.0,12.0,2.0,2.0,,5.0,1.0,,,1.0,,,,,,,,,
516,jamerson,7.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,12,14,0.0,Jamerson,False,287,2,Jamerson Santos de Jesus,VIT,5.15,Jamerson,5,116461,0.0,,20.0,8.0,5.0,7.0,,6.0,,1.0,,,2.0,,,2.0,,,,,
517,gabriel-knesowitsch,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0,14,0.0,Gabriel Knesowitsch,False,2305,3,Gabriel Knesowitsch,MIR,0.0,G. Knesowitsch,6,117061,0.0,,,,,,,,,,,,,,,,,,,,
518,thiago-borbas,2.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,7,14,0.0,Thiago Borbas,False,280,5,Thiago Nicolás Borbas Silva,RBB,1.22,T. Borbas,6,117314,0.0,3.0,1.0,5.0,1.0,3.0,,1.0,,,,1.0,,,,,,,,,
519,cipriano,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0,14,0.0,Cipriano,False,286,3,João Luiz da Silva Cipriano,JUV,0.0,Cipriano,5,117336,0.0,,,,,,,,,,,,,,,,,,,,
520,otavio,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0,14,0.0,Otávio,False,283,1,Otávio Eleodoro Rezende Costa,CRU,0.0,Otávio,6,117404,0.0,,,,,,,,,,,,,,,,,,,,
521,leo-mana,3.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2,14,0.0,Léo Maná,False,264,2,Leonardo Mana Hernandes,COR,1.3,L. Maná,2,117459,0.0,,2.0,1.0,,,,,,1.0,,,,,,,,,,,
522,garro,16.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,4,14,1.0,Garro,True,264,4,Rodrigo Garro,COR,3.25,Garro,7,117632,-2.53,1.0,1.0,1.0,1.0,8.0,,2.0,2.0,,,,,,,,,,,,
523,young,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0,14,0.0,Young,False,276,1,Young Navarro Moraes,SAO,0.0,Young,6,117818,0.0,,,,,,,,,,,,,,,,,,,,
524,breno-bidon,7.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,12,14,-0.9,Breno Bidon,True,264,4,Breno de Souza Bidon,COR,3.76,B. Bidon,6,117910,-1.54,3.0,16.0,24.0,2.0,27.0,,3.0,,,,1.0,,,,1.0,,,,,
525,lavega,3.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1,14,0.0,Lavega,False,266,5,Joaquín Lavega Colzada,FLU,0.5,Lavega,6,117930,0.0,,,,,1.0,,,,,,,,,,,,,,,
526,iago,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,14,0.0,Iago,False,262,3,Iago Teodoro da Silva Nogueira,FLA,0.0,Iago,6,118090,0.0,,,,,,,,,,,,,,,,,,,,
527,ronald,2.17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,5,14,0.0,Ronald,False,284,4,Ronald Cardoso Falkoski,GRE,0.9,Ronald,6,118238,0.0,,3.0,,,,,,,,,,,,,,,,,,
528,rodriguinho,1.13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6,14,0.5,Rodriguinho,True,276,4,Rodrigo Huendra Almeida Mendonça,SAO,-0.23,Rodriguinho,6,118563,0.24,3.0,1.0,5.0,,,,2.0,,,,,,,,,,,,,
529,kevyson,2.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2,14,0.0,Kevyson,False,292,2,Kevyson Costa e Silva,SPT,0.7,Kevyson,6,118701,0.0,,1.0,2.0,,1.0,,,,,,,,,,,,,,,
530,mateus-carvalho,3.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,8,14,0.0,Mateus Carvalho,False,267,4,Mateus Carvalho dos Santos,VAS,1.21,M. Carvalho,6,118752,0.0,1.0,7.0,6.0,,4.0,,,,,,,,,,,,,,,
531,lautaro-diaz,3.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,4,14,0.0,Lautaro Díaz,False,283,5,Lautaro Ariel Díaz,CRU,0.3,L. Díaz,6,118775,0.0,,,,1.0,,,,,,,,,,,,,,,,
532,bruninho,5.37,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1,14,0.0,Bruninho,False,356,4,Bruno César Pereira Silva,FOR,9.3,Bruninho,6,121668,0.0,,5.0,,,2.0,,1.0,,,,,,,,,,,,,
533,paulinho-silva,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0,14,0.0,Paulinho Silva,False,267,2,Paulo Ricardo de Souza Babilônia,VAS,0.0,P. Silva,6,121766,0.0,,,,,,,,,,,,,,,,,,,,
534,andre,4.36,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,7,14,0.0,André,False,284,5,André Henrique da Silva Martins,GRE,2.39,André,6,121792,0.0,,,2.0,3.0,2.0,,6.0,,1.0,,1.0,,,,,,,,,
535,kayke,1.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,1,14,0.0,Kayke,False,264,5,Kayke Ferrari Guimarães,COR,0.8,Kayke,6,121824,0.0,,,,,,,1.0,,,,,,,,,,,,,
536,kaue-rodrigues,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0,14,0.0,Kauê Rodrigues,False,263,4,Kauê Rodrigues Pessanha,BOT,0.0,K. Rodrigues,6,121827,0.0,,,,,,,,,,,,,,,,,,,,
537,hudson,1.89,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,1,14,0.0,Hudson,False,286,4,Hudson Alexandre Batista da Silva,JUV,0.2,Hudson,7,121866,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
538,ryan,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0,14,0.0,Ryan,False,265,2,Ryan Carlos Santos de Sousa,BAH,0.0,Ryan,6,122300,0.0,,,,,,,,,,,,,,,,,,,,
539,cristian,4.11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,10,14,0.0,Cristian,False,2305,5,Cristian Renato Gonçalves Riquelme,MIR,2.84,Cristian,6,122302,0.0,2.0,4.0,7.0,8.0,3.0,,3.0,,,,1.0,,,,1.0,,,,,
540,dyogo-alves,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,14,0.0,Dyogo Alves,False,262,1,Francisco Dyogo Bento Alves,FLA,0.0,D. Alves,6,122318,0.0,,,,,,,,,,,,,,,,,,,,
