,atletas.jogos_num,atletas.foto,atletas.media_num,atletas.nome,atletas.status_id,atletas.atleta_id,atletas.apelido_abreviado,atletas.clube.id.full.name,atletas.variacao_num,atletas.entrou_em_campo,atletas.rodada_id,atletas.preco_num,atletas.clube_id,atletas.posicao_id,atletas.apelido,atletas.slug,atletas.pontos_num,A,CA,DS,FC,FD,FF,FS,G,I,PS,SG,DE,GS,FT,V,CV,DP,PP,PC,GC
603,11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,2.76,Jonathan de Jesus Alves,7,124912,J. Jesus,CRU,0.96,True,30,5.04,283,3,Jonathan Jesus,jonathan-jesus,6.5,,,11.0,13.0,,,2.0,,1.0,,4.0,,,,,1.0,,,,
604,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,2.35,Viery Fernandes Santos Lopes,6,125467,Viery,GRE,0.0,False,30,2.86,284,3,Viery,viery,0.0,,,,1.0,,,,,,,1.0,,,,,,,,,
605,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,Alisson Santana Lopes da Fonseca,6,125469,Alisson,CAM,0.0,False,30,4.0,282,4,Alisson,alisson,0.0,,,,,,,,,,,,,,,,,,,,
606,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,4.3,João Pedro de Sousa Rodrigues,7,125488,J. Pedro,COR,0.17,True,30,6.41,264,3,João Pedro,joao-pedro,8.4,1.0,4.0,11.0,14.0,2.0,1.0,3.0,,,,5.0,,,,,,,,,
607,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,Marcelo Braz da Silva,6,126120,Marcelinho,RBB,0.0,False,30,2.0,280,4,Marcelinho,marcelinho,0.0,,,,,,,,,,,,,,,,,,,,
608,8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.53,Paulo Lucas Santos de Paula,5,126182,Paulinho,VAS,0.0,False,30,3.95,267,4,Paulinho,paulinho,0.0,,1.0,4.0,11.0,,,5.0,,,,,,,,,,,,,
609,14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,6.07,Derik Gean Severino Lacerda,7,126216,D. Lacerda,SPT,1.03,True,30,9.14,292,5,Derik Lacerda,derik-lacerda,9.0,,7.0,11.0,26.0,14.0,15.0,19.0,5.0,8.0,,,,,2.0,,,,,,
610,25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,6.35,Álvaro Martín Barreal,7,126471,Barreal,SAN,0.87,True,30,11.19,277,4,Barreal,barreal,11.0,1.0,2.0,42.0,21.0,8.0,15.0,16.0,8.0,4.0,,,,,2.0,,,,,,
611,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2.9,Luiz Gustavo Lemos Carvalho,6,127242,Bahia,COR,0.0,False,30,2.65,264,4,Bahia,bahia,0.0,,,3.0,,,1.0,1.0,,,,,,,,,,,,,
612,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,7.6,Julio Cesar Lima Fidelis,6,127932,J. Fidélis,FLU,0.0,False,30,7.17,266,2,Julio Fidélis,julio-fidelis,0.0,1.0,,5.0,2.0,,3.0,7.0,,,,1.0,,,,,,,,,
613,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,Rayan Lucas Marques de Souza,6,128590,R. Lucas,FLA,0.0,False,30,2.0,262,4,Rayan Lucas,rayan-lucas,0.0,,,,,,,,,,,,,,,,,,,,
614,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.97,Felipe Cardoso,6,129317,F. Cardoso,VIT,0.0,False,30,2.21,287,4,Felipe Cardoso,felipe-cardoso,0.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,
615,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0.13,Ruan Pablo Barbosa Sousa,6,129663,R. Pablo,BAH,0.0,False,30,0.84,265,5,Ruan Pablo,ruan-pablo,0.0,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,
616,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,Pablo de Paula Cardoso,6,129665,Pablo,VAS,0.0,False,30,1.0,267,1,Pablo,pablo,0.0,,,,,,,,,,,,,,,,,,,,
617,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,João Pedro Murilo de Paula Morais,6,129666,JP,VAS,0.0,False,30,2.0,267,4,JP,jp,0.0,,,,,,,,,,,,,,,,,,,,
618,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,Cristhian Joel Loor Santamaría - Christian,6,129930,C. Loor,BOT,0.0,False,30,2.0,263,1,Cristhian Loor,cristhian-loor,0.0,,,,,,,,,,,,,,,,,,,,
619,9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1.93,Erick Carlos Noriega Loret de Mola,7,130048,Noriega,GRE,-0.2,True,30,4.31,284,4,Noriega,noriega,0.7,,,10.0,7.0,,3.0,8.0,,,,,,,,,,,,2.0,
620,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,Leonardo Nannetti Lopes,6,130189,L. Nannetti,FLA,0.0,False,30,1.0,262,1,Léo Nannetti,leo-nannetti,0.0,,,,,,,,,,,,,,,,,,,,
621,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,João Victor Schlickmann Carbone,6,130190,Carbone,FLA,0.0,False,30,2.0,262,2,Carbone,carbone,0.0,,,,,,,,,,,,,,,,,,,,
622,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,Euder Galdino da Silva,6,130252,Euder,VAS,0.0,False,30,1.0,267,4,Euder,euder,0.0,,,,,,,,,,,,,,,,,,,,
623,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,Leandro Viana da Silva Gama,6,130254,Leandrinho,VAS,0.0,False,30,2.0,267,2,Leandrinho,leandrinho,0.0,,,,,,,,,,,,,,,,,,,,
624,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,Guilherme Estrella de Paiva,6,130255,G. Estrella,VAS,0.0,False,30,3.0,267,4,Guilherme Estrella,guilherme-estrella,0.0,,,,,,,,,,,,,,,,,,,,
625,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.6,Lukas Rocha Zuccarello,6,130279,L. Zuccarello,VAS,0.0,False,30,1.9,267,4,Lukas Zuccarello,lukas-zuccarello,0.0,,,1.0,1.0,,,,,,,,,,,,,,,,
626,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,Phillipe Gabriel Pires de Oliveira,6,130280,P. Gabriel,VAS,0.0,False,30,1.0,267,1,Phillipe Gabriel,phillipe-gabriel,0.0,,,,,,,,,,,,,,,,,,,,
627,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,Rhyan Luca Carvalho de Arruda,6,130305,Rhyan,BOT,0.0,False,30,1.0,263,1,Rhyan,rhyan,0.0,,,,,,,,,,,,,,,,,,,,
628,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,Rafael Oliveira Pinna,6,130316,R. Pinna,JUV,0.0,False,30,1.0,286,5,Rafael Pinna,rafael-pinna,0.0,,,,,,,,,,,,,,,,,,,,
629,8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,3.66,Maykon Kesley de Jesus Ramalho,6,130319,Maykon,VIT,0.0,False,30,4.92,287,2,Maykon,maykon,0.0,,1.0,9.0,16.0,1.0,3.0,6.0,,,,3.0,,,,,,,,,
630,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,Guilherme Henrique Bernardineli Gomes,6,130382,G. Gomes,FLA,0.0,False,30,2.0,262,4,Guilherme Gomes,guilherme-gomes,0.0,,,,,,,,,,,,,,,,,,,,
631,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.78,Everton Leandro de Oliveira Santos,6,130386,Maceió,MIR,0.0,False,30,2.81,2305,5,Maceió,maceio,0.0,,1.0,1.0,2.0,1.0,4.0,3.0,,1.0,,,,,,,,,,1.0,
632,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,1.56,Luiz Gustavo Marinho Ribeiro dos Santos,6,130393,L. Gustavo,BAH,0.0,False,30,1.8,265,3,Luiz Gustavo,luiz-gustavo,0.0,,3.0,4.0,4.0,,,2.0,,,,1.0,,,,,,,,,
633,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.5,Marlon Santos Teodoro,6,130507,Marlon,JUV,0.0,False,30,1.11,286,5,Marlon,marlon,0.0,,,,1.0,,1.0,,,,,,,,,,,,,,
634,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.0,Riquelme Fillipi Marinho de Souza,6,130608,R. Fillipi,PAL,0.0,False,30,0.92,275,5,Riquelme Fillipi,riquelme-fillipi,0.0,,,,,,,,,,,,,,,,,,,,
635,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,1.05,Luighi Hanri Sousa Santos,6,130612,Luighi,PAL,0.0,False,30,2.95,275,5,Luighi,luighi,0.0,,,4.0,5.0,,,4.0,,2.0,,,,,,,,,,,
636,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,Edenílson Santos Nascimento Filho,6,130620,Edenílson,VIT,0.0,False,30,1.0,287,4,Edenílson,edenilson,0.0,,,,,,,,,,,,,,,,,,,,
637,15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2.24,Facundo Bernal Cruz,6,130650,Bernal,FLU,0.01,True,30,3.78,266,4,Bernal,bernal,0.5,,5.0,21.0,14.0,4.0,5.0,11.0,,,,,,,,,,,,,1.0
638,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,Stanley Boateng Osei,6,130711,Boateng,RBB,0.0,False,30,1.0,280,3,Boateng,boateng,0.0,,,,,,,,,,,,,,,,,,,,
639,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,4.56,João Victor de Souza Menezes,3,130811,Souza,SAN,1.1,True,30,8.38,277,2,Souza,souza,9.7,2.0,3.0,25.0,15.0,4.0,6.0,11.0,1.0,1.0,1.0,2.0,,,,,,,,1.0,
640,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,Andrei Gabriel dos Santos Ferreira,6,130869,Andrei,VIT,0.0,False,30,1.0,287,3,Andrei,andrei,0.0,,,,,,,,,,,,,,,,,,,,
641,9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1.86,Riquelme Freitas dos Santos,6,130889,Riquelme,GRE,0.0,False,30,2.62,284,4,Riquelme,riquelme,0.0,,,6.0,2.0,1.0,2.0,11.0,,,,,,,,,,,,,
642,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,Felipe Gabriel Preis,6,131116,F. Preis,SAO,0.0,False,30,1.0,276,1,Felipe Preis,felipe-preis,0.0,,,,,,,,,,,,,,,,,,,,
643,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.17,Jardiel Maciel Libertino da Silva,6,131455,Jardiel,GRE,0.0,False,30,0.84,284,5,Jardiel,jardiel,0.0,,,,,,,1.0,,,,,,,,,,,,,
644,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.7,Hyan Carvalho Machado Silva,6,131515,Hyan,SAN,0.0,False,30,1.19,277,4,Hyan,hyan,0.0,,,1.0,2.0,,,1.0,,,,,,,,,,,,,
645,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,4.28,João Pedro Chermont Crema,6,131516,J. Chermont,SAN,0.0,False,30,6.05,277,2,JP Chermont,jp-chermont,0.0,,3.0,14.0,9.0,,1.0,1.0,,2.0,,1.0,,,,,,,,,
646,19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,4.32,André Oliveira e Silva,5,131617,A. Silva,SAO,0.0,False,30,6.73,276,5,André Silva,andre-silva,0.0,2.0,5.0,11.0,20.0,5.0,10.0,20.0,5.0,5.0,,,,,1.0,,,,,,
647,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.85,Felipe Longo Fernandes da Silva,6,131753,F. Longo,COR,2.26,True,30,3.02,264,1,Felipe Longo,felipe-longo,8.1,,,,,,,1.0,,,,1.0,4.0,3.0,,,,,,,
648,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,Isac Silvestre da Silva,6,131762,Isac,SAO,0.0,False,30,1.0,276,3,Isac,isac,0.0,,,,,,,,,,,,,,,,,,,,
649,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,Kevyn Henrique Monteiro de Souza,6,131765,Kevyn,RBB,0.0,False,30,1.0,280,3,Kevyn,kevyn,0.0,,,,,,,,,,,,,,,,,,,,
650,24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,4.43,Kevin Steven Serna Jaramillo,7,132071,Serna,FLU,0.96,True,30,7.6,266,5,Serna,serna,9.9,3.0,3.0,24.0,12.0,9.0,6.0,26.0,4.0,3.0,1.0,,,,,,,,,,
651,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,3.85,Keny Alexander Arroyo Alvarado,7,132264,Arroyo,CRU,-0.33,True,30,6.38,283,5,Arroyo,arroyo,5.7,1.0,1.0,4.0,2.0,5.0,4.0,9.0,,,,,,,,,,,,,
652,28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4.59,Jemmes Bruno Ribeiro da Silva,7,132553,Jemmes,MIR,-0.37,True,30,5.73,2305,3,Jemmes,jemmes,3.5,,2.0,53.0,28.0,1.0,8.0,8.0,1.0,1.0,,8.0,,,,,,,,,
653,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,Davi Barbosa da Silva Novaes,6,132560,D. Barbosa,VIT,0.0,False,30,1.0,287,1,Davi Barbosa,davi-barbosa,0.0,,,,,,,,,,,,,,,,,,,,
654,21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,3.01,Vinicius Mendonça Pereira,5,132580,Vinicinho,RBB,0.0,False,30,5.82,280,5,Vinicinho,vinicinho,0.0,2.0,2.0,20.0,16.0,6.0,6.0,35.0,,4.0,1.0,,,,,,,,,,
655,15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.1,Guilherme William Silva Inácio,6,133543,G. Negão,COR,-0.29,True,30,3.55,264,5,Gui Negão,gui-negao,0.0,1.0,3.0,11.0,26.0,,2.0,21.0,3.0,3.0,,,,,,,,,,,
656,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,Igor Odoni Gomes,6,133623,Igão,SAO,0.0,False,30,2.0,276,3,Igão,igao,0.0,,,,,,,,,,,,,,,,,,,,
657,21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,4.73,Alysson Edward Franco da Rocha dos Santos,7,133669,Alysson,GRE,1.9,True,30,7.27,284,5,Alysson,alysson,13.5,2.0,3.0,33.0,17.0,6.0,10.0,42.0,1.0,3.0,1.0,,,,1.0,,,,,,
658,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,Gustavo Reis de Alcântara,6,133671,G. Reis,RBB,0.0,False,30,1.0,280,1,Gustavo Reis,gustavo-reis,0.0,,,,,,,,,,,,,,,,,,,,
659,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.5,Mateus Xavier de Sousa,6,133673,M. Xavier,SAN,0.0,False,30,1.0,277,4,Mateus Xavier,mateus-xavier,0.0,,,1.0,,,,,,,,,,,,,,,,,
660,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,1.6,Luiz Gustavo Roncholeta Benedetti,6,133679,Benedetti,PAL,0.0,False,30,2.61,275,3,Benedetti,benedetti,0.0,,,2.0,2.0,,1.0,,,,,,,,,,,,,,
661,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.0,Wallace Davi Nunes da Silva Dias,6,133696,W. Davi,FLU,0.0,False,30,2.0,266,4,Wallace Davi,wallace-davi,0.0,,,,,,,,,,,,,,,,,,,,
662,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.6,Yago Eduardo Noal Lopes,6,134246,Y. Noal,INT,0.0,False,30,1.14,285,4,Yago Noal,yago-noal,0.0,,,1.0,1.0,,,,,,,,,,,,,,,,
663,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.0,Larson Torna Ferreira dos Santos,6,136156,Larson,PAL,0.0,False,30,1.0,275,4,Larson,larson,0.0,,,,,,,,,,,,,,,,,,,,
664,15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2.06,Luis Otávio Costa de Aquino,6,136306,L. Otávio,INT,-0.61,True,30,2.92,285,4,Luis Otávio,luis-otavio,2.3,,,15.0,5.0,2.0,2.0,12.0,,1.0,,,,,,,,,,,
665,8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,1.6,Mateo Naín Sanabria Doracio,6,136955,Sanabria,BAH,-0.44,True,30,4.39,265,5,Sanabria,sanabria,0.0,,,3.0,5.0,2.0,2.0,18.0,,2.0,,,,,,,1.0,,,,
666,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,Micael de Barros Viturino,6,137375,Micael,SPT,0.0,False,30,1.0,292,5,Micael,micael,0.0,,,,,,,,,,,,,,,,,,,,
667,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.5,Kaique Kenji Takamura Correa,6,137542,K. Kenji,CRU,0.0,False,30,1.09,283,5,Kaique Kenji,kaique-kenji,0.0,,,,,,,2.0,,,,,,,,,,,,,
668,9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2.72,Clayton Sampaio Pereira,6,137618,C. Sampaio,INT,-0.43,True,30,4.16,285,3,Clayton Sampaio,clayton-sampaio,2.0,,2.0,8.0,10.0,2.0,2.0,1.0,,,,2.0,,,1.0,,,,,,
669,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1.3,Sergio Stevan Palacios Zapata,6,138021,Palacios,RBB,0.0,False,30,1.7,280,3,Palacios,palacios,0.0,,2.0,,3.0,,,1.0,,,,1.0,,,,,,,,,
670,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.0,Vitor dos Santos Figueiredo,5,139001,Figueiredo,PAL,0.0,False,30,2.0,275,4,Figueiredo,figueiredo,0.0,,,,,,,,,,,,,,,,,,,,
671,29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6.98,Filipe Luís Kasmirski,7,139076,F. Luís,FLA,-0.9,True,30,11.99,262,6,Filipe Luís,filipe-luis,1.84,,,,,,,,,,,,,,,18.0,,,,,
672,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,Pedro Kauã Rodrigues Machado,6,139200,P. Kauã,INT,0.0,False,30,1.0,285,3,Pedro Kauã,pedro-kaua,0.0,,,,,,,,,,,,,,,,,,,,
673,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,3.84,Kauã Prates de Almeida,6,139345,K. Prates,CRU,0.0,False,30,4.6,283,2,Kauã Prates,kaua-prates,0.0,,1.0,4.0,4.0,,,1.0,,1.0,,3.0,,,,,,,,,
674,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,Caio da Silva Maia,5,139455,C. Maia,CAM,0.0,False,30,2.0,282,5,Caio Maia,caio-maia,0.0,,,,,,,,,,,,,,,,,,,,
675,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,1.51,João Marcelo Soares de Freitas,6,140364,J. Marcelo,CAM,0.0,False,30,3.46,282,5,João Marcelo,joao-marcelo,0.0,1.0,,1.0,3.0,3.0,2.0,,,2.0,,,,,,,,,,,
676,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1.0,Riquelme Felipe Silva de Almeida,6,140484,R. Felipe,FLU,0.0,False,30,3.43,266,5,Riquelme Felipe,riquelme-felipe,0.0,,,2.0,1.0,,1.0,3.0,,,,,,,,,,,,,
677,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,João Victor de Souza Cunha,6,140492,J. Victor,FLA,0.0,False,30,2.0,262,3,João Victor,joao-victor,0.0,,,,,,,,,,,,,,,,,,,,
678,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,João Victor Alves Ferreira,6,140494,J. Alves,FLA,0.0,False,30,1.0,262,4,João Alves,joao-alves,0.0,,,,,,,,,,,,,,,,,,,,
679,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,2.69,Ryan Francisco Rodrigues dos Santos Silva,5,140542,R. Francisco,SAO,0.0,False,30,3.62,276,5,Ryan Francisco,ryan-francisco,0.0,,,,4.0,,2.0,5.0,2.0,1.0,,,,,,,,,,,
680,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0.0,David Martins Almeida de Lira,6,140726,D. Martins,BAH,0.0,False,30,1.0,265,4,David Martins,david-martins,0.0,,,,,,,,,,,,,,,,,,,,
681,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,2.74,Davi Gomes de Alvarenga,6,140906,D. Gomes,RBB,-0.02,True,30,2.91,280,5,Davi Gomes,davi-gomes,0.5,,,1.0,2.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,
682,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.0,Bruno Oliveira Bertinato,6,140908,B. Bertinato,MIR,0.0,False,30,2.0,2305,1,Bruno Bertinato,bruno-bertinato,0.0,,,,,,,,,,,,,,,,,,,,
683,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.0,Kaio Borges Correa,6,141039,K. Borges,FLU,0.0,False,30,1.0,266,2,Kaio Borges,kaio-borges,0.0,,,,,,,,,,,,,,,,,,,,
